season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025274,20,91,Bournemouth,Home,548188,155408,Lewis Cook,lewis-cook,M,True,,,,7.0,1.0,8.0,1.0,,3.0,1.0,,,,,,,,1.0,1.0,,,0.00657794,,,,1.0,,,,,,2.0,,,,,,,16.0,,,,,,,,3.0,1.0,,7.0,,,,52.471334779131,1.0,,3.0,,,,7.0,1.0,8.0,37.8,33.586510685095,0,1.0,13.0,,,,1.0
2025-26,14025274,20,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,8.0,18.0,27.0,45.0,2.0,1.0,20.0,4.0,,,,1.0,,,,5.0,3.0,,,0.0837585,,,1.0,0.0,,,,,,,1.0,,,,,,90.0,,,,,,,,25.0,,,6.9,,,,166.50678046022,5.0,1.0,1.0,,22.0,,36.0,31.0,67.0,119.385,,0,2.0,81.0,1.0,,,1.0
2025-26,14025274,20,91,Bournemouth,Home,851596,222683,Justin Kluivert,justin-kluivert,M,False,2.0,,2.0,15.0,7.0,22.0,1.0,,6.0,3.0,,,,1.0,,,,3.0,1.0,,,0.168587,0.0562,,,0.0,,,,,,3.0,,,,,,,74.0,,,,,,,,8.0,1.0,,6.8,,,2.0,44.594282987872,,2.0,6.0,,3.0,,16.0,8.0,24.0,16.8,20.506882966458,2,,37.0,1.0,,1.0,
2025-26,14025274,20,91,Bournemouth,Home,855731,111317,David Brooks,david-brooks,M,False,,,,7.0,3.0,10.0,2.0,,8.0,3.0,,,1.0,,,,,2.0,1.0,,,0.0103037,0.1129,,,0.0,,,,,,,,,,,,,67.0,,,,,,,,10.0,1.0,,6.1,,,1.0,72.375544775752,2.0,1.0,2.0,,,,10.0,6.0,16.0,30.135,22.545267884858,2,,27.0,1.0,,1.0,
2025-26,14025274,20,91,Bournemouth,Home,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,1.0,6.0,5.0,9.0,14.0,,,2.0,9.0,,,,,,,,,,,,0.00095495,,,,0.0,,-1.2735,,,,,,,,,,,90.0,,,,,,,,7.0,,3.0,6.0,1.0,2.0,,7.7468362415138,4.0,,,1.0,13.0,,11.0,10.0,21.0,3.885,,0,,32.0,,,,
2025-26,14025274,20,91,Bournemouth,Home,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,,,2.0,24.0,16.0,40.0,1.0,,13.0,7.0,,,1.0,,,,1.0,2.0,1.0,,,0.0199121,0.3596,0.0464,,0.0,,,,,,1.0,,,,,,,90.0,1.0,1.0,,,,,,12.0,1.0,,6.5,,,2.0,90.140883779756,2.0,1.0,1.0,,3.0,,30.0,18.0,48.0,25.515,13.070710806991,4,,64.0,2.0,,1.0,
2025-26,14025274,20,91,Bournemouth,Home,934354,437730,Antoine Semenyo,antoine-semenyo,M,False,,,,11.0,5.0,16.0,4.0,1.0,14.0,7.0,,,1.0,,,,2.0,9.0,5.0,,,0.0206909,0.0891,,2.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,16.0,1.0,,6.1,,,1.0,128.7848465767,,2.0,2.0,,4.0,,15.0,8.0,23.0,12.6,15.289624750137,2,2.0,42.0,2.0,1.0,1.0,2.0
2025-26,14025274,20,91,Bournemouth,Home,962408,242882,Bafodé Diakité,bafode-diakite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025274,20,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,True,,,,4.0,2.0,6.0,1.0,1.0,3.0,1.0,,,1.0,,,,1.0,5.0,2.0,,,0.00611932,0.0138,,4.0,0.0,,,,,,,,,,,,,23.0,,,,,,,,6.0,,,6.2,,,,27.803181917322,,,,,2.0,,7.0,3.0,10.0,-13.545,,1,,16.0,1.0,1.0,,
2025-26,14025274,20,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,2.0,1.0,3.0,4.0,3.0,4.0,2.0,,,1.0,1.0,,,5.0,15.0,5.0,,,0.0135709,0.7556,0.9844,1.0,0.0,1.0,,,,1.0,1.0,,,,,,,74.0,1.0,,,,,,,13.0,1.0,,7.2,,,,35.949931844446,2.0,4.0,,,,1.0,5.0,1.0,6.0,14.7,16.674846326128,2,,24.0,1.0,2.0,,
2025-26,14025274,20,91,Bournemouth,Home,999028,494521,Adrien Truffert,truffert-adrien,D,False,1.0,,,9.0,11.0,20.0,2.0,,10.0,2.0,,,,2.0,,,,7.0,6.0,,1.0,0.019226,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,13.0,2.0,,5.8,,,,77.69368379164,2.0,5.0,4.0,,3.0,,14.0,13.0,27.0,31.5,30.574002044563,0,3.0,50.0,,1.0,2.0,2.0
2025-26,14025274,20,91,Bournemouth,Home,1104986,503139,Alex Scott,alex-scott,M,False,,,,10.0,15.0,25.0,,4.0,7.0,2.0,,,,,,,2.0,4.0,7.0,,,0.00712103,,,1.0,0.0,,,,,1.0,,,,,,,,74.0,,1.0,,,,,,8.0,1.0,,6.9,,,,58.449809329898,4.0,1.0,,,2.0,,14.0,16.0,30.0,22.05,8.8313824512361,0,2.0,45.0,,2.0,,2.0
2025-26,14025274,20,91,Bournemouth,Home,1156586,463981,James Hill,james-hill,D,False,1.0,,1.0,7.0,18.0,25.0,1.0,6.0,11.0,2.0,,,,1.0,,,,2.0,8.0,,,0.0723516,,,,0.0,,,,,2.0,1.0,1.0,,,,,,90.0,,1.0,,,,,,3.0,,,7.0,,,,58.555011451514,13.0,,1.0,,1.0,,10.0,18.0,28.0,31.92,,0,2.0,48.0,,,,1.0
2025-26,14025274,20,91,Bournemouth,Home,1184308,551483,Álex Jiménez,alex-jimenez,D,False,,,3.0,7.0,10.0,17.0,1.0,,11.0,3.0,,,,1.0,,,,6.0,6.0,,,0.0104654,0.0237,,3.0,0.0,,,,,,,1.0,,,,,,90.0,,1.0,,,,,,12.0,,,6.6,,,1.0,81.393414540786,1.0,3.0,2.0,,4.0,,10.0,12.0,22.0,31.08,,1,4.0,45.0,1.0,,2.0,3.0
2025-26,14025274,20,91,Bournemouth,Home,1201520,575901,Julio Soler,julio-soler,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025274,20,91,Bournemouth,Home,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,5.0,1.0,6.0,,,3.0,1.0,,,,,,,,1.0,,,,0.0119419,0.024,0.0669,1.0,0.0,1.0,,,,,,,,,,,,16.0,1.0,,,,,,,1.0,,,7.6,,,,18.412696417799,1.0,,,,,,6.0,1.0,7.0,-6.09,,1,,10.0,,,,
2025-26,14025274,20,91,Bournemouth,Home,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,91,Bournemouth,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,,,,3.0,1.0,,,,,1.0,,,,,4.0,1.0,,,,0.1756,,1.0,0.0,,,,,,,,,,,,,26.0,,,,,,,,1.0,,,6.4,,,1.0,,1.0,,1.0,,,,0.0,,,,,2,,4.0,,,,
2025-26,14025015,21,91,Bournemouth,Home,548188,155408,Lewis Cook,lewis-cook,M,False,,,,11.0,10.0,21.0,,,9.0,6.0,,,,,,,,3.0,3.0,,,0.0287887,,,3.0,0.0,,,,,3.0,,,,,,,,90.0,,,,,,,,5.0,1.0,,6.7,,,,71.600650101252,3.0,,1.0,,1.0,,14.0,11.0,25.0,28.035,25.747997378437,0,3.0,37.0,,,,2.0
2025-26,14025015,21,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,2.0,19.0,21.0,40.0,3.0,2.0,23.0,4.0,1.0,,,1.0,,,,5.0,6.0,,,0.530212,,,1.0,1.0,,,,,1.0,1.0,,,,,,,90.0,,2.0,,,,,,17.0,,,8.0,,,,147.19409433751,10.0,,,,11.0,,32.0,24.0,56.0,72.975,,0,3.0,74.0,1.0,1.0,,1.0
2025-26,14025015,21,91,Bournemouth,Home,855731,111317,David Brooks,david-brooks,M,True,,,1.0,4.0,1.0,5.0,,,3.0,2.0,,,1.0,,,,,2.0,,,,0.00654058,0.0925,,,1.0,,,,,,1.0,,,,,,,26.0,,,,,,,,5.0,1.0,,6.5,,,1.0,33.104803200225,,2.0,,,1.0,,5.0,1.0,6.0,11.55,14.877144920985,2,,12.0,2.0,,,
2025-26,14025015,21,91,Bournemouth,Home,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,,3.0,2.0,3.0,5.0,,2.0,4.0,5.0,,,,,,,,,2.0,,,0.00034211,,,,0.0,,-0.2194,1.0,,,,,,,,,,90.0,,,,,,,,11.0,,1.0,6.7,1.0,2.0,,17.317935605436,2.0,,,,12.0,,10.0,4.0,14.0,8.82,,0,,23.0,,,,
2025-26,14025015,21,91,Bournemouth,Home,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,2.0,,1.0,12.0,4.0,16.0,1.0,,14.0,7.0,,,,4.0,,,1.0,8.0,1.0,,,0.120312,0.0372,,1.0,1.0,,,,,,2.0,,,,,,,87.0,,,,,,,,12.0,3.0,,6.5,,,1.0,97.314298359543,2.0,1.0,3.0,,4.0,,20.0,4.0,24.0,22.26,45.3049130519,1,1.0,36.0,,,,1.0
2025-26,14025015,21,91,Bournemouth,Home,934354,437730,Antoine Semenyo,antoine-semenyo,M,False,,,,11.0,9.0,20.0,3.0,1.0,17.0,4.0,,,1.0,1.0,,,4.0,11.0,4.0,,,0.0146506,0.1587,0.0618,2.0,0.0,1.0,,,,1.0,,,,,,,,89.0,1.0,,,,,,,15.0,1.0,,7.0,,,,135.10237220008,2.0,3.0,2.0,,3.0,1.0,17.0,10.0,27.0,5.46,14.752967972581,2,,50.0,,1.0,2.0,
2025-26,14025015,21,91,Bournemouth,Home,962408,242882,Bafodé Diakité,bafode-diakite,D,True,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,2.183e-05,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,1.0,,,6.6,,,,4.6175214130527,,,,,,,1.0,1.0,2.0,3.78,,0,,3.0,,,,
2025-26,14025015,21,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,True,,,,1.0,,1.0,,2.0,3.0,1.0,,,,,,,,1.0,4.0,,,0.0001763,,,1.0,0.0,,,,,,,,,,,,,14.0,,,,,,,,3.0,,,6.9,,,,19.805642758484,,,1.0,,,,2.0,1.0,3.0,-1.575,,0,1.0,7.0,,1.0,,1.0
2025-26,14025015,21,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,5.0,3.0,8.0,3.0,,4.0,1.0,,,1.0,1.0,,,2.0,8.0,,,,0.0261315,0.1079,0.4822,,0.0,1.0,,,,1.0,1.0,,,,,,,64.0,1.0,,,,,,,10.0,1.0,,6.5,,,,49.326482566756,,2.0,,,,3.0,5.0,4.0,9.0,-0.31499999999999,8.5892724371742,2,,23.0,4.0,,,
2025-26,14025015,21,91,Bournemouth,Home,999028,494521,Adrien Truffert,truffert-adrien,D,False,,,,15.0,16.0,31.0,,1.0,19.0,7.0,,,,,,,2.0,7.0,8.0,,,0.018643,,,2.0,0.0,,,,,3.0,,,,,,,,90.0,,1.0,,,,,,17.0,,,6.7,,,,162.03184272448,,3.0,2.0,,4.0,,23.0,18.0,41.0,106.89,,0,5.0,71.0,,2.0,,1.0
2025-26,14025015,21,91,Bournemouth,Home,1104986,503139,Alex Scott,alex-scott,M,False,1.0,,1.0,13.0,15.0,28.0,,1.0,19.0,8.0,,,1.0,2.0,,,,6.0,6.0,,,0.221584,0.047,,3.0,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,8.0,1.0,,7.1,,,,134.33080211782,4.0,2.0,2.0,,2.0,,15.0,17.0,32.0,34.335,16.386164896033,1,,50.0,2.0,4.0,1.0,
2025-26,14025015,21,91,Bournemouth,Home,1156586,463981,James Hill,james-hill,D,False,,,,8.0,19.0,27.0,2.0,9.0,16.0,3.0,,,,,,,,3.0,12.0,,,0.00508776,,,1.0,0.0,,,,,,,1.0,,,,,,90.0,,1.0,,,,,,11.0,,,7.0,,,,116.36302695867,8.0,,,,4.0,,16.0,22.0,38.0,26.04,,0,2.0,52.0,,1.0,,
2025-26,14025015,21,91,Bournemouth,Home,1184308,551483,Álex Jiménez,alex-jimenez,D,False,,,,15.0,8.0,23.0,,,14.0,5.0,,,,3.0,,,1.0,8.0,3.0,,,0.00671185,,,3.0,0.0,,,,,,,,,,,,,87.0,,,,,,,,6.0,2.0,,6.1,,,,118.17968501963,2.0,2.0,,,2.0,,17.0,8.0,25.0,71.085,43.657348622141,0,2.0,43.0,,,1.0,2.0
2025-26,14025015,21,91,Bournemouth,Home,1201520,575901,Julio Soler,julio-soler,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,91,Bournemouth,Home,1406130,620487,Veljko Milosavljević,milosavljevic-veljko,D,True,,,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025015,21,91,Bournemouth,Home,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,False,,,1.0,7.0,7.0,14.0,,,7.0,1.0,,,,1.0,,,,5.0,,,,0.0132135,0.6483,0.9241,1.0,0.0,1.0,,,,,1.0,,,,,,,64.0,1.0,,,,,,,9.0,1.0,,6.8,,,,49.973835527453,1.0,3.0,,,1.0,,12.0,7.0,19.0,28.14,8.003433263294,1,,28.0,1.0,,,
2025-26,14025015,21,91,Bournemouth,Home,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129445,22,91,Bournemouth,Away,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129445,22,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,True,,,,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,1.0,3.0,1.0,,,0.0002672,,,1.0,0.0,,,,,,,,,,,,,19.0,,,,,,,,2.0,,,6.0,,,,6.6062588505144,2.0,,,,,,2.0,1.0,3.0,-2.94,,0,,8.0,,,,
2025-26,15129445,22,91,Bournemouth,Away,322391,158499,Ryan Christie,ryan-christie,M,True,,,,3.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,3.0,5.0,1.0,,,0.00170404,,,,0.0,,,,,,,,,,,,,18.0,,,,,,,,6.0,,,6.2,,,,3.4415439848998,1.0,,,,,,4.0,2.0,6.0,1.575,,0,,11.0,1.0,,,
2025-26,15129445,22,91,Bournemouth,Away,548188,155408,Lewis Cook,lewis-cook,M,False,,,7.0,14.0,23.0,37.0,,1.0,10.0,10.0,,,,3.0,,,,4.0,3.0,,,0.00817853,,,,0.0,,,,,1.0,,,,,,,,90.0,,4.0,,,,,,9.0,1.0,,7.5,,,,88.17137206957,2.0,1.0,3.0,,10.0,,18.0,23.0,41.0,38.745,24.627870391083,0,1.0,56.0,,1.0,,
2025-26,15129445,22,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,5.0,6.0,10.0,16.0,2.0,3.0,3.0,2.0,,,,,,,1.0,4.0,4.0,,,0.0510358,,,1.0,0.0,,,,,5.0,1.0,,,,,,,90.0,,1.0,,,,,,15.0,,,6.6,,,,26.009972316195,7.0,,,,13.0,,12.0,16.0,28.0,15.225,,0,,47.0,2.0,1.0,,
2025-26,15129445,22,91,Bournemouth,Away,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,,5.0,2.0,7.0,9.0,,2.0,6.0,11.0,,,,,,,,,2.0,,,0.00166042,,,,0.0,,0.6002,,,,,,,,,,,90.0,,,,,,,,18.0,,2.0,7.7,2.0,4.0,,30.591607825567,2.0,,,,23.0,,19.0,8.0,27.0,9.03,,0,,36.0,,,,
2025-26,15129445,22,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,,,1.0,8.0,7.0,15.0,2.0,2.0,13.0,4.0,,,,,,,1.0,8.0,3.0,,,0.372225,0.8071,0.9235,1.0,0.0,1.0,,,,1.0,1.0,,,,,,,71.0,1.0,,,,,,,15.0,3.0,,7.2,,,1.0,210.75663135151,,5.0,4.0,,1.0,,9.0,9.0,18.0,125.895,117.78412552701,2,,38.0,1.0,,1.0,
2025-26,15129445,22,91,Bournemouth,Away,962408,242882,Bafodé Diakité,bafode-diakite,D,True,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,1.69e-06,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,3.0,,,6.4,,,,,2.0,,,,2.0,,1.0,2.0,3.0,,,0,,6.0,,,,
2025-26,15129445,22,91,Bournemouth,Away,991478,489888,Amine Adli,amine-adli,F,False,,,,8.0,6.0,14.0,4.0,1.0,5.0,1.0,,,,2.0,,,2.0,10.0,5.0,,,0.0183528,,,2.0,0.0,,,,,,,,,,,,,79.0,,,,,,,1.0,8.0,,,6.5,,,,38.288086745288,1.0,1.0,,,,,10.0,8.0,18.0,19.215,,0,2.0,32.0,2.0,1.0,1.0,1.0
2025-26,15129445,22,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,1.0,4.0,4.0,8.0,3.0,1.0,9.0,3.0,,,1.0,,,,,3.0,3.0,,,0.00386078,0.2489,0.1049,,0.0,,,,,,,,,,,,,90.0,1.0,1.0,,,,,,8.0,2.0,,6.6,,,2.0,94.267311772529,1.0,1.0,,,2.0,3.0,8.0,5.0,13.0,57.015,61.615739644662,4,,29.0,3.0,1.0,1.0,
2025-26,15129445,22,91,Bournemouth,Away,999028,494521,Adrien Truffert,truffert-adrien,D,False,1.0,,,9.0,12.0,21.0,1.0,1.0,10.0,3.0,,,,4.0,,,,7.0,10.0,,,0.0710283,,,,0.0,,,,,3.0,1.0,,,,,,,90.0,,,,,,,,16.0,2.0,,7.0,,,,88.837766144084,1.0,2.0,4.0,,2.0,,13.0,16.0,29.0,31.395,35.808772782276,0,9.0,65.0,1.0,,,4.0
2025-26,15129445,22,91,Bournemouth,Away,1104986,503139,Alex Scott,alex-scott,M,False,1.0,,2.0,12.0,9.0,21.0,1.0,1.0,13.0,8.0,,,2.0,1.0,,,1.0,4.0,4.0,,,0.0294501,0.0891,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,6.0,1.0,,6.8,,,,167.58401846522,4.0,,2.0,,3.0,,13.0,11.0,24.0,-4.5149999999999,33.389928436581,2,1.0,39.0,1.0,2.0,,
2025-26,15129445,22,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,False,,,3.0,7.0,10.0,17.0,3.0,5.0,8.0,2.0,,,1.0,,,,1.0,4.0,8.0,,,0.00675274,0.015,,,0.0,,,,1.0,2.0,1.0,,,,,,,90.0,,1.0,,,,,,20.0,,,6.7,,,,55.973211544314,4.0,,,,8.0,,18.0,13.0,31.0,32.97,,1,3.0,48.0,2.0,,,
2025-26,15129445,22,91,Bournemouth,Away,1184308,551483,Álex Jiménez,alex-jimenez,D,False,,,1.0,9.0,6.0,15.0,1.0,,15.0,7.0,,,,1.0,,,2.0,4.0,4.0,,,0.006399,0.0188,,,0.0,,,,,3.0,1.0,,,,,,,89.0,,,,,,,,16.0,5.0,,6.6,,,1.0,249.5908984164,,2.0,2.0,,4.0,,14.0,8.0,22.0,129.15,139.45131459597,1,2.0,46.0,2.0,,2.0,1.0
2025-26,15129445,22,91,Bournemouth,Away,1398550,550596,Dominic Sadi,sadi-dominic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129445,22,91,Bournemouth,Away,1406130,620487,Veljko Milosavljević,milosavljevic-veljko,D,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,7.7019141127385,,,,,1.0,,1.0,,1.0,0.52499999999999,,0,,1.0,,,,
2025-26,15129445,22,91,Bournemouth,Away,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,False,,,1.0,7.0,6.0,13.0,2.0,,9.0,1.0,,,1.0,1.0,,,,5.0,2.0,,,0.00700335,0.1077,,,0.0,,,,,2.0,1.0,,,,,,,72.0,,,,,,,,9.0,,,6.4,,,,63.877015050362,4.0,3.0,,,1.0,,11.0,7.0,18.0,-13.44,,1,,34.0,2.0,1.0,1.0,
2025-26,15129445,22,91,Bournemouth,Away,1861676,658013,Charlie Stevens,charlie-stevens,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129445,22,91,Bournemouth,Away,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129445,22,91,Bournemouth,Away,2082108,678552,Malcom Dacosta,malcom-dacosta,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025095,23,91,Bournemouth,Home,19314,40383,Fraser Forster,fraser-forster,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025095,23,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,,8.0,6.0,14.0,,,2.0,4.0,,,,,,,,,,,,0.00388283,,,,0.0,,,,,2.0,,,,,,,,90.0,,1.0,,,,,,7.0,1.0,,6.3,,,,22.548237074616,3.0,,1.0,,2.0,,12.0,7.0,19.0,16.905,18.49013098926,0,,31.0,1.0,,,
2025-26,14025095,23,91,Bournemouth,Home,322391,158499,Ryan Christie,ryan-christie,M,True,,,,8.0,5.0,13.0,,,9.0,1.0,1.0,,,1.0,,,,3.0,1.0,,,0.10716,0.0295,0.09,,0.0,,,,,,3.0,,,,,,,23.0,1.0,,,,,,,3.0,3.0,,6.7,,,,115.54912671262,,2.0,,,,,9.0,5.0,14.0,58.17,68.545911689943,1,,19.0,,1.0,,
2025-26,14025095,23,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,0,,1.0,,,,
2025-26,14025095,23,91,Bournemouth,Home,548188,155408,Lewis Cook,lewis-cook,M,False,3.0,,2.0,9.0,16.0,25.0,,,8.0,6.0,,,,1.0,,,,1.0,6.0,,,0.0248679,,,,0.0,,,,,3.0,,,,,,,,90.0,,,,,,,,4.0,,,7.1,,,,62.387485546017,3.0,,5.0,,2.0,,10.0,16.0,26.0,11.025,,0,6.0,45.0,1.0,,,3.0
2025-26,14025095,23,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,5.0,13.0,20.0,33.0,1.0,1.0,9.0,2.0,,1.0,1.0,1.0,,,,2.0,5.0,,,0.135219,0.3233,,,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,10.0,2.0,,7.7,,,,70.050201044509,8.0,1.0,,,10.0,,18.0,24.0,42.0,47.25,17.16301286471,1,3.0,65.0,1.0,,1.0,2.0
2025-26,14025095,23,91,Bournemouth,Home,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,,5.0,4.0,10.0,14.0,,,4.0,12.0,,,,,,,,,,,,0.00114437,,,,0.0,,-0.8314,3.0,,,,,,,,,,90.0,,,,,,,,9.0,,1.0,6.3,2.0,2.0,,21.412439412224,1.0,,,,13.0,,12.0,10.0,22.0,11.865,,0,,37.0,,,,
2025-26,14025095,23,91,Bournemouth,Home,962408,242882,Bafodé Diakité,bafode-diakite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025095,23,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,False,,,,11.0,13.0,24.0,1.0,1.0,10.0,8.0,,1.0,1.0,,,,1.0,7.0,6.0,,,0.103857,0.3834,0.1791,3.0,0.0,1.0,,,1.0,1.0,,,,,,,,90.0,1.0,1.0,,,,,,20.0,2.0,,7.8,,,,132.53430135185,3.0,3.0,6.0,,1.0,,19.0,14.0,33.0,56.91,74.987014118711,2,3.0,60.0,2.0,1.0,1.0,1.0
2025-26,14025095,23,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,9.0,2.0,11.0,2.0,2.0,8.0,3.0,,1.0,,,,,,3.0,4.0,,,0.0290568,0.9675,0.3525,1.0,0.0,1.0,,,,1.0,2.0,,,,,,,89.0,1.0,,,,,,,9.0,3.0,,7.2,,,2.0,108.10234600365,1.0,1.0,,,2.0,,10.0,6.0,16.0,72.555,75.308859408489,3,1.0,30.0,4.0,,1.0,
2025-26,14025095,23,91,Bournemouth,Home,999028,494521,Adrien Truffert,truffert-adrien,D,False,,,3.0,10.0,22.0,32.0,1.0,,13.0,2.0,,,,1.0,,,1.0,4.0,3.0,,,0.00745013,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,9.0,3.0,,6.6,,,,158.7966013037,6.0,,1.0,,4.0,,14.0,24.0,38.0,151.095,64.179593921839,0,3.0,58.0,1.0,,,2.0
