matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803370,21,2016-01-13 19:45:00,20,Southampton,Home,151.0,16.0,1.0,6.0,5.0,4.0,,206.0,,,2.0,11.0,7.0,36.0,351.0,1.0,,16.0,15.0,20.0,6.0,1.0,,,,,,,,,,1.0,11.0,,,,1.0,,1.0,5.0,1.0,3.0,69.0,78.0,2.0,3.0,,1.0,21.0,1.0,6.0,,,8.0,15.0,13.0,,6.0,1.0,40.0,57.0,1.0,25.0,16.0,,,89.0,9.0,10.0,1.0,,,,,185.0,2.0,,1.0,2.0,,,1.0,2.0,1.0,,18.0,1.0,28.0,28.0,1.0,2.0,113.0,99.0,54.0,1.0,,3.0,6.0,7.0,440.0,3.0,2.0,87.0,66.0,45.0,,,,,170.0,165.0,7.0,23.0,43.0,50.6,1.0,,21.0,0.0,91.0,,1.0,1.0,,,,7.0,,3.0,109.0,341.0,11.0,9.0,171.0,29.0,30.0,11.0,8.0,36.0,28.0,,168.0,11.0,323.0,1.0,,37.0,8.0,81.0,4.0,458.0,2.0,0.0,15.0,22.0,,16.0,1.0,672.0,11.0,6.0,9.0,19.0,0.0
803380,22,2016-01-16 15:00:00,20,Southampton,Home,153.0,22.0,,5.0,5.0,4.0,,227.0,4.0,1.0,1.0,6.0,10.0,27.0,375.0,1.0,2.0,16.0,24.0,17.0,6.0,,1.0,1.0,,,,1.0,,,,,7.0,1.0,,,,,,3.0,3.0,7.0,72.0,53.0,,,1.0,4.0,13.0,2.0,5.0,,,1.0,12.0,4.0,,9.0,,52.0,50.0,4.0,25.0,17.0,,,83.0,10.0,10.0,,,3.0,1.0,1.0,171.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,19.0,,16.0,16.0,3.0,1.0,116.0,80.0,42.0,3.0,2.0,2.0,5.0,5.0,442.0,3.0,1.0,80.0,76.0,27.0,,,,1.0,144.0,135.0,4.0,23.0,24.0,55.8,,1.0,13.0,0.0,106.0,,,,,,1.0,2.0,,3.0,92.0,362.0,7.0,7.0,169.0,46.0,34.0,16.0,1.0,18.0,17.0,1.0,143.0,6.0,314.0,1.0,1.0,22.0,10.0,64.0,2.0,465.0,1.0,0.0,9.0,14.0,3.0,21.0,0.0,646.0,8.0,9.0,1.0,13.0,0.0
803388,23,2016-01-23 15:00:00,20,Southampton,Away,111.0,20.0,1.0,5.0,4.0,4.0,3.0,131.0,7.0,,,12.0,5.0,36.0,237.0,,1.0,23.0,18.0,33.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,4.0,3.0,1.0,7.0,68.0,70.0,2.0,1.0,1.0,5.0,26.0,,7.0,,,4.0,9.0,3.0,,5.0,,41.0,68.0,5.0,20.0,10.0,,,84.0,8.0,11.0,,,4.0,5.0,,174.0,1.0,1.0,1.0,,1.0,,11.0,,1.0,1.0,12.0,,40.0,40.0,3.0,,60.0,101.0,48.0,4.0,,4.0,1.0,2.0,340.0,2.0,,55.0,49.0,28.0,,,,,178.0,170.0,4.0,25.0,35.0,44.6,,,26.0,0.0,59.0,,1.0,1.0,,,,5.0,,3.0,62.0,226.0,14.0,6.0,129.0,48.0,28.0,10.0,4.0,21.0,17.0,,130.0,21.0,253.0,1.0,,35.0,7.0,85.0,1.0,361.0,,0.0,7.0,18.0,1.0,29.0,0.0,579.0,14.0,6.0,4.0,12.0,0.0
803397,24,2016-02-02 19:45:00,20,Southampton,Away,64.0,14.0,,4.0,4.0,5.0,,119.0,2.0,,,3.0,5.0,21.0,179.0,1.0,,22.0,17.0,8.0,7.0,,,,,,,,,,,,13.0,,,,,,,9.0,21.0,1.0,40.0,62.0,1.0,1.0,,3.0,26.0,7.0,14.0,1.0,,3.0,6.0,4.0,,16.0,7.0,69.0,54.0,3.0,22.0,10.0,,,65.0,19.0,11.0,,,4.0,4.0,,136.0,,,,,,,10.0,,5.0,2.0,13.0,,33.0,33.0,4.0,,49.0,58.0,25.0,13.0,,2.0,5.0,3.0,246.0,6.0,2.0,41.0,40.0,34.0,,,,,160.0,151.0,4.0,32.0,16.0,33.3,,,26.0,0.0,49.0,10.0,1.0,10.0,,2.0,,4.0,,3.0,74.0,170.0,14.0,7.0,87.0,24.0,31.0,10.0,2.0,16.0,14.0,,126.0,12.0,203.0,5.0,,18.0,6.0,62.0,2.0,274.0,1.0,0.0,14.0,32.0,,27.0,1.0,527.0,12.0,3.0,3.0,17.0,0.0
803411,25,2016-02-06 17:30:00,20,Southampton,Home,123.0,9.0,,6.0,6.0,3.0,3.0,96.0,3.0,,1.0,5.0,7.0,18.0,213.0,,,11.0,6.0,14.0,5.0,,,,,,,,,,,,6.0,,,,,,2.0,9.0,10.0,8.0,45.0,51.0,1.0,,1.0,3.0,6.0,3.0,7.0,,,4.0,6.0,2.0,1.0,17.0,1.0,48.0,45.0,3.0,40.0,23.0,,,50.0,17.0,10.0,,,3.0,3.0,,114.0,1.0,,1.0,1.0,,,9.0,1.0,2.0,,24.0,,17.0,17.0,2.0,1.0,59.0,59.0,26.0,5.0,,2.0,4.0,2.0,252.0,10.0,1.0,26.0,31.0,24.0,,,,,116.0,109.0,1.0,25.0,18.0,35.2,,,6.0,0.0,62.0,2.0,,2.0,,1.0,,3.0,,3.0,51.0,199.0,3.0,6.0,134.0,21.0,47.0,4.0,2.0,13.0,11.0,,88.0,7.0,159.0,2.0,,20.0,8.0,53.0,,280.0,,1.0,8.0,19.0,,16.0,1.0,471.0,10.0,2.0,4.0,14.0,0.0
803416,26,2016-02-13 15:00:00,20,Southampton,Away,145.0,20.0,,6.0,6.0,6.0,1.0,164.0,10.0,,1.0,12.0,11.0,46.0,303.0,,,24.0,15.0,26.0,10.0,1.0,,,,,,,,,,,12.0,,,,,,1.0,5.0,7.0,6.0,69.0,48.0,2.0,1.0,1.0,6.0,19.0,5.0,3.0,,,4.0,10.0,6.0,,9.0,1.0,41.0,48.0,6.0,48.0,29.0,,,74.0,12.0,9.0,1.0,,1.0,1.0,,154.0,1.0,,1.0,1.0,,,12.0,1.0,,,32.0,,16.0,16.0,1.0,1.0,91.0,83.0,48.0,5.0,,3.0,9.0,5.0,371.0,3.0,3.0,71.0,44.0,26.0,,,,,155.0,145.0,1.0,27.0,14.0,45.6,,1.0,19.0,0.0,87.0,1.0,1.0,2.0,,,,4.0,,3.0,78.0,278.0,7.0,12.0,172.0,42.0,58.0,4.0,1.0,18.0,17.0,,126.0,23.0,247.0,,,34.0,13.0,85.0,2.0,401.0,,0.0,14.0,11.0,1.0,31.0,3.0,610.0,12.0,2.0,4.0,8.0,0.0
803425,27,2016-02-27 15:00:00,20,Southampton,Home,114.0,20.0,1.0,4.0,3.0,2.0,1.0,146.0,5.0,,1.0,10.0,7.0,35.0,256.0,,,9.0,18.0,12.0,6.0,,,,,,,,,,,1.0,5.0,,,,,,,3.0,7.0,9.0,55.0,56.0,1.0,1.0,1.0,6.0,18.0,2.0,15.0,,,7.0,7.0,11.0,,8.0,1.0,55.0,41.0,6.0,22.0,7.0,,,59.0,10.0,11.0,,,1.0,2.0,,146.0,,,,,,,11.0,1.0,1.0,,9.0,,19.0,19.0,5.0,1.0,71.0,77.0,48.0,8.0,1.0,3.0,3.0,2.0,306.0,3.0,1.0,49.0,50.0,33.0,,,,,142.0,136.0,3.0,26.0,19.0,34.6,,1.0,18.0,0.0,66.0,,2.0,2.0,,1.0,,3.0,,3.0,62.0,236.0,10.0,6.0,126.0,37.0,28.0,9.0,6.0,26.0,20.0,,111.0,11.0,238.0,1.0,,18.0,7.0,64.0,5.0,338.0,,0.0,7.0,14.0,2.0,13.0,3.0,514.0,9.0,4.0,7.0,12.0,0.0
803436,28,2016-03-01 19:45:00,20,Southampton,Away,157.0,30.0,,1.0,1.0,7.0,,171.0,7.0,,2.0,11.0,9.0,45.0,327.0,1.0,2.0,24.0,20.0,27.0,6.0,,,,,,,,,,,1.0,6.0,,,,,,,3.0,4.0,5.0,70.0,48.0,2.0,2.0,,5.0,16.0,2.0,7.0,,1.0,2.0,7.0,6.0,,11.0,1.0,53.0,55.0,5.0,31.0,17.0,1.0,,72.0,18.0,10.0,,1.0,1.0,1.0,,156.0,,,,,,,9.0,,,3.0,20.0,,9.0,9.0,,2.0,93.0,96.0,61.0,10.0,,3.0,3.0,1.0,399.0,3.0,1.0,68.0,65.0,28.0,,,,,152.0,145.0,1.0,18.0,25.0,54.6,,1.0,16.0,0.0,105.0,1.0,1.0,2.0,,1.0,,3.0,,3.0,77.0,309.0,9.0,6.0,169.0,55.0,38.0,7.0,2.0,16.0,14.0,,130.0,21.0,271.0,,,23.0,11.0,75.0,4.0,424.0,1.0,0.0,6.0,13.0,2.0,29.0,0.0,604.0,10.0,6.0,2.0,11.0,0.0
803450,29,2016-03-05 15:00:00,20,Southampton,Home,159.0,33.0,2.0,4.0,2.0,4.0,,237.0,6.0,,5.0,6.0,20.0,34.0,392.0,1.0,,17.0,19.0,23.0,9.0,1.0,,,1.0,,,1.0,,,1.0,,14.0,,,,,,,4.0,7.0,4.0,76.0,55.0,1.0,1.0,,5.0,22.0,7.0,9.0,,,12.0,16.0,5.0,1.0,9.0,2.0,47.0,50.0,5.0,33.0,21.0,,1.0,81.0,9.0,8.0,,,2.0,1.0,1.0,195.0,1.0,,1.0,1.0,,,9.0,1.0,2.0,1.0,21.0,,14.0,14.0,2.0,5.0,120.0,87.0,57.0,2.0,,1.0,10.0,5.0,477.0,4.0,1.0,77.0,75.0,53.0,,,,,168.0,161.0,1.0,19.0,29.0,65.1,,,22.0,0.0,105.0,1.0,1.0,2.0,,2.0,,4.0,,3.0,121.0,378.0,10.0,11.0,182.0,55.0,40.0,13.0,12.0,34.0,22.0,,174.0,9.0,348.0,2.0,,19.0,23.0,68.0,1.0,496.0,4.0,1.0,16.0,10.0,2.0,19.0,2.0,707.0,11.0,10.0,12.0,5.0,0.0
803457,30,2016-03-12 15:00:00,20,Southampton,Away,112.0,14.0,2.0,4.0,2.0,1.0,,144.0,7.0,,,6.0,6.0,27.0,252.0,1.0,1.0,18.0,25.0,20.0,6.0,,,,1.0,1.0,,2.0,,,,,8.0,,,1.0,,,,6.0,5.0,8.0,54.0,61.0,2.0,2.0,,5.0,13.0,2.0,12.0,,1.0,4.0,13.0,4.0,,20.0,1.0,70.0,62.0,5.0,36.0,22.0,,,64.0,12.0,13.0,2.0,,3.0,1.0,2.0,166.0,2.0,1.0,2.0,1.0,1.0,,16.0,1.0,,,24.0,1.0,10.0,10.0,,,57.0,94.0,46.0,1.0,,2.0,6.0,4.0,315.0,3.0,1.0,71.0,43.0,27.0,,,,,157.0,151.0,2.0,27.0,30.0,39.4,1.0,,13.0,0.0,68.0,1.0,,1.0,,,,5.0,,3.0,68.0,236.0,5.0,9.0,128.0,28.0,42.0,10.0,3.0,21.0,18.0,,112.0,8.0,238.0,,,22.0,7.0,70.0,1.0,345.0,1.0,1.0,11.0,20.0,2.0,24.0,2.0,548.0,12.0,9.0,4.0,15.0,0.0
803466,31,2016-03-20 13:30:00,20,Southampton,Home,136.0,20.0,2.0,5.0,3.0,7.0,,248.0,3.0,,3.0,14.0,8.0,38.0,379.0,,,12.0,14.0,20.0,9.0,1.0,,,1.0,,,1.0,,,,,12.0,,1.0,,,,1.0,5.0,10.0,7.0,74.0,68.0,,2.0,,2.0,24.0,5.0,14.0,,1.0,3.0,6.0,8.0,,7.0,2.0,48.0,60.0,2.0,23.0,12.0,,,78.0,10.0,13.0,1.0,,5.0,3.0,1.0,180.0,3.0,,2.0,3.0,,,5.0,3.0,,1.0,12.0,,22.0,22.0,5.0,3.0,102.0,84.0,57.0,5.0,,4.0,9.0,5.0,444.0,4.0,1.0,85.0,61.0,26.0,,,,1.0,136.0,128.0,5.0,21.0,34.0,49.2,,,24.0,0.0,110.0,5.0,1.0,6.0,,,,6.0,,3.0,114.0,363.0,16.0,13.0,145.0,29.0,31.0,13.0,3.0,20.0,17.0,,164.0,14.0,341.0,,,25.0,12.0,62.0,3.0,466.0,,0.0,16.0,18.0,,13.0,1.0,680.0,10.0,9.0,3.0,15.0,0.0
803477,32,2016-04-03 13:30:00,20,Southampton,Away,112.0,24.0,1.0,7.0,6.0,4.0,1.0,217.0,5.0,,2.0,3.0,10.0,29.0,322.0,,1.0,25.0,17.0,28.0,8.0,,,,,,,,,,,1.0,7.0,,,,,,,5.0,8.0,3.0,46.0,55.0,1.0,1.0,,1.0,22.0,3.0,9.0,,2.0,8.0,23.0,10.0,,21.0,3.0,58.0,67.0,1.0,28.0,18.0,,,73.0,13.0,12.0,,1.0,5.0,5.0,,168.0,,,,,,,7.0,,2.0,,21.0,,11.0,11.0,,2.0,94.0,61.0,37.0,7.0,,3.0,5.0,2.0,387.0,4.0,1.0,65.0,62.0,56.0,,,,,175.0,165.0,4.0,23.0,23.0,54.0,,,22.0,0.0,99.0,2.0,1.0,4.0,,,,5.0,,3.0,115.0,308.0,14.0,8.0,130.0,49.0,38.0,9.0,7.0,45.0,38.0,,166.0,11.0,322.0,2.0,,11.0,11.0,54.0,2.0,407.0,,0.0,10.0,20.0,1.0,28.0,2.0,650.0,13.0,8.0,8.0,17.0,0.0
803488,33,2016-04-09 15:00:00,20,Southampton,Home,134.0,21.0,6.0,10.0,4.0,4.0,,197.0,2.0,1.0,1.0,13.0,18.0,27.0,321.0,3.0,,29.0,6.0,12.0,13.0,2.0,1.0,,,,,,,,,1.0,13.0,,,,,,,4.0,1.0,4.0,65.0,68.0,2.0,1.0,1.0,2.0,17.0,5.0,7.0,,,11.0,12.0,4.0,,14.0,2.0,40.0,43.0,2.0,18.0,10.0,,1.0,73.0,8.0,7.0,1.0,,4.0,4.0,,189.0,2.0,,,2.0,,,3.0,2.0,1.0,1.0,11.0,,19.0,19.0,2.0,1.0,93.0,82.0,49.0,2.0,2.0,8.0,9.0,6.0,416.0,1.0,,76.0,79.0,35.0,,,,,169.0,166.0,,32.0,31.0,50.6,,,17.0,0.0,82.0,,2.0,2.0,,1.0,1.0,9.0,1.0,3.0,101.0,311.0,7.0,17.0,152.0,36.0,21.0,15.0,10.0,30.0,20.0,1.0,162.0,12.0,307.0,1.0,1.0,33.0,20.0,59.0,2.0,429.0,4.0,0.0,20.0,15.0,2.0,34.0,0.0,640.0,11.0,9.0,11.0,13.0,0.0
803496,34,2016-04-16 15:00:00,20,Southampton,Away,87.0,14.0,2.0,8.0,6.0,3.0,,213.0,3.0,,2.0,12.0,8.0,34.0,292.0,,1.0,18.0,14.0,23.0,9.0,3.0,,,1.0,,,1.0,,,,,13.0,,,,1.0,,,7.0,3.0,4.0,57.0,56.0,1.0,,1.0,,17.0,4.0,13.0,,,10.0,22.0,9.0,,9.0,,50.0,53.0,,14.0,6.0,,,73.0,14.0,8.0,,,3.0,2.0,1.0,168.0,1.0,,,1.0,,,5.0,1.0,,1.0,6.0,2.0,15.0,15.0,,2.0,82.0,65.0,39.0,3.0,1.0,7.0,6.0,4.0,362.0,3.0,3.0,49.0,90.0,54.0,,,,,158.0,156.0,6.0,17.0,30.0,50.7,1.0,,17.0,0.0,71.0,,1.0,1.0,,,,9.0,1.0,3.0,133.0,279.0,11.0,13.0,95.0,30.0,16.0,10.0,7.0,40.0,33.0,,188.0,7.0,323.0,1.0,,23.0,9.0,56.0,3.0,378.0,1.0,0.0,17.0,15.0,1.0,23.0,1.0,580.0,16.0,8.0,10.0,13.0,0.0
803507,35,2016-04-23 15:00:00,20,Southampton,Away,234.0,17.0,2.0,10.0,8.0,3.0,1.0,222.0,4.0,,2.0,5.0,15.0,22.0,446.0,,,12.0,24.0,16.0,8.0,1.0,,,,,1.0,1.0,,1.0,,,13.0,,,1.0,1.0,,1.0,5.0,12.0,4.0,88.0,71.0,5.0,4.0,3.0,3.0,13.0,4.0,14.0,1.0,,11.0,17.0,4.0,,12.0,1.0,67.0,51.0,3.0,12.0,10.0,,,58.0,9.0,7.0,1.0,,4.0,1.0,1.0,186.0,4.0,,3.0,4.0,,,8.0,4.0,,,11.0,2.0,23.0,23.0,3.0,2.0,121.0,83.0,53.0,6.0,2.0,3.0,10.0,7.0,515.0,3.0,,64.0,69.0,46.0,,,,,152.0,147.0,5.0,26.0,34.0,58.0,2.0,,13.0,0.0,141.0,4.0,1.0,4.0,,1.0,,6.0,1.0,2.0,104.0,431.0,4.0,13.0,247.0,36.0,17.0,16.0,9.0,31.0,22.0,,155.0,8.0,320.0,,,20.0,17.0,53.0,4.0,536.0,1.0,0.0,17.0,21.0,2.0,13.0,0.0,738.0,10.0,7.0,11.0,18.0,0.0
803517,36,2016-05-01 16:30:00,20,Southampton,Home,127.0,10.0,3.0,3.0,,2.0,,172.0,2.0,1.0,1.0,7.0,14.0,25.0,296.0,1.0,3.0,16.0,15.0,16.0,5.0,3.0,1.0,,,,,,,,,,9.0,,,,,,,6.0,4.0,2.0,67.0,72.0,4.0,,4.0,2.0,17.0,2.0,13.0,,,8.0,10.0,2.0,,13.0,2.0,63.0,78.0,2.0,11.0,4.0,1.0,1.0,72.0,12.0,8.0,1.0,,1.0,,,165.0,4.0,,3.0,3.0,1.0,1.0,4.0,3.0,,,5.0,1.0,25.0,25.0,5.0,1.0,79.0,76.0,39.0,2.0,3.0,4.0,8.0,7.0,364.0,,2.0,52.0,55.0,35.0,,,,,149.0,147.0,7.0,28.0,33.0,40.2,,,17.0,0.0,73.0,2.0,1.0,3.0,,,1.0,5.0,,3.0,97.0,284.0,7.0,12.0,142.0,16.0,13.0,27.0,7.0,19.0,12.0,2.0,145.0,3.0,261.0,,1.0,31.0,15.0,58.0,3.0,384.0,2.0,0.0,14.0,38.0,4.0,19.0,2.0,594.0,11.0,16.0,9.0,23.0,0.0
803527,37,2016-05-08 13:30:00,20,Southampton,Away,79.0,9.0,,1.0,1.0,3.0,,97.0,8.0,,1.0,8.0,7.0,28.0,175.0,,1.0,17.0,8.0,19.0,5.0,1.0,,,,,,,,,,,10.0,,,,,,,6.0,12.0,8.0,36.0,47.0,2.0,1.0,1.0,1.0,10.0,3.0,11.0,,,2.0,7.0,2.0,,12.0,4.0,48.0,60.0,1.0,31.0,12.0,1.0,1.0,71.0,15.0,7.0,,,,,,126.0,2.0,,1.0,2.0,,,11.0,2.0,,,14.0,,22.0,22.0,2.0,1.0,51.0,63.0,31.0,10.0,2.0,5.0,3.0,2.0,233.0,5.0,,37.0,30.0,27.0,,,,,133.0,119.0,4.0,23.0,17.0,30.2,,,10.0,0.0,44.0,5.0,,5.0,,,,5.0,,3.0,52.0,159.0,9.0,8.0,92.0,30.0,45.0,10.0,2.0,11.0,9.0,,110.0,12.0,176.0,,,17.0,7.0,62.0,4.0,257.0,,0.0,10.0,26.0,1.0,20.0,3.0,461.0,6.0,8.0,2.0,17.0,0.0
803534,38,2016-05-15 15:00:00,20,Southampton,Home,107.0,12.0,1.0,10.0,9.0,2.0,1.0,232.0,3.0,,,7.0,5.0,33.0,329.0,,,23.0,11.0,12.0,10.0,1.0,,,1.0,1.0,,2.0,,,1.0,,15.0,1.0,,1.0,,,1.0,3.0,10.0,6.0,62.0,57.0,1.0,,2.0,3.0,15.0,2.0,6.0,,,2.0,18.0,3.0,1.0,10.0,2.0,35.0,47.0,3.0,30.0,15.0,,,69.0,7.0,13.0,,,4.0,2.0,2.0,147.0,2.0,,2.0,2.0,,,4.0,3.0,,,17.0,1.0,19.0,19.0,2.0,,81.0,65.0,43.0,5.0,2.0,9.0,4.0,5.0,380.0,8.0,,56.0,64.0,37.0,,,,1.0,120.0,110.0,1.0,29.0,27.0,49.8,1.0,1.0,15.0,0.0,106.0,3.0,,3.0,,,,12.0,,3.0,122.0,314.0,6.0,13.0,122.0,23.0,40.0,8.0,2.0,25.0,23.0,,159.0,5.0,299.0,,,18.0,6.0,51.0,2.0,396.0,2.0,0.0,19.0,15.0,,26.0,1.0,612.0,12.0,7.0,2.0,11.0,0.0
