matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444678,21,2025-01-16 20:00:00,20,Southampton,Away,148.0,16.0,2.0,2.0,,2.0,,177.0,,,,4.0,8.0,24.0,323.0,,,10.0,9.0,20.0,9.0,1.0,1.0,,,,1.0,,,11.0,,,,,,4.0,17.0,6.0,7.0,6.0,62.0,51.0,,1.0,,,12.0,5.0,8.0,,,4.0,3.0,1.0,,14.0,2.0,44.0,65.0,,29.0,16.0,1.0,,,,,,,57.0,10.0,7.0,,2.0,,1.0,151.0,,,,,,,7.0,,,,16.0,,9.0,9.0,2.0,,106.0,55.0,29.0,5.0,,3.0,7.0,5.0,385.0,11.0,1.0,42.0,74.0,16.0,,,,,,128.0,128.0,9.0,17.0,21.0,40.5,,3.0,,1.0,18.0,0.0,87.0,4.0,2.0,6.0,,,3.0,,,5.0,79.0,314.0,12.0,10.0,160.0,24.0,29.0,16.0,4.0,8.0,4.0,112397.65,,125.0,6.0,254.0,,,20.0,9.0,52.0,,406.0,,0.0,13.0,25.0,,12.0,3.0,614.0,18.0,19.0,13.0,4.0,16.0,0.0
2444688,22,2025-01-19 14:00:00,20,Southampton,Away,177.0,9.0,5.0,10.0,5.0,1.0,,247.0,2.0,,4.0,3.0,7.0,10.0,414.0,,1.0,11.0,19.0,22.0,5.0,2.0,4.0,,,,,,,3.0,,,,,3.0,9.0,9.0,5.0,8.0,2.0,72.0,44.0,2.0,1.0,1.0,1.0,6.0,4.0,7.0,1.0,,8.0,11.0,5.0,1.0,12.0,1.0,63.0,49.0,1.0,32.0,18.0,1.0,,,,,,,51.0,18.0,4.0,,,,,126.0,2.0,1.0,1.0,,2.0,,6.0,,1.0,,18.0,,6.0,6.0,1.0,4.0,128.0,61.0,36.0,2.0,,1.0,8.0,4.0,458.0,3.0,,84.0,75.0,28.0,,,,,,113.0,113.0,1.0,19.0,20.0,55.5,,,,1.0,12.0,0.0,149.0,2.0,,1.0,1.0,,2.0,,1.0,5.0,121.0,403.0,6.0,9.0,188.0,16.0,32.0,19.0,8.0,24.0,16.0,,,149.0,3.0,311.0,1.0,,22.0,7.0,41.0,,475.0,,0.0,10.0,11.0,2.0,12.0,4.0,661.0,24.0,18.0,12.0,8.0,10.0,0.0
2444697,23,2025-01-25 15:00:00,20,Southampton,Home,170.0,11.0,2.0,4.0,2.0,,,230.0,4.0,,6.0,11.0,8.0,29.0,396.0,,,15.0,4.0,21.0,8.0,1.0,2.0,1.0,,,,,,10.0,,,,,,6.0,10.0,7.0,7.0,5.0,84.0,50.0,1.0,,1.0,1.0,5.0,4.0,7.0,1.0,1.0,3.0,7.0,5.0,1.0,11.0,1.0,40.0,56.0,1.0,23.0,11.0,,1.0,,,,,,53.0,10.0,5.0,,,1.0,,146.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,11.0,,5.0,5.0,2.0,6.0,113.0,71.0,42.0,8.0,,3.0,7.0,5.0,450.0,4.0,,92.0,63.0,18.0,1.0,1.0,1.0,,,115.0,115.0,5.0,15.0,21.0,52.7,,3.0,,1.0,10.0,0.0,127.0,5.0,1.0,5.0,1.0,1.0,3.0,,,5.0,106.0,384.0,5.0,10.0,184.0,29.0,23.0,17.0,3.0,16.0,13.0,104419.2,1.0,139.0,3.0,302.0,2.0,,23.0,9.0,60.0,2.0,470.0,,0.0,12.0,21.0,1.0,15.0,1.0,645.0,15.0,8.0,9.0,3.0,7.0,0.0
2444705,24,2025-02-01 15:00:00,20,Southampton,Away,169.0,10.0,1.0,5.0,4.0,1.0,,148.0,2.0,1.0,1.0,15.0,8.0,32.0,312.0,,,9.0,19.0,26.0,5.0,1.0,2.0,2.0,,,,,,7.0,,,,,,7.0,8.0,7.0,7.0,2.0,66.0,70.0,,,1.0,1.0,10.0,4.0,17.0,,,2.0,5.0,7.0,,8.0,3.0,66.0,78.0,1.0,27.0,9.0,,,0.317713,0.9086,,0.4539,1.427,54.0,14.0,11.0,1.0,,,,140.0,,,,,,1.0,9.0,2.0,2.0,,9.0,,10.0,10.0,,1.0,99.0,79.0,44.0,1.0,1.0,1.0,5.0,4.0,371.0,3.0,1.0,45.0,49.0,17.0,,,,,,137.0,137.0,3.0,31.0,23.0,43.0,,,,,16.0,0.0,97.0,4.0,1.0,5.0,,2.0,1.0,1.0,,5.0,57.0,298.0,10.0,6.0,186.0,23.0,27.0,15.0,2.0,14.0,12.0,115666.39,2.0,99.0,9.0,230.0,2.0,1.0,35.0,11.0,75.0,4.0,402.0,,0.0,9.0,34.0,1.0,9.0,3.0,605.0,16.0,17.0,7.0,2.0,17.0,0.0
2444717,25,2025-02-15 15:00:00,20,Southampton,Home,141.0,12.0,2.0,4.0,2.0,1.0,1.0,169.0,4.0,,1.0,13.0,10.0,21.0,306.0,,1.0,14.0,14.0,22.0,8.0,2.0,1.0,1.0,,,,,1.0,7.0,,,,,2.0,5.0,10.0,4.0,7.0,4.0,70.0,51.0,1.0,1.0,,,6.0,4.0,10.0,,,4.0,9.0,5.0,,9.0,4.0,53.0,79.0,,28.0,12.0,,,0.836662,0.7925,,1.036,2.8072,53.0,13.0,15.0,1.0,4.0,3.0,,149.0,1.0,,1.0,1.0,,,7.0,1.0,,,12.0,,11.0,11.0,,1.0,76.0,61.0,33.0,6.0,,3.0,8.0,4.0,362.0,4.0,,49.0,58.0,28.0,,,,,,130.0,130.0,2.0,24.0,22.0,44.7,,,,,15.0,0.0,91.0,3.0,1.0,5.0,,1.0,3.0,,,5.0,97.0,288.0,6.0,11.0,157.0,18.0,28.0,22.0,3.0,20.0,17.0,108819.21,1.0,143.0,8.0,249.0,,,27.0,12.0,43.0,,386.0,,0.0,11.0,27.0,1.0,16.0,1.0,601.0,25.0,16.0,15.0,4.0,18.0,0.0
2444729,26,2025-02-22 15:00:00,20,Southampton,Home,230.0,8.0,,1.0,1.0,1.0,,117.0,,1.0,8.0,5.0,5.0,18.0,346.0,1.0,,14.0,21.0,12.0,5.0,,2.0,,,,,,,3.0,,,,,1.0,4.0,15.0,3.0,2.0,4.0,79.0,60.0,,,,1.0,1.0,3.0,10.0,,,5.0,7.0,1.0,,6.0,5.0,59.0,45.0,1.0,23.0,8.0,1.0,1.0,0.173042,0.1253,,0.0284,4.709,43.0,11.0,12.0,,,,,122.0,,,,,,,3.0,,,,8.0,,13.0,13.0,2.0,8.0,109.0,62.0,31.0,6.0,,2.0,3.0,1.0,408.0,3.0,1.0,39.0,61.0,15.0,,,,,,126.0,126.0,5.0,26.0,19.0,49.9,,,,1.0,9.0,0.0,121.0,7.0,1.0,8.0,1.0,,2.0,,,5.0,48.0,329.0,1.0,5.0,251.0,23.0,23.0,18.0,3.0,11.0,8.0,104472.81,,88.0,3.0,191.0,,1.0,34.0,6.0,59.0,2.0,431.0,2.0,0.0,6.0,13.0,,15.0,2.0,603.0,5.0,10.0,7.0,5.0,7.0,0.0
2444737,27,2025-02-25 20:15:00,20,Southampton,Away,235.0,6.0,,4.0,4.0,1.0,,119.0,4.0,,3.0,3.0,12.0,18.0,350.0,1.0,,13.0,12.0,8.0,5.0,1.0,1.0,,,,,,,5.0,,,,,1.0,4.0,13.0,6.0,5.0,2.0,76.0,42.0,2.0,2.0,,,6.0,3.0,5.0,,,2.0,5.0,3.0,,7.0,2.0,42.0,33.0,,12.0,6.0,1.0,1.0,0.479975,0.7231,,0.6621,3.0921,37.0,9.0,5.0,,1.0,,,126.0,,,,,,,9.0,,,,6.0,,9.0,9.0,3.0,3.0,101.0,55.0,31.0,4.0,,2.0,4.0,2.0,392.0,2.0,,54.0,30.0,15.0,,,,,,100.0,100.0,2.0,21.0,13.0,40.4,,,,,8.0,0.0,112.0,3.0,3.0,6.0,1.0,,2.0,,,5.0,48.0,333.0,6.0,6.0,259.0,18.0,12.0,14.0,2.0,10.0,8.0,105910.41,,73.0,3.0,166.0,,,13.0,14.0,43.0,,415.0,1.0,0.0,7.0,16.0,,13.0,2.0,551.0,12.0,12.0,4.0,2.0,11.0,0.0
2444744,28,2025-03-08 15:00:00,20,Southampton,Away,140.0,6.0,1.0,1.0,,2.0,,65.0,4.0,,3.0,,1.0,12.0,204.0,,,8.0,3.0,9.0,4.0,1.0,2.0,1.0,,,,,,3.0,,,,,,3.0,23.0,5.0,3.0,3.0,45.0,51.0,,,1.0,1.0,5.0,2.0,18.0,,,4.0,1.0,,,9.0,3.0,46.0,52.0,1.0,37.0,17.0,,1.0,0.143899,0.3566,,0.3604,3.3018,33.0,9.0,9.0,,1.0,,,101.0,,,,,,,12.0,,,3.0,17.0,,9.0,9.0,2.0,3.0,59.0,52.0,23.0,6.0,1.0,,5.0,4.0,241.0,8.0,1.0,31.0,26.0,14.0,2.0,2.0,2.0,,,100.0,100.0,2.0,33.0,11.0,28.8,,3.0,,1.0,7.0,0.0,62.0,4.0,,4.0,,1.0,,,,6.0,30.0,190.0,5.0,5.0,156.0,19.0,37.0,23.0,4.0,5.0,1.0,105716.47,1.0,62.0,3.0,116.0,,,10.0,1.0,42.0,1.0,267.0,,0.0,6.0,21.0,1.0,10.0,1.0,440.0,8.0,10.0,13.0,4.0,10.0,0.0
2444759,29,2025-03-15 15:00:00,20,Southampton,Home,248.0,11.0,2.0,5.0,3.0,,1.0,289.0,1.0,,3.0,3.0,11.0,19.0,532.0,,,24.0,14.0,12.0,6.0,3.0,2.0,,,,,,,7.0,,,1.0,,1.0,4.0,3.0,2.0,9.0,1.0,88.0,44.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,5.0,8.0,4.0,,15.0,,54.0,57.0,1.0,9.0,6.0,,,1.09516,1.3663,,1.8556,0.9233,57.0,12.0,13.0,,1.0,1.0,,145.0,,,,,,,4.0,1.0,,3.0,6.0,2.0,4.0,4.0,,3.0,175.0,58.0,40.0,1.0,,3.0,6.0,3.0,576.0,,3.0,97.0,88.0,34.0,,,,,,122.0,122.0,4.0,17.0,20.0,59.1,1.0,,,,14.0,0.0,188.0,,1.0,1.0,1.0,,3.0,,1.0,5.0,137.0,518.0,8.0,10.0,262.0,22.0,9.0,30.0,5.0,18.0,13.0,108531.84,,172.0,3.0,352.0,,,15.0,12.0,39.0,2.0,596.0,,0.0,10.0,14.0,,26.0,0.0,785.0,26.0,11.0,18.0,5.0,10.0,0.0
2444769,30,2025-04-02 19:45:00,20,Southampton,Home,151.0,19.0,1.0,7.0,6.0,4.0,1.0,155.0,2.0,,5.0,6.0,4.0,25.0,299.0,,,16.0,13.0,16.0,3.0,2.0,1.0,,,,,,,5.0,,,,,1.0,6.0,7.0,2.0,7.0,1.0,64.0,51.0,1.0,,1.0,1.0,6.0,3.0,5.0,,,2.0,2.0,5.0,,9.0,1.0,48.0,48.0,1.0,29.0,15.0,,1.0,0.610956,0.6724,,1.2782,0.9755,45.0,14.0,8.0,1.0,4.0,4.0,,134.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,2.0,15.0,,9.0,9.0,3.0,5.0,80.0,70.0,40.0,2.0,,2.0,4.0,2.0,365.0,1.0,1.0,49.0,65.0,20.0,,,,,,136.0,136.0,1.0,14.0,26.0,42.3,,2.0,,,16.0,0.0,104.0,2.0,,2.0,,,3.0,1.0,,5.0,56.0,291.0,6.0,6.0,166.0,34.0,29.0,19.0,2.0,13.0,11.0,110722.75,,87.0,10.0,229.0,2.0,,22.0,4.0,54.0,2.0,382.0,,0.0,8.0,14.0,1.0,22.0,2.0,577.0,21.0,20.0,10.0,2.0,4.0,0.0
2444778,31,2025-04-06 14:00:00,20,Southampton,Away,190.0,11.0,,2.0,2.0,,,228.0,5.0,,1.0,3.0,14.0,17.0,416.0,1.0,,10.0,5.0,5.0,8.0,,,,,,,,,9.0,,,,,3.0,11.0,11.0,2.0,9.0,3.0,74.0,52.0,3.0,2.0,1.0,4.0,4.0,6.0,9.0,,,1.0,8.0,4.0,,11.0,3.0,49.0,60.0,4.0,16.0,10.0,,2.0,0.458877,1.0378,,0.4472,3.4655,46.0,20.0,15.0,,2.0,2.0,,137.0,1.0,,1.0,1.0,,,5.0,1.0,,1.0,10.0,1.0,7.0,7.0,1.0,1.0,131.0,47.0,31.0,4.0,1.0,1.0,8.0,4.0,446.0,3.0,2.0,62.0,69.0,26.0,1.0,1.0,1.0,,,101.0,101.0,5.0,27.0,19.0,49.2,,,,1.0,11.0,0.0,128.0,4.0,1.0,5.0,1.0,,2.0,1.0,,5.0,112.0,397.0,4.0,9.0,209.0,20.0,16.0,15.0,1.0,15.0,14.0,108032.88,,138.0,3.0,276.0,,,17.0,15.0,36.0,1.0,470.0,1.0,0.0,12.0,30.0,,10.0,1.0,649.0,25.0,15.0,10.0,1.0,19.0,0.0
2444788,32,2025-04-12 15:00:00,20,Southampton,Home,193.0,15.0,,2.0,2.0,1.0,,116.0,7.0,1.0,7.0,6.0,5.0,29.0,307.0,,,6.0,6.0,8.0,5.0,,1.0,1.0,,,,,,5.0,,,,,1.0,8.0,13.0,12.0,5.0,2.0,66.0,41.0,1.0,1.0,,3.0,3.0,1.0,4.0,,,2.0,8.0,5.0,,12.0,4.0,45.0,32.0,3.0,37.0,20.0,,1.0,0.138904,0.3105,,0.25,3.2949,34.0,11.0,4.0,,,1.0,,104.0,,,,,,,11.0,,,,20.0,,11.0,11.0,3.0,7.0,93.0,43.0,29.0,14.0,,4.0,1.0,2.0,336.0,5.0,,49.0,28.0,19.0,,2.0,2.0,2.0,,98.0,98.0,1.0,21.0,10.0,39.9,,,,2.0,6.0,0.0,91.0,4.0,3.0,7.0,,1.0,4.0,,,5.0,56.0,295.0,3.0,5.0,208.0,24.0,37.0,15.0,2.0,16.0,14.0,100732.88,1.0,77.0,4.0,162.0,1.0,1.0,14.0,5.0,49.0,,354.0,,0.0,7.0,18.0,,6.0,3.0,534.0,8.0,12.0,2.0,2.0,10.0,0.0
2444799,33,2025-04-19 15:00:00,20,Southampton,Away,169.0,18.0,2.0,3.0,1.0,1.0,1.0,230.0,4.0,,2.0,6.0,4.0,27.0,396.0,,,7.0,11.0,11.0,9.0,2.0,1.0,,,1.0,1.0,,,6.0,,1.0,,,7.0,6.0,8.0,4.0,7.0,8.0,65.0,41.0,1.0,1.0,,2.0,3.0,6.0,3.0,,,5.0,5.0,5.0,,3.0,1.0,40.0,44.0,2.0,14.0,8.0,,,0.525675,0.6413,0.0308,0.8571,1.0933,59.0,13.0,14.0,,4.0,3.0,1.0,116.0,,,,,,,6.0,1.0,,,8.0,1.0,6.0,6.0,,3.0,132.0,49.0,33.0,2.0,1.0,4.0,7.0,4.0,435.0,5.0,,59.0,77.0,33.0,,,,,,104.0,104.0,,24.0,11.0,48.1,1.0,,1.0,1.0,10.0,0.0,142.0,3.0,,3.0,,,5.0,,,4.0,114.0,383.0,3.0,11.0,181.0,28.0,14.0,15.0,5.0,18.0,13.0,107161.99,,152.0,4.0,292.0,,,20.0,4.0,50.0,1.0,455.0,,0.0,15.0,15.0,2.0,11.0,1.0,609.0,25.0,11.0,5.0,5.0,9.0,0.0
2444808,34,2025-04-26 15:00:00,20,Southampton,Home,145.0,9.0,,1.0,1.0,,1.0,102.0,5.0,,4.0,3.0,6.0,15.0,246.0,,,4.0,21.0,15.0,4.0,,,,,,,,,5.0,,,,,1.0,5.0,18.0,8.0,6.0,1.0,45.0,40.0,1.0,,1.0,8.0,6.0,4.0,4.0,,,,5.0,2.0,1.0,10.0,1.0,52.0,44.0,8.0,42.0,23.0,,,0.270851,0.6282,,1.4104,2.912,49.0,10.0,12.0,,1.0,1.0,,122.0,1.0,1.0,1.0,,1.0,,14.0,,2.0,,23.0,1.0,6.0,6.0,1.0,4.0,71.0,52.0,22.0,13.0,,,5.0,3.0,287.0,5.0,,45.0,37.0,15.0,,,,,,119.0,119.0,1.0,17.0,15.0,35.4,,3.0,,1.0,11.0,0.0,81.0,3.0,,3.0,1.0,,,,,3.0,49.0,234.0,6.0,5.0,157.0,13.0,42.0,16.0,,8.0,8.0,105795.88,,88.0,4.0,170.0,2.0,,25.0,6.0,51.0,1.0,319.0,,0.0,7.0,9.0,,6.0,1.0,502.0,13.0,18.0,8.0,,4.0,0.0
2444817,35,2025-05-03 15:00:00,20,Southampton,Away,238.0,7.0,4.0,6.0,2.0,2.0,,164.0,5.0,,5.0,2.0,11.0,18.0,396.0,,,12.0,10.0,13.0,4.0,4.0,4.0,,,,,,,4.0,,,,,,7.0,9.0,5.0,6.0,2.0,77.0,36.0,1.0,1.0,,3.0,6.0,5.0,5.0,,,7.0,1.0,4.0,,5.0,1.0,40.0,42.0,3.0,16.0,11.0,,,0.580865,0.5329,,0.3296,1.3253,44.0,13.0,12.0,,1.0,3.0,,111.0,,,,,,,7.0,,,,11.0,,5.0,5.0,,5.0,141.0,52.0,31.0,7.0,,1.0,7.0,2.0,435.0,6.0,1.0,53.0,53.0,24.0,,,,,,99.0,99.0,,15.0,16.0,50.4,,,,,17.0,0.0,126.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,69.0,381.0,6.0,8.0,253.0,20.0,16.0,12.0,7.0,15.0,8.0,104617.44,,97.0,3.0,217.0,,,12.0,12.0,36.0,1.0,455.0,1.0,0.0,8.0,13.0,,17.0,3.0,604.0,20.0,11.0,4.0,7.0,10.0,0.0
2444827,36,2025-05-10 15:00:00,20,Southampton,Home,139.0,7.0,,1.0,1.0,1.0,,58.0,4.0,,6.0,9.0,3.0,21.0,196.0,,,5.0,17.0,17.0,2.0,,,,,,,,,2.0,,,,,,2.0,14.0,12.0,2.0,,33.0,39.0,,,,5.0,4.0,2.0,13.0,1.0,,1.0,4.0,,,7.0,2.0,51.0,40.0,5.0,52.0,28.0,,1.0,0.308809,0.101,,,0.6609,37.0,9.0,8.0,,,,,107.0,,,,,,,12.0,,1.0,,28.0,,11.0,11.0,6.0,6.0,62.0,50.0,17.0,15.0,,,2.0,,234.0,14.0,,21.0,30.0,7.0,,,,,,101.0,101.0,,28.0,1.0,28.2,,,,3.0,7.0,0.0,56.0,3.0,2.0,4.0,,,,,,5.0,31.0,189.0,4.0,2.0,155.0,12.0,52.0,8.0,1.0,5.0,4.0,102216.59,,56.0,4.0,108.0,1.0,,34.0,3.0,57.0,2.0,258.0,,0.0,2.0,13.0,,8.0,2.0,444.0,7.0,18.0,3.0,1.0,8.0,0.0
2444836,37,2025-05-18 12:00:00,20,Southampton,Away,274.0,6.0,1.0,2.0,2.0,1.0,,169.0,2.0,1.0,5.0,,7.0,12.0,441.0,1.0,,15.0,21.0,11.0,3.0,,1.0,1.0,,,,,,5.0,,,,1.0,,3.0,13.0,,5.0,1.0,95.0,36.0,1.0,2.0,,1.0,4.0,1.0,5.0,1.0,,5.0,3.0,3.0,,12.0,,61.0,46.0,1.0,30.0,16.0,,1.0,0.832271,1.2126,,1.217,2.6457,33.0,10.0,5.0,,,,,117.0,,,,,,,7.0,,1.0,,16.0,1.0,8.0,8.0,1.0,5.0,152.0,67.0,42.0,4.0,,1.0,2.0,2.0,491.0,4.0,,56.0,63.0,17.0,,,,,,120.0,120.0,2.0,11.0,17.0,50.0,1.0,,,,10.0,0.0,145.0,3.0,,2.0,1.0,1.0,3.0,,,5.0,48.0,430.0,4.0,3.0,288.0,13.0,30.0,25.0,5.0,11.0,6.0,103698.98,1.0,75.0,3.0,232.0,1.0,1.0,14.0,8.0,34.0,1.0,509.0,2.0,0.0,6.0,18.0,,17.0,1.0,694.0,17.0,15.0,12.0,5.0,11.0,0.0
2444847,38,2025-05-25 16:00:00,20,Southampton,Home,152.0,6.0,2.0,3.0,1.0,1.0,,129.0,,,,9.0,7.0,17.0,278.0,,1.0,8.0,14.0,13.0,2.0,,2.0,2.0,,,1.0,,,4.0,,,,,1.0,4.0,16.0,7.0,5.0,2.0,60.0,42.0,,,,3.0,7.0,3.0,10.0,1.0,,5.0,5.0,1.0,,11.0,3.0,49.0,52.0,3.0,34.0,19.0,,1.0,0.544568,0.6174,0.1351,0.9922,1.4136,39.0,7.0,7.0,1.0,1.0,,1.0,104.0,1.0,1.0,1.0,,1.0,,3.0,,1.0,,19.0,,6.0,6.0,5.0,,92.0,57.0,29.0,8.0,,1.0,2.0,2.0,323.0,11.0,1.0,31.0,46.0,22.0,,,,,,105.0,105.0,4.0,26.0,6.0,38.2,,,,1.0,16.0,0.0,83.0,5.0,1.0,6.0,,2.0,2.0,,,4.0,46.0,270.0,7.0,3.0,163.0,13.0,34.0,21.0,5.0,11.0,6.0,102200.04,2.0,77.0,2.0,187.0,1.0,,29.0,7.0,47.0,1.0,339.0,,0.0,7.0,18.0,2.0,12.0,0.0,530.0,17.0,13.0,14.0,5.0,9.0,0.0
