matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695108,21,2014-01-11 15:00:00,20,Southampton,Home,238.0,30.0,,4.0,4.0,5.0,,246.0,2.0,,4.0,7.0,8.0,40.0,480.0,,,28.0,21.0,19.0,10.0,,,2.0,,,,1.0,2.0,,,,,15.0,,,,,,4.0,2.0,2.0,,,84.0,62.0,1.0,,1.0,1.0,13.0,4.0,5.0,,,4.0,15.0,7.0,,11.0,1.0,59.0,55.0,1.0,36.0,19.0,,,83.0,11.0,15.0,,,2.0,,2.0,191.0,1.0,,1.0,1.0,,,4.0,1.0,1.0,,19.0,,10.0,10.0,1.0,4.0,144.0,87.0,56.0,4.0,1.0,5.0,6.0,5.0,553.0,,,,58.0,87.0,22.0,,,,,156.0,156.0,7.0,16.0,35.0,61.6,,,,1.0,13.0,0.0,160.0,2.0,,2.0,,2.0,9.0,,3.0,118.0,461.0,8.0,11.0,254.0,51.0,36.0,16.0,2.0,24.0,22.0,3.0,178.0,10.0,349.0,1.0,,30.0,8.0,65.0,3.0,579.0,,0.0,18.0,16.0,,31.0,1.0,792.0,,7.0,5.0,4.0,10.0,0.0
695117,22,2014-01-18 12:45:00,20,Southampton,Away,225.0,20.0,1.0,8.0,7.0,4.0,2.0,245.0,1.0,1.0,8.0,11.0,24.0,43.0,462.0,,1.0,21.0,23.0,22.0,11.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,14.0,,,,,1.0,3.0,6.0,4.0,,,95.0,63.0,,,,4.0,8.0,3.0,4.0,,,7.0,11.0,13.0,1.0,20.0,3.0,57.0,52.0,4.0,48.0,30.0,1.0,,75.0,8.0,7.0,1.0,,3.0,2.0,1.0,191.0,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,,30.0,1.0,16.0,16.0,1.0,8.0,123.0,98.0,64.0,4.0,,4.0,10.0,8.0,534.0,4.0,,,66.0,88.0,24.0,,,,,155.0,155.0,6.0,22.0,25.0,63.5,,,,,8.0,0.0,144.0,1.0,2.0,3.0,,1.0,6.0,,3.0,93.0,449.0,4.0,14.0,242.0,34.0,48.0,10.0,4.0,30.0,26.0,1.0,137.0,13.0,341.0,2.0,1.0,34.0,24.0,71.0,1.0,553.0,,0.0,17.0,16.0,2.0,21.0,0.0,797.0,,16.0,7.0,7.0,14.0,0.0
695126,23,2014-01-28 19:45:00,20,Southampton,Home,208.0,23.0,3.0,6.0,3.0,1.0,,243.0,,,4.0,2.0,2.0,37.0,445.0,1.0,,14.0,10.0,16.0,7.0,3.0,4.0,,,,,,,,,,1.0,8.0,,,,,1.0,5.0,5.0,2.0,11.0,2.0,81.0,59.0,3.0,2.0,1.0,3.0,12.0,5.0,12.0,,,7.0,22.0,9.0,1.0,9.0,1.0,51.0,62.0,3.0,30.0,9.0,,,73.0,11.0,4.0,,,1.0,,,153.0,2.0,,2.0,1.0,1.0,,2.0,1.0,,,9.0,,21.0,21.0,4.0,4.0,150.0,76.0,49.0,5.0,1.0,2.0,10.0,5.0,512.0,1.0,2.0,,80.0,52.0,42.0,,,,,145.0,145.0,6.0,19.0,31.0,52.6,,2.0,1.0,1.0,19.0,0.0,140.0,2.0,,2.0,1.0,,3.0,2.0,2.0,112.0,438.0,12.0,12.0,223.0,36.0,30.0,23.0,6.0,37.0,31.0,,151.0,4.0,338.0,,,19.0,2.0,60.0,2.0,524.0,1.0,0.0,13.0,29.0,,17.0,1.0,745.0,35.0,10.0,14.0,7.0,22.0,0.0
695134,24,2014-02-01 15:00:00,20,Southampton,Away,218.0,19.0,4.0,12.0,8.0,,,235.0,3.0,1.0,7.0,5.0,16.0,42.0,441.0,,,18.0,17.0,17.0,9.0,3.0,,1.0,,,,,,,,,,14.0,,,,,,2.0,4.0,4.0,,,97.0,62.0,1.0,,1.0,1.0,13.0,4.0,6.0,,,5.0,15.0,9.0,,12.0,3.0,52.0,50.0,1.0,34.0,18.0,,1.0,79.0,9.0,8.0,2.0,,,,,188.0,3.0,,2.0,3.0,,,7.0,3.0,1.0,1.0,18.0,,24.0,24.0,,7.0,121.0,106.0,56.0,4.0,1.0,7.0,8.0,5.0,528.0,,,,82.0,65.0,28.0,,,,,162.0,162.0,5.0,23.0,26.0,60.9,,,,,13.0,0.0,140.0,3.0,1.0,4.0,,1.0,8.0,1.0,3.0,90.0,430.0,9.0,15.0,244.0,41.0,34.0,15.0,4.0,28.0,24.0,1.0,141.0,2.0,330.0,1.0,1.0,34.0,16.0,80.0,2.0,546.0,,0.0,17.0,20.0,,24.0,3.0,778.0,,8.0,6.0,5.0,17.0,0.0
695147,25,2014-02-08 15:00:00,20,Southampton,Home,184.0,15.0,1.0,4.0,3.0,1.0,1.0,224.0,4.0,3.0,7.0,2.0,27.0,23.0,404.0,,2.0,20.0,26.0,15.0,10.0,1.0,,1.0,1.0,1.0,,1.0,3.0,,,1.0,,10.0,,,,,2.0,1.0,3.0,2.0,,,70.0,62.0,2.0,2.0,,7.0,15.0,6.0,7.0,,,7.0,17.0,2.0,,6.0,1.0,59.0,58.0,7.0,39.0,25.0,,,84.0,7.0,12.0,1.0,,5.0,3.0,3.0,178.0,1.0,1.0,,,1.0,,6.0,,2.0,,25.0,,10.0,10.0,1.0,7.0,133.0,81.0,45.0,4.0,1.0,5.0,7.0,5.0,481.0,,1.0,,56.0,64.0,27.0,,,,,157.0,157.0,3.0,27.0,21.0,60.4,,,,,15.0,0.0,122.0,1.0,1.0,2.0,,1.0,7.0,,1.0,108.0,385.0,7.0,12.0,206.0,44.0,39.0,25.0,3.0,25.0,22.0,1.0,165.0,9.0,322.0,2.0,3.0,27.0,27.0,51.0,,503.0,1.0,0.0,18.0,23.0,3.0,22.0,0.0,744.0,,11.0,10.0,7.0,20.0,0.0
695153,26,2014-02-11 19:45:00,20,Southampton,Away,218.0,27.0,1.0,5.0,4.0,4.0,,263.0,4.0,1.0,11.0,6.0,34.0,34.0,476.0,,1.0,21.0,17.0,27.0,9.0,1.0,,,,,,,,,,,,12.0,,2.0,,,,4.0,7.0,5.0,13.0,3.0,105.0,88.0,1.0,4.0,1.0,3.0,13.0,3.0,10.0,,,2.0,9.0,5.0,1.0,14.0,2.0,60.0,70.0,3.0,34.0,21.0,,,89.0,8.0,6.0,,,1.0,,,243.0,,,,,,,7.0,,3.0,,21.0,2.0,15.0,15.0,1.0,11.0,120.0,110.0,59.0,2.0,,3.0,7.0,7.0,593.0,,2.0,,69.0,94.0,29.0,,,,,196.0,196.0,4.0,32.0,38.0,62.5,2.0,,,1.0,13.0,0.0,145.0,2.0,2.0,4.0,,,6.0,1.0,3.0,117.0,464.0,6.0,10.0,252.0,53.0,34.0,21.0,2.0,16.0,14.0,2.0,184.0,11.0,377.0,4.0,1.0,33.0,36.0,67.0,3.0,613.0,,0.0,16.0,27.0,1.0,24.0,3.0,850.0,19.0,15.0,10.0,2.0,22.0,0.0
695169,27,2014-02-22 15:00:00,20,Southampton,Away,199.0,19.0,2.0,7.0,5.0,2.0,1.0,290.0,5.0,,6.0,7.0,22.0,36.0,482.0,1.0,,25.0,9.0,16.0,18.0,1.0,,,,1.0,,1.0,2.0,,1.0,,,19.0,,,1.0,,1.0,1.0,6.0,4.0,,,69.0,52.0,1.0,1.0,1.0,6.0,14.0,7.0,4.0,,1.0,11.0,17.0,9.0,1.0,12.0,1.0,39.0,44.0,6.0,43.0,30.0,1.0,1.0,77.0,8.0,10.0,,,4.0,2.0,2.0,184.0,1.0,1.0,1.0,,1.0,,7.0,,,,30.0,1.0,10.0,10.0,,6.0,154.0,66.0,48.0,5.0,,10.0,10.0,5.0,546.0,1.0,1.0,,50.0,98.0,19.0,,,,,145.0,145.0,6.0,25.0,13.0,68.5,1.0,,,1.0,14.0,0.0,154.0,1.0,1.0,2.0,,,14.0,1.0,3.0,111.0,467.0,9.0,20.0,230.0,36.0,43.0,15.0,8.0,36.0,28.0,,145.0,4.0,367.0,,,25.0,23.0,54.0,1.0,561.0,1.0,0.0,26.0,12.0,,25.0,1.0,799.0,,14.0,8.0,11.0,11.0,0.0
695176,28,2014-03-01 17:30:00,20,Southampton,Home,236.0,18.0,2.0,8.0,6.0,2.0,,216.0,6.0,,5.0,7.0,15.0,39.0,444.0,,,29.0,17.0,14.0,10.0,2.0,,,,,,,,,,,,11.0,,,1.0,,,7.0,9.0,3.0,,,80.0,71.0,1.0,1.0,,,17.0,3.0,11.0,,,3.0,9.0,12.0,,18.0,2.0,64.0,65.0,,35.0,17.0,,,65.0,10.0,6.0,,,1.0,1.0,,184.0,,,,,,,7.0,,1.0,,17.0,1.0,17.0,17.0,4.0,5.0,138.0,73.0,49.0,6.0,,8.0,4.0,2.0,527.0,1.0,2.0,,91.0,60.0,30.0,1.0,1.0,1.0,,161.0,161.0,4.0,27.0,34.0,57.3,1.0,,,,17.0,0.0,136.0,1.0,1.0,2.0,,,8.0,,3.0,82.0,434.0,7.0,12.0,257.0,36.0,35.0,21.0,3.0,25.0,22.0,,124.0,8.0,306.0,1.0,,12.0,17.0,52.0,2.0,538.0,,0.0,13.0,33.0,1.0,32.0,1.0,787.0,,16.0,13.0,3.0,27.0,0.0
695183,29,2014-03-08 15:00:00,20,Southampton,Away,169.0,21.0,1.0,2.0,1.0,5.0,,214.0,4.0,1.0,6.0,7.0,27.0,32.0,381.0,,,21.0,20.0,23.0,7.0,1.0,,,,1.0,,,1.0,,,,,8.0,,,,1.0,,10.0,4.0,2.0,,,79.0,61.0,,,1.0,2.0,21.0,4.0,9.0,,,3.0,10.0,4.0,,16.0,,66.0,68.0,2.0,66.0,32.0,,,62.0,18.0,12.0,1.0,,3.0,1.0,1.0,178.0,,,,,,,7.0,1.0,4.0,2.0,32.0,1.0,12.0,12.0,1.0,6.0,120.0,100.0,51.0,8.0,,2.0,6.0,3.0,473.0,2.0,1.0,,92.0,69.0,17.0,,,,,170.0,170.0,2.0,26.0,22.0,64.3,1.0,,,1.0,21.0,0.0,119.0,,1.0,1.0,1.0,,4.0,1.0,3.0,104.0,366.0,13.0,8.0,197.0,43.0,66.0,15.0,1.0,16.0,15.0,,163.0,10.0,315.0,4.0,1.0,31.0,31.0,65.0,1.0,496.0,,0.0,11.0,27.0,1.0,24.0,5.0,751.0,,9.0,7.0,3.0,21.0,0.0
695196,30,2014-03-15 15:00:00,20,Southampton,Home,231.0,21.0,3.0,4.0,1.0,2.0,1.0,257.0,4.0,,5.0,8.0,19.0,35.0,484.0,,4.0,17.0,18.0,17.0,7.0,3.0,,1.0,,,,,,,,,4.0,14.0,,1.0,,,1.0,9.0,3.0,3.0,,,121.0,63.0,4.0,2.0,4.0,,14.0,3.0,3.0,,,6.0,5.0,4.0,,6.0,1.0,57.0,66.0,,25.0,17.0,1.0,1.0,75.0,11.0,16.0,3.0,,2.0,2.0,,191.0,3.0,,3.0,3.0,,1.0,7.0,4.0,,,17.0,1.0,15.0,15.0,,5.0,123.0,85.0,47.0,1.0,1.0,7.0,6.0,6.0,543.0,,4.0,,77.0,81.0,16.0,,,,,146.0,146.0,3.0,17.0,34.0,63.1,1.0,,,,14.0,0.0,132.0,,1.0,1.0,,1.0,8.0,,3.0,109.0,468.0,5.0,13.0,252.0,31.0,25.0,35.0,4.0,15.0,11.0,2.0,149.0,8.0,330.0,,,31.0,21.0,64.0,3.0,567.0,,0.0,17.0,17.0,4.0,18.0,1.0,786.0,,16.0,16.0,6.0,15.0,0.0
695209,31,2014-03-23 13:30:00,20,Southampton,Away,163.0,27.0,1.0,5.0,4.0,3.0,1.0,146.0,7.0,1.0,2.0,6.0,11.0,32.0,304.0,,2.0,21.0,11.0,24.0,8.0,1.0,,,,,,,,,,,2.0,11.0,,,,,,4.0,8.0,7.0,,,61.0,78.0,2.0,,2.0,6.0,29.0,5.0,8.0,,,3.0,10.0,1.0,,17.0,1.0,47.0,66.0,6.0,60.0,33.0,2.0,,61.0,9.0,8.0,1.0,,2.0,2.0,,176.0,2.0,1.0,1.0,1.0,1.0,,11.0,2.0,,1.0,33.0,,21.0,21.0,3.0,2.0,84.0,95.0,48.0,7.0,1.0,3.0,8.0,4.0,395.0,1.0,2.0,,45.0,67.0,13.0,,,,,171.0,171.0,4.0,32.0,33.0,48.9,,,,,29.0,0.0,93.0,2.0,1.0,3.0,3.0,,3.0,,3.0,69.0,292.0,17.0,11.0,191.0,50.0,60.0,10.0,3.0,16.0,13.0,,118.0,10.0,239.0,,1.0,30.0,13.0,63.0,8.0,414.0,,0.0,12.0,28.0,6.0,23.0,2.0,682.0,,14.0,7.0,3.0,24.0,0.0
695216,32,2014-03-29 15:00:00,20,Southampton,Home,212.0,30.0,3.0,11.0,8.0,1.0,,200.0,6.0,,4.0,5.0,8.0,37.0,401.0,,1.0,15.0,9.0,13.0,16.0,1.0,,,,,,,,,,,3.0,21.0,,,1.0,,,3.0,2.0,3.0,,,93.0,57.0,8.0,6.0,2.0,5.0,22.0,2.0,13.0,,,7.0,17.0,4.0,,8.0,1.0,41.0,52.0,5.0,12.0,8.0,,,73.0,5.0,6.0,3.0,,1.0,,,165.0,4.0,,3.0,4.0,,,7.0,4.0,,,8.0,1.0,12.0,12.0,,4.0,110.0,79.0,46.0,5.0,1.0,9.0,12.0,11.0,476.0,2.0,3.0,,51.0,82.0,16.0,,,,,126.0,126.0,6.0,24.0,21.0,52.5,1.0,,,,22.0,0.0,119.0,2.0,,2.0,,,10.0,1.0,3.0,105.0,391.0,13.0,21.0,237.0,47.0,12.0,14.0,3.0,24.0,21.0,1.0,141.0,3.0,274.0,,,28.0,11.0,71.0,2.0,487.0,,0.0,23.0,25.0,1.0,18.0,0.0,674.0,,4.0,8.0,7.0,13.0,0.0
695226,33,2014-04-05 12:45:00,20,Southampton,Away,227.0,22.0,2.0,4.0,2.0,3.0,,249.0,5.0,1.0,6.0,1.0,27.0,27.0,472.0,,2.0,19.0,14.0,14.0,2.0,1.0,,,,1.0,,,1.0,,,,1.0,2.0,1.0,,,,,11.0,11.0,4.0,,,79.0,55.0,1.0,1.0,1.0,2.0,11.0,1.0,7.0,,1.0,9.0,8.0,5.0,,13.0,3.0,53.0,40.0,2.0,29.0,13.0,2.0,,49.0,15.0,7.0,1.0,,3.0,,1.0,174.0,,,,,,,6.0,,1.0,1.0,13.0,,16.0,16.0,2.0,6.0,138.0,64.0,48.0,5.0,,2.0,1.0,1.0,532.0,2.0,2.0,,65.0,71.0,18.0,1.0,1.0,1.0,1.0,133.0,133.0,5.0,20.0,24.0,56.4,,,,,11.0,0.0,154.0,2.0,2.0,4.0,,,3.0,,3.0,84.0,461.0,4.0,4.0,252.0,44.0,29.0,15.0,9.0,22.0,13.0,,118.0,7.0,315.0,1.0,1.0,10.0,28.0,47.0,1.0,545.0,,0.0,5.0,10.0,9.0,22.0,0.0,740.0,,16.0,9.0,9.0,9.0,0.0
695235,34,2014-04-12 15:07:00,20,Southampton,Home,244.0,45.0,1.0,5.0,4.0,1.0,,358.0,5.0,,3.0,4.0,15.0,59.0,597.0,,1.0,28.0,19.0,16.0,16.0,,,,,,,1.0,1.0,,,,1.0,18.0,,,,,,1.0,2.0,4.0,,,88.0,69.0,1.0,1.0,,2.0,16.0,4.0,8.0,,,5.0,17.0,5.0,,10.0,2.0,57.0,48.0,2.0,11.0,5.0,,,104.0,9.0,7.0,,,1.0,,1.0,224.0,,,,,,,5.0,,1.0,,5.0,1.0,12.0,12.0,,3.0,183.0,81.0,61.0,5.0,,8.0,8.0,7.0,676.0,,1.0,,83.0,76.0,35.0,,,,,153.0,153.0,7.0,21.0,37.0,67.5,,,,2.0,16.0,0.0,192.0,1.0,2.0,3.0,1.0,,8.0,,3.0,194.0,587.0,8.0,16.0,259.0,69.0,11.0,24.0,5.0,27.0,22.0,,253.0,5.0,455.0,1.0,,14.0,15.0,73.0,,687.0,,0.0,19.0,13.0,1.0,29.0,0.0,886.0,,17.0,12.0,5.0,8.0,0.0
695241,35,2014-04-19 15:00:00,20,Southampton,Away,264.0,31.0,,4.0,4.0,3.0,,249.0,3.0,2.0,8.0,10.0,15.0,51.0,509.0,,,23.0,18.0,23.0,3.0,,,,,,,,,,,,,3.0,,,,,,2.0,2.0,4.0,,,105.0,59.0,2.0,2.0,,3.0,14.0,1.0,4.0,,1.0,3.0,12.0,1.0,,12.0,1.0,50.0,54.0,3.0,27.0,17.0,,,85.0,11.0,11.0,,1.0,,,,193.0,,,,,,,5.0,,,,17.0,,4.0,4.0,,8.0,159.0,96.0,59.0,5.0,,,3.0,2.0,596.0,1.0,2.0,,74.0,69.0,17.0,,,,,159.0,159.0,2.0,15.0,33.0,68.4,,,,,14.0,0.0,157.0,,1.0,1.0,,,,,3.0,90.0,496.0,7.0,4.0,289.0,55.0,27.0,10.0,2.0,15.0,13.0,,149.0,6.0,340.0,,2.0,38.0,15.0,83.0,3.0,614.0,1.0,0.0,3.0,17.0,,28.0,2.0,793.0,,12.0,4.0,3.0,16.0,0.0
695256,36,2014-04-26 12:45:00,20,Southampton,Home,221.0,27.0,1.0,6.0,5.0,3.0,,217.0,3.0,1.0,3.0,5.0,20.0,30.0,432.0,2.0,1.0,16.0,21.0,10.0,13.0,,,,,,1.0,,1.0,,,,,12.0,,,,1.0,,6.0,5.0,4.0,,,89.0,74.0,1.0,1.0,,4.0,19.0,6.0,12.0,,,4.0,12.0,5.0,,13.0,,65.0,65.0,4.0,31.0,16.0,,,56.0,13.0,11.0,,,1.0,1.0,1.0,166.0,,,,,,,5.0,,1.0,,16.0,1.0,19.0,19.0,1.0,3.0,118.0,90.0,53.0,7.0,,3.0,10.0,4.0,498.0,5.0,2.0,,87.0,53.0,21.0,,,,,131.0,131.0,4.0,28.0,38.0,53.1,1.0,,,,19.0,0.0,142.0,1.0,1.0,2.0,,,4.0,,3.0,98.0,423.0,13.0,13.0,232.0,51.0,31.0,23.0,3.0,21.0,18.0,,147.0,8.0,304.0,1.0,1.0,29.0,20.0,61.0,1.0,515.0,2.0,0.0,14.0,28.0,7.0,16.0,0.0,745.0,,8.0,16.0,4.0,23.0,0.0
695269,37,2014-05-03 15:00:00,20,Southampton,Away,196.0,25.0,1.0,5.0,4.0,4.0,,297.0,2.0,,5.0,9.0,18.0,35.0,488.0,,,23.0,20.0,23.0,10.0,1.0,,,,1.0,,,1.0,,,,,13.0,,,,,1.0,3.0,6.0,6.0,,,104.0,54.0,1.0,1.0,1.0,1.0,16.0,7.0,1.0,,,5.0,13.0,6.0,,14.0,1.0,42.0,56.0,1.0,19.0,13.0,,1.0,70.0,5.0,10.0,1.0,,2.0,1.0,1.0,173.0,,,,,,,5.0,1.0,,,13.0,,15.0,15.0,,5.0,143.0,88.0,59.0,3.0,,4.0,7.0,4.0,564.0,1.0,5.0,,76.0,111.0,16.0,,,,,150.0,150.0,2.0,18.0,27.0,61.9,,,,,16.0,0.0,160.0,,3.0,3.0,,,6.0,1.0,3.0,130.0,474.0,7.0,11.0,214.0,37.0,19.0,14.0,3.0,23.0,20.0,,181.0,9.0,389.0,,,30.0,19.0,58.0,1.0,580.0,,0.0,17.0,12.0,,23.0,1.0,776.0,,14.0,11.0,5.0,8.0,0.0
695277,38,2014-05-11 15:00:00,20,Southampton,Home,207.0,27.0,1.0,8.0,7.0,4.0,,239.0,4.0,1.0,3.0,6.0,9.0,40.0,438.0,,,20.0,10.0,6.0,8.0,2.0,,,,,,1.0,1.0,,,,1.0,11.0,,,,,1.0,11.0,6.0,3.0,,,85.0,42.0,1.0,,1.0,2.0,12.0,4.0,9.0,,,6.0,11.0,6.0,,12.0,,53.0,28.0,2.0,16.0,7.0,,,66.0,16.0,5.0,1.0,,2.0,1.0,1.0,155.0,1.0,,1.0,1.0,,,12.0,1.0,1.0,,7.0,,11.0,11.0,2.0,3.0,137.0,80.0,45.0,2.0,,4.0,7.0,6.0,502.0,1.0,1.0,,60.0,76.0,26.0,,,,,136.0,136.0,3.0,19.0,15.0,58.5,,,,,12.0,0.0,140.0,1.0,,1.0,,,5.0,1.0,3.0,89.0,429.0,8.0,11.0,222.0,49.0,16.0,9.0,6.0,24.0,18.0,,126.0,10.0,319.0,1.0,1.0,17.0,10.0,70.0,,517.0,,0.0,15.0,14.0,,21.0,3.0,687.0,,13.0,3.0,6.0,13.0,0.0
