matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442210,22,2013-01-12 15:00:00,20,Southampton,Away,60.0,19.0,2.0,4.0,2.0,4.0,,189.0,5.0,2.0,5.0,11.0,16.0,22.0,245.0,,3.0,27.0,33.0,17.0,11.0,1.0,,,,,,,,,,,,12.0,1.0,,,1.0,,8.0,8.0,,,46.0,64.0,,,1.0,,3.0,11.0,,,5.0,17.0,4.0,,14.0,5.0,70.0,49.0,,33.0,11.0,,3.0,82.0,6.0,10.0,1.0,,3.0,3.0,,154.0,,,,,,,10.0,,1.0,,24.0,1.0,20.0,14.0,2.0,6.0,59.0,93.0,46.0,9.0,,7.0,5.0,4.0,,5.0,2.0,,30.0,99.0,22.0,,,,,1.0,192.0,167.0,2.0,25.0,26.0,49.0,1.0,,,0.0,81.0,3.0,2.0,,,,8.0,,3.0,109.0,,12.0,71.0,34.0,58.0,13.0,4.0,28.0,24.0,,167.0,10.0,297.0,1.0,2.0,35.0,18.0,53.0,1.0,340.0,2.0,0.0,15.0,15.0,11.0,29.0,1.0,615.0,,17.0,7.0,5.0,14.0,0.0
442223,23,2013-01-21 20:00:00,20,Southampton,Home,140.0,15.0,3.0,7.0,4.0,7.0,,208.0,2.0,1.0,7.0,10.0,14.0,16.0,341.0,,1.0,21.0,16.0,20.0,9.0,2.0,,1.0,,,1.0,,1.0,,,,,8.0,,,1.0,,,6.0,3.0,,,66.0,63.0,3.0,3.0,,1.0,8.0,5.0,,,10.0,6.0,9.0,,15.0,2.0,55.0,59.0,1.0,20.0,10.0,,,67.0,14.0,11.0,,,1.0,2.0,1.0,167.0,,,,,,,5.0,,2.0,,17.0,1.0,24.0,16.0,,7.0,103.0,86.0,45.0,6.0,,2.0,9.0,4.0,,2.0,4.0,,65.0,66.0,26.0,,,,,,191.0,171.0,4.0,21.0,28.0,53.4,1.0,,1.0,0.0,114.0,4.0,1.0,,1.0,1.0,4.0,,3.0,96.0,,11.0,164.0,39.0,40.0,12.0,10.0,27.0,17.0,1.0,143.0,11.0,313.0,2.0,1.0,29.0,18.0,34.0,1.0,450.0,,0.0,16.0,21.0,12.0,26.0,2.0,696.0,,9.0,7.0,10.0,16.0,0.0
442231,24,2013-01-30 20:00:00,20,Southampton,Away,180.0,26.0,3.0,8.0,5.0,3.0,,253.0,1.0,1.0,4.0,2.0,16.0,25.0,425.0,,,20.0,19.0,10.0,5.0,1.0,,,,1.0,,2.0,4.0,,,,,13.0,,,,,,8.0,3.0,,,97.0,39.0,,,1.0,,7.0,9.0,,,8.0,11.0,9.0,,12.0,4.0,55.0,47.0,,8.0,2.0,,,84.0,11.0,10.0,1.0,,4.0,1.0,4.0,192.0,,,,,,,6.0,1.0,1.0,1.0,4.0,,14.0,11.0,2.0,4.0,122.0,98.0,52.0,4.0,,4.0,2.0,4.0,,1.0,1.0,,79.0,73.0,22.0,,,,,,170.0,165.0,1.0,16.0,14.0,57.3,,,,0.0,125.0,3.0,,,,,9.0,,3.0,126.0,,6.0,202.0,59.0,13.0,10.0,8.0,29.0,21.0,,186.0,12.0,363.0,1.0,1.0,15.0,18.0,54.0,1.0,536.0,,0.0,20.0,21.0,1.0,21.0,1.0,718.0,,8.0,5.0,8.0,16.0,0.0
442248,25,2013-02-02 15:00:00,20,Southampton,Away,129.0,24.0,3.0,10.0,7.0,4.0,,256.0,2.0,,1.0,7.0,24.0,25.0,375.0,1.0,1.0,26.0,10.0,14.0,9.0,1.0,,2.0,,1.0,,,1.0,,,,1.0,14.0,,,1.0,,,5.0,2.0,,,68.0,81.0,3.0,1.0,2.0,3.0,6.0,5.0,,,5.0,14.0,16.0,,14.0,1.0,55.0,56.0,3.0,19.0,5.0,,1.0,81.0,17.0,7.0,1.0,,2.0,1.0,1.0,186.0,2.0,,2.0,2.0,,1.0,4.0,2.0,1.0,1.0,7.0,1.0,34.0,25.0,1.0,2.0,112.0,83.0,54.0,8.0,1.0,6.0,6.0,2.0,,2.0,2.0,,67.0,89.0,32.0,,,,,,188.0,177.0,10.0,20.0,49.0,54.6,1.0,,,0.0,105.0,1.0,,,,2.0,9.0,,3.0,128.0,,12.0,145.0,45.0,30.0,22.0,4.0,35.0,31.0,3.0,187.0,9.0,361.0,1.0,,20.0,27.0,41.0,2.0,471.0,1.0,0.0,17.0,23.0,10.0,31.0,2.0,742.0,,20.0,12.0,5.0,23.0,0.0
442254,26,2013-02-09 17:30:00,20,Southampton,Home,109.0,15.0,3.0,7.0,4.0,2.0,2.0,193.0,2.0,1.0,2.0,14.0,13.0,27.0,295.0,,2.0,23.0,17.0,27.0,10.0,2.0,,2.0,,,,,,,,,1.0,12.0,,,,,1.0,3.0,5.0,,,73.0,75.0,1.0,1.0,2.0,4.0,4.0,6.0,,1.0,6.0,8.0,6.0,,10.0,1.0,54.0,73.0,3.0,33.0,20.0,,,76.0,12.0,12.0,,,2.0,2.0,,169.0,,,,,,,5.0,2.0,,1.0,31.0,,24.0,17.0,1.0,2.0,81.0,77.0,35.0,6.0,2.0,6.0,6.0,4.0,,3.0,1.0,,65.0,88.0,24.0,,,,,,196.0,174.0,4.0,28.0,39.0,44.3,,,2.0,0.0,87.0,2.0,1.0,,,2.0,7.0,,3.0,112.0,,12.0,130.0,34.0,54.0,20.0,6.0,21.0,16.0,2.0,173.0,14.0,301.0,,1.0,37.0,18.0,53.0,6.0,410.0,,0.0,15.0,24.0,6.0,29.0,1.0,670.0,,9.0,10.0,6.0,21.0,0.0
442263,27,2013-02-24 13:30:00,20,Southampton,Away,195.0,23.0,,3.0,3.0,7.0,,165.0,5.0,1.0,3.0,13.0,19.0,33.0,357.0,,,27.0,25.0,17.0,7.0,,,,,1.0,,1.0,2.0,1.0,,1.0,,9.0,,,,,,9.0,6.0,,,60.0,55.0,1.0,,1.0,2.0,3.0,8.0,,1.0,3.0,9.0,5.0,,13.0,1.0,66.0,63.0,2.0,23.0,9.0,,1.0,64.0,15.0,13.0,1.0,,4.0,3.0,2.0,163.0,2.0,,2.0,2.0,,,7.0,2.0,2.0,4.0,17.0,,23.0,16.0,4.0,3.0,107.0,91.0,47.0,7.0,1.0,4.0,5.0,3.0,,4.0,1.0,1.0,38.0,82.0,17.0,1.0,1.0,1.0,,,165.0,148.0,1.0,21.0,29.0,58.6,,,,0.0,119.0,1.0,,,,,5.0,,3.0,76.0,,9.0,208.0,37.0,40.0,15.0,3.0,20.0,17.0,,121.0,16.0,261.0,2.0,1.0,34.0,24.0,52.0,3.0,449.0,,0.0,11.0,27.0,1.0,29.0,4.0,683.0,,9.0,6.0,3.0,18.0,0.0
442273,28,2013-03-02 15:00:00,20,Southampton,Home,205.0,23.0,2.0,9.0,7.0,3.0,,253.0,4.0,,5.0,8.0,25.0,28.0,449.0,,,26.0,23.0,17.0,14.0,1.0,,,,,,,,,,,,18.0,,,,,,5.0,2.0,,,81.0,70.0,,,1.0,,6.0,9.0,,,6.0,15.0,14.0,,8.0,1.0,53.0,63.0,,15.0,7.0,,,81.0,7.0,15.0,,,2.0,3.0,,205.0,,,,,,,5.0,1.0,,,8.0,,33.0,28.0,,5.0,125.0,83.0,55.0,3.0,1.0,8.0,7.0,7.0,,2.0,3.0,,67.0,77.0,37.0,,,,,,183.0,173.0,4.0,27.0,33.0,67.0,,,,0.0,151.0,,1.0,,1.0,,8.0,,3.0,129.0,,15.0,230.0,41.0,25.0,15.0,5.0,37.0,32.0,,194.0,10.0,369.0,,,28.0,27.0,46.0,3.0,562.0,,0.0,21.0,22.0,2.0,28.0,1.0,800.0,,9.0,9.0,6.0,18.0,0.0
442284,29,2013-03-09 15:00:00,20,Southampton,Away,157.0,14.0,,5.0,5.0,2.0,2.0,159.0,2.0,2.0,9.0,11.0,16.0,21.0,311.0,,,24.0,16.0,25.0,9.0,1.0,,,,,,,1.0,,,,,11.0,,,,,2.0,2.0,4.0,,,53.0,71.0,1.0,2.0,,1.0,3.0,5.0,,1.0,7.0,11.0,6.0,,13.0,2.0,52.0,62.0,1.0,22.0,14.0,,,65.0,11.0,9.0,,,3.0,3.0,1.0,150.0,,,,,,,3.0,,2.0,1.0,26.0,,23.0,17.0,2.0,10.0,104.0,90.0,47.0,1.0,,5.0,5.0,5.0,,2.0,4.0,,61.0,50.0,30.0,,1.0,1.0,1.0,,188.0,168.0,5.0,18.0,34.0,59.1,,,,0.0,106.0,1.0,1.0,,,,7.0,,3.0,76.0,,10.0,172.0,30.0,42.0,13.0,7.0,27.0,20.0,,136.0,12.0,268.0,3.0,3.0,32.0,18.0,46.0,2.0,413.0,1.0,0.0,15.0,23.0,9.0,27.0,3.0,660.0,,12.0,5.0,7.0,17.0,0.0
442293,30,2013-03-16 15:00:00,20,Southampton,Home,100.0,16.0,3.0,6.0,3.0,5.0,,185.0,1.0,3.0,5.0,9.0,28.0,20.0,279.0,,3.0,20.0,10.0,9.0,9.0,,,,1.0,,,,1.0,,,,2.0,16.0,,,,,,7.0,3.0,,,53.0,82.0,2.0,4.0,1.0,2.0,2.0,8.0,,,7.0,17.0,6.0,,11.0,4.0,50.0,44.0,2.0,14.0,3.0,,1.0,69.0,12.0,10.0,2.0,,1.0,,1.0,166.0,1.0,,1.0,1.0,,,5.0,2.0,2.0,1.0,10.0,,21.0,16.0,1.0,6.0,72.0,85.0,35.0,5.0,1.0,3.0,7.0,11.0,,3.0,2.0,,71.0,65.0,24.0,,,,,,192.0,179.0,7.0,23.0,39.0,47.9,,,,0.0,95.0,1.0,3.0,,,,5.0,,3.0,112.0,,10.0,115.0,32.0,27.0,20.0,6.0,29.0,23.0,,176.0,16.0,300.0,2.0,3.0,40.0,33.0,57.0,,386.0,1.0,0.0,18.0,15.0,8.0,26.0,0.0,620.0,,15.0,10.0,7.0,11.0,0.0
442304,31,2013-03-30 15:00:00,20,Southampton,Home,167.0,14.0,4.0,5.0,1.0,6.0,,175.0,5.0,3.0,10.0,12.0,21.0,25.0,337.0,,1.0,18.0,20.0,32.0,5.0,3.0,,1.0,1.0,,,,1.0,,,,,8.0,,,,,,6.0,3.0,,,70.0,73.0,1.0,,1.0,7.0,3.0,10.0,,,7.0,12.0,3.0,,9.0,,61.0,67.0,7.0,16.0,6.0,,,70.0,13.0,6.0,2.0,1.0,2.0,1.0,1.0,167.0,1.0,,1.0,1.0,,,8.0,1.0,,1.0,14.0,,21.0,14.0,1.0,10.0,98.0,92.0,49.0,7.0,,4.0,5.0,4.0,,2.0,2.0,,80.0,50.0,15.0,,,,,,183.0,166.0,8.0,23.0,29.0,50.8,,,,0.0,103.0,1.0,,,2.0,1.0,5.0,,3.0,81.0,,9.0,188.0,25.0,33.0,19.0,7.0,23.0,16.0,2.0,134.0,23.0,273.0,,3.0,31.0,25.0,50.0,3.0,438.0,2.0,0.0,12.0,20.0,8.0,21.0,2.0,671.0,,16.0,9.0,7.0,16.0,0.0
442315,32,2013-04-06 12:45:00,20,Southampton,Away,150.0,22.0,1.0,7.0,6.0,13.0,,250.0,2.0,2.0,4.0,5.0,28.0,20.0,393.0,1.0,5.0,27.0,22.0,30.0,9.0,,,,,,,,,,,,2.0,12.0,,1.0,,,,7.0,3.0,,,75.0,73.0,3.0,3.0,2.0,7.0,1.0,4.0,,,4.0,11.0,3.0,,15.0,1.0,64.0,61.0,7.0,31.0,17.0,,,66.0,11.0,5.0,1.0,,,,,230.0,2.0,,2.0,2.0,,,8.0,2.0,3.0,1.0,29.0,1.0,26.0,21.0,1.0,4.0,90.0,98.0,41.0,8.0,1.0,7.0,4.0,4.0,,2.0,1.0,,66.0,78.0,18.0,,,,,,222.0,203.0,3.0,25.0,37.0,60.6,1.0,,2.0,0.0,125.0,2.0,,,2.0,,8.0,,2.0,109.0,,11.0,191.0,40.0,50.0,17.0,4.0,18.0,14.0,,156.0,25.0,347.0,5.0,2.0,38.0,32.0,44.0,6.0,520.0,2.0,0.0,13.0,22.0,13.0,36.0,0.0,787.0,,15.0,4.0,4.0,16.0,0.0
442326,33,2013-04-13 15:00:00,20,Southampton,Home,131.0,15.0,,3.0,3.0,3.0,1.0,215.0,3.0,1.0,3.0,3.0,19.0,16.0,343.0,,2.0,22.0,9.0,14.0,11.0,1.0,,,,1.0,,1.0,4.0,,1.0,,,12.0,,,,,1.0,5.0,3.0,,,59.0,56.0,1.0,1.0,,2.0,11.0,5.0,,,7.0,14.0,5.0,,10.0,2.0,38.0,65.0,2.0,21.0,9.0,,,51.0,12.0,17.0,,,7.0,5.0,4.0,162.0,,,,,,,5.0,1.0,,1.0,19.0,1.0,21.0,17.0,,3.0,101.0,70.0,38.0,4.0,1.0,2.0,10.0,5.0,,3.0,2.0,,62.0,60.0,21.0,,,,,,161.0,143.0,,14.0,37.0,61.2,,,,0.0,107.0,2.0,,,1.0,,3.0,,2.0,98.0,,12.0,148.0,26.0,39.0,15.0,5.0,29.0,24.0,,141.0,8.0,310.0,,1.0,26.0,24.0,40.0,3.0,429.0,1.0,0.0,19.0,23.0,9.0,24.0,2.0,659.0,,8.0,11.0,7.0,16.0,0.0
442335,34,2013-04-20 15:00:00,20,Southampton,Away,169.0,13.0,,,,3.0,,149.0,3.0,1.0,5.0,7.0,12.0,17.0,318.0,1.0,,20.0,18.0,23.0,5.0,,,,,,,1.0,2.0,,,,,5.0,,,,,1.0,8.0,6.0,,,64.0,64.0,,,,2.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,,18.0,1.0,60.0,65.0,2.0,12.0,5.0,,1.0,64.0,13.0,12.0,,,3.0,1.0,2.0,170.0,,,,,,,11.0,,4.0,,13.0,,36.0,27.0,2.0,5.0,108.0,88.0,40.0,7.0,,1.0,4.0,4.0,,6.0,1.0,,35.0,45.0,18.0,,,,,,181.0,168.0,3.0,19.0,33.0,45.3,,,,0.0,84.0,2.0,1.0,,3.0,,3.0,,3.0,70.0,,5.0,189.0,20.0,25.0,13.0,2.0,10.0,8.0,,124.0,15.0,247.0,4.0,1.0,31.0,12.0,41.0,,426.0,1.0,0.0,9.0,22.0,5.0,23.0,0.0,640.0,,15.0,8.0,2.0,16.0,0.0
442346,35,2013-04-27 15:00:00,20,Southampton,Home,167.0,14.0,1.0,8.0,7.0,1.0,,209.0,4.0,1.0,6.0,4.0,21.0,25.0,368.0,,1.0,18.0,14.0,16.0,12.0,,,,,2.0,,,2.0,,,,,14.0,,1.0,,,,9.0,1.0,,,64.0,69.0,1.0,1.0,,3.0,2.0,7.0,,,7.0,19.0,12.0,,12.0,5.0,46.0,51.0,3.0,17.0,5.0,1.0,,46.0,9.0,11.0,,,2.0,1.0,2.0,144.0,,,,,,,5.0,,,,10.0,1.0,34.0,28.0,2.0,8.0,122.0,60.0,34.0,6.0,,8.0,4.0,3.0,,1.0,1.0,,64.0,48.0,25.0,,,,,,154.0,147.0,7.0,26.0,27.0,61.7,1.0,,1.0,0.0,120.0,5.0,,,1.0,,12.0,,3.0,91.0,,12.0,191.0,29.0,24.0,14.0,7.0,39.0,32.0,,127.0,3.0,298.0,,2.0,27.0,24.0,46.0,2.0,450.0,1.0,2.0,17.0,14.0,6.0,18.0,2.0,678.0,,12.0,10.0,7.0,9.0,0.0
442356,36,2013-05-04 15:00:00,20,Southampton,Away,167.0,15.0,1.0,3.0,2.0,,,142.0,3.0,1.0,4.0,12.0,15.0,20.0,306.0,,2.0,26.0,13.0,7.0,5.0,1.0,,,,,,1.0,1.0,,,,,3.0,,,,,1.0,2.0,4.0,,,68.0,62.0,2.0,2.0,,2.0,2.0,3.0,,1.0,5.0,9.0,2.0,,11.0,,44.0,44.0,2.0,20.0,6.0,,,65.0,10.0,9.0,,,4.0,3.0,1.0,169.0,,,,,,,10.0,,1.0,,10.0,1.0,23.0,19.0,1.0,4.0,81.0,88.0,44.0,5.0,,2.0,4.0,3.0,,2.0,5.0,,52.0,69.0,18.0,,,,,,170.0,160.0,2.0,21.0,30.0,50.5,,,1.0,0.0,89.0,,,,2.0,,3.0,1.0,2.0,64.0,,6.0,187.0,29.0,30.0,14.0,5.0,19.0,14.0,,117.0,7.0,239.0,2.0,1.0,38.0,19.0,50.0,2.0,407.0,,0.0,8.0,21.0,7.0,28.0,1.0,616.0,,9.0,7.0,5.0,16.0,0.0
442368,37,2013-05-12 15:00:00,20,Southampton,Away,210.0,14.0,4.0,11.0,7.0,6.0,1.0,182.0,3.0,,6.0,14.0,29.0,27.0,381.0,,2.0,36.0,20.0,15.0,7.0,3.0,,,,,,,,,,,,12.0,,,,,,2.0,4.0,,,91.0,71.0,2.0,2.0,1.0,7.0,6.0,4.0,,,10.0,12.0,7.0,,12.0,1.0,58.0,47.0,7.0,21.0,13.0,,,62.0,10.0,9.0,,,4.0,4.0,,212.0,,,,,,,6.0,1.0,1.0,,17.0,,16.0,9.0,,6.0,113.0,110.0,54.0,3.0,1.0,1.0,9.0,8.0,,2.0,2.0,,55.0,76.0,21.0,,,,,,212.0,201.0,3.0,29.0,31.0,64.0,,,,0.0,94.0,1.0,,,3.0,,3.0,,2.0,91.0,,10.0,246.0,28.0,32.0,21.0,10.0,33.0,23.0,,140.0,16.0,297.0,1.0,,59.0,33.0,60.0,1.0,510.0,,0.0,17.0,14.0,6.0,39.0,2.0,759.0,,17.0,9.0,10.0,12.0,0.0
442373,38,2013-05-19 16:00:00,20,Southampton,Home,177.0,12.0,,3.0,3.0,3.0,,262.0,3.0,,3.0,6.0,23.0,36.0,436.0,1.0,,28.0,22.0,7.0,9.0,1.0,,,,,,,,,,,,11.0,,,,,,4.0,4.0,,,74.0,42.0,1.0,1.0,1.0,2.0,1.0,5.0,,,3.0,9.0,9.0,,15.0,,53.0,43.0,2.0,16.0,10.0,,,88.0,10.0,7.0,1.0,,2.0,2.0,,168.0,,,,,,,4.0,1.0,1.0,1.0,21.0,1.0,4.0,4.0,1.0,3.0,124.0,63.0,42.0,4.0,,3.0,7.0,7.0,,,2.0,,55.0,96.0,27.0,,,,,,160.0,145.0,3.0,23.0,13.0,63.0,,,,0.0,156.0,2.0,,,,,4.0,,3.0,124.0,,10.0,199.0,29.0,31.0,11.0,2.0,22.0,20.0,,173.0,7.0,345.0,1.0,,28.0,28.0,59.0,3.0,522.0,1.0,0.0,12.0,20.0,2.0,29.0,0.0,710.0,,16.0,9.0,3.0,18.0,0.0
