matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855372,21,2017-01-14 15:00:00,20,Southampton,Away,115.0,22.0,1.0,7.0,6.0,5.0,,209.0,3.0,,4.0,8.0,18.0,27.0,317.0,,,20.0,22.0,32.0,12.0,2.0,2.0,,,,,,16.0,,,,,,,1.0,9.0,2.0,7.0,15.0,5.0,52.0,73.0,,,,3.0,17.0,8.0,7.0,,,7.0,21.0,12.0,,10.0,1.0,53.0,66.0,3.0,41.0,24.0,,,53.0,14.0,14.0,,,2.0,2.0,,175.0,,,,,,7.0,,,1.0,24.0,,16.0,16.0,,4.0,86.0,71.0,39.0,2.0,,7.0,7.0,5.0,380.0,2.0,1.0,81.0,66.0,46.0,,,,,,157.0,157.0,3.0,29.0,33.0,59.1,,,,1.0,17.0,0.0,92.0,,2.0,2.0,,,7.0,1.0,2.0,95.0,301.0,9.0,14.0,135.0,37.0,41.0,12.0,5.0,40.0,35.0,131.0,13.0,310.0,1.0,,30.0,19.0,60.0,2.0,405.0,1.0,0.0,20.0,13.0,1.0,23.0,2.0,657.0,28.0,18.0,10.0,7.0,9.0,0.0
855389,22,2017-01-22 12:00:00,20,Southampton,Home,150.0,26.0,1.0,7.0,6.0,8.0,,219.0,6.0,,4.0,6.0,11.0,28.0,362.0,,,20.0,32.0,35.0,12.0,,,,,,,1.0,18.0,1.0,,,,,,1.0,4.0,3.0,8.0,14.0,6.0,75.0,68.0,,1.0,2.0,2.0,33.0,3.0,12.0,,2.0,7.0,19.0,5.0,,13.0,1.0,68.0,61.0,2.0,21.0,17.0,,,63.0,8.0,10.0,2.0,,3.0,3.0,,214.0,1.0,,1.0,1.0,,15.0,1.0,,1.0,17.0,,16.0,16.0,1.0,4.0,117.0,85.0,32.0,2.0,1.0,7.0,6.0,7.0,477.0,2.0,2.0,104.0,68.0,35.0,,,,,1.0,205.0,205.0,6.0,21.0,34.0,60.1,,,,1.0,33.0,0.0,94.0,1.0,1.0,2.0,,,10.0,,3.0,107.0,351.0,14.0,13.0,195.0,47.0,21.0,10.0,7.0,34.0,27.0,150.0,17.0,339.0,,,21.0,13.0,62.0,3.0,500.0,,0.0,20.0,12.0,,22.0,0.0,719.0,31.0,16.0,6.0,7.0,9.0,0.0
855398,23,2017-01-31 19:45:00,20,Southampton,Away,248.0,20.0,,3.0,3.0,3.0,,224.0,,,2.0,5.0,15.0,28.0,469.0,1.0,,14.0,23.0,19.0,7.0,1.0,,,,,,,9.0,,,,,,,1.0,8.0,6.0,6.0,6.0,4.0,95.0,66.0,1.0,,1.0,2.0,14.0,3.0,4.0,,,4.0,10.0,11.0,,7.0,2.0,57.0,60.0,2.0,17.0,12.0,,,70.0,19.0,10.0,1.0,,3.0,1.0,,175.0,1.0,,1.0,1.0,,3.0,1.0,,3.0,12.0,,4.0,4.0,,2.0,139.0,75.0,48.0,5.0,,4.0,5.0,2.0,537.0,3.0,3.0,76.0,86.0,35.0,,,,,,137.0,137.0,8.0,26.0,29.0,56.9,,,,,14.0,0.0,144.0,,3.0,3.0,,,5.0,,3.0,98.0,457.0,12.0,9.0,262.0,42.0,17.0,21.0,4.0,26.0,22.0,143.0,6.0,317.0,,,17.0,17.0,63.0,1.0,553.0,2.0,0.0,10.0,18.0,1.0,15.0,0.0,731.0,23.0,10.0,13.0,4.0,9.0,0.0
855408,24,2017-02-04 15:00:00,20,Southampton,Home,205.0,20.0,2.0,9.0,7.0,1.0,,193.0,1.0,,2.0,1.0,22.0,21.0,389.0,,1.0,26.0,24.0,14.0,10.0,1.0,3.0,1.0,1.0,2.0,1.0,,16.0,,,,,,,,7.0,2.0,4.0,13.0,8.0,60.0,70.0,,1.0,,3.0,20.0,3.0,5.0,,,3.0,13.0,8.0,,9.0,,55.0,54.0,3.0,19.0,13.0,,1.0,61.0,12.0,15.0,1.0,,3.0,1.0,2.0,154.0,1.0,,1.0,1.0,,4.0,1.0,,,13.0,,13.0,13.0,,2.0,127.0,74.0,41.0,2.0,,6.0,6.0,7.0,452.0,1.0,2.0,75.0,69.0,28.0,,,,,,132.0,132.0,4.0,30.0,33.0,55.1,,3.0,,,20.0,0.0,134.0,1.0,,1.0,,,11.0,1.0,2.0,85.0,371.0,10.0,12.0,228.0,38.0,19.0,16.0,3.0,25.0,22.0,119.0,8.0,272.0,,,13.0,24.0,45.0,2.0,475.0,1.0,0.0,21.0,15.0,2.0,29.0,0.0,674.0,21.0,8.0,10.0,3.0,11.0,0.0
855419,25,2017-02-11 15:00:00,20,Southampton,Away,198.0,18.0,1.0,7.0,6.0,2.0,,246.0,1.0,,,4.0,15.0,27.0,437.0,1.0,1.0,11.0,18.0,9.0,10.0,1.0,1.0,,,,,,14.0,,,,,,,,11.0,2.0,4.0,10.0,5.0,79.0,81.0,3.0,2.0,1.0,,16.0,3.0,7.0,,,2.0,15.0,6.0,,13.0,,55.0,49.0,,22.0,13.0,,,65.0,15.0,11.0,2.0,,1.0,,,187.0,3.0,,3.0,3.0,,3.0,3.0,,,13.0,,20.0,20.0,1.0,,130.0,76.0,35.0,6.0,,3.0,11.0,8.0,505.0,4.0,,60.0,96.0,30.0,,,,,,128.0,128.0,1.0,36.0,41.0,53.8,,,,,16.0,0.0,128.0,,1.0,1.0,,,4.0,,2.0,136.0,424.0,11.0,14.0,210.0,37.0,22.0,8.0,2.0,23.0,21.0,171.0,7.0,337.0,,,24.0,16.0,60.0,2.0,524.0,1.0,0.0,15.0,23.0,4.0,13.0,0.0,709.0,25.0,6.0,6.0,2.0,18.0,0.0
855428,26,2017-05-10 19:45:00,20,Southampton,Home,159.0,18.0,2.0,11.0,9.0,2.0,,202.0,3.0,,3.0,4.0,12.0,27.0,350.0,,,25.0,19.0,14.0,11.0,,,1.0,,1.0,,1.0,12.0,,,,,,,1.0,5.0,9.0,2.0,8.0,6.0,69.0,66.0,2.0,3.0,,1.0,17.0,3.0,10.0,,,5.0,18.0,9.0,,13.0,1.0,52.0,38.0,1.0,24.0,12.0,,,54.0,8.0,5.0,,,4.0,2.0,1.0,166.0,,,,,,8.0,,,,12.0,,16.0,16.0,3.0,3.0,100.0,60.0,35.0,5.0,,6.0,5.0,3.0,417.0,3.0,3.0,96.0,70.0,34.0,,,,,,144.0,144.0,6.0,31.0,25.0,47.0,,,,,17.0,0.0,98.0,1.0,1.0,2.0,,,8.0,,3.0,103.0,342.0,10.0,12.0,178.0,30.0,24.0,12.0,4.0,33.0,29.0,144.0,4.0,288.0,,,17.0,13.0,57.0,2.0,433.0,1.0,0.0,14.0,10.0,,30.0,1.0,634.0,22.0,13.0,9.0,5.0,6.0,0.0
855439,27,2017-03-04 15:00:00,20,Southampton,Away,172.0,18.0,1.0,3.0,2.0,1.0,,169.0,4.0,,1.0,2.0,15.0,19.0,338.0,,,23.0,27.0,18.0,10.0,3.0,4.0,1.0,,1.0,,,13.0,,,,,,,1.0,4.0,11.0,5.0,12.0,8.0,62.0,67.0,,,1.0,4.0,23.0,5.0,8.0,,,5.0,10.0,4.0,,20.0,,66.0,56.0,4.0,49.0,29.0,,1.0,67.0,9.0,15.0,1.0,,3.0,1.0,1.0,168.0,2.0,,1.0,2.0,,9.0,4.0,,,29.0,,8.0,8.0,,1.0,104.0,71.0,37.0,6.0,3.0,2.0,13.0,11.0,414.0,5.0,4.0,58.0,70.0,29.0,,,,,,168.0,168.0,1.0,36.0,27.0,62.2,,,3.0,2.0,23.0,0.0,112.0,1.0,,1.0,,,4.0,,3.0,79.0,317.0,10.0,15.0,205.0,36.0,49.0,13.0,3.0,18.0,15.0,128.0,8.0,259.0,,,30.0,16.0,63.0,2.0,446.0,1.0,0.0,20.0,12.0,2.0,23.0,2.0,684.0,27.0,17.0,11.0,5.0,11.0,0.0
855451,28,2017-05-17 19:45:00,20,Southampton,Home,205.0,16.0,2.0,6.0,4.0,1.0,,196.0,6.0,,4.0,2.0,20.0,18.0,395.0,,,14.0,11.0,14.0,9.0,2.0,3.0,1.0,1.0,2.0,,,9.0,,,1.0,,,,2.0,1.0,3.0,8.0,10.0,7.0,64.0,60.0,,1.0,,,24.0,4.0,6.0,,,7.0,13.0,3.0,,7.0,2.0,33.0,47.0,,11.0,3.0,,1.0,56.0,7.0,9.0,,,3.0,1.0,2.0,179.0,,,,,,10.0,,1.0,,3.0,,9.0,9.0,2.0,4.0,114.0,70.0,44.0,3.0,,4.0,7.0,6.0,463.0,2.0,,64.0,83.0,31.0,,,,,1.0,133.0,133.0,2.0,28.0,26.0,52.8,,,,,24.0,0.0,127.0,1.0,,1.0,,,7.0,,3.0,84.0,379.0,11.0,11.0,225.0,29.0,11.0,14.0,7.0,24.0,17.0,131.0,7.0,283.0,1.0,,21.0,23.0,48.0,,484.0,2.0,0.0,17.0,12.0,,15.0,2.0,647.0,30.0,16.0,12.0,7.0,9.0,0.0
855459,29,2017-03-19 14:15:00,20,Southampton,Away,181.0,22.0,,3.0,3.0,2.0,,154.0,2.0,,3.0,6.0,19.0,22.0,332.0,1.0,1.0,25.0,9.0,13.0,7.0,,,,,,,,7.0,,,,,,,1.0,9.0,7.0,5.0,5.0,3.0,59.0,72.0,1.0,1.0,,3.0,26.0,1.0,9.0,,1.0,1.0,6.0,5.0,,11.0,2.0,44.0,52.0,3.0,29.0,18.0,,,62.0,13.0,12.0,,,2.0,,,165.0,1.0,,1.0,1.0,,5.0,1.0,,,18.0,,11.0,11.0,1.0,3.0,96.0,76.0,37.0,5.0,1.0,4.0,4.0,3.0,422.0,4.0,2.0,71.0,60.0,25.0,1.0,1.0,1.0,,,162.0,162.0,2.0,37.0,28.0,49.5,,,,,26.0,0.0,123.0,4.0,,4.0,,,4.0,,3.0,70.0,317.0,15.0,8.0,209.0,48.0,29.0,8.0,1.0,12.0,11.0,122.0,7.0,246.0,,,23.0,22.0,56.0,7.0,443.0,1.0,0.0,8.0,21.0,4.0,28.0,3.0,660.0,16.0,17.0,6.0,1.0,12.0,0.0
855469,30,2017-04-01 17:30:00,20,Southampton,Home,262.0,21.0,2.0,2.0,,5.0,,199.0,4.0,,2.0,7.0,22.0,25.0,459.0,,2.0,24.0,19.0,20.0,10.0,1.0,1.0,,,,,1.0,13.0,,,,,1.0,,,6.0,8.0,4.0,10.0,4.0,79.0,61.0,,,,2.0,19.0,2.0,3.0,1.0,,6.0,6.0,5.0,,11.0,2.0,50.0,48.0,2.0,21.0,5.0,,,65.0,14.0,8.0,,,1.0,1.0,,186.0,,,,,,8.0,,1.0,,5.0,1.0,12.0,12.0,1.0,2.0,144.0,77.0,49.0,3.0,,6.0,5.0,4.0,534.0,3.0,2.0,73.0,76.0,28.0,,1.0,1.0,,,137.0,137.0,2.0,27.0,28.0,61.3,1.0,,,1.0,19.0,0.0,145.0,2.0,1.0,2.0,,,8.0,1.0,3.0,81.0,446.0,6.0,11.0,290.0,31.0,21.0,14.0,4.0,16.0,12.0,122.0,15.0,280.0,2.0,,28.0,22.0,60.0,4.0,554.0,1.0,0.0,14.0,9.0,2.0,24.0,1.0,729.0,19.0,8.0,11.0,6.0,8.0,0.0
855481,31,2017-04-05 19:45:00,20,Southampton,Home,124.0,17.0,2.0,9.0,7.0,2.0,1.0,215.0,8.0,,4.0,11.0,18.0,33.0,330.0,3.0,2.0,22.0,26.0,14.0,13.0,2.0,2.0,,,,,2.0,22.0,,,,,,,1.0,10.0,11.0,6.0,19.0,6.0,52.0,46.0,5.0,3.0,2.0,2.0,18.0,4.0,7.0,,2.0,11.0,23.0,5.0,1.0,13.0,1.0,65.0,41.0,2.0,22.0,14.0,,,63.0,16.0,10.0,,,1.0,1.0,,157.0,3.0,,2.0,3.0,,10.0,3.0,,1.0,14.0,1.0,8.0,8.0,,4.0,101.0,58.0,33.0,12.0,2.0,8.0,10.0,9.0,377.0,8.0,2.0,67.0,57.0,44.0,,,,,,134.0,134.0,4.0,20.0,17.0,61.5,,,3.0,,18.0,0.0,91.0,,2.0,2.0,,1.0,12.0,2.0,2.0,111.0,313.0,11.0,18.0,143.0,24.0,22.0,12.0,11.0,40.0,29.0,143.0,5.0,298.0,1.0,,27.0,20.0,57.0,1.0,401.0,3.0,0.0,25.0,11.0,2.0,22.0,2.0,614.0,42.0,12.0,8.0,11.0,5.0,0.0
855490,32,2017-04-08 15:00:00,20,Southampton,Away,213.0,19.0,1.0,4.0,3.0,1.0,,239.0,9.0,,2.0,4.0,28.0,32.0,448.0,,1.0,12.0,18.0,22.0,7.0,,,,,1.0,,,9.0,,,,,,,,5.0,11.0,6.0,6.0,4.0,86.0,72.0,1.0,1.0,,6.0,15.0,4.0,8.0,,,3.0,6.0,5.0,,10.0,3.0,48.0,55.0,6.0,34.0,20.0,,,65.0,12.0,11.0,,,2.0,1.0,1.0,194.0,1.0,,1.0,1.0,,10.0,1.0,1.0,,20.0,,23.0,23.0,1.0,2.0,127.0,97.0,59.0,7.0,1.0,2.0,6.0,3.0,525.0,4.0,2.0,91.0,83.0,26.0,,,,,,140.0,140.0,4.0,40.0,24.0,58.1,,,,3.0,15.0,0.0,142.0,5.0,1.0,6.0,,,3.0,,3.0,101.0,428.0,7.0,8.0,243.0,41.0,34.0,3.0,3.0,15.0,12.0,148.0,6.0,321.0,1.0,,35.0,29.0,80.0,,549.0,,0.0,10.0,21.0,2.0,16.0,2.0,748.0,17.0,11.0,2.0,3.0,14.0,0.0
855496,33,2017-04-15 17:30:00,20,Southampton,Home,175.0,14.0,1.0,7.0,6.0,,1.0,176.0,3.0,,4.0,1.0,11.0,20.0,344.0,,,17.0,7.0,10.0,4.0,1.0,1.0,1.0,,1.0,,,5.0,,,,,,,1.0,6.0,11.0,7.0,5.0,3.0,70.0,58.0,2.0,2.0,,4.0,22.0,3.0,9.0,,1.0,4.0,9.0,4.0,,6.0,1.0,38.0,47.0,4.0,17.0,9.0,1.0,,47.0,9.0,7.0,,,2.0,1.0,1.0,149.0,,,,,,12.0,,,,9.0,,19.0,19.0,2.0,4.0,117.0,61.0,30.0,8.0,,2.0,3.0,1.0,411.0,6.0,3.0,98.0,50.0,22.0,,,,,,129.0,129.0,6.0,26.0,21.0,41.1,,,,,22.0,0.0,98.0,,2.0,2.0,,,4.0,,3.0,77.0,331.0,11.0,6.0,196.0,26.0,17.0,15.0,4.0,18.0,14.0,114.0,4.0,256.0,,,11.0,11.0,54.0,,434.0,1.0,0.0,8.0,21.0,,19.0,3.0,615.0,20.0,10.0,8.0,4.0,12.0,0.0
855505,34,2017-04-25 19:45:00,20,Southampton,Away,184.0,18.0,1.0,5.0,4.0,2.0,,248.0,4.0,,9.0,2.0,16.0,22.0,427.0,,,17.0,16.0,7.0,4.0,1.0,7.0,,,1.0,,,3.0,,,,,,,1.0,5.0,12.0,5.0,8.0,4.0,82.0,63.0,,,1.0,4.0,21.0,4.0,9.0,,,7.0,13.0,3.0,1.0,8.0,2.0,49.0,36.0,4.0,19.0,10.0,,1.0,46.0,9.0,13.0,,,5.0,2.0,1.0,163.0,1.0,,1.0,1.0,,6.0,1.0,1.0,,10.0,,15.0,15.0,5.0,9.0,138.0,64.0,39.0,6.0,1.0,2.0,4.0,4.0,484.0,5.0,3.0,75.0,93.0,29.0,,,,,,138.0,138.0,3.0,29.0,16.0,52.2,,,,,21.0,0.0,126.0,2.0,1.0,3.0,,,4.0,,3.0,113.0,408.0,11.0,6.0,208.0,38.0,19.0,13.0,6.0,24.0,18.0,144.0,5.0,325.0,1.0,,14.0,17.0,49.0,2.0,509.0,,0.0,12.0,10.0,,18.0,2.0,705.0,24.0,16.0,6.0,7.0,7.0,0.0
855516,35,2017-04-29 15:00:00,20,Southampton,Home,185.0,19.0,,1.0,1.0,1.0,1.0,147.0,4.0,,6.0,,14.0,17.0,331.0,1.0,,21.0,18.0,12.0,4.0,,1.0,,,,,,9.0,,,1.0,,,,,6.0,4.0,5.0,5.0,6.0,61.0,57.0,,1.0,,4.0,21.0,6.0,10.0,,,6.0,11.0,3.0,,12.0,,55.0,54.0,4.0,27.0,13.0,,,55.0,9.0,13.0,,,3.0,1.0,,164.0,,,,,,9.0,,,,13.0,,7.0,7.0,1.0,6.0,93.0,77.0,43.0,6.0,,,4.0,2.0,408.0,5.0,1.0,57.0,67.0,28.0,,,,,1.0,157.0,157.0,4.0,23.0,23.0,51.9,,,,,21.0,0.0,113.0,,1.0,1.0,,,3.0,1.0,3.0,68.0,315.0,14.0,4.0,206.0,44.0,27.0,16.0,5.0,20.0,15.0,115.0,6.0,245.0,,,13.0,14.0,55.0,2.0,431.0,3.0,0.0,11.0,19.0,,26.0,0.0,640.0,26.0,12.0,10.0,6.0,15.0,0.0
855528,36,2017-05-07 13:30:00,20,Southampton,Away,136.0,17.0,2.0,3.0,1.0,1.0,,73.0,5.0,,3.0,3.0,6.0,23.0,206.0,,,20.0,17.0,13.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,1.0,2.0,5.0,12.0,3.0,1.0,43.0,77.0,,,,2.0,14.0,1.0,12.0,,1.0,6.0,9.0,2.0,,10.0,5.0,45.0,46.0,2.0,33.0,17.0,,1.0,45.0,4.0,8.0,,,,1.0,,162.0,,,,,,14.0,,1.0,1.0,17.0,,14.0,14.0,1.0,3.0,50.0,81.0,25.0,3.0,,1.0,1.0,,284.0,5.0,5.0,41.0,52.0,23.0,,1.0,1.0,1.0,,168.0,168.0,1.0,44.0,19.0,35.1,,,,,14.0,0.0,63.0,3.0,5.0,8.0,,,3.0,,2.0,38.0,192.0,6.0,2.0,161.0,37.0,33.0,6.0,6.0,18.0,12.0,78.0,8.0,175.0,1.0,,28.0,7.0,79.0,3.0,318.0,,0.0,4.0,22.0,1.0,26.0,3.0,520.0,11.0,14.0,3.0,6.0,17.0,0.0
855536,37,2017-05-13 15:00:00,20,Southampton,Away,219.0,24.0,1.0,4.0,3.0,1.0,1.0,224.0,3.0,,,5.0,22.0,26.0,439.0,,,17.0,21.0,27.0,3.0,2.0,1.0,,1.0,3.0,,,7.0,,1.0,,1.0,,,2.0,6.0,8.0,6.0,10.0,4.0,76.0,62.0,,1.0,,1.0,18.0,4.0,10.0,,,3.0,10.0,7.0,,7.0,1.0,51.0,60.0,1.0,22.0,18.0,,,60.0,11.0,18.0,1.0,,6.0,1.0,3.0,172.0,2.0,,1.0,2.0,,8.0,2.0,,2.0,18.0,1.0,9.0,9.0,1.0,,136.0,65.0,42.0,6.0,,4.0,3.0,4.0,493.0,6.0,4.0,58.0,63.0,31.0,,,,,1.0,125.0,125.0,7.0,28.0,24.0,58.2,1.0,,,,18.0,0.0,138.0,1.0,1.0,2.0,,1.0,6.0,,3.0,95.0,422.0,9.0,7.0,246.0,35.0,22.0,9.0,3.0,21.0,18.0,130.0,7.0,297.0,,,15.0,23.0,50.0,,522.0,,0.0,14.0,12.0,2.0,18.0,0.0,693.0,19.0,9.0,5.0,3.0,9.0,0.0
855549,38,2017-05-21 15:00:00,20,Southampton,Home,187.0,15.0,2.0,3.0,1.0,2.0,,247.0,6.0,,6.0,2.0,16.0,26.0,431.0,,1.0,13.0,23.0,14.0,6.0,2.0,3.0,,,1.0,,1.0,8.0,,,,1.0,,,3.0,6.0,11.0,3.0,11.0,4.0,68.0,65.0,1.0,1.0,,1.0,12.0,5.0,5.0,1.0,1.0,4.0,10.0,4.0,,11.0,1.0,56.0,39.0,1.0,21.0,11.0,,,70.0,12.0,10.0,,,3.0,3.0,1.0,195.0,,,,,,9.0,,1.0,,11.0,1.0,11.0,11.0,,6.0,126.0,61.0,47.0,10.0,,2.0,6.0,6.0,492.0,6.0,2.0,72.0,60.0,34.0,,,,,,136.0,136.0,7.0,27.0,24.0,61.0,1.0,,,1.0,12.0,0.0,123.0,2.0,,1.0,,,4.0,,3.0,119.0,414.0,6.0,8.0,206.0,30.0,21.0,9.0,4.0,21.0,17.0,166.0,5.0,327.0,2.0,,5.0,17.0,44.0,3.0,512.0,1.0,0.0,15.0,11.0,4.0,15.0,2.0,686.0,36.0,14.0,4.0,4.0,8.0,0.0
