matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
284217,22.0,2010-01-16 12:45:00,14,Liverpool,Away,99.0,13.0,,4.0,4.0,7.0,,143.0,4.0,,5.0,6.0,16.0,25.0,238.0,,,20.0,20.0,28.0,4.0,1.0,,2.0,,,,,,,1.0,,,,,,1.0,2.0,7.0,3.0,,,,55.0,2.0,2.0,2.0,,,9.0,6.0,1.0,7.0,,42.0,69.0,2.0,39.0,22.0,,,,,,,,101.0,12.0,13.0,,1.0,,,,,,,,,,8.0,,,,4.0,,,,2.0,44.0,1.0,19.0,19.0,2.0,,5.0,106.0,39.0,10.0,,5.0,,1.0,,,,3.0,,58.0,100.0,23.0,,,,,,220.0,189.0,2.0,16.0,25.0,55.2,1.0,3.0,0.0,,,,1.0,,,,2.0,2.0,5.0,,,2.0,79.0,,5.0,133.0,46.0,70.0,7.0,,18.0,18.0,,157.0,21.0,274.0,6.0,,29.0,17.0,67.0,1.0,389.0,,0.0,8.0,25.0,2.0,27.0,2.0,676.0,,,3.0,,17.0,0.0
284225,23.0,2010-01-26 19:45:00,14,Liverpool,Away,116.0,21.0,1.0,4.0,3.0,8.0,,191.0,1.0,,5.0,8.0,19.0,22.0,303.0,,,29.0,20.0,20.0,6.0,1.0,,1.0,,,,,,,,,,,,,,,4.0,2.0,,,,69.0,2.0,2.0,5.0,,7.0,16.0,6.0,,9.0,,52.0,52.0,2.0,25.0,11.0,,,,,,,,103.0,9.0,9.0,,,,,,,,,,,,7.0,,,,,,,,,25.0,,24.0,23.0,2.0,,5.0,127.0,47.0,,,4.0,3.0,1.0,,,,3.0,,49.0,73.0,18.0,,,,,,242.0,225.0,3.0,28.0,27.0,53.1,,,0.0,,,,1.0,,,,2.0,1.0,5.0,,,1.0,93.0,,7.0,153.0,55.0,42.0,14.0,7.0,30.0,23.0,,160.0,17.0,344.0,,,52.0,22.0,67.0,2.0,467.0,,0.0,8.0,18.0,1.0,38.0,1.0,762.0,,,5.0,7.0,11.0,0.0
284235,24.0,2010-01-30 15:00:00,14,Liverpool,Home,118.0,33.0,2.0,6.0,5.0,6.0,1.0,235.0,4.0,1.0,6.0,4.0,19.0,35.0,347.0,1.0,1.0,28.0,15.0,15.0,9.0,2.0,,,,,,,,,,,13.0,,1.0,,,2.0,4.0,4.0,,,,58.0,2.0,9.0,9.0,1.0,11.0,13.0,7.0,,11.0,,55.0,44.0,2.0,12.0,7.0,,,,,,,,74.0,12.0,11.0,,,5.0,4.0,,1.0,,1.0,1.0,,,11.0,,,1.0,1.0,,,,,18.0,1.0,21.0,20.0,,,7.0,94.0,51.0,3.0,1.0,4.0,8.0,4.0,,,,3.0,,58.0,81.0,31.0,,,,,,186.0,171.0,1.0,19.0,28.0,65.0,1.0,2.0,0.0,,,,1.0,,,,1.0,,6.0,,,3.0,138.0,,12.0,143.0,51.0,27.0,12.0,8.0,31.0,24.0,,202.0,13.0,347.0,1.0,1.0,25.0,21.0,65.0,2.0,459.0,1.0,0.0,19.0,14.0,3.0,33.0,1.0,684.0,,,4.0,11.0,11.0,0.0
284245,25.0,2010-02-06 12:45:00,14,Liverpool,Home,73.0,11.0,1.0,3.0,2.0,10.0,,105.0,3.0,1.0,,8.0,8.0,20.0,175.0,,1.0,13.0,12.0,16.0,3.0,1.0,,1.0,,,1.0,2.0,4.0,,,1.0,,,1.0,,,1.0,2.0,4.0,,,,45.0,4.0,4.0,6.0,,8.0,13.0,5.0,,9.0,1.0,44.0,62.0,4.0,29.0,20.0,,,,,,,,78.0,11.0,23.0,,,,,4.0,1.0,1.0,1.0,,1.0,,7.0,,,,,,,,,36.0,1.0,18.0,18.0,1.0,,,72.0,31.0,8.0,1.0,2.0,3.0,3.0,,,,,,26.0,67.0,21.0,,,,,,166.0,141.0,1.0,20.0,18.0,39.6,1.0,2.0,0.0,,,,1.0,2.0,,,1.0,1.0,4.0,,,3.0,64.0,,5.0,97.0,28.0,54.0,9.0,8.0,28.0,20.0,,115.0,17.0,199.0,,1.0,38.0,10.0,56.0,1.0,268.0,,1.0,11.0,20.0,2.0,16.0,3.0,514.0,,,3.0,8.0,12.0,0.0
284250,26.0,2010-02-10 19:45:00,14,Liverpool,Away,140.0,24.0,2.0,4.0,2.0,9.0,,212.0,3.0,2.0,5.0,10.0,29.0,29.0,348.0,,1.0,30.0,17.0,18.0,8.0,1.0,,,,,,,1.0,,,,,,,,,1.0,6.0,5.0,,,,71.0,1.0,3.0,10.0,,6.0,10.0,5.0,,10.0,1.0,61.0,80.0,1.0,11.0,1.0,,1.0,,,,,,104.0,15.0,20.0,,1.0,,,1.0,,,,,,,7.0,,,,,,,,1.0,10.0,,33.0,33.0,1.0,,5.0,93.0,47.0,3.0,,3.0,6.0,4.0,,,,3.0,,64.0,84.0,25.0,,,,,,190.0,175.0,4.0,26.0,32.0,52.5,,1.0,0.0,,,,1.0,1.0,,,,,3.0,,,2.0,106.0,,9.0,166.0,61.0,26.0,22.0,6.0,24.0,18.0,,180.0,21.0,330.0,,2.0,35.0,31.0,57.0,3.0,472.0,,0.0,10.0,30.0,4.0,33.0,2.0,765.0,,,12.0,6.0,22.0,0.0
284265,27.0,2010-02-21 15:00:00,14,Liverpool,Away,189.0,26.0,1.0,3.0,2.0,5.0,,227.0,11.0,,7.0,5.0,26.0,49.0,413.0,,,18.0,8.0,10.0,4.0,1.0,,,,,,,,,,,,,,,,,1.0,4.0,,,,60.0,2.0,4.0,7.0,,6.0,6.0,3.0,,7.0,1.0,49.0,49.0,2.0,15.0,8.0,,,,,,,,84.0,15.0,8.0,,,,,,,,,,,,11.0,,,,3.0,,,,,17.0,,28.0,28.0,1.0,,7.0,82.0,48.0,8.0,,2.0,3.0,1.0,,,,,,63.0,80.0,14.0,,,,,,154.0,138.0,1.0,25.0,25.0,55.9,,1.0,0.0,,,,,1.0,,,1.0,,2.0,,,3.0,111.0,,5.0,207.0,45.0,31.0,18.0,5.0,15.0,10.0,,166.0,13.0,322.0,3.0,,21.0,27.0,70.0,2.0,514.0,1.0,0.0,7.0,25.0,1.0,22.0,6.0,764.0,,,6.0,6.0,21.0,0.0
284275,28.0,2010-02-28 15:00:00,14,Liverpool,Home,95.0,24.0,1.0,3.0,2.0,5.0,,178.0,2.0,,3.0,8.0,12.0,33.0,270.0,1.0,,17.0,23.0,16.0,6.0,3.0,,,,,,,,,1.0,,,,,,,3.0,10.0,4.0,,,,53.0,2.0,3.0,2.0,,4.0,11.0,1.0,,10.0,4.0,51.0,67.0,2.0,24.0,15.0,,,,,,,,91.0,11.0,23.0,1.0,,,,,2.0,,2.0,2.0,,,10.0,,,,1.0,,,,1.0,28.0,,21.0,21.0,3.0,,4.0,96.0,33.0,5.0,1.0,5.0,6.0,3.0,,,,,,45.0,67.0,25.0,1.0,1.0,1.0,,,204.0,180.0,3.0,17.0,22.0,54.4,,3.0,0.0,,,,6.0,1.0,,,1.0,,7.0,,,3.0,97.0,,11.0,129.0,58.0,48.0,13.0,3.0,20.0,17.0,,160.0,11.0,292.0,1.0,,38.0,13.0,71.0,2.0,401.0,1.0,0.0,13.0,21.0,4.0,22.0,1.0,663.0,,,7.0,4.0,15.0,0.0
284288,29.0,2010-03-08 20:00:00,14,Liverpool,Away,235.0,21.0,,3.0,3.0,2.0,,197.0,3.0,1.0,7.0,4.0,16.0,35.0,429.0,1.0,,26.0,15.0,15.0,10.0,,,,,,,,,,,,,,,,1.0,,8.0,5.0,,,,74.0,1.0,5.0,11.0,,7.0,8.0,5.0,,22.0,,74.0,81.0,1.0,20.0,8.0,1.0,1.0,,,,,,81.0,14.0,14.0,,,,,,,,,,,,6.0,,,,2.0,,,,,16.0,1.0,16.0,16.0,,,8.0,85.0,51.0,4.0,,6.0,4.0,,,,,1.0,,38.0,79.0,28.0,,,,,,186.0,173.0,1.0,31.0,31.0,61.7,1.0,1.0,0.0,,,,1.0,2.0,,,1.0,,8.0,,,3.0,103.0,,10.0,268.0,47.0,33.0,19.0,7.0,21.0,14.0,,157.0,8.0,296.0,2.0,1.0,24.0,18.0,59.0,1.0,543.0,1.0,0.0,13.0,45.0,7.0,28.0,5.0,848.0,,,7.0,7.0,40.0,0.0
284295,30.0,2010-03-15 20:00:00,14,Liverpool,Home,217.0,21.0,3.0,6.0,3.0,2.0,,305.0,9.0,,9.0,2.0,31.0,39.0,516.0,3.0,1.0,17.0,11.0,3.0,14.0,3.0,,,,,,,1.0,,,,,,,,1.0,3.0,6.0,3.0,,,,59.0,,6.0,11.0,,8.0,11.0,3.0,,10.0,2.0,49.0,47.0,,8.0,3.0,,,,,,,,90.0,10.0,15.0,2.0,,,,1.0,4.0,,4.0,4.0,,,9.0,,,,1.0,,,,,5.0,2.0,15.0,15.0,,,9.0,75.0,54.0,4.0,2.0,7.0,14.0,9.0,,,,,,84.0,83.0,26.0,,,,,,125.0,120.0,10.0,18.0,20.0,64.9,1.0,1.0,0.0,,,,1.0,1.0,,,1.0,,10.0,1.0,,3.0,183.0,,21.0,233.0,35.0,13.0,15.0,8.0,27.0,19.0,,237.0,7.0,392.0,1.0,,17.0,31.0,51.0,,598.0,4.0,0.0,25.0,21.0,3.0,17.0,0.0,830.0,,,8.0,8.0,13.0,0.0
284305,31.0,2010-03-21 13:30:00,14,Liverpool,Away,148.0,14.0,1.0,3.0,2.0,5.0,,175.0,10.0,1.0,3.0,2.0,17.0,16.0,320.0,,1.0,14.0,20.0,15.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,7.0,5.0,,,,61.0,1.0,,8.0,,2.0,8.0,4.0,,15.0,3.0,69.0,58.0,1.0,8.0,3.0,,,,,,,,79.0,17.0,11.0,1.0,,,,,1.0,,1.0,1.0,,1.0,13.0,,,,1.0,,,,1.0,7.0,,22.0,22.0,1.0,,3.0,98.0,52.0,1.0,,3.0,2.0,2.0,,,,2.0,,36.0,94.0,16.0,,1.0,1.0,1.0,,163.0,153.0,3.0,27.0,21.0,44.8,,,0.0,,,,1.0,2.0,,,1.0,1.0,3.0,,,3.0,78.0,,5.0,173.0,29.0,18.0,13.0,1.0,13.0,12.0,,138.0,16.0,268.0,1.0,1.0,29.0,18.0,43.0,3.0,428.0,,0.0,5.0,29.0,3.0,18.0,3.0,658.0,,,3.0,2.0,20.0,0.0
284315,32.0,2010-03-28 16:00:00,14,Liverpool,Home,224.0,25.0,3.0,8.0,5.0,7.0,,216.0,6.0,,7.0,4.0,29.0,38.0,432.0,3.0,2.0,25.0,15.0,15.0,16.0,3.0,,2.0,,,,,1.0,,,,,,,1.0,,2.0,,7.0,,,,66.0,1.0,9.0,4.0,,9.0,11.0,7.0,1.0,17.0,2.0,64.0,55.0,1.0,9.0,4.0,,,,,,,,72.0,11.0,8.0,2.0,,,,1.0,2.0,,1.0,2.0,,,7.0,,,,1.0,,,,,8.0,1.0,27.0,27.0,3.0,,7.0,89.0,52.0,2.0,,8.0,13.0,9.0,,,,,,82.0,75.0,25.0,,,,,,171.0,160.0,9.0,21.0,26.0,63.2,1.0,1.0,0.0,,,,,2.0,,,,2.0,11.0,,,3.0,133.0,,21.0,239.0,45.0,20.0,27.0,7.0,28.0,21.0,,193.0,13.0,323.0,1.0,,22.0,32.0,59.0,1.0,534.0,3.0,0.0,29.0,22.0,5.0,27.0,0.0,838.0,,,10.0,9.0,17.0,0.0
284321,33.0,2010-04-04 15:00:00,14,Liverpool,Away,189.0,21.0,1.0,6.0,5.0,1.0,,231.0,4.0,1.0,8.0,6.0,20.0,53.0,414.0,1.0,2.0,29.0,18.0,7.0,11.0,2.0,,,,1.0,,,1.0,,,,,,,,,,5.0,5.0,,,,66.0,1.0,7.0,5.0,,4.0,10.0,9.0,,12.0,,53.0,48.0,1.0,19.0,11.0,,,,,,,,87.0,9.0,15.0,,,,,1.0,1.0,,,,1.0,,6.0,,,,1.0,,,,,13.0,1.0,26.0,26.0,2.0,,8.0,105.0,59.0,5.0,1.0,7.0,7.0,3.0,,,,,,50.0,96.0,23.0,,,,,,176.0,172.0,4.0,22.0,26.0,58.5,,1.0,0.0,,,,1.0,1.0,,,1.0,,10.0,,,3.0,100.0,,14.0,222.0,44.0,23.0,16.0,4.0,26.0,22.0,,157.0,9.0,341.0,1.0,1.0,30.0,22.0,86.0,,537.0,2.0,0.0,20.0,19.0,4.0,35.0,1.0,814.0,,,7.0,4.0,17.0,0.0
284334,34.0,2010-04-11 15:00:00,14,Liverpool,Home,181.0,20.0,2.0,9.0,7.0,4.0,,342.0,1.0,1.0,6.0,7.0,19.0,62.0,514.0,,1.0,24.0,8.0,9.0,18.0,2.0,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,,62.0,,9.0,1.0,,10.0,20.0,11.0,,14.0,,42.0,55.0,,9.0,3.0,,,,,,,,82.0,8.0,17.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,,2.0,6.0,,26.0,26.0,,,6.0,80.0,59.0,1.0,,7.0,13.0,7.0,,,,2.0,,85.0,107.0,38.0,,,,,,149.0,145.0,6.0,18.0,31.0,65.1,,,0.0,,,,1.0,,,,3.0,,9.0,1.0,,3.0,208.0,,20.0,193.0,44.0,13.0,22.0,6.0,40.0,34.0,,267.0,9.0,441.0,1.0,1.0,18.0,19.0,83.0,2.0,594.0,,0.0,25.0,20.0,3.0,29.0,1.0,882.0,,,9.0,10.0,16.0,0.0
284343,35.0,2010-04-19 20:00:00,14,Liverpool,Home,251.0,26.0,2.0,8.0,6.0,6.0,2.0,241.0,5.0,1.0,15.0,5.0,23.0,52.0,484.0,1.0,,26.0,12.0,13.0,11.0,3.0,,,,2.0,,,2.0,,,2.0,12.0,,,,1.0,2.0,2.0,3.0,,,,64.0,4.0,5.0,6.0,,8.0,14.0,4.0,,16.0,1.0,59.0,64.0,4.0,11.0,5.0,,,,,,,,83.0,9.0,12.0,1.0,,8.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,1.0,3.0,,,,1.0,7.0,1.0,17.0,17.0,,,15.0,83.0,47.0,2.0,1.0,7.0,9.0,6.0,,,,,,60.0,103.0,16.0,,,,,,160.0,156.0,2.0,23.0,20.0,65.2,1.0,,0.0,,,,2.0,,,,,,11.0,,,3.0,137.0,,16.0,274.0,46.0,15.0,24.0,7.0,28.0,21.0,,185.0,14.0,333.0,3.0,1.0,24.0,25.0,82.0,2.0,579.0,1.0,0.0,22.0,32.0,2.0,30.0,0.0,829.0,,,7.0,9.0,22.0,0.0
284353,36.0,2010-04-25 15:00:00,14,Liverpool,Away,167.0,14.0,,2.0,2.0,8.0,,176.0,6.0,,6.0,6.0,18.0,29.0,341.0,,2.0,18.0,22.0,12.0,7.0,,1.0,,0.0,,,1.0,1.0,,1.0,,13.0,0.0,,,,,10.0,6.0,6.0,9.0,,73.0,3.0,3.0,9.0,,5.0,8.0,9.0,0.0,16.0,4.0,67.0,64.0,3.0,19.0,7.0,,,0.7123,0.8714,0.055,1.6146,0.9608,83.0,13.0,12.0,,,2.0,1.0,1.0,4.0,,2.0,4.0,,,13.0,,,4.0,2.0,,,,1.0,16.0,,18.0,18.0,,0.0,6.0,98.0,41.0,4.0,4.0,3.0,8.0,7.0,428.0,,,3.0,0.0,46.0,66.0,28.0,,,,,,171.0,171.0,2.0,25.0,32.0,54.2,,1.0,0.0,,,,3.0,1.0,4.0,,2.0,,5.0,1.0,0.0,3.0,86.0,321.0,11.0,196.0,38.0,41.0,14.0,4.0,22.0,18.0,,141.0,14.0,287.0,2.0,,30.0,21.0,69.0,1.0,461.0,1.0,0.0,15.0,34.0,4.0,24.0,1.0,697.0,12.0,0.0,6.0,5.0,27.0,0.0
284363,37.0,2010-05-02 13:30:00,14,Liverpool,Home,249.0,28.0,1.0,3.0,2.0,4.0,,172.0,3.0,,3.0,6.0,26.0,39.0,418.0,,1.0,25.0,9.0,9.0,8.0,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,7.0,10.0,,,,55.0,3.0,3.0,12.0,,9.0,16.0,4.0,,14.0,4.0,53.0,46.0,3.0,8.0,7.0,1.0,,,,,,,64.0,9.0,6.0,,,,,1.0,,,,,,,5.0,,,,1.0,,,,2.0,14.0,1.0,21.0,21.0,1.0,,4.0,79.0,50.0,5.0,,5.0,4.0,1.0,,,,2.0,,41.0,101.0,11.0,,,,,,143.0,133.0,1.0,31.0,16.0,56.2,1.0,,0.0,,,,3.0,5.0,,,2.0,,7.0,1.0,,3.0,90.0,,9.0,264.0,40.0,18.0,18.0,7.0,28.0,21.0,,134.0,9.0,256.0,1.0,,18.0,27.0,60.0,2.0,492.0,,0.0,11.0,24.0,3.0,29.0,1.0,750.0,,,7.0,9.0,14.0,0.0
284376,38.0,2010-05-09 16:00:00,14,Liverpool,Away,224.0,24.0,1.0,1.0,,3.0,,215.0,2.0,,5.0,4.0,19.0,46.0,438.0,,,15.0,13.0,12.0,11.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,5.0,6.0,,,,65.0,2.0,5.0,6.0,,6.0,12.0,1.0,,12.0,,54.0,70.0,2.0,15.0,7.0,,,,,,,,75.0,11.0,15.0,,,,,,,,,,,,7.0,,,,2.0,,,,1.0,15.0,2.0,14.0,14.0,1.0,,5.0,83.0,52.0,2.0,,6.0,6.0,3.0,,,,4.0,,45.0,63.0,21.0,,,,,,148.0,137.0,3.0,22.0,30.0,59.6,2.0,,0.0,,,,1.0,2.0,,,,1.0,13.0,,,3.0,104.0,,12.0,244.0,34.0,26.0,26.0,6.0,19.0,13.0,,148.0,7.0,298.0,2.0,,21.0,21.0,62.0,,523.0,,0.0,21.0,30.0,5.0,19.0,0.0,791.0,,,13.0,6.0,22.0,0.0
