matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360680,22,2012-01-21 17:30:00,14,Liverpool,Away,233.0,27.0,1.0,3.0,2.0,5.0,,161.0,8.0,,8.0,9.0,23.0,34.0,391.0,,1.0,26.0,5.0,16.0,8.0,1.0,,,,,,,,,,,10.0,,,,,1.0,,,,7.0,9.0,84.0,65.0,2.0,1.0,1.0,3.0,3.0,4.0,,5.0,15.0,3.0,,14.0,1.0,40.0,50.0,3.0,7.0,3.0,,1.0,86.0,15.0,10.0,1.0,2.0,1.0,,214.0,1.0,,1.0,1.0,,,9.0,1.0,,2.0,8.0,1.0,12.0,5.0,1.0,8.0,99.0,91.0,50.0,5.0,,2.0,8.0,5.0,,3.0,1.0,,57.0,44.0,17.0,,,,,,194.0,185.0,2.0,28.0,24.0,61.1,1.0,,0.0,106.0,,2.0,,1.0,,3.0,,2.0,89.0,,10.0,268.0,47.0,16.0,7.0,5.0,24.0,19.0,,144.0,15.0,259.0,,,32.0,23.0,62.0,5.0,503.0,1.0,0.0,11.0,21.0,2.0,31.0,2.0,708.0,,22.0,3.0,5.0,13.0,0.0
360694,23,2012-01-31 19:45:00,14,Liverpool,Away,238.0,21.0,4.0,11.0,7.0,2.0,,232.0,1.0,,5.0,13.0,28.0,41.0,459.0,,2.0,23.0,12.0,17.0,15.0,3.0,2.0,,,1.0,1.0,,,,,,17.0,,,,,,,,,3.0,3.0,100.0,75.0,1.0,,1.0,3.0,3.0,4.0,,4.0,16.0,7.0,,15.0,1.0,45.0,49.0,3.0,17.0,7.0,,,64.0,8.0,6.0,2.0,1.0,,1.0,194.0,3.0,,2.0,2.0,1.0,1.0,4.0,2.0,,,12.0,,12.0,10.0,,5.0,134.0,89.0,54.0,5.0,1.0,7.0,14.0,13.0,,1.0,3.0,,48.0,75.0,12.0,,,,,,166.0,156.0,1.0,39.0,28.0,52.7,,2.0,0.0,129.0,1.0,,,,2.0,8.0,1.0,3.0,87.0,,21.0,270.0,34.0,27.0,12.0,4.0,27.0,23.0,3.0,124.0,6.0,314.0,,,42.0,30.0,71.0,3.0,557.0,,0.0,24.0,20.0,3.0,24.0,3.0,771.0,,11.0,6.0,4.0,17.0,0.0
360701,24,2012-02-06 20:00:00,14,Liverpool,Home,161.0,20.0,3.0,8.0,5.0,2.0,1.0,252.0,3.0,1.0,8.0,8.0,11.0,46.0,405.0,,,17.0,12.0,9.0,11.0,4.0,,,,,1.0,,,,,,12.0,,,,,,,,2.0,5.0,5.0,77.0,64.0,1.0,1.0,,3.0,7.0,5.0,,7.0,13.0,10.0,,11.0,,39.0,49.0,3.0,8.0,1.0,,,78.0,8.0,11.0,,6.0,2.0,1.0,176.0,,,,,,,4.0,,,2.0,4.0,,16.0,12.0,,8.0,117.0,74.0,48.0,4.0,,5.0,10.0,4.0,,3.0,5.0,,78.0,69.0,28.0,,,,,,154.0,148.0,9.0,21.0,25.0,52.0,,,0.0,122.0,2.0,1.0,,,,6.0,,2.0,146.0,,15.0,172.0,38.0,14.0,10.0,7.0,32.0,25.0,,204.0,10.0,352.0,,1.0,20.0,12.0,65.0,1.0,492.0,,0.0,17.0,24.0,2.0,20.0,2.0,691.0,,11.0,5.0,8.0,20.0,0.0
360714,25,2012-02-11 12:45:00,14,Liverpool,Away,174.0,21.0,2.0,3.0,1.0,3.0,,222.0,2.0,1.0,4.0,5.0,24.0,29.0,393.0,,,16.0,7.0,13.0,6.0,,,,,,,,,,,,7.0,,,,,,,,2.0,10.0,1.0,85.0,67.0,1.0,1.0,1.0,3.0,3.0,7.0,,3.0,4.0,7.0,,17.0,2.0,48.0,49.0,3.0,12.0,4.0,1.0,,70.0,11.0,10.0,1.0,4.0,2.0,,165.0,,,,,,,8.0,,,,6.0,,18.0,15.0,2.0,5.0,115.0,70.0,43.0,4.0,,3.0,3.0,3.0,,,2.0,,49.0,81.0,15.0,,,,,,150.0,144.0,5.0,26.0,30.0,45.1,,,0.0,115.0,4.0,,,2.0,,4.0,,3.0,98.0,,6.0,196.0,40.0,18.0,11.0,3.0,16.0,13.0,,142.0,5.0,300.0,,1.0,20.0,26.0,46.0,3.0,480.0,,0.0,10.0,21.0,1.0,18.0,1.0,653.0,,7.0,5.0,3.0,16.0,0.0
360721,26,2012-03-13 20:00:00,14,Liverpool,Home,145.0,14.0,,2.0,2.0,6.0,,191.0,4.0,,3.0,12.0,24.0,40.0,334.0,,2.0,31.0,11.0,20.0,9.0,,1.0,,,,1.0,,,,,,14.0,,,,,,,,,4.0,4.0,70.0,49.0,3.0,2.0,1.0,5.0,2.0,5.0,,4.0,10.0,7.0,,10.0,,39.0,52.0,5.0,15.0,8.0,,,76.0,6.0,7.0,,3.0,2.0,1.0,175.0,2.0,,1.0,2.0,,,8.0,3.0,2.0,,13.0,,17.0,11.0,2.0,3.0,99.0,81.0,48.0,4.0,3.0,4.0,7.0,9.0,,3.0,1.0,,55.0,53.0,27.0,,,,,,166.0,150.0,3.0,26.0,15.0,51.1,,1.0,0.0,81.0,1.0,,,5.0,1.0,5.0,,1.0,107.0,,11.0,173.0,30.0,31.0,14.0,3.0,22.0,19.0,1.0,152.0,11.0,274.0,2.0,,33.0,26.0,63.0,5.0,425.0,,0.0,16.0,18.0,7.0,34.0,1.0,633.0,,9.0,7.0,4.0,11.0,0.0
360731,27,2012-03-03 12:45:00,14,Liverpool,Home,160.0,19.0,3.0,8.0,5.0,1.0,,205.0,3.0,1.0,7.0,2.0,21.0,24.0,357.0,,1.0,23.0,10.0,11.0,6.0,2.0,,,,,,,,,,,9.0,,,,1.0,,1.0,1.0,,7.0,3.0,64.0,77.0,1.0,4.0,,4.0,,8.0,,12.0,16.0,9.0,,9.0,3.0,49.0,53.0,4.0,8.0,4.0,,,88.0,10.0,10.0,,2.0,1.0,,200.0,,,,,,,5.0,,,,5.0,2.0,10.0,10.0,,7.0,101.0,91.0,45.0,,,6.0,2.0,4.0,,,,,86.0,58.0,23.0,,,,,1.0,189.0,183.0,6.0,34.0,26.0,54.0,2.0,,0.0,101.0,4.0,1.0,,1.0,,8.0,,2.0,110.0,,8.0,175.0,42.0,14.0,19.0,12.0,38.0,26.0,,175.0,7.0,329.0,,1.0,21.0,21.0,58.0,6.0,466.0,1.0,0.0,12.0,25.0,2.0,27.0,0.0,676.0,,11.0,7.0,12.0,17.0,0.0
360746,28,2012-03-10 15:00:00,14,Liverpool,Away,196.0,19.0,,3.0,3.0,5.0,,236.0,4.0,,2.0,9.0,16.0,29.0,429.0,,,25.0,8.0,20.0,8.0,,,,,,,,1.0,,,,9.0,,,,,,,,,3.0,4.0,90.0,54.0,1.0,1.0,,2.0,2.0,9.0,,2.0,6.0,12.0,,15.0,,60.0,60.0,2.0,20.0,6.0,,,88.0,16.0,13.0,,3.0,2.0,,211.0,,,,,,,7.0,,1.0,1.0,8.0,,7.0,5.0,,2.0,119.0,97.0,54.0,3.0,,4.0,4.0,3.0,,,3.0,,90.0,69.0,24.0,,,,,,199.0,191.0,2.0,25.0,23.0,61.8,,,0.0,129.0,1.0,,,1.0,,5.0,,3.0,123.0,,8.0,232.0,39.0,28.0,20.0,2.0,22.0,20.0,,181.0,11.0,339.0,1.0,,32.0,18.0,55.0,,549.0,,0.0,10.0,20.0,,32.0,1.0,755.0,,11.0,7.0,2.0,15.0,0.0
360755,29,2012-03-21 20:00:00,14,Liverpool,Away,180.0,11.0,5.0,6.0,1.0,7.0,,272.0,7.0,,1.0,7.0,30.0,29.0,446.0,,2.0,21.0,9.0,12.0,11.0,3.0,1.0,,1.0,,1.0,,,,,,11.0,,,,,,,1.0,,4.0,7.0,95.0,66.0,1.0,1.0,1.0,1.0,5.0,8.0,,17.0,17.0,5.0,1.0,8.0,1.0,44.0,47.0,1.0,15.0,7.0,1.0,,87.0,7.0,8.0,,4.0,1.0,1.0,228.0,,,,,,,9.0,1.0,1.0,1.0,11.0,1.0,13.0,12.0,2.0,1.0,108.0,85.0,56.0,7.0,1.0,6.0,8.0,7.0,,2.0,,,81.0,57.0,22.0,,,,,,178.0,170.0,4.0,28.0,28.0,56.5,1.0,1.0,0.0,117.0,,2.0,,1.0,1.0,7.0,2.0,3.0,164.0,,14.0,206.0,19.0,23.0,22.0,13.0,36.0,23.0,1.0,224.0,17.0,378.0,1.0,,29.0,31.0,48.0,4.0,548.0,,0.0,19.0,18.0,2.0,22.0,0.0,756.0,,10.0,9.0,17.0,15.0,0.0
360762,30,2012-03-24 15:00:00,14,Liverpool,Home,198.0,12.0,1.0,5.0,4.0,6.0,2.0,240.0,6.0,1.0,7.0,12.0,21.0,46.0,433.0,,,27.0,6.0,10.0,11.0,2.0,,,,,1.0,,,,,,16.0,,,,,,,,,4.0,4.0,84.0,57.0,1.0,,1.0,,8.0,9.0,,6.0,11.0,14.0,,13.0,,49.0,45.0,,3.0,2.0,,,85.0,17.0,10.0,1.0,4.0,2.0,1.0,221.0,1.0,,1.0,1.0,,,7.0,1.0,,4.0,6.0,,8.0,6.0,,7.0,113.0,100.0,67.0,,,4.0,10.0,5.0,,4.0,,,65.0,68.0,42.0,1.0,1.0,1.0,,,174.0,166.0,4.0,27.0,16.0,56.9,,,0.0,107.0,,,,2.0,,6.0,1.0,3.0,141.0,,14.0,208.0,28.0,11.0,18.0,5.0,32.0,27.0,,202.0,14.0,349.0,,1.0,25.0,23.0,69.0,2.0,525.0,,0.0,19.0,15.0,,34.0,1.0,726.0,,16.0,10.0,6.0,10.0,0.0
360774,31,2012-04-01 13:30:00,14,Liverpool,Away,206.0,10.0,1.0,3.0,2.0,3.0,,167.0,4.0,,9.0,4.0,19.0,22.0,370.0,,,12.0,10.0,14.0,3.0,2.0,,,,,,,,,,,,,,,,,,,1.0,7.0,3.0,76.0,57.0,,1.0,,1.0,4.0,7.0,,6.0,12.0,6.0,,10.0,,44.0,50.0,1.0,8.0,1.0,,1.0,70.0,12.0,10.0,,,,,175.0,,,,,,,8.0,,1.0,1.0,6.0,2.0,10.0,8.0,,9.0,111.0,76.0,43.0,3.0,,2.0,3.0,2.0,,3.0,,,38.0,64.0,19.0,,,,,,156.0,150.0,3.0,21.0,21.0,51.4,,2.0,0.0,100.0,1.0,,,1.0,,3.0,,3.0,74.0,,5.0,217.0,33.0,14.0,14.0,5.0,26.0,21.0,,132.0,9.0,271.0,1.0,,17.0,19.0,48.0,5.0,462.0,,1.0,9.0,19.0,2.0,16.0,3.0,624.0,,5.0,7.0,6.0,12.0,0.0
360782,32,2012-04-07 15:00:00,14,Liverpool,Home,217.0,25.0,2.0,13.0,11.0,1.0,1.0,305.0,4.0,,9.0,3.0,14.0,54.0,509.0,1.0,,29.0,8.0,11.0,17.0,2.0,,,,,,,,,,,17.0,,,,,1.0,2.0,,1.0,3.0,2.0,83.0,64.0,1.0,1.0,1.0,,2.0,2.0,,11.0,20.0,14.0,,8.0,,26.0,41.0,,9.0,4.0,,,87.0,5.0,9.0,1.0,4.0,3.0,,238.0,,,,,,,8.0,,2.0,,8.0,4.0,8.0,6.0,1.0,9.0,155.0,87.0,57.0,3.0,,14.0,5.0,5.0,,1.0,3.0,,118.0,88.0,34.0,,,,,,181.0,174.0,2.0,25.0,25.0,69.6,3.0,1.0,0.0,136.0,,1.0,,2.0,,17.0,1.0,3.0,159.0,,19.0,243.0,44.0,16.0,13.0,11.0,48.0,37.0,,212.0,10.0,417.0,2.0,,11.0,15.0,68.0,1.0,612.0,2.0,0.0,24.0,12.0,,31.0,1.0,826.0,,14.0,9.0,11.0,12.0,0.0
360790,33,2012-04-10 20:00:00,14,Liverpool,Away,130.0,10.0,2.0,4.0,2.0,3.0,,147.0,3.0,,4.0,9.0,6.0,35.0,273.0,,,12.0,8.0,19.0,5.0,2.0,3.0,,1.0,,3.0,,,,,,,,,,,,,,,8.0,7.0,64.0,50.0,,,3.0,4.0,5.0,7.0,,4.0,4.0,3.0,,10.0,3.0,41.0,56.0,4.0,19.0,11.0,,,58.0,14.0,16.0,1.0,,,3.0,131.0,2.0,,2.0,1.0,1.0,1.0,6.0,,2.0,1.0,20.0,,13.0,8.0,,4.0,80.0,78.0,44.0,4.0,2.0,3.0,6.0,6.0,,4.0,,,38.0,35.0,11.0,1.0,2.0,2.0,1.0,,132.0,117.0,1.0,18.0,16.0,47.8,,,0.0,79.0,2.0,2.0,,2.0,3.0,5.0,,3.0,53.0,,9.0,156.0,19.0,34.0,10.0,4.0,14.0,10.0,,92.0,12.0,212.0,4.0,,27.0,7.0,62.0,5.0,354.0,,1.0,16.0,15.0,,14.0,5.0,530.0,,2.0,6.0,4.0,9.0,0.0
360802,34,2012-05-01 19:45:00,14,Liverpool,Home,246.0,27.0,1.0,11.0,10.0,4.0,1.0,253.0,3.0,1.0,6.0,7.0,27.0,50.0,488.0,,,21.0,9.0,20.0,13.0,1.0,,,1.0,,1.0,1.0,,,,,18.0,,,,,,,,1.0,6.0,5.0,78.0,69.0,,,,3.0,2.0,7.0,,5.0,14.0,14.0,,8.0,2.0,43.0,53.0,3.0,3.0,1.0,,1.0,93.0,12.0,7.0,,3.0,2.0,1.0,191.0,,,,,,,6.0,,,1.0,4.0,,11.0,7.0,,6.0,147.0,87.0,62.0,4.0,,9.0,5.0,4.0,,2.0,,1.0,78.0,83.0,24.0,,,,,,146.0,142.0,3.0,27.0,31.0,59.5,,,0.0,158.0,4.0,,,,,15.0,,3.0,115.0,,14.0,264.0,50.0,7.0,12.0,5.0,35.0,30.0,,168.0,10.0,345.0,,1.0,14.0,28.0,69.0,5.0,574.0,2.0,0.0,21.0,22.0,,22.0,0.0,755.0,,7.0,4.0,5.0,16.0,0.0
360814,35,2012-04-22 16:00:00,14,Liverpool,Home,203.0,36.0,3.0,7.0,4.0,5.0,,276.0,5.0,,6.0,5.0,20.0,51.0,472.0,,2.0,33.0,13.0,16.0,21.0,2.0,1.0,,,,,,,1.0,,,22.0,,,,,1.0,,,,4.0,5.0,85.0,54.0,2.0,3.0,,1.0,8.0,3.0,,15.0,17.0,15.0,,14.0,1.0,53.0,46.0,1.0,15.0,10.0,1.0,1.0,93.0,12.0,8.0,,1.0,,,193.0,,,,,,,8.0,,,1.0,15.0,2.0,13.0,9.0,2.0,6.0,141.0,82.0,56.0,3.0,,14.0,9.0,6.0,,2.0,,,81.0,76.0,38.0,,,,,,176.0,171.0,6.0,26.0,14.0,63.3,1.0,,0.0,145.0,2.0,,,,1.0,16.0,,3.0,170.0,,23.0,227.0,53.0,20.0,20.0,14.0,46.0,32.0,1.0,223.0,12.0,383.0,,,16.0,21.0,73.0,2.0,564.0,1.0,0.0,30.0,14.0,2.0,34.0,2.0,806.0,,8.0,8.0,15.0,10.0,0.0
360822,36,2012-04-28 17:30:00,14,Liverpool,Away,280.0,27.0,1.0,3.0,2.0,2.0,,174.0,6.0,,8.0,5.0,24.0,35.0,451.0,1.0,,22.0,8.0,5.0,7.0,1.0,1.0,,1.0,,1.0,,1.0,,,,14.0,,,,,1.0,,,,4.0,5.0,110.0,76.0,2.0,4.0,,2.0,4.0,1.0,,7.0,5.0,1.0,,11.0,1.0,34.0,33.0,2.0,16.0,8.0,,,64.0,4.0,8.0,3.0,1.0,,1.0,205.0,1.0,,1.0,1.0,,,11.0,3.0,1.0,,11.0,1.0,14.0,12.0,,8.0,133.0,95.0,44.0,5.0,,4.0,5.0,5.0,,2.0,2.0,,64.0,59.0,17.0,,,,,,179.0,172.0,3.0,45.0,18.0,55.6,1.0,1.0,0.0,120.0,,1.0,,1.0,1.0,7.0,2.0,2.0,103.0,,9.0,310.0,52.0,23.0,18.0,6.0,12.0,6.0,1.0,151.0,7.0,270.0,1.0,,39.0,24.0,71.0,5.0,568.0,1.0,0.0,16.0,12.0,2.0,25.0,0.0,755.0,,10.0,8.0,7.0,9.0,0.0
360834,37,2012-05-08 20:00:00,14,Liverpool,Home,189.0,24.0,4.0,6.0,3.0,8.0,,199.0,6.0,,,10.0,10.0,38.0,382.0,,1.0,12.0,6.0,16.0,13.0,2.0,1.0,,,,1.0,,,,,,15.0,,,1.0,,1.0,1.0,,2.0,6.0,5.0,67.0,57.0,6.0,6.0,3.0,,6.0,2.0,,7.0,7.0,8.0,1.0,12.0,1.0,44.0,57.0,,17.0,6.0,,,71.0,17.0,13.0,,6.0,,1.0,169.0,2.0,,2.0,1.0,1.0,,6.0,2.0,,1.0,9.0,2.0,9.0,7.0,,,110.0,75.0,47.0,4.0,2.0,9.0,8.0,6.0,,4.0,,,49.0,56.0,20.0,,,,,1.0,131.0,128.0,4.0,31.0,20.0,53.2,2.0,,0.0,113.0,1.0,,,,1.0,11.0,,2.0,118.0,,17.0,210.0,33.0,20.0,15.0,5.0,19.0,15.0,1.0,158.0,16.0,268.0,,,28.0,11.0,54.0,3.0,459.0,2.0,0.0,23.0,21.0,1.0,16.0,2.0,637.0,,11.0,7.0,7.0,14.0,0.0
360845,38,2012-05-13 15:00:00,14,Liverpool,Away,134.0,15.0,2.0,4.0,2.0,,,142.0,8.0,,1.0,8.0,14.0,24.0,272.0,,,18.0,2.0,5.0,7.0,2.0,,,,,,,,,,,8.0,,,,,,,,1.0,9.0,4.0,65.0,17.0,1.0,1.0,,1.0,3.0,8.0,,5.0,10.0,6.0,,15.0,1.0,34.0,36.0,1.0,8.0,3.0,,,57.0,6.0,5.0,,1.0,,,130.0,,,,,,,9.0,,1.0,,4.0,,20.0,13.0,,1.0,81.0,71.0,41.0,6.0,,5.0,4.0,5.0,,5.0,2.0,,38.0,41.0,19.0,,,,,,148.0,143.0,3.0,4.0,7.0,37.6,,1.0,0.0,79.0,2.0,1.0,,,,5.0,,2.0,78.0,,9.0,157.0,28.0,13.0,8.0,4.0,20.0,16.0,,118.0,6.0,218.0,1.0,,26.0,15.0,46.0,,355.0,1.0,0.0,13.0,22.0,,25.0,1.0,533.0,,15.0,4.0,5.0,17.0,0.0
