matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442212,22,2013-01-12 15:00:00,111,Wigan,Away,183.0,16.0,1.0,4.0,3.0,6.0,,197.0,9.0,,3.0,8.0,14.0,35.0,376.0,,1.0,12.0,9.0,8.0,12.0,1.0,,1.0,,,,,,,,,,,,13.0,,,,1.0,4.0,8.0,,,74.0,56.0,2.0,2.0,,3.0,2.0,10.0,1.0,,8.0,10.0,5.0,,6.0,,47.0,48.0,3.0,21.0,6.0,,1.0,63.0,17.0,9.0,1.0,,1.0,1.0,,167.0,1.0,,,1.0,,,11.0,1.0,1.0,2.0,9.0,1.0,15.0,8.0,2.0,3.0,111.0,79.0,46.0,6.0,,6.0,8.0,7.0,,4.0,3.0,,82.0,62.0,13.0,,,,,,142.0,135.0,5.0,22.0,25.0,50.8,,1.0,0.0,114.0,1.0,,,,1.0,7.0,,2.0,82.0,,14.0,203.0,34.0,28.0,15.0,7.0,23.0,16.0,2.0,123.0,13.0,286.0,1.0,,17.0,14.0,54.0,,466.0,,0.0,16.0,23.0,1.0,13.0,1.0,643.0,,7.0,8.0,8.0,18.0,0.0
442228,23,2013-01-19 15:00:00,111,Wigan,Home,188.0,14.0,2.0,8.0,6.0,2.0,,348.0,5.0,1.0,2.0,5.0,22.0,37.0,528.0,,1.0,27.0,12.0,9.0,12.0,3.0,,,,1.0,1.0,,2.0,,,,,,,16.0,,,1.0,1.0,9.0,2.0,,,83.0,49.0,1.0,,1.0,1.0,5.0,5.0,,,9.0,13.0,10.0,,9.0,,45.0,43.0,1.0,4.0,2.0,,,72.0,11.0,14.0,1.0,,6.0,3.0,2.0,178.0,1.0,,1.0,1.0,,,6.0,1.0,,1.0,2.0,1.0,12.0,6.0,1.0,2.0,189.0,83.0,53.0,,,9.0,7.0,6.0,,,4.0,,116.0,93.0,24.0,1.0,1.0,1.0,,,156.0,155.0,2.0,19.0,25.0,70.4,1.0,,0.0,173.0,1.0,1.0,,,,12.0,,3.0,143.0,,16.0,209.0,36.0,5.0,17.0,5.0,31.0,26.0,,182.0,5.0,445.0,,1.0,21.0,24.0,55.0,2.0,623.0,,0.0,23.0,12.0,2.0,27.0,3.0,794.0,,12.0,8.0,9.0,9.0,0.0
442235,24,2013-01-29 19:45:00,111,Wigan,Away,181.0,14.0,,5.0,5.0,3.0,,260.0,14.0,1.0,6.0,3.0,13.0,36.0,436.0,,1.0,23.0,16.0,18.0,9.0,,,,,,,,,,,,,,,13.0,,,,,3.0,7.0,,,77.0,54.0,2.0,2.0,,3.0,2.0,3.0,,,1.0,13.0,5.0,,8.0,1.0,42.0,53.0,3.0,6.0,2.0,,,56.0,10.0,12.0,1.0,,1.0,1.0,,178.0,2.0,,2.0,2.0,,,14.0,2.0,2.0,,7.0,,11.0,8.0,1.0,6.0,142.0,78.0,49.0,,1.0,3.0,8.0,6.0,,2.0,2.0,,116.0,53.0,20.0,,,,,,159.0,146.0,1.0,24.0,22.0,63.1,,1.0,0.0,133.0,,1.0,,,,5.0,,2.0,102.0,,11.0,206.0,27.0,19.0,20.0,1.0,20.0,19.0,,139.0,6.0,344.0,2.0,1.0,18.0,16.0,59.0,4.0,530.0,,0.0,13.0,8.0,3.0,27.0,1.0,713.0,,14.0,15.0,1.0,6.0,0.0
442248,25,2013-02-02 15:00:00,111,Wigan,Home,162.0,13.0,3.0,5.0,2.0,4.0,,124.0,9.0,,3.0,8.0,5.0,30.0,281.0,,,24.0,14.0,10.0,3.0,,,,,,,,,,1.0,,,,,4.0,,,,1.0,11.0,6.0,,,65.0,63.0,1.0,,1.0,6.0,2.0,12.0,,,8.0,7.0,5.0,1.0,18.0,,56.0,55.0,6.0,19.0,5.0,1.0,,44.0,7.0,16.0,,,2.0,2.0,,167.0,2.0,1.0,2.0,,2.0,,15.0,,1.0,,9.0,,36.0,26.0,7.0,3.0,91.0,80.0,39.0,5.0,1.0,1.0,4.0,3.0,,6.0,6.0,,79.0,46.0,9.0,,,,,,195.0,183.0,2.0,33.0,21.0,45.4,,,0.0,63.0,,,,1.0,,2.0,,3.0,45.0,,5.0,207.0,31.0,31.0,10.0,8.0,22.0,14.0,,72.0,12.0,201.0,1.0,,36.0,5.0,53.0,3.0,386.0,3.0,0.0,7.0,24.0,,27.0,0.0,636.0,,20.0,5.0,8.0,18.0,0.0
442250,26,2013-02-09 15:00:00,111,Wigan,Away,152.0,13.0,1.0,6.0,5.0,2.0,,187.0,2.0,,5.0,10.0,13.0,33.0,333.0,1.0,,9.0,12.0,8.0,9.0,2.0,,,,,,,,,,,,,1.0,11.0,,,,1.0,15.0,12.0,,,61.0,66.0,,,,1.0,5.0,7.0,,,6.0,8.0,6.0,,8.0,3.0,46.0,40.0,1.0,10.0,2.0,,1.0,51.0,13.0,8.0,,,1.0,,,156.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,6.0,,29.0,21.0,8.0,5.0,101.0,71.0,38.0,10.0,1.0,2.0,10.0,6.0,,7.0,4.0,,114.0,35.0,12.0,,,,,,153.0,142.0,,30.0,30.0,47.0,,1.0,0.0,97.0,4.0,4.0,,,,3.0,,2.0,76.0,,12.0,180.0,22.0,21.0,9.0,5.0,19.0,14.0,,98.0,6.0,254.0,1.0,,33.0,13.0,52.0,3.0,415.0,1.0,0.0,14.0,21.0,,14.0,2.0,619.0,,14.0,3.0,6.0,18.0,0.0
442266,27,2013-02-23 15:00:00,111,Wigan,Away,264.0,18.0,4.0,6.0,2.0,6.0,,315.0,7.0,,3.0,5.0,24.0,47.0,573.0,,2.0,21.0,13.0,27.0,9.0,3.0,,1.0,,,,,,,,,,,1.0,10.0,,,,,5.0,2.0,,,120.0,58.0,2.0,,2.0,2.0,4.0,4.0,,,9.0,15.0,6.0,1.0,13.0,,51.0,51.0,2.0,14.0,8.0,,1.0,66.0,11.0,9.0,2.0,,1.0,1.0,,187.0,3.0,,2.0,2.0,1.0,1.0,11.0,2.0,1.0,,18.0,,14.0,13.0,1.0,3.0,186.0,91.0,55.0,2.0,,5.0,10.0,7.0,,1.0,,,118.0,78.0,16.0,,,,,,167.0,148.0,2.0,17.0,35.0,70.1,,,0.0,167.0,,,,1.0,1.0,6.0,1.0,2.0,118.0,,15.0,292.0,37.0,33.0,14.0,6.0,28.0,22.0,2.0,147.0,15.0,396.0,1.0,,19.0,24.0,65.0,1.0,660.0,,0.0,17.0,11.0,3.0,25.0,1.0,849.0,,7.0,4.0,9.0,7.0,0.0
442278,28,2013-03-02 17:30:00,111,Wigan,Home,181.0,19.0,1.0,8.0,7.0,4.0,,253.0,4.0,,3.0,8.0,19.0,41.0,426.0,,1.0,20.0,5.0,6.0,8.0,1.0,,,,,,1.0,2.0,,,,,,,10.0,,,,,6.0,2.0,,,79.0,73.0,1.0,1.0,,,3.0,7.0,1.0,,4.0,7.0,6.0,,14.0,1.0,49.0,48.0,,8.0,3.0,1.0,,67.0,12.0,15.0,,,4.0,1.0,2.0,163.0,,,,,,,4.0,,,,4.0,,29.0,24.0,4.0,3.0,150.0,76.0,43.0,3.0,,2.0,7.0,6.0,,2.0,2.0,,83.0,78.0,15.0,,,,,,166.0,163.0,5.0,28.0,35.0,52.1,,,0.0,131.0,1.0,1.0,,,,5.0,,3.0,80.0,,9.0,200.0,37.0,11.0,18.0,3.0,17.0,14.0,,119.0,8.0,340.0,,,22.0,19.0,60.0,,523.0,,0.0,14.0,20.0,3.0,26.0,2.0,723.0,,24.0,7.0,5.0,18.0,0.0
442282,32,2013-04-17 19:45:00,111,Wigan,Away,163.0,19.0,1.0,1.0,,3.0,,207.0,6.0,2.0,3.0,6.0,20.0,28.0,369.0,,,22.0,6.0,7.0,7.0,,,1.0,,,,1.0,1.0,,,,,,,7.0,,,,,3.0,9.0,,,84.0,52.0,1.0,1.0,,1.0,4.0,13.0,,,4.0,7.0,2.0,,10.0,,39.0,50.0,1.0,8.0,2.0,,,58.0,6.0,12.0,,,2.0,,1.0,166.0,,,,,,,13.0,,1.0,1.0,3.0,,27.0,22.0,4.0,3.0,106.0,80.0,41.0,5.0,,2.0,5.0,4.0,,3.0,2.0,,103.0,72.0,13.0,,,,,,146.0,142.0,,22.0,22.0,49.6,,1.0,0.0,100.0,1.0,,,,1.0,2.0,,3.0,84.0,,7.0,184.0,33.0,12.0,15.0,2.0,11.0,9.0,2.0,122.0,10.0,283.0,1.0,2.0,21.0,21.0,54.0,2.0,456.0,,0.0,10.0,21.0,1.0,24.0,1.0,641.0,,17.0,10.0,4.0,16.0,0.0
442298,30,2013-03-17 16:00:00,111,Wigan,Home,128.0,12.0,6.0,7.0,1.0,3.0,,205.0,5.0,1.0,4.0,8.0,5.0,29.0,326.0,,1.0,21.0,13.0,9.0,8.0,1.0,,2.0,,1.0,,1.0,2.0,,,,,,,10.0,,,,,8.0,1.0,,,68.0,53.0,1.0,1.0,2.0,1.0,8.0,11.0,,1.0,7.0,13.0,1.0,,14.0,,53.0,49.0,1.0,6.0,3.0,,,43.0,9.0,12.0,1.0,,3.0,1.0,2.0,151.0,,,,,,,12.0,1.0,1.0,1.0,10.0,,23.0,17.0,4.0,4.0,81.0,86.0,49.0,3.0,1.0,3.0,6.0,4.0,,2.0,3.0,,70.0,57.0,13.0,,,,,,165.0,150.0,1.0,23.0,22.0,49.8,,,0.0,117.0,1.0,,,1.0,2.0,4.0,2.0,2.0,75.0,,9.0,151.0,28.0,21.0,14.0,6.0,21.0,15.0,2.0,111.0,10.0,287.0,2.0,1.0,27.0,7.0,46.0,1.0,417.0,3.0,0.0,16.0,21.0,1.0,25.0,1.0,618.0,,9.0,7.0,7.0,16.0,0.0
442308,31,2013-03-30 15:00:00,111,Wigan,Home,94.0,10.0,4.0,5.0,1.0,1.0,,219.0,6.0,,1.0,9.0,14.0,22.0,308.0,,1.0,15.0,8.0,10.0,11.0,2.0,,1.0,,,,,,,,,,,,11.0,,,,,1.0,6.0,,,53.0,58.0,1.0,1.0,,5.0,3.0,3.0,,,10.0,15.0,,,14.0,,42.0,47.0,5.0,23.0,16.0,,,61.0,14.0,11.0,1.0,1.0,,,,154.0,1.0,,1.0,1.0,,,9.0,1.0,2.0,,35.0,,11.0,7.0,,1.0,95.0,62.0,33.0,3.0,,8.0,6.0,3.0,,3.0,,,118.0,38.0,11.0,,,,,,174.0,148.0,3.0,28.0,24.0,52.8,,,0.0,89.0,,,,,1.0,8.0,1.0,2.0,107.0,,14.0,117.0,20.0,49.0,9.0,8.0,23.0,15.0,1.0,144.0,2.0,297.0,2.0,,32.0,14.0,43.0,4.0,391.0,,0.0,14.0,20.0,3.0,22.0,1.0,599.0,,15.0,6.0,10.0,18.0,0.0
442314,32,2013-04-07 16:10:00,111,Wigan,Away,135.0,11.0,2.0,6.0,4.0,2.0,,374.0,4.0,,3.0,1.0,9.0,41.0,503.0,,1.0,12.0,10.0,13.0,12.0,1.0,,,1.0,,,,2.0,,,,,,,13.0,,,,1.0,4.0,5.0,,,100.0,57.0,2.0,2.0,,,7.0,22.0,,,10.0,11.0,7.0,,24.0,,73.0,45.0,,18.0,8.0,,,74.0,12.0,8.0,,,4.0,,2.0,180.0,,,,,,,6.0,,1.0,,12.0,,13.0,12.0,,3.0,155.0,68.0,46.0,2.0,1.0,2.0,11.0,7.0,,3.0,,,139.0,102.0,23.0,,,,,,158.0,150.0,3.0,23.0,24.0,67.9,,1.0,0.0,154.0,,,,,,4.0,,3.0,169.0,,13.0,149.0,20.0,26.0,8.0,5.0,23.0,18.0,,213.0,5.0,463.0,1.0,,10.0,10.0,53.0,2.0,589.0,,0.0,18.0,21.0,1.0,16.0,3.0,774.0,,10.0,3.0,10.0,18.0,0.0
442328,33,2013-05-07 19:45:00,111,Wigan,Home,162.0,11.0,3.0,7.0,4.0,3.0,1.0,257.0,5.0,1.0,3.0,7.0,14.0,50.0,412.0,,,27.0,9.0,13.0,9.0,3.0,,,,,,1.0,1.0,,,,,,,10.0,,,,1.0,8.0,4.0,,,78.0,55.0,,,,2.0,4.0,5.0,,,4.0,18.0,4.0,,11.0,1.0,52.0,55.0,2.0,8.0,3.0,2.0,2.0,73.0,15.0,13.0,,,2.0,2.0,1.0,147.0,1.0,,1.0,1.0,,,5.0,2.0,,,5.0,,19.0,14.0,,3.0,122.0,67.0,38.0,4.0,2.0,3.0,10.0,8.0,,4.0,1.0,,110.0,68.0,17.0,,,,,,141.0,136.0,3.0,20.0,26.0,53.3,,,0.0,141.0,1.0,,,,,4.0,2.0,3.0,113.0,,13.0,173.0,30.0,13.0,23.0,4.0,28.0,24.0,,155.0,7.0,343.0,,1.0,21.0,14.0,77.0,1.0,488.0,1.0,0.0,16.0,19.0,,28.0,2.0,689.0,,12.0,10.0,4.0,17.0,0.0
442338,34,2013-04-20 15:00:00,111,Wigan,Away,98.0,13.0,2.0,3.0,1.0,1.0,,304.0,4.0,2.0,9.0,5.0,16.0,31.0,399.0,1.0,3.0,23.0,8.0,9.0,13.0,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,17.0,,,,,10.0,10.0,,,76.0,40.0,2.0,2.0,,2.0,4.0,4.0,,,6.0,10.0,8.0,,7.0,,36.0,53.0,2.0,7.0,4.0,,,71.0,12.0,14.0,,,3.0,2.0,1.0,164.0,,,,,,,8.0,,2.0,2.0,11.0,,12.0,7.0,1.0,9.0,126.0,69.0,39.0,3.0,,3.0,11.0,8.0,,5.0,5.0,,137.0,60.0,23.0,,,,,,145.0,135.0,3.0,15.0,13.0,63.4,,,0.0,114.0,3.0,3.0,,,,7.0,,3.0,130.0,,14.0,106.0,30.0,17.0,18.0,5.0,25.0,20.0,,175.0,6.0,399.0,2.0,2.0,14.0,18.0,48.0,2.0,480.0,1.0,0.0,19.0,19.0,3.0,25.0,1.0,669.0,,5.0,11.0,6.0,13.0,0.0
442348,35,2013-04-27 15:00:00,111,Wigan,Home,117.0,8.0,1.0,3.0,2.0,,,129.0,8.0,,1.0,6.0,6.0,13.0,243.0,,1.0,19.0,13.0,6.0,5.0,,,,,,,,,1.0,,,,,,6.0,,,,,7.0,9.0,,,48.0,44.0,,,,2.0,,3.0,,,3.0,7.0,1.0,1.0,8.0,2.0,43.0,44.0,2.0,15.0,7.0,1.0,,50.0,13.0,10.0,1.0,,5.0,3.0,,127.0,2.0,1.0,1.0,1.0,1.0,,11.0,1.0,,1.0,16.0,,20.0,12.0,1.0,1.0,71.0,66.0,29.0,3.0,,2.0,5.0,5.0,,4.0,3.0,1.0,62.0,33.0,13.0,,,,,,148.0,132.0,1.0,23.0,14.0,39.0,,2.0,0.0,79.0,1.0,1.0,,,,2.0,,3.0,61.0,,7.0,144.0,27.0,31.0,11.0,3.0,14.0,11.0,1.0,96.0,3.0,195.0,,,23.0,6.0,39.0,1.0,325.0,,0.0,7.0,22.0,1.0,24.0,3.0,515.0,,12.0,4.0,3.0,19.0,0.0
442357,36,2013-05-04 15:00:00,111,Wigan,Away,171.0,13.0,,6.0,6.0,,1.0,193.0,4.0,,5.0,4.0,10.0,36.0,358.0,1.0,,18.0,9.0,6.0,8.0,2.0,,,,1.0,,,1.0,,1.0,,1.0,,,9.0,,,,1.0,9.0,9.0,,,68.0,62.0,2.0,,2.0,4.0,3.0,4.0,1.0,,5.0,16.0,4.0,,11.0,1.0,40.0,43.0,4.0,16.0,7.0,,1.0,47.0,9.0,9.0,2.0,,3.0,2.0,1.0,126.0,3.0,,3.0,3.0,,,9.0,3.0,2.0,2.0,14.0,,33.0,21.0,3.0,5.0,103.0,75.0,46.0,7.0,1.0,5.0,8.0,5.0,,6.0,,,69.0,68.0,13.0,,,,,,136.0,123.0,,28.0,25.0,52.1,,2.0,0.0,129.0,4.0,2.0,,,,6.0,1.0,3.0,76.0,,13.0,190.0,24.0,29.0,21.0,3.0,25.0,22.0,,102.0,2.0,261.0,2.0,,30.0,10.0,64.0,1.0,426.0,1.0,0.0,14.0,16.0,,22.0,3.0,642.0,,6.0,12.0,5.0,11.0,0.0
442359,37,2013-05-14 19:45:00,111,Wigan,Away,188.0,18.0,1.0,3.0,2.0,2.0,1.0,250.0,3.0,,1.0,6.0,17.0,56.0,435.0,1.0,1.0,29.0,12.0,10.0,7.0,2.0,1.0,,1.0,,,,2.0,,,,,,,6.0,,,,2.0,14.0,7.0,4.0,7.0,75.0,49.0,1.0,1.0,,5.0,4.0,5.0,,,4.0,8.0,4.0,,14.0,1.0,52.0,43.0,5.0,10.0,2.0,1.0,,55.0,11.0,10.0,1.0,,3.0,1.0,2.0,163.0,,,,,,,8.0,,1.0,,7.0,,34.0,27.0,7.0,1.0,128.0,76.0,51.0,7.0,,5.0,4.0,2.0,500.0,4.0,2.0,,76.0,91.0,21.0,,,,,,147.0,147.0,2.0,17.0,27.0,52.5,,1.0,0.0,155.0,4.0,2.0,6.0,,,5.0,,3.0,75.0,420.0,9.0,211.0,30.0,18.0,20.0,3.0,16.0,13.0,,115.0,5.0,326.0,1.0,,18.0,17.0,80.0,5.0,521.0,1.0,0.0,11.0,13.0,1.0,32.0,2.0,733.0,15.0,14.0,10.0,4.0,11.0,0.0
442378,38,2013-05-19 16:00:00,111,Wigan,Home,176.0,30.0,2.0,7.0,5.0,,1.0,247.0,5.0,3.0,3.0,5.0,16.0,44.0,416.0,,2.0,11.0,6.0,12.0,8.0,2.0,,1.0,,,,1.0,1.0,,,,,,,12.0,,2.0,,1.0,3.0,5.0,,,72.0,53.0,1.0,2.0,,1.0,6.0,10.0,,,4.0,9.0,1.0,1.0,8.0,1.0,41.0,53.0,1.0,14.0,8.0,,1.0,57.0,11.0,12.0,,,6.0,3.0,1.0,156.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,1.0,10.0,2.0,22.0,15.0,,3.0,153.0,72.0,50.0,2.0,,4.0,7.0,4.0,,3.0,3.0,,89.0,70.0,15.0,,,,,,145.0,137.0,3.0,23.0,24.0,54.0,2.0,,0.0,131.0,,1.0,,,1.0,7.0,2.0,3.0,82.0,,11.0,203.0,50.0,22.0,11.0,3.0,16.0,13.0,4.0,124.0,4.0,325.0,1.0,3.0,13.0,17.0,61.0,2.0,512.0,,0.0,17.0,25.0,5.0,11.0,2.0,683.0,,12.0,4.0,4.0,22.0,0.0
