team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Brentford_94,2022-23,434662,Halil Dervisoglu,Galatasaray,Forward,Turkey,,,,1.0,,,,1.0,,,,,,,,,2.0,2.0,,,0.0271,,,,,,,,,1.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,7.0,1.0,,,,1.0,,0.0,,,1.0,,2.0,,,,,,,,,,0.0,0.0
Brentford_94,2022-23,249231,Keane Lewis-Potter,Brentford,Forward,England,8.0,4.0,4.0,10.0,,,13.0,3.0,1.0,,,,,6.0,,,36.0,23.0,13.0,0.2738,0.4839,,,4.2914,5.0,21.0,,,,10.0,,,1.0,,,,4.0,1.0,3.0,28.0,19.0,9.0,,,,,2.0,2.0,,4.0,,,9.0,1.0,,1.0,75.0,,,,,,,,,,7.0,4.0,20.0,,,33.0,,,,,,,,,2.0,1.0,2.0,2.0,2.0,,3.0,0.0,3.0,7.0,,1.0,1.0,4.0,2.0,,1.0,,33.0,14.0,46.0,1.0,,1.0,,2.0,317.0,18.0,2.0,1.0,4.0,66.0,76.0,0.0,4.0,1.0,20.0,30.0,154.0,,7.0,7.0,10.0,1.0,1.0,4.0,3.0,26.0,0.0,0.0
Brentford_94,2023-24,235448,Ellery Balcombe,Brentford,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2023-24,154561,David Raya,Arsenal,Goalkeeper,Spain,6.0,1.0,5.0,32.0,,,,,,35.0,16.0,,,,1.0,5.0,12.0,1.0,11.0,0.0742,,,,20.7262,,544.0,,,,32.0,218.0,37.0,,96.0,1.0,,24.0,21.0,3.0,6.0,,6.0,,,,,,,,,,,201.0,,,,708.0,,,,3.0,1.0,,,2.0,5.0,2.0,,271.0,,,161.0,1.0,46.0,4.0,26.0,20.0,16.0,,,,,,,,,32.0,0.0,,,,,,,,59.0,,143.0,114.0,527.0,498.0,,1.0,,,,2880.0,,13.0,,4.0,269.0,906.0,0.0,,1.0,,265.0,1176.0,,,,,148.0,,260.0,49.0,5.0,0.0,2.0
Brentford_94,2023-24,118342,Mark Flekken,Brentford,Goalkeeper,Netherlands,11.0,1.0,10.0,37.0,,,,,,40.0,7.0,,,1.0,1.0,4.0,26.0,8.0,18.0,0.1806,,,,56.6911,,813.0,2.0,,,37.0,308.0,112.0,1.0,289.0,3.0,,63.0,57.0,6.0,15.0,7.0,8.0,,,,,,,,3.0,1.0,,328.0,,,,948.0,,,1.0,2.0,,,,2.0,23.0,1.0,1.0,299.0,,,305.0,,115.0,1.0,63.0,50.0,32.0,,,,,,,,,37.0,0.0,1.0,,,,,3.0,,88.0,,321.0,197.0,806.0,682.0,,1.0,,,,3285.0,1.0,40.0,2.0,4.0,450.0,1446.0,0.0,,1.0,,443.0,1795.0,,,,1.0,232.0,,437.0,70.0,6.0,0.0,3.0
Brentford_94,2023-24,507433,Hákon Valdimarsson,Brentford,Goalkeeper,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2023-24,140200,Thomas Strakosha,AEK Athens,Goalkeeper,Albania,1.0,,1.0,2.0,,,,,,2.0,,,,,,,1.0,,1.0,0.009,,,,1.5723,,36.0,,,,2.0,18.0,2.0,,15.0,,,2.0,2.0,,,,,,,,,,,,,,,20.0,,,,37.0,,,,,,,,,1.0,,,11.0,,,10.0,,6.0,,3.0,3.0,3.0,,,,,,,,,1.0,0.0,,1.0,,,,,,2.0,,16.0,5.0,42.0,31.0,,,,,,135.0,,1.0,,1.0,19.0,66.0,0.0,,,,19.0,81.0,,,,,4.0,,19.0,5.0,,0.0,0.0
Brentford_94,2023-24,563883,Vincent Angelini,Brentford,Goalkeeper,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2023-24,472713,Aaron Hickey,Brentford,Defender,Scotland,11.0,9.0,2.0,9.0,,,77.0,2.0,3.0,,,,,3.0,,,67.0,29.0,38.0,0.1436,0.2095,,0.3127,9.1916,,67.0,1.0,,,9.0,,,,,,,12.0,11.0,1.0,56.0,20.0,36.0,,,,,,1.0,3.0,1.0,,,58.0,2.0,,,249.0,2.0,,,,,,,1.0,,11.0,4.0,42.0,,,50.0,,,,,,,,,,2.0,4.0,1.0,1.0,,9.0,0.0,7.0,,,,,5.0,,,1.0,9.0,86.0,139.0,216.0,7.0,9.0,1.0,2.0,18.0,720.0,10.0,10.0,10.0,16.0,60.0,252.0,0.0,5.0,16.0,7.0,27.0,381.0,,5.0,5.0,5.0,,,5.0,10.0,22.0,0.0,5.0
Brentford_94,2023-24,194010,Rico Henry,Brentford,Defender,Jamaica,10.0,6.0,4.0,5.0,,,40.0,,3.0,,1.0,,,3.0,,,42.0,18.0,24.0,0.7816,0.0801,,,4.4314,,47.0,1.0,,,5.0,,,1.0,,,,5.0,4.0,1.0,32.0,12.0,20.0,,,,,,,5.0,4.0,,,19.0,,,2.0,154.0,,,,,,,,,,9.0,5.0,24.0,,,50.0,,,,,,,1.0,,,,2.0,,,,5.0,0.0,1.0,,,2.0,2.0,7.0,,,,8.0,55.0,79.0,124.0,2.0,5.0,,2.0,13.0,402.0,8.0,5.0,4.0,6.0,52.0,156.0,0.0,2.0,7.0,7.0,24.0,251.0,,9.0,9.0,1.0,1.0,,5.0,8.0,19.0,0.0,1.0
Brentford_94,2023-24,213687,Charlie Goode,Stevenage,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2023-24,231065,Ethan Pinnock,Brentford,Defender,Jamaica,165.0,51.0,114.0,29.0,,2.0,136.0,3.0,24.0,,5.0,,,6.0,,,238.0,73.0,165.0,0.7733,2.0362,,1.1505,39.2229,,507.0,2.0,,,29.0,5.0,,,5.0,,2.0,46.0,42.0,4.0,73.0,22.0,51.0,,2.0,,0.0,3.0,2.0,43.0,4.0,,,309.0,,,,1367.0,,,,,,,,1.0,,29.0,16.0,131.0,,,446.0,,,,,,,,,3.0,,12.0,2.0,4.0,,28.0,0.0,,1.0,,,,6.0,,16.0,,71.0,307.0,867.0,1103.0,12.0,23.0,,6.0,18.0,2521.0,7.0,167.0,4.0,11.0,259.0,1398.0,0.0,16.0,35.0,46.0,224.0,1806.0,,7.0,7.0,3.0,38.0,,85.0,82.0,139.0,1.0,1.0
Brentford_94,2023-24,199249,Sergio Reguilón,Tottenham Hotspur,Defender,Spain,49.0,29.0,20.0,25.0,,,117.0,6.0,6.0,,3.0,,33.0,9.0,,,207.0,88.0,119.0,2.2492,0.7585,,0.0655,20.1149,,281.0,13.0,,,25.0,,,4.0,,,,28.0,26.0,2.0,158.0,59.0,99.0,1.0,,1.0,,2.0,1.0,21.0,24.0,1.0,,36.0,1.0,1.0,4.0,612.0,4.0,,1.0,,,,,,,53.0,27.0,96.0,,,212.0,,,,,,,,,2.0,1.0,9.0,1.0,2.0,1.0,18.0,1.0,10.0,7.0,6.0,26.0,16.0,16.0,,6.0,2.0,23.0,316.0,199.0,466.0,30.0,28.0,1.0,4.0,80.0,1534.0,21.0,38.0,14.0,26.0,296.0,646.0,1.0,11.0,58.0,32.0,157.0,1154.0,18.0,75.0,52.0,15.0,29.0,,40.0,58.0,117.0,0.0,7.0
Brentford_94,2023-24,48760,Zanka,FC København,Defender,Denmark,50.0,23.0,27.0,14.0,,1.0,29.0,2.0,5.0,,2.0,1.0,,3.0,,,96.0,44.0,52.0,0.4971,0.7425,,0.9383,22.3406,,275.0,11.0,,,14.0,,,,,,1.0,24.0,22.0,2.0,46.0,21.0,25.0,,,1.0,0.0,1.0,1.0,12.0,7.0,,1.0,163.0,1.0,,3.0,518.0,,,,,,,,1.0,,15.0,4.0,67.0,,,54.0,,,,,,,,,1.0,1.0,4.0,1.0,2.0,,12.0,0.0,1.0,2.0,,1.0,1.0,3.0,,9.0,1.0,26.0,171.0,223.0,367.0,5.0,12.0,1.0,9.0,52.0,1086.0,2.0,38.0,11.0,6.0,153.0,521.0,0.0,6.0,17.0,24.0,128.0,718.0,,7.0,7.0,1.0,26.0,,41.0,42.0,87.0,0.0,4.0
Brentford_94,2023-24,51927,Ben Mee,Brentford,Defender,England,67.0,32.0,35.0,16.0,,0.0,55.0,4.0,13.0,,1.0,1.0,,1.0,,,121.0,54.0,67.0,0.7159,1.4781,,0.2534,27.3445,,274.0,6.0,,,16.0,1.0,,,1.0,,2.0,26.0,22.0,4.0,54.0,22.0,32.0,,2.0,,2.0,3.0,,13.0,6.0,,,100.0,1.0,,1.0,589.0,,,,,,,,1.0,,14.0,8.0,67.0,,,176.0,,,,,,,,,3.0,1.0,4.0,,2.0,,15.0,1.0,3.0,1.0,,3.0,3.0,3.0,,8.0,,36.0,181.0,284.0,426.0,11.0,15.0,,10.0,46.0,1276.0,10.0,57.0,7.0,3.0,175.0,605.0,1.0,6.0,26.0,25.0,143.0,848.0,,2.0,2.0,3.0,25.0,,58.0,48.0,85.0,1.0,1.0
Brentford_94,2023-24,191866,Kristoffer Ajer,Brentford,Defender,Norway,88.0,23.0,65.0,28.0,,1.0,60.0,3.0,11.0,,2.0,,,4.0,,,190.0,69.0,121.0,2.6917,1.3118,,0.9747,29.6518,,316.0,14.0,,,28.0,5.0,,1.0,5.0,,2.0,33.0,29.0,4.0,102.0,46.0,56.0,,1.0,,1.0,3.0,2.0,25.0,11.0,,,208.0,,,1.0,708.0,2.0,,,,,,,1.0,,26.0,15.0,60.0,,1.0,138.0,,,,,,,,,3.0,,5.0,2.0,4.0,,21.0,0.0,8.0,7.0,,5.0,5.0,10.0,,7.0,,31.0,220.0,333.0,517.0,17.0,21.0,1.0,8.0,57.0,1833.0,8.0,78.0,25.0,10.0,226.0,722.0,0.0,9.0,38.0,61.0,174.0,1077.0,,17.0,17.0,2.0,23.0,1.0,55.0,56.0,119.0,0.0,5.0
Brentford_94,2023-24,432830,Nathan Collins,Brentford,Defender,Ireland,108.0,35.0,73.0,32.0,,0.0,125.0,2.0,30.0,,7.0,,,2.0,,,217.0,72.0,145.0,1.0633,1.6534,,0.9161,43.591,,600.0,4.0,,,32.0,3.0,,1.0,3.0,,1.0,51.0,47.0,4.0,109.0,37.0,72.0,,1.0,,1.0,1.0,1.0,44.0,10.0,1.0,,439.0,1.0,,3.0,1419.0,,,,,,,,2.0,,32.0,16.0,136.0,,,304.0,,,,,,,,,1.0,1.0,6.0,1.0,2.0,,29.0,0.0,1.0,3.0,,1.0,1.0,11.0,,11.0,,69.0,350.0,847.0,1127.0,18.0,20.0,2.0,10.0,64.0,2649.0,15.0,129.0,12.0,23.0,328.0,1468.0,0.0,8.0,38.0,49.0,272.0,1944.0,,3.0,3.0,2.0,50.0,,112.0,98.0,160.0,1.0,3.0
Brentford_94,2023-24,226956,Mads Roerslev,Brentford,Defender,Denmark,42.0,27.0,15.0,34.0,,0.0,126.0,2.0,3.0,,4.0,,,8.0,,,182.0,94.0,88.0,1.4086,0.9481,,0.9799,38.808,,269.0,4.0,,,34.0,,,2.0,,,1.0,40.0,38.0,2.0,140.0,67.0,73.0,,,,1.0,1.0,,19.0,13.0,1.0,,180.0,1.0,,3.0,602.0,2.0,,,,,,,2.0,,41.0,12.0,82.0,,1.0,30.0,,,,,,,,,1.0,1.0,4.0,,1.0,,22.0,0.0,14.0,12.0,,24.0,24.0,11.0,,6.0,,22.0,222.0,219.0,395.0,17.0,31.0,1.0,16.0,55.0,1987.0,30.0,61.0,10.0,15.0,301.0,605.0,0.0,5.0,48.0,24.0,188.0,1016.0,,38.0,38.0,15.0,35.0,,53.0,77.0,135.0,0.0,1.0
Brentford_94,2023-24,570241,Kim Ji-Soo,Brentford,Defender,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2023-24,516432,Valintino Adedokun,Brentford U21,Defender,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2023-24,622536,Benjamin Arthur,Brentford,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2023-24,612534,Benjamin Fredrick,Brentford,Defender,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2023-24,128295,Christian Nørgaard,Arsenal,Midfielder,Denmark,88.0,47.0,41.0,31.0,,2.0,226.0,12.0,6.0,,2.0,,1.0,7.0,,,318.0,159.0,159.0,2.4112,3.4674,,1.8066,43.8814,,502.0,24.0,,,31.0,,,1.0,,,2.0,51.0,46.0,5.0,230.0,112.0,118.0,2.0,2.0,,0.0,10.0,4.0,54.0,23.0,,,370.0,2.0,1.0,1.0,1400.0,,,,,,,,1.0,,58.0,42.0,216.0,,,343.0,,,,,,,,,10.0,2.0,16.0,4.0,7.0,1.0,30.0,0.0,10.0,1.0,,6.0,6.0,6.0,,7.0,24.0,60.0,602.0,574.0,1110.0,31.0,50.0,8.0,9.0,23.0,2513.0,19.0,49.0,41.0,32.0,342.0,1441.0,0.0,23.0,81.0,58.0,271.0,1919.0,,16.0,16.0,4.0,39.0,,75.0,76.0,196.0,1.0,8.0
Brentford_94,2023-24,513418,Kevin Schade,Brentford,Midfielder,Germany,31.0,14.0,17.0,11.0,,1.0,27.0,1.0,,,,,,8.0,,,72.0,44.0,28.0,0.7302,1.2012,,1.6498,3.5929,,26.0,2.0,,,11.0,,,1.0,,,2.0,5.0,5.0,,41.0,30.0,11.0,1.0,,1.0,1.0,,1.0,1.0,3.0,,,14.0,1.0,1.0,2.0,88.0,2.0,,,,,,,,,6.0,2.0,23.0,,2.0,21.0,,,,,,,,,,1.0,3.0,1.0,4.0,1.0,3.0,0.0,3.0,8.0,,2.0,2.0,2.0,,,1.0,,40.0,18.0,56.0,2.0,1.0,1.0,,,331.0,16.0,4.0,10.0,6.0,69.0,88.0,0.0,7.0,3.0,20.0,32.0,159.0,,3.0,3.0,10.0,,,1.0,2.0,31.0,0.0,0.0
Brentford_94,2023-24,207283,Mathias Jensen,Brentford,Midfielder,Denmark,17.0,11.0,6.0,32.0,3.0,1.0,211.0,3.0,6.0,,1.0,,65.0,14.0,,,244.0,148.0,96.0,4.752,0.698,0.1187,1.0816,42.3807,,337.0,22.0,1.0,3.0,32.0,,,3.0,,,3.0,45.0,42.0,3.0,227.0,137.0,90.0,1.0,,,2.0,1.0,1.0,23.0,38.0,1.0,1.0,203.0,2.0,3.0,2.0,878.0,1.0,,,,,,,2.0,,59.0,35.0,123.0,,2.0,221.0,,,,,,,,1.0,1.0,2.0,4.0,1.0,7.0,3.0,27.0,0.0,22.0,5.0,23.0,43.0,14.0,18.0,,7.0,20.0,82.0,448.0,359.0,682.0,22.0,32.0,8.0,43.0,68.0,2218.0,41.0,24.0,28.0,19.0,400.0,972.0,0.0,11.0,54.0,23.0,208.0,1510.0,31.0,70.0,32.0,23.0,25.0,2.0,62.0,51.0,146.0,0.0,5.0
Brentford_94,2023-24,183656,Josh Dasilva,Brentford,Midfielder,England,,,,3.0,,,2.0,,,,,,2.0,1.0,,,12.0,8.0,4.0,0.2415,,,,0.0532,,5.0,2.0,,,3.0,,,,,,,,,,12.0,8.0,4.0,,,,,,,,1.0,,,5.0,,,,13.0,,,,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,0.0,1.0,3.0,1.0,1.0,,2.0,,,,,8.0,2.0,9.0,1.0,1.0,,,,23.0,6.0,,2.0,,17.0,13.0,0.0,,2.0,7.0,4.0,33.0,1.0,5.0,4.0,2.0,,,,,4.0,0.0,0.0
Brentford_94,2023-24,216646,Yoane Wissa,Newcastle United,Forward,DR Congo,87.0,49.0,38.0,34.0,,7.0,109.0,15.0,3.0,,1.0,,2.0,17.0,,,278.0,141.0,137.0,2.0258,10.5634,,6.7322,34.9857,,117.0,29.0,1.0,,34.0,,,3.0,,,12.0,40.0,38.0,2.0,191.0,92.0,99.0,1.0,,2.0,5.0,11.0,12.0,9.0,27.0,,4.0,85.0,4.0,2.0,20.0,423.0,2.0,,,,,,,2.0,,40.0,21.0,99.0,,8.0,129.0,,,,,,,,,11.0,4.0,26.0,12.0,26.0,2.0,29.0,0.0,20.0,5.0,,5.0,5.0,20.0,,,12.0,12.0,231.0,96.0,310.0,12.0,16.0,3.0,,,2508.0,43.0,13.0,38.0,51.0,238.0,440.0,0.0,52.0,28.0,128.0,118.0,836.0,,16.0,16.0,23.0,2.0,3.0,9.0,30.0,109.0,4.0,7.0
Brentford_94,2023-24,428580,Frank Onyeka,Brentford,Midfielder,Nigeria,33.0,23.0,10.0,26.0,,0.0,91.0,8.0,7.0,,,,,6.0,,,175.0,86.0,89.0,1.3902,2.1765,,1.5729,20.6141,,112.0,20.0,,,26.0,,,2.0,,,1.0,27.0,23.0,4.0,142.0,63.0,79.0,,,,1.0,7.0,4.0,23.0,10.0,,,94.0,1.0,4.0,4.0,373.0,1.0,,,,,,,1.0,,21.0,8.0,73.0,,1.0,78.0,,,,,,,,,7.0,1.0,5.0,4.0,9.0,4.0,11.0,0.0,8.0,15.0,,5.0,5.0,11.0,,7.0,4.0,14.0,171.0,125.0,277.0,13.0,24.0,2.0,1.0,3.0,1155.0,26.0,17.0,24.0,31.0,157.0,375.0,0.0,14.0,37.0,28.0,84.0,645.0,,11.0,11.0,14.0,13.0,2.0,23.0,21.0,61.0,0.0,8.0
Brentford_94,2023-24,508395,Yehor Yarmoliuk,Brentford,Midfielder,Ukraine,19.0,10.0,9.0,27.0,,,78.0,3.0,4.0,,,,,5.0,,,96.0,47.0,49.0,0.6049,1.0046,,0.8638,9.9725,,82.0,8.0,,,27.0,,,,,,,9.0,8.0,1.0,77.0,37.0,40.0,2.0,,,,2.0,4.0,6.0,3.0,,,64.0,1.0,1.0,1.0,282.0,1.0,,,,,,,,,24.0,13.0,50.0,,,58.0,,,,,,,,,2.0,1.0,3.0,4.0,5.0,1.0,6.0,0.0,6.0,21.0,,1.0,1.0,17.0,,2.0,6.0,9.0,132.0,87.0,209.0,6.0,11.0,,,2.0,674.0,17.0,5.0,12.0,6.0,112.0,282.0,0.0,8.0,17.0,22.0,64.0,444.0,,13.0,13.0,7.0,3.0,,9.0,12.0,55.0,0.0,2.0
Brentford_94,2023-24,446008,Bryan Mbeumo,Manchester United,Forward,Cameroon,68.0,45.0,23.0,25.0,4.0,6.0,188.0,11.0,2.0,,4.0,,47.0,17.0,,,266.0,160.0,106.0,5.6276,9.8073,0.1921,5.3372,24.9636,,206.0,15.0,,4.0,25.0,,,6.0,,,9.0,31.0,28.0,3.0,198.0,115.0,83.0,1.0,,3.0,3.0,10.0,8.0,7.0,26.0,,8.0,201.0,1.0,3.0,3.0,620.0,5.0,,,,,3.0,3.0,1.0,,53.0,24.0,93.0,,1.0,55.0,,,,,,,,,10.0,1.0,22.0,8.0,20.0,3.0,22.0,0.0,4.0,3.0,17.0,29.0,10.0,26.0,,1.0,19.0,17.0,363.0,136.0,453.0,5.0,10.0,15.0,3.0,12.0,1959.0,81.0,12.0,22.0,42.0,407.0,650.0,0.0,42.0,15.0,115.0,180.0,1143.0,17.0,63.0,37.0,42.0,4.0,2.0,17.0,30.0,163.0,0.0,2.0
Brentford_94,2023-24,440089,Mikkel Damsgaard,Brentford,Midfielder,Denmark,23.0,11.0,12.0,23.0,1.0,,63.0,3.0,1.0,,,,7.0,9.0,,,128.0,70.0,58.0,0.9247,0.9235,0.0388,0.552,9.0766,,174.0,12.0,,1.0,23.0,,,2.0,,,,9.0,8.0,1.0,105.0,59.0,46.0,,,,,1.0,3.0,11.0,8.0,,,91.0,2.0,1.0,3.0,391.0,1.0,,,,,,,,,41.0,22.0,57.0,,,66.0,,,,,,,1.0,,1.0,2.0,2.0,3.0,4.0,1.0,7.0,0.0,7.0,16.0,1.0,3.0,1.0,9.0,,5.0,11.0,23.0,199.0,94.0,267.0,12.0,17.0,10.0,,7.0,834.0,19.0,10.0,14.0,8.0,170.0,394.0,0.0,6.0,29.0,20.0,104.0,590.0,6.0,26.0,17.0,11.0,4.0,1.0,14.0,20.0,90.0,0.0,2.0
Brentford_94,2023-24,450539,Myles Peart-Harris,Brentford,Midfielder,England,5.0,5.0,,3.0,,,3.0,,,,,,,,,,11.0,9.0,2.0,0.0042,,,,0.131,,3.0,2.0,,,3.0,,,,,,,,,,6.0,4.0,2.0,,,,,,,,1.0,,,,,,,7.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,3.0,,,,,,,,,4.0,1.0,5.0,,,,1.0,1.0,11.0,2.0,1.0,2.0,2.0,6.0,7.0,0.0,,,1.0,2.0,15.0,,1.0,1.0,,,,1.0,,1.0,0.0,0.0
Brentford_94,2023-24,432160,Shandon Baptiste,Luton Town,Midfielder,Grenada,9.0,6.0,3.0,10.0,,0.0,15.0,,1.0,,,,,1.0,,,31.0,18.0,13.0,0.3501,0.8932,,1.4222,3.4525,,32.0,1.0,,,10.0,,,1.0,,,1.0,5.0,4.0,1.0,22.0,12.0,10.0,,,,1.0,,1.0,3.0,3.0,,,16.0,,,,84.0,1.0,,,,,,,,,9.0,4.0,17.0,,1.0,23.0,,,,,,,,,,,,1.0,2.0,,2.0,0.0,2.0,8.0,,2.0,2.0,6.0,,,2.0,4.0,32.0,33.0,59.0,,4.0,,,1.0,225.0,5.0,5.0,3.0,,38.0,86.0,0.0,2.0,4.0,7.0,23.0,137.0,,1.0,1.0,5.0,6.0,,8.0,10.0,15.0,0.0,1.0
Brentford_94,2023-24,628204,Yunus Konak,Brentford,Midfielder,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2023-24,204580,Vitaly Janelt,Brentford,Midfielder,Germany,61.0,27.0,34.0,38.0,,0.0,267.0,8.0,9.0,,4.0,1.0,6.0,11.0,,,233.0,100.0,133.0,3.6791,1.7549,,2.1458,48.4978,,436.0,20.0,1.0,,38.0,,,3.0,,,1.0,52.0,48.0,4.0,172.0,73.0,99.0,2.0,,1.0,1.0,3.0,4.0,36.0,34.0,,1.0,209.0,5.0,2.0,3.0,1290.0,1.0,,,,,,,2.0,,52.0,26.0,189.0,,,394.0,,,,,,,,,3.0,5.0,6.0,4.0,7.0,2.0,37.0,0.0,21.0,1.0,2.0,20.0,18.0,8.0,,14.0,19.0,60.0,538.0,525.0,983.0,25.0,38.0,4.0,4.0,25.0,3069.0,17.0,57.0,27.0,28.0,355.0,1306.0,0.0,13.0,63.0,74.0,263.0,1759.0,3.0,39.0,36.0,7.0,38.0,1.0,72.0,84.0,191.0,0.0,8.0
Brentford_94,2023-24,591357,Ryan Trevitt,Brentford,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2023-24,494041,Ethan Brierley,Exeter City,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
