team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Sheffield_Utd_49,2023-24,201410,Auston Trusty,Celtic,Defender,United States,114.0,51.0,63.0,32.0,,,103.0,1.0,22.0,,1.0,1.0,,4.0,,,231.0,104.0,127.0,0.7821,0.3845,,0.314,60.6493,,328.0,13.0,,,32.0,1.0,,,1.0,,,81.0,71.0,10.0,117.0,53.0,64.0,,,1.0,,,2.0,35.0,8.0,3.0,,177.0,1.0,,3.0,835.0,1.0,,1.0,,,,,4.0,,30.0,19.0,89.0,,,235.0,,,,,,,,,1.0,5.0,2.0,2.0,,28.0,0.0,4.0,4.0,,2.0,2.0,6.0,,11.0,,36.0,182.0,486.0,630.0,17.0,30.0,,36.0,32.0,2573.0,9.0,145.0,23.0,13.0,245.0,843.0,0.0,7.0,47.0,29.0,177.0,1299.0,,3.0,3.0,5.0,40.0,,61.0,72.0,116.0,0.0,4.0
Sheffield_Utd_49,2023-24,40386,Chris Basham,Sheffield United,Defender,England,16.0,8.0,8.0,8.0,,,22.0,,4.0,,,,,,,,41.0,21.0,20.0,0.0755,0.1253,,,7.1069,,41.0,2.0,,,8.0,,,,,,,6.0,6.0,,25.0,13.0,12.0,,,,,,,5.0,2.0,,,46.0,,,2.0,122.0,,,,,,,,,,7.0,5.0,16.0,,,14.0,,,,,,,,,,2.0,,,,3.0,0.0,2.0,5.0,,,,3.0,,,1.0,4.0,38.0,56.0,90.0,5.0,2.0,,2.0,10.0,318.0,3.0,17.0,3.0,3.0,40.0,123.0,0.0,2.0,7.0,5.0,29.0,195.0,,4.0,4.0,1.0,5.0,,7.0,17.0,22.0,0.0,1.0
Sheffield_Utd_49,2023-24,108416,John Egan,Hull City,Defender,Ireland,23.0,9.0,14.0,6.0,,,16.0,1.0,4.0,,,,,,,,42.0,21.0,21.0,0.0155,0.1602,,0.1179,19.6019,,88.0,1.0,,,6.0,,,,,,,17.0,16.0,1.0,19.0,12.0,7.0,1.0,,,,1.0,1.0,13.0,,,,40.0,,,,181.0,,,1.0,,,,,,,7.0,6.0,21.0,,,39.0,,,,,,,,1.0,,1.0,1.0,1.0,,6.0,0.0,2.0,,,,,,,1.0,,5.0,24.0,104.0,123.0,2.0,4.0,,,,484.0,1.0,39.0,6.0,1.0,60.0,183.0,0.0,2.0,6.0,9.0,55.0,264.0,,,,,10.0,,31.0,15.0,24.0,0.0,2.0
Sheffield_Utd_49,2023-24,233821,Anel Ahmedhodzic,Feyenoord,Defender,Bosnia & Herzegovina,88.0,36.0,52.0,31.0,,1.0,83.0,4.0,26.0,,1.0,,,6.0,,,248.0,108.0,140.0,0.5844,3.1489,,2.2516,71.4447,,423.0,22.0,,,31.0,,,,,,2.0,89.0,81.0,8.0,160.0,72.0,88.0,1.0,1.0,1.0,1.0,3.0,3.0,34.0,7.0,2.0,,319.0,1.0,,2.0,950.0,2.0,,,,,,,4.0,,37.0,17.0,105.0,1.0,1.0,136.0,,,,,,,,3.0,1.0,10.0,3.0,5.0,,29.0,0.0,1.0,2.0,,1.0,1.0,11.0,,21.0,,48.0,207.0,521.0,679.0,28.0,36.0,1.0,3.0,23.0,2649.0,20.0,134.0,34.0,13.0,280.0,961.0,1.0,15.0,64.0,35.0,234.0,1388.0,,5.0,5.0,9.0,69.0,1.0,102.0,89.0,132.0,0.0,9.0
Sheffield_Utd_49,2023-24,83427,Jack Robinson,Birmingham City,Defender,England,115.0,45.0,70.0,34.0,,1.0,96.0,4.0,33.0,,1.0,2.0,,6.0,,,218.0,85.0,133.0,0.9539,1.2338,,1.7026,70.959,,471.0,16.0,,,34.0,,,1.0,,,1.0,83.0,73.0,10.0,103.0,40.0,63.0,1.0,,,0.0,4.0,4.0,33.0,11.0,2.0,1.0,162.0,,1.0,1.0,1035.0,,2.0,,,,,,3.0,,37.0,16.0,135.0,,,338.0,,,,,,,,4.0,,4.0,4.0,6.0,1.0,31.0,0.0,4.0,3.0,,4.0,4.0,5.0,,20.0,,72.0,273.0,555.0,752.0,15.0,28.0,1.0,105.0,68.0,2886.0,8.0,127.0,19.0,16.0,387.0,1067.0,0.0,10.0,43.0,31.0,243.0,1611.0,,8.0,8.0,3.0,78.0,1.0,126.0,80.0,117.0,0.0,10.0
Sheffield_Utd_49,2023-24,226182,Jayden Bogle,Leeds United,Defender,England,79.0,29.0,50.0,34.0,,1.0,119.0,10.0,11.0,,1.0,,,13.0,,,318.0,155.0,163.0,1.1532,2.2945,,2.3393,65.7638,,327.0,28.0,,,34.0,,,,,,3.0,79.0,70.0,9.0,239.0,126.0,113.0,1.0,,,2.0,7.0,7.0,32.0,10.0,1.0,,294.0,3.0,1.0,4.0,763.0,5.0,1.0,,,,,,4.0,,63.0,31.0,139.0,,3.0,32.0,,,,,,,,7.0,3.0,11.0,7.0,11.0,1.0,32.0,0.0,9.0,2.0,,10.0,10.0,25.0,,7.0,,34.0,272.0,276.0,504.0,30.0,36.0,1.0,19.0,136.0,2792.0,54.0,86.0,38.0,22.0,395.0,772.0,0.0,22.0,66.0,58.0,234.0,1455.0,,30.0,30.0,27.0,41.0,,73.0,81.0,161.0,0.0,9.0
Sheffield_Utd_49,2023-24,432990,Yasser Larouci,Watford,Defender,Algeria,5.0,4.0,1.0,11.0,,,36.0,2.0,1.0,,,,,2.0,,,58.0,25.0,33.0,0.0535,0.2279,,0.0379,13.588,,63.0,4.0,,,11.0,,,,,,,11.0,11.0,,53.0,21.0,32.0,,,,,1.0,1.0,7.0,2.0,,,4.0,1.0,,1.0,165.0,1.0,,,,,,,,,19.0,5.0,34.0,,,62.0,,,,,,,,1.0,1.0,3.0,1.0,1.0,,6.0,0.0,6.0,5.0,,,,10.0,,1.0,,2.0,56.0,63.0,117.0,8.0,9.0,,1.0,12.0,533.0,12.0,20.0,5.0,5.0,68.0,165.0,0.0,4.0,17.0,7.0,46.0,284.0,,6.0,6.0,7.0,11.0,,15.0,18.0,31.0,0.0,1.0
Sheffield_Utd_49,2023-24,549344,Sam Curtis,Chesterfield,Defender,Ireland,,,,1.0,,,1.0,,,,,,,,,,3.0,2.0,1.0,0.0006,,,,0.1342,,3.0,,,,1.0,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,3.0,,,,7.0,1.0,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,2.0,2.0,4.0,1.0,,,,2.0,27.0,1.0,,,,6.0,7.0,0.0,,1.0,,3.0,15.0,,1.0,1.0,,,,1.0,2.0,2.0,0.0,0.0
Sheffield_Utd_49,2023-24,194164,Mason Holgate,Everton,Defender,Jamaica,16.0,7.0,9.0,10.0,,,18.0,1.0,5.0,,,,,1.0,,,50.0,24.0,26.0,0.2062,0.6397,,,16.7829,,83.0,8.0,,,10.0,,,,,,,22.0,18.0,4.0,34.0,17.0,17.0,,,1.0,,1.0,,11.0,1.0,,,48.0,,,,162.0,1.0,,1.0,,,,,3.0,,9.0,7.0,30.0,,,16.0,,,,,,,,1.0,,2.0,,,,9.0,1.0,4.0,1.0,,2.0,2.0,1.0,,3.0,1.0,10.0,43.0,77.0,108.0,5.0,7.0,,20.0,18.0,713.0,2.0,39.0,8.0,4.0,80.0,165.0,1.0,2.0,12.0,3.0,47.0,307.0,,5.0,5.0,1.0,12.0,,23.0,17.0,24.0,0.0,3.0
Sheffield_Utd_49,2023-24,443211,Rhys Norrington-Davies,Sheffield United U21,Defender,Wales,2.0,1.0,1.0,5.0,,,12.0,,,,,,,,,,11.0,7.0,4.0,0.0048,,,,4.1872,,21.0,3.0,,,5.0,,,,,,,6.0,5.0,1.0,9.0,6.0,3.0,,,,,,,1.0,1.0,,,2.0,,,1.0,53.0,,,,,,,,,,4.0,2.0,4.0,,,19.0,,,,,,,,,,,,,,2.0,0.0,2.0,3.0,,,,1.0,,1.0,,1.0,11.0,28.0,38.0,,1.0,,2.0,9.0,111.0,2.0,2.0,3.0,1.0,23.0,54.0,0.0,,1.0,1.0,15.0,82.0,,2.0,2.0,,4.0,,6.0,7.0,9.0,0.0,1.0
Sheffield_Utd_49,2023-24,471848,Femi Seriki,Sheffield United U21,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2023-24,601496,Jili Buyabu,Sheffield United U21,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2023-24,616094,Dovydas Sasnauskas,Sheffield United U21,Defender,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2023-24,532372,Oliver Arblaster,Sheffield United,Midfielder,England,24.0,15.0,9.0,12.0,,,59.0,,7.0,,,,6.0,2.0,,,108.0,47.0,61.0,0.8653,0.0408,,0.068,22.1183,,138.0,9.0,,,12.0,,,,,,,28.0,25.0,3.0,84.0,32.0,52.0,,,,,,1.0,16.0,11.0,,,110.0,,,,404.0,,1.0,,,,,,2.0,,19.0,10.0,52.0,,,123.0,,,,,,,,,,,1.0,1.0,,11.0,0.0,4.0,1.0,,,,17.0,,4.0,5.0,21.0,199.0,152.0,330.0,9.0,14.0,1.0,,,946.0,14.0,8.0,10.0,12.0,116.0,430.0,0.0,1.0,23.0,4.0,79.0,592.0,3.0,7.0,4.0,6.0,11.0,,23.0,26.0,56.0,0.0,2.0
Sheffield_Utd_49,2023-24,196100,Gustavo Hamer,Sheffield United,Midfielder,Netherlands,22.0,16.0,6.0,36.0,6.0,3.0,178.0,15.0,9.0,,1.0,,78.0,23.0,,,244.0,154.0,90.0,4.555,2.9819,0.3302,4.0849,71.6114,,399.0,39.0,,6.0,36.0,,,6.0,,,4.0,83.0,74.0,9.0,222.0,138.0,84.0,,,,1.0,3.0,3.0,29.0,64.0,1.0,1.0,168.0,12.0,8.0,6.0,925.0,7.0,,1.0,,,,,4.0,,51.0,24.0,162.0,,3.0,237.0,,,,,,,1.0,3.0,12.0,19.0,3.0,15.0,8.0,34.0,0.0,16.0,2.0,20.0,33.0,8.0,28.0,,2.0,10.0,42.0,473.0,282.0,680.0,18.0,21.0,5.0,,1.0,2923.0,45.0,32.0,50.0,17.0,436.0,982.0,0.0,34.0,39.0,48.0,260.0,1478.0,51.0,82.0,13.0,28.0,38.0,3.0,82.0,60.0,178.0,0.0,9.0
Sheffield_Utd_49,2023-24,79934,Oliver Norwood,Stockport County,Midfielder,Northern Ireland,31.0,17.0,14.0,27.0,,0.0,95.0,4.0,9.0,,,1.0,35.0,5.0,,,128.0,63.0,65.0,1.2021,1.0845,,1.2264,41.2048,,378.0,13.0,,,27.0,,,,,,1.0,47.0,40.0,7.0,97.0,46.0,51.0,,,,1.0,,,21.0,17.0,,,186.0,4.0,5.0,,804.0,,,1.0,,,1.0,1.0,1.0,,25.0,15.0,98.0,,1.0,197.0,,,,,,,,,4.0,5.0,,6.0,5.0,16.0,0.0,4.0,11.0,12.0,16.0,2.0,1.0,,5.0,1.0,68.0,308.0,326.0,550.0,15.0,26.0,2.0,,1.0,1433.0,5.0,36.0,15.0,9.0,291.0,856.0,0.0,11.0,41.0,6.0,238.0,1099.0,20.0,36.0,8.0,1.0,49.0,,130.0,39.0,108.0,1.0,8.0
Sheffield_Utd_49,2023-24,424001,Vinicius Souza,VfL Wolfsburg,Midfielder,Brazil,108.0,41.0,67.0,36.0,,1.0,160.0,4.0,17.0,,1.0,1.0,,5.0,,,372.0,152.0,220.0,0.4855,0.636,,1.4962,69.7102,,288.0,37.0,,,36.0,,,,,,1.0,80.0,71.0,9.0,264.0,111.0,153.0,3.0,,,0.0,3.0,2.0,32.0,4.0,,,259.0,1.0,3.0,2.0,970.0,3.0,,1.0,,,,,4.0,,70.0,40.0,153.0,,1.0,274.0,,,,,,,,3.0,1.0,4.0,2.0,6.0,3.0,29.0,0.0,9.0,7.0,,2.0,2.0,17.0,,9.0,9.0,39.0,339.0,449.0,747.0,49.0,76.0,,,2.0,2672.0,36.0,75.0,48.0,14.0,278.0,981.0,0.0,10.0,125.0,35.0,195.0,1459.0,,8.0,8.0,11.0,39.0,1.0,54.0,73.0,141.0,0.0,3.0
Sheffield_Utd_49,2023-24,173807,Tom Davies,Sheffield United U21,Midfielder,England,6.0,3.0,3.0,9.0,,,16.0,2.0,1.0,,,,,1.0,,,41.0,24.0,17.0,0.1819,0.3556,,0.8557,7.0383,,35.0,6.0,,,9.0,,,,,,,11.0,11.0,,35.0,21.0,14.0,1.0,,,,1.0,1.0,3.0,1.0,,,17.0,1.0,,,90.0,,,1.0,,,,,,,6.0,1.0,21.0,,,24.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,0.0,2.0,7.0,,,,2.0,,,1.0,2.0,32.0,35.0,65.0,5.0,5.0,1.0,,1.0,214.0,9.0,5.0,7.0,2.0,43.0,92.0,0.0,2.0,10.0,5.0,25.0,147.0,,4.0,2.0,5.0,2.0,,4.0,10.0,21.0,0.0,2.0
Sheffield_Utd_49,2023-24,167878,Ben Osborn,Stockport County,Midfielder,England,28.0,22.0,6.0,24.0,,,136.0,3.0,2.0,,,,12.0,9.0,,,99.0,55.0,44.0,0.9141,0.2278,,,31.1678,,201.0,6.0,,,24.0,,,2.0,,,,40.0,37.0,3.0,71.0,33.0,38.0,1.0,,,,1.0,,8.0,11.0,,,49.0,2.0,,1.0,492.0,2.0,1.0,,,,,,4.0,,31.0,16.0,80.0,,,119.0,,,,,,,,1.0,2.0,1.0,,,,14.0,0.0,4.0,10.0,1.0,10.0,8.0,7.0,,1.0,4.0,23.0,214.0,188.0,369.0,13.0,9.0,1.0,5.0,45.0,1363.0,17.0,26.0,8.0,9.0,193.0,505.0,0.0,1.0,22.0,9.0,113.0,761.0,9.0,37.0,25.0,7.0,24.0,,41.0,33.0,72.0,0.0,3.0
Sheffield_Utd_49,2023-24,504198,Anis Ben Slimane,Norwich City,Midfielder,Tunisia,25.0,18.0,7.0,15.0,,,32.0,2.0,1.0,,,,,2.0,,,82.0,56.0,26.0,0.1352,0.7973,,0.3658,10.6582,,48.0,7.0,,,15.0,,,,,,,14.0,11.0,3.0,57.0,38.0,19.0,,,,,2.0,1.0,5.0,3.0,,,24.0,,2.0,2.0,129.0,1.0,1.0,,,,,,,,13.0,6.0,35.0,,,32.0,,,,,,,,2.0,,3.0,1.0,3.0,2.0,4.0,0.0,4.0,11.0,,,,2.0,,1.0,5.0,2.0,51.0,41.0,90.0,5.0,6.0,1.0,,,412.0,25.0,7.0,7.0,6.0,81.0,136.0,0.0,6.0,11.0,15.0,44.0,239.0,,,,13.0,2.0,,2.0,14.0,42.0,0.0,2.0
Sheffield_Utd_49,2023-24,432714,James McAtee,Nottingham Forest,Midfielder,England,43.0,31.0,12.0,31.0,2.0,2.0,149.0,8.0,,,,,7.0,14.0,,,260.0,156.0,104.0,2.1431,3.0665,0.0942,3.6947,52.0978,,146.0,11.0,,2.0,31.0,,,3.0,,,3.0,66.0,57.0,9.0,217.0,125.0,92.0,2.0,,,1.0,5.0,6.0,11.0,25.0,,2.0,133.0,3.0,,1.0,459.0,6.0,,,,,1.0,1.0,2.0,,38.0,21.0,96.0,,1.0,61.0,,,,,,,,5.0,3.0,9.0,6.0,9.0,,20.0,0.0,14.0,11.0,3.0,9.0,4.0,33.0,,,14.0,7.0,232.0,129.0,345.0,11.0,21.0,6.0,,1.0,1827.0,92.0,15.0,15.0,29.0,315.0,489.0,0.0,18.0,32.0,74.0,137.0,883.0,2.0,27.0,21.0,52.0,5.0,3.0,18.0,23.0,119.0,2.0,2.0
Sheffield_Utd_49,2023-24,476938,Ismaila Coulibaly,LASK,Midfielder,Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2023-24,538210,Andre Brooks,Sheffield United,Midfielder,England,25.0,14.0,11.0,20.0,,,59.0,3.0,1.0,,,,,2.0,,,122.0,67.0,55.0,0.2636,0.4026,,0.1419,22.4469,,66.0,8.0,,,20.0,,,,,,,29.0,27.0,2.0,97.0,53.0,44.0,,,,,,2.0,14.0,3.0,,,50.0,3.0,,,243.0,,,,,,,,2.0,,24.0,12.0,45.0,,,72.0,,,,,,,,,3.0,4.0,2.0,2.0,,12.0,0.0,12.0,8.0,,,,13.0,,,2.0,3.0,112.0,79.0,188.0,9.0,13.0,,,5.0,942.0,30.0,14.0,11.0,9.0,116.0,247.0,0.0,6.0,22.0,17.0,56.0,438.0,,8.0,8.0,11.0,12.0,,18.0,19.0,38.0,0.0,1.0
Sheffield_Utd_49,2023-24,552425,Sydie Peck,Sheffield United,Midfielder,England,,,,1.0,,,1.0,,,,,,,,,,,,,0.0002,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,9.0,,,,,,1.0,0.0,,,,,1.0,,,,,,,,,,0.0,0.0
Sheffield_Utd_49,2023-24,591538,Owen Hampson,Sheffield United U21,Midfielder,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2023-24,487836,Antwoine Hackford,AFC Wimbledon,Forward,England,1.0,1.0,,2.0,,,2.0,,,,,,,,,,2.0,2.0,,0.0002,,,,0.3998,,,,,,2.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,1.0,1.0,2.0,,,,,,11.0,1.0,,,,2.0,2.0,0.0,,,,,4.0,,,,1.0,,,,,,0.0,0.0
Sheffield_Utd_49,2023-24,195473,Rhian Brewster,Derby County,Forward,England,23.0,19.0,4.0,13.0,,,20.0,1.0,,,,,,1.0,,,51.0,37.0,14.0,0.0802,0.3662,,0.1904,5.8851,,17.0,4.0,,,13.0,,,,,,,8.0,6.0,2.0,28.0,18.0,10.0,1.0,,,,1.0,2.0,1.0,2.0,,,25.0,,1.0,1.0,70.0,,,,,,,,,,3.0,2.0,9.0,,,11.0,,,,,,,,1.0,,3.0,2.0,3.0,1.0,3.0,1.0,3.0,10.0,,,,,,,1.0,1.0,37.0,15.0,51.0,4.0,1.0,,,,339.0,12.0,2.0,5.0,5.0,44.0,73.0,1.0,6.0,5.0,20.0,21.0,124.0,,3.0,3.0,4.0,1.0,1.0,3.0,4.0,18.0,0.0,0.0
Sheffield_Utd_49,2023-24,169432,Oliver McBurnie,Hull City,Forward,Scotland,230.0,116.0,114.0,21.0,,0.0,83.0,6.0,2.0,,,,,5.0,,,327.0,167.0,160.0,1.9922,6.8908,,6.4406,30.2374,,120.0,12.0,1.0,,21.0,,,3.0,,,6.0,40.0,37.0,3.0,97.0,51.0,46.0,,1.0,2.0,6.0,6.0,11.0,5.0,9.0,,1.0,123.0,,,4.0,395.0,1.0,,,,,2.0,2.0,1.0,,30.0,16.0,41.0,2.0,4.0,72.0,,,,,,,,6.0,,10.0,11.0,17.0,,15.0,0.0,7.0,6.0,,2.0,2.0,6.0,,,36.0,1.0,172.0,70.0,239.0,10.0,7.0,1.0,,,1283.0,28.0,28.0,19.0,27.0,220.0,398.0,2.0,27.0,17.0,76.0,158.0,634.0,,3.0,3.0,10.0,4.0,6.0,4.0,16.0,154.0,0.0,3.0
Sheffield_Utd_49,2023-24,433979,Cameron Archer,Southampton,Forward,England,51.0,44.0,7.0,30.0,,2.0,157.0,15.0,3.0,,1.0,,,12.0,,,215.0,140.0,75.0,0.0012,,,,,,41.0,8.0,,,30.0,,,1.0,,,4.0,50.0,48.0,2.0,164.0,96.0,68.0,2.0,,1.0,2.0,,,1.0,23.0,,,48.0,,,13.0,311.0,5.0,,,,,,,5.0,,34.0,19.0,63.0,,4.0,86.0,,,,,,,,,,16.0,,11.0,,21.0,0.0,12.0,9.0,,2.0,2.0,30.0,,1.0,13.0,3.0,181.0,89.0,265.0,5.0,13.0,3.0,,,1839.0,74.0,9.0,15.0,20.0,208.0,332.0,0.0,27.0,18.0,82.0,64.0,664.0,,3.0,3.0,29.0,2.0,5.0,4.0,17.0,60.0,0.0,2.0
Sheffield_Utd_49,2023-24,204814,Ben Brereton,Derby County,Forward,Chile,30.0,23.0,7.0,14.0,,2.0,87.0,9.0,3.0,,,,1.0,10.0,,,118.0,73.0,45.0,1.0675,6.0682,,4.5161,28.7006,,65.0,8.0,1.0,,14.0,,,1.0,,,6.0,37.0,33.0,4.0,88.0,50.0,38.0,,1.0,1.0,4.0,8.0,12.0,3.0,7.0,,,42.0,1.0,1.0,11.0,238.0,4.0,,,,,1.0,1.0,2.0,,14.0,6.0,39.0,,5.0,60.0,,,,,,,,8.0,1.0,7.0,12.0,19.0,1.0,14.0,0.0,6.0,,,2.0,2.0,10.0,,,10.0,5.0,134.0,64.0,191.0,5.0,4.0,,,4.0,1110.0,33.0,11.0,11.0,19.0,125.0,254.0,0.0,26.0,9.0,60.0,58.0,440.0,,7.0,7.0,17.0,4.0,4.0,6.0,11.0,52.0,0.0,3.0
Sheffield_Utd_49,2023-24,523957,Bénie Traoré,Basel,Forward,Cote d’Ivoire,20.0,18.0,2.0,8.0,,,17.0,,1.0,,,,,,,,69.0,54.0,15.0,0.4559,0.2676,,0.6786,14.3348,,14.0,5.0,,,8.0,,,,,,,13.0,11.0,2.0,49.0,36.0,13.0,,,,,,1.0,1.0,4.0,,,12.0,,,1.0,62.0,2.0,,,,,,,,,7.0,3.0,22.0,,,24.0,,,,,,,,,,,1.0,1.0,,3.0,0.0,2.0,5.0,,1.0,1.0,5.0,,,,1.0,31.0,24.0,53.0,2.0,2.0,2.0,,,386.0,22.0,1.0,10.0,4.0,50.0,67.0,0.0,1.0,4.0,8.0,13.0,130.0,,2.0,2.0,15.0,,1.0,,4.0,13.0,0.0,0.0
Sheffield_Utd_49,2023-24,538207,William Osula,Newcastle United,Forward,Denmark,95.0,71.0,24.0,21.0,,,30.0,6.0,1.0,,,,,7.0,,,153.0,112.0,41.0,0.1567,1.6517,,0.518,22.7883,,27.0,9.0,,,21.0,,,,,,,23.0,19.0,4.0,58.0,41.0,17.0,1.0,,,,4.0,7.0,2.0,1.0,,,14.0,2.0,1.0,6.0,88.0,2.0,,,,,,,,,3.0,2.0,12.0,,,19.0,,,,,,,,4.0,2.0,7.0,7.0,8.0,1.0,9.0,0.0,8.0,12.0,,1.0,1.0,3.0,,,4.0,,32.0,17.0,48.0,,2.0,,,,782.0,27.0,9.0,15.0,12.0,105.0,90.0,0.0,15.0,2.0,28.0,42.0,225.0,,1.0,1.0,12.0,,5.0,,5.0,42.0,0.0,4.0
Sheffield_Utd_49,2023-24,532377,Louie Marsh,Sheffield United U21,Forward,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2023-24,523700,Daniel Jebbison,Bournemouth,Forward,Canada,,,,1.0,,,2.0,,,,,,,,,,,,,0.0002,,,,0.0509,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,20.0,,,,,5.0,3.0,0.0,,,2.0,2.0,9.0,,,,,,,,1.0,2.0,0.0,0.0
Sheffield_Utd_49,2023-24,585472,Ryan Oné,Lincoln City,Forward,Scotland,,,,1.0,,,1.0,,,,,,,,,,,,,0.0005,,,,1.4367,,,,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,7.0,,,,,,1.0,0.0,,,,,2.0,,,,,,,,,,0.0,0.0
Sheffield_Utd_49,2023-24,591539,Billy Blacker,Tranmere Rovers,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
