team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Cardiff_97,2013-14,1231,Craig Bellamy,Cardiff City,Forward,Wales,12.0,12.0,,22.0,6.0,0.0,153.0,7.0,1.0,,1.0,1.0,30.0,13.0,,,100.0,56.0,44.0,2.2889,1.1901,0.3441,0.8994,26.8196,125.0,,,6.0,22.0,,,1.0,,,1.0,27.0,22.0,5.0,88.0,44.0,44.0,,,1.0,1.0,1.0,,11.0,22.0,,1.0,99.0,6.0,3.0,8.0,492.0,,1.0,,,,,,,,20.0,10.0,45.0,,133.0,,,,,,,,1.0,6.0,7.0,,4.0,3.0,13.0,0.0,8.0,9.0,8.0,16.0,8.0,7.0,1.0,24.0,23.0,305.0,143.0,409.0,2.0,22.0,2.0,1.0,8.0,1256.0,27.0,9.0,7.0,13.0,180.0,510.0,0.0,11.0,24.0,34.0,78.0,747.0,17.0,61.0,36.0,11.0,1.0,1.0,11.0,15.0,67.0,0.0,3.0
Cardiff_97,2018-19,88734,Neil Etheridge,Birmingham City,Goalkeeper,Philippines,8.0,,8.0,38.0,,,,,,12.0,10.0,,,,2.0,3.0,14.0,1.0,13.0,0.132,,,,69.1811,1112.0,,,,38.0,150.0,220.0,,,7.0,,69.0,55.0,14.0,6.0,1.0,5.0,,,,,,,7.0,2.0,,,18.0,,,,498.0,,,,7.0,3.0,,,4.0,11.0,1.0,,321.0,,14.0,3.0,141.0,6.0,98.0,40.0,46.0,,,,,,,,38.0,0.0,,,,,,,196.0,,346.0,314.0,56.0,24.0,,1.0,,,,3420.0,,30.0,,5.0,788.0,1144.0,0.0,,1.0,,774.0,1417.0,,,,,432.0,,771.0,56.0,3.0,,2.0
Cardiff_97,2018-19,45220,Alex Smithies,Leicester City,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Cardiff_97,2018-19,10589,Brian Murphy,Cardiff City U21,Goalkeeper,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Cardiff_97,2018-19,38716,Lee Peltier,Rotherham United,Defender,England,56.0,26.0,30.0,20.0,,,53.0,,12.0,,5.0,1.0,,3.0,,,132.0,54.0,78.0,0.2211,0.0237,,0.0293,30.3593,189.0,4.0,,,20.0,,,,,,,26.0,21.0,5.0,76.0,28.0,48.0,,,,,,,18.0,2.0,,,66.0,,1.0,,335.0,,,,,,,,2.0,,20.0,6.0,71.0,,34.0,,,,,,,1.0,,,,,1.0,1.0,17.0,0.0,1.0,3.0,,3.0,3.0,3.0,12.0,,21.0,120.0,88.0,184.0,14.0,25.0,,26.0,65.0,1543.0,,53.0,15.0,6.0,181.0,342.0,0.0,1.0,39.0,4.0,137.0,623.0,,3.0,3.0,,31.0,,49.0,26.0,88.0,,4.0
Cardiff_97,2018-19,56981,Joe Bennett,Oxford United,Defender,England,52.0,17.0,35.0,30.0,3.0,,92.0,4.0,8.0,,8.0,,1.0,7.0,,,218.0,75.0,143.0,1.3309,0.5511,0.2787,0.4758,52.7689,361.0,15.0,,3.0,30.0,,,1.0,,,,50.0,41.0,9.0,166.0,58.0,108.0,,,,,1.0,1.0,60.0,13.0,,,54.0,3.0,2.0,1.0,663.0,,,,,,,,3.0,,53.0,22.0,129.0,,187.0,,,,,,,,1.0,3.0,3.0,1.0,3.0,2.0,30.0,0.0,2.0,,,11.0,10.0,24.0,18.0,,41.0,345.0,164.0,457.0,21.0,29.0,2.0,61.0,130.0,2641.0,,84.0,20.0,35.0,327.0,694.0,0.0,6.0,50.0,13.0,196.0,1313.0,1.0,32.0,26.0,10.0,46.0,,70.0,51.0,126.0,,5.0
Cardiff_97,2018-19,49982,Sean Morrison,Rotherham United,Defender,England,342.0,116.0,226.0,34.0,,,95.0,3.0,30.0,,9.0,2.0,,3.0,,,455.0,166.0,289.0,2.8032,5.0442,,2.1496,62.646,377.0,10.0,,,34.0,,,3.0,,,1.0,63.0,49.0,14.0,113.0,50.0,63.0,1.0,1.0,1.0,,3.0,9.0,51.0,19.0,,,162.0,,,9.0,730.0,,,3.0,,,,,3.0,,27.0,17.0,152.0,,103.0,,,,,,,,3.0,,21.0,9.0,10.0,,34.0,0.0,1.0,,,,,9.0,17.0,4.0,36.0,173.0,290.0,427.0,18.0,17.0,,102.0,65.0,3040.0,,200.0,32.0,20.0,407.0,737.0,0.0,31.0,35.0,128.0,274.0,1388.0,,5.0,5.0,,36.0,2.0,80.0,79.0,194.0,,6.0
Cardiff_97,2018-19,49382,Bruno Ecuele Manga,Cardiff City,Defender,Gabon,148.0,61.0,87.0,38.0,,,102.0,4.0,28.0,,10.0,,,7.0,,,297.0,120.0,177.0,0.5544,1.0897,,0.8656,67.5202,551.0,9.0,,,38.0,,,1.0,,,,67.0,53.0,14.0,149.0,59.0,90.0,,,,,3.0,4.0,81.0,5.0,,,197.0,1.0,,1.0,918.0,,,2.0,,,,,4.0,,62.0,34.0,268.0,,107.0,,,,,,,1.0,3.0,1.0,2.0,4.0,4.0,,37.0,0.0,,1.0,,2.0,2.0,10.0,41.0,,90.0,327.0,296.0,531.0,33.0,36.0,2.0,43.0,69.0,3375.0,,171.0,15.0,11.0,447.0,957.0,0.0,6.0,69.0,18.0,336.0,1609.0,,18.0,17.0,4.0,131.0,,176.0,117.0,160.0,,0.0
Cardiff_97,2018-19,27698,Matthew Connolly,Cardiff City U21,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Cardiff_97,2018-19,80792,Greg Cunningham,Preston North End,Defender,Ireland,12.0,8.0,4.0,7.0,,,18.0,,3.0,,1.0,,,2.0,,,60.0,25.0,35.0,0.1557,0.0669,,0.0914,14.0951,93.0,5.0,,,7.0,,,,,,,17.0,13.0,4.0,48.0,17.0,31.0,,,,,,,17.0,5.0,,,15.0,,1.0,,172.0,,,,,,,,1.0,,8.0,6.0,29.0,,53.0,,,,,,,,,,1.0,,1.0,1.0,7.0,0.0,,,,2.0,2.0,,6.0,,16.0,82.0,52.0,116.0,11.0,7.0,,8.0,23.0,630.0,,13.0,8.0,13.0,73.0,179.0,0.0,2.0,18.0,5.0,47.0,309.0,,5.0,5.0,1.0,10.0,,14.0,12.0,33.0,,3.0
Cardiff_97,2018-19,73459,Jazz Richards,Cardiff City U21,Defender,Wales,1.0,1.0,,4.0,,,4.0,,1.0,,,,,,,,2.0,2.0,,0.0051,,,,3.2475,12.0,,,,4.0,,,,,,,4.0,3.0,1.0,1.0,1.0,,,,,,,,2.0,,,,7.0,,,,25.0,,,,,,,,1.0,,1.0,1.0,4.0,,3.0,,,,,,,,,,,,,,,0.0,,4.0,,,,,,,,9.0,9.0,18.0,,,,6.0,6.0,129.0,,5.0,,,16.0,26.0,0.0,,,,8.0,51.0,,,,,2.0,,4.0,4.0,4.0,,0.0
Cardiff_97,2018-19,19523,Sol Bamba,Middlesbrough,Defender,Cote d’Ivoire,140.0,46.0,94.0,28.0,,,60.0,2.0,32.0,,7.0,2.0,,,,,312.0,119.0,193.0,0.1953,4.1523,,2.7325,50.3282,289.0,27.0,,,28.0,,,1.0,,,4.0,52.0,42.0,10.0,172.0,73.0,99.0,,,2.0,,2.0,3.0,81.0,3.0,,1.0,95.0,,,3.0,540.0,,,2.0,,,,,3.0,,49.0,39.0,175.0,3.0,106.0,,,,,,,,2.0,,13.0,3.0,7.0,,28.0,0.0,1.0,,,,,14.0,12.0,,44.0,147.0,233.0,336.0,32.0,42.0,1.0,,5.0,2475.0,,175.0,35.0,12.0,211.0,550.0,0.0,20.0,74.0,27.0,170.0,1082.0,,1.0,1.0,6.0,55.0,,68.0,64.0,102.0,,7.0
Cardiff_97,2018-19,74297,Leandro Bacuna,Watford,Midfielder,Curacao,17.0,10.0,7.0,11.0,,,22.0,1.0,2.0,,1.0,,1.0,1.0,,,72.0,42.0,30.0,0.1451,0.1225,,0.19,10.8933,62.0,7.0,,,11.0,,,,,,,14.0,9.0,5.0,55.0,32.0,23.0,2.0,,,,,,15.0,1.0,,,32.0,1.0,1.0,,140.0,,,,,,,,1.0,,7.0,3.0,39.0,,29.0,,,,,,,,,1.0,3.0,,1.0,1.0,4.0,0.0,,7.0,1.0,2.0,1.0,5.0,4.0,1.0,9.0,59.0,40.0,88.0,5.0,10.0,1.0,3.0,6.0,554.0,,9.0,13.0,3.0,76.0,145.0,0.0,4.0,15.0,2.0,48.0,254.0,,5.0,4.0,2.0,10.0,,15.0,11.0,33.0,,2.0
Cardiff_97,2018-19,48615,Harry Arter,Nottingham Forest U21,Midfielder,Ireland,20.0,14.0,6.0,25.0,,,141.0,8.0,5.0,,3.0,,,4.0,,,160.0,75.0,85.0,1.2119,0.9005,,0.4944,36.1861,235.0,16.0,,,25.0,,,1.0,,,,39.0,30.0,9.0,140.0,61.0,79.0,1.0,,3.0,,1.0,2.0,21.0,9.0,,,150.0,7.0,3.0,2.0,595.0,,,,,,,,2.0,,39.0,27.0,128.0,,132.0,,,,,,,,1.0,7.0,10.0,2.0,5.0,3.0,24.0,0.0,12.0,1.0,,6.0,6.0,3.0,9.0,8.0,42.0,296.0,241.0,489.0,25.0,37.0,3.0,,2.0,2006.0,,20.0,25.0,14.0,170.0,658.0,0.0,15.0,62.0,15.0,127.0,919.0,,11.0,11.0,4.0,12.0,,32.0,24.0,95.0,,10.0
Cardiff_97,2018-19,104073,Joe Ralls,Plymouth Argyle,Midfielder,England,73.0,40.0,33.0,28.0,,,75.0,13.0,6.0,,5.0,,49.0,13.0,,,199.0,106.0,93.0,2.5555,1.6092,,1.3434,39.9958,348.0,19.0,,,28.0,,,,,,,40.0,36.0,4.0,126.0,66.0,60.0,1.0,,,,3.0,1.0,29.0,33.0,,,177.0,10.0,2.0,1.0,732.0,,,,,,1.0,,2.0,,36.0,15.0,141.0,,178.0,,,,,,,2.0,3.0,10.0,7.0,1.0,3.0,2.0,22.0,1.0,5.0,6.0,16.0,24.0,4.0,5.0,20.0,4.0,81.0,384.0,178.0,457.0,22.0,23.0,1.0,,1.0,1960.0,,28.0,29.0,10.0,336.0,778.0,1.0,10.0,45.0,18.0,240.0,1098.0,32.0,53.0,13.0,1.0,32.0,,99.0,41.0,141.0,,4.0
Cardiff_97,2018-19,114245,Josh Murphy,Portsmouth,Midfielder,England,44.0,33.0,11.0,29.0,3.0,,63.0,11.0,,,3.0,,12.0,28.0,,,284.0,156.0,128.0,2.8493,4.1009,0.1637,3.8258,32.8001,99.0,2.0,,3.0,29.0,,,2.0,,,3.0,32.0,24.0,8.0,240.0,123.0,117.0,2.0,1.0,2.0,,8.0,6.0,11.0,14.0,,,47.0,3.0,6.0,10.0,304.0,,,,,,,,1.0,,60.0,29.0,89.0,2.0,99.0,,,,,,,,8.0,3.0,20.0,6.0,15.0,6.0,22.0,0.0,15.0,7.0,2.0,14.0,11.0,37.0,3.0,11.0,13.0,159.0,41.0,173.0,9.0,17.0,4.0,3.0,3.0,1822.0,,8.0,14.0,54.0,338.0,308.0,0.0,35.0,26.0,80.0,122.0,808.0,8.0,60.0,48.0,53.0,22.0,3.0,37.0,27.0,85.0,,2.0
Cardiff_97,2018-19,49845,Aron Gunnarsson,Cardiff City,Midfielder,Iceland,80.0,33.0,47.0,28.0,,,92.0,3.0,12.0,,5.0,,,6.0,,,264.0,129.0,135.0,0.8273,2.0438,,2.4993,42.939,281.0,14.0,,,28.0,,,1.0,,,1.0,40.0,30.0,10.0,184.0,96.0,88.0,,,,,2.0,3.0,39.0,15.0,,,190.0,1.0,,,738.0,,,,,,,,3.0,,36.0,28.0,174.0,1.0,186.0,,,,,,,,2.0,1.0,13.0,3.0,4.0,,27.0,0.0,9.0,1.0,,2.0,2.0,10.0,9.0,1.0,41.0,302.0,236.0,495.0,22.0,29.0,4.0,95.0,62.0,2275.0,,54.0,26.0,30.0,356.0,749.0,0.0,17.0,51.0,24.0,213.0,1253.0,,10.0,10.0,2.0,48.0,,81.0,44.0,132.0,,5.0
Cardiff_97,2018-19,76360,Nathaniel Méndez-Laing,MK Dons,Forward,Guatemala,66.0,43.0,23.0,20.0,,,61.0,5.0,1.0,,,,2.0,13.0,,,185.0,96.0,89.0,1.6314,2.292,,3.0037,20.1394,80.0,6.0,1.0,,20.0,,,1.0,,,4.0,18.0,13.0,5.0,119.0,53.0,66.0,1.0,,1.0,,4.0,6.0,13.0,18.0,,2.0,68.0,1.0,,3.0,254.0,,,,,,1.0,1.0,1.0,,39.0,16.0,58.0,2.0,46.0,,,,,,,,4.0,1.0,5.0,6.0,10.0,,11.0,0.0,8.0,9.0,,9.0,9.0,29.0,3.0,4.0,6.0,132.0,35.0,152.0,9.0,25.0,1.0,1.0,2.0,986.0,,13.0,7.0,3.0,183.0,255.0,0.0,15.0,34.0,55.0,97.0,514.0,1.0,18.0,17.0,13.0,9.0,2.0,11.0,22.0,86.0,,0.0
Cardiff_97,2018-19,54527,Loïc Damour,Cardiff City,Midfielder,France,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,,,3.0,2.0,1.0,0.0066,0.0305,,,2.4035,4.0,1.0,,,2.0,,,,,,,2.0,2.0,,2.0,2.0,,,,,,,,,,,,2.0,1.0,,,11.0,,,,,,,,,,,,1.0,,4.0,,,,,,,,,1.0,,,,,,0.0,,2.0,,,,,,,2.0,5.0,3.0,6.0,,,,,,21.0,,,1.0,,5.0,11.0,0.0,,,,3.0,15.0,,,,,,,,,3.0,,0.0
Cardiff_97,2018-19,175946,Víctor Camarasa,Eldense,Midfielder,Spain,52.0,32.0,20.0,32.0,5.0,,163.0,12.0,2.0,,3.0,,77.0,15.0,,,265.0,156.0,109.0,3.9537,4.7135,0.4042,5.0919,53.141,268.0,9.0,,5.0,32.0,,,4.0,,,5.0,53.0,44.0,9.0,213.0,124.0,89.0,2.0,,2.0,,3.0,3.0,33.0,46.0,,,260.0,9.0,4.0,1.0,844.0,,,,,,1.0,1.0,3.0,,52.0,15.0,168.0,5.0,194.0,,,,,,,1.0,3.0,9.0,17.0,3.0,12.0,4.0,31.0,0.0,11.0,1.0,26.0,41.0,8.0,34.0,2.0,10.0,45.0,511.0,195.0,620.0,12.0,15.0,13.0,,4.0,2578.0,,25.0,23.0,29.0,448.0,885.0,0.0,29.0,27.0,37.0,220.0,1425.0,45.0,80.0,15.0,28.0,18.0,,43.0,53.0,177.0,,6.0
Cardiff_97,2018-19,78911,Kadeem Harris,Salford City,Forward,England,12.0,9.0,3.0,13.0,,,32.0,,,,1.0,,,2.0,,,55.0,28.0,27.0,0.3453,0.8022,,0.3676,8.6629,14.0,2.0,,,13.0,,,,,,1.0,6.0,6.0,,43.0,19.0,24.0,1.0,,1.0,,,2.0,3.0,6.0,,,19.0,,,1.0,88.0,,,,,,,,,,8.0,3.0,10.0,1.0,23.0,,,,,,,,,,2.0,2.0,3.0,,3.0,0.0,1.0,10.0,,4.0,4.0,7.0,,1.0,,53.0,13.0,62.0,7.0,5.0,,,,366.0,,4.0,4.0,5.0,70.0,88.0,0.0,5.0,12.0,13.0,26.0,186.0,,11.0,11.0,9.0,1.0,,1.0,5.0,25.0,,1.0
Cardiff_97,2018-19,49806,Junior Hoilett,Swindon Town,Forward,Canada,71.0,52.0,19.0,32.0,1.0,,106.0,12.0,,,3.0,,26.0,15.0,,,321.0,200.0,121.0,1.6834,3.6857,0.0632,2.181,45.999,155.0,28.0,1.0,1.0,32.0,,,1.0,,,3.0,46.0,38.0,8.0,250.0,148.0,102.0,2.0,,1.0,,3.0,4.0,33.0,24.0,,,68.0,9.0,3.0,8.0,438.0,,,,,,,,3.0,,58.0,34.0,114.0,3.0,114.0,,,,,,,,3.0,9.0,18.0,4.0,10.0,3.0,23.0,0.0,10.0,9.0,11.0,18.0,6.0,23.0,5.0,11.0,15.0,238.0,97.0,302.0,13.0,28.0,2.0,,3.0,2142.0,,25.0,35.0,38.0,340.0,443.0,0.0,28.0,41.0,63.0,126.0,961.0,13.0,67.0,46.0,40.0,23.0,,42.0,44.0,84.0,,4.0
Cardiff_97,2018-19,82078,Kenneth Zohore,West Bromwich Albion U21,Forward,Denmark,116.0,75.0,41.0,19.0,,,36.0,4.0,2.0,,1.0,,,12.0,,,174.0,106.0,68.0,1.0471,1.7173,,1.7018,17.7119,40.0,3.0,,,19.0,,,1.0,,,1.0,19.0,18.0,1.0,58.0,31.0,27.0,1.0,,,,4.0,5.0,2.0,11.0,,1.0,40.0,,2.0,4.0,133.0,,,,,,,,1.0,,7.0,2.0,19.0,,20.0,,,,,,,,4.0,,5.0,5.0,8.0,2.0,7.0,0.0,5.0,12.0,,2.0,2.0,5.0,,9.0,1.0,71.0,16.0,84.0,1.0,2.0,1.0,,,746.0,,5.0,13.0,20.0,99.0,136.0,0.0,13.0,3.0,38.0,51.0,265.0,,5.0,5.0,3.0,,3.0,,1.0,51.0,,1.0
Cardiff_97,2018-19,122797,Callum Paterson,MK Dons,Forward,Scotland,419.0,217.0,202.0,27.0,,,50.0,11.0,2.0,,4.0,,,9.0,,,555.0,298.0,257.0,2.0603,5.4749,,3.6886,41.1014,300.0,10.0,,,27.0,,,1.0,,,4.0,41.0,32.0,9.0,136.0,81.0,55.0,,1.0,1.0,,8.0,4.0,8.0,22.0,,1.0,125.0,3.0,,10.0,548.0,,,,,,,,3.0,,37.0,20.0,65.0,2.0,78.0,,,,,,,,8.0,3.0,22.0,4.0,8.0,,21.0,0.0,4.0,6.0,,5.0,5.0,6.0,5.0,13.0,13.0,226.0,46.0,254.0,7.0,14.0,2.0,,,1996.0,,28.0,41.0,30.0,367.0,553.0,0.0,30.0,21.0,87.0,286.0,857.0,,18.0,18.0,11.0,27.0,6.0,31.0,24.0,255.0,,4.0
Cardiff_97,2018-19,96994,Bobby De Cordova-Reid,Leicester City,Forward,Jamaica,47.0,36.0,11.0,27.0,1.0,,96.0,8.0,,,2.0,,,6.0,,,155.0,85.0,70.0,1.0164,4.0522,0.0879,2.8496,27.421,74.0,4.0,,1.0,27.0,,,2.0,,,5.0,30.0,23.0,7.0,108.0,49.0,59.0,,,,,8.0,2.0,3.0,14.0,,1.0,66.0,,2.0,11.0,293.0,,,,,,1.0,1.0,1.0,,26.0,12.0,62.0,4.0,75.0,,,,,,,,8.0,,10.0,2.0,9.0,2.0,16.0,0.0,9.0,11.0,,2.0,2.0,16.0,,19.0,5.0,151.0,73.0,217.0,7.0,10.0,2.0,1.0,,1422.0,,12.0,5.0,27.0,176.0,311.0,0.0,19.0,17.0,54.0,89.0,541.0,,4.0,4.0,10.0,7.0,3.0,15.0,23.0,74.0,,0.0
Cardiff_97,2018-19,75826,Danny Ward,Huddersfield Town,Forward,England,69.0,38.0,31.0,14.0,,,20.0,2.0,1.0,,,,,4.0,,,89.0,50.0,39.0,0.1388,0.6129,,0.8439,10.4339,29.0,1.0,,,14.0,,,,,,1.0,14.0,9.0,5.0,20.0,12.0,8.0,,1.0,,,1.0,4.0,,7.0,,,26.0,1.0,1.0,3.0,85.0,,,,,,,,,,4.0,2.0,11.0,,17.0,,,,,,,,1.0,1.0,3.0,4.0,6.0,1.0,4.0,0.0,5.0,10.0,,,,,,6.0,2.0,38.0,12.0,48.0,1.0,1.0,,,,440.0,,9.0,2.0,6.0,64.0,92.0,0.0,9.0,2.0,20.0,42.0,159.0,,2.0,2.0,2.0,,1.0,,1.0,42.0,,0.0
Cardiff_97,2018-19,45196,Gary Madine,Spennymoor Town,Forward,England,6.0,3.0,3.0,5.0,,,5.0,,,,,,,,,,12.0,7.0,5.0,0.0382,,,,3.0459,6.0,,,,5.0,,,,,,,3.0,2.0,1.0,6.0,4.0,2.0,,,,,,,,,,,,,,,10.0,,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,0.0,,5.0,,,,,,,,8.0,2.0,10.0,,1.0,,,,32.0,,,2.0,1.0,5.0,12.0,0.0,,1.0,4.0,2.0,18.0,,,,,,,,,2.0,,0.0
Cardiff_97,2018-19,113688,Oumar Niasse,Morecambe,Forward,Senegal,116.0,75.0,41.0,18.0,,,35.0,7.0,,,1.0,,,19.0,,,243.0,154.0,89.0,0.4716,3.4413,,2.4513,16.7944,53.0,5.0,,,18.0,,,,,,,13.0,12.0,1.0,127.0,79.0,48.0,,,1.0,,3.0,5.0,2.0,6.0,,,47.0,4.0,1.0,10.0,185.0,,,,,,,,1.0,,20.0,7.0,36.0,,54.0,,,,,,,,3.0,4.0,6.0,5.0,7.0,1.0,12.0,0.0,10.0,6.0,,,,21.0,,7.0,3.0,99.0,22.0,118.0,9.0,3.0,,1.0,,998.0,,7.0,11.0,18.0,205.0,189.0,0.0,13.0,12.0,48.0,68.0,456.0,,5.0,5.0,20.0,,1.0,3.0,4.0,65.0,,0.0
Cardiff_97,2018-19,131403,Rhys Healey,Huddersfield Town,Forward,England,2.0,1.0,1.0,3.0,,,2.0,1.0,,,,,,2.0,,,10.0,6.0,4.0,0.018,0.0351,,,1.1633,1.0,1.0,,,3.0,,,,,,,1.0,,1.0,8.0,5.0,3.0,,,,,,,,1.0,,,1.0,1.0,,,7.0,,,,,,,,,,2.0,,1.0,,3.0,,,,,,,,,1.0,,,,,,0.0,,3.0,,,,1.0,,,,2.0,,2.0,1.0,,,2.0,2.0,49.0,,,1.0,1.0,16.0,7.0,0.0,,1.0,2.0,5.0,25.0,,3.0,3.0,1.0,,,1.0,,4.0,,0.0
