matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321879,23,2011-01-16 14:05:00,11,Everton,Away,88.0,11.0,1.0,6.0,5.0,1.0,1.0,129.0,6.0,,4.0,19.0,9.0,42.0,211.0,,,18.0,16.0,13.0,3.0,1.0,,,,,,,,,,6.0,,,,,,1.0,16.0,4.0,38.0,44.0,1.0,,1.0,3.0,2.0,12.0,,6.0,10.0,5.0,1.0,13.0,4.0,65.0,58.0,3.0,21.0,5.0,,1.0,71.0,18.0,16.0,1.0,1.0,2.0,2.0,,117.0,2.0,1.0,2.0,1.0,1.0,,9.0,1.0,,1.0,19.0,,8.0,7.0,,4.0,62.0,78.0,50.0,10.0,,1.0,5.0,4.0,4.0,,,60.0,31.0,14.0,1.0,1.0,1.0,,156.0,133.0,3.0,14.0,16.0,43.9,,1.0,0.0,71.0,8.0,1.0,,1.0,,4.0,,3.0,83.0,6.0,100.0,24.0,44.0,11.0,6.0,23.0,17.0,,132.0,6.0,211.0,,,28.0,10.0,60.0,,288.0,,0.0,10.0,25.0,,24.0,0.0,504.0,9.0,4.0,6.0,18.0,0.0
321892,24,2011-01-22 15:00:00,11,Everton,Home,112.0,11.0,3.0,10.0,7.0,4.0,1.0,241.0,9.0,1.0,6.0,10.0,10.0,44.0,343.0,,1.0,22.0,16.0,13.0,5.0,1.0,,,,,,,,,,9.0,,,,,,1.0,8.0,7.0,63.0,45.0,1.0,2.0,,,2.0,6.0,,12.0,19.0,12.0,,15.0,,55.0,61.0,,12.0,6.0,,1.0,90.0,11.0,13.0,,,4.0,5.0,,162.0,1.0,,,1.0,,,11.0,2.0,,1.0,15.0,,14.0,12.0,,6.0,113.0,72.0,47.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,,78.0,87.0,31.0,,,,,199.0,176.0,2.0,13.0,22.0,60.1,,,0.0,105.0,,3.0,,1.0,,6.0,,3.0,127.0,7.0,127.0,28.0,35.0,19.0,12.0,48.0,36.0,,198.0,13.0,364.0,,1.0,22.0,11.0,68.0,1.0,443.0,1.0,0.0,12.0,24.0,2.0,24.0,1.0,678.0,9.0,11.0,12.0,18.0,0.0
321897,25,2011-02-01 19:45:00,11,Everton,Away,123.0,8.0,2.0,5.0,3.0,3.0,,138.0,7.0,,6.0,17.0,4.0,34.0,256.0,,,12.0,14.0,13.0,7.0,,,,,,,,,1.0,,6.0,,,,,,1.0,11.0,7.0,39.0,47.0,,,,2.0,3.0,11.0,,7.0,7.0,4.0,,18.0,2.0,63.0,55.0,2.0,9.0,1.0,1.0,1.0,64.0,16.0,13.0,1.0,,1.0,,,123.0,,,,,,,14.0,1.0,,2.0,5.0,,13.0,10.0,1.0,6.0,77.0,78.0,46.0,5.0,,2.0,5.0,3.0,3.0,1.0,,49.0,39.0,17.0,,,,,140.0,129.0,,23.0,17.0,41.9,,,0.0,80.0,2.0,2.0,,,,2.0,,3.0,67.0,7.0,131.0,19.0,20.0,14.0,7.0,18.0,11.0,,111.0,7.0,206.0,,,33.0,4.0,54.0,2.0,319.0,,0.0,8.0,21.0,,16.0,5.0,510.0,15.0,8.0,7.0,15.0,0.0
321909,26,2011-02-05 15:00:00,11,Everton,Home,122.0,15.0,4.0,9.0,5.0,3.0,,183.0,4.0,,5.0,9.0,16.0,27.0,296.0,1.0,3.0,21.0,9.0,18.0,7.0,3.0,1.0,,,,,4.0,,,,11.0,,,,,,4.0,4.0,8.0,53.0,54.0,5.0,2.0,5.0,1.0,8.0,6.0,1.0,9.0,13.0,5.0,,13.0,1.0,46.0,68.0,1.0,15.0,8.0,,1.0,78.0,12.0,18.0,5.0,,7.0,3.0,4.0,163.0,4.0,,3.0,4.0,,1.0,7.0,4.0,3.0,1.0,21.0,,14.0,10.0,,5.0,96.0,73.0,37.0,5.0,,5.0,9.0,10.0,6.0,1.0,,72.0,37.0,23.0,,,,,174.0,156.0,4.0,19.0,24.0,55.5,,,0.0,78.0,,1.0,,2.0,1.0,6.0,1.0,3.0,107.0,14.0,139.0,28.0,33.0,22.0,7.0,28.0,21.0,2.0,167.0,16.0,279.0,3.0,,29.0,16.0,50.0,2.0,390.0,1.0,0.0,24.0,17.0,4.0,25.0,0.0,616.0,13.0,15.0,9.0,13.0,0.0
321921,27,2011-02-13 16:00:00,11,Everton,Away,129.0,11.0,1.0,4.0,4.0,6.0,,172.0,9.0,1.0,6.0,9.0,18.0,33.0,297.0,,1.0,22.0,22.0,20.0,7.0,2.0,,,,,,,,,,6.0,,,,,,3.0,3.0,7.0,54.0,58.0,1.0,1.0,,2.0,3.0,6.0,,4.0,12.0,10.0,,20.0,,65.0,65.0,2.0,16.0,5.0,,1.0,75.0,12.0,15.0,,1.0,3.0,2.0,,149.0,,,,,,,10.0,,4.0,,17.0,,10.0,7.0,,6.0,84.0,85.0,54.0,4.0,,5.0,4.0,2.0,2.0,2.0,,55.0,42.0,28.0,,,,,191.0,172.0,1.0,29.0,19.0,52.9,,2.0,0.0,103.0,,1.0,,2.0,,5.0,,3.0,94.0,9.0,155.0,20.0,35.0,14.0,3.0,26.0,24.0,,141.0,13.0,261.0,4.0,1.0,27.0,20.0,56.0,4.0,390.0,1.0,0.0,10.0,20.0,3.0,33.0,0.0,615.0,13.0,9.0,4.0,13.0,0.0
321929,28,2011-02-26 15:00:00,11,Everton,Home,104.0,12.0,1.0,3.0,2.0,4.0,,166.0,4.0,1.0,9.0,11.0,13.0,22.0,267.0,1.0,1.0,13.0,18.0,21.0,8.0,1.0,,,,,,1.0,,,,13.0,,,,,,,4.0,10.0,51.0,69.0,2.0,,2.0,1.0,4.0,6.0,,4.0,11.0,5.0,,10.0,1.0,49.0,63.0,1.0,22.0,7.0,,,83.0,12.0,9.0,2.0,,1.0,,1.0,162.0,2.0,,2.0,2.0,,,8.0,2.0,,1.0,20.0,,7.0,5.0,,9.0,75.0,101.0,43.0,1.0,,5.0,6.0,6.0,5.0,1.0,,53.0,59.0,21.0,,,,,189.0,165.0,1.0,25.0,27.0,46.6,,1.0,0.0,85.0,,4.0,,1.0,,7.0,,3.0,90.0,11.0,122.0,20.0,46.0,14.0,2.0,18.0,16.0,,145.0,12.0,269.0,,1.0,42.0,13.0,57.0,2.0,373.0,1.0,0.0,17.0,23.0,4.0,20.0,0.0,592.0,16.0,10.0,4.0,16.0,0.0
321944,29,2011-03-05 15:00:00,11,Everton,Away,70.0,10.0,2.0,6.0,4.0,2.0,1.0,121.0,,1.0,7.0,6.0,8.0,16.0,185.0,,,15.0,18.0,14.0,12.0,2.0,4.0,,,,,,,,,12.0,,,,,,2.0,9.0,4.0,35.0,57.0,4.0,3.0,1.0,3.0,6.0,7.0,,4.0,14.0,1.0,1.0,11.0,3.0,56.0,57.0,,24.0,11.0,1.0,,58.0,16.0,12.0,,,2.0,2.0,,137.0,2.0,1.0,2.0,1.0,1.0,,7.0,1.0,4.0,1.0,28.0,,22.0,15.0,2.0,7.0,54.0,80.0,30.0,5.0,1.0,5.0,11.0,7.0,4.0,4.0,,45.0,32.0,13.0,,,,,171.0,146.0,2.0,27.0,16.0,40.3,,2.0,0.0,44.0,2.0,,,,4.0,5.0,2.0,3.0,63.0,16.0,92.0,15.0,46.0,15.0,3.0,20.0,17.0,4.0,105.0,7.0,198.0,4.0,1.0,37.0,10.0,48.0,2.0,270.0,1.0,0.0,18.0,21.0,,20.0,4.0,503.0,13.0,10.0,4.0,15.0,0.0
321950,30,2011-03-19 17:30:00,11,Everton,Home,83.0,14.0,4.0,8.0,4.0,2.0,,184.0,8.0,,4.0,23.0,9.0,38.0,259.0,,1.0,19.0,17.0,15.0,6.0,2.0,2.0,1.0,,,,3.0,,,,9.0,,,,,,1.0,4.0,10.0,49.0,45.0,2.0,1.0,1.0,1.0,6.0,5.0,,7.0,10.0,5.0,1.0,15.0,,59.0,66.0,1.0,17.0,7.0,,,92.0,15.0,19.0,1.0,,5.0,2.0,3.0,144.0,2.0,1.0,2.0,1.0,1.0,,13.0,1.0,,,17.0,,5.0,4.0,1.0,4.0,70.0,96.0,59.0,5.0,,1.0,9.0,7.0,6.0,,,72.0,51.0,18.0,,,,,170.0,146.0,3.0,13.0,16.0,45.1,,2.0,0.0,85.0,,1.0,,,2.0,2.0,,3.0,103.0,10.0,98.0,25.0,41.0,17.0,7.0,24.0,17.0,2.0,160.0,8.0,274.0,,,51.0,9.0,69.0,1.0,348.0,,0.0,15.0,22.0,1.0,24.0,2.0,568.0,8.0,10.0,7.0,12.0,0.0
321959,31,2011-04-02 15:00:00,11,Everton,Home,76.0,19.0,1.0,7.0,6.0,1.0,3.0,132.0,3.0,,2.0,22.0,6.0,30.0,201.0,,1.0,17.0,23.0,21.0,7.0,1.0,,,,,,1.0,,,,8.0,1.0,,1.0,,,1.0,9.0,1.0,33.0,56.0,3.0,5.0,1.0,2.0,4.0,4.0,,5.0,7.0,1.0,1.0,11.0,,57.0,65.0,2.0,19.0,11.0,,,97.0,13.0,16.0,,,9.0,7.0,1.0,164.0,1.0,,,1.0,,,8.0,1.0,2.0,,18.0,1.0,7.0,5.0,1.0,3.0,60.0,98.0,44.0,7.0,1.0,3.0,6.0,5.0,4.0,3.0,,53.0,47.0,20.0,,,,1.0,180.0,168.0,1.0,23.0,25.0,46.7,1.0,1.0,0.0,48.0,,,,,,5.0,,2.0,77.0,9.0,96.0,28.0,31.0,16.0,4.0,19.0,15.0,,140.0,8.0,228.0,2.0,1.0,60.0,8.0,68.0,2.0,305.0,1.0,0.0,14.0,18.0,2.0,24.0,3.0,500.0,17.0,10.0,5.0,11.0,0.0
321976,32,2011-04-09 12:45:00,11,Everton,Away,46.0,9.0,,7.0,7.0,1.0,,90.0,5.0,1.0,8.0,8.0,5.0,13.0,129.0,,1.0,17.0,7.0,6.0,6.0,1.0,1.0,,,,,,,,,8.0,,,,,,2.0,7.0,8.0,33.0,38.0,3.0,2.0,1.0,4.0,1.0,3.0,,6.0,7.0,6.0,,9.0,2.0,39.0,38.0,4.0,35.0,22.0,,,77.0,14.0,13.0,1.0,,4.0,3.0,,115.0,2.0,,2.0,1.0,1.0,,11.0,2.0,2.0,,36.0,,11.0,7.0,,8.0,33.0,79.0,33.0,13.0,2.0,4.0,5.0,5.0,7.0,1.0,,53.0,32.0,19.0,,,,,172.0,143.0,1.0,13.0,13.0,35.6,,1.0,0.0,35.0,1.0,1.0,,,1.0,4.0,,3.0,43.0,9.0,66.0,21.0,64.0,9.0,5.0,21.0,16.0,1.0,95.0,2.0,171.0,3.0,1.0,39.0,5.0,46.0,3.0,216.0,,0.0,10.0,16.0,2.0,25.0,1.0,445.0,9.0,3.0,6.0,15.0,0.0
321979,33,2011-04-16 15:00:00,11,Everton,Home,86.0,16.0,3.0,6.0,3.0,2.0,,178.0,2.0,1.0,7.0,14.0,8.0,24.0,258.0,,,30.0,13.0,8.0,15.0,,1.0,,,,,,,,,14.0,1.0,,,,,1.0,6.0,1.0,53.0,48.0,1.0,1.0,1.0,4.0,5.0,6.0,,10.0,18.0,4.0,1.0,13.0,1.0,48.0,54.0,4.0,16.0,12.0,,1.0,98.0,10.0,18.0,,,3.0,2.0,,154.0,1.0,1.0,,,1.0,,6.0,,1.0,,23.0,,7.0,6.0,,7.0,80.0,93.0,45.0,1.0,1.0,7.0,9.0,5.0,3.0,,,66.0,67.0,20.0,,,,1.0,184.0,166.0,,13.0,21.0,54.2,,,0.0,72.0,1.0,,,,1.0,8.0,,3.0,114.0,16.0,101.0,29.0,34.0,12.0,6.0,30.0,24.0,1.0,181.0,6.0,288.0,1.0,1.0,50.0,8.0,64.0,1.0,359.0,,0.0,18.0,22.0,2.0,35.0,1.0,581.0,12.0,6.0,10.0,17.0,0.0
321993,34,2011-04-23 12:45:00,11,Everton,Away,115.0,11.0,,3.0,3.0,,,161.0,7.0,,6.0,4.0,16.0,20.0,273.0,,,12.0,17.0,18.0,4.0,,,,,,,,,,,4.0,,,,,,1.0,11.0,10.0,57.0,61.0,,,,8.0,,6.0,,1.0,6.0,6.0,,10.0,2.0,47.0,43.0,8.0,28.0,14.0,,,82.0,9.0,10.0,,,2.0,2.0,,144.0,,,,,,,14.0,,4.0,,31.0,,16.0,13.0,3.0,6.0,87.0,95.0,45.0,13.0,,1.0,3.0,3.0,5.0,1.0,,73.0,37.0,15.0,,,,,178.0,150.0,2.0,23.0,22.0,40.9,,1.0,0.0,80.0,4.0,1.0,,,,2.0,,3.0,69.0,4.0,125.0,25.0,56.0,6.0,,14.0,14.0,,122.0,12.0,257.0,4.0,,28.0,17.0,53.0,,368.0,,0.0,5.0,14.0,1.0,20.0,2.0,575.0,13.0,1.0,1.0,8.0,0.0
322006,35,2011-04-30 15:00:00,11,Everton,Away,96.0,11.0,2.0,5.0,3.0,5.0,,184.0,3.0,1.0,12.0,8.0,15.0,23.0,275.0,,,20.0,11.0,12.0,1.0,3.0,,,,,,,,,,,1.0,1.0,,,,1.0,12.0,3.0,56.0,54.0,,1.0,1.0,2.0,1.0,10.0,,8.0,11.0,7.0,1.0,14.0,4.0,52.0,46.0,1.0,11.0,5.0,,,79.0,15.0,12.0,,,,,,140.0,,,,,,,6.0,,1.0,3.0,9.0,,12.0,8.0,2.0,12.0,84.0,76.0,35.0,3.0,,1.0,3.0,6.0,3.0,4.0,,67.0,56.0,17.0,,,,2.0,161.0,151.0,2.0,21.0,14.0,49.7,,,0.0,80.0,6.0,1.0,,1.0,,1.0,1.0,3.0,88.0,4.0,112.0,22.0,20.0,11.0,7.0,28.0,21.0,,141.0,14.0,276.0,1.0,2.0,36.0,17.0,55.0,1.0,360.0,,0.0,8.0,16.0,,31.0,2.0,560.0,5.0,6.0,8.0,13.0,0.0
322009,36,2011-05-07 15:00:00,11,Everton,Home,86.0,4.0,1.0,9.0,8.0,4.0,2.0,176.0,6.0,,6.0,16.0,15.0,27.0,253.0,,,27.0,14.0,9.0,6.0,2.0,,,,,,2.0,,,,5.0,,,,,,2.0,6.0,6.0,63.0,39.0,,,,2.0,4.0,6.0,,11.0,17.0,5.0,1.0,13.0,1.0,50.0,44.0,2.0,15.0,6.0,,,84.0,16.0,15.0,,,8.0,2.0,2.0,150.0,2.0,1.0,2.0,1.0,1.0,,12.0,1.0,2.0,2.0,16.0,,14.0,10.0,1.0,6.0,64.0,93.0,42.0,6.0,1.0,3.0,7.0,4.0,4.0,,,70.0,73.0,18.0,,,,,170.0,154.0,,10.0,19.0,48.6,,2.0,0.0,69.0,1.0,1.0,,1.0,,3.0,,3.0,93.0,10.0,93.0,11.0,31.0,4.0,7.0,31.0,24.0,,156.0,11.0,284.0,2.0,,49.0,15.0,59.0,1.0,346.0,1.0,0.0,11.0,19.0,,35.0,4.0,553.0,8.0,1.0,11.0,14.0,0.0
322025,37,2011-05-14 12:45:00,11,Everton,Away,159.0,18.0,7.0,14.0,7.0,1.0,,175.0,4.0,1.0,5.0,11.0,15.0,52.0,320.0,,,16.0,10.0,5.0,13.0,3.0,,,,,,,,,,14.0,,,,,,1.0,9.0,6.0,56.0,48.0,3.0,3.0,,2.0,8.0,8.0,1.0,12.0,16.0,13.0,,10.0,2.0,45.0,41.0,2.0,9.0,4.0,,,84.0,9.0,15.0,,,4.0,2.0,,141.0,,,,,,,7.0,,1.0,,11.0,,15.0,11.0,1.0,5.0,93.0,81.0,48.0,2.0,,9.0,7.0,2.0,5.0,,,56.0,70.0,19.0,,,,,142.0,131.0,1.0,23.0,17.0,52.5,,,0.0,98.0,3.0,,,1.0,,12.0,,3.0,92.0,16.0,168.0,29.0,20.0,13.0,9.0,40.0,31.0,,137.0,7.0,260.0,1.0,1.0,28.0,15.0,70.0,2.0,388.0,,1.0,22.0,16.0,,20.0,2.0,586.0,10.0,5.0,12.0,15.0,0.0
322029,38,2011-05-22 16:00:00,11,Everton,Home,91.0,10.0,4.0,5.0,1.0,1.0,,139.0,9.0,,10.0,10.0,13.0,28.0,225.0,,2.0,4.0,15.0,9.0,4.0,4.0,1.0,,1.0,,,2.0,,,,7.0,,,1.0,,,,5.0,14.0,39.0,60.0,3.0,2.0,1.0,4.0,2.0,6.0,,6.0,12.0,4.0,,9.0,2.0,50.0,45.0,4.0,15.0,6.0,,,75.0,12.0,16.0,1.0,,5.0,2.0,2.0,118.0,1.0,,,1.0,,1.0,15.0,1.0,,,17.0,1.0,15.0,12.0,1.0,10.0,65.0,75.0,43.0,5.0,,6.0,3.0,2.0,5.0,1.0,,48.0,56.0,15.0,,,,,125.0,108.0,3.0,22.0,22.0,36.1,1.0,,0.0,56.0,2.0,3.0,1.0,1.0,1.0,8.0,,2.0,78.0,9.0,96.0,17.0,32.0,15.0,5.0,23.0,18.0,2.0,115.0,5.0,205.0,,,25.0,15.0,51.0,2.0,278.0,1.0,1.0,12.0,13.0,3.0,7.0,2.0,465.0,8.0,7.0,6.0,9.0,0.0
