matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOboxOwnGoal,attObxdLeft,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284239,24,2010-01-30 15:00:00,11,Everton,Away,96.0,14.0,3.0,8.0,5.0,1.0,,158.0,3.0,,5.0,6.0,16.0,19.0,246.0,,1.0,14.0,13.0,18.0,6.0,3.0,,,,,1.0,1.0,,,,,,,,,,,1.0,3.0,5.0,,,46.0,1.0,1.0,9.0,,7.0,10.0,7.0,,17.0,1.0,61.0,71.0,1.0,23.0,10.0,,,72.0,12.0,19.0,,,,,1.0,1.0,1.0,1.0,,1.0,,8.0,,2.0,2.0,15.0,,34.0,33.0,2.0,5.0,91.0,43.0,4.0,1.0,4.0,6.0,6.0,,1.0,,51.0,45.0,21.0,,,,,162.0,151.0,1.0,17.0,18.0,46.6,,,0.0,1.0,1.0,,,1.0,,4.0,,2.0,74.0,,10.0,106.0,25.0,34.0,24.0,5.0,23.0,18.0,,129.0,9.0,252.0,2.0,,28.0,16.0,51.0,5.0,335.0,,0.0,11.0,22.0,6.0,22.0,2.0,601.0,,12.0,7.0,12.0,0.0
284245,25,2010-02-06 12:45:00,11,Everton,Away,144.0,8.0,,1.0,1.0,6.0,,184.0,9.0,,13.0,6.0,14.0,43.0,327.0,,,11.0,16.0,12.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,5.0,6.0,,,43.0,5.0,,3.0,,8.0,8.0,6.0,,13.0,,62.0,44.0,5.0,16.0,9.0,,,99.0,24.0,11.0,,,,,1.0,,,,,,,10.0,,2.0,1.0,22.0,,23.0,22.0,,13.0,77.0,49.0,8.0,,2.0,2.0,3.0,,4.0,,52.0,72.0,23.0,,,,,162.0,142.0,1.0,7.0,21.0,60.4,,1.0,0.0,,2.0,,1.0,,,3.0,,3.0,94.0,,4.0,157.0,19.0,36.0,13.0,8.0,25.0,17.0,,152.0,14.0,283.0,2.0,,22.0,17.0,67.0,4.0,415.0,,1.0,6.0,15.0,2.0,16.0,2.0,651.0,,6.0,8.0,11.0,0.0
284258,26,2010-02-10 20:00:00,11,Everton,Home,93.0,16.0,3.0,7.0,4.0,4.0,,127.0,9.0,,4.0,8.0,13.0,28.0,213.0,,1.0,17.0,17.0,12.0,5.0,2.0,,1.0,,,,,,,,,,,1.0,,,,1.0,10.0,11.0,,,54.0,4.0,2.0,8.0,,5.0,12.0,8.0,,13.0,1.0,57.0,50.0,4.0,16.0,5.0,,,64.0,13.0,15.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,,15.0,,1.0,,23.0,,21.0,21.0,2.0,4.0,84.0,43.0,6.0,,3.0,6.0,5.0,,7.0,,44.0,51.0,23.0,,,,1.0,176.0,147.0,3.0,21.0,23.0,38.5,,2.0,0.0,1.0,1.0,,,2.0,1.0,3.0,,3.0,57.0,,9.0,113.0,23.0,45.0,9.0,4.0,27.0,23.0,,107.0,13.0,220.0,1.0,,33.0,17.0,60.0,4.0,306.0,3.0,0.0,10.0,20.0,1.0,22.0,1.0,572.0,,3.0,5.0,13.0,0.0
284263,27,2010-02-20 12:45:00,11,Everton,Home,104.0,6.0,1.0,6.0,5.0,3.0,,168.0,7.0,,4.0,8.0,10.0,26.0,266.0,,,15.0,12.0,8.0,5.0,,,,,1.0,,2.0,,,,,,,,,,,,9.0,4.0,,,52.0,3.0,2.0,10.0,,4.0,17.0,7.0,,13.0,,56.0,41.0,3.0,26.0,16.0,1.0,,84.0,12.0,11.0,,,,,2.0,2.0,,1.0,2.0,,,14.0,,,,29.0,,21.0,21.0,3.0,4.0,86.0,43.0,12.0,3.0,3.0,4.0,5.0,,2.0,,63.0,69.0,20.0,,,,,171.0,143.0,2.0,17.0,24.0,46.1,,,0.0,,1.0,,,2.0,,5.0,,2.0,90.0,,7.0,116.0,19.0,54.0,14.0,4.0,30.0,26.0,,148.0,8.0,266.0,,1.0,30.0,12.0,60.0,3.0,352.0,,0.0,12.0,17.0,3.0,16.0,5.0,623.0,,5.0,4.0,15.0,0.0
284279,28,2010-02-28 13:00:00,11,Everton,Away,136.0,8.0,2.0,7.0,5.0,1.0,,211.0,4.0,1.0,8.0,9.0,19.0,30.0,340.0,,1.0,16.0,15.0,11.0,8.0,1.0,,,,,,1.0,,,,,,,,,,,,8.0,9.0,,,65.0,4.0,6.0,13.0,,9.0,19.0,8.0,,20.0,2.0,71.0,46.0,4.0,16.0,8.0,,,77.0,19.0,9.0,1.0,,,,1.0,1.0,,,1.0,,,9.0,,,1.0,12.0,,27.0,27.0,2.0,8.0,100.0,58.0,7.0,,3.0,7.0,5.0,,5.0,,39.0,84.0,23.0,,,,,173.0,160.0,3.0,22.0,29.0,52.6,,,0.0,1.0,5.0,,,1.0,,4.0,,3.0,100.0,,10.0,155.0,16.0,29.0,10.0,8.0,35.0,27.0,,147.0,9.0,317.0,,1.0,25.0,23.0,52.0,1.0,437.0,,0.0,15.0,21.0,4.0,20.0,4.0,722.0,,5.0,9.0,17.0,0.0
284283,29,2010-03-07 16:00:00,11,Everton,Home,128.0,16.0,1.0,9.0,8.0,8.0,,237.0,7.0,,4.0,9.0,13.0,37.0,356.0,,2.0,16.0,11.0,17.0,11.0,,,3.0,,,,2.0,,,,17.0,,,1.0,,,1.0,,6.0,2.0,,,51.0,2.0,7.0,3.0,,4.0,19.0,7.0,,16.0,,44.0,58.0,2.0,14.0,11.0,,,103.0,12.0,23.0,1.0,,6.0,1.0,2.0,3.0,,3.0,3.0,,,10.0,4.0,,,25.0,1.0,25.0,25.0,1.0,4.0,94.0,48.0,1.0,3.0,6.0,8.0,7.0,,2.0,,69.0,69.0,24.0,,,,1.0,161.0,138.0,2.0,19.0,26.0,55.4,1.0,1.0,0.0,2.0,,,,3.0,3.0,7.0,1.0,3.0,145.0,,14.0,139.0,34.0,37.0,3.0,2.0,29.0,27.0,3.0,208.0,12.0,337.0,,,27.0,14.0,65.0,1.0,447.0,1.0,0.0,21.0,17.0,7.0,21.0,0.0,664.0,,1.0,4.0,16.0,0.0
284290,30,2010-03-13 15:00:00,11,Everton,Away,128.0,22.0,2.0,7.0,5.0,3.0,,187.0,6.0,1.0,5.0,6.0,10.0,40.0,308.0,,,16.0,21.0,20.0,6.0,2.0,,,,1.0,,1.0,,,,,,,,,,,1.0,6.0,3.0,,,65.0,5.0,4.0,2.0,,4.0,12.0,11.0,,15.0,,52.0,48.0,5.0,20.0,12.0,,,101.0,12.0,11.0,2.0,,,,1.0,2.0,,1.0,2.0,,,8.0,,,1.0,22.0,,20.0,19.0,1.0,5.0,98.0,45.0,5.0,,2.0,8.0,6.0,,1.0,,48.0,87.0,29.0,,,,,190.0,174.0,1.0,23.0,22.0,51.3,,,0.0,1.0,1.0,,,1.0,,4.0,,3.0,104.0,,10.0,152.0,41.0,36.0,7.0,4.0,32.0,28.0,,170.0,17.0,305.0,,1.0,31.0,12.0,82.0,4.0,425.0,1.0,0.0,14.0,13.0,2.0,24.0,1.0,692.0,,4.0,4.0,10.0,0.0
284303,31,2010-03-20 15:00:00,11,Everton,Home,166.0,14.0,2.0,4.0,3.0,6.0,,246.0,3.0,,12.0,7.0,21.0,37.0,408.0,1.0,3.0,28.0,20.0,11.0,7.0,4.0,,,1.0,,,2.0,,,,,,,,,1.0,,2.0,7.0,2.0,,,66.0,2.0,8.0,3.0,,6.0,21.0,10.0,,21.0,1.0,60.0,54.0,2.0,14.0,9.0,,,115.0,15.0,17.0,,,,,2.0,1.0,,1.0,1.0,,,5.0,,2.0,3.0,18.0,1.0,14.0,14.0,2.0,12.0,106.0,63.0,3.0,2.0,4.0,8.0,6.0,,3.0,,82.0,68.0,36.0,,,,,179.0,167.0,1.0,23.0,24.0,66.6,1.0,,0.0,2.0,1.0,,,,,7.0,,3.0,148.0,,12.0,181.0,29.0,26.0,13.0,4.0,37.0,34.0,,217.0,9.0,368.0,2.0,,30.0,28.0,73.0,,512.0,1.0,0.0,21.0,17.0,10.0,31.0,1.0,793.0,,9.0,6.0,15.0,0.0
284319,32,2010-03-27 15:00:00,11,Everton,Away,84.0,10.0,2.0,9.0,7.0,3.0,,160.0,7.0,,7.0,5.0,9.0,16.0,235.0,,2.0,13.0,17.0,19.0,16.0,2.0,,,,,,1.0,,,,,,,,1.0,,,2.0,9.0,1.0,,,49.0,4.0,6.0,6.0,,7.0,11.0,8.0,,15.0,,54.0,53.0,4.0,24.0,13.0,,1.0,73.0,12.0,13.0,,,,,1.0,,,,,,,13.0,,3.0,,32.0,1.0,15.0,15.0,2.0,8.0,85.0,38.0,3.0,,7.0,11.0,10.0,,2.0,,34.0,52.0,25.0,,,,,185.0,153.0,2.0,17.0,19.0,46.4,1.0,2.0,0.0,,,,,2.0,,8.0,,3.0,99.0,,18.0,108.0,30.0,56.0,10.0,6.0,28.0,22.0,,140.0,13.0,247.0,3.0,,23.0,11.0,39.0,3.0,327.0,,0.0,24.0,15.0,2.0,26.0,1.0,597.0,,6.0,7.0,8.0,0.0
284324,33,2010-04-04 16:00:00,11,Everton,Home,117.0,8.0,,2.0,2.0,1.0,,223.0,6.0,,8.0,8.0,10.0,31.0,338.0,,,15.0,20.0,12.0,6.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,7.0,8.0,,,50.0,3.0,4.0,3.0,,2.0,14.0,9.0,,21.0,1.0,53.0,68.0,3.0,9.0,4.0,,,90.0,7.0,17.0,1.0,,,,2.0,2.0,,2.0,2.0,,,7.0,,,,15.0,,18.0,18.0,,8.0,90.0,42.0,8.0,1.0,4.0,5.0,2.0,,3.0,,77.0,83.0,20.0,1.0,1.0,1.0,,183.0,167.0,2.0,24.0,16.0,57.5,,,0.0,1.0,2.0,,,,,6.0,,2.0,114.0,,9.0,133.0,32.0,25.0,12.0,2.0,27.0,25.0,,174.0,5.0,343.0,,,37.0,11.0,64.0,2.0,449.0,,0.0,12.0,29.0,,20.0,2.0,705.0,,10.0,2.0,23.0,0.0
284330,34,2010-04-14 19:45:00,11,Everton,Away,107.0,8.0,3.0,6.0,3.0,3.0,1.0,159.0,4.0,1.0,3.0,7.0,8.0,18.0,260.0,,1.0,14.0,22.0,15.0,9.0,,,,,,,,1.0,,,9.0,,,,,,,1.0,12.0,4.0,,,44.0,6.0,8.0,10.0,,7.0,8.0,5.0,,9.0,2.0,60.0,52.0,6.0,23.0,13.0,,,71.0,10.0,11.0,,,4.0,3.0,,2.0,2.0,2.0,,2.0,,14.0,,1.0,,22.0,,16.0,16.0,1.0,3.0,84.0,41.0,7.0,2.0,2.0,9.0,4.0,,4.0,1.0,53.0,49.0,15.0,,,,,153.0,140.0,,25.0,14.0,44.9,,,0.0,2.0,1.0,,,2.0,,2.0,,3.0,73.0,,11.0,121.0,16.0,36.0,17.0,7.0,23.0,16.0,,128.0,8.0,248.0,1.0,1.0,31.0,8.0,44.0,,346.0,,0.0,14.0,18.0,2.0,23.0,2.0,554.0,,8.0,7.0,13.0,0.0
284341,35,2010-04-17 15:00:00,11,Everton,Away,110.0,10.0,,5.0,5.0,4.0,,237.0,,,6.0,7.0,28.0,27.0,342.0,,,17.0,9.0,11.0,5.0,,,,,,2.0,2.0,,,,,1.0,,,,1.0,,,9.0,10.0,,,46.0,1.0,1.0,2.0,,2.0,11.0,4.0,,11.0,1.0,39.0,58.0,1.0,28.0,15.0,,,93.0,13.0,15.0,1.0,,,,2.0,2.0,,2.0,2.0,,,5.0,,,1.0,36.0,1.0,19.0,19.0,1.0,6.0,94.0,44.0,4.0,2.0,5.0,2.0,5.0,,7.0,,65.0,68.0,25.0,,,,1.0,173.0,139.0,1.0,7.0,28.0,62.9,1.0,2.0,0.0,3.0,1.0,,,,,6.0,,3.0,127.0,,7.0,121.0,20.0,62.0,15.0,2.0,18.0,16.0,,189.0,7.0,332.0,,,27.0,28.0,56.0,,435.0,,0.0,12.0,22.0,5.0,29.0,2.0,703.0,,10.0,2.0,21.0,0.0
284355,36,2010-04-25 15:00:00,11,Everton,Home,186.0,12.0,4.0,13.0,9.0,5.0,1.0,268.0,3.0,,8.0,5.0,27.0,44.0,441.0,,1.0,21.0,13.0,17.0,8.0,3.0,,,,,,1.0,,,,10.0,1.0,,,,1.0,,2.0,3.0,5.0,,,65.0,3.0,3.0,1.0,,10.0,21.0,9.0,,21.0,,50.0,58.0,3.0,17.0,9.0,1.0,,80.0,7.0,13.0,,,3.0,2.0,1.0,,,,,,,4.0,,,,23.0,1.0,24.0,23.0,1.0,8.0,92.0,66.0,3.0,1.0,6.0,5.0,7.0,,3.0,,76.0,71.0,30.0,,,,1.0,152.0,134.0,5.0,16.0,35.0,55.3,1.0,,0.0,,2.0,,,,,7.0,1.0,3.0,135.0,,11.0,194.0,28.0,35.0,15.0,8.0,40.0,32.0,,180.0,12.0,359.0,,,15.0,30.0,62.0,1.0,513.0,,0.0,17.0,21.0,3.0,25.0,0.0,753.0,,7.0,10.0,17.0,0.0
284366,37,2010-05-01 15:00:00,11,Everton,Away,108.0,13.0,2.0,4.0,2.0,2.0,,189.0,6.0,,12.0,9.0,19.0,39.0,293.0,,,17.0,18.0,18.0,10.0,,,,,,,1.0,,,,,,,,,,,1.0,7.0,7.0,,,48.0,,6.0,5.0,,5.0,5.0,9.0,,11.0,,51.0,55.0,,24.0,11.0,,,85.0,10.0,10.0,,,,,1.0,,,,,,,13.0,,1.0,,25.0,,21.0,21.0,2.0,13.0,95.0,47.0,6.0,,3.0,7.0,2.0,,4.0,,68.0,60.0,20.0,,,,,166.0,134.0,1.0,11.0,19.0,54.4,,1.0,0.0,2.0,1.0,,,3.0,,3.0,1.0,3.0,83.0,,10.0,119.0,21.0,56.0,10.0,3.0,18.0,15.0,,135.0,11.0,275.0,1.0,,31.0,21.0,65.0,2.0,376.0,,0.0,11.0,24.0,2.0,26.0,0.0,637.0,,3.0,5.0,16.0,0.0
284375,38,2010-05-09 16:00:00,11,Everton,Home,142.0,12.0,5.0,13.0,8.0,2.0,,346.0,6.0,,3.0,7.0,11.0,40.0,475.0,1.0,,22.0,17.0,10.0,17.0,4.0,,,,,,,,,,,,,,,,,2.0,3.0,8.0,,,51.0,2.0,6.0,5.0,,13.0,30.0,2.0,,14.0,2.0,51.0,43.0,2.0,6.0,3.0,,,68.0,11.0,12.0,,,,,,1.0,,1.0,1.0,,,9.0,,,,9.0,,17.0,16.0,1.0,3.0,65.0,53.0,1.0,1.0,8.0,14.0,8.0,,1.0,,94.0,119.0,14.0,,,,,122.0,114.0,1.0,21.0,24.0,63.3,,,0.0,1.0,3.0,,,1.0,,8.0,2.0,3.0,203.0,,22.0,149.0,21.0,14.0,12.0,10.0,43.0,33.0,,239.0,5.0,430.0,,,12.0,12.0,50.0,,536.0,1.0,0.0,22.0,13.0,2.0,24.0,0.0,786.0,,8.0,14.0,11.0,0.0
