matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442199,21.0,2013-01-02 19:45:00,52,QPR,Away,127.0,5.0,1.0,1.0,,2.0,,82.0,10.0,,4.0,5.0,15.0,7.0,208.0,,1.0,16.0,17.0,11.0,5.0,1.0,,,,,,,,1.0,,,5.0,,,,,,,9.0,17.0,,,,40.0,48.0,,,,6.0,1.0,8.0,,1.0,2.0,1.0,,,4.0,2.0,43.0,44.0,6.0,20.0,9.0,,1.0,34.0,8.0,12.0,,,1.0,,,132.0,1.0,,1.0,,1.0,,23.0,,,,1.0,,,,,13.0,,23.0,17.0,2.0,4.0,59.0,82.0,33.0,14.0,1.0,3.0,4.0,3.0,,,,11.0,1.0,,29.0,27.0,11.0,,,,,147.0,141.0,,21.0,15.0,36.1,,3.0,0.0,,,,66.0,1.0,1.0,,,1.0,,3.0,,3.0,15.0,,7.0,155.0,17.0,26.0,8.0,2.0,3.0,1.0,1.0,44.0,11.0,145.0,1.0,,26.0,16.0,35.0,4.0,297.0,,0.0,7.0,19.0,3.0,21.0,1.0,500.0,,17.0,2.0,2.0,13.0,0.0
442215,22.0,2013-01-12 12:45:00,52,QPR,Home,128.0,11.0,,,,2.0,,118.0,6.0,,2.0,3.0,8.0,12.0,246.0,,2.0,21.0,11.0,7.0,3.0,,,,,,,,,,,,3.0,,,,,,,5.0,13.0,,,,44.0,63.0,,,,1.0,1.0,8.0,,,2.0,4.0,1.0,,16.0,4.0,54.0,56.0,1.0,14.0,6.0,,,44.0,11.0,8.0,,,1.0,2.0,,165.0,,,,,,,13.0,,,,1.0,,,,2.0,11.0,,15.0,10.0,1.0,2.0,73.0,79.0,38.0,6.0,,2.0,1.0,,,,,3.0,3.0,,35.0,91.0,12.0,,,,,173.0,167.0,1.0,30.0,21.0,38.1,,,0.0,,,,71.0,4.0,3.0,,,1.0,,3.0,,,55.0,,3.0,151.0,36.0,20.0,20.0,1.0,8.0,7.0,1.0,96.0,8.0,210.0,1.0,,17.0,9.0,37.0,2.0,353.0,,0.0,4.0,31.0,4.0,24.0,1.0,559.0,,11.0,10.0,2.0,22.0,0.0
442227,23.0,2013-01-19 15:00:00,52,QPR,Away,57.0,4.0,1.0,1.0,,2.0,,64.0,3.0,1.0,5.0,4.0,4.0,9.0,120.0,,1.0,11.0,30.0,18.0,6.0,1.0,,2.0,,,,1.0,,,,1.0,7.0,,,,,,,20.0,3.0,,,,24.0,53.0,1.0,,1.0,5.0,4.0,6.0,1.0,,2.0,3.0,1.0,,7.0,6.0,60.0,63.0,5.0,35.0,22.0,,,34.0,12.0,7.0,1.0,,1.0,,1.0,108.0,1.0,,1.0,1.0,,1.0,15.0,,,1.0,6.0,,,,1.0,38.0,,19.0,11.0,4.0,5.0,30.0,64.0,17.0,12.0,,3.0,5.0,2.0,,,,4.0,1.0,,23.0,31.0,9.0,,,,,180.0,145.0,,22.0,15.0,30.4,,2.0,0.0,,,,42.0,8.0,,,,2.0,2.0,3.0,,3.0,17.0,,8.0,84.0,16.0,70.0,14.0,2.0,6.0,4.0,5.0,49.0,9.0,126.0,7.0,1.0,23.0,4.0,44.0,5.0,204.0,,0.0,9.0,30.0,1.0,18.0,0.0,461.0,,18.0,8.0,2.0,23.0,0.0
442233,24.0,2013-01-29 19:45:00,52,QPR,Home,83.0,10.0,1.0,1.0,,3.0,,118.0,5.0,,2.0,2.0,15.0,17.0,200.0,,,15.0,12.0,10.0,4.0,1.0,,2.0,1.0,,,1.0,,,,1.0,4.0,,,,,,1.0,12.0,5.0,,,,41.0,55.0,1.0,1.0,,4.0,3.0,14.0,,,2.0,6.0,1.0,,9.0,2.0,51.0,50.0,4.0,34.0,16.0,,2.0,40.0,9.0,9.0,,,1.0,,1.0,113.0,,,,,,,14.0,,,,,,,,,20.0,,40.0,32.0,1.0,3.0,51.0,62.0,27.0,10.0,,1.0,4.0,1.0,,,,4.0,4.0,,28.0,43.0,12.0,,,,,133.0,121.0,1.0,27.0,21.0,31.3,,4.0,0.0,,,,64.0,4.0,,,,1.0,2.0,2.0,,3.0,47.0,,5.0,102.0,20.0,46.0,18.0,1.0,8.0,7.0,2.0,75.0,15.0,175.0,,,15.0,15.0,40.0,1.0,269.0,,0.0,6.0,20.0,2.0,16.0,2.0,497.0,,13.0,11.0,2.0,16.0,0.0
442244,25.0,2013-02-02 12:45:00,52,QPR,Home,105.0,19.0,4.0,7.0,3.0,6.0,2.0,156.0,5.0,,3.0,5.0,11.0,25.0,254.0,,1.0,15.0,15.0,22.0,8.0,4.0,,,1.0,,,2.0,,,,,9.0,,1.0,,,,1.0,6.0,7.0,,,,51.0,46.0,1.0,2.0,,,3.0,8.0,,,10.0,10.0,4.0,,16.0,3.0,53.0,83.0,,23.0,15.0,,,57.0,6.0,21.0,,,10.0,8.0,2.0,142.0,,,,,,,11.0,,,,,,,,,20.0,1.0,23.0,19.0,2.0,3.0,73.0,69.0,41.0,8.0,,6.0,6.0,5.0,,,,4.0,3.0,,35.0,51.0,24.0,,,,1.0,182.0,159.0,3.0,20.0,16.0,49.7,,,0.0,,,,66.0,3.0,3.0,,,3.0,,8.0,1.0,3.0,72.0,,12.0,127.0,34.0,46.0,23.0,10.0,32.0,22.0,,111.0,14.0,237.0,,,21.0,13.0,44.0,2.0,332.0,,0.0,16.0,25.0,1.0,18.0,2.0,595.0,,18.0,15.0,10.0,19.0,0.0
442257,26.0,2013-02-09 15:00:00,52,QPR,Away,128.0,12.0,1.0,2.0,1.0,3.0,1.0,146.0,2.0,,,4.0,19.0,16.0,272.0,,1.0,15.0,12.0,21.0,12.0,1.0,,,,,,1.0,,1.0,,,16.0,,,1.0,,,,10.0,5.0,,,,48.0,54.0,,,1.0,1.0,8.0,5.0,,1.0,2.0,6.0,3.0,,10.0,3.0,45.0,53.0,1.0,10.0,5.0,2.0,,40.0,11.0,9.0,1.0,,1.0,1.0,1.0,148.0,,,,,,,5.0,,,1.0,,,,,,9.0,1.0,26.0,24.0,3.0,2.0,73.0,71.0,38.0,5.0,,6.0,7.0,4.0,,,,4.0,1.0,,36.0,33.0,13.0,,,,,141.0,134.0,3.0,21.0,25.0,37.5,1.0,1.0,0.0,,,,85.0,3.0,2.0,,,1.0,,6.0,,3.0,49.0,,13.0,158.0,26.0,17.0,13.0,2.0,12.0,10.0,,76.0,9.0,208.0,,,20.0,19.0,31.0,,354.0,,0.0,18.0,17.0,1.0,19.0,3.0,537.0,,15.0,6.0,2.0,15.0,0.0
442265,27.0,2013-02-23 15:00:00,52,QPR,Home,119.0,24.0,2.0,5.0,3.0,3.0,2.0,186.0,3.0,,5.0,8.0,15.0,25.0,300.0,,,21.0,18.0,18.0,6.0,3.0,,1.0,,,,,,,,,11.0,,,,,,1.0,11.0,3.0,,,,70.0,68.0,,,,2.0,5.0,5.0,,,2.0,11.0,6.0,,13.0,1.0,57.0,56.0,2.0,21.0,13.0,,,71.0,11.0,6.0,,,2.0,2.0,,142.0,,,,,,,11.0,,,,,,,,,15.0,,26.0,22.0,4.0,5.0,98.0,97.0,46.0,4.0,,4.0,5.0,3.0,,,,4.0,1.0,,41.0,76.0,18.0,,,,,181.0,175.0,6.0,29.0,25.0,48.4,,,0.0,,,,95.0,4.0,,,,1.0,1.0,6.0,,3.0,84.0,,9.0,153.0,42.0,27.0,19.0,2.0,21.0,19.0,1.0,125.0,10.0,273.0,,,31.0,17.0,55.0,1.0,405.0,,0.0,14.0,23.0,1.0,25.0,0.0,633.0,,17.0,9.0,2.0,19.0,0.0
442273,28.0,2013-03-02 15:00:00,52,QPR,Away,82.0,12.0,2.0,3.0,1.0,4.0,,86.0,9.0,,6.0,13.0,8.0,19.0,165.0,,1.0,21.0,17.0,23.0,2.0,1.0,,1.0,,,,,,,,1.0,3.0,,,,,,2.0,7.0,14.0,,,,38.0,58.0,2.0,,2.0,2.0,2.0,9.0,,,3.0,4.0,,,15.0,2.0,63.0,53.0,2.0,27.0,15.0,1.0,,49.0,16.0,7.0,2.0,,,,,139.0,2.0,,2.0,2.0,,,12.0,,,2.0,3.0,,,,1.0,26.0,,15.0,10.0,2.0,6.0,50.0,78.0,35.0,6.0,,1.0,4.0,3.0,,,,6.0,4.0,,21.0,51.0,8.0,,,,,181.0,163.0,3.0,26.0,17.0,33.0,,1.0,0.0,,,,48.0,1.0,5.0,,,2.0,1.0,2.0,,3.0,34.0,,5.0,109.0,23.0,45.0,16.0,3.0,7.0,4.0,2.0,72.0,17.0,173.0,3.0,,41.0,8.0,43.0,1.0,275.0,,0.0,7.0,14.0,1.0,29.0,3.0,502.0,,11.0,9.0,3.0,10.0,0.0
442285,29.0,2013-03-09 15:00:00,52,QPR,Home,102.0,5.0,1.0,8.0,7.0,2.0,,148.0,2.0,1.0,2.0,4.0,11.0,20.0,242.0,,1.0,23.0,26.0,30.0,9.0,1.0,,,1.0,,,1.0,,,,1.0,12.0,,,,,,,5.0,4.0,,,,45.0,64.0,1.0,1.0,1.0,3.0,2.0,11.0,,,4.0,8.0,3.0,,10.0,,61.0,89.0,3.0,25.0,16.0,,,69.0,4.0,19.0,1.0,,6.0,2.0,1.0,165.0,1.0,,,1.0,,,13.0,,,2.0,3.0,,,,,34.0,,15.0,13.0,1.0,2.0,68.0,88.0,35.0,5.0,2.0,6.0,5.0,6.0,,,,2.0,5.0,,45.0,46.0,29.0,,,,,191.0,165.0,2.0,20.0,31.0,49.7,,,0.0,,,,73.0,1.0,,,,2.0,,7.0,,3.0,82.0,,11.0,124.0,34.0,51.0,19.0,3.0,16.0,13.0,,142.0,7.0,243.0,4.0,1.0,24.0,12.0,49.0,,351.0,,0.0,15.0,31.0,2.0,25.0,0.0,592.0,,10.0,9.0,4.0,26.0,0.0
442289,30.0,2013-03-16 15:00:00,52,QPR,Away,113.0,12.0,2.0,6.0,4.0,1.0,1.0,146.0,3.0,,,9.0,13.0,18.0,253.0,,,14.0,12.0,10.0,11.0,4.0,,3.0,1.0,1.0,,2.0,,,,,12.0,,,,1.0,,3.0,8.0,5.0,,,,44.0,40.0,2.0,2.0,1.0,2.0,6.0,5.0,,,6.0,9.0,2.0,,10.0,,41.0,61.0,2.0,16.0,7.0,1.0,,50.0,10.0,17.0,,,2.0,1.0,2.0,109.0,1.0,,1.0,1.0,,1.0,5.0,,,2.0,1.0,,,,,11.0,1.0,6.0,4.0,,1.0,81.0,60.0,34.0,9.0,2.0,5.0,11.0,7.0,,,,2.0,,,32.0,49.0,16.0,,,,,116.0,103.0,1.0,13.0,22.0,39.9,1.0,,0.0,,,,79.0,2.0,1.0,,,,3.0,8.0,1.0,3.0,65.0,,16.0,123.0,28.0,29.0,16.0,6.0,18.0,12.0,3.0,97.0,4.0,208.0,1.0,,23.0,13.0,43.0,,313.0,1.0,0.0,21.0,22.0,1.0,18.0,2.0,494.0,,10.0,12.0,6.0,15.0,0.0
442302,31.0,2013-04-01 20:00:00,52,QPR,Away,165.0,12.0,3.0,7.0,4.0,,,196.0,1.0,,7.0,4.0,27.0,35.0,354.0,,1.0,21.0,20.0,9.0,10.0,2.0,,2.0,,,,1.0,1.0,,,1.0,15.0,,1.0,,,,1.0,6.0,4.0,,,,68.0,44.0,1.0,1.0,1.0,1.0,7.0,7.0,,,6.0,10.0,4.0,,12.0,2.0,51.0,52.0,1.0,6.0,3.0,1.0,,56.0,7.0,12.0,1.0,,2.0,,1.0,156.0,2.0,,1.0,2.0,,,3.0,,,2.0,1.0,,,,,8.0,,12.0,12.0,,7.0,97.0,91.0,56.0,3.0,1.0,5.0,9.0,7.0,,,,2.0,2.0,1.0,45.0,54.0,19.0,1.0,1.0,1.0,1.0,148.0,139.0,,17.0,17.0,51.7,,,0.0,,,,111.0,,1.0,,,,2.0,7.0,,3.0,70.0,,14.0,177.0,30.0,15.0,20.0,6.0,20.0,14.0,2.0,108.0,3.0,275.0,1.0,,25.0,27.0,65.0,4.0,432.0,1.0,0.0,21.0,16.0,1.0,21.0,1.0,633.0,,23.0,15.0,6.0,13.0,0.0
442314,32.0,2013-04-07 16:10:00,52,QPR,Home,102.0,9.0,,2.0,2.0,,,96.0,2.0,,2.0,5.0,11.0,17.0,196.0,1.0,2.0,14.0,13.0,10.0,6.0,,,1.0,1.0,,,1.0,,,,,5.0,,,,1.0,,2.0,5.0,13.0,,,,44.0,57.0,,,,3.0,3.0,3.0,,1.0,2.0,11.0,3.0,,12.0,3.0,45.0,73.0,3.0,12.0,7.0,1.0,1.0,39.0,9.0,12.0,1.0,,5.0,2.0,1.0,117.0,1.0,,1.0,1.0,,1.0,9.0,,,1.0,1.0,,,,1.0,14.0,1.0,31.0,23.0,5.0,2.0,53.0,54.0,19.0,10.0,,3.0,4.0,1.0,,,,6.0,,,21.0,41.0,18.0,,,,,141.0,130.0,,28.0,20.0,32.1,1.0,,0.0,,,,50.0,3.0,3.0,,,,1.0,5.0,1.0,3.0,54.0,,7.0,120.0,26.0,23.0,31.0,2.0,18.0,16.0,2.0,82.0,8.0,162.0,1.0,,19.0,12.0,38.0,3.0,264.0,2.0,1.0,9.0,29.0,4.0,19.0,2.0,491.0,,10.0,22.0,2.0,17.0,0.0
442322,33.0,2013-04-13 15:00:00,52,QPR,Away,91.0,7.0,,1.0,1.0,1.0,,123.0,2.0,1.0,3.0,4.0,14.0,15.0,213.0,1.0,,16.0,16.0,16.0,9.0,,,,,,,,,,,,10.0,,,,,,,10.0,3.0,,,,38.0,63.0,1.0,1.0,,3.0,4.0,4.0,,,5.0,6.0,1.0,,19.0,,59.0,55.0,3.0,40.0,22.0,,,34.0,13.0,6.0,,1.0,,,,112.0,,,,,,,5.0,,,,,,,,,26.0,,20.0,17.0,,4.0,61.0,52.0,27.0,13.0,,3.0,6.0,3.0,,,,5.0,3.0,,33.0,42.0,18.0,,,,,147.0,135.0,1.0,33.0,21.0,39.8,,3.0,0.0,,,,65.0,3.0,,,,,,3.0,,2.0,53.0,,9.0,114.0,18.0,52.0,16.0,4.0,11.0,7.0,,78.0,4.0,173.0,,1.0,23.0,15.0,32.0,6.0,276.0,1.0,0.0,10.0,24.0,1.0,22.0,3.0,511.0,,16.0,9.0,5.0,20.0,0.0
442333,34.0,2013-04-20 15:00:00,52,QPR,Home,72.0,4.0,1.0,4.0,3.0,1.0,2.0,125.0,5.0,,4.0,8.0,8.0,23.0,193.0,,,21.0,30.0,14.0,13.0,2.0,,2.0,1.0,,1.0,4.0,,,,,15.0,,,,,,4.0,9.0,5.0,,,,32.0,51.0,,,,4.0,4.0,1.0,,,5.0,7.0,1.0,,12.0,1.0,65.0,58.0,4.0,18.0,12.0,,,46.0,9.0,14.0,,,8.0,4.0,4.0,114.0,,,,,,,10.0,,,,1.0,,,,,22.0,,3.0,1.0,,4.0,51.0,59.0,33.0,5.0,,12.0,3.0,5.0,,,,2.0,6.0,,38.0,37.0,15.0,1.0,1.0,1.0,,159.0,142.0,2.0,23.0,18.0,48.9,,,0.0,,,,70.0,,2.0,,,,2.0,14.0,,2.0,65.0,,15.0,95.0,15.0,35.0,22.0,4.0,16.0,12.0,4.0,100.0,6.0,188.0,1.0,,25.0,8.0,35.0,4.0,267.0,,0.0,23.0,21.0,1.0,27.0,1.0,488.0,,10.0,9.0,5.0,15.0,0.0
442345,35.0,2013-04-28 13:30:00,52,QPR,Away,127.0,20.0,2.0,3.0,1.0,4.0,,181.0,10.0,,6.0,6.0,12.0,24.0,305.0,1.0,1.0,21.0,18.0,28.0,7.0,1.0,,,,1.0,,1.0,,,,,11.0,,,1.0,,,1.0,11.0,5.0,,,,57.0,46.0,1.0,1.0,,4.0,3.0,6.0,1.0,,7.0,12.0,4.0,,6.0,3.0,53.0,65.0,4.0,23.0,15.0,,1.0,52.0,16.0,12.0,,1.0,3.0,,1.0,146.0,,,,,,,16.0,,,,5.0,,,,1.0,20.0,1.0,15.0,12.0,1.0,6.0,84.0,74.0,46.0,9.0,,4.0,4.0,2.0,,,,6.0,1.0,,44.0,67.0,14.0,,,,,148.0,138.0,2.0,17.0,17.0,53.9,1.0,,0.0,,,,100.0,3.0,2.0,,,3.0,,10.0,,3.0,90.0,,8.0,141.0,37.0,33.0,21.0,7.0,23.0,16.0,,138.0,18.0,269.0,5.0,,19.0,12.0,49.0,2.0,387.0,2.0,0.0,15.0,12.0,1.0,24.0,2.0,603.0,,9.0,13.0,7.0,7.0,0.0
442353,36.0,2013-05-04 17:30:00,52,QPR,Home,149.0,20.0,,4.0,4.0,1.0,1.0,161.0,3.0,1.0,5.0,5.0,17.0,31.0,306.0,,,7.0,21.0,10.0,9.0,,,,1.0,,,1.0,,1.0,,,12.0,,,,,,,4.0,8.0,3.0,10.0,,69.0,65.0,,,,3.0,3.0,9.0,,1.0,3.0,11.0,4.0,,18.0,5.0,60.0,48.0,2.0,14.0,7.0,,1.0,69.0,8.0,6.0,,,3.0,2.0,1.0,157.0,,,,,,,6.0,,,,3.0,,,,,18.0,,19.0,15.0,3.0,5.0,75.0,79.0,39.0,7.0,,4.0,5.0,4.0,390.0,,,5.0,1.0,,27.0,46.0,31.0,,,,,159.0,159.0,3.0,27.0,25.0,41.2,,,0.0,,,,104.0,3.0,3.0,6.0,,,,6.0,,3.0,76.0,298.0,9.0,174.0,40.0,31.0,13.0,3.0,20.0,17.0,,127.0,3.0,251.0,3.0,1.0,29.0,19.0,62.0,5.0,405.0,,0.0,13.0,23.0,1.0,11.0,2.0,612.0,20.0,12.0,9.0,3.0,19.0,0.0
442365,37.0,2013-05-12 15:00:00,52,QPR,Home,165.0,18.0,,1.0,1.0,1.0,,160.0,4.0,,9.0,10.0,19.0,34.0,324.0,,,30.0,19.0,12.0,4.0,1.0,,,1.0,,,1.0,,,,,6.0,1.0,,,,,2.0,4.0,7.0,,,,77.0,42.0,,,1.0,2.0,3.0,4.0,1.0,,2.0,8.0,1.0,,20.0,,55.0,47.0,2.0,7.0,4.0,2.0,,73.0,9.0,7.0,1.0,,4.0,1.0,1.0,169.0,,,,,,,11.0,,,,2.0,,,,,9.0,,6.0,3.0,1.0,9.0,101.0,98.0,43.0,2.0,,2.0,3.0,2.0,,,,5.0,2.0,,53.0,70.0,14.0,1.0,1.0,1.0,1.0,201.0,190.0,,15.0,15.0,56.2,,,0.0,,,,98.0,1.0,1.0,,,1.0,,5.0,,3.0,65.0,,5.0,193.0,39.0,18.0,10.0,2.0,12.0,10.0,1.0,122.0,8.0,264.0,2.0,,41.0,20.0,67.0,7.0,445.0,,0.0,10.0,22.0,,35.0,1.0,648.0,,13.0,6.0,2.0,20.0,0.0
442370,38.0,2013-05-19 16:00:00,52,QPR,Away,133.0,4.0,,,,1.0,,107.0,7.0,,3.0,6.0,16.0,23.0,240.0,,,17.0,3.0,4.0,10.0,,,,,,,,,,,,10.0,,,,,,1.0,12.0,16.0,,,,49.0,54.0,1.0,1.0,,4.0,4.0,16.0,1.0,,,3.0,,,14.0,3.0,36.0,39.0,4.0,25.0,11.0,,1.0,39.0,4.0,6.0,,,1.0,1.0,,115.0,,,,,,,13.0,,,,,,,,,17.0,,27.0,23.0,6.0,4.0,83.0,72.0,36.0,14.0,,6.0,4.0,,,,,14.0,2.0,,15.0,44.0,17.0,,,,,135.0,118.0,3.0,25.0,15.0,33.6,,2.0,0.0,,,,64.0,4.0,3.0,,,,,7.0,,3.0,43.0,,10.0,151.0,5.0,42.0,5.0,,4.0,4.0,,75.0,3.0,164.0,1.0,,16.0,17.0,50.0,1.0,311.0,,0.0,11.0,24.0,,21.0,3.0,532.0,,15.0,5.0,,18.0,0.0
