matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442204,21.0,2013-01-01 15:00:00,80,Swansea,Home,200.0,12.0,,7.0,7.0,1.0,1.0,267.0,2.0,,4.0,12.0,18.0,35.0,460.0,,1.0,28.0,41.0,14.0,10.0,2.0,,,,,,,2.0,,,,3.0,21.0,,1.0,2.0,9.0,,,,,113.0,40.0,4.0,4.0,1.0,2.0,9.0,4.0,1.0,,3.0,14.0,10.0,,13.0,1.0,70.0,52.0,2.0,16.0,11.0,,1.0,79.0,7.0,15.0,1.0,6.0,3.0,2.0,225.0,1.0,,1.0,1.0,,,8.0,,,2.0,2.0,,,,,17.0,2.0,15.0,14.0,1.0,4.0,126.0,104.0,54.0,2.0,1.0,4.0,9.0,6.0,,,,2.0,,,52.0,100.0,37.0,1.0,1.0,1.0,,201.0,189.0,1.0,15.0,16.0,69.5,1.0,,0.0,,,,123.0,3.0,,,,1.0,,10.0,,3.0,112.0,,13.0,229.0,26.0,28.0,12.0,2.0,29.0,27.0,,169.0,5.0,387.0,2.0,,41.0,19.0,71.0,2.0,587.0,1.0,0.0,25.0,16.0,1.0,31.0,0.0,804.0,,11.0,7.0,3.0,10.0,0.0
442211,22.0,2013-01-12 15:00:00,80,Swansea,Away,155.0,7.0,,,,1.0,,165.0,2.0,1.0,8.0,4.0,22.0,22.0,320.0,,,13.0,40.0,17.0,4.0,,,,,,,,,,,,,4.0,,,,14.0,4.0,,,,79.0,64.0,,,,6.0,,5.0,,,1.0,5.0,1.0,,7.0,1.0,65.0,54.0,6.0,21.0,11.0,,1.0,56.0,10.0,12.0,,1.0,1.0,,161.0,,,,,,,14.0,,,,4.0,,,,1.0,21.0,1.0,20.0,17.0,,9.0,95.0,87.0,35.0,7.0,,1.0,3.0,3.0,,,,4.0,3.0,,36.0,84.0,19.0,,,,,180.0,151.0,,32.0,19.0,44.7,,,0.0,,,,89.0,3.0,2.0,,,,,1.0,,3.0,83.0,,4.0,185.0,13.0,50.0,12.0,1.0,8.0,7.0,,125.0,2.0,247.0,4.0,1.0,31.0,24.0,52.0,1.0,424.0,,0.0,4.0,17.0,,18.0,4.0,619.0,,6.0,8.0,1.0,14.0,0.0
442224,23.0,2013-01-19 15:00:00,80,Swansea,Home,234.0,12.0,3.0,9.0,6.0,4.0,2.0,223.0,2.0,,4.0,5.0,34.0,42.0,448.0,1.0,,25.0,32.0,13.0,9.0,1.0,,,1.0,,,,1.0,,,,,10.0,,,1.0,7.0,3.0,,,,110.0,47.0,5.0,3.0,2.0,5.0,4.0,4.0,,,7.0,17.0,4.0,1.0,7.0,1.0,59.0,45.0,5.0,24.0,12.0,,,60.0,11.0,9.0,,3.0,2.0,1.0,165.0,2.0,,2.0,2.0,,,8.0,,,2.0,1.0,,,,,24.0,,17.0,11.0,,4.0,115.0,68.0,39.0,6.0,2.0,7.0,5.0,3.0,,,,2.0,2.0,,57.0,69.0,19.0,,,,,143.0,119.0,7.0,14.0,21.0,56.1,,,0.0,,,,125.0,,1.0,,,1.0,,8.0,,3.0,100.0,,12.0,248.0,26.0,48.0,14.0,6.0,29.0,23.0,,137.0,7.0,296.0,1.0,,16.0,37.0,61.0,2.0,515.0,1.0,0.0,15.0,14.0,1.0,26.0,0.0,726.0,,9.0,9.0,7.0,12.0,0.0
442236,24.0,2013-01-29 19:45:00,80,Swansea,Away,250.0,12.0,,5.0,5.0,2.0,,298.0,4.0,,3.0,5.0,49.0,28.0,543.0,2.0,,22.0,19.0,22.0,15.0,1.0,,,,,,,,,1.0,1.0,,15.0,,,1.0,1.0,2.0,,,,118.0,53.0,2.0,2.0,,2.0,5.0,8.0,,1.0,4.0,7.0,3.0,,8.0,,60.0,54.0,2.0,26.0,18.0,,,52.0,12.0,12.0,,1.0,1.0,,187.0,,,,,,,8.0,,,,1.0,,,,1.0,24.0,,29.0,22.0,2.0,3.0,160.0,88.0,55.0,3.0,,7.0,9.0,4.0,,,,1.0,,,58.0,88.0,16.0,,,,,144.0,135.0,1.0,24.0,23.0,63.9,,2.0,0.0,,,,163.0,,,,,1.0,,8.0,,3.0,119.0,,16.0,277.0,20.0,35.0,19.0,4.0,15.0,11.0,,146.0,5.0,366.0,1.0,,19.0,52.0,47.0,1.0,628.0,3.0,0.0,17.0,15.0,,23.0,2.0,841.0,,12.0,5.0,4.0,11.0,0.0
442247,25.0,2013-02-02 15:00:00,80,Swansea,Away,219.0,15.0,,3.0,3.0,,,225.0,6.0,,3.0,4.0,26.0,35.0,441.0,1.0,,24.0,39.0,14.0,5.0,,,,,1.0,,1.0,2.0,,,,,8.0,,,,10.0,6.0,,,,100.0,62.0,,,,3.0,2.0,9.0,,,3.0,14.0,5.0,,9.0,6.0,72.0,52.0,2.0,23.0,15.0,,,68.0,10.0,7.0,,2.0,,2.0,206.0,,,,,,,15.0,,,,2.0,,,,,23.0,,17.0,14.0,1.0,3.0,124.0,87.0,39.0,5.0,,4.0,1.0,3.0,,,,2.0,,,54.0,60.0,27.0,,,,,198.0,176.0,1.0,19.0,30.0,64.1,,1.0,0.0,,,,130.0,3.0,3.0,,,3.0,,5.0,1.0,2.0,106.0,,5.0,252.0,38.0,44.0,15.0,2.0,21.0,19.0,,156.0,5.0,329.0,3.0,,24.0,29.0,70.0,4.0,560.0,1.0,0.0,10.0,21.0,8.0,31.0,1.0,789.0,,5.0,10.0,3.0,15.0,0.0
442257,26.0,2013-02-09 15:00:00,80,Swansea,Home,259.0,20.0,1.0,4.0,3.0,2.0,,259.0,1.0,,2.0,3.0,44.0,40.0,514.0,,2.0,28.0,21.0,12.0,7.0,,,,,,,,1.0,,,,,14.0,,,,7.0,11.0,,,,133.0,51.0,1.0,,3.0,1.0,4.0,6.0,1.0,,5.0,6.0,5.0,1.0,8.0,1.0,53.0,45.0,1.0,15.0,9.0,1.0,,70.0,9.0,11.0,,3.0,,1.0,180.0,2.0,,1.0,2.0,,,5.0,,,4.0,,,,,,13.0,,23.0,14.0,,2.0,157.0,89.0,63.0,2.0,3.0,1.0,8.0,9.0,,,,9.0,3.0,,63.0,92.0,14.0,,,,,141.0,133.0,2.0,18.0,24.0,62.5,,,0.0,,,,129.0,1.0,2.0,,,,,2.0,1.0,3.0,88.0,,9.0,279.0,32.0,23.0,14.0,4.0,15.0,11.0,,130.0,4.0,335.0,,,11.0,50.0,58.0,3.0,599.0,,0.0,15.0,17.0,3.0,32.0,1.0,797.0,,6.0,5.0,5.0,13.0,0.0
442261,27.0,2013-02-17 15:00:00,80,Swansea,Away,219.0,14.0,1.0,2.0,1.0,2.0,1.0,164.0,7.0,3.0,3.0,4.0,23.0,36.0,381.0,,,16.0,10.0,6.0,3.0,,,,,,,,,,,,,2.0,,,,19.0,16.0,,,,71.0,54.0,,,,2.0,1.0,13.0,,,1.0,2.0,1.0,,8.0,,45.0,33.0,2.0,16.0,6.0,1.0,1.0,42.0,9.0,7.0,,3.0,4.0,,128.0,,,,,,,16.0,,,,,,,,1.0,13.0,,25.0,16.0,3.0,4.0,119.0,65.0,34.0,10.0,,,3.0,2.0,,,,9.0,2.0,,24.0,63.0,7.0,2.0,2.0,2.0,,141.0,122.0,1.0,24.0,21.0,45.7,,1.0,0.0,,,,141.0,3.0,2.0,,,,,,,3.0,53.0,,3.0,251.0,20.0,35.0,10.0,1.0,8.0,7.0,,78.0,4.0,216.0,,3.0,27.0,25.0,55.0,3.0,459.0,,0.0,3.0,16.0,2.0,16.0,1.0,643.0,,9.0,4.0,1.0,11.0,0.0
442276,28.0,2013-03-02 15:00:00,80,Swansea,Home,272.0,9.0,3.0,8.0,5.0,2.0,2.0,216.0,8.0,,3.0,6.0,24.0,36.0,480.0,,,23.0,16.0,18.0,6.0,3.0,,,,,,,,,,,,8.0,,,2.0,8.0,9.0,,,,111.0,45.0,2.0,2.0,1.0,3.0,2.0,8.0,,,7.0,9.0,2.0,,6.0,1.0,47.0,71.0,3.0,30.0,17.0,,1.0,54.0,9.0,17.0,1.0,4.0,2.0,,194.0,,,,,,,14.0,,,1.0,2.0,,,,,30.0,,13.0,10.0,1.0,3.0,128.0,94.0,62.0,7.0,,3.0,6.0,6.0,,,,3.0,1.0,,57.0,72.0,14.0,,,,,155.0,134.0,3.0,11.0,25.0,63.1,,,0.0,,,,134.0,2.0,3.0,,,,,4.0,,3.0,67.0,,9.0,288.0,19.0,51.0,21.0,7.0,20.0,13.0,,103.0,4.0,299.0,2.0,,15.0,26.0,51.0,1.0,567.0,,0.0,12.0,23.0,1.0,25.0,0.0,798.0,,11.0,13.0,7.0,16.0,0.0
442287,29.0,2013-03-09 15:00:00,80,Swansea,Away,266.0,15.0,2.0,6.0,4.0,2.0,,225.0,5.0,,5.0,4.0,20.0,39.0,485.0,,,19.0,13.0,23.0,6.0,1.0,,1.0,,1.0,,,2.0,1.0,,,,6.0,,,1.0,10.0,5.0,,,,98.0,60.0,1.0,1.0,,2.0,3.0,8.0,1.0,2.0,3.0,10.0,3.0,,6.0,1.0,50.0,53.0,2.0,16.0,10.0,,2.0,67.0,10.0,10.0,1.0,2.0,,2.0,187.0,1.0,1.0,1.0,,1.0,,7.0,,,,1.0,,,,,25.0,,24.0,18.0,,5.0,130.0,83.0,60.0,3.0,,4.0,4.0,2.0,,,,4.0,2.0,1.0,50.0,59.0,13.0,,1.0,1.0,1.0,154.0,135.0,2.0,27.0,21.0,55.8,,2.0,0.0,,,,157.0,3.0,1.0,,,,1.0,6.0,,3.0,90.0,,8.0,288.0,26.0,35.0,18.0,3.0,16.0,13.0,1.0,133.0,9.0,300.0,1.0,,18.0,20.0,56.0,4.0,572.0,,0.0,11.0,15.0,,22.0,1.0,776.0,,8.0,5.0,3.0,8.0,0.0
442296,30.0,2013-03-16 15:00:00,80,Swansea,Home,354.0,13.0,1.0,3.0,2.0,1.0,,201.0,7.0,,4.0,4.0,24.0,40.0,552.0,,3.0,14.0,14.0,7.0,8.0,,,,,1.0,,,1.0,,,,,8.0,,,,7.0,9.0,4.0,5.0,,118.0,62.0,,,,4.0,2.0,13.0,,,3.0,6.0,4.0,,8.0,3.0,42.0,35.0,4.0,16.0,10.0,,,45.0,3.0,7.0,,2.0,1.0,1.0,187.0,,,,,,,11.0,,,,,,,,1.0,14.0,,28.0,24.0,4.0,4.0,167.0,68.0,46.0,8.0,,6.0,2.0,,610.0,,,5.0,,,48.0,64.0,22.0,,,,,114.0,114.0,4.0,26.0,25.0,56.9,,,0.0,,,,157.0,2.0,2.0,4.0,,1.0,,7.0,,2.0,90.0,540.0,8.0,380.0,21.0,28.0,10.0,3.0,14.0,11.0,,119.0,4.0,263.0,,,16.0,25.0,64.0,3.0,629.0,,0.0,9.0,16.0,4.0,14.0,1.0,808.0,7.0,10.0,5.0,3.0,9.0,0.0
442306,31.0,2013-03-30 15:00:00,80,Swansea,Home,262.0,19.0,3.0,12.0,9.0,1.0,1.0,296.0,2.0,,7.0,3.0,50.0,37.0,546.0,,,19.0,20.0,13.0,12.0,2.0,,,,,,,,,1.0,,,12.0,1.0,,1.0,7.0,3.0,,,,119.0,63.0,2.0,2.0,,2.0,4.0,7.0,,,5.0,18.0,8.0,,16.0,3.0,56.0,56.0,2.0,11.0,6.0,,,85.0,5.0,10.0,,2.0,1.0,,227.0,1.0,1.0,1.0,,1.0,,3.0,,,,1.0,,,,,14.0,1.0,25.0,16.0,,7.0,145.0,97.0,62.0,2.0,1.0,8.0,7.0,3.0,,,,1.0,2.0,,62.0,102.0,27.0,,,,,168.0,156.0,5.0,21.0,28.0,62.7,1.0,,0.0,,,,148.0,5.0,,,,,,8.0,,3.0,122.0,,15.0,274.0,45.0,23.0,11.0,5.0,32.0,27.0,1.0,171.0,6.0,397.0,1.0,,7.0,51.0,58.0,4.0,639.0,,0.0,15.0,30.0,,20.0,2.0,874.0,,11.0,3.0,5.0,19.0,0.0
442313,32.0,2013-04-06 15:00:00,80,Swansea,Away,250.0,14.0,4.0,10.0,6.0,,,248.0,3.0,,7.0,6.0,39.0,45.0,488.0,2.0,,24.0,15.0,17.0,11.0,3.0,,,,,,1.0,1.0,,,,1.0,14.0,,,,6.0,6.0,,,,106.0,64.0,6.0,4.0,2.0,1.0,3.0,6.0,,,5.0,16.0,8.0,,7.0,1.0,61.0,45.0,1.0,13.0,10.0,1.0,,68.0,16.0,8.0,1.0,3.0,2.0,1.0,206.0,2.0,,2.0,2.0,,,9.0,,,2.0,2.0,,,,,21.0,,22.0,17.0,2.0,7.0,136.0,75.0,48.0,2.0,1.0,8.0,8.0,7.0,,,,4.0,,,59.0,70.0,19.0,,,,,168.0,141.0,3.0,25.0,28.0,65.3,,,0.0,,,,123.0,1.0,1.0,,,,,8.0,1.0,3.0,124.0,,16.0,268.0,35.0,40.0,19.0,4.0,30.0,26.0,,160.0,1.0,333.0,2.0,,15.0,40.0,63.0,1.0,571.0,2.0,0.0,18.0,18.0,,26.0,3.0,795.0,,5.0,2.0,5.0,13.0,0.0
442328,33.0,2013-05-07 19:45:00,80,Swansea,Away,209.0,12.0,1.0,3.0,2.0,,,148.0,6.0,,9.0,5.0,24.0,24.0,354.0,,,11.0,13.0,9.0,4.0,2.0,,,,1.0,,,1.0,,,,,7.0,,,1.0,11.0,5.0,,,,78.0,55.0,1.0,1.0,1.0,5.0,4.0,10.0,,,4.0,7.0,3.0,2.0,11.0,3.0,55.0,52.0,5.0,17.0,6.0,,,43.0,13.0,14.0,1.0,4.0,1.0,1.0,142.0,2.0,,1.0,2.0,,,12.0,,,3.0,4.0,,,,,9.0,,19.0,14.0,2.0,9.0,107.0,62.0,30.0,4.0,,2.0,6.0,4.0,,,,4.0,1.0,,36.0,50.0,12.0,,,,,131.0,120.0,3.0,19.0,18.0,46.7,,2.0,0.0,,,,100.0,3.0,3.0,,,1.0,,4.0,1.0,3.0,61.0,,8.0,232.0,21.0,28.0,13.0,1.0,12.0,11.0,,91.0,1.0,207.0,4.0,,21.0,25.0,48.0,1.0,427.0,2.0,0.0,12.0,24.0,1.0,13.0,2.0,626.0,,9.0,5.0,4.0,21.0,0.0
442335,34.0,2013-04-20 15:00:00,80,Swansea,Home,214.0,21.0,2.0,5.0,3.0,1.0,,189.0,2.0,,7.0,3.0,21.0,36.0,398.0,,,19.0,23.0,18.0,9.0,1.0,,,,,,,,,1.0,,1.0,13.0,,,,2.0,7.0,,,,92.0,78.0,2.0,2.0,,2.0,6.0,8.0,,,7.0,17.0,8.0,,16.0,2.0,65.0,60.0,2.0,18.0,11.0,,1.0,60.0,13.0,13.0,,,,,184.0,,,,,,,5.0,,,,2.0,,,,1.0,18.0,,26.0,22.0,,7.0,107.0,94.0,51.0,2.0,,4.0,6.0,3.0,,,,2.0,3.0,,50.0,94.0,17.0,,,,,187.0,175.0,7.0,25.0,35.0,54.7,,,0.0,,,,119.0,2.0,2.0,,,,,5.0,1.0,2.0,86.0,,10.0,238.0,31.0,30.0,12.0,7.0,32.0,25.0,,122.0,4.0,296.0,2.0,,26.0,22.0,65.0,3.0,502.0,1.0,0.0,14.0,23.0,1.0,20.0,0.0,728.0,,12.0,6.0,7.0,15.0,0.0
442341,35.0,2013-04-28 15:00:00,80,Swansea,Away,251.0,13.0,,5.0,5.0,,,186.0,4.0,,9.0,5.0,35.0,32.0,432.0,,,18.0,16.0,6.0,13.0,,,,,,,,,,,,,13.0,,,,15.0,9.0,,,,98.0,60.0,,,,2.0,5.0,11.0,,,3.0,8.0,7.0,,8.0,4.0,54.0,38.0,2.0,21.0,7.0,,,43.0,11.0,9.0,,1.0,1.0,,182.0,,,,,,,8.0,,,,2.0,,,,,17.0,,17.0,12.0,,9.0,107.0,70.0,46.0,6.0,,5.0,8.0,3.0,,,,9.0,1.0,,45.0,57.0,18.0,1.0,1.0,1.0,,133.0,115.0,1.0,30.0,13.0,48.2,,,0.0,,,,110.0,3.0,3.0,,,,,5.0,,3.0,77.0,,13.0,275.0,24.0,39.0,16.0,3.0,19.0,16.0,,94.0,3.0,241.0,2.0,,19.0,38.0,50.0,1.0,497.0,,0.0,13.0,15.0,1.0,22.0,3.0,708.0,,10.0,8.0,3.0,11.0,0.0
442355,35.0,2013-05-04 15:00:00,80,Swansea,Home,201.0,15.0,,1.0,1.0,,,111.0,5.0,,4.0,1.0,21.0,31.0,311.0,1.0,,14.0,16.0,7.0,5.0,,,,,1.0,,,1.0,,,,,6.0,,,,9.0,3.0,,,,76.0,50.0,1.0,1.0,,3.0,,7.0,,1.0,4.0,5.0,3.0,,5.0,2.0,40.0,38.0,3.0,12.0,4.0,,,49.0,9.0,10.0,,2.0,,1.0,137.0,,,,,,,7.0,,,,1.0,,,,,10.0,,29.0,22.0,5.0,4.0,90.0,57.0,25.0,4.0,,4.0,1.0,1.0,,,,5.0,3.0,,31.0,55.0,13.0,,,,,128.0,118.0,1.0,34.0,9.0,38.1,,,0.0,,,,85.0,3.0,,,,,,6.0,,3.0,58.0,,5.0,225.0,29.0,22.0,7.0,4.0,12.0,8.0,1.0,91.0,1.0,175.0,1.0,,13.0,22.0,55.0,2.0,388.0,1.0,0.0,7.0,17.0,1.0,15.0,0.0,555.0,,14.0,4.0,4.0,14.0,0.0
442363,37.0,2013-05-12 16:00:00,80,Swansea,Away,239.0,22.0,2.0,6.0,4.0,,,202.0,2.0,,7.0,5.0,17.0,39.0,435.0,,,13.0,2.0,6.0,6.0,1.0,,1.0,,,,,,,,,,6.0,,,,9.0,6.0,,,,88.0,55.0,,,,3.0,2.0,3.0,,1.0,5.0,12.0,1.0,,6.0,1.0,23.0,19.0,3.0,16.0,7.0,1.0,,44.0,7.0,3.0,,1.0,,,147.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,,12.0,,19.0,15.0,4.0,7.0,138.0,60.0,34.0,7.0,1.0,5.0,3.0,2.0,,,,2.0,1.0,,46.0,76.0,12.0,,,,,121.0,108.0,,30.0,16.0,47.9,,1.0,0.0,,,,134.0,3.0,1.0,,,,1.0,5.0,,3.0,74.0,,8.0,261.0,30.0,29.0,8.0,3.0,16.0,13.0,1.0,103.0,3.0,262.0,2.0,,12.0,18.0,52.0,,507.0,,0.0,9.0,7.0,1.0,13.0,0.0,667.0,,8.0,3.0,5.0,6.0,0.0
442374,38.0,2013-05-19 16:00:00,80,Swansea,Home,225.0,15.0,1.0,7.0,6.0,3.0,,384.0,1.0,,7.0,1.0,16.0,32.0,602.0,,,18.0,11.0,5.0,21.0,,,,,,,,,,,,,26.0,,,,6.0,3.0,,,,92.0,68.0,2.0,2.0,,,7.0,9.0,,,8.0,25.0,12.0,,11.0,2.0,50.0,39.0,,4.0,2.0,,,74.0,12.0,10.0,,2.0,1.0,,192.0,,,,,,,1.0,,,,,,,,,3.0,,24.0,20.0,,7.0,183.0,63.0,58.0,,,9.0,12.0,10.0,,,,1.0,1.0,,85.0,125.0,40.0,,,,,124.0,123.0,11.0,14.0,36.0,64.4,,,0.0,,,,187.0,2.0,,,,,,10.0,,3.0,168.0,,21.0,228.0,24.0,5.0,10.0,6.0,44.0,38.0,,208.0,3.0,470.0,,,1.0,16.0,39.0,5.0,654.0,1.0,0.0,27.0,20.0,,19.0,2.0,859.0,,9.0,3.0,8.0,11.0,0.0
