matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
919101,21,2017-12-30 15:00:00,80,Swansea,Away,247.0,18.0,1.0,3.0,2.0,7.0,,152.0,4.0,,3.0,6.0,13.0,38.0,396.0,,,19.0,28.0,16.0,4.0,1.0,,,,,,1.0,6.0,,1.0,,,2.0,6.0,7.0,2.0,4.0,5.0,81.0,61.0,1.0,,2.0,1.0,27.0,1.0,8.0,,,8.0,5.0,3.0,,10.0,1.0,70.0,61.0,1.0,13.0,6.0,,,54.0,13.0,13.0,1.0,,4.0,4.0,,174.0,1.0,,1.0,1.0,,8.0,1.0,2.0,,6.0,1.0,11.0,11.0,2.0,3.0,122.0,82.0,48.0,1.0,,3.0,3.0,4.0,449.0,1.0,2.0,,50.0,75.0,20.0,,,,,,140.0,140.0,3.0,31.0,19.0,48.9,1.0,,3.0,,27.0,0.0,101.0,3.0,,3.0,,,4.0,,3.0,44.0,375.0,15.0,6.0,269.0,32.0,13.0,24.0,4.0,16.0,12.0,,74.0,9.0,225.0,2.0,,23.0,14.0,70.0,2.0,478.0,,0.0,9.0,19.0,,22.0,2.0,675.0,9.0,17.0,13.0,8.0,12.0,0.0
919111,22,2018-01-02 19:45:00,80,Swansea,Home,156.0,9.0,2.0,4.0,2.0,4.0,1.0,80.0,7.0,,2.0,5.0,4.0,25.0,232.0,,,12.0,17.0,11.0,4.0,1.0,1.0,1.0,,1.0,,,5.0,,,,,,8.0,8.0,4.0,5.0,3.0,55.0,64.0,,,,3.0,17.0,2.0,6.0,,2.0,6.0,8.0,2.0,,12.0,2.0,55.0,49.0,3.0,19.0,10.0,,,36.0,12.0,9.0,,,2.0,1.0,1.0,120.0,,,,,,11.0,,1.0,1.0,10.0,1.0,21.0,21.0,,2.0,67.0,65.0,31.0,5.0,,3.0,2.0,1.0,286.0,2.0,,,27.0,52.0,21.0,,,,,,129.0,129.0,,32.0,26.0,32.3,,,,1.0,17.0,0.0,71.0,2.0,1.0,3.0,,1.0,5.0,,3.0,29.0,214.0,11.0,5.0,188.0,22.0,19.0,20.0,6.0,17.0,11.0,1.0,52.0,5.0,142.0,1.0,,27.0,6.0,70.0,4.0,313.0,1.0,0.0,8.0,18.0,,16.0,2.0,506.0,14.0,6.0,11.0,6.0,10.0,0.0
919119,23,2018-01-13 15:00:00,80,Swansea,Away,232.0,19.0,4.0,9.0,5.0,6.0,1.0,178.0,5.0,,7.0,14.0,11.0,46.0,401.0,,,23.0,23.0,40.0,5.0,1.0,,,,,,,5.0,,,,,1.0,5.0,9.0,3.0,6.0,2.0,90.0,57.0,1.0,2.0,1.0,2.0,22.0,1.0,5.0,,,5.0,13.0,2.0,,15.0,2.0,59.0,65.0,2.0,20.0,13.0,,1.0,63.0,10.0,10.0,1.0,1.0,3.0,1.0,,174.0,,,,,,11.0,1.0,2.0,,13.0,,3.0,3.0,1.0,8.0,123.0,87.0,46.0,4.0,,2.0,4.0,5.0,474.0,1.0,1.0,,52.0,86.0,27.0,,,,,,161.0,161.0,2.0,20.0,24.0,57.8,,2.0,,,22.0,0.0,113.0,3.0,,3.0,,,2.0,,3.0,64.0,385.0,6.0,6.0,249.0,29.0,20.0,14.0,5.0,21.0,16.0,,111.0,11.0,272.0,2.0,,36.0,12.0,90.0,,500.0,,0.0,8.0,8.0,,30.0,3.0,681.0,17.0,18.0,7.0,5.0,5.0,0.0
919131,24,2018-01-22 20:00:00,80,Swansea,Home,117.0,15.0,1.0,1.0,,2.0,,88.0,6.0,1.0,5.0,5.0,3.0,32.0,204.0,,,12.0,19.0,18.0,1.0,,,,,,,,1.0,,,,,1.0,3.0,10.0,11.0,2.0,1.0,48.0,67.0,1.0,,1.0,2.0,26.0,,6.0,,,3.0,3.0,3.0,1.0,9.0,3.0,45.0,46.0,2.0,40.0,17.0,,,49.0,5.0,8.0,,,1.0,1.0,,133.0,1.0,,,,1.0,16.0,,4.0,,17.0,,15.0,15.0,,5.0,57.0,75.0,31.0,9.0,,,2.0,2.0,262.0,6.0,1.0,,38.0,52.0,11.0,,,,,,139.0,139.0,1.0,35.0,17.0,28.2,,,,2.0,26.0,0.0,57.0,2.0,2.0,4.0,,,1.0,,2.0,35.0,188.0,13.0,2.0,141.0,20.0,40.0,12.0,3.0,10.0,7.0,,69.0,9.0,164.0,5.0,1.0,28.0,5.0,79.0,1.0,295.0,,0.0,3.0,15.0,,17.0,0.0,490.0,6.0,17.0,6.0,3.0,11.0,0.0
919134,25,2018-01-30 19:45:00,80,Swansea,Home,125.0,10.0,,2.0,2.0,2.0,,102.0,3.0,,1.0,5.0,5.0,22.0,225.0,,1.0,10.0,14.0,11.0,4.0,,,,,,,,10.0,,,,1.0,,2.0,6.0,3.0,7.0,5.0,66.0,52.0,2.0,2.0,3.0,2.0,17.0,4.0,5.0,,,4.0,5.0,3.0,,6.0,3.0,34.0,36.0,2.0,24.0,11.0,,,43.0,4.0,7.0,1.0,,2.0,2.0,,119.0,1.0,,1.0,1.0,,7.0,3.0,,,11.0,1.0,13.0,13.0,2.0,1.0,58.0,57.0,25.0,3.0,2.0,2.0,3.0,4.0,279.0,1.0,1.0,,24.0,64.0,18.0,,,,,,113.0,113.0,2.0,32.0,10.0,25.7,1.0,,3.0,,17.0,0.0,63.0,3.0,,3.0,,,4.0,1.0,3.0,44.0,209.0,8.0,5.0,153.0,18.0,24.0,11.0,2.0,12.0,10.0,,77.0,4.0,165.0,,,28.0,5.0,59.0,,306.0,,0.0,12.0,13.0,4.0,14.0,0.0,449.0,14.0,6.0,6.0,4.0,7.0,0.0
919148,26,2018-02-03 15:00:00,80,Swansea,Away,130.0,11.0,1.0,6.0,5.0,2.0,1.0,124.0,3.0,2.0,5.0,4.0,12.0,29.0,248.0,,,16.0,20.0,20.0,2.0,,,,,,,,2.0,,,,,,6.0,9.0,4.0,3.0,,62.0,64.0,1.0,,1.0,,24.0,1.0,7.0,1.0,1.0,3.0,5.0,6.0,1.0,12.0,,51.0,53.0,,42.0,20.0,,,46.0,8.0,9.0,,,2.0,2.0,,137.0,1.0,1.0,1.0,,1.0,9.0,,1.0,,20.0,,12.0,12.0,,5.0,67.0,56.0,24.0,3.0,,1.0,2.0,1.0,314.0,4.0,4.0,,45.0,77.0,16.0,,,,,,146.0,146.0,5.0,31.0,19.0,39.9,,,1.0,1.0,24.0,0.0,74.0,2.0,2.0,3.0,,,1.0,,3.0,62.0,234.0,10.0,3.0,162.0,22.0,42.0,15.0,3.0,16.0,13.0,,98.0,4.0,194.0,1.0,2.0,25.0,14.0,66.0,,340.0,,0.0,3.0,14.0,,26.0,0.0,543.0,10.0,14.0,11.0,3.0,10.0,0.0
919160,27,2018-02-10 15:00:00,80,Swansea,Home,151.0,24.0,2.0,4.0,2.0,4.0,,219.0,4.0,,5.0,6.0,3.0,38.0,366.0,1.0,,19.0,36.0,34.0,9.0,,1.0,,1.0,1.0,,,11.0,,,,,,5.0,5.0,8.0,8.0,5.0,86.0,62.0,,,,2.0,15.0,7.0,2.0,,,5.0,13.0,5.0,,12.0,,61.0,57.0,2.0,21.0,9.0,,,63.0,10.0,9.0,,,2.0,1.0,1.0,176.0,1.0,,,1.0,,9.0,1.0,2.0,,9.0,,4.0,4.0,,5.0,99.0,87.0,44.0,2.0,1.0,1.0,9.0,4.0,443.0,4.0,1.0,,60.0,99.0,37.0,,,,,,161.0,161.0,10.0,19.0,24.0,57.3,,,,1.0,15.0,0.0,104.0,1.0,,1.0,1.0,1.0,2.0,,3.0,118.0,353.0,6.0,10.0,167.0,40.0,21.0,7.0,3.0,22.0,19.0,1.0,169.0,8.0,320.0,2.0,,31.0,5.0,81.0,2.0,465.0,2.0,0.0,13.0,12.0,,23.0,2.0,642.0,33.0,20.0,2.0,5.0,9.0,0.0
919165,28,2018-02-24 15:00:00,80,Swansea,Away,178.0,17.0,,2.0,2.0,,1.0,158.0,3.0,,7.0,5.0,9.0,31.0,334.0,,,24.0,21.0,12.0,9.0,,,,,,,,9.0,,,1.0,,1.0,3.0,10.0,6.0,3.0,8.0,70.0,54.0,,,,3.0,13.0,4.0,8.0,,,5.0,7.0,2.0,,17.0,,57.0,54.0,3.0,11.0,4.0,1.0,,58.0,6.0,16.0,,,4.0,2.0,,154.0,,,,,,8.0,,,2.0,4.0,1.0,9.0,9.0,2.0,7.0,106.0,87.0,41.0,3.0,,5.0,4.0,1.0,402.0,2.0,1.0,,58.0,65.0,20.0,1.0,1.0,1.0,,,154.0,154.0,2.0,22.0,21.0,52.2,1.0,,,1.0,13.0,0.0,104.0,1.0,,1.0,,,6.0,,3.0,72.0,315.0,8.0,9.0,204.0,41.0,11.0,15.0,5.0,16.0,11.0,,119.0,3.0,246.0,,,25.0,10.0,77.0,,434.0,,0.0,11.0,20.0,,27.0,0.0,625.0,17.0,12.0,8.0,5.0,10.0,0.0
919180,29,2018-03-03 15:00:00,80,Swansea,Home,162.0,9.0,2.0,2.0,,2.0,,171.0,1.0,,1.0,14.0,15.0,31.0,331.0,,1.0,21.0,17.0,28.0,4.0,1.0,,,,,,,4.0,1.0,,,,,6.0,3.0,4.0,6.0,3.0,68.0,70.0,2.0,1.0,3.0,2.0,17.0,,5.0,,,4.0,3.0,3.0,1.0,10.0,,51.0,69.0,2.0,25.0,20.0,,,53.0,9.0,14.0,1.0,,4.0,1.0,,161.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,,,20.0,,11.0,11.0,1.0,1.0,113.0,76.0,36.0,5.0,2.0,1.0,6.0,8.0,414.0,3.0,2.0,,58.0,84.0,16.0,,,,,1.0,156.0,156.0,5.0,29.0,30.0,45.3,,,,1.0,17.0,0.0,98.0,1.0,,1.0,,,1.0,,3.0,65.0,313.0,8.0,7.0,190.0,20.0,25.0,20.0,3.0,10.0,7.0,,114.0,11.0,260.0,,,44.0,16.0,73.0,,440.0,,0.0,9.0,18.0,3.0,26.0,0.0,624.0,17.0,12.0,10.0,4.0,9.0,0.0
919187,30,2018-03-10 15:00:00,80,Swansea,Away,50.0,6.0,,2.0,2.0,1.0,2.0,40.0,8.0,,,8.0,6.0,21.0,88.0,,,11.0,30.0,24.0,,,,,,,,,,,,,,,5.0,18.0,12.0,,,26.0,47.0,,1.0,,8.0,9.0,,7.0,,,,,1.0,,6.0,1.0,55.0,55.0,8.0,67.0,38.0,,,34.0,9.0,9.0,,,1.0,3.0,,103.0,,,,,,19.0,,2.0,,38.0,,13.0,13.0,3.0,,19.0,58.0,19.0,12.0,,,,,137.0,10.0,,,28.0,33.0,5.0,,,,,,113.0,113.0,,32.0,8.0,18.8,,,,3.0,9.0,0.0,21.0,3.0,1.0,4.0,,,,,2.0,11.0,74.0,6.0,,77.0,16.0,67.0,9.0,,4.0,4.0,,31.0,11.0,96.0,2.0,,30.0,6.0,66.0,3.0,169.0,,1.0,,17.0,,18.0,3.0,375.0,1.0,10.0,5.0,,13.0,0.0
919200,31,2018-05-08 19:45:00,80,Swansea,Home,149.0,20.0,1.0,3.0,2.0,4.0,1.0,154.0,2.0,,3.0,12.0,5.0,32.0,300.0,,,22.0,45.0,36.0,6.0,,,,,1.0,,,8.0,,,,,,3.0,9.0,4.0,4.0,7.0,70.0,64.0,,,,2.0,21.0,3.0,2.0,,,7.0,15.0,4.0,,11.0,4.0,65.0,71.0,2.0,17.0,9.0,,1.0,81.0,7.0,15.0,,,4.0,2.0,1.0,182.0,,,,,,3.0,,,,9.0,,6.0,6.0,,3.0,81.0,97.0,40.0,6.0,,3.0,3.0,3.0,396.0,2.0,1.0,,46.0,82.0,45.0,,,,,,187.0,187.0,,28.0,21.0,53.3,,,,,21.0,0.0,83.0,5.0,2.0,7.0,,,5.0,,3.0,83.0,287.0,10.0,6.0,174.0,40.0,17.0,12.0,7.0,28.0,21.0,,141.0,15.0,270.0,,,48.0,5.0,89.0,2.0,416.0,,0.0,11.0,11.0,,36.0,2.0,621.0,16.0,15.0,9.0,7.0,8.0,0.0
919208,32,2018-03-31 15:00:00,80,Swansea,Away,161.0,20.0,2.0,5.0,3.0,1.0,,134.0,5.0,,6.0,3.0,9.0,23.0,290.0,,,13.0,11.0,4.0,2.0,,,,,,,,3.0,,,,,,10.0,8.0,3.0,3.0,,65.0,50.0,,,,3.0,15.0,1.0,10.0,,,3.0,5.0,6.0,,10.0,3.0,51.0,30.0,3.0,25.0,18.0,,,46.0,13.0,4.0,,,,,,128.0,,,,,,9.0,,1.0,,18.0,,11.0,11.0,3.0,6.0,86.0,71.0,37.0,3.0,,,2.0,2.0,341.0,2.0,1.0,,30.0,71.0,20.0,,,,,,120.0,120.0,3.0,22.0,16.0,33.5,,,,,15.0,0.0,87.0,2.0,1.0,3.0,,,,,3.0,45.0,275.0,8.0,2.0,180.0,30.0,25.0,12.0,3.0,14.0,11.0,,76.0,1.0,200.0,1.0,,16.0,9.0,56.0,1.0,366.0,1.0,0.0,3.0,17.0,,19.0,0.0,527.0,12.0,10.0,5.0,3.0,12.0,0.0
919222,33,2018-04-07 15:00:00,80,Swansea,Away,200.0,15.0,1.0,3.0,2.0,,1.0,160.0,4.0,1.0,7.0,5.0,11.0,31.0,357.0,,,14.0,19.0,23.0,4.0,1.0,,,,,,,5.0,,,,,1.0,4.0,7.0,8.0,4.0,3.0,81.0,45.0,1.0,1.0,,3.0,16.0,1.0,12.0,,1.0,1.0,7.0,3.0,,8.0,1.0,49.0,60.0,3.0,25.0,16.0,,1.0,61.0,5.0,13.0,1.0,,1.0,2.0,,148.0,1.0,1.0,1.0,,1.0,8.0,,,,16.0,,6.0,6.0,1.0,7.0,118.0,74.0,33.0,6.0,,5.0,1.0,1.0,423.0,8.0,1.0,,45.0,61.0,23.0,,,,,,136.0,136.0,1.0,22.0,15.0,48.3,,,1.0,,16.0,0.0,105.0,1.0,1.0,2.0,,,5.0,,3.0,77.0,338.0,6.0,6.0,229.0,37.0,25.0,16.0,1.0,13.0,12.0,,123.0,3.0,236.0,,1.0,21.0,11.0,71.0,1.0,452.0,1.0,0.0,7.0,13.0,,20.0,2.0,622.0,7.0,10.0,11.0,1.0,11.0,0.0
919230,34,2018-04-14 15:00:00,80,Swansea,Home,149.0,21.0,2.0,7.0,5.0,2.0,1.0,194.0,5.0,1.0,4.0,2.0,11.0,17.0,336.0,,1.0,14.0,33.0,28.0,9.0,2.0,,,,,1.0,,10.0,,,,,1.0,5.0,10.0,3.0,12.0,5.0,73.0,73.0,,1.0,,2.0,26.0,5.0,5.0,,,6.0,10.0,4.0,,14.0,2.0,63.0,67.0,2.0,22.0,11.0,,,74.0,10.0,11.0,1.0,,1.0,1.0,,173.0,1.0,,1.0,,1.0,10.0,,,1.0,11.0,,11.0,11.0,,4.0,102.0,73.0,30.0,3.0,,3.0,9.0,7.0,424.0,4.0,1.0,1.0,50.0,86.0,39.0,,,,,,169.0,169.0,6.0,31.0,29.0,50.6,,,1.0,1.0,26.0,0.0,99.0,2.0,1.0,3.0,,,5.0,1.0,2.0,98.0,321.0,14.0,12.0,173.0,40.0,22.0,6.0,6.0,21.0,15.0,,154.0,9.0,295.0,,1.0,30.0,12.0,61.0,1.0,447.0,,0.0,17.0,25.0,1.0,27.0,1.0,656.0,39.0,12.0,3.0,6.0,13.0,0.0
919239,35,2018-04-22 16:30:00,80,Swansea,Away,96.0,20.0,1.0,1.0,,1.0,,47.0,3.0,,4.0,4.0,4.0,20.0,142.0,,,10.0,10.0,14.0,1.0,1.0,1.0,,,1.0,,,2.0,,,,,,5.0,12.0,7.0,2.0,2.0,32.0,49.0,,,,2.0,8.0,1.0,16.0,,1.0,1.0,4.0,1.0,,8.0,2.0,47.0,41.0,2.0,26.0,14.0,,1.0,33.0,8.0,6.0,,,1.0,,1.0,89.0,,,,,,7.0,,,,14.0,,14.0,14.0,2.0,4.0,40.0,47.0,17.0,6.0,,2.0,,1.0,177.0,3.0,2.0,,20.0,35.0,6.0,,1.0,1.0,1.0,,101.0,101.0,,28.0,9.0,17.1,,,,,8.0,0.0,42.0,5.0,2.0,7.0,,1.0,2.0,,3.0,17.0,127.0,6.0,2.0,118.0,29.0,26.0,16.0,1.0,6.0,5.0,1.0,39.0,6.0,91.0,,,23.0,4.0,54.0,1.0,203.0,,0.0,4.0,11.0,1.0,14.0,1.0,355.0,7.0,14.0,10.0,1.0,6.0,0.0
919250,36,2018-04-28 17:30:00,80,Swansea,Home,232.0,12.0,,2.0,2.0,2.0,,276.0,3.0,,6.0,2.0,6.0,21.0,506.0,,,14.0,16.0,7.0,8.0,,,,,,,,9.0,,,,,,9.0,9.0,2.0,5.0,5.0,89.0,62.0,,,,,16.0,2.0,11.0,,,1.0,9.0,14.0,,8.0,2.0,51.0,44.0,,10.0,3.0,1.0,,77.0,13.0,9.0,,,4.0,2.0,,174.0,,,,,,7.0,,1.0,1.0,3.0,,9.0,9.0,1.0,6.0,167.0,60.0,43.0,2.0,,4.0,4.0,3.0,564.0,3.0,1.0,,73.0,118.0,37.0,,,,,,131.0,131.0,3.0,23.0,29.0,51.1,,,,,16.0,0.0,154.0,2.0,,2.0,1.0,,5.0,,3.0,148.0,493.0,6.0,8.0,249.0,25.0,10.0,12.0,1.0,26.0,25.0,,193.0,4.0,361.0,1.0,,10.0,7.0,39.0,1.0,584.0,,0.0,10.0,20.0,,17.0,1.0,751.0,15.0,12.0,8.0,1.0,13.0,0.0
919253,37,2018-05-05 15:00:00,80,Swansea,Away,173.0,15.0,4.0,8.0,4.0,,,161.0,5.0,,4.0,13.0,18.0,38.0,326.0,,1.0,19.0,32.0,23.0,9.0,2.0,,,,,,,7.0,,,,,3.0,7.0,9.0,4.0,6.0,6.0,77.0,67.0,2.0,2.0,,,21.0,3.0,5.0,,,6.0,11.0,5.0,,3.0,2.0,52.0,58.0,,23.0,9.0,,1.0,74.0,10.0,10.0,,,2.0,1.0,,188.0,,,,,,9.0,,,,9.0,,14.0,14.0,5.0,4.0,100.0,85.0,36.0,11.0,,5.0,6.0,3.0,416.0,2.0,,,66.0,55.0,38.0,,,,,,160.0,160.0,4.0,29.0,23.0,54.8,,,,,21.0,0.0,81.0,4.0,,4.0,,,6.0,,3.0,86.0,311.0,5.0,11.0,201.0,35.0,23.0,6.0,6.0,23.0,17.0,,146.0,8.0,268.0,,,48.0,19.0,101.0,1.0,446.0,,0.0,12.0,23.0,1.0,24.0,4.0,624.0,23.0,14.0,4.0,6.0,17.0,0.0
919270,38,2018-05-13 15:00:00,80,Swansea,Home,171.0,27.0,1.0,6.0,5.0,3.0,1.0,307.0,4.0,,4.0,6.0,3.0,38.0,472.0,,2.0,16.0,22.0,11.0,10.0,2.0,1.0,1.0,,2.0,,,20.0,,,,,1.0,5.0,5.0,3.0,19.0,8.0,99.0,59.0,2.0,3.0,1.0,1.0,20.0,11.0,5.0,,1.0,6.0,22.0,4.0,,11.0,2.0,57.0,52.0,1.0,4.0,2.0,,,84.0,12.0,9.0,,,4.0,1.0,2.0,191.0,1.0,,1.0,1.0,,4.0,1.0,,3.0,2.0,,8.0,8.0,,4.0,134.0,59.0,44.0,,1.0,3.0,10.0,11.0,524.0,1.0,2.0,,49.0,76.0,60.0,,1.0,1.0,1.0,,141.0,141.0,5.0,20.0,29.0,57.6,,3.0,,1.0,20.0,0.0,120.0,2.0,1.0,3.0,,1.0,5.0,2.0,3.0,162.0,452.0,11.0,13.0,183.0,40.0,4.0,26.0,4.0,31.0,27.0,1.0,208.0,8.0,392.0,,,13.0,4.0,56.0,1.0,544.0,,0.0,27.0,16.0,2.0,18.0,1.0,744.0,46.0,18.0,16.0,6.0,12.0,0.0
