matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
919102,21,2017-12-31 16:30:00,35,West Brom,Home,93.0,17.0,2.0,8.0,6.0,6.0,,159.0,7.0,,3.0,8.0,2.0,32.0,244.0,,,11.0,12.0,18.0,8.0,,,,1.0,,2.0,1.0,,,,,7.0,1.0,,1.0,10.0,7.0,8.0,9.0,5.0,51.0,66.0,,,1.0,1.0,11.0,7.0,10.0,,,5.0,13.0,10.0,,5.0,2.0,48.0,46.0,1.0,31.0,12.0,,1.0,54.0,14.0,7.0,1.0,5.0,1.0,2.0,142.0,,,,,,,10.0,,,,12.0,,12.0,12.0,2.0,3.0,61.0,83.0,38.0,6.0,,3.0,5.0,3.0,300.0,5.0,4.0,1.0,45.0,88.0,31.0,,,,1.0,135.0,135.0,4.0,30.0,25.0,34.7,,,1.0,,11.0,0.0,68.0,1.0,3.0,4.0,1.0,,4.0,1.0,3.0,79.0,229.0,4.0,8.0,107.0,36.0,31.0,15.0,4.0,28.0,24.0,,116.0,10.0,243.0,,1.0,30.0,4.0,71.0,1.0,322.0,,0.0,14.0,14.0,,15.0,3.0,517.0,22.0,16.0,8.0,5.0,8.0,0.0
919112,22,2018-01-02 19:45:00,35,West Brom,Away,151.0,18.0,1.0,4.0,3.0,2.0,,180.0,7.0,,1.0,8.0,8.0,33.0,327.0,,,14.0,24.0,16.0,9.0,,1.0,,,,,,1.0,,,,11.0,,,1.0,5.0,10.0,3.0,5.0,7.0,64.0,62.0,1.0,1.0,,1.0,17.0,3.0,14.0,,,4.0,9.0,7.0,,7.0,3.0,65.0,53.0,1.0,37.0,19.0,,2.0,72.0,12.0,12.0,,4.0,3.0,,170.0,1.0,,,1.0,,1.0,7.0,1.0,1.0,,19.0,,9.0,9.0,2.0,1.0,89.0,81.0,50.0,3.0,1.0,4.0,6.0,3.0,391.0,3.0,,,85.0,61.0,32.0,,,,,137.0,137.0,2.0,27.0,26.0,47.4,,3.0,,,17.0,0.0,90.0,3.0,,3.0,,1.0,6.0,,3.0,83.0,311.0,9.0,10.0,162.0,37.0,37.0,18.0,4.0,23.0,19.0,2.0,135.0,12.0,274.0,1.0,,29.0,10.0,68.0,1.0,413.0,,0.0,12.0,16.0,,16.0,2.0,601.0,13.0,14.0,10.0,4.0,10.0,0.0
919122,23,2018-01-13 15:00:00,35,West Brom,Home,95.0,15.0,5.0,7.0,2.0,3.0,1.0,156.0,3.0,,1.0,15.0,4.0,32.0,244.0,1.0,,16.0,20.0,23.0,7.0,2.0,,,,,,,,1.0,,,9.0,,,2.0,3.0,7.0,6.0,8.0,7.0,56.0,66.0,1.0,,1.0,3.0,19.0,5.0,3.0,,1.0,9.0,8.0,5.0,2.0,13.0,,48.0,54.0,3.0,25.0,16.0,,,70.0,8.0,13.0,,1.0,1.0,,174.0,2.0,1.0,2.0,,2.0,,9.0,,3.0,,16.0,,11.0,11.0,2.0,1.0,70.0,87.0,43.0,6.0,,5.0,6.0,4.0,325.0,4.0,1.0,,42.0,71.0,30.0,,,,,161.0,161.0,6.0,29.0,22.0,44.1,,,,,19.0,0.0,55.0,,1.0,1.0,,,6.0,1.0,3.0,84.0,230.0,8.0,11.0,118.0,24.0,25.0,13.0,8.0,22.0,14.0,,140.0,14.0,259.0,3.0,,53.0,4.0,86.0,3.0,355.0,1.0,0.0,15.0,9.0,,18.0,0.0,545.0,20.0,12.0,9.0,10.0,6.0,0.0
919126,24,2018-01-20 15:00:00,35,West Brom,Away,108.0,7.0,1.0,4.0,3.0,2.0,,119.0,2.0,,1.0,22.0,10.0,30.0,223.0,,1.0,24.0,24.0,35.0,10.0,1.0,,,,,,,,,,,14.0,,1.0,,3.0,7.0,2.0,9.0,6.0,56.0,73.0,1.0,,1.0,2.0,29.0,1.0,8.0,,,3.0,10.0,4.0,,20.0,2.0,61.0,71.0,2.0,21.0,9.0,,,73.0,10.0,14.0,1.0,,1.0,,179.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,1.0,9.0,1.0,15.0,15.0,2.0,1.0,64.0,79.0,33.0,,,7.0,5.0,5.0,332.0,3.0,2.0,,60.0,58.0,26.0,,,,,195.0,195.0,9.0,28.0,24.0,43.2,1.0,2.0,,,29.0,0.0,57.0,2.0,1.0,3.0,2.0,,9.0,,3.0,58.0,213.0,16.0,12.0,149.0,16.0,21.0,9.0,3.0,18.0,15.0,,110.0,11.0,225.0,2.0,,61.0,11.0,80.0,,356.0,,0.0,15.0,15.0,1.0,31.0,1.0,579.0,18.0,18.0,8.0,3.0,8.0,0.0
919138,25,2018-01-31 20:00:00,35,West Brom,Away,110.0,21.0,,,,5.0,,52.0,3.0,,1.0,7.0,4.0,24.0,162.0,,,16.0,15.0,11.0,2.0,,,,,,,,,,,,3.0,,,,5.0,12.0,7.0,2.0,1.0,41.0,59.0,,,,6.0,23.0,1.0,13.0,,,1.0,,1.0,,13.0,5.0,53.0,42.0,6.0,27.0,14.0,,,37.0,10.0,9.0,,,,,111.0,,,,,,,7.0,,,,14.0,,17.0,17.0,4.0,1.0,52.0,57.0,23.0,9.0,,,2.0,1.0,222.0,2.0,1.0,,28.0,29.0,7.0,,,,,119.0,119.0,,40.0,14.0,25.7,,,,1.0,23.0,0.0,42.0,4.0,3.0,7.0,,,1.0,,3.0,21.0,151.0,12.0,2.0,141.0,42.0,27.0,9.0,1.0,2.0,1.0,,50.0,7.0,107.0,,,25.0,6.0,60.0,,246.0,,0.0,3.0,17.0,,21.0,3.0,418.0,5.0,11.0,6.0,1.0,12.0,0.0
919152,26,2018-02-03 15:00:00,35,West Brom,Home,77.0,15.0,3.0,6.0,3.0,4.0,,143.0,7.0,,1.0,17.0,7.0,41.0,214.0,,,16.0,26.0,29.0,3.0,,,,,1.0,3.0,,,,,,4.0,,,,6.0,7.0,6.0,4.0,5.0,37.0,58.0,1.0,,1.0,3.0,19.0,2.0,14.0,,1.0,5.0,10.0,9.0,1.0,10.0,2.0,65.0,60.0,3.0,14.0,7.0,,1.0,74.0,12.0,10.0,1.0,3.0,1.0,3.0,176.0,2.0,1.0,2.0,,2.0,,10.0,,3.0,,7.0,,16.0,16.0,3.0,1.0,57.0,84.0,45.0,7.0,,3.0,2.0,3.0,298.0,3.0,2.0,,48.0,59.0,35.0,,,,,166.0,166.0,,27.0,19.0,38.9,,3.0,,,19.0,0.0,52.0,2.0,,2.0,1.0,,4.0,,3.0,75.0,194.0,12.0,5.0,102.0,27.0,14.0,14.0,4.0,24.0,20.0,,132.0,14.0,244.0,3.0,,46.0,8.0,80.0,1.0,322.0,1.0,0.0,9.0,11.0,1.0,21.0,2.0,508.0,18.0,18.0,10.0,5.0,7.0,0.0
919153,27,2018-02-12 20:00:00,35,West Brom,Away,171.0,15.0,1.0,3.0,2.0,1.0,,173.0,4.0,1.0,1.0,9.0,10.0,31.0,341.0,,,12.0,16.0,25.0,4.0,1.0,,,,,,,,,,1.0,6.0,,,1.0,8.0,15.0,5.0,5.0,3.0,67.0,69.0,,1.0,,1.0,16.0,,20.0,,1.0,7.0,13.0,7.0,,16.0,3.0,68.0,61.0,1.0,15.0,7.0,,,65.0,11.0,11.0,,1.0,,,145.0,,,,,,,8.0,,,,7.0,,11.0,11.0,3.0,1.0,86.0,68.0,44.0,8.0,,5.0,,1.0,402.0,6.0,,,37.0,89.0,33.0,,,,,144.0,144.0,5.0,35.0,24.0,43.0,,,,,16.0,0.0,130.0,3.0,2.0,5.0,,,7.0,,3.0,81.0,321.0,9.0,5.0,188.0,33.0,15.0,19.0,5.0,25.0,20.0,,126.0,10.0,265.0,,1.0,23.0,10.0,65.0,3.0,428.0,,0.0,8.0,12.0,3.0,12.0,2.0,618.0,11.0,11.0,14.0,7.0,6.0,0.0
919172,28,2018-02-24 15:00:00,35,West Brom,Home,140.0,20.0,2.0,3.0,1.0,6.0,,137.0,4.0,,3.0,11.0,6.0,35.0,274.0,1.0,,27.0,31.0,27.0,4.0,2.0,1.0,,,1.0,1.0,,,,,,6.0,,,1.0,8.0,8.0,8.0,6.0,4.0,61.0,76.0,2.0,1.0,1.0,2.0,14.0,2.0,8.0,,,6.0,10.0,2.0,1.0,19.0,4.0,79.0,60.0,2.0,30.0,16.0,,,79.0,11.0,9.0,,4.0,1.0,1.0,194.0,1.0,1.0,1.0,,1.0,,5.0,,,,16.0,,12.0,12.0,,3.0,78.0,91.0,42.0,3.0,,3.0,4.0,3.0,385.0,4.0,3.0,,65.0,38.0,30.0,,,,,206.0,206.0,4.0,33.0,29.0,53.3,,,,,14.0,0.0,72.0,2.0,3.0,5.0,2.0,1.0,5.0,,3.0,64.0,264.0,4.0,7.0,175.0,47.0,30.0,21.0,5.0,18.0,13.0,1.0,125.0,18.0,248.0,,,38.0,9.0,83.0,7.0,405.0,1.0,0.0,10.0,13.0,,29.0,1.0,634.0,18.0,19.0,11.0,6.0,7.0,0.0
919182,29,2018-03-03 15:00:00,35,West Brom,Away,120.0,10.0,3.0,8.0,5.0,5.0,,116.0,2.0,,2.0,11.0,4.0,28.0,228.0,,1.0,22.0,25.0,38.0,6.0,,,,1.0,,1.0,,,,1.0,,8.0,,,,6.0,10.0,5.0,6.0,3.0,48.0,60.0,2.0,2.0,,,25.0,2.0,12.0,1.0,1.0,6.0,20.0,3.0,,9.0,1.0,57.0,73.0,,39.0,20.0,,,59.0,12.0,11.0,,3.0,1.0,1.0,164.0,,,,,,,9.0,,,2.0,20.0,,14.0,14.0,1.0,2.0,63.0,73.0,31.0,4.0,,4.0,2.0,2.0,320.0,6.0,2.0,,36.0,66.0,33.0,,,,,171.0,171.0,2.0,27.0,25.0,46.7,,,,,25.0,0.0,71.0,3.0,,2.0,1.0,,5.0,1.0,3.0,59.0,217.0,7.0,6.0,157.0,32.0,39.0,10.0,6.0,30.0,24.0,,108.0,17.0,219.0,1.0,,30.0,4.0,74.0,1.0,346.0,,0.0,9.0,17.0,3.0,27.0,0.0,565.0,23.0,11.0,7.0,6.0,14.0,0.0
919191,30,2018-03-10 15:00:00,35,West Brom,Home,124.0,16.0,1.0,2.0,1.0,2.0,,145.0,3.0,2.0,3.0,6.0,15.0,26.0,267.0,,,17.0,30.0,18.0,2.0,,,,,,,,,,,,5.0,,,,3.0,9.0,5.0,2.0,4.0,62.0,54.0,,,,4.0,17.0,1.0,12.0,,,7.0,10.0,2.0,,9.0,2.0,64.0,50.0,4.0,16.0,7.0,,,73.0,6.0,7.0,1.0,1.0,2.0,,163.0,1.0,,1.0,1.0,,,10.0,1.0,,1.0,7.0,1.0,7.0,7.0,1.0,3.0,66.0,84.0,38.0,6.0,,,3.0,2.0,338.0,3.0,2.0,,39.0,76.0,27.0,,,,,162.0,162.0,1.0,26.0,20.0,43.8,,3.0,,,17.0,0.0,71.0,2.0,,3.0,1.0,,3.0,,3.0,79.0,256.0,11.0,3.0,146.0,41.0,16.0,16.0,7.0,21.0,14.0,,134.0,6.0,237.0,,2.0,23.0,15.0,69.0,1.0,362.0,,0.0,6.0,17.0,,30.0,1.0,545.0,12.0,15.0,8.0,7.0,10.0,0.0
919193,31,2018-03-17 15:00:00,35,West Brom,Away,118.0,23.0,,8.0,8.0,5.0,,137.0,1.0,,1.0,9.0,6.0,33.0,247.0,,,15.0,18.0,19.0,8.0,,,,,,,,,,,,11.0,,,,4.0,7.0,10.0,8.0,3.0,59.0,79.0,3.0,2.0,1.0,1.0,20.0,4.0,6.0,,1.0,2.0,12.0,5.0,,12.0,2.0,51.0,49.0,1.0,25.0,10.0,,,68.0,9.0,6.0,1.0,,,,160.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,10.0,,15.0,15.0,3.0,1.0,63.0,88.0,38.0,3.0,,1.0,8.0,6.0,326.0,5.0,2.0,,57.0,44.0,30.0,,,,,160.0,160.0,11.0,40.0,17.0,39.4,,3.0,,,20.0,0.0,68.0,1.0,2.0,3.0,2.0,,1.0,,3.0,61.0,238.0,10.0,9.0,139.0,44.0,25.0,10.0,2.0,19.0,17.0,,111.0,12.0,230.0,1.0,,35.0,8.0,83.0,1.0,350.0,,0.0,11.0,21.0,2.0,21.0,2.0,549.0,23.0,18.0,3.0,2.0,12.0,0.0
919212,32,2018-03-31 15:00:00,35,West Brom,Home,158.0,26.0,,8.0,8.0,5.0,,150.0,5.0,,1.0,8.0,4.0,43.0,300.0,,1.0,17.0,25.0,29.0,5.0,,,,,,,,,,,,8.0,,,,8.0,6.0,5.0,7.0,1.0,75.0,66.0,,1.0,,3.0,8.0,2.0,6.0,,1.0,1.0,14.0,10.0,,6.0,,52.0,65.0,3.0,28.0,13.0,,1.0,62.0,12.0,9.0,1.0,2.0,1.0,,168.0,1.0,,1.0,1.0,,,12.0,1.0,,,13.0,,6.0,6.0,,1.0,87.0,93.0,45.0,6.0,,1.0,5.0,3.0,389.0,1.0,1.0,,51.0,68.0,32.0,,,,,160.0,160.0,1.0,39.0,22.0,47.5,,,,,8.0,0.0,84.0,1.0,1.0,2.0,2.0,,3.0,,2.0,77.0,286.0,3.0,6.0,188.0,45.0,28.0,11.0,1.0,26.0,25.0,,135.0,13.0,252.0,,,30.0,5.0,92.0,2.0,414.0,1.0,0.0,8.0,20.0,1.0,18.0,1.0,582.0,26.0,14.0,7.0,1.0,13.0,0.0
919222,33,2018-04-07 15:00:00,35,West Brom,Home,193.0,27.0,2.0,7.0,5.0,4.0,,209.0,2.0,1.0,2.0,5.0,9.0,32.0,395.0,,,26.0,23.0,19.0,8.0,,,,,,,,,,,,11.0,,,2.0,12.0,4.0,3.0,7.0,8.0,87.0,57.0,1.0,,1.0,1.0,18.0,8.0,11.0,,,5.0,14.0,5.0,,10.0,,60.0,49.0,1.0,20.0,10.0,,,69.0,15.0,5.0,1.0,,1.0,,166.0,1.0,,1.0,,1.0,,6.0,,1.0,2.0,10.0,,11.0,11.0,,2.0,110.0,90.0,53.0,1.0,,2.0,7.0,3.0,465.0,1.0,2.0,,66.0,71.0,33.0,,,,,140.0,140.0,3.0,25.0,24.0,51.7,,2.0,,,18.0,0.0,116.0,,,,,,4.0,,1.0,89.0,387.0,9.0,9.0,217.0,51.0,20.0,15.0,5.0,25.0,20.0,,127.0,13.0,287.0,1.0,1.0,16.0,10.0,62.0,6.0,479.0,,0.0,15.0,13.0,,29.0,3.0,673.0,26.0,14.0,12.0,6.0,7.0,0.0
919227,34,2018-04-15 16:00:00,35,West Brom,Away,106.0,11.0,1.0,4.0,3.0,1.0,,116.0,5.0,1.0,,13.0,4.0,29.0,218.0,,,14.0,15.0,14.0,8.0,,,,,,,,,,,,9.0,,,,11.0,6.0,8.0,6.0,4.0,52.0,66.0,,,1.0,2.0,23.0,2.0,14.0,,,4.0,6.0,3.0,,11.0,2.0,57.0,39.0,2.0,38.0,20.0,,,52.0,13.0,7.0,1.0,1.0,1.0,,132.0,,,,,,,12.0,,3.0,,20.0,,14.0,14.0,2.0,,63.0,79.0,36.0,4.0,,3.0,5.0,4.0,284.0,4.0,2.0,,34.0,47.0,19.0,,,,,131.0,131.0,2.0,36.0,19.0,29.7,,,,,23.0,0.0,65.0,3.0,1.0,4.0,1.0,,4.0,,3.0,42.0,206.0,9.0,8.0,129.0,22.0,38.0,13.0,4.0,14.0,10.0,,86.0,8.0,197.0,3.0,1.0,33.0,6.0,68.0,1.0,312.0,,0.0,10.0,9.0,,16.0,1.0,490.0,9.0,7.0,9.0,4.0,7.0,0.0
919242,35,2018-04-21 12:30:00,35,West Brom,Home,134.0,21.0,3.0,10.0,7.0,1.0,2.0,118.0,4.0,,4.0,7.0,9.0,20.0,242.0,1.0,,24.0,13.0,17.0,5.0,1.0,,,,,,,1.0,,,,7.0,,,4.0,5.0,6.0,3.0,10.0,3.0,62.0,64.0,1.0,,2.0,2.0,22.0,1.0,13.0,,,7.0,16.0,3.0,,9.0,1.0,49.0,47.0,2.0,19.0,10.0,,1.0,56.0,12.0,5.0,1.0,2.0,3.0,,131.0,1.0,1.0,1.0,,1.0,,7.0,,,1.0,10.0,,13.0,13.0,4.0,4.0,77.0,81.0,31.0,4.0,1.0,3.0,4.0,6.0,327.0,2.0,2.0,,26.0,67.0,30.0,,,,,150.0,150.0,5.0,31.0,18.0,38.4,,,1.0,,22.0,0.0,74.0,1.0,,1.0,2.0,,6.0,,3.0,52.0,234.0,7.0,7.0,152.0,42.0,19.0,14.0,7.0,29.0,22.0,,108.0,8.0,221.0,,,35.0,10.0,69.0,1.0,344.0,3.0,0.0,13.0,14.0,1.0,26.0,0.0,527.0,25.0,12.0,11.0,7.0,8.0,0.0
919248,36,2018-04-28 15:00:00,35,West Brom,Away,90.0,17.0,1.0,6.0,5.0,4.0,1.0,143.0,6.0,,1.0,10.0,5.0,31.0,227.0,,2.0,24.0,28.0,21.0,5.0,1.0,,,,,,,,,,,8.0,,,1.0,7.0,9.0,8.0,6.0,3.0,55.0,64.0,1.0,,1.0,2.0,25.0,1.0,9.0,,,1.0,5.0,3.0,,13.0,1.0,71.0,58.0,2.0,32.0,18.0,,,76.0,13.0,8.0,,2.0,1.0,,170.0,1.0,,1.0,1.0,,,16.0,1.0,1.0,2.0,18.0,,14.0,14.0,1.0,1.0,56.0,81.0,34.0,5.0,1.0,4.0,3.0,2.0,314.0,6.0,1.0,,72.0,52.0,15.0,,,,,170.0,170.0,7.0,31.0,18.0,36.5,,,,,25.0,0.0,61.0,1.0,1.0,2.0,1.0,,6.0,,3.0,66.0,213.0,10.0,7.0,118.0,30.0,32.0,22.0,1.0,10.0,9.0,,116.0,14.0,234.0,1.0,,36.0,6.0,76.0,2.0,342.0,,0.0,9.0,18.0,2.0,32.0,3.0,556.0,19.0,17.0,12.0,1.0,13.0,0.0
919262,37,2018-05-05 15:00:00,35,West Brom,Home,74.0,18.0,4.0,6.0,2.0,,,58.0,4.0,,2.0,11.0,3.0,29.0,126.0,,,2.0,18.0,20.0,4.0,2.0,,,,,,,,,,,2.0,,,2.0,8.0,10.0,8.0,7.0,2.0,26.0,61.0,1.0,3.0,1.0,5.0,15.0,2.0,9.0,,,5.0,6.0,3.0,,8.0,3.0,52.0,54.0,5.0,45.0,22.0,,,40.0,13.0,12.0,,3.0,3.0,,107.0,,,,,,,12.0,,,1.0,22.0,,8.0,8.0,2.0,2.0,40.0,63.0,26.0,9.0,1.0,5.0,1.0,1.0,185.0,6.0,4.0,,26.0,24.0,23.0,,,,,138.0,138.0,1.0,41.0,10.0,26.2,,,,,15.0,0.0,37.0,3.0,2.0,5.0,,,6.0,2.0,3.0,24.0,114.0,8.0,6.0,104.0,24.0,45.0,11.0,5.0,17.0,12.0,,50.0,2.0,123.0,1.0,,37.0,8.0,70.0,2.0,210.0,,0.0,9.0,16.0,,6.0,4.0,410.0,15.0,20.0,6.0,5.0,8.0,0.0
919264,38,2018-05-13 15:00:00,35,West Brom,Away,143.0,16.0,,2.0,2.0,1.0,,159.0,3.0,,5.0,6.0,12.0,28.0,300.0,,,13.0,13.0,12.0,4.0,,,,1.0,,1.0,,1.0,,,,5.0,,,,8.0,7.0,4.0,2.0,5.0,49.0,73.0,,,,2.0,14.0,,21.0,,,2.0,7.0,6.0,,22.0,3.0,73.0,63.0,2.0,14.0,6.0,,1.0,53.0,11.0,8.0,,1.0,,1.0,135.0,,,,,,,5.0,,1.0,,6.0,,18.0,18.0,2.0,5.0,100.0,63.0,36.0,4.0,,3.0,1.0,1.0,359.0,2.0,5.0,,63.0,41.0,23.0,,,,,145.0,145.0,3.0,38.0,23.0,40.8,,,,,14.0,0.0,95.0,3.0,,4.0,,,6.0,,3.0,64.0,288.0,6.0,4.0,163.0,37.0,14.0,15.0,2.0,15.0,13.0,,102.0,7.0,231.0,1.0,,18.0,12.0,60.0,1.0,379.0,,0.0,7.0,34.0,1.0,17.0,3.0,584.0,6.0,15.0,9.0,2.0,20.0,0.0
