matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442204,21.0,2013-01-01 15:00:00,7,Aston Villa,Away,66.0,22.0,2.0,2.0,,3.0,,107.0,8.0,,1.0,5.0,8.0,23.0,171.0,,,9.0,14.0,41.0,2.0,1.0,,1.0,,,,,,,,,6.0,1.0,,,,,15.0,10.0,,,,35.0,46.0,1.0,1.0,1.0,4.0,1.0,7.0,,,2.0,6.0,2.0,,11.0,2.0,52.0,70.0,4.0,43.0,27.0,,1.0,63.0,18.0,7.0,2.0,,2.0,,,104.0,1.0,,1.0,1.0,,,12.0,,,1.0,2.0,,,,3.0,52.0,,32.0,22.0,4.0,1.0,49.0,67.0,35.0,3.0,,,4.0,5.0,,,,9.0,5.0,,28.0,30.0,15.0,,,,,1.0,179.0,129.0,4.0,19.0,18.0,30.5,,,,0.0,,,,64.0,4.0,,,,,1.0,3.0,,3.0,41.0,,4.0,75.0,45.0,93.0,9.0,2.0,10.0,8.0,2.0,90.0,11.0,187.0,2.0,,11.0,9.0,35.0,2.0,252.0,,0.0,9.0,18.0,,14.0,4.0,508.0,,8.0,4.0,2.0,11.0,0.0
442210,22.0,2013-01-12 15:00:00,7,Aston Villa,Home,88.0,11.0,2.0,9.0,7.0,9.0,,164.0,11.0,,2.0,11.0,3.0,23.0,243.0,,,23.0,17.0,33.0,9.0,1.0,,,,,,,,,,1.0,14.0,,1.0,,,,10.0,5.0,,,,47.0,57.0,1.0,3.0,,6.0,5.0,7.0,,1.0,9.0,13.0,7.0,,9.0,1.0,49.0,70.0,6.0,20.0,8.0,,,78.0,11.0,6.0,,,3.0,,,168.0,,,,,,,15.0,,,,2.0,,,,1.0,18.0,1.0,21.0,12.0,1.0,2.0,69.0,87.0,41.0,5.0,,3.0,7.0,5.0,,,,3.0,1.0,,74.0,41.0,31.0,1.0,1.0,1.0,,,194.0,174.0,1.0,24.0,20.0,51.0,1.0,,,0.0,,,,70.0,2.0,1.0,,,1.0,,6.0,,3.0,104.0,,10.0,108.0,19.0,40.0,17.0,9.0,29.0,20.0,,167.0,19.0,275.0,2.0,,36.0,4.0,50.0,3.0,354.0,,0.0,16.0,20.0,3.0,34.0,1.0,599.0,,9.0,11.0,9.0,18.0,0.0
442226,23.0,2013-01-19 17:30:00,7,Aston Villa,Away,86.0,15.0,3.0,4.0,1.0,5.0,,128.0,10.0,,4.0,3.0,13.0,21.0,210.0,1.0,1.0,17.0,14.0,23.0,7.0,3.0,,2.0,,,,,,,,,11.0,,,,,,12.0,17.0,,,,36.0,52.0,1.0,1.0,,3.0,4.0,10.0,,1.0,8.0,12.0,2.0,,10.0,2.0,51.0,58.0,3.0,18.0,6.0,,,55.0,10.0,8.0,2.0,,1.0,,,111.0,2.0,,1.0,2.0,,1.0,20.0,,,2.0,5.0,,,,,21.0,,14.0,10.0,,4.0,57.0,73.0,39.0,8.0,,4.0,8.0,6.0,,,,8.0,2.0,,60.0,28.0,11.0,,,,,,147.0,121.0,2.0,20.0,17.0,42.6,,,2.0,0.0,,,,60.0,1.0,3.0,,,1.0,2.0,5.0,1.0,3.0,62.0,,12.0,94.0,32.0,44.0,18.0,8.0,22.0,14.0,4.0,94.0,13.0,192.0,5.0,,10.0,14.0,39.0,3.0,264.0,1.0,0.0,15.0,16.0,1.0,20.0,3.0,503.0,,14.0,11.0,8.0,13.0,0.0
442230,24.0,2013-01-29 19:45:00,7,Aston Villa,Home,131.0,24.0,2.0,3.0,1.0,5.0,,152.0,1.0,,7.0,3.0,17.0,35.0,280.0,,3.0,25.0,24.0,30.0,6.0,1.0,,,,,,,,,,,9.0,1.0,,1.0,,1.0,3.0,9.0,,,,54.0,52.0,2.0,2.0,1.0,2.0,2.0,1.0,,,3.0,12.0,5.0,,16.0,1.0,59.0,63.0,2.0,37.0,17.0,,,76.0,15.0,10.0,1.0,1.0,3.0,1.0,,125.0,,,,,,,3.0,,,,3.0,,,,1.0,38.0,1.0,15.0,11.0,1.0,7.0,77.0,75.0,39.0,4.0,,3.0,4.0,5.0,,,,4.0,4.0,,63.0,39.0,32.0,,,,,1.0,182.0,149.0,1.0,15.0,24.0,51.7,1.0,,1.0,0.0,,,,103.0,,1.0,,,,,5.0,1.0,2.0,65.0,,7.0,138.0,47.0,70.0,10.0,3.0,21.0,18.0,,118.0,9.0,242.0,3.0,,17.0,21.0,64.0,2.0,359.0,,0.0,12.0,17.0,3.0,37.0,5.0,606.0,,11.0,6.0,3.0,13.0,0.0
442240,25.0,2013-02-02 15:00:00,7,Aston Villa,Away,43.0,10.0,1.0,4.0,3.0,5.0,,94.0,6.0,,1.0,4.0,14.0,9.0,133.0,1.0,1.0,9.0,26.0,18.0,4.0,1.0,,,,,,,,,,1.0,6.0,,,,,,9.0,12.0,,,,23.0,46.0,4.0,1.0,3.0,3.0,2.0,5.0,,1.0,2.0,4.0,1.0,,15.0,1.0,72.0,47.0,3.0,46.0,23.0,,,49.0,23.0,6.0,3.0,,1.0,,,98.0,3.0,,2.0,2.0,1.0,,12.0,,,2.0,,,,,,39.0,,34.0,20.0,10.0,1.0,35.0,69.0,27.0,15.0,,3.0,5.0,3.0,,,,4.0,2.0,,43.0,44.0,4.0,,,,,,162.0,116.0,2.0,19.0,15.0,31.7,,,4.0,0.0,,,,48.0,2.0,3.0,,,,,3.0,,3.0,40.0,,8.0,51.0,27.0,92.0,7.0,2.0,7.0,5.0,,76.0,13.0,160.0,,,14.0,15.0,29.0,5.0,204.0,1.0,0.0,8.0,18.0,1.0,15.0,4.0,460.0,,5.0,4.0,2.0,12.0,0.0
442249,26.0,2013-02-10 13:30:00,7,Aston Villa,Home,120.0,10.0,3.0,4.0,1.0,3.0,1.0,152.0,2.0,,3.0,3.0,20.0,11.0,268.0,,1.0,23.0,18.0,21.0,3.0,3.0,,,1.0,1.0,,2.0,1.0,,,,3.0,1.0,,,,3.0,12.0,4.0,,,,58.0,69.0,,1.0,1.0,2.0,2.0,7.0,1.0,,4.0,7.0,3.0,,18.0,1.0,66.0,70.0,2.0,25.0,12.0,,,49.0,18.0,12.0,1.0,,4.0,1.0,2.0,152.0,,,,,,,4.0,,,,4.0,,,,2.0,29.0,,14.0,13.0,2.0,3.0,77.0,75.0,31.0,10.0,1.0,4.0,2.0,3.0,,,,6.0,3.0,1.0,59.0,53.0,16.0,,,,,1.0,194.0,165.0,2.0,29.0,23.0,48.2,,,2.0,0.0,,,,74.0,4.0,,,,1.0,,5.0,,3.0,64.0,,6.0,141.0,24.0,54.0,12.0,4.0,15.0,11.0,1.0,102.0,13.0,235.0,4.0,,23.0,20.0,37.0,5.0,361.0,,0.0,10.0,32.0,2.0,29.0,3.0,614.0,,20.0,5.0,4.0,26.0,0.0
442259,27.0,2013-02-23 15:00:00,7,Aston Villa,Away,168.0,11.0,2.0,5.0,3.0,4.0,,118.0,4.0,,5.0,3.0,19.0,25.0,281.0,,2.0,10.0,16.0,11.0,6.0,1.0,2.0,4.0,,,,,,,,,6.0,,,,,,17.0,9.0,6.0,2.0,,48.0,48.0,1.0,1.0,,7.0,2.0,14.0,,,3.0,9.0,2.0,,15.0,,59.0,44.0,7.0,27.0,12.0,,,38.0,10.0,7.0,,,,,,123.0,1.0,,,1.0,,1.0,12.0,,,1.0,2.0,,,,,22.0,,25.0,18.0,7.0,5.0,86.0,62.0,33.0,12.0,1.0,3.0,5.0,3.0,329.0,,,8.0,3.0,,34.0,45.0,19.0,,,,,,114.0,114.0,1.0,17.0,21.0,36.1,,,1.0,0.0,,,,94.0,4.0,1.0,5.0,,,4.0,3.0,1.0,2.0,52.0,271.0,8.0,184.0,25.0,49.0,13.0,3.0,14.0,11.0,6.0,82.0,10.0,181.0,2.0,,11.0,23.0,48.0,3.0,351.0,,0.0,8.0,17.0,3.0,13.0,2.0,561.0,15.0,7.0,9.0,3.0,11.0,0.0
442269,28.0,2013-03-04 20:00:00,7,Aston Villa,Home,111.0,21.0,2.0,4.0,2.0,3.0,,220.0,4.0,,4.0,8.0,23.0,41.0,327.0,,,20.0,25.0,23.0,5.0,3.0,,,,,,,,,,,6.0,,,,,1.0,11.0,9.0,,,,73.0,50.0,,,,1.0,4.0,4.0,1.0,1.0,6.0,9.0,5.0,,17.0,5.0,63.0,61.0,1.0,13.0,4.0,1.0,,82.0,12.0,14.0,,,1.0,,,145.0,,,,,,,8.0,,,,3.0,,,,2.0,13.0,,29.0,23.0,3.0,4.0,101.0,82.0,38.0,5.0,,4.0,4.0,1.0,,,,6.0,3.0,,77.0,74.0,16.0,,,,,,168.0,152.0,5.0,9.0,26.0,47.2,,,1.0,0.0,,,,97.0,4.0,3.0,,,,,5.0,,3.0,110.0,,8.0,113.0,39.0,29.0,15.0,6.0,20.0,14.0,,171.0,12.0,323.0,3.0,,26.0,26.0,70.0,3.0,416.0,,0.0,10.0,16.0,,22.0,2.0,631.0,,11.0,8.0,6.0,16.0,0.0
442286,29.0,2013-03-09 15:00:00,7,Aston Villa,Away,116.0,12.0,,2.0,2.0,6.0,,248.0,7.0,,,4.0,16.0,28.0,362.0,1.0,2.0,25.0,22.0,35.0,12.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,16.0,,1.0,1.0,,1.0,6.0,4.0,,,,78.0,46.0,3.0,3.0,1.0,6.0,4.0,,,,1.0,6.0,2.0,,9.0,1.0,38.0,65.0,6.0,27.0,17.0,1.0,,79.0,7.0,8.0,2.0,,2.0,,1.0,149.0,1.0,,1.0,1.0,,,13.0,,,2.0,5.0,,,,,36.0,2.0,25.0,17.0,1.0,,121.0,91.0,52.0,6.0,,7.0,7.0,4.0,,,,,4.0,1.0,100.0,58.0,10.0,,,,,,165.0,129.0,5.0,12.0,19.0,58.5,2.0,,1.0,0.0,,,,106.0,2.0,1.0,,,,1.0,11.0,,2.0,97.0,,14.0,131.0,37.0,63.0,4.0,1.0,9.0,8.0,1.0,145.0,21.0,332.0,6.0,,15.0,17.0,53.0,1.0,454.0,1.0,0.0,19.0,18.0,3.0,29.0,3.0,684.0,,6.0,4.0,1.0,14.0,0.0
442289,30.0,2013-03-16 15:00:00,7,Aston Villa,Home,170.0,12.0,4.0,7.0,3.0,2.0,1.0,245.0,6.0,,5.0,2.0,13.0,30.0,408.0,1.0,,22.0,10.0,12.0,5.0,3.0,,,,,,,,,,,8.0,,,,,2.0,12.0,9.0,,,,78.0,24.0,3.0,1.0,2.0,1.0,2.0,12.0,,1.0,9.0,10.0,6.0,,7.0,4.0,61.0,41.0,1.0,11.0,4.0,1.0,,64.0,17.0,10.0,3.0,,2.0,1.0,,150.0,3.0,,3.0,2.0,1.0,,10.0,,,2.0,1.0,,,,,9.0,,10.0,9.0,,5.0,114.0,80.0,59.0,6.0,,4.0,7.0,6.0,,,,6.0,1.0,,76.0,75.0,18.0,,,,,,130.0,118.0,2.0,7.0,8.0,60.1,,,1.0,0.0,,,,125.0,4.0,1.0,,,1.0,,5.0,,3.0,95.0,,11.0,180.0,21.0,23.0,20.0,9.0,26.0,17.0,,132.0,6.0,313.0,1.0,,6.0,13.0,38.0,,467.0,1.0,0.0,13.0,14.0,,25.0,3.0,653.0,,10.0,5.0,9.0,9.0,0.0
442300,31.0,2013-03-31 13:30:00,7,Aston Villa,Home,158.0,17.0,2.0,7.0,5.0,3.0,1.0,207.0,5.0,,3.0,10.0,16.0,23.0,358.0,,2.0,18.0,13.0,12.0,6.0,2.0,,,,,,,,,,,5.0,,,,,3.0,13.0,10.0,,,,60.0,60.0,2.0,2.0,,2.0,3.0,11.0,,,7.0,11.0,5.0,,18.0,1.0,54.0,57.0,2.0,14.0,5.0,,1.0,67.0,9.0,8.0,1.0,,1.0,1.0,,153.0,1.0,,1.0,1.0,,,9.0,,,1.0,2.0,,,,,9.0,,39.0,26.0,8.0,3.0,116.0,81.0,43.0,8.0,,3.0,6.0,4.0,,,,11.0,1.0,,51.0,59.0,16.0,1.0,1.0,1.0,,,157.0,152.0,1.0,24.0,24.0,46.5,,,1.0,0.0,,,,123.0,4.0,1.0,,,,,3.0,1.0,3.0,68.0,,9.0,170.0,43.0,19.0,12.0,7.0,24.0,17.0,,109.0,10.0,306.0,2.0,,22.0,18.0,48.0,3.0,452.0,,0.0,10.0,27.0,3.0,21.0,1.0,678.0,,9.0,9.0,7.0,19.0,0.0
442316,32.0,2013-04-06 15:00:00,7,Aston Villa,Away,107.0,7.0,1.0,2.0,1.0,3.0,,197.0,7.0,1.0,7.0,7.0,23.0,16.0,302.0,,,14.0,33.0,21.0,8.0,1.0,,2.0,,,,,,,,1.0,6.0,,,,1.0,1.0,8.0,5.0,,,,84.0,47.0,1.0,,2.0,4.0,3.0,10.0,,,2.0,2.0,1.0,1.0,12.0,,69.0,71.0,4.0,18.0,7.0,,,82.0,12.0,16.0,2.0,1.0,6.0,,,163.0,1.0,,,1.0,,1.0,17.0,,,1.0,6.0,,,,,19.0,1.0,15.0,13.0,2.0,7.0,81.0,97.0,35.0,4.0,,3.0,7.0,6.0,,,,4.0,1.0,,101.0,56.0,18.0,,,,,,173.0,152.0,3.0,13.0,17.0,54.4,1.0,,2.0,0.0,,,,78.0,2.0,,2.0,,1.0,2.0,3.0,1.0,3.0,93.0,,10.0,118.0,30.0,39.0,15.0,2.0,5.0,3.0,3.0,153.0,5.0,293.0,6.0,1.0,31.0,24.0,52.0,3.0,406.0,,0.0,12.0,22.0,,19.0,1.0,606.0,,10.0,12.0,2.0,18.0,0.0
442320,33.0,2013-04-13 15:00:00,7,Aston Villa,Home,173.0,10.0,1.0,4.0,3.0,3.0,,192.0,5.0,1.0,6.0,12.0,23.0,27.0,361.0,1.0,1.0,23.0,17.0,12.0,11.0,,,,,,,,1.0,1.0,,,17.0,,,,,,7.0,4.0,,,,65.0,40.0,3.0,4.0,,2.0,5.0,6.0,,,8.0,12.0,6.0,,15.0,,43.0,55.0,2.0,7.0,3.0,,,56.0,5.0,15.0,,,1.0,,,153.0,,,,,,,9.0,,,1.0,,,,,,7.0,,33.0,26.0,5.0,6.0,103.0,79.0,53.0,5.0,1.0,6.0,5.0,4.0,,,,3.0,1.0,1.0,62.0,77.0,29.0,,,,,,143.0,133.0,2.0,8.0,22.0,48.7,,,,0.0,,,,118.0,,,,,,,9.0,,3.0,79.0,,11.0,182.0,23.0,17.0,9.0,8.0,26.0,18.0,,122.0,7.0,283.0,,1.0,21.0,23.0,46.0,5.0,439.0,2.0,0.0,18.0,19.0,1.0,24.0,1.0,641.0,,7.0,9.0,8.0,11.0,0.0
442331,34.0,2013-04-22 20:00:00,7,Aston Villa,Away,189.0,10.0,3.0,4.0,1.0,2.0,,281.0,4.0,,4.0,7.0,29.0,30.0,466.0,,1.0,13.0,9.0,10.0,8.0,,,1.0,,,1.0,1.0,,,,,5.0,,,,,,8.0,4.0,,,,89.0,47.0,1.0,1.0,,5.0,1.0,5.0,1.0,,3.0,8.0,7.0,,21.0,,45.0,46.0,5.0,12.0,8.0,,,60.0,6.0,10.0,,,2.0,,1.0,167.0,,,,,,,5.0,,,,2.0,,,,,12.0,,23.0,17.0,5.0,4.0,138.0,70.0,52.0,5.0,,4.0,4.0,4.0,,,,3.0,1.0,,94.0,95.0,24.0,,,,,,115.0,107.0,2.0,18.0,19.0,48.1,,,,0.0,,,,134.0,1.0,,,,,1.0,4.0,,2.0,122.0,,8.0,198.0,25.0,20.0,7.0,3.0,18.0,15.0,1.0,163.0,8.0,348.0,2.0,,13.0,31.0,44.0,,528.0,1.0,0.0,9.0,23.0,1.0,14.0,0.0,693.0,,3.0,3.0,3.0,18.0,0.0
442340,35.0,2013-04-29 20:00:00,7,Aston Villa,Home,182.0,10.0,2.0,4.0,2.0,3.0,,217.0,5.0,,1.0,6.0,14.0,31.0,395.0,1.0,3.0,21.0,19.0,16.0,8.0,,,1.0,,,,,,,,3.0,13.0,,,,,2.0,6.0,4.0,,,,84.0,55.0,2.0,1.0,3.0,3.0,4.0,7.0,,1.0,4.0,5.0,6.0,1.0,19.0,1.0,58.0,60.0,3.0,6.0,3.0,,,60.0,10.0,15.0,5.0,,1.0,3.0,,152.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,,,5.0,1.0,,,,,11.0,,20.0,16.0,,1.0,121.0,73.0,46.0,4.0,,1.0,9.0,11.0,,,,4.0,1.0,,40.0,103.0,27.0,,,,,,146.0,134.0,3.0,15.0,26.0,55.5,,,,0.0,,,,117.0,1.0,,,,,1.0,1.0,,1.0,87.0,,10.0,195.0,32.0,18.0,14.0,4.0,18.0,14.0,2.0,131.0,8.0,297.0,1.0,1.0,13.0,16.0,48.0,2.0,474.0,1.0,0.0,16.0,18.0,5.0,21.0,0.0,672.0,,13.0,11.0,4.0,12.0,0.0
442352,36.0,2013-05-04 15:00:00,7,Aston Villa,Away,122.0,14.0,2.0,3.0,1.0,3.0,,130.0,4.0,1.0,5.0,5.0,6.0,17.0,249.0,,3.0,10.0,34.0,25.0,8.0,,,1.0,,,,,,1.0,,,13.0,,,,,,6.0,3.0,,,,49.0,42.0,2.0,1.0,1.0,4.0,3.0,8.0,,,5.0,3.0,,,9.0,1.0,66.0,62.0,4.0,33.0,22.0,,,65.0,13.0,15.0,2.0,,3.0,,,124.0,2.0,,1.0,2.0,,,12.0,,,2.0,6.0,,,,,34.0,1.0,21.0,18.0,2.0,5.0,91.0,90.0,35.0,6.0,,5.0,5.0,4.0,,,,2.0,1.0,,36.0,34.0,21.0,1.0,1.0,1.0,,,150.0,134.0,1.0,12.0,14.0,46.3,,,,0.0,,,,78.0,,1.0,,,1.0,1.0,6.0,,2.0,65.0,,10.0,131.0,34.0,49.0,9.0,4.0,7.0,3.0,2.0,121.0,9.0,218.0,6.0,1.0,29.0,6.0,54.0,1.0,342.0,2.0,0.0,13.0,15.0,3.0,15.0,3.0,531.0,,11.0,7.0,5.0,12.0,0.0
442360,37.0,2013-05-11 12:45:00,7,Aston Villa,Home,127.0,12.0,4.0,9.0,5.0,2.0,,176.0,2.0,,1.0,5.0,1.0,20.0,294.0,,,20.0,10.0,10.0,9.0,1.0,,1.0,,,,,,,,,14.0,,,,,,6.0,9.0,9.0,6.0,,62.0,58.0,,,,5.0,7.0,1.0,2.0,,6.0,17.0,6.0,,10.0,2.0,36.0,51.0,5.0,21.0,12.0,,,46.0,13.0,8.0,1.0,,2.0,1.0,,134.0,1.0,,,1.0,,,5.0,,,1.0,1.0,,,,,17.0,,36.0,30.0,3.0,1.0,87.0,59.0,29.0,7.0,,4.0,7.0,2.0,356.0,,,6.0,4.0,,60.0,44.0,31.0,,,,,,147.0,136.0,3.0,25.0,25.0,43.2,,3.0,,0.0,,,,88.0,3.0,2.0,3.0,1.0,,1.0,6.0,,,99.0,290.0,11.0,143.0,25.0,32.0,16.0,6.0,30.0,24.0,1.0,136.0,8.0,258.0,1.0,,20.0,2.0,45.0,4.0,371.0,,1.0,15.0,19.0,,25.0,1.0,600.0,31.0,13.0,14.0,6.0,13.0,0.0
442378,38.0,2013-05-19 16:00:00,7,Aston Villa,Away,144.0,21.0,1.0,3.0,2.0,,,205.0,1.0,2.0,4.0,2.0,1.0,37.0,346.0,,3.0,23.0,12.0,6.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,,,,5.0,,,,,2.0,11.0,7.0,,,,71.0,62.0,,,,2.0,3.0,4.0,1.0,,2.0,6.0,5.0,1.0,22.0,2.0,53.0,41.0,2.0,5.0,3.0,,1.0,64.0,13.0,10.0,1.0,,6.0,,1.0,125.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,1.0,2.0,,,,1.0,8.0,,28.0,17.0,,4.0,120.0,67.0,31.0,4.0,,2.0,5.0,3.0,,,,6.0,2.0,1.0,82.0,52.0,9.0,,,,,,154.0,146.0,4.0,25.0,20.0,46.0,,,,0.0,,,,116.0,1.0,2.0,,,,1.0,2.0,,3.0,88.0,,7.0,159.0,35.0,13.0,13.0,2.0,13.0,11.0,1.0,133.0,5.0,286.0,2.0,2.0,19.0,1.0,64.0,4.0,432.0,2.0,0.0,8.0,15.0,4.0,27.0,1.0,625.0,,9.0,10.0,2.0,11.0,0.0
