season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090275,30,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,4.0,9.0,14.0,23.0,1.0,6.0,4.0,,,,1.0,,,2.0,7.0,,,,,,,,1.0,,,90.0,,,,,,,,9.0,,7.0,,,,,7.0,,,,8.0,,13.0,19.0,32.0,0,,46.0,,2.0,,
2016-17,7090275,30,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,3.0,18.0,9.0,27.0,2.0,,1.0,,,,,,1.0,6.0,1.0,,,3.0,,,,,1.0,,,90.0,,,,,,,,11.0,,6.5,,,,,1.0,,2.0,,4.0,,23.0,11.0,32.0,0,1.0,45.0,,,,
2016-17,7090275,30,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,3.0,18.0,22.0,40.0,3.0,1.0,6.0,,,,2.0,,,5.0,6.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,5.0,,7.1,,,,,7.0,,,,6.0,,22.0,23.0,45.0,0,5.0,60.0,,,,
2016-17,7090275,30,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,2.0,22.0,14.0,36.0,2.0,1.0,10.0,,,3.0,1.0,,4.0,13.0,4.0,,,6.0,,,,,,2.0,,90.0,,1.0,,,,,,19.0,,6.1,,,,,1.0,,,,2.0,,30.0,16.0,46.0,3,,71.0,3.0,3.0,,
2016-17,7090275,30,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090275,30,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,2.0,9.0,3.0,12.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,16.0,2.0,,,,,,,5.0,,6.9,,,,,,2.0,,,2.0,,9.0,5.0,14.0,2,,20.0,2.0,,1.0,
2016-17,7090274,31,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,1.0,,4.0,22.0,53.0,74.0,1.0,5.0,7.0,,,,,,,1.0,7.0,,,,,,,,,,,90.0,1.0,1.0,,,,,,11.0,,7.2,,,,,4.0,,1.0,,7.0,,27.0,58.0,84.0,1,1.0,97.0,,1.0,,1.0
2016-17,7090274,31,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,4.0,28.0,46.0,74.0,1.0,4.0,7.0,,,,,,1.0,3.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,8.0,,6.6,,,,,5.0,,1.0,,8.0,1.0,34.0,47.0,80.0,0,1.0,92.0,,1.0,,1.0
2016-17,7090274,31,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,,30.0,17.0,47.0,3.0,1.0,8.0,,,,2.0,,2.0,8.0,9.0,,,,,,,1.0,3.0,,,90.0,1.0,,,,,,,19.0,,6.6,,,1.0,,2.0,2.0,4.0,,3.0,,42.0,19.0,57.0,2,4.0,99.0,1.0,3.0,1.0,3.0
2016-17,7090274,31,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,True,,,,3.0,8.0,11.0,,,2.0,,,,,,,,1.0,,,,,,,,,1.0,,25.0,,,,,,,,1.0,,6.5,,,1.0,,1.0,,,,,,3.0,9.0,12.0,1,1.0,15.0,,,,1.0
2016-17,7090274,31,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,2.0,,7.0,29.0,14.0,41.0,2.0,1.0,6.0,,,,4.0,,1.0,14.0,7.0,,,5.0,,,,,1.0,3.0,,90.0,,,,,,,,23.0,,7.0,,,,,1.0,4.0,5.0,,12.0,,46.0,16.0,57.0,0,3.0,78.0,1.0,1.0,2.0,1.0
2016-17,7090274,31,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090274,31,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090311,32,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,3.0,15.0,36.0,51.0,2.0,3.0,3.0,,,,2.0,,,8.0,5.0,,,4.0,,,,,1.0,,,90.0,,,,,,,,6.0,,6.4,,,,,5.0,,,,6.0,,18.0,38.0,56.0,0,1.0,68.0,1.0,1.0,,
2016-17,7090311,32,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,1.0,,3.0,16.0,27.0,42.0,,6.0,5.0,,,,1.0,,,2.0,9.0,,1.0,1.0,,,,1.0,2.0,2.0,,90.0,,,,,,,,10.0,,7.1,,,1.0,,8.0,,1.0,,9.0,,24.0,28.0,51.0,1,3.0,68.0,,,,2.0
2016-17,7090311,32,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,,11.0,12.0,23.0,,,9.0,,,,1.0,,1.0,2.0,8.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,13.0,,7.4,,,,,1.0,2.0,,,2.0,,15.0,16.0,31.0,0,6.0,63.0,,,2.0,5.0
2016-17,7090311,32,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,1.0,10.0,39.0,49.0,1.0,3.0,6.0,,,1.0,,,,2.0,4.0,,,,,,,,2.0,,,90.0,,,,,,,,8.0,,6.6,,,,,5.0,1.0,,,3.0,,14.0,42.0,56.0,1,,66.0,,1.0,,
2016-17,7090311,32,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,3.0,11.0,28.0,39.0,1.0,,7.0,,,2.0,,,,2.0,3.0,,,1.0,,,,,,,,90.0,,,,,,,,16.0,,7.0,,,,,2.0,,,,10.0,,24.0,29.0,53.0,2,3.0,64.0,2.0,,,1.0
2016-17,7090311,32,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090311,32,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,,,,10.0,2.0,12.0,,,4.0,,,,2.0,,,2.0,1.0,,,,,,,,1.0,,,45.0,,1.0,,,,,,21.0,,6.3,,,,,1.0,,2.0,,5.0,,22.0,5.0,25.0,0,,42.0,1.0,1.0,,
2016-17,7090318,33,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,7.0,15.0,53.0,68.0,1.0,3.0,3.0,,,,,,1.0,2.0,6.0,,,,,,,,1.0,,,90.0,,,,,,,,11.0,,7.2,,,,,4.0,,,,15.0,,23.0,55.0,78.0,0,1.0,90.0,,2.0,,1.0
2016-17,7090318,33,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,,18.0,7.0,25.0,3.0,1.0,1.0,,,,,,1.0,5.0,6.0,,,,,,,,4.0,,,90.0,,,,,,,,17.0,,7.0,,,,,4.0,2.0,3.0,,3.0,,27.0,9.0,33.0,0,2.0,64.0,2.0,2.0,1.0,1.0
2016-17,7090318,33,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,4.0,29.0,41.0,70.0,1.0,3.0,3.0,,,,1.0,,,3.0,8.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,10.0,,7.8,,,1.0,,5.0,2.0,,,5.0,,34.0,44.0,78.0,1,3.0,95.0,,,2.0,3.0
2016-17,7090318,33,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,7.0,27.0,28.0,55.0,3.0,6.0,5.0,,,,3.0,,,10.0,11.0,,,4.0,,,,,3.0,,,90.0,,,,,,,,15.0,,7.1,,,1.0,,5.0,,1.0,,10.0,,37.0,32.0,68.0,1,4.0,87.0,1.0,1.0,,3.0
2016-17,7090318,33,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,1.0,1.0,,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1,1.0,3.0,,,,1.0
2016-17,7090318,33,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090318,33,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090353,34,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,6.0,38.0,34.0,72.0,5.0,2.0,2.0,,,,2.0,,,7.0,5.0,,,,,,,,,,,79.0,,,,,,,,10.0,,6.6,,,,,4.0,,,,12.0,,47.0,35.0,82.0,0,3.0,90.0,,,,3.0
2016-17,7090353,34,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,1.0,26.0,13.0,38.0,2.0,,4.0,,,,2.0,,,6.0,2.0,,,1.0,,,,,1.0,1.0,,84.0,,,,,,,,10.0,,6.3,,,,,4.0,1.0,4.0,,2.0,,32.0,14.0,42.0,0,1.0,67.0,1.0,1.0,,1.0
2016-17,7090353,34,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,3.0,25.0,39.0,64.0,1.0,1.0,5.0,,,,,,,1.0,5.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,7.0,,7.2,,,,,4.0,1.0,1.0,,3.0,,28.0,42.0,69.0,0,3.0,84.0,1.0,,1.0,1.0
2016-17,7090353,34,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,5.0,41.0,23.0,64.0,1.0,3.0,9.0,,,,2.0,,2.0,8.0,8.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,,21.0,,6.4,,,1.0,,1.0,3.0,2.0,,7.0,,54.0,27.0,79.0,1,1.0,99.0,1.0,2.0,2.0,1.0
2016-17,7090353,34,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,2.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,8.0,,,,,,,,3.0,,6.6,,,,,,1.0,1.0,,2.0,,5.0,1.0,5.0,0,1.0,9.0,,,1.0,1.0
2016-17,7090353,34,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090353,34,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,1.0,,,4.0,,3.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,11.0,,,,,,,,5.0,,6.6,,,,,,1.0,2.0,,,,6.0,1.0,5.0,0,1.0,13.0,1.0,,,
2016-17,7090328,35,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,6.5,,,,,,,,,,,,,,0,,,,,,
2016-17,7090328,35,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,5.0,15.0,43.0,58.0,3.0,7.0,4.0,,,,,,,4.0,8.0,,,1.0,,,,,2.0,,,90.0,1.0,1.0,,,,,,9.0,,7.4,,,,,4.0,,1.0,,9.0,,21.0,46.0,66.0,1,1.0,78.0,,,,1.0
2016-17,7090328,35,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,,23.0,17.0,40.0,,1.0,7.0,,,1.0,1.0,,,1.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,19.0,,6.8,,,,,1.0,1.0,3.0,,7.0,,38.0,19.0,54.0,1,3.0,78.0,,1.0,1.0,2.0
2016-17,7090328,35,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,22.0,24.0,46.0,2.0,4.0,4.0,,,,,,,5.0,7.0,,,3.0,,,,,3.0,1.0,,90.0,1.0,,,,,,,5.0,,7.8,,,,,8.0,2.0,,,6.0,,26.0,25.0,51.0,1,,68.0,,1.0,2.0,
2016-17,7090328,35,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,6.0,27.0,16.0,43.0,1.0,2.0,3.0,1.0,,,1.0,,2.0,5.0,5.0,,,,,1.0,,,1.0,1.0,,90.0,2.0,1.0,,,,,,12.0,,7.8,,,1.0,,2.0,3.0,,,7.0,,34.0,17.0,51.0,3,,70.0,1.0,1.0,2.0,
2016-17,7090328,35,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090328,35,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090341,36,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090341,36,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,5.0,21.0,36.0,57.0,,2.0,6.0,,,,,,,,4.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,6.0,,7.5,,,,,7.0,,,,7.0,,25.0,37.0,62.0,0,1.0,79.0,1.0,1.0,,
2016-17,7090341,36,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,1.0,21.0,12.0,33.0,,2.0,5.0,,,,1.0,,2.0,3.0,2.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,14.0,,6.6,,,,,,,3.0,,5.0,,29.0,13.0,39.0,0,,65.0,1.0,,,
2016-17,7090341,36,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,21.0,24.0,45.0,,1.0,10.0,,,,,,1.0,1.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,,15.0,,7.7,,,,,8.0,,1.0,,8.0,,33.0,25.0,57.0,0,4.0,77.0,,1.0,,3.0
2016-17,7090341,36,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,5.0,57.0,18.0,75.0,3.0,,4.0,,,,1.0,,,5.0,,,,1.0,,,,,,2.0,,90.0,1.0,,,,,,,11.0,,7.2,,,2.0,,1.0,,,,8.0,,66.0,19.0,85.0,3,,93.0,1.0,,,
2016-17,7090341,36,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090341,36,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090306,37,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090306,37,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,5.0,17.0,55.0,72.0,2.0,5.0,2.0,,,,1.0,,,3.0,7.0,,,,,,,,2.0,,,90.0,,,,,,,,10.0,,7.1,,,,,3.0,,,,11.0,,25.0,57.0,82.0,0,2.0,90.0,,,,1.0
2016-17,7090306,37,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,,27.0,18.0,44.0,,,3.0,,,,1.0,,,1.0,4.0,,,,,,,,,1.0,,90.0,,,,,,,,7.0,,7.2,,,,,1.0,1.0,3.0,,,,32.0,19.0,48.0,0,3.0,61.0,,,1.0,2.0
2016-17,7090306,37,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,18.0,47.0,65.0,,4.0,7.0,,1.0,,,,,1.0,7.0,,,,,,,1.0,2.0,,,90.0,,,,,,,,7.0,,7.5,,,3.0,,2.0,2.0,,,5.0,,22.0,49.0,71.0,3,2.0,82.0,,,1.0,2.0
2016-17,7090306,37,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,5.0,30.0,42.0,72.0,3.0,3.0,6.0,,,,1.0,,,7.0,6.0,,,3.0,,,,,,1.0,,90.0,,,,,,,,12.0,,7.3,,,1.0,,4.0,,,,7.0,,36.0,46.0,82.0,1,3.0,93.0,2.0,,,3.0
2016-17,7090306,37,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090306,37,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090320,38,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090320,38,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,5.0,18.0,62.0,80.0,6.0,3.0,4.0,,,,,,,6.0,5.0,,1.0,1.0,,,,,,,,90.0,,,,,,,,5.0,,6.8,,,,,7.0,,,,6.0,,21.0,64.0,85.0,0,1.0,95.0,,1.0,,
2016-17,7090320,38,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,1.0,40.0,20.0,60.0,,1.0,3.0,,,,1.0,,1.0,2.0,2.0,,,,,,,,,2.0,,90.0,,,,,,,,9.0,,7.1,,,2.0,,1.0,,2.0,,2.0,,45.0,23.0,66.0,2,1.0,87.0,,,,1.0
2016-17,7090320,38,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,44.0,57.0,101.0,1.0,1.0,9.0,,,,,,,1.0,2.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,12.0,,7.2,,,,,3.0,,,,6.0,,51.0,61.0,112.0,0,1.0,121.0,,,,1.0
2016-17,7090320,38,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,3.0,46.0,30.0,76.0,5.0,,5.0,,,,,,,9.0,4.0,,,4.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,9.0,,7.2,,,1.0,,,1.0,,,7.0,,53.0,30.0,83.0,2,2.0,96.0,2.0,1.0,1.0,2.0
2016-17,7090320,38,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,0,,4.0,,,,
2016-17,7090320,38,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
