matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321886,23,2011-01-15 15:00:00,54,Fulham,Away,120.0,12.0,3.0,6.0,3.0,5.0,1.0,197.0,2.0,,4.0,8.0,10.0,22.0,311.0,,3.0,19.0,19.0,15.0,6.0,5.0,1.0,,,,,,,,8.0,,,,,,2.0,7.0,1.0,58.0,56.0,,,,,1.0,7.0,,11.0,12.0,5.0,,17.0,1.0,56.0,62.0,,11.0,6.0,1.0,,86.0,9.0,22.0,1.0,,2.0,2.0,,167.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,2.0,15.0,,17.0,11.0,,4.0,88.0,102.0,50.0,3.0,,7.0,5.0,5.0,,,,41.0,72.0,16.0,,,,,191.0,176.0,1.0,21.0,22.0,52.7,,,0.0,99.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,72.0,12.0,132.0,27.0,26.0,12.0,9.0,28.0,19.0,1.0,134.0,14.0,308.0,2.0,,38.0,10.0,53.0,4.0,412.0,1.0,0.0,14.0,19.0,3.0,24.0,2.0,617.0,15.0,6.0,11.0,15.0,0.0
321893,24,2011-01-22 15:00:00,54,Fulham,Home,154.0,17.0,,1.0,1.0,2.0,,237.0,2.0,,5.0,7.0,21.0,33.0,390.0,,,19.0,30.0,14.0,8.0,1.0,,,,,1.0,,,,11.0,1.0,,1.0,,,2.0,6.0,4.0,84.0,62.0,2.0,1.0,2.0,1.0,8.0,10.0,,2.0,9.0,5.0,,19.0,1.0,72.0,43.0,1.0,14.0,8.0,,,102.0,11.0,11.0,2.0,,5.0,3.0,1.0,185.0,1.0,,1.0,1.0,,,10.0,1.0,3.0,,26.0,1.0,13.0,11.0,,5.0,107.0,109.0,51.0,2.0,,2.0,8.0,4.0,1.0,,,59.0,80.0,25.0,,,,1.0,202.0,181.0,3.0,14.0,32.0,62.8,1.0,1.0,0.0,122.0,1.0,,,,3.0,,3.0,121.0,10.0,172.0,39.0,35.0,3.0,1.0,18.0,17.0,,186.0,6.0,344.0,3.0,,31.0,21.0,65.0,5.0,498.0,,0.0,15.0,17.0,1.0,31.0,1.0,705.0,10.0,1.0,3.0,14.0,0.0
321905,25,2011-02-02 20:00:00,54,Fulham,Home,119.0,19.0,,1.0,1.0,1.0,,139.0,2.0,1.0,5.0,8.0,4.0,19.0,257.0,,2.0,9.0,23.0,18.0,11.0,1.0,,,,1.0,1.0,,,,14.0,,,,,,1.0,3.0,2.0,60.0,70.0,3.0,3.0,1.0,2.0,4.0,8.0,,5.0,7.0,4.0,,15.0,2.0,65.0,74.0,2.0,22.0,14.0,,,81.0,15.0,20.0,,,5.0,2.0,1.0,189.0,1.0,,1.0,1.0,,,10.0,1.0,2.0,1.0,18.0,,16.0,15.0,1.0,5.0,53.0,109.0,43.0,7.0,1.0,1.0,12.0,9.0,1.0,1.0,,37.0,53.0,16.0,,,,,193.0,184.0,2.0,31.0,21.0,49.1,,1.0,0.0,64.0,2.0,1.0,,,3.0,,3.0,70.0,13.0,140.0,38.0,31.0,14.0,4.0,17.0,13.0,,119.0,5.0,243.0,2.0,1.0,35.0,4.0,58.0,6.0,366.0,1.0,0.0,16.0,27.0,3.0,17.0,0.0,584.0,16.0,9.0,5.0,24.0,0.0
321907,26,2011-02-05 15:00:00,54,Fulham,Away,133.0,11.0,2.0,3.0,1.0,3.0,,167.0,2.0,2.0,2.0,15.0,6.0,23.0,297.0,,,18.0,19.0,18.0,8.0,1.0,1.0,,,,,1.0,,,11.0,,,,,,,4.0,8.0,58.0,58.0,1.0,,2.0,,4.0,5.0,,6.0,9.0,4.0,,21.0,1.0,58.0,59.0,,21.0,15.0,,,68.0,12.0,15.0,2.0,,2.0,3.0,,150.0,1.0,1.0,1.0,,1.0,,7.0,1.0,,,22.0,,25.0,21.0,,2.0,85.0,85.0,42.0,3.0,,2.0,8.0,5.0,3.0,1.0,1.0,30.0,71.0,20.0,,,,,163.0,152.0,5.0,20.0,28.0,44.3,,2.0,0.0,84.0,,2.0,,1.0,5.0,,3.0,80.0,10.0,147.0,22.0,32.0,6.0,6.0,22.0,16.0,1.0,123.0,10.0,252.0,,2.0,33.0,7.0,44.0,1.0,377.0,,0.0,14.0,21.0,2.0,27.0,2.0,588.0,15.0,5.0,6.0,15.0,0.0
321922,27,2011-02-14 20:00:00,54,Fulham,Home,124.0,9.0,1.0,4.0,3.0,1.0,,121.0,7.0,,1.0,6.0,2.0,26.0,241.0,,,15.0,22.0,11.0,9.0,1.0,,,,,,,,,10.0,,1.0,,,,1.0,11.0,14.0,61.0,66.0,,1.0,,4.0,3.0,13.0,,4.0,10.0,6.0,,20.0,1.0,68.0,59.0,4.0,29.0,15.0,,,49.0,11.0,13.0,,,3.0,,,143.0,,,,,,,17.0,,,,27.0,,28.0,25.0,3.0,1.0,63.0,83.0,38.0,6.0,,3.0,7.0,5.0,4.0,2.0,,55.0,38.0,11.0,,,,1.0,173.0,152.0,2.0,26.0,28.0,37.4,,1.0,0.0,66.0,,3.0,,,5.0,,3.0,44.0,10.0,148.0,20.0,50.0,6.0,4.0,20.0,16.0,,80.0,8.0,205.0,,,33.0,6.0,51.0,1.0,333.0,,0.0,13.0,32.0,2.0,19.0,2.0,576.0,4.0,3.0,4.0,20.0,0.0
321930,28,2011-02-27 15:00:00,54,Fulham,Away,128.0,15.0,1.0,9.0,8.0,3.0,1.0,200.0,4.0,1.0,5.0,6.0,4.0,28.0,319.0,,,14.0,20.0,13.0,9.0,1.0,,,,,,,,,8.0,,,,,,3.0,6.0,8.0,64.0,64.0,1.0,,1.0,,2.0,8.0,,1.0,13.0,5.0,,25.0,2.0,70.0,66.0,,25.0,14.0,,1.0,73.0,13.0,16.0,,,7.0,3.0,,164.0,1.0,,1.0,1.0,,,13.0,1.0,3.0,,23.0,,17.0,13.0,,5.0,87.0,96.0,46.0,10.0,1.0,5.0,6.0,4.0,,,,58.0,76.0,18.0,,,,,179.0,168.0,1.0,23.0,28.0,49.2,,,0.0,100.0,1.0,2.0,,,5.0,,1.0,94.0,11.0,146.0,36.0,36.0,16.0,1.0,22.0,21.0,,140.0,11.0,291.0,3.0,1.0,30.0,5.0,62.0,1.0,415.0,,0.0,11.0,25.0,2.0,19.0,2.0,648.0,15.0,12.0,1.0,20.0,0.0
321941,29,2011-03-05 15:00:00,54,Fulham,Home,84.0,12.0,2.0,6.0,4.0,1.0,,190.0,6.0,,2.0,15.0,14.0,31.0,268.0,,1.0,19.0,27.0,21.0,12.0,,,,1.0,1.0,3.0,1.0,,,13.0,1.0,,,,,1.0,11.0,5.0,43.0,50.0,,,1.0,4.0,8.0,14.0,1.0,9.0,15.0,3.0,,18.0,1.0,74.0,68.0,4.0,19.0,12.0,,1.0,74.0,12.0,19.0,1.0,,7.0,1.0,3.0,185.0,2.0,,1.0,2.0,,,7.0,2.0,5.0,1.0,23.0,,16.0,12.0,2.0,2.0,57.0,95.0,55.0,7.0,2.0,2.0,12.0,7.0,6.0,,1.0,27.0,77.0,24.0,,,,1.0,195.0,168.0,,17.0,20.0,55.2,,3.0,0.0,83.0,5.0,,,,5.0,1.0,2.0,107.0,14.0,108.0,23.0,46.0,11.0,9.0,28.0,19.0,,158.0,9.0,288.0,5.0,,38.0,17.0,65.0,2.0,368.0,,0.0,20.0,21.0,6.0,25.0,2.0,624.0,15.0,7.0,9.0,14.0,0.0
321950,30,2011-03-19 17:30:00,54,Fulham,Away,117.0,8.0,2.0,6.0,4.0,6.0,2.0,224.0,6.0,1.0,7.0,8.0,17.0,21.0,335.0,,,14.0,15.0,17.0,8.0,1.0,,,,,,,,,12.0,,,,,,2.0,9.0,6.0,58.0,68.0,,,,1.0,6.0,10.0,2.0,5.0,8.0,6.0,,16.0,1.0,66.0,59.0,1.0,21.0,14.0,,,94.0,19.0,15.0,1.0,,3.0,3.0,,177.0,1.0,,1.0,1.0,,,6.0,1.0,4.0,,32.0,,11.0,10.0,2.0,7.0,106.0,86.0,42.0,7.0,,4.0,6.0,2.0,7.0,1.0,,56.0,66.0,23.0,,,,,192.0,162.0,,30.0,25.0,54.9,,1.0,0.0,97.0,4.0,1.0,,,6.0,,3.0,93.0,10.0,133.0,29.0,51.0,11.0,5.0,22.0,17.0,,150.0,14.0,327.0,4.0,1.0,35.0,18.0,59.0,2.0,438.0,,0.0,14.0,22.0,1.0,16.0,0.0,664.0,16.0,5.0,5.0,15.0,0.0
321960,31,2011-04-03 13:30:00,54,Fulham,Home,83.0,11.0,1.0,7.0,6.0,2.0,2.0,146.0,5.0,,3.0,6.0,13.0,27.0,222.0,,1.0,20.0,16.0,13.0,13.0,1.0,,,,,,,,,15.0,,,,,1.0,4.0,7.0,7.0,51.0,49.0,2.0,1.0,1.0,,9.0,10.0,1.0,4.0,6.0,3.0,,13.0,1.0,63.0,47.0,,27.0,20.0,,1.0,63.0,15.0,6.0,2.0,,3.0,3.0,,119.0,2.0,1.0,1.0,,2.0,,8.0,1.0,1.0,1.0,26.0,2.0,16.0,14.0,2.0,3.0,62.0,72.0,35.0,7.0,1.0,3.0,13.0,6.0,7.0,,,30.0,52.0,17.0,,,,,145.0,130.0,3.0,17.0,20.0,34.6,1.0,2.0,0.0,63.0,2.0,1.0,,,4.0,,3.0,80.0,16.0,95.0,24.0,42.0,14.0,4.0,16.0,12.0,,124.0,7.0,216.0,1.0,,27.0,16.0,55.0,4.0,295.0,,0.0,19.0,24.0,2.0,26.0,2.0,517.0,12.0,4.0,4.0,17.0,0.0
321973,32,2011-04-09 15:00:00,54,Fulham,Away,180.0,9.0,1.0,2.0,1.0,1.0,,265.0,8.0,1.0,10.0,4.0,33.0,21.0,443.0,,,12.0,9.0,7.0,8.0,,,,2.0,,2.0,,,,10.0,,,,,,,12.0,7.0,78.0,59.0,,,,3.0,3.0,16.0,1.0,3.0,7.0,8.0,,7.0,4.0,45.0,46.0,3.0,15.0,7.0,1.0,,77.0,8.0,12.0,,,3.0,,2.0,176.0,,,,,,,10.0,,1.0,,17.0,,22.0,17.0,2.0,10.0,139.0,81.0,62.0,7.0,,4.0,4.0,2.0,5.0,4.0,,36.0,49.0,23.0,,,,,133.0,120.0,6.0,20.0,23.0,52.2,,1.0,0.0,126.0,2.0,4.0,2.0,,7.0,,3.0,88.0,8.0,185.0,24.0,28.0,12.0,2.0,17.0,15.0,,139.0,9.0,351.0,1.0,2.0,16.0,34.0,34.0,,519.0,,0.0,12.0,20.0,3.0,13.0,0.0,706.0,10.0,7.0,3.0,14.0,0.0
321980,33,2011-04-27 20:00:00,54,Fulham,Home,104.0,10.0,3.0,9.0,6.0,5.0,1.0,189.0,4.0,,4.0,13.0,13.0,31.0,284.0,,3.0,17.0,25.0,19.0,11.0,4.0,,,,,,,,,11.0,,,,,,2.0,9.0,5.0,73.0,62.0,3.0,2.0,1.0,3.0,3.0,4.0,,10.0,11.0,5.0,1.0,15.0,3.0,69.0,56.0,3.0,14.0,6.0,,,81.0,14.0,10.0,2.0,,2.0,1.0,,189.0,2.0,1.0,2.0,,2.0,,13.0,,5.0,2.0,14.0,2.0,17.0,16.0,1.0,4.0,62.0,120.0,56.0,7.0,,9.0,8.0,6.0,3.0,1.0,,48.0,71.0,26.0,,,,,202.0,189.0,1.0,24.0,22.0,51.9,,,0.0,77.0,3.0,1.0,,,10.0,,3.0,93.0,17.0,129.0,26.0,27.0,27.0,9.0,26.0,17.0,,148.0,10.0,298.0,5.0,,40.0,13.0,71.0,2.0,401.0,,0.0,19.0,13.0,4.0,21.0,1.0,635.0,11.0,14.0,10.0,7.0,0.0
321996,34,2011-04-23 15:00:00,54,Fulham,Away,113.0,16.0,1.0,6.0,5.0,2.0,1.0,244.0,3.0,,6.0,8.0,22.0,23.0,351.0,1.0,1.0,19.0,16.0,16.0,15.0,1.0,,,,,,,,,18.0,,,,,,1.0,7.0,4.0,68.0,49.0,2.0,2.0,,2.0,4.0,6.0,1.0,5.0,11.0,10.0,,9.0,2.0,56.0,56.0,2.0,18.0,9.0,,,75.0,20.0,16.0,1.0,,1.0,1.0,,160.0,,,,,,,10.0,1.0,,,26.0,,13.0,11.0,1.0,6.0,94.0,93.0,45.0,3.0,,8.0,8.0,5.0,2.0,,,48.0,57.0,27.0,,,,,164.0,139.0,,19.0,19.0,57.6,,1.0,0.0,111.0,2.0,1.0,,,10.0,,3.0,141.0,16.0,123.0,29.0,43.0,12.0,5.0,27.0,22.0,,184.0,6.0,337.0,,,32.0,23.0,52.0,3.0,433.0,1.0,0.0,19.0,17.0,3.0,24.0,2.0,646.0,7.0,7.0,5.0,14.0,0.0
322004,35,2011-04-30 15:00:00,54,Fulham,Away,163.0,18.0,,1.0,1.0,5.0,,167.0,6.0,,9.0,14.0,25.0,31.0,329.0,1.0,1.0,11.0,13.0,19.0,6.0,,,,,,,,,,9.0,,,,,,,6.0,10.0,96.0,80.0,2.0,,3.0,2.0,4.0,13.0,,4.0,7.0,5.0,,17.0,2.0,60.0,44.0,2.0,25.0,16.0,,1.0,94.0,14.0,7.0,,,1.0,,,196.0,2.0,,2.0,2.0,,,9.0,3.0,5.0,,26.0,,26.0,19.0,1.0,9.0,89.0,102.0,57.0,5.0,3.0,2.0,6.0,3.0,6.0,1.0,,51.0,50.0,20.0,,,,,214.0,193.0,3.0,35.0,23.0,49.7,,1.0,0.0,83.0,1.0,3.0,,,3.0,,3.0,79.0,8.0,195.0,34.0,46.0,6.0,3.0,15.0,12.0,,145.0,13.0,284.0,5.0,,46.0,28.0,71.0,5.0,464.0,1.0,0.0,10.0,15.0,2.0,17.0,0.0,682.0,9.0,3.0,4.0,8.0,0.0
322010,36,2011-05-09 20:00:00,54,Fulham,Home,128.0,16.0,2.0,7.0,5.0,1.0,2.0,229.0,3.0,,2.0,6.0,15.0,30.0,350.0,,,29.0,14.0,12.0,6.0,2.0,,,,,1.0,,,,7.0,,,,,,,12.0,5.0,53.0,59.0,,,,3.0,4.0,16.0,1.0,6.0,7.0,9.0,,19.0,2.0,72.0,45.0,3.0,31.0,17.0,2.0,,89.0,17.0,12.0,,,4.0,3.0,1.0,167.0,1.0,,1.0,1.0,,,7.0,2.0,3.0,,25.0,,20.0,16.0,1.0,2.0,109.0,83.0,48.0,5.0,2.0,3.0,6.0,4.0,2.0,2.0,,45.0,73.0,25.0,,,,,188.0,172.0,1.0,27.0,21.0,49.1,,,0.0,123.0,2.0,2.0,1.0,,3.0,1.0,3.0,92.0,9.0,145.0,37.0,47.0,10.0,5.0,24.0,19.0,,152.0,11.0,331.0,3.0,,17.0,20.0,52.0,1.0,452.0,,0.0,11.0,17.0,3.0,35.0,5.0,687.0,15.0,4.0,6.0,13.0,0.0
322018,37,2011-05-15 16:00:00,54,Fulham,Away,92.0,14.0,1.0,6.0,5.0,2.0,1.0,164.0,2.0,,2.0,7.0,12.0,26.0,250.0,1.0,4.0,10.0,8.0,18.0,12.0,1.0,,,,,,,,,17.0,,,,1.0,1.0,1.0,5.0,6.0,38.0,55.0,5.0,5.0,2.0,3.0,5.0,7.0,,4.0,9.0,4.0,2.0,4.0,,37.0,45.0,3.0,25.0,14.0,,,79.0,16.0,7.0,,,2.0,2.0,,130.0,1.0,1.0,1.0,,1.0,,7.0,,5.0,1.0,30.0,2.0,19.0,15.0,1.0,2.0,92.0,77.0,33.0,5.0,,7.0,7.0,9.0,2.0,,,52.0,49.0,18.0,,,,,173.0,135.0,4.0,17.0,21.0,42.8,2.0,1.0,0.0,79.0,,1.0,,,7.0,2.0,3.0,77.0,14.0,105.0,35.0,63.0,6.0,3.0,18.0,15.0,,127.0,12.0,252.0,5.0,,20.0,12.0,51.0,,339.0,1.0,0.0,21.0,17.0,6.0,23.0,5.0,555.0,9.0,3.0,5.0,16.0,0.0
322030,38,2011-05-22 16:00:00,54,Fulham,Home,92.0,18.0,3.0,4.0,1.0,1.0,,102.0,4.0,,2.0,10.0,15.0,27.0,190.0,1.0,,11.0,8.0,7.0,4.0,2.0,3.0,,,,,,,1.0,7.0,,,,,,,9.0,4.0,54.0,76.0,2.0,1.0,2.0,1.0,1.0,12.0,,5.0,15.0,1.0,,12.0,2.0,48.0,41.0,1.0,10.0,5.0,,1.0,80.0,14.0,6.0,1.0,,2.0,1.0,,122.0,2.0,,2.0,2.0,,1.0,10.0,2.0,3.0,,12.0,,25.0,20.0,2.0,3.0,48.0,80.0,33.0,3.0,1.0,5.0,3.0,3.0,1.0,,,28.0,44.0,21.0,,,,,157.0,140.0,6.0,25.0,32.0,32.2,,1.0,0.0,48.0,2.0,1.0,1.0,3.0,5.0,,3.0,53.0,8.0,105.0,32.0,27.0,8.0,4.0,21.0,17.0,4.0,109.0,5.0,188.0,4.0,,35.0,18.0,60.0,4.0,272.0,1.0,1.0,9.0,22.0,2.0,17.0,2.0,460.0,10.0,6.0,5.0,17.0,0.0
