playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,substituteOn,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,tacklesWon,substituteOff,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,successfulDribbles,blocks,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,secondGoalAssists,goals,awayGoals,penaltiesConceded,homeGoals,lastPlayerTackle,headedGoals,rightFootGoals,otherGoals,foulWonPenalty,unsuccessfulLayoffs,leftFootGoals,clearancesOffTheLine,hitWoodwork,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,redCards2ndYellow,setPiecesGoals,penaltiesTaken,penaltyGoals,penaltiesSaved,savesFromPenalty
155503,Freddie Woodman,Goalkeeper,Liverpool,14,England,2018-19,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58376,Alex McCarthy,Goalkeeper,Southampton,20,England,2018-19,,0.0291,0.0,15.0,22.0,1.0,25.0,25.0,322.0,585.0,,10.0,,16.0,4.0,2.0,2250.0,,21.0,4.0,1.0,5.0,123.0,17.0,2.0,37.8671,64.0,23.0,44.0,,33.0,78.0,3.0,,21.0,8.0,496.0,198.0,25.0,,5.0,117.0,40.0,,5.0,16.0,0.0,160.0,255.0,,324.0,111.0,31.0,56.0,,140.0,801.0,148.0,146.0,56.0,1.0,321.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107265,Angus Gunn,Goalkeeper,Nottingham Forest U21,19584,Scotland,2018-19,1.0,0.0164,0.0,3.0,15.0,,12.0,12.0,187.0,289.0,,2.0,,3.0,3.0,1.0,1080.0,,4.0,2.0,,1.0,28.0,3.0,,14.9207,23.0,11.0,18.0,1.0,12.0,33.0,2.0,,5.0,3.0,265.0,81.0,12.0,2.0,1.0,63.0,16.0,,2.0,3.0,0.0,53.0,107.0,,192.0,55.0,8.0,12.0,,74.0,367.0,92.0,39.0,17.0,0.0,187.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
40383,Fraser Forster,Goalkeeper,Bournemouth,91,England,2018-19,,0.0005,0.0,,1.0,,1.0,1.0,13.0,19.0,,,,,,,90.0,,,,,,1.0,,,1.8537,2.0,1.0,3.0,,,3.0,,,,,19.0,5.0,1.0,,,5.0,3.0,,,,0.0,7.0,7.0,,13.0,4.0,3.0,,,5.0,28.0,7.0,1.0,2.0,0.0,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Los Angeles Football Club,11690,France,2018-19,2.0,0.0342,0.0,11.0,30.0,9.0,33.0,33.0,277.0,1047.0,,11.0,,10.0,12.0,5.0,2970.0,,12.0,4.0,,2.0,550.0,19.0,3.0,40.2704,62.0,32.0,33.0,2.0,244.0,101.0,2.0,,14.0,9.0,539.0,256.0,33.0,2.0,1.0,93.0,29.0,,4.0,10.0,0.0,328.0,694.0,,283.0,85.0,33.0,264.0,,220.0,1373.0,129.0,677.0,70.0,0.0,268.0,94.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
39215,Michel Vorm,Goalkeeper,Tottenham Hotspur,6,Netherlands,2018-19,,0.0005,0.0,1.0,3.0,1.0,2.0,2.0,10.0,44.0,,1.0,,1.0,,,180.0,,1.0,,,,29.0,1.0,,4.2177,2.0,2.0,4.0,,12.0,9.0,,,1.0,1.0,20.0,18.0,2.0,,,2.0,4.0,,,1.0,0.0,23.0,32.0,,11.0,4.0,1.0,12.0,,5.0,75.0,5.0,32.0,6.0,0.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102884,Paulo Gazzaniga,Goalkeeper,Girona,2893,Argentina,2018-19,,0.0011,0.0,2.0,4.0,2.0,3.0,3.0,34.0,95.0,,1.0,,,1.0,,270.0,,,,,,43.0,2.0,,4.2991,3.0,3.0,2.0,,16.0,11.0,,,,,54.0,23.0,3.0,,,9.0,2.0,,,,0.0,26.0,59.0,,35.0,13.0,3.0,25.0,,18.0,125.0,12.0,52.0,7.0,0.0,32.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175941,Alfie Whiteman,Goalkeeper,Tottenham Hotspur,6,England,2018-19,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18656,Heurelho Gomes,Goalkeeper,Watford,57,Brazil,2018-19,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,Ben Foster,Goalkeeper,Wrexham,109,England,2018-19,6.0,0.1393,0.0,25.0,41.0,2.0,38.0,38.0,636.0,1151.0,,8.0,,19.0,7.0,5.0,3420.0,,24.0,5.0,4.0,5.0,151.0,10.0,4.0,57.9869,197.0,44.0,59.0,6.0,43.0,127.0,9.0,,30.0,5.0,1054.0,372.0,38.0,7.0,2.0,297.0,54.0,,11.0,19.0,0.0,216.0,566.0,1.0,657.0,190.0,38.0,54.0,2.0,364.0,1500.0,379.0,218.0,83.0,1.0,634.0,64.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,1.0,,1.0,,,2.0,,,,2.0,,0.0151,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0
37096,Lukasz Fabianski,Goalkeeper,West Ham United U21,12944,Poland,2018-19,4.0,0.0532,0.0,26.0,44.0,1.0,38.0,38.0,539.0,1071.0,,9.0,,13.0,7.0,5.0,3420.0,2.0,18.0,4.0,1.0,7.0,209.0,17.0,4.0,66.8871,131.0,27.0,55.0,2.0,90.0,149.0,6.0,,22.0,4.0,880.0,371.0,38.0,3.0,,249.0,51.0,,9.0,11.0,0.0,289.0,497.0,,557.0,175.0,36.0,101.0,1.0,323.0,1468.0,281.0,283.0,101.0,0.0,538.0,50.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
60706,Adrián,Goalkeeper,Real Betis,185,Spain,2018-19,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38533,Rui Patrício,Goalkeeper,Roma,121,Portugal,2018-19,2.0,0.012,0.0,12.0,39.0,3.0,37.0,37.0,352.0,759.0,,8.0,,7.0,7.0,4.0,3329.0,1.0,9.0,10.0,,3.0,153.0,8.0,3.0,39.9764,64.0,15.0,46.0,1.0,86.0,97.0,1.0,0.0,11.0,2.0,600.0,260.0,37.0,2.0,1.0,112.0,36.0,,4.0,6.0,0.0,267.0,361.0,,354.0,120.0,19.0,73.0,1.0,254.0,999.0,170.0,295.0,57.0,0.0,349.0,122.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,
19236,John Ruddy,Goalkeeper,Newcastle United,4,England,2018-19,,0.0005,0.0,1.0,,,1.0,1.0,6.0,19.0,,1.0,,,1.0,,90.0,,,,,,4.0,,,0.1395,3.0,,,,,3.0,,0.0,,,15.0,5.0,1.0,,,4.0,,,,,0.0,5.0,9.0,,6.0,4.0,,4.0,,9.0,25.0,2.0,9.0,3.0,0.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,
168399,Will Norris,Goalkeeper,Wycombe Wanderers,112,England,2018-19,,,0.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,
