season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576251,5,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,4.0,2.0,6.0,,1.0,,,,,2.0,,,3.0,2.0,,,,,,,,,,1.0,,22.0,,,,,,,,,5.0,,6.6,,,,,1.0,2.0,,,,7.0,2.0,7.0,0,1.0,13.0,1.0,,,1.0
2021-22,9576251,5,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,1.0,,,19.0,27.0,45.0,,,3.0,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,2.0,,90.0,,,,,,,,,13.0,,6.5,,,,2.0,1.0,5.0,,3.0,,26.0,30.0,51.0,0,,68.0,,,1.0,
2021-22,9576251,5,21,West_Ham_United,Home,50027,60232,Craig Dawson,craig-dawson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576251,5,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576251,5,21,West_Ham_United,Home,106920,81012,Ryan Fredericks,ryan-fredericks,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576251,5,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,,,,14.0,14.0,28.0,1.0,1.0,1.0,,,,2.0,,1.0,4.0,4.0,,,,,,,,,,1.0,,90.0,,,,,,,,,18.0,,6.3,,,,3.0,2.0,5.0,,2.0,,27.0,15.0,37.0,0,,63.0,1.0,1.0,2.0,
2021-22,9576251,5,21,West_Ham_United,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,,9.0,18.0,27.0,1.0,3.0,3.0,,,,,,,1.0,5.0,,,,,,,,,2.0,,,90.0,,1.0,,,,,,,2.0,,7.1,,,,12.0,,,,,,10.0,19.0,29.0,0,1.0,46.0,,1.0,,1.0
2021-22,9576251,5,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576251,5,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,2.0,3.0,5.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,8.0,,,,,,,,,,,6.2,,,,,,,,,,2.0,3.0,5.0,0,,5.0,,,,
2021-22,9576251,5,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,1.0,16.0,13.0,29.0,,,2.0,1.0,,2.0,1.0,,1.0,2.0,7.0,,,,,1.0,,,,,1.0,,88.0,1.0,,,,,,,,17.0,,7.7,,,,,3.0,,,3.0,,27.0,14.0,41.0,3,2.0,57.0,4.0,2.0,3.0,1.0
2021-22,9576251,5,21,West_Ham_United,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,False,,,,7.0,10.0,17.0,1.0,1.0,3.0,,,,5.0,,,8.0,5.0,,,1.0,,,,,,,,,68.0,,,,,,,,,5.0,,6.3,,,1.0,1.0,3.0,1.0,,,1.0,8.0,13.0,20.0,1,2.0,30.0,,,2.0,1.0
2021-22,9576251,5,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,6.0,5.0,11.0,3.0,1.0,2.0,,1.0,2.0,,,2.0,7.0,8.0,,,1.0,1.0,,,,,,3.0,,89.0,2.0,,,,,,,,8.0,,7.4,,,,,7.0,3.0,,1.0,1.0,10.0,5.0,12.0,4,,35.0,1.0,1.0,6.0,
2021-22,9576251,5,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,4.0,20.0,24.0,44.0,1.0,2.0,8.0,,,,2.0,,,4.0,8.0,,,1.0,,,,,,,,,90.0,,,,,,,,,10.0,,7.1,,,2.0,5.0,,,,6.0,,23.0,31.0,54.0,2,5.0,69.0,,1.0,,2.0
2021-22,9576251,5,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,4.0,20.0,13.0,33.0,,1.0,4.0,,,,4.0,,6.0,12.0,3.0,,1.0,2.0,,,,,,,2.0,,90.0,,1.0,,,,,,,13.0,,6.0,,,2.0,,,,,4.0,,23.0,16.0,39.0,2,2.0,56.0,1.0,,,
2021-22,9576251,5,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576251,5,21,West_Ham_United,Home,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576251,5,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,28.0,32.0,60.0,1.0,,8.0,,,,1.0,,,2.0,1.0,,,,,,,,,2.0,,,90.0,,,,,,,,,3.0,,6.8,,,,,,1.0,,2.0,,30.0,33.0,62.0,0,1.0,70.0,,,,1.0
2021-22,9576145,6,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576145,6,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,3.0,2.0,10.0,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,9.0,,6.9,2.0,4.0,,,,,,12.0,,8.0,13.0,21.0,0,,33.0,,,,
2021-22,9576145,6,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,3.0,13.0,14.0,27.0,2.0,3.0,2.0,,,,,,,2.0,4.0,,,,,,,,,,,,90.0,,1.0,,,,,,,14.0,,6.6,,,,2.0,,,,14.0,,23.0,18.0,41.0,0,1.0,48.0,,,,
2021-22,9576145,6,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2021-22,9576145,6,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,1.0,,4.0,15.0,14.0,28.0,,2.0,5.0,,,,1.0,,,2.0,4.0,,,1.0,,,,,,,2.0,,90.0,1.0,1.0,,,,,,,17.0,,7.3,,,1.0,2.0,,9.0,,6.0,,26.0,18.0,35.0,2,1.0,61.0,,1.0,,
2021-22,9576145,6,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,4.0,15.0,5.0,20.0,6.0,2.0,2.0,1.0,,1.0,,,,8.0,10.0,,,2.0,,1.0,,,,,4.0,,89.0,3.0,,,,,,,,14.0,,8.6,,,3.0,,3.0,,,5.0,,21.0,6.0,27.0,7,2.0,51.0,5.0,4.0,2.0,2.0
2021-22,9576145,6,21,West_Ham_United,Away,50027,60232,Craig Dawson,craig-dawson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,0,,2.0,,,,
2021-22,9576145,6,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576145,6,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,,,4.0,19.0,10.0,29.0,1.0,1.0,6.0,,,,,,,1.0,5.0,,,,,,,,,,3.0,,90.0,,2.0,,,,,,,11.0,,7.3,,,,2.0,1.0,2.0,,10.0,,25.0,12.0,35.0,0,1.0,60.0,,2.0,1.0,1.0
2021-22,9576145,6,21,West_Ham_United,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,1.0,14.0,21.0,35.0,,3.0,3.0,,,,,,,1.0,3.0,,,,,,,,,1.0,,,90.0,,2.0,,,,,,,7.0,,6.9,,,,4.0,1.0,,,4.0,,20.0,21.0,41.0,0,,50.0,,,,
2021-22,9576145,6,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576145,6,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,3.0,18.0,10.0,28.0,1.0,,6.0,,,1.0,1.0,,,6.0,8.0,,,1.0,,,,,,1.0,3.0,,90.0,1.0,,,,,,,,10.0,,7.6,,,3.0,,7.0,3.0,,3.0,,24.0,10.0,31.0,5,4.0,52.0,,1.0,3.0,4.0
2021-22,9576145,6,21,West_Ham_United,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,2.0,1.0,3.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,12.0,,,,,,,,,3.0,,6.4,,,,,1.0,1.0,,,,4.0,1.0,4.0,0,,6.0,,,,
2021-22,9576145,6,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,14.0,5.0,19.0,1.0,1.0,3.0,,,1.0,1.0,,4.0,10.0,4.0,,,1.0,,,,,,,,,89.0,,,,,,,,,14.0,,6.2,,,2.0,,4.0,5.0,,1.0,,21.0,5.0,21.0,3,1.0,43.0,,1.0,1.0,
2021-22,9576145,6,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,1.0,14.0,17.0,31.0,7.0,4.0,4.0,,,,1.0,,,9.0,5.0,,1.0,1.0,,,,,,1.0,,,90.0,1.0,,,,,,,,6.0,,6.4,,,,,,,,2.0,,17.0,19.0,36.0,1,1.0,42.0,1.0,,,1.0
2021-22,9576145,6,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,,10.0,3.0,13.0,1.0,1.0,3.0,,1.0,,1.0,,1.0,3.0,4.0,,,,,,,,,1.0,2.0,,78.0,1.0,,,,,,,,13.0,,6.5,,,,,,1.0,,,,19.0,4.0,22.0,1,2.0,34.0,2.0,1.0,,1.0
2021-22,9576145,6,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576145,6,21,West_Ham_United,Away,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576145,6,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,9.0,19.0,28.0,,,7.0,1.0,,1.0,,,,1.0,2.0,,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,,8.0,,7.2,,,,,1.0,,,3.0,,11.0,22.0,33.0,1,2.0,45.0,,,,
2021-22,9576145,6,21,West_Ham_United,Away,914412,222018,Ben Johnson,ben-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576376,7,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,1.0,4.0,3.0,4.0,7.0,,1.0,6.0,,,,,,,,1.0,,,,,,,2.0,,,,,90.0,,,,,,,,,12.0,,6.7,4.0,4.0,,,,,1.0,16.0,,13.0,6.0,19.0,0,,29.0,,,,
2021-22,9576376,7,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,,7.0,24.0,31.0,3.0,9.0,4.0,,,1.0,1.0,,,6.0,11.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,,,13.0,,6.4,,,,3.0,,,,4.0,,16.0,28.0,44.0,1,1.0,52.0,,1.0,,1.0
2021-22,9576376,7,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576376,7,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,7.0,,5.0,46.0,20.0,59.0,2.0,2.0,4.0,,,,,,,3.0,2.0,,,1.0,,,,,,1.0,3.0,,90.0,,1.0,,,,,,,22.0,,7.2,,,,1.0,,14.0,,12.0,,64.0,23.0,73.0,0,,98.0,,,,
2021-22,9576376,7,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,2.0,,2.0,17.0,3.0,18.0,2.0,1.0,6.0,,,1.0,,,2.0,6.0,8.0,,,2.0,,,,,,1.0,4.0,,90.0,,,,,,,,,11.0,,7.5,,,1.0,,4.0,2.0,,3.0,,20.0,5.0,23.0,2,,45.0,2.0,3.0,4.0,
2021-22,9576376,7,21,West_Ham_United,Home,50027,60232,Craig Dawson,craig-dawson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576376,7,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576376,7,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,1.0,,,16.0,7.0,22.0,1.0,1.0,4.0,1.0,,1.0,,,,3.0,4.0,,,2.0,,,,,,,1.0,,90.0,1.0,,,,,,,,31.0,,6.6,,,1.0,1.0,,8.0,,9.0,,41.0,9.0,42.0,3,1.0,73.0,2.0,2.0,,1.0
2021-22,9576376,7,21,West_Ham_United,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,3.0,11.0,20.0,31.0,2.0,3.0,7.0,,,,,,,4.0,4.0,,,2.0,,,,,,1.0,,,90.0,,1.0,,,,,,,15.0,,6.5,,,1.0,3.0,,1.0,,8.0,,22.0,24.0,45.0,1,1.0,53.0,,,,
2021-22,9576376,7,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576376,7,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576376,7,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,False,1.0,,,18.0,7.0,24.0,1.0,,7.0,,,2.0,,,,2.0,3.0,,,,,,,,,,1.0,,90.0,2.0,,,,,,,,12.0,,7.4,,,1.0,,2.0,3.0,,,,26.0,8.0,31.0,5,2.0,47.0,2.0,,1.0,1.0
2021-22,9576376,7,21,West_Ham_United,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576376,7,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,13.0,4.0,17.0,4.0,,4.0,,1.0,,,,,5.0,6.0,,,1.0,,1.0,,,,1.0,,,90.0,2.0,,,,,,,,11.0,,7.5,,,1.0,,3.0,2.0,,1.0,2.0,20.0,6.0,24.0,3,2.0,40.0,2.0,1.0,3.0,
2021-22,9576376,7,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,2.0,17.0,13.0,30.0,8.0,2.0,7.0,,,,3.0,,,13.0,5.0,,,2.0,1.0,,,,,2.0,2.0,,90.0,,,,,,,,,8.0,,6.7,,,1.0,2.0,,,,3.0,,23.0,14.0,37.0,1,1.0,51.0,1.0,2.0,,1.0
2021-22,9576376,7,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,1.0,23.0,4.0,27.0,1.0,1.0,5.0,,,2.0,1.0,,,6.0,8.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,,,11.0,,6.8,,,,,3.0,2.0,,1.0,,31.0,4.0,33.0,2,3.0,52.0,1.0,3.0,1.0,1.0
2021-22,9576376,7,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576376,7,21,West_Ham_United,Home,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576376,7,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,3.0,19.0,24.0,43.0,1.0,5.0,6.0,,,,,,,3.0,10.0,,,2.0,,,,,,,,,90.0,,2.0,,,,,,,13.0,,7.3,,,,3.0,,1.0,,5.0,,26.0,28.0,53.0,0,4.0,67.0,2.0,1.0,,3.0
2021-22,9576376,7,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576391,8,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,4.0,4.0,11.0,15.0,,,5.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,,8.0,,7.2,1.0,2.0,,1.0,,,,12.0,,12.0,11.0,23.0,0,,33.0,,,,
2021-22,9576391,8,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,2.0,14.0,35.0,49.0,2.0,1.0,4.0,,,1.0,,,,2.0,3.0,,,,,1.0,,,,1.0,,,90.0,1.0,1.0,,,,,,,3.0,,7.9,,,,,,,,4.0,,17.0,35.0,52.0,2,2.0,64.0,,,,
2021-22,9576391,8,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2021-22,9576391,8,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,,,3.0,30.0,34.0,64.0,1.0,6.0,10.0,,,,,,,1.0,8.0,,,,,,,,,1.0,,,90.0,,,,,,,,,34.0,,7.4,,,,5.0,,9.0,,10.0,,56.0,39.0,86.0,0,1.0,121.0,1.0,1.0,,1.0
2021-22,9576391,8,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,13.0,4.0,17.0,7.0,2.0,6.0,,1.0,2.0,,,3.0,13.0,5.0,,,1.0,,,,,,,3.0,,90.0,1.0,,,,,,,,19.0,,6.4,,,1.0,1.0,4.0,1.0,,3.0,1.0,21.0,4.0,24.0,4,1.0,45.0,5.0,1.0,1.0,1.0
2021-22,9576391,8,21,West_Ham_United,Away,50027,60232,Craig Dawson,craig-dawson,D,True,,,,3.0,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,11.0,,,,,,,,,1.0,,6.7,,,,,,,,1.0,,4.0,1.0,5.0,0,1.0,7.0,,,,1.0
2021-22,9576391,8,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576391,8,21,West_Ham_United,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,1.0,14.0,32.0,46.0,3.0,,3.0,,,,,,,3.0,1.0,,,,,,,,,3.0,,,90.0,,1.0,,,,,,,2.0,,7.4,,,,3.0,,,,2.0,,15.0,33.0,48.0,0,1.0,58.0,,,,1.0
2021-22,9576391,8,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576391,8,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,2.0,2.0,4.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,9.0,,,,,,,,,1.0,,6.4,,,,,,,,,,2.0,2.0,4.0,0,,5.0,,,,
2021-22,9576391,8,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,,20.0,6.0,26.0,1.0,,3.0,,,2.0,1.0,,,3.0,2.0,,,,,,,,,,1.0,,87.0,,,,,,,,,10.0,,6.7,,,1.0,,3.0,4.0,,1.0,,28.0,7.0,31.0,3,,43.0,,,2.0,
2021-22,9576391,8,21,West_Ham_United,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576391,8,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,2.0,21.0,9.0,29.0,1.0,1.0,9.0,1.0,,1.0,1.0,,2.0,7.0,3.0,,,,1.0,,,,,,2.0,,89.0,2.0,,,,,,,,21.0,,7.2,,,,1.0,4.0,5.0,,3.0,,32.0,9.0,36.0,3,1.0,61.0,4.0,,1.0,1.0
2021-22,9576391,8,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,1.0,,2.0,30.0,16.0,45.0,2.0,,2.0,,,,,,,3.0,5.0,,,,,,,,,2.0,1.0,,79.0,,,,,,,,,5.0,,7.4,,,,1.0,2.0,2.0,,2.0,1.0,31.0,17.0,46.0,0,3.0,61.0,1.0,1.0,1.0,2.0
2021-22,9576391,8,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,2.0,25.0,11.0,36.0,1.0,,6.0,,,2.0,2.0,,,6.0,2.0,,,2.0,,,,,,,,,90.0,,,,,,,,,15.0,,6.7,,,1.0,,1.0,3.0,,2.0,,35.0,12.0,44.0,3,2.0,63.0,2.0,,,
2021-22,9576391,8,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576391,8,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,1.0,42.0,30.0,72.0,,2.0,11.0,,,,1.0,,,5.0,5.0,,,,,,,,,2.0,2.0,,90.0,,2.0,,,,,,,11.0,,7.1,,,1.0,,7.0,,,2.0,,45.0,34.0,79.0,1,,96.0,,,3.0,
2021-22,9576391,8,21,West_Ham_United,Away,914412,222018,Ben Johnson,ben-johnson,D,False,1.0,,4.0,30.0,16.0,45.0,2.0,1.0,5.0,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,,23.0,,7.2,,,,3.0,,5.0,,10.0,,45.0,20.0,60.0,0,1.0,81.0,1.0,,,1.0
2021-22,9576391,8,21,West_Ham_United,Away,1006174,462384,Jamal Baptiste,jamal-baptiste,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576391,8,21,West_Ham_United,Away,1084284,441024,Harrison Ashby,harrison-ashby,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576232,9,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576232,9,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,5.0,1.0,9.0,10.0,,1.0,15.0,,,,,,,,1.0,,,,,,,1.0,,,,,90.0,,,,,,,,,7.0,,7.8,3.0,4.0,,,,,,12.0,,5.0,12.0,17.0,0,,36.0,,,,
2021-22,9576232,9,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,,8.0,23.0,31.0,1.0,1.0,2.0,,,,,,1.0,3.0,1.0,,,1.0,,,,,,3.0,,,90.0,,,,,,,,,9.0,,6.6,,,,3.0,,,,6.0,,14.0,25.0,39.0,0,,47.0,,,,
2021-22,9576232,9,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576232,9,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,1.0,,2.0,17.0,22.0,38.0,1.0,2.0,9.0,1.0,,,,,,1.0,4.0,,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,20.0,,7.7,,,,,,5.0,,6.0,,30.0,24.0,49.0,0,2.0,70.0,2.0,,,1.0
2021-22,9576232,9,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,,8.0,4.0,11.0,6.0,,1.0,,,,,,3.0,15.0,2.0,,,4.0,,1.0,,,,,2.0,,90.0,1.0,,,,,,,,16.0,,7.3,,,1.0,1.0,3.0,2.0,,,1.0,11.0,6.0,15.0,2,,36.0,6.0,1.0,1.0,
2021-22,9576232,9,21,West_Ham_United,Home,50027,60232,Craig Dawson,craig-dawson,D,True,,,,1.0,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,0,,3.0,,,,
2021-22,9576232,9,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576232,9,21,West_Ham_United,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,,5.0,30.0,35.0,,2.0,4.0,,,,,,,,3.0,,,,,,,,,,,,90.0,,1.0,,,,,,,9.0,,7.1,,,,4.0,,,,5.0,,11.0,32.0,43.0,0,1.0,52.0,1.0,,,
2021-22,9576232,9,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
