season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436496,12,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,5.0,7.0,12.0,,2.0,,3.0,,,,,,2.0,6.0,5.0,,,0.0108608,,,4.0,0.0,,,,,,,,75.0,,,,,,,13.0,,,6.6,,,,,,1.0,4.0,,2.0,,12.0,7.0,15.0,,,0,1.0,29.0,3.0,2.0,,1.0
2024-25,12436496,12,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436496,12,21,West_Ham_United,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,6.0,4.0,10.0,1.0,,,1.0,,,2.0,,,1.0,2.0,1.0,,,0.00438838,0.144,,,0.0,,,,,1.0,1.0,,15.0,,,,,,,3.0,,,6.8,,,,,,,1.0,,,,7.0,4.0,10.0,,,2,1.0,20.0,1.0,,,1.0
2024-25,12436496,12,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,5.0,5.0,10.0,,1.0,,1.0,,,,,,,1.0,1.0,,,0.147674,,,1.0,0.0,,,,,,1.0,,15.0,,,,,,,3.0,,,6.7,,,,,1.0,,,,1.0,,6.0,5.0,11.0,,,0,,14.0,,,,
2024-25,12436496,12,21,West_Ham_United,Away,155997,109533,Emerson,emerson,D,False,1.0,,5.0,18.0,11.0,28.0,1.0,1.0,,4.0,,,,1.0,,,2.0,7.0,,,0.0471144,,,,1.0,,,,,,1.0,,75.0,,,,,,,11.0,,,7.3,,,,,4.0,,3.0,,11.0,,23.0,17.0,37.0,,,0,6.0,54.0,,,,2.0
2024-25,12436496,12,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,,18.0,15.0,32.0,,1.0,,11.0,,,,1.0,,3.0,7.0,9.0,,,0.055056,0.1708,0.0741,,1.0,,,,,2.0,3.0,,90.0,2.0,,,,,,8.0,,,8.2,,,2.0,,2.0,7.0,1.0,,,,19.0,16.0,34.0,,,4,2.0,62.0,,2.0,4.0,2.0
2024-25,12436496,12,21,West_Ham_United,Away,609752,197024,Guido Rodríguez,guido-rodriguez,M,True,,,,4.0,2.0,6.0,,,,1.0,,,,,,,1.0,1.0,,,0.00068709,,,1.0,0.0,,,,,,,,13.0,,,,,,,,,,6.5,,,,,,,,,,,4.0,2.0,6.0,,,0,1.0,8.0,,,,
2024-25,12436496,12,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,7.0,15.0,22.0,3.0,4.0,,2.0,,,1.0,,,1.0,5.0,5.0,,,0.00145637,0.2596,0.7308,,0.0,1.0,,,,,,,90.0,2.0,2.0,,,,,11.0,,,7.4,,,,,5.0,1.0,,,4.0,,13.0,17.0,30.0,,,3,,49.0,1.0,1.0,,
2024-25,12436496,12,21,West_Ham_United,Away,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,True,,,,10.0,10.0,20.0,,4.0,,,,,,,,,,6.0,,,0.00547153,,,,0.0,,,,,1.0,,1.0,33.0,,,,,,,2.0,,,7.2,,,,,2.0,,,,1.0,,11.0,11.0,22.0,,,0,2.0,28.0,,1.0,,2.0
2024-25,12436496,12,21,West_Ham_United,Away,832427,224860,Carlos Soler,carlos-soler,M,False,,,1.0,20.0,25.0,45.0,,,,6.0,,,2.0,1.0,,1.0,3.0,2.0,,,0.0666429,0.1119,0.0142,,0.0,,,,,,,,84.0,1.0,,,,,,8.0,,,6.9,,,1.0,,,2.0,1.0,,2.0,,23.0,28.0,50.0,,,4,,63.0,,1.0,1.0,
2024-25,12436496,12,21,West_Ham_United,Away,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,3.0,24.0,33.0,57.0,,1.0,,5.0,,,1.0,1.0,,2.0,3.0,10.0,,,0.0655695,0.051,,,0.0,,,,,1.0,2.0,,90.0,,,,,,,16.0,,,7.7,,,,,1.0,,1.0,,4.0,,34.0,37.0,70.0,,,1,6.0,88.0,,3.0,,6.0
2024-25,12436496,12,21,West_Ham_United,Away,845464,229384,Andy Irving,andy-irving,M,True,,,,6.0,3.0,9.0,,,,1.0,,,,,,,,1.0,,,0.00273857,,,,0.0,,,,,,,,13.0,,,,,,,1.0,,,6.7,,,,,,,,,,,6.0,3.0,9.0,,,0,1.0,12.0,1.0,,,1.0
2024-25,12436496,12,21,West_Ham_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,,20.0,20.0,40.0,,,,4.0,,,,,,,4.0,4.0,,,0.0113946,0.0678,0.2056,1.0,0.0,1.0,,,,2.0,,,90.0,1.0,1.0,,,,,13.0,,,7.9,,,,,4.0,4.0,1.0,,2.0,,25.0,23.0,47.0,,,1,3.0,78.0,1.0,,1.0,2.0
2024-25,12436496,12,21,West_Ham_United,Away,894474,214048,Max Kilman,max-kilman,D,False,,,2.0,9.0,22.0,31.0,1.0,1.0,,3.0,,,,,,,1.0,2.0,,,0.00273763,,,,0.0,,,,,1.0,,,90.0,,2.0,,,,,4.0,,,7.4,,,,,8.0,1.0,,,5.0,,12.0,23.0,35.0,,,0,,52.0,,,1.0,
2024-25,12436496,12,21,West_Ham_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,False,,,,16.0,7.0,23.0,1.0,,,1.0,,,,1.0,,,5.0,4.0,,,0.0190792,,,1.0,0.0,,,,,,,,84.0,,,,,,,6.0,,,6.7,,,,,1.0,3.0,,,,,19.0,7.0,26.0,,,0,2.0,37.0,1.0,1.0,1.0,2.0
2024-25,12436496,12,21,West_Ham_United,Away,945217,462116,Jean-Clair Todibo,jean-clair-todibo,D,False,,,,3.0,20.0,23.0,,,,3.0,,,,,,,,1.0,,1.0,0.00075918,,,,0.0,,,,,2.0,,,57.0,,1.0,,,,,5.0,,,6.8,,,,,3.0,,,,3.0,,5.0,23.0,28.0,,,0,1.0,35.0,,,,1.0
2024-25,12436496,12,21,West_Ham_United,Away,1016893,577114,Luís Guilherme,luis-guilherme,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436496,12,21,West_Ham_United,Away,1150952,536109,Oliver Scarles,scarles-oliver,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436914,13,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,6.0,4.0,13.0,17.0,1.0,1.0,,8.0,,,,,,,1.0,1.0,,,0.00088885,,,1.0,0.0,,-1.2541,1.0,,,,,90.0,,,,1.0,2.0,,13.0,,2.0,6.2,1.0,2.0,,,2.0,,,,19.0,,16.0,14.0,30.0,,,0,,41.0,,,,
2024-25,12436914,13,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,2.0,6.0,2.0,8.0,2.0,2.0,,,,,1.0,,,3.0,6.0,3.0,,,0.0480193,0.0543,,,0.0,,,,,,1.0,,65.0,,,,,,,12.0,,,6.4,,,,,,1.0,1.0,,2.0,,8.0,3.0,10.0,,,1,,26.0,5.0,1.0,,
2024-25,12436914,13,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436914,13,21,West_Ham_United,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,2.0,1.0,3.0,1.0,,,,,1.0,,,,1.0,3.0,1.0,,,0.00177399,0.5693,0.4646,,0.0,,,,,,,,25.0,1.0,,,,,,5.0,,,6.4,,,1.0,,1.0,2.0,,,,,4.0,1.0,5.0,,,2,,14.0,1.0,,1.0,
2024-25,12436914,13,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,5.0,7.0,12.0,,1.0,,1.0,,,,,,,1.0,4.0,,,0.0354827,,,1.0,0.0,,,,,,,,25.0,,,,,,,2.0,,,6.9,,,,,,,,,1.0,,7.0,7.0,14.0,,,0,2.0,21.0,,1.0,,1.0
2024-25,12436914,13,21,West_Ham_United,Home,155997,109533,Emerson,emerson,D,False,,,1.0,6.0,8.0,14.0,1.0,,,1.0,,,,1.0,,1.0,5.0,3.0,,,0.00419566,0.1258,0.565,1.0,0.0,1.0,,,1.0,,,,65.0,2.0,1.0,,,,,8.0,,,6.8,,,,,,2.0,3.0,,3.0,,10.0,10.0,17.0,,,2,2.0,35.0,,,1.0,2.0
2024-25,12436914,13,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,6.0,3.0,9.0,,,,5.0,,,1.0,,,,4.0,3.0,,,0.0120366,0.0613,,,0.0,,,,,1.0,,,90.0,,,,,,,10.0,,,6.2,,,1.0,,1.0,4.0,2.0,,1.0,,11.0,3.0,12.0,,,2,,28.0,,3.0,,
2024-25,12436914,13,21,West_Ham_United,Home,609752,197024,Guido Rodríguez,guido-rodriguez,M,True,1.0,,1.0,5.0,8.0,12.0,,,,,,,1.0,,,,,,,,0.0139129,0.0561,,,0.0,,,,,,1.0,,13.0,,,,,,,1.0,,,6.7,,,,,,,1.0,,1.0,,6.0,8.0,13.0,,,1,,16.0,,,,
2024-25,12436914,13,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,3.0,17.0,6.0,23.0,1.0,3.0,,1.0,,,,,,,1.0,6.0,,,0.00607722,0.0775,0.7021,,0.0,,,,,1.0,,,90.0,1.0,,,,,,12.0,,,6.8,,,,,3.0,,,,3.0,,23.0,11.0,34.0,,,1,2.0,45.0,1.0,1.0,,1.0
2024-25,12436914,13,21,West_Ham_United,Home,832427,224860,Carlos Soler,carlos-soler,M,False,,,,8.0,9.0,17.0,,2.0,,3.0,1.0,,,1.0,,,4.0,4.0,,,0.226781,,,3.0,1.0,,,,,,1.0,,78.0,,,,,,,7.0,,,6.7,,,,,1.0,,1.0,,2.0,,12.0,10.0,21.0,,,0,1.0,30.0,2.0,1.0,,1.0
2024-25,12436914,13,21,West_Ham_United,Home,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,1.0,12.0,9.0,21.0,2.0,3.0,,2.0,,,1.0,2.0,,,6.0,8.0,,,0.0211827,0.1448,,2.0,0.0,,,,,,3.0,,77.0,,,,1.0,,,6.0,,,6.6,,,,,5.0,,,,2.0,,15.0,11.0,26.0,,,1,2.0,42.0,1.0,3.0,,1.0
2024-25,12436914,13,21,West_Ham_United,Home,845464,229384,Andy Irving,andy-irving,M,True,,,4.0,5.0,4.0,9.0,,,,,,,,,,1.0,2.0,,,,0.00212494,,,1.0,0.0,,,,,,,,12.0,,,,,,,2.0,,,6.6,,,,,,,,,4.0,,6.0,4.0,10.0,,,0,,11.0,,,,
2024-25,12436914,13,21,West_Ham_United,Home,847151,213999,Edson Álvarez,edson-alvarez,M,True,,,1.0,7.0,10.0,17.0,,,,3.0,,,,,,2.0,2.0,5.0,,,0.0116283,,,,0.0,,,,,1.0,,,45.0,,,,,,,3.0,,,7.0,,,,,,1.0,,,1.0,,8.0,10.0,18.0,,,0,2.0,29.0,,2.0,1.0,1.0
2024-25,12436914,13,21,West_Ham_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,,13.0,5.0,18.0,,1.0,,2.0,,,,1.0,,,1.0,7.0,,,0.0158322,0.4489,0.5443,,0.0,1.0,,,,1.0,,,90.0,1.0,,,,,,7.0,,,7.4,,,1.0,,2.0,2.0,1.0,,,,17.0,8.0,24.0,,,2,4.0,44.0,,,2.0,4.0
2024-25,12436914,13,21,West_Ham_United,Home,894474,214048,Max Kilman,max-kilman,D,False,,,3.0,13.0,27.0,40.0,2.0,1.0,,5.0,,,,,,,2.0,4.0,1.0,,0.00645036,,,,0.0,,,,,2.0,,1.0,90.0,,1.0,,,,,7.0,,,5.9,,,,,3.0,,,,7.0,,16.0,31.0,47.0,,,0,2.0,60.0,,1.0,,1.0
2024-25,12436914,13,21,West_Ham_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,False,,,,2.0,2.0,4.0,1.0,,,3.0,,,,,,1.0,4.0,3.0,,,0.00062378,,,1.0,0.0,,,,,,,,45.0,,1.0,,,,,7.0,,,6.0,,,,,,1.0,,,1.0,1.0,4.0,3.0,7.0,,,0,3.0,19.0,2.0,,,2.0
2024-25,12436914,13,21,West_Ham_United,Home,945217,462116,Jean-Clair Todibo,jean-clair-todibo,D,False,,,1.0,9.0,19.0,28.0,,3.0,,3.0,,,,,,,,5.0,,,0.00405475,,,,0.0,,,,,,,,90.0,,1.0,,,,,7.0,,,6.3,,,,,3.0,,,,2.0,,14.0,21.0,35.0,,,0,2.0,43.0,,,,2.0
2024-25,12436914,13,21,West_Ham_United,Home,1016893,577114,Luís Guilherme,luis-guilherme,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436914,13,21,West_Ham_United,Home,1150952,536109,Oliver Scarles,scarles-oliver,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436914,13,21,West_Ham_United,Home,1652590,602903,Ezra Mayers,ezra-mayers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436966,14,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,4.0,1.0,16.0,17.0,,,,3.0,,,,,,,,1.0,,,0.0003328,,,,0.0,,-0.0269,,,,,,90.0,,,,,,,3.0,,,6.6,3.0,3.0,,,,,,,7.0,,4.0,16.0,20.0,,,0,,26.0,,,,
2024-25,12436966,14,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,True,,,,1.0,1.0,2.0,,1.0,,2.0,,1.0,,,,2.0,4.0,3.0,,,0.00335454,0.2235,,,0.0,,,,,,,,28.0,,,,,,,14.0,,,6.2,,,1.0,,,4.0,3.0,,,,9.0,1.0,7.0,,,1,,22.0,1.0,,2.0,
2024-25,12436966,14,21,West_Ham_United,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,8.0,4.0,12.0,,1.0,,2.0,,,1.0,,,2.0,2.0,1.0,,,0.0361945,0.344,,,0.0,,,,1.0,,2.0,,45.0,,,,,,,4.0,,,7.0,,,1.0,,,,,,,,9.0,4.0,13.0,,,2,,20.0,1.0,,,
2024-25,12436966,14,21,West_Ham_United,Away,132645,91889,Niclas Füllkrug,niclas-fullkrug,F,True,,,,2.0,2.0,4.0,1.0,,,,,,,,,,1.0,,,,0.00054054,0.4206,0.946,,0.0,1.0,,,,,,,11.0,1.0,,,,,,1.0,,,7.3,,,,,,,,,,1.0,3.0,2.0,5.0,,,1,,6.0,,,,
2024-25,12436966,14,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,,,2.0,18.0,13.0,31.0,2.0,1.0,,2.0,,,,1.0,,1.0,7.0,4.0,,1.0,0.0563511,,,2.0,0.0,,,,,,,,62.0,,,,,,,11.0,,,6.2,,,,,2.0,1.0,3.0,,3.0,,24.0,14.0,35.0,,,0,2.0,55.0,1.0,1.0,,1.0
2024-25,12436966,14,21,West_Ham_United,Away,155997,109533,Emerson,emerson,D,True,1.0,,2.0,11.0,11.0,21.0,,,,1.0,,,,,,,1.0,1.0,,,0.0373608,,,,0.0,,,,,,1.0,,28.0,,,,,,,6.0,,,6.4,,,,,,1.0,1.0,,4.0,,12.0,13.0,24.0,,,0,1.0,35.0,1.0,,,
2024-25,12436966,14,21,West_Ham_United,Away,187861,82143,Wes Foderingham,wes-foderingham,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436966,14,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,3.0,,,25.0,3.0,25.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,8.0,4.0,,,1.09141,0.5302,0.6537,,0.0,,,,,,6.0,,90.0,3.0,,,,,,16.0,,,7.7,,,,,,6.0,6.0,,,,33.0,3.0,30.0,,,4,1.0,57.0,3.0,,3.0,1.0
2024-25,12436966,14,21,West_Ham_United,Away,609752,197024,Guido Rodríguez,guido-rodriguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436966,14,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,1.0,10.0,6.0,16.0,2.0,6.0,,1.0,,,1.0,,,1.0,4.0,7.0,,,0.0638468,0.1884,,1.0,0.0,,,,,,1.0,,62.0,,,,,,,10.0,,,7.3,,,4.0,,1.0,,1.0,,2.0,,18.0,7.0,24.0,,,5,,34.0,,1.0,,
2024-25,12436966,14,21,West_Ham_United,Away,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,False,,,4.0,26.0,38.0,64.0,1.0,3.0,,5.0,1.0,,,,,,4.0,9.0,,,0.0177975,0.3799,0.5711,1.0,0.0,,,,,1.0,1.0,,90.0,1.0,,,,,,9.0,,,7.4,,,2.0,,1.0,6.0,,,6.0,,30.0,41.0,71.0,,,3,1.0,88.0,,1.0,4.0,1.0
2024-25,12436966,14,21,West_Ham_United,Away,832427,224860,Carlos Soler,carlos-soler,M,False,1.0,,1.0,30.0,12.0,41.0,2.0,1.0,,8.0,1.0,,2.0,2.0,,1.0,5.0,3.0,,,0.116572,0.1842,0.3125,,0.0,,,,,,3.0,,62.0,1.0,,,,,,11.0,,,7.2,,,1.0,,,,3.0,,4.0,,38.0,14.0,49.0,,,4,1.0,59.0,,1.0,,1.0
2024-25,12436966,14,21,West_Ham_United,Away,839981,224024,Lucas Paquetá,lucas-paqueta,M,True,1.0,,2.0,11.0,7.0,17.0,1.0,1.0,,7.0,,,,,,,2.0,3.0,,1.0,0.0111676,0.1272,,,0.0,,,,,1.0,,,28.0,,,,,,,9.0,,,6.5,,,1.0,,1.0,1.0,1.0,,5.0,,16.0,10.0,25.0,,,1,2.0,35.0,,,,1.0
2024-25,12436966,14,21,West_Ham_United,Away,847151,213999,Edson Álvarez,edson-alvarez,M,False,1.0,,4.0,47.0,29.0,75.0,3.0,4.0,,4.0,,,2.0,1.0,,1.0,6.0,8.0,,,0.145293,0.0296,,1.0,0.0,,,,,1.0,2.0,,90.0,,,,,,,11.0,,,7.2,,,,,3.0,2.0,1.0,,5.0,,52.0,30.0,81.0,,,2,2.0,99.0,3.0,,2.0,1.0
2024-25,12436966,14,21,West_Ham_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,3.0,40.0,14.0,54.0,1.0,2.0,,10.0,,,1.0,,,2.0,8.0,7.0,,,0.202917,0.0438,,1.0,0.0,,,,,2.0,1.0,,90.0,,,,,,,22.0,,,6.7,,,,,2.0,5.0,2.0,,5.0,,53.0,15.0,66.0,,,1,2.0,101.0,2.0,2.0,1.0,1.0
2024-25,12436966,14,21,West_Ham_United,Away,894474,214048,Max Kilman,max-kilman,D,False,,,3.0,36.0,42.0,78.0,2.0,9.0,,11.0,,1.0,,1.0,,,4.0,11.0,,,0.0294958,0.2117,0.205,1.0,0.0,,,,,3.0,2.0,,90.0,2.0,,,,,,10.0,,,7.3,,,,,1.0,2.0,,,6.0,,43.0,44.0,87.0,,,2,,100.0,1.0,,2.0,
2024-25,12436966,14,21,West_Ham_United,Away,905163,460842,Mohammed Kudus,mohammed-kudus,M,False,2.0,,1.0,27.0,6.0,31.0,1.0,,,2.0,,,2.0,,,3.0,8.0,9.0,,,0.33075,0.156,0.3934,,0.0,,,,,,4.0,,79.0,1.0,,,,,,14.0,,,7.3,,,,,,10.0,5.0,,1.0,1.0,32.0,6.0,33.0,,,3,1.0,64.0,2.0,2.0,6.0,1.0
2024-25,12436966,14,21,West_Ham_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,1.0,,,14.0,6.0,19.0,2.0,,,2.0,1.0,1.0,1.0,,,,4.0,1.0,,,0.636741,0.2594,,,1.0,,,,,,3.0,,45.0,1.0,,,,,,6.0,,,7.0,,,,,,2.0,1.0,,,,16.0,6.0,21.0,,,2,,31.0,2.0,1.0,,
2024-25,12436966,14,21,West_Ham_United,Away,1016893,577114,Luís Guilherme,luis-guilherme,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436966,14,21,West_Ham_United,Away,1142343,518438,Kaelan Casey,casey-kaelan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436454,15,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,9.0,6.0,12.0,18.0,,,,9.0,,,,,,,,,,,0.00176019,,,,0.0,,0.3134,,,,,,90.0,,,,,,,19.0,,,7.0,,4.0,,,,,,,28.0,,24.0,13.0,37.0,,,0,,46.0,,,,
2024-25,12436454,15,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,1.0,,,1.0,,,,,,,,,,,,,,,,,0.0643636,,,,0.0,,,,,,1.0,,12.0,,,,,,,,,,6.7,,,,,,,1.0,,,,1.0,,,,,0,,2.0,,,,
2024-25,12436454,15,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436454,15,21,West_Ham_United,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,2.0,1.0,3.0,1.0,2.0,,1.0,,,,1.0,,1.0,4.0,2.0,,,0.00048614,,,,0.0,,,,,,,,17.0,,,,,,,8.0,,,6.3,,,,,,1.0,,,,,6.0,2.0,8.0,,,0,,11.0,,,,
2024-25,12436454,15,21,West_Ham_United,Home,132645,91889,Niclas Füllkrug,niclas-fullkrug,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436454,15,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436454,15,21,West_Ham_United,Home,155997,109533,Emerson,emerson,D,False,1.0,,4.0,22.0,16.0,37.0,,,,8.0,,,,,,,1.0,3.0,,,0.11221,,,1.0,0.0,,,,,2.0,1.0,,88.0,,,,,,,11.0,,,7.1,,,,,1.0,1.0,3.0,,8.0,,29.0,18.0,44.0,,,0,,63.0,,2.0,1.0,
2024-25,12436454,15,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,1.0,17.0,7.0,23.0,3.0,,,3.0,,1.0,,1.0,,4.0,10.0,7.0,,,0.0952179,0.2198,0.309,,1.0,1.0,,,,1.0,3.0,,90.0,2.0,1.0,,,,,20.0,,,8.3,,,1.0,,,4.0,4.0,,1.0,,25.0,7.0,28.0,,,3,2.0,58.0,4.0,3.0,2.0,1.0
2024-25,12436454,15,21,West_Ham_United,Home,609752,197024,Guido Rodríguez,guido-rodriguez,M,True,,,,4.0,1.0,5.0,,,,1.0,,,,,,,1.0,,,,0.00061907,,,1.0,0.0,,,,,,,,13.0,,,,,,,,,,6.5,,,,,,,,,,,4.0,1.0,5.0,,,0,,5.0,,,,
2024-25,12436454,15,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,1.0,11.0,7.0,18.0,8.0,6.0,,2.0,,,,,,,12.0,7.0,,,0.00746067,0.087,0.0884,4.0,0.0,1.0,,,,,,,90.0,1.0,,,,,,16.0,,,7.2,,,2.0,,1.0,,,,2.0,,22.0,10.0,32.0,,,3,,42.0,1.0,1.0,,
2024-25,12436454,15,21,West_Ham_United,Home,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,False,,,6.0,16.0,29.0,45.0,3.0,1.0,,4.0,,,1.0,,,,3.0,5.0,,,0.0153929,0.1801,,,0.0,,,,,3.0,,,90.0,,1.0,,,,,6.0,,,7.4,,,1.0,,3.0,,,,7.0,,20.0,30.0,50.0,,,2,2.0,67.0,1.0,2.0,,
2024-25,12436454,15,21,West_Ham_United,Home,832427,224860,Carlos Soler,carlos-soler,M,False,1.0,,1.0,18.0,15.0,32.0,1.0,,,4.0,,,2.0,,,1.0,3.0,2.0,,,0.0612332,0.1832,,1.0,0.0,,,,,,,,64.0,,,,,,,5.0,,,6.8,,,,,,1.0,2.0,,2.0,,21.0,15.0,34.0,,,2,1.0,44.0,1.0,,1.0,1.0
2024-25,12436454,15,21,West_Ham_United,Home,839981,224024,Lucas Paquetá,lucas-paqueta,M,True,,,,4.0,4.0,8.0,1.0,,,1.0,,,1.0,2.0,,,4.0,4.0,,,0.0132873,0.0116,,1.0,0.0,,,,,1.0,,,26.0,,,,,,,4.0,,,6.7,,,,,1.0,2.0,,,1.0,,5.0,7.0,12.0,,,1,,19.0,,2.0,2.0,
2024-25,12436454,15,21,West_Ham_United,Home,847151,213999,Edson Álvarez,edson-alvarez,M,False,,,,12.0,11.0,23.0,1.0,3.0,,3.0,,,,2.0,,1.0,4.0,7.0,,,0.00638141,,,,0.0,,,,,,,,88.0,,1.0,,,,,7.0,,,6.8,,,,,2.0,,,,1.0,,15.0,12.0,27.0,,,0,3.0,39.0,2.0,1.0,,1.0
2024-25,12436454,15,21,West_Ham_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,2.0,,1.0,22.0,16.0,36.0,1.0,1.0,,4.0,,,,,,1.0,3.0,2.0,,,0.127512,,,1.0,0.0,,,,,,2.0,,90.0,,1.0,,,,,11.0,,,7.0,,,,,3.0,,4.0,,2.0,,29.0,17.0,42.0,,,0,1.0,61.0,1.0,,,1.0
