matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321872,22.0,2011-01-05 19:45:00,56,Sunderland,Away,99.0,8.0,2.0,4.0,2.0,2.0,,142.0,3.0,,3.0,6.0,16.0,23.0,237.0,,2.0,21.0,35.0,21.0,9.0,1.0,2.0,,,,,1.0,,,,1.0,11.0,,,,,,1.0,8.0,3.0,,47.0,61.0,2.0,2.0,,4.0,3.0,7.0,,9.0,9.0,10.0,1.0,8.0,,70.0,51.0,4.0,25.0,9.0,,1.0,86.0,13.0,9.0,,,1.0,,1.0,156.0,,,,,,,6.0,,,,2.0,,,,,18.0,,13.0,11.0,2.0,3.0,68.0,90.0,40.0,5.0,,8.0,2.0,3.0,,,3.0,6.0,,47.0,74.0,15.0,,,,,211.0,188.0,3.0,16.0,34.0,47.8,,2.0,0.0,,,,73.0,1.0,,1.0,,2.0,8.0,1.0,3.0,69.0,10.0,118.0,19.0,48.0,9.0,9.0,28.0,19.0,2.0,126.0,13.0,254.0,2.0,,35.0,19.0,51.0,4.0,344.0,,1.0,14.0,19.0,4.0,33.0,2.0,575.0,17.0,2.0,9.0,13.0,0.0
321882,23.0,2011-01-16 12:00:00,56,Sunderland,Home,47.0,23.0,1.0,6.0,5.0,7.0,,123.0,8.0,3.0,7.0,16.0,9.0,31.0,164.0,,3.0,16.0,22.0,30.0,9.0,2.0,1.0,,,,,,,,,,10.0,,,,,,1.0,8.0,3.0,,31.0,63.0,1.0,1.0,,2.0,5.0,5.0,1.0,5.0,13.0,8.0,,13.0,,62.0,65.0,2.0,24.0,15.0,,,79.0,16.0,7.0,1.0,,1.0,,,150.0,,,,,,,19.0,,,1.0,2.0,,,,,24.0,,13.0,10.0,,7.0,36.0,99.0,50.0,6.0,,4.0,7.0,4.0,,,2.0,1.0,,30.0,37.0,24.0,,,,,189.0,175.0,6.0,18.0,28.0,48.4,,1.0,0.0,,,,46.0,1.0,,,,1.0,4.0,,2.0,81.0,11.0,63.0,43.0,38.0,9.0,4.0,25.0,21.0,1.0,138.0,24.0,225.0,2.0,3.0,41.0,10.0,56.0,4.0,263.0,,0.0,13.0,25.0,9.0,19.0,1.0,495.0,19.0,3.0,5.0,18.0,0.0
321890,24.0,2011-01-22 15:00:00,56,Sunderland,Away,64.0,14.0,1.0,5.0,4.0,7.0,,157.0,4.0,,2.0,10.0,16.0,22.0,216.0,,2.0,16.0,18.0,25.0,8.0,1.0,,,,,,,,,,,12.0,,,,,,,7.0,7.0,,53.0,58.0,4.0,2.0,2.0,7.0,1.0,10.0,,4.0,9.0,5.0,,17.0,5.0,62.0,69.0,7.0,21.0,13.0,,,76.0,15.0,13.0,,,,1.0,,152.0,2.0,,2.0,2.0,,,12.0,,,2.0,,,,,3.0,18.0,,15.0,13.0,,3.0,59.0,96.0,42.0,10.0,2.0,7.0,4.0,5.0,,,3.0,1.0,,57.0,76.0,21.0,1.0,1.0,1.0,,194.0,181.0,5.0,22.0,20.0,43.2,,1.0,0.0,,,,64.0,2.0,5.0,,1.0,,7.0,,2.0,83.0,11.0,85.0,23.0,34.0,12.0,3.0,18.0,15.0,,148.0,16.0,261.0,,,40.0,17.0,61.0,6.0,328.0,1.0,0.0,13.0,24.0,6.0,25.0,0.0,561.0,9.0,7.0,4.0,13.0,0.0
321902,25.0,2011-02-01 19:45:00,56,Sunderland,Home,91.0,15.0,,3.0,3.0,6.0,,126.0,4.0,,3.0,7.0,11.0,21.0,214.0,,,7.0,22.0,9.0,3.0,,,1.0,,,,1.0,,,,,5.0,,,,,,,18.0,10.0,,45.0,66.0,,,,4.0,,13.0,1.0,,2.0,8.0,1.0,16.0,7.0,69.0,49.0,4.0,20.0,9.0,1.0,,84.0,10.0,12.0,,,3.0,1.0,1.0,145.0,1.0,,,1.0,,,9.0,,,1.0,2.0,,,,,16.0,,23.0,19.0,,3.0,65.0,96.0,37.0,6.0,1.0,2.0,2.0,4.0,,,6.0,2.0,,37.0,61.0,12.0,1.0,1.0,1.0,,184.0,165.0,4.0,22.0,25.0,35.7,,,0.0,,,,61.0,4.0,6.0,,3.0,,2.0,,2.0,64.0,4.0,111.0,30.0,39.0,13.0,,11.0,11.0,,121.0,15.0,216.0,2.0,1.0,33.0,12.0,62.0,2.0,316.0,,0.0,6.0,23.0,2.0,17.0,1.0,535.0,12.0,5.0,,15.0,0.0
321912,26.0,2011-02-05 12:45:00,56,Sunderland,Away,78.0,8.0,,2.0,2.0,1.0,,147.0,4.0,,7.0,2.0,16.0,12.0,223.0,,,14.0,14.0,18.0,8.0,1.0,,,,,,,,,,,11.0,,,,,,1.0,13.0,6.0,,46.0,51.0,1.0,,1.0,3.0,3.0,7.0,1.0,4.0,8.0,2.0,,7.0,1.0,48.0,56.0,3.0,26.0,10.0,1.0,,70.0,16.0,7.0,1.0,,2.0,2.0,,149.0,2.0,,1.0,2.0,,,11.0,,,2.0,7.0,,,,1.0,19.0,,17.0,13.0,4.0,7.0,66.0,78.0,30.0,12.0,1.0,5.0,6.0,5.0,,,5.0,1.0,,42.0,58.0,15.0,,,,,193.0,173.0,,17.0,18.0,56.3,,4.0,0.0,,,,72.0,1.0,1.0,,1.0,,5.0,,2.0,71.0,11.0,110.0,19.0,46.0,15.0,2.0,14.0,12.0,,117.0,7.0,237.0,8.0,,24.0,19.0,44.0,1.0,333.0,,0.0,13.0,21.0,1.0,25.0,3.0,561.0,19.0,10.0,4.0,15.0,0.0
321925,27.0,2011-02-12 17:30:00,56,Sunderland,Home,123.0,21.0,,4.0,4.0,7.0,,232.0,6.0,,4.0,6.0,13.0,17.0,351.0,,,14.0,22.0,21.0,11.0,1.0,,,,,,3.0,,,,,,,,1.0,,,4.0,9.0,4.0,,68.0,58.0,,,,2.0,6.0,6.0,,2.0,5.0,8.0,,17.0,1.0,70.0,58.0,2.0,9.0,6.0,1.0,,83.0,16.0,13.0,1.0,,,,3.0,177.0,1.0,,1.0,1.0,,,11.0,,,,,,,,2.0,9.0,1.0,16.0,15.0,,4.0,114.0,112.0,55.0,3.0,,6.0,7.0,5.0,,,3.0,2.0,,63.0,77.0,23.0,,,,,187.0,181.0,2.0,17.0,32.0,53.8,1.0,,0.0,,,,96.0,2.0,,,1.0,,8.0,,2.0,112.0,13.0,142.0,40.0,15.0,16.0,2.0,19.0,17.0,,169.0,21.0,332.0,,,27.0,15.0,52.0,2.0,455.0,,0.0,19.0,19.0,1.0,25.0,2.0,659.0,14.0,5.0,2.0,14.0,0.0
321929,28.0,2011-02-26 15:00:00,56,Sunderland,Away,126.0,17.0,,2.0,2.0,7.0,,199.0,5.0,,3.0,13.0,18.0,24.0,323.0,,2.0,22.0,21.0,18.0,13.0,1.0,,,,,,,,,,,13.0,,,,,,1.0,10.0,7.0,,67.0,53.0,1.0,1.0,,3.0,5.0,10.0,1.0,1.0,4.0,5.0,,10.0,,63.0,49.0,3.0,12.0,5.0,,,105.0,10.0,11.0,,,1.0,,,191.0,,,,,,,12.0,,,,1.0,,,,1.0,19.0,1.0,20.0,18.0,,3.0,90.0,103.0,46.0,4.0,,5.0,9.0,4.0,,,5.0,3.0,,49.0,73.0,24.0,,,,,201.0,183.0,3.0,27.0,16.0,53.4,,2.0,0.0,,,,94.0,2.0,2.0,,,,5.0,,2.0,100.0,14.0,148.0,31.0,30.0,19.0,1.0,10.0,9.0,,168.0,17.0,304.0,1.0,,42.0,23.0,61.0,4.0,442.0,,0.0,14.0,14.0,6.0,27.0,0.0,654.0,14.0,6.0,1.0,10.0,0.0
321937,29.0,2011-03-05 15:00:00,56,Sunderland,Away,111.0,15.0,2.0,3.0,1.0,2.0,,122.0,3.0,,3.0,19.0,10.0,31.0,230.0,,,12.0,17.0,16.0,3.0,2.0,1.0,,,,,,,,,,4.0,,,,,,,11.0,3.0,,58.0,66.0,,,,1.0,,14.0,,6.0,10.0,,,8.0,4.0,56.0,65.0,1.0,12.0,7.0,,,68.0,10.0,13.0,,1.0,,,,157.0,,,,,,,7.0,,,,,,,,,15.0,,29.0,26.0,4.0,4.0,64.0,87.0,40.0,5.0,,2.0,3.0,3.0,,,,3.0,,37.0,75.0,11.0,,,,,188.0,173.0,3.0,39.0,16.0,37.4,,,0.0,,,,59.0,6.0,1.0,,1.0,1.0,5.0,,3.0,65.0,5.0,128.0,29.0,27.0,13.0,4.0,14.0,10.0,1.0,123.0,12.0,224.0,,,42.0,13.0,65.0,5.0,338.0,,0.0,8.0,30.0,1.0,19.0,3.0,551.0,18.0,6.0,6.0,24.0,0.0
321953,30.0,2011-03-20 13:30:00,56,Sunderland,Home,100.0,14.0,2.0,6.0,4.0,7.0,,228.0,4.0,1.0,2.0,8.0,22.0,31.0,322.0,,,22.0,17.0,12.0,2.0,2.0,,,,,,,,,,,3.0,,,,,,,10.0,3.0,,45.0,63.0,,,,1.0,1.0,4.0,1.0,3.0,8.0,9.0,,21.0,3.0,65.0,57.0,1.0,9.0,4.0,,,76.0,12.0,9.0,,1.0,2.0,1.0,,190.0,,,,,,,9.0,,,,,,,,,7.0,,23.0,19.0,2.0,4.0,98.0,79.0,46.0,6.0,,2.0,2.0,1.0,,,2.0,4.0,,66.0,81.0,25.0,1.0,1.0,1.0,,192.0,183.0,1.0,26.0,27.0,52.2,,,0.0,,,,97.0,4.0,1.0,,1.0,,4.0,,3.0,104.0,4.0,122.0,34.0,18.0,20.0,2.0,20.0,18.0,,159.0,22.0,328.0,1.0,1.0,28.0,25.0,46.0,1.0,430.0,,1.0,6.0,27.0,4.0,22.0,3.0,654.0,16.0,9.0,3.0,15.0,0.0
321961,31.0,2011-04-03 16:00:00,56,Sunderland,Away,140.0,11.0,1.0,4.0,3.0,3.0,1.0,172.0,1.0,2.0,4.0,5.0,17.0,20.0,308.0,,,24.0,13.0,7.0,5.0,1.0,,,,,,,,,,,7.0,,,,,,1.0,10.0,6.0,,57.0,61.0,1.0,1.0,,2.0,1.0,9.0,,5.0,16.0,6.0,,16.0,2.0,61.0,45.0,2.0,13.0,7.0,1.0,,59.0,22.0,9.0,,,1.0,4.0,,156.0,,,,,,,6.0,,,,,,,,2.0,8.0,,18.0,18.0,,4.0,91.0,77.0,38.0,7.0,,3.0,3.0,3.0,,,4.0,1.0,,35.0,65.0,25.0,1.0,1.0,1.0,,168.0,163.0,,22.0,31.0,49.9,,,0.0,,,,94.0,1.0,3.0,,,,4.0,,3.0,81.0,6.0,162.0,26.0,18.0,9.0,4.0,30.0,26.0,,125.0,9.0,266.0,,2.0,23.0,20.0,42.0,1.0,398.0,,0.0,8.0,23.0,5.0,28.0,3.0,609.0,17.0,6.0,5.0,13.0,0.0
321974,32.0,2011-04-09 15:00:00,56,Sunderland,Home,96.0,11.0,,4.0,4.0,9.0,2.0,130.0,5.0,1.0,3.0,11.0,10.0,25.0,222.0,,,31.0,22.0,17.0,3.0,1.0,,,1.0,,,1.0,,,1.0,,5.0,,,,,,3.0,6.0,6.0,,44.0,59.0,,,,1.0,5.0,5.0,,5.0,13.0,11.0,1.0,9.0,4.0,61.0,58.0,1.0,8.0,6.0,,,85.0,10.0,10.0,,,6.0,4.0,1.0,154.0,1.0,1.0,1.0,,1.0,,10.0,,,,4.0,,,,,11.0,,13.0,12.0,1.0,3.0,69.0,98.0,46.0,2.0,,3.0,2.0,1.0,,,1.0,4.0,,57.0,44.0,40.0,,,,,204.0,195.0,1.0,26.0,18.0,50.3,,,0.0,,,,68.0,2.0,3.0,,3.0,,4.0,1.0,3.0,69.0,5.0,116.0,31.0,17.0,25.0,4.0,32.0,28.0,,137.0,19.0,251.0,4.0,1.0,40.0,10.0,64.0,1.0,335.0,1.0,0.0,10.0,21.0,2.0,34.0,3.0,564.0,17.0,10.0,5.0,17.0,0.0
321978,33.0,2011-04-16 15:00:00,56,Sunderland,Away,102.0,22.0,5.0,7.0,2.0,4.0,,188.0,1.0,,2.0,11.0,22.0,39.0,283.0,,,21.0,26.0,10.0,14.0,4.0,1.0,,,,,,,,,,18.0,,,,,,,7.0,3.0,,63.0,56.0,,1.0,,2.0,8.0,5.0,,9.0,20.0,8.0,,5.0,1.0,64.0,36.0,2.0,14.0,6.0,3.0,,89.0,10.0,7.0,,,2.0,1.0,,175.0,,,,,,,11.0,,,,1.0,,,,,11.0,,9.0,8.0,,2.0,73.0,94.0,38.0,4.0,,10.0,8.0,4.0,,,1.0,2.0,,57.0,79.0,20.0,,,,,202.0,195.0,4.0,22.0,24.0,55.2,,,0.0,,,,76.0,1.0,,,1.0,1.0,11.0,2.0,2.0,111.0,18.0,129.0,41.0,21.0,24.0,8.0,37.0,29.0,1.0,168.0,14.0,295.0,1.0,,36.0,22.0,76.0,1.0,387.0,,0.0,23.0,13.0,1.0,34.0,0.0,601.0,12.0,6.0,9.0,11.0,0.0
321994,34.0,2011-04-23 15:00:00,56,Sunderland,Home,79.0,12.0,2.0,9.0,7.0,1.0,,144.0,4.0,,1.0,7.0,11.0,27.0,214.0,,,25.0,13.0,15.0,5.0,1.0,1.0,,,,,,,,,,8.0,1.0,,,,,2.0,3.0,6.0,,42.0,54.0,2.0,,3.0,1.0,4.0,10.0,,7.0,16.0,6.0,,15.0,1.0,68.0,52.0,1.0,11.0,6.0,,1.0,63.0,12.0,9.0,1.0,,5.0,1.0,,140.0,3.0,,3.0,2.0,1.0,1.0,9.0,,,2.0,2.0,,,,1.0,9.0,,22.0,17.0,1.0,1.0,51.0,82.0,37.0,3.0,3.0,4.0,5.0,6.0,,,1.0,2.0,,45.0,33.0,16.0,,,,1.0,174.0,166.0,3.0,23.0,21.0,44.1,,,0.0,,,,61.0,,3.0,,2.0,1.0,5.0,1.0,3.0,73.0,9.0,99.0,18.0,19.0,25.0,7.0,30.0,23.0,2.0,114.0,11.0,225.0,2.0,,32.0,13.0,56.0,1.0,294.0,,0.0,15.0,22.0,,36.0,1.0,528.0,12.0,6.0,7.0,17.0,0.0
322004,35.0,2011-04-30 15:00:00,56,Sunderland,Home,134.0,19.0,1.0,7.0,6.0,6.0,,207.0,2.0,,2.0,8.0,17.0,23.0,334.0,,,23.0,19.0,13.0,11.0,,,,,,,2.0,,1.0,,,13.0,,,,,,,7.0,3.0,,64.0,63.0,1.0,1.0,,3.0,6.0,3.0,,5.0,18.0,8.0,,8.0,,44.0,60.0,3.0,9.0,6.0,,,96.0,7.0,14.0,,,5.0,2.0,2.0,214.0,,,,,,,6.0,,,,1.0,,,,,14.0,,25.0,18.0,2.0,2.0,88.0,93.0,42.0,4.0,,4.0,7.0,4.0,,,4.0,1.0,,40.0,101.0,18.0,,,,,213.0,201.0,2.0,29.0,24.0,50.3,,,0.0,,,,97.0,,,,2.0,,6.0,,3.0,97.0,11.0,161.0,36.0,21.0,20.0,5.0,33.0,28.0,,164.0,12.0,335.0,1.0,,37.0,21.0,61.0,4.0,463.0,,0.0,16.0,20.0,,30.0,1.0,689.0,15.0,13.0,5.0,16.0,0.0
322008,36.0,2011-05-07 15:00:00,56,Sunderland,Away,102.0,10.0,,1.0,1.0,6.0,1.0,116.0,4.0,,,12.0,17.0,20.0,217.0,,4.0,20.0,18.0,26.0,5.0,1.0,1.0,,1.0,,,1.0,,,,,7.0,,,,,,1.0,15.0,5.0,,52.0,43.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,,18.0,2.0,62.0,61.0,2.0,21.0,10.0,,,68.0,12.0,14.0,,,5.0,4.0,1.0,160.0,2.0,,2.0,2.0,,,14.0,,,2.0,,,,,1.0,29.0,,19.0,15.0,2.0,,52.0,91.0,34.0,5.0,2.0,2.0,6.0,4.0,,,6.0,,,21.0,72.0,17.0,,,,,197.0,175.0,1.0,23.0,15.0,47.6,,3.0,0.0,,,,49.0,2.0,2.0,,,1.0,4.0,,1.0,57.0,8.0,118.0,24.0,43.0,22.0,5.0,13.0,8.0,1.0,109.0,21.0,208.0,,,46.0,19.0,61.0,1.0,313.0,1.0,0.0,10.0,11.0,7.0,32.0,0.0,532.0,14.0,10.0,5.0,9.0,0.0
322024,37.0,2011-05-14 12:45:00,56,Sunderland,Home,178.0,25.0,1.0,2.0,1.0,3.0,,217.0,1.0,1.0,1.0,8.0,25.0,32.0,393.0,,,20.0,16.0,12.0,10.0,1.0,,,1.0,,,1.0,,,,1.0,8.0,,,,1.0,,2.0,9.0,4.0,,61.0,57.0,1.0,,1.0,3.0,5.0,1.0,2.0,5.0,10.0,12.0,,14.0,,48.0,55.0,3.0,13.0,5.0,,3.0,89.0,8.0,20.0,,1.0,3.0,2.0,1.0,201.0,1.0,1.0,1.0,,1.0,,7.0,,,,3.0,,,,,13.0,1.0,18.0,15.0,1.0,1.0,111.0,101.0,56.0,5.0,1.0,3.0,9.0,4.0,,,5.0,,,59.0,82.0,24.0,,,,,187.0,176.0,2.0,26.0,22.0,59.6,1.0,1.0,0.0,,,,121.0,1.0,,,1.0,,5.0,,3.0,102.0,12.0,199.0,38.0,24.0,15.0,3.0,27.0,24.0,,158.0,10.0,322.0,3.0,1.0,40.0,27.0,71.0,1.0,494.0,1.0,0.0,14.0,17.0,4.0,23.0,0.0,710.0,16.0,6.0,5.0,14.0,0.0
322035,38.0,2011-05-22 16:00:00,56,Sunderland,Away,156.0,20.0,2.0,6.0,4.0,6.0,,201.0,3.0,2.0,6.0,15.0,36.0,34.0,351.0,,,18.0,10.0,12.0,13.0,3.0,2.0,,1.0,,,1.0,,,,,15.0,,,,,,1.0,7.0,12.0,,78.0,66.0,1.0,,1.0,4.0,3.0,4.0,,6.0,5.0,4.0,,10.0,5.0,42.0,60.0,4.0,14.0,8.0,,,71.0,8.0,9.0,,,2.0,1.0,1.0,164.0,3.0,,2.0,3.0,,,12.0,,,3.0,4.0,,,,1.0,16.0,,12.0,8.0,,6.0,90.0,89.0,51.0,4.0,3.0,5.0,14.0,12.0,,,4.0,6.0,,30.0,104.0,16.0,,,,,148.0,132.0,1.0,25.0,23.0,48.8,,,0.0,,,,92.0,4.0,5.0,,2.0,2.0,5.0,,2.0,84.0,19.0,171.0,32.0,30.0,19.0,5.0,15.0,10.0,2.0,124.0,19.0,268.0,4.0,2.0,30.0,39.0,59.0,,424.0,,0.0,20.0,31.0,2.0,20.0,2.0,663.0,12.0,8.0,6.0,22.0,0.0
