season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025281,10,7,Aston_Villa,Away,930245,485337.0,Evann Guessand,evann-guessand,F,False,,,,,1.0,1.0,,1.0,,3.0,,,1.0,1.0,,,2.0,6.0,1.0,,,3.085e-05,0.06,,2.0,0.0,,,,,,,,,,,,,59.0,,,,,,,8.0,,,5.7,,,,,1.0,1.0,,,,,3.0,2.0,5.0,,,1,,12.0,1.0,,,
2025-26,14025281,10,7,Aston_Villa,Away,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,1.0,7.0,10.0,17.0,1.0,1.0,,4.0,,,,2.0,,,3.0,8.0,6.0,,,0.222721,0.1431,0.0478,1.0,0.0,,,,1.0,,1.0,,,,,,,90.0,1.0,,,,,,16.0,,,6.4,,,2.0,,1.0,1.0,2.0,,2.0,,14.0,11.0,25.0,,,3,3.0,44.0,2.0,2.0,,2.0
2025-26,14025281,10,7,Aston_Villa,Away,976263,441302.0,Ian Maatsen,ian-maatsen,D,True,,,,9.0,2.0,11.0,,1.0,,,,,,,,,1.0,2.0,1.0,,,0.0137024,,,1.0,0.0,,,,,,1.0,,,,,,,15.0,,,,,,,6.0,,,6.5,,,,,1.0,,2.0,,1.0,,12.0,2.0,14.0,,,0,,20.0,,,,
2025-26,14025281,10,7,Aston_Villa,Away,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025281,10,7,Aston_Villa,Away,1532899,577731.0,Ben Broggio,ben-broggio,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025014,11,7,Aston_Villa,Home,96538,101188.0,Lucas Digne,lucas-digne,D,False,2.0,,1.0,14.0,7.0,21.0,2.0,2.0,,3.0,,,,,,,2.0,6.0,3.0,,,0.121946,,,1.0,1.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,20.0,,,6.9,,,,,2.0,2.0,8.0,,4.0,,19.0,9.0,28.0,,,0,,54.0,2.0,,1.0,
2025-26,14025014,11,7,Aston_Villa,Home,98435,88894.0,Ross Barkley,ross-barkley,M,True,,,,5.0,4.0,9.0,1.0,1.0,,2.0,1.0,,,1.0,,,,2.0,3.0,,,0.130194,0.1685,0.73,,0.0,1.0,,,,,1.0,,,,,,,19.0,1.0,,,,,,1.0,,,8.0,,,,,,,,,,,6.0,4.0,10.0,,,1,2.0,14.0,,,,1.0
2025-26,14025014,11,7,Aston_Villa,Home,100390,72147.0,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025014,11,7,Aston_Villa,Home,143334,184667.0,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025014,11,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,1.0,9.0,6.0,20.0,26.0,,,,9.0,,,,,,1.0,,,,,,0.00223573,,,,0.0,,1.0593,2.0,,,,,,,,,,90.0,,,,,1.0,1.0,14.0,,,8.2,1.0,3.0,,,1.0,,,1.0,23.0,,16.0,24.0,40.0,,,0,,51.0,,,,
2025-26,14025014,11,7,Aston_Villa,Home,250223,122806.0,John McGinn,john-mcginn,M,False,1.0,,1.0,12.0,5.0,17.0,,,,2.0,,,,2.0,,,1.0,4.0,7.0,,,0.135389,0.0542,0.0924,1.0,0.0,,,,,1.0,3.0,,,,,,,71.0,1.0,1.0,,,,,8.0,,,7.6,,,,,1.0,,2.0,,1.0,,13.0,5.0,18.0,,,1,3.0,40.0,3.0,4.0,,
2025-26,14025014,11,7,Aston_Villa,Home,331737,166989.0,Youri Tielemans,youri-tielemans,M,True,,,,4.0,7.0,11.0,,,,1.0,,,1.0,2.0,,,,2.0,3.0,,,0.00271272,0.0244,,,1.0,,,,,1.0,1.0,,,,,,,19.0,,,,,,,3.0,,,6.9,,,,,,,1.0,,,,6.0,7.0,13.0,,,1,1.0,20.0,,2.0,,1.0
2025-26,14025014,11,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,7.0,,7.0,,2.0,,2.0,,1.0,2.0,,,,2.0,3.0,2.0,,,0.012806,0.5674,0.3831,,0.0,,,,,,,,,,,,,81.0,1.0,,,,,,10.0,,,6.6,,,,,2.0,1.0,,,,,12.0,,12.0,,,3,,26.0,2.0,,,
2025-26,14025014,11,7,Aston_Villa,Home,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,False,,,1.0,11.0,5.0,16.0,1.0,,,5.0,1.0,,2.0,2.0,,,1.0,4.0,6.0,,,0.0322897,0.2191,0.5251,,0.0,1.0,,,,1.0,2.0,,,,,,,71.0,1.0,,,,,,10.0,,,8.5,,,,,2.0,,1.0,,1.0,,17.0,7.0,24.0,,,3,3.0,44.0,,3.0,,3.0
2025-26,14025014,11,7,Aston_Villa,Home,803039,204646.0,Donyell Malen,donyell-malen,F,True,,,,2.0,,2.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,0.0125913,0.5695,0.3162,,0.0,1.0,,,,,,,,,,,,9.0,1.0,,,,,,1.0,,,7.0,,,1.0,,,,,,,,2.0,1.0,3.0,,,3,,9.0,,1.0,,
2025-26,14025014,11,7,Aston_Villa,Home,826204,226944.0,Boubacar Kamara,boubacar-kamara,M,False,,,2.0,13.0,13.0,26.0,1.0,1.0,,2.0,,,,2.0,,,1.0,6.0,6.0,,,0.0393513,0.0319,0.0438,1.0,0.0,,,,,,1.0,,,,,,,81.0,1.0,1.0,,,,,5.0,,,7.0,,,,,1.0,1.0,,,2.0,,16.0,13.0,29.0,,,1,3.0,42.0,,2.0,,2.0
2025-26,14025014,11,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,1.0,4.0,35.0,39.0,,1.0,,3.0,,,,,,,1.0,1.0,2.0,,,0.0470802,,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,10.0,,,7.1,,,,,3.0,,,,5.0,,9.0,38.0,47.0,,,0,,56.0,1.0,1.0,,
2025-26,14025014,11,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,,,1.0,7.0,12.0,19.0,1.0,,,1.0,,,,1.0,,,2.0,5.0,3.0,,,0.00891084,0.0094,0.0103,1.0,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,15.0,,,6.7,,,,,2.0,,3.0,,4.0,,12.0,15.0,27.0,,,1,2.0,52.0,,1.0,,1.0
2025-26,14025014,11,7,Aston_Villa,Home,851100,209243.0,Jadon Sancho,jadon-sancho,M,True,,,,5.0,4.0,9.0,,,,,,,,,,,,,2.0,,,0.0278749,,,,0.0,,,,,,1.0,,,,,,,19.0,,,,,,,2.0,,,6.7,,,,,,1.0,,,,,6.0,4.0,10.0,,,0,,14.0,1.0,1.0,1.0,
2025-26,14025014,11,7,Aston_Villa,Home,864169,244954.0,Pau Torres,pau-torres,D,False,,,,7.0,21.0,28.0,1.0,,,3.0,,,,1.0,,,,2.0,1.0,,,0.00324571,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,6.0,,,6.7,,,,,2.0,1.0,,,2.0,,11.0,21.0,32.0,,,0,,37.0,2.0,,1.0,
2025-26,14025014,11,7,Aston_Villa,Home,923973,449871.0,Amadou Onana,amadou-onana,M,False,,,3.0,15.0,6.0,21.0,,1.0,,2.0,,,,1.0,,,,4.0,6.0,,,0.0139081,0.026,0.1743,3.0,0.0,1.0,,,,,,,,,,,,71.0,1.0,,,,,,6.0,,,8.2,,,,,4.0,1.0,,,5.0,,19.0,8.0,27.0,,,1,3.0,39.0,,1.0,1.0,3.0
2025-26,14025014,11,7,Aston_Villa,Home,930245,485337.0,Evann Guessand,evann-guessand,F,True,,,,2.0,,2.0,,,,1.0,,,,,,,,,2.0,,,0.0557146,,,,0.0,,,,,,1.0,,,,,,,8.0,,,,,,,,,,6.7,,,,,,,,,,,2.0,,2.0,,,0,,4.0,,2.0,,
2025-26,14025014,11,7,Aston_Villa,Home,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,1.0,8.0,6.0,14.0,3.0,,,3.0,,,,1.0,,,,6.0,4.0,,,0.0249796,0.0282,,1.0,0.0,,,,,,,,,,,,,86.0,,,,1.0,,,11.0,,,6.2,,,1.0,,2.0,4.0,1.0,,1.0,,12.0,6.0,18.0,,,1,1.0,34.0,4.0,1.0,2.0,
2025-26,14025014,11,7,Aston_Villa,Home,976263,441302.0,Ian Maatsen,ian-maatsen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025014,11,7,Aston_Villa,Home,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,1.0,3.0,4.0,,,,1.0,,,,,,,,1.0,3.0,,,0.00732148,,,,0.0,,,,,,,,,,,,,9.0,,1.0,,,,,3.0,,,7.2,,,,,,2.0,,,,,1.0,5.0,6.0,,,0,2.0,12.0,,,1.0,1.0
2025-26,14025078,12,7,Aston_Villa,Away,96538,101188.0,Lucas Digne,lucas-digne,D,False,1.0,,,6.0,7.0,13.0,,1.0,,2.0,,,,,,,1.0,1.0,3.0,,,0.0592618,,,,0.0,,,,,1.0,,,,,,,,45.0,,,,,,,6.0,,,6.6,,,,,,,1.0,,2.0,,11.0,7.0,18.0,,,0,1.0,32.0,,1.0,,1.0
2025-26,14025078,12,7,Aston_Villa,Away,98435,88894.0,Ross Barkley,ross-barkley,M,True,,,1.0,4.0,6.0,10.0,,,,4.0,,,,1.0,,,,3.0,1.0,,,0.011362,,,1.0,0.0,,,,,,,,,,,,,22.0,,,,,,,4.0,,,6.5,,,,,,1.0,,,1.0,,4.0,9.0,13.0,,,0,,15.0,,1.0,,
2025-26,14025078,12,7,Aston_Villa,Away,100390,72147.0,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025078,12,7,Aston_Villa,Away,143334,184667.0,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025078,12,7,Aston_Villa,Away,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,3.0,1.0,22.0,23.0,1.0,,,7.0,,,,,,,,1.0,,,,0.0001621,,,,0.0,,0.7132,3.0,,,,,,,,,,90.0,,,,,,,10.0,,,7.5,3.0,3.0,,,,,,,12.0,,9.0,23.0,32.0,,,0,,44.0,,,,
2025-26,14025078,12,7,Aston_Villa,Away,250223,122806.0,John McGinn,john-mcginn,M,False,,,4.0,16.0,10.0,26.0,1.0,1.0,,3.0,,,,2.0,,,2.0,10.0,6.0,,,0.0170767,0.0336,,4.0,0.0,,,,,,1.0,,,,,,,68.0,,,,,,,14.0,,,6.2,,,1.0,,1.0,3.0,4.0,,5.0,,20.0,11.0,31.0,,,1,1.0,49.0,1.0,2.0,2.0,
2025-26,14025078,12,7,Aston_Villa,Away,331737,166989.0,Youri Tielemans,youri-tielemans,M,False,,,1.0,26.0,19.0,45.0,,2.0,,7.0,,,2.0,1.0,,,,3.0,9.0,,,0.068447,0.0811,,2.0,0.0,,,,,,2.0,,,,,,,84.0,,,,,,,17.0,,,7.7,,,,,1.0,1.0,,,4.0,,39.0,21.0,60.0,,,2,3.0,76.0,2.0,4.0,1.0,
2025-26,14025078,12,7,Aston_Villa,Away,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,3.0,2.0,5.0,1.0,1.0,,,,1.0,,,,,1.0,6.0,4.0,,,0.00792228,0.3343,0.0518,1.0,0.0,,,,,,1.0,,,,,,,68.0,1.0,,,,,,9.0,,,6.4,,,2.0,,,5.0,1.0,,,1.0,7.0,2.0,9.0,,,3,,22.0,,1.0,2.0,
2025-26,14025078,12,7,Aston_Villa,Away,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,False,,,,3.0,6.0,9.0,1.0,,,2.0,,,,,,,,2.0,3.0,,,0.00141783,0.0781,,1.0,0.0,,,,,1.0,,,,,,,,45.0,,,,,,,6.0,,,6.5,,,1.0,,,,,,,,8.0,6.0,14.0,,,1,2.0,24.0,1.0,1.0,,
2025-26,14025078,12,7,Aston_Villa,Away,803039,204646.0,Donyell Malen,donyell-malen,F,True,1.0,,,3.0,2.0,5.0,,,,2.0,,,,,,,1.0,2.0,3.0,,,0.179066,0.6142,,,1.0,,,,,,2.0,,,,,,,45.0,,,,,,,4.0,,,7.4,,,2.0,,,2.0,1.0,,,,4.0,2.0,6.0,,,2,1.0,19.0,1.0,1.0,1.0,
2025-26,14025078,12,7,Aston_Villa,Away,826204,226944.0,Boubacar Kamara,boubacar-kamara,M,False,,,3.0,22.0,19.0,41.0,,6.0,,4.0,,,,,,,1.0,1.0,10.0,,,0.0663208,,,,0.0,,,,,2.0,2.0,,,,,,,90.0,,1.0,,,,,14.0,,,7.6,,,,,4.0,1.0,,,4.0,,29.0,25.0,54.0,,,0,2.0,72.0,,2.0,1.0,1.0
2025-26,14025078,12,7,Aston_Villa,Away,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,1.0,19.0,43.0,62.0,3.0,,,3.0,,,,,1.0,,1.0,4.0,1.0,,,0.00444319,,,,0.0,,,,,,,,,,,,,90.0,,2.0,,,,,3.0,,,7.1,,,,,3.0,,,,3.0,,20.0,44.0,64.0,,,0,1.0,73.0,,,,
2025-26,14025078,12,7,Aston_Villa,Away,833956,199796.0,Matty Cash,matty-cash,D,False,2.0,,,7.0,17.0,24.0,,1.0,,3.0,1.0,,,2.0,,,1.0,6.0,6.0,,,0.262239,0.0872,,3.0,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,,,5.0,,,6.8,,,1.0,,1.0,1.0,3.0,,1.0,,8.0,19.0,27.0,,,1,3.0,47.0,,1.0,1.0,1.0
2025-26,14025078,12,7,Aston_Villa,Away,851100,209243.0,Jadon Sancho,jadon-sancho,M,True,,,,6.0,4.0,10.0,,,,2.0,,,,,,,,,,,,0.0346672,,,,0.0,,,,,,,,,,,,,22.0,,,,,,,1.0,,,6.5,,,,,,,,,1.0,1.0,6.0,5.0,11.0,,,0,,11.0,,,,
2025-26,14025078,12,7,Aston_Villa,Away,864169,244954.0,Pau Torres,pau-torres,D,False,,,3.0,15.0,40.0,55.0,2.0,2.0,,9.0,,,,1.0,,,,4.0,6.0,,,0.0041479,,,,0.0,,,,,,,,,,,,,90.0,,2.0,,,,,16.0,,,7.0,,,,,6.0,1.0,,,12.0,,26.0,42.0,68.0,,,0,3.0,85.0,1.0,1.0,,2.0
2025-26,14025078,12,7,Aston_Villa,Away,930245,485337.0,Evann Guessand,evann-guessand,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025078,12,7,Aston_Villa,Away,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,,7.0,6.0,13.0,2.0,,,6.0,,,1.0,1.0,,,3.0,13.0,5.0,,,0.0395436,0.2518,0.412,2.0,0.0,2.0,,,,1.0,2.0,,,,,,,90.0,2.0,,,,,,18.0,,,8.5,,,,,1.0,9.0,1.0,,,,13.0,7.0,20.0,,,3,,44.0,2.0,1.0,4.0,
2025-26,14025078,12,7,Aston_Villa,Away,976263,441302.0,Ian Maatsen,ian-maatsen,D,True,,,1.0,6.0,6.0,12.0,,1.0,,2.0,,,1.0,1.0,,,3.0,5.0,4.0,,,0.00383734,0.0969,,1.0,0.0,,,,,,,,,,,,,45.0,,,,,,,6.0,,,6.8,,,,,1.0,,,,3.0,,6.0,9.0,15.0,,,1,3.0,28.0,,,,3.0
2025-26,14025078,12,7,Aston_Villa,Away,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,1.0,2.0,3.0,5.0,,,,1.0,,,,,,,,1.0,,,,0.00035621,,,1.0,0.0,,,,,1.0,,,,,,,,13.0,,,,,,,2.0,,,6.6,,,,,,,,,1.0,,3.0,4.0,7.0,,,0,,8.0,,,,
2025-26,14025078,12,7,Aston_Villa,Away,1398204,577285.0,George Hemmings,george-hemmings,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025093,13,7,Aston_Villa,Home,96538,101188.0,Lucas Digne,lucas-digne,D,False,3.0,,,19.0,15.0,34.0,1.0,3.0,5.0,5.0,,,,,,,,1.0,6.0,,,0.0885809,0.0582,,,0.0,,,,1.0,,2.0,,,,,,,90.0,,,,,,,8.0,,,7.7,,,1.0,28.655812962903,4.0,,9.0,,,,19.0,17.0,36.0,14.91,,1,,59.0,,3.0,,
2025-26,14025093,13,7,Aston_Villa,Home,98435,88894.0,Ross Barkley,ross-barkley,M,True,,,,3.0,1.0,4.0,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,0.00225393,,,,0.0,,,,,,,,,,,,,13.0,,,,,,,,,,6.7,,,,6.7870983490738,,,,,,,3.0,1.0,4.0,6.72,,0,,4.0,,,,
2025-26,14025093,13,7,Aston_Villa,Home,100390,72147.0,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025093,13,7,Aston_Villa,Home,143334,184667.0,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025093,13,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,1.0,1.0,12.0,13.0,,,7.0,4.0,,,,,,,,,,,,0.000441,,,,0.0,,0.9764,1.0,,,,,,,,,,90.0,,,,,,,3.0,,,7.6,3.0,4.0,,47.850495062028,1.0,,,,4.0,,4.0,12.0,16.0,23.73,,0,,23.0,,,,
2025-26,14025093,13,7,Aston_Villa,Home,250223,122806.0,John McGinn,john-mcginn,M,False,1.0,,2.0,28.0,10.0,38.0,,,18.0,11.0,,,1.0,,,,3.0,6.0,7.0,,,0.0962297,0.0296,,1.0,1.0,,,,,1.0,4.0,,,,,,,90.0,,,,,,,19.0,,,7.6,,,,128.91883859146,2.0,4.0,6.0,,5.0,,32.0,13.0,45.0,45.36,,1,2.0,71.0,2.0,3.0,2.0,2.0
2025-26,14025093,13,7,Aston_Villa,Home,331737,166989.0,Youri Tielemans,youri-tielemans,M,False,1.0,,4.0,26.0,11.0,37.0,,1.0,18.0,2.0,,,,1.0,,,,4.0,7.0,,,0.471752,0.0778,0.0628,2.0,0.0,,,,,1.0,2.0,,,,,,,75.0,2.0,2.0,,,,,10.0,,,8.4,,,1.0,129.30767871683,2.0,1.0,1.0,,5.0,,33.0,12.0,45.0,60.795,,3,4.0,65.0,1.0,2.0,,3.0
2025-26,14025093,13,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,True,,,,5.0,1.0,6.0,2.0,1.0,2.0,2.0,,,,,,,1.0,4.0,3.0,,,0.124608,,,1.0,0.0,,,,,,1.0,,,,,,,36.0,,,,,,,3.0,,,6.7,,,,21.511756598035,,,,,,,6.0,1.0,7.0,-0.83999999999999,,0,1.0,11.0,,1.0,,
2025-26,14025093,13,7,Aston_Villa,Home,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,False,,,,13.0,5.0,18.0,1.0,3.0,8.0,,,,,1.0,,,1.0,7.0,5.0,,,0.0715909,,,2.0,0.0,,,,,,1.0,,,,,,,54.0,,,,,,,11.0,,,6.5,,,,101.08245982678,,2.0,,,2.0,,18.0,7.0,25.0,80.745,,0,,32.0,1.0,2.0,,
2025-26,14025093,13,7,Aston_Villa,Home,803039,204646.0,Donyell Malen,donyell-malen,F,False,,,,8.0,1.0,9.0,1.0,,4.0,,,,3.0,,,,,1.0,1.0,,,0.0155592,0.5536,0.4084,,0.0,,,,,,,,,,,,,75.0,1.0,,,,,,4.0,,,6.3,,,1.0,18.248671942817,,1.0,,,,,10.0,1.0,11.0,9.765,,5,,21.0,2.0,,1.0,
2025-26,14025093,13,7,Aston_Villa,Home,826204,226944.0,Boubacar Kamara,boubacar-kamara,M,False,,,1.0,32.0,18.0,50.0,4.0,2.0,13.0,1.0,,,,1.0,,,3.0,8.0,7.0,,,0.0327927,0.0575,0.5861,,0.0,1.0,,,,,,,,,,,,88.0,1.0,,,,,,13.0,,,7.8,,,,99.540537342584,,1.0,,,3.0,,37.0,22.0,59.0,25.41,,1,2.0,71.0,,2.0,1.0,1.0
2025-26,14025093,13,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,2.0,33.0,33.0,66.0,,3.0,16.0,3.0,,,,,,,,,6.0,,,0.0280978,,,,0.0,,,,,,2.0,,,,,,,90.0,,,,,,,1.0,,,7.8,,,,125.97039342713,7.0,,,,2.0,,34.0,33.0,67.0,81.27,,0,2.0,80.0,,2.0,,
2025-26,14025093,13,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,,,2.0,32.0,16.0,48.0,1.0,2.0,24.0,2.0,,,,1.0,,,,5.0,8.0,,,0.0269375,0.0309,0.0463,3.0,0.0,,,,,,,,,,,,,90.0,1.0,,,,,,14.0,,,7.2,,,,185.82886671486,4.0,1.0,3.0,,5.0,,38.0,19.0,57.0,78.435,,1,2.0,81.0,,3.0,1.0,1.0
2025-26,14025093,13,7,Aston_Villa,Home,851100,209243.0,Jadon Sancho,jadon-sancho,M,True,,,,1.0,,1.0,,,,,,,,,,,1.0,2.0,,,,0.00184946,,,,0.0,,,,,,1.0,,,,,,,12.0,,,,,,,2.0,,,6.4,,,,,1.0,1.0,,,,,1.0,,1.0,,,0,,5.0,,,,
2025-26,14025093,13,7,Aston_Villa,Home,864169,244954.0,Pau Torres,pau-torres,D,False,,,2.0,32.0,24.0,56.0,,,30.0,6.0,,,,,,,,2.0,2.0,,,0.0168159,0.054,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,6.0,,,7.2,,,1.0,274.3786366873,2.0,2.0,,,3.0,,36.0,25.0,61.0,175.56,,1,1.0,69.0,,,1.0,1.0
2025-26,14025093,13,7,Aston_Villa,Home,923973,449871.0,Amadou Onana,amadou-onana,M,True,,,,3.0,,3.0,1.0,,2.0,1.0,,,,,,,,2.0,2.0,,,0.00074673,,,,0.0,,,,,1.0,,,,,,,,15.0,,,,,,,3.0,,,6.6,,,,18.459841558203,2.0,1.0,,,,,4.0,,4.0,-9.135,,0,1.0,12.0,1.0,1.0,,
2025-26,14025093,13,7,Aston_Villa,Home,930245,485337.0,Evann Guessand,evann-guessand,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025093,13,7,Aston_Villa,Home,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,,13.0,2.0,15.0,2.0,1.0,12.0,3.0,,,,2.0,,,4.0,12.0,3.0,,,0.040284,0.0755,0.0707,3.0,0.0,,,,,,,,,,,,,90.0,1.0,,,,,,19.0,,,5.9,,,2.0,114.89286451437,,1.0,2.0,,,,18.0,2.0,20.0,99.54,,3,1.0,43.0,7.0,1.0,,1.0
2025-26,14025093,13,7,Aston_Villa,Home,976263,441302.0,Ian Maatsen,ian-maatsen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025093,13,7,Aston_Villa,Home,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,2.0,1.0,3.0,,,1.0,1.0,,,,,,,,,1.0,,,0.0018692,,,,0.0,,,,,,,,,,,,,12.0,,,,,,,,,,6.8,,,,3.3794490675257,1.0,1.0,,,,,2.0,1.0,3.0,3.15,,0,,5.0,,,1.0,
2025-26,14025129,14,7,Aston_Villa,Away,96538,101188.0,Lucas Digne,lucas-digne,D,True,,,,,2.0,2.0,1.0,,2.0,1.0,,,,1.0,,,,3.0,,,,0.0001536,,,,0.0,,,,,,,,,,,,,20.0,,,,,,,2.0,,,6.1,,,,6.8952860861884,2.0,1.0,,,,,1.0,2.0,3.0,-1.47,,0,,8.0,,,,
2025-26,14025129,14,7,Aston_Villa,Away,100390,72147.0,Marco Bizot,marco-bizot,G,False,,2.0,5.0,3.0,35.0,38.0,,,15.0,9.0,,,,,,,,,,1.0,,0.00124746,,,,0.0,,-0.8059,,,,,,,,,,,90.0,,,,,,,9.0,,,5.9,2.0,4.0,,76.385490403665,,,,2.0,13.0,,10.0,36.0,46.0,-28.035,,0,,58.0,1.0,,,
2025-26,14025129,14,7,Aston_Villa,Away,143334,184667.0,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025129,14,7,Aston_Villa,Away,250223,122806.0,John McGinn,john-mcginn,M,False,1.0,,1.0,4.0,9.0,13.0,,,3.0,3.0,,,,1.0,,,4.0,7.0,2.0,,,0.0127818,0.022,,1.0,0.0,,,,,,,,,,,,,77.0,,,,,,,10.0,,,6.2,,,1.0,22.583110258581,,1.0,4.0,,1.0,,5.0,9.0,14.0,-16.275,,1,2.0,31.0,,,,
2025-26,14025129,14,7,Aston_Villa,Away,331737,166989.0,Youri Tielemans,youri-tielemans,M,True,,,,3.0,2.0,5.0,,1.0,3.0,2.0,,,,1.0,,,,2.0,4.0,,,0.00125898,,,1.0,0.0,,,,,1.0,1.0,,,,,,,20.0,,,,,,,3.0,,,6.8,,,,24.480941083295,,1.0,1.0,,,,4.0,2.0,6.0,-17.22,,0,2.0,13.0,1.0,,1.0,1.0
