matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210475,21,2022-01-02 14:00:00,36,Brighton,Away,168.0,11.0,3.0,6.0,3.0,5.0,,145.0,2.0,,,6.0,8.0,18.0,307.0,,,14.0,24.0,19.0,3.0,1.0,3.0,,,,,,,1.0,9.0,,,,,,,,7.0,12.0,5.0,4.0,8.0,70.0,70.0,2.0,,2.0,,17.0,4.0,16.0,,1.0,5.0,3.0,2.0,1.0,8.0,2.0,69.0,58.0,,33.0,17.0,,29.0,63.0,12.0,4.0,,1.0,,,,180.0,3.0,,3.0,2.0,1.0,,13.0,2.0,2.0,,17.0,,6.0,6.0,1.0,,86.0,84.0,28.0,8.0,2.0,1.0,6.0,5.0,398.0,4.0,1.0,61.0,51.0,29.0,,1.0,1.0,,162.0,162.0,7.0,30.0,28.0,50.1,,,,,17.0,0.0,89.0,3.0,1.0,4.0,1.0,,3.0,,3.0,17.0,75.0,301.0,11.0,7.0,189.0,33.0,33.0,19.0,5.0,10.0,5.0,,137.0,8.0,246.0,2.0,,23.0,10.0,68.0,1.0,425.0,,0.0,12.0,25.0,,20.0,1.0,620.0,19.0,14.0,10.0,5.0,15.0,0.0
2210482,22,2022-01-14 20:00:00,36,Brighton,Home,231.0,19.0,3.0,8.0,5.0,,,247.0,5.0,,1.0,,8.0,24.0,470.0,,1.0,21.0,10.0,19.0,8.0,3.0,6.0,,,,,,,1.0,12.0,,,,1.0,1.0,,,3.0,1.0,2.0,13.0,6.0,91.0,58.0,2.0,3.0,,,20.0,5.0,9.0,,2.0,9.0,16.0,7.0,,7.0,,46.0,55.0,,10.0,,,24.0,83.0,11.0,7.0,,,2.0,2.0,,164.0,,,,,,,5.0,,,1.0,,1.0,9.0,9.0,,1.0,147.0,67.0,37.0,,,7.0,4.0,4.0,555.0,1.0,,59.0,110.0,47.0,,,,1.0,158.0,158.0,7.0,20.0,30.0,63.3,1.0,,1.0,,20.0,0.0,167.0,,,1.0,,,10.0,,3.0,12.0,135.0,456.0,9.0,11.0,247.0,40.0,10.0,18.0,8.0,33.0,25.0,,190.0,4.0,355.0,,,15.0,8.0,55.0,1.0,569.0,3.0,0.0,19.0,21.0,3.0,24.0,0.0,763.0,29.0,13.0,8.0,9.0,12.0,0.0
2210497,23,2022-01-23 14:00:00,36,Brighton,Away,221.0,24.0,1.0,3.0,2.0,2.0,,256.0,2.0,1.0,8.0,3.0,1.0,37.0,474.0,,,18.0,9.0,9.0,9.0,1.0,2.0,,,,,,,,12.0,,,,,,,,7.0,9.0,6.0,7.0,7.0,76.0,88.0,3.0,2.0,1.0,1.0,26.0,5.0,10.0,,,5.0,13.0,8.0,,11.0,1.0,45.0,46.0,1.0,13.0,5.0,,32.0,64.0,8.0,6.0,,,,,,155.0,1.0,,1.0,1.0,,,2.0,1.0,,,5.0,,7.0,7.0,1.0,8.0,177.0,61.0,39.0,4.0,,2.0,9.0,5.0,562.0,7.0,,57.0,103.0,30.0,,,,,170.0,170.0,13.0,33.0,32.0,56.2,,,1.0,1.0,26.0,0.0,169.0,3.0,1.0,4.0,,,4.0,,3.0,15.0,142.0,462.0,11.0,11.0,241.0,42.0,13.0,16.0,5.0,26.0,21.0,,201.0,3.0,362.0,,1.0,16.0,1.0,61.0,3.0,577.0,,0.0,14.0,22.0,,21.0,1.0,787.0,31.0,20.0,9.0,5.0,15.0,0.0
2210502,24,2022-01-18 20:00:00,36,Brighton,Home,158.0,17.0,2.0,6.0,4.0,1.0,,208.0,6.0,1.0,5.0,4.0,5.0,26.0,360.0,,1.0,17.0,15.0,8.0,7.0,,1.0,,,,,,,,9.0,,,,,,,,4.0,7.0,8.0,7.0,3.0,71.0,66.0,1.0,1.0,,2.0,15.0,5.0,4.0,,,5.0,14.0,,1.0,7.0,,39.0,36.0,2.0,19.0,10.0,,27.0,57.0,8.0,5.0,,,2.0,2.0,,163.0,1.0,1.0,1.0,,1.0,,7.0,,1.0,2.0,10.0,,17.0,17.0,1.0,5.0,95.0,52.0,32.0,7.0,,3.0,5.0,2.0,426.0,6.0,1.0,70.0,60.0,41.0,,,,,141.0,141.0,4.0,28.0,29.0,43.2,,,1.0,1.0,15.0,0.0,109.0,2.0,,2.0,,,3.0,,3.0,19.0,116.0,350.0,7.0,8.0,181.0,35.0,19.0,14.0,5.0,21.0,16.0,,159.0,5.0,278.0,1.0,1.0,16.0,6.0,51.0,1.0,438.0,1.0,0.0,10.0,16.0,4.0,25.0,1.0,636.0,27.0,24.0,7.0,5.0,11.0,0.0
2210520,25,2022-02-12 15:00:00,36,Brighton,Away,229.0,10.0,3.0,7.0,4.0,2.0,,247.0,3.0,,5.0,6.0,2.0,24.0,469.0,,,18.0,8.0,29.0,4.0,2.0,3.0,,,,,,,,5.0,,,,,,,2.0,4.0,6.0,3.0,10.0,1.0,106.0,80.0,2.0,2.0,,,24.0,3.0,12.0,,,5.0,6.0,7.0,1.0,8.0,,45.0,74.0,,17.0,10.0,,32.0,72.0,9.0,16.0,1.0,,1.0,2.0,,201.0,1.0,,1.0,1.0,,,6.0,1.0,2.0,2.0,10.0,,10.0,10.0,2.0,6.0,143.0,83.0,39.0,4.0,,2.0,5.0,6.0,568.0,2.0,,84.0,113.0,31.0,,,,,176.0,176.0,4.0,29.0,39.0,64.8,,,,,24.0,0.0,142.0,1.0,,1.0,,,2.0,1.0,3.0,17.0,112.0,454.0,6.0,7.0,260.0,37.0,17.0,19.0,5.0,20.0,15.0,,165.0,6.0,352.0,3.0,,21.0,3.0,61.0,1.0,592.0,,0.0,11.0,21.0,,22.0,2.0,794.0,28.0,16.0,9.0,5.0,11.0,0.0
2210523,26,2022-02-19 15:00:00,36,Brighton,Home,242.0,16.0,,6.0,6.0,1.0,2.0,256.0,3.0,,4.0,5.0,4.0,30.0,492.0,,,20.0,13.0,12.0,6.0,2.0,,,,,,,,,9.0,,,,,,,2.0,9.0,6.0,4.0,6.0,5.0,95.0,62.0,,,,,21.0,4.0,6.0,,,4.0,16.0,11.0,,12.0,,47.0,40.0,,23.0,14.0,,25.0,61.0,12.0,12.0,,,3.0,4.0,,153.0,,,,,,,4.0,,2.0,,14.0,,5.0,5.0,,4.0,166.0,58.0,34.0,4.0,,4.0,4.0,1.0,559.0,4.0,1.0,99.0,75.0,37.0,,,,,149.0,149.0,4.0,24.0,29.0,68.9,,,,,21.0,0.0,165.0,1.0,,1.0,1.0,,6.0,,3.0,14.0,114.0,474.0,8.0,8.0,269.0,33.0,23.0,8.0,3.0,34.0,31.0,,154.0,3.0,344.0,2.0,,18.0,5.0,60.0,1.0,579.0,,0.0,11.0,13.0,1.0,22.0,1.0,769.0,19.0,13.0,3.0,4.0,8.0,0.0
2210533,27,2022-02-26 15:30:00,36,Brighton,Home,267.0,11.0,1.0,5.0,4.0,1.0,,237.0,4.0,,2.0,2.0,2.0,34.0,499.0,,,21.0,11.0,12.0,6.0,1.0,3.0,,,,,,,,9.0,,,,,1.0,,,9.0,4.0,5.0,6.0,6.0,89.0,52.0,1.0,1.0,,,13.0,5.0,6.0,,,7.0,14.0,5.0,,11.0,1.0,55.0,47.0,,12.0,5.0,,19.0,68.0,17.0,11.0,,,,,,164.0,,,,,,,6.0,,,1.0,5.0,1.0,4.0,4.0,,2.0,161.0,74.0,51.0,2.0,,3.0,4.0,1.0,548.0,3.0,1.0,106.0,75.0,33.0,,,,,127.0,127.0,3.0,23.0,24.0,66.5,1.0,,,,13.0,0.0,155.0,1.0,1.0,2.0,1.0,,6.0,,1.0,12.0,105.0,480.0,2.0,7.0,278.0,33.0,12.0,18.0,6.0,25.0,19.0,,147.0,3.0,316.0,,,6.0,2.0,62.0,,569.0,,0.0,12.0,17.0,2.0,23.0,4.0,739.0,23.0,12.0,7.0,7.0,11.0,0.0
2210546,28,2022-03-05 15:00:00,36,Brighton,Away,186.0,26.0,3.0,8.0,5.0,2.0,2.0,346.0,4.0,,5.0,4.0,5.0,42.0,524.0,1.0,2.0,17.0,22.0,33.0,7.0,4.0,5.0,1.0,,,,,,,8.0,,,,,,,2.0,5.0,10.0,,11.0,4.0,108.0,76.0,2.0,1.0,1.0,,21.0,8.0,2.0,,,7.0,11.0,6.0,1.0,5.0,,45.0,64.0,,8.0,7.0,1.0,26.0,92.0,10.0,8.0,,,3.0,4.0,,209.0,1.0,1.0,1.0,,1.0,,4.0,,2.0,1.0,7.0,,12.0,12.0,,5.0,146.0,87.0,57.0,4.0,,1.0,11.0,4.0,620.0,2.0,1.0,141.0,95.0,49.0,,,,,170.0,170.0,5.0,28.0,35.0,67.6,,,,,21.0,0.0,171.0,2.0,,2.0,,1.0,3.0,2.0,3.0,14.0,182.0,512.0,10.0,12.0,210.0,49.0,8.0,19.0,7.0,28.0,21.0,1.0,239.0,9.0,452.0,2.0,,12.0,6.0,73.0,4.0,634.0,1.0,0.0,15.0,11.0,2.0,23.0,1.0,836.0,32.0,17.0,12.0,7.0,6.0,0.0
2210553,29,2022-03-12 12:30:00,36,Brighton,Home,222.0,18.0,1.0,4.0,3.0,,,118.0,,,7.0,1.0,4.0,21.0,336.0,,,26.0,7.0,6.0,8.0,,,,,,,,,,8.0,,,,,,,,10.0,15.0,3.0,4.0,4.0,78.0,56.0,1.0,1.0,,,24.0,1.0,7.0,,1.0,7.0,8.0,3.0,,11.0,2.0,40.0,42.0,,19.0,11.0,,25.0,47.0,12.0,13.0,,,2.0,,,140.0,,,,,,,7.0,,1.0,1.0,11.0,,6.0,6.0,2.0,7.0,107.0,67.0,33.0,6.0,,4.0,4.0,3.0,402.0,2.0,1.0,46.0,50.0,26.0,1.0,1.0,1.0,,145.0,145.0,2.0,28.0,18.0,51.8,,,,,24.0,0.0,105.0,5.0,2.0,7.0,,,4.0,,3.0,13.0,66.0,320.0,12.0,8.0,251.0,59.0,19.0,14.0,6.0,17.0,11.0,,109.0,3.0,196.0,1.0,,9.0,4.0,66.0,1.0,430.0,,0.0,8.0,13.0,1.0,27.0,3.0,627.0,15.0,20.0,10.0,7.0,5.0,0.0
2210565,30,2022-04-20 20:00:00,36,Brighton,Away,166.0,21.0,1.0,1.0,,,,95.0,6.0,,5.0,1.0,4.0,23.0,260.0,,,10.0,14.0,11.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,9.0,8.0,1.0,1.0,49.0,59.0,,,,2.0,18.0,,4.0,,,4.0,7.0,,,6.0,,41.0,50.0,2.0,15.0,6.0,1.0,19.0,47.0,7.0,12.0,,,3.0,,1.0,129.0,,,,,,,9.0,,1.0,,6.0,,5.0,5.0,1.0,5.0,89.0,47.0,19.0,7.0,,,1.0,1.0,328.0,8.0,1.0,36.0,43.0,19.0,,,,,141.0,141.0,5.0,33.0,15.0,34.9,,,,1.0,18.0,0.0,86.0,1.0,1.0,2.0,,,1.0,,3.0,10.0,44.0,243.0,10.0,1.0,201.0,50.0,15.0,17.0,4.0,11.0,7.0,,82.0,3.0,163.0,1.0,,10.0,6.0,56.0,2.0,353.0,1.0,0.0,2.0,20.0,1.0,14.0,3.0,521.0,7.0,15.0,7.0,4.0,10.0,0.0
2210571,31,2022-04-02 15:00:00,36,Brighton,Home,103.0,17.0,3.0,8.0,5.0,3.0,,294.0,1.0,,5.0,2.0,6.0,27.0,389.0,1.0,,26.0,18.0,15.0,17.0,4.0,9.0,,,,1.0,,,,19.0,,1.0,,,,,1.0,6.0,4.0,2.0,17.0,14.0,76.0,61.0,1.0,2.0,,,17.0,9.0,3.0,,,11.0,14.0,10.0,,9.0,,49.0,47.0,,12.0,3.0,,24.0,75.0,12.0,9.0,,,5.0,2.0,1.0,174.0,,,,,,,6.0,,1.0,1.0,3.0,,10.0,10.0,,5.0,112.0,64.0,35.0,2.0,,13.0,8.0,4.0,463.0,3.0,,108.0,77.0,55.0,,,,1.0,158.0,158.0,2.0,16.0,38.0,63.0,,,,,17.0,0.0,116.0,,,,,,18.0,2.0,3.0,10.0,187.0,380.0,4.0,21.0,116.0,29.0,12.0,18.0,11.0,37.0,26.0,,240.0,5.0,399.0,2.0,,13.0,6.0,53.0,1.0,478.0,2.0,0.0,31.0,14.0,,30.0,1.0,695.0,43.0,18.0,10.0,11.0,11.0,0.0
2210581,32,2022-04-09 15:00:00,36,Brighton,Away,116.0,13.0,1.0,1.0,,2.0,,87.0,,,2.0,1.0,3.0,13.0,202.0,1.0,,12.0,9.0,16.0,3.0,1.0,1.0,,,,,,,,7.0,,,,,,,,14.0,13.0,7.0,2.0,6.0,55.0,53.0,1.0,,1.0,2.0,17.0,1.0,6.0,,,2.0,6.0,2.0,,6.0,2.0,41.0,52.0,2.0,28.0,18.0,,27.0,40.0,19.0,10.0,,,,,,114.0,2.0,,2.0,2.0,,,4.0,2.0,2.0,2.0,18.0,,16.0,16.0,,2.0,56.0,56.0,16.0,11.0,2.0,3.0,3.0,3.0,258.0,10.0,1.0,60.0,24.0,17.0,,,,,127.0,127.0,3.0,23.0,20.0,35.4,,,,,17.0,0.0,58.0,2.0,1.0,3.0,,,4.0,,3.0,14.0,43.0,195.0,7.0,6.0,138.0,32.0,28.0,8.0,2.0,10.0,8.0,,77.0,4.0,155.0,2.0,,24.0,3.0,60.0,2.0,283.0,1.0,0.0,8.0,21.0,,19.0,4.0,473.0,9.0,18.0,5.0,2.0,13.0,0.0
2210597,33,2022-04-16 12:30:00,36,Brighton,Away,197.0,17.0,3.0,3.0,,,,225.0,1.0,1.0,4.0,,5.0,21.0,419.0,2.0,,14.0,17.0,15.0,6.0,3.0,4.0,,,,,,,,7.0,,,,,,,1.0,8.0,3.0,2.0,8.0,4.0,90.0,64.0,,,1.0,2.0,25.0,2.0,9.0,,,4.0,7.0,5.0,,12.0,1.0,51.0,51.0,2.0,12.0,5.0,,16.0,70.0,10.0,13.0,,,,,,147.0,,,,,,,3.0,1.0,,,5.0,,9.0,9.0,1.0,4.0,124.0,71.0,34.0,4.0,1.0,4.0,5.0,5.0,476.0,2.0,,94.0,76.0,24.0,,,,,123.0,123.0,5.0,22.0,26.0,51.4,,,,1.0,25.0,0.0,138.0,,,,,,5.0,1.0,3.0,5.0,103.0,410.0,14.0,9.0,209.0,48.0,12.0,9.0,4.0,16.0,12.0,,143.0,1.0,306.0,1.0,1.0,13.0,5.0,60.0,3.0,499.0,2.0,0.0,12.0,17.0,,17.0,3.0,668.0,22.0,9.0,6.0,4.0,10.0,0.0
2210603,34,2022-04-24 14:00:00,36,Brighton,Home,95.0,16.0,4.0,9.0,5.0,1.0,1.0,143.0,2.0,,6.0,3.0,4.0,18.0,229.0,,,13.0,21.0,24.0,3.0,1.0,2.0,,,,,,,,6.0,,,,,,,,10.0,9.0,9.0,7.0,1.0,43.0,58.0,1.0,2.0,1.0,3.0,21.0,3.0,6.0,,1.0,6.0,11.0,2.0,,10.0,1.0,52.0,50.0,3.0,29.0,19.0,,37.0,75.0,12.0,6.0,1.0,,1.0,1.0,,154.0,,,,,,,9.0,1.0,2.0,,19.0,,6.0,6.0,1.0,6.0,79.0,61.0,20.0,6.0,,,4.0,5.0,329.0,7.0,2.0,72.0,43.0,30.0,,,,,178.0,178.0,9.0,20.0,20.0,48.8,,2.0,,,21.0,0.0,76.0,2.0,1.0,3.0,,,,,3.0,18.0,84.0,219.0,12.0,4.0,122.0,34.0,29.0,7.0,6.0,20.0,14.0,,153.0,3.0,250.0,2.0,,20.0,5.0,56.0,2.0,352.0,,0.0,8.0,17.0,1.0,20.0,1.0,562.0,29.0,20.0,4.0,6.0,8.0,0.0
2210620,35,2022-04-30 15:00:00,36,Brighton,Away,211.0,11.0,2.0,4.0,2.0,,,189.0,5.0,,7.0,2.0,2.0,21.0,396.0,,,16.0,8.0,6.0,11.0,1.0,2.0,1.0,,,,,,,13.0,1.0,,1.0,,,1.0,,3.0,6.0,5.0,9.0,8.0,74.0,69.0,1.0,1.0,2.0,2.0,14.0,4.0,13.0,,2.0,3.0,7.0,2.0,,8.0,,44.0,47.0,2.0,10.0,4.0,,22.0,55.0,4.0,5.0,1.0,,2.0,,,156.0,1.0,,,1.0,,1.0,8.0,2.0,2.0,,4.0,1.0,9.0,9.0,,7.0,108.0,53.0,26.0,7.0,2.0,2.0,11.0,9.0,465.0,5.0,1.0,73.0,56.0,17.0,,,,2.0,129.0,129.0,10.0,24.0,28.0,50.8,1.0,,,,14.0,0.0,141.0,1.0,,1.0,1.0,1.0,4.0,,3.0,12.0,92.0,386.0,4.0,13.0,227.0,28.0,10.0,25.0,3.0,12.0,9.0,2.0,139.0,,264.0,2.0,,15.0,2.0,49.0,1.0,479.0,,0.0,17.0,22.0,,19.0,1.0,665.0,30.0,14.0,14.0,3.0,18.0,0.0
2210623,36,2022-05-07 17:30:00,36,Brighton,Home,136.0,17.0,2.0,5.0,3.0,3.0,,162.0,2.0,,5.0,4.0,3.0,20.0,293.0,1.0,1.0,12.0,13.0,9.0,8.0,1.0,2.0,1.0,,,,,,1.0,13.0,,,,,,,2.0,9.0,8.0,7.0,13.0,4.0,54.0,65.0,3.0,2.0,2.0,2.0,15.0,4.0,9.0,,1.0,7.0,11.0,1.0,1.0,7.0,3.0,47.0,33.0,2.0,18.0,6.0,,19.0,45.0,13.0,9.0,1.0,,2.0,2.0,,131.0,2.0,,2.0,2.0,,,6.0,4.0,2.0,1.0,6.0,1.0,10.0,10.0,1.0,5.0,91.0,53.0,24.0,6.0,2.0,4.0,7.0,6.0,353.0,3.0,,52.0,40.0,39.0,,,,,127.0,127.0,9.0,22.0,25.0,42.0,,,,,15.0,0.0,97.0,3.0,2.0,5.0,,1.0,7.0,,3.0,10.0,104.0,283.0,10.0,11.0,148.0,36.0,18.0,10.0,6.0,20.0,14.0,1.0,145.0,4.0,245.0,2.0,,15.0,3.0,48.0,3.0,373.0,1.0,0.0,17.0,11.0,2.0,17.0,0.0,555.0,41.0,11.0,4.0,7.0,9.0,0.0
2210633,37,2022-05-15 14:00:00,36,Brighton,Away,118.0,19.0,1.0,5.0,4.0,2.0,,185.0,5.0,,7.0,5.0,8.0,28.0,298.0,1.0,3.0,18.0,13.0,22.0,11.0,1.0,1.0,1.0,,,,,,,14.0,,,,,,,,5.0,14.0,5.0,12.0,3.0,63.0,75.0,4.0,3.0,1.0,2.0,26.0,2.0,6.0,,,1.0,4.0,2.0,,10.0,3.0,39.0,62.0,2.0,24.0,11.0,1.0,22.0,76.0,8.0,16.0,1.0,,3.0,2.0,,171.0,1.0,,1.0,1.0,,1.0,10.0,1.0,,1.0,11.0,,9.0,9.0,3.0,7.0,77.0,80.0,40.0,8.0,,6.0,7.0,6.0,372.0,4.0,3.0,73.0,50.0,30.0,,,,,150.0,150.0,4.0,30.0,29.0,49.7,,2.0,,,26.0,0.0,92.0,2.0,2.0,3.0,,1.0,7.0,,3.0,13.0,103.0,282.0,15.0,13.0,148.0,34.0,24.0,14.0,1.0,9.0,8.0,2.0,149.0,7.0,264.0,1.0,,28.0,9.0,74.0,1.0,403.0,1.0,0.0,15.0,13.0,4.0,21.0,2.0,617.0,28.0,21.0,11.0,1.0,5.0,0.0
2210643,38,2022-05-22 16:00:00,36,Brighton,Home,185.0,14.0,2.0,6.0,4.0,,1.0,224.0,5.0,,6.0,4.0,2.0,21.0,403.0,,,11.0,13.0,20.0,10.0,2.0,3.0,,,,,,,,14.0,,,,,,,1.0,8.0,4.0,3.0,13.0,5.0,72.0,61.0,1.0,1.0,,4.0,19.0,7.0,1.0,,,5.0,8.0,5.0,1.0,13.0,,36.0,46.0,4.0,22.0,17.0,,21.0,50.0,9.0,9.0,1.0,,1.0,1.0,,168.0,3.0,1.0,3.0,2.0,1.0,,5.0,2.0,2.0,1.0,17.0,,6.0,6.0,,6.0,117.0,46.0,23.0,6.0,1.0,4.0,11.0,7.0,473.0,3.0,1.0,52.0,54.0,42.0,,,,,127.0,127.0,5.0,25.0,24.0,49.9,,,3.0,,19.0,0.0,132.0,,1.0,1.0,,,4.0,,3.0,3.0,138.0,391.0,10.0,15.0,211.0,29.0,22.0,6.0,5.0,19.0,14.0,,177.0,,297.0,2.0,,21.0,4.0,52.0,,489.0,,0.0,18.0,12.0,1.0,13.0,1.0,660.0,37.0,11.0,5.0,5.0,8.0,0.0
