matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987800,21,2019-01-02 19:45:00,36,Brighton,Away,158.0,21.0,4.0,8.0,4.0,5.0,,160.0,1.0,,2.0,6.0,2.0,25.0,310.0,,,13.0,20.0,19.0,8.0,2.0,,,,,,,8.0,,,,,,,6.0,6.0,7.0,8.0,5.0,60.0,61.0,1.0,,1.0,2.0,14.0,5.0,11.0,,,5.0,7.0,6.0,1.0,8.0,1.0,52.0,52.0,2.0,16.0,7.0,,1.0,55.0,11.0,9.0,,,1.0,,,166.0,1.0,1.0,1.0,,1.0,,7.0,,1.0,,7.0,,12.0,12.0,,2.0,81.0,71.0,40.0,1.0,1.0,2.0,9.0,6.0,388.0,1.0,1.0,57.0,53.0,23.0,,,,,147.0,147.0,1.0,20.0,34.0,45.7,,2.0,,,14.0,0.0,103.0,1.0,3.0,4.0,,1.0,,2.0,1.0,2.0,66.0,298.0,8.0,11.0,195.0,35.0,16.0,9.0,5.0,18.0,13.0,,102.0,11.0,233.0,1.0,,33.0,3.0,68.0,4.0,410.0,,0.0,13.0,17.0,1.0,15.0,1.0,587.0,13.0,20.0,7.0,5.0,7.0,0.0
987802,22,2019-01-12 15:00:00,36,Brighton,Home,111.0,15.0,,4.0,4.0,3.0,,98.0,3.0,,2.0,7.0,,26.0,205.0,,,12.0,20.0,15.0,6.0,,,,,,,,6.0,,,,,,1.0,6.0,8.0,2.0,5.0,2.0,36.0,69.0,,,,2.0,16.0,2.0,9.0,,,2.0,7.0,5.0,,8.0,1.0,50.0,34.0,2.0,17.0,6.0,,,47.0,15.0,4.0,,,,,,141.0,,,,,,,8.0,,1.0,3.0,6.0,,13.0,13.0,2.0,2.0,46.0,70.0,29.0,7.0,,4.0,2.0,,275.0,2.0,1.0,32.0,45.0,22.0,1.0,1.0,1.0,,145.0,145.0,4.0,33.0,19.0,29.1,,,,2.0,16.0,0.0,78.0,1.0,1.0,2.0,,1.0,,5.0,,3.0,47.0,193.0,8.0,6.0,143.0,29.0,17.0,5.0,2.0,14.0,12.0,,77.0,8.0,172.0,1.0,,27.0,1.0,74.0,5.0,301.0,,0.0,7.0,12.0,,17.0,0.0,458.0,12.0,18.0,3.0,2.0,7.0,0.0
987817,23,2019-01-19 15:00:00,36,Brighton,Away,166.0,21.0,2.0,6.0,4.0,2.0,2.0,150.0,5.0,,3.0,4.0,11.0,41.0,310.0,,1.0,17.0,20.0,21.0,3.0,2.0,,,,,,,4.0,,,,,,2.0,7.0,12.0,8.0,5.0,2.0,63.0,57.0,1.0,,1.0,3.0,21.0,1.0,8.0,,,5.0,5.0,10.0,,7.0,1.0,50.0,52.0,3.0,18.0,11.0,,,47.0,11.0,11.0,,,3.0,4.0,,131.0,1.0,,1.0,1.0,,,11.0,1.0,,,11.0,,13.0,13.0,2.0,3.0,98.0,58.0,29.0,6.0,1.0,2.0,4.0,3.0,367.0,6.0,,63.0,56.0,33.0,1.0,1.0,1.0,,134.0,134.0,4.0,24.0,24.0,44.0,,,,,21.0,0.0,99.0,2.0,1.0,4.0,,,,3.0,,3.0,71.0,294.0,8.0,6.0,184.0,44.0,18.0,9.0,4.0,23.0,19.0,,109.0,8.0,230.0,,,11.0,12.0,71.0,2.0,391.0,,0.0,7.0,17.0,1.0,21.0,0.0,581.0,16.0,18.0,4.0,5.0,10.0,0.0
987824,24,2019-01-29 19:45:00,36,Brighton,Away,131.0,26.0,,7.0,7.0,6.0,1.0,163.0,6.0,,2.0,4.0,7.0,34.0,287.0,1.0,,14.0,30.0,35.0,4.0,1.0,1.0,,,,,,10.0,,,1.0,,,4.0,2.0,16.0,8.0,11.0,4.0,46.0,60.0,1.0,2.0,1.0,6.0,17.0,5.0,11.0,1.0,,1.0,10.0,9.0,,3.0,1.0,51.0,69.0,6.0,31.0,19.0,,,56.0,5.0,10.0,2.0,,1.0,2.0,,143.0,2.0,,1.0,2.0,,,10.0,2.0,1.0,,19.0,1.0,14.0,14.0,,2.0,88.0,72.0,37.0,10.0,,,7.0,6.0,354.0,7.0,,60.0,58.0,36.0,,,,,150.0,150.0,7.0,24.0,23.0,38.1,1.0,3.0,,,17.0,0.0,105.0,2.0,2.0,3.0,,,1.0,4.0,,2.0,75.0,268.0,8.0,7.0,153.0,41.0,31.0,13.0,1.0,22.0,21.0,1.0,117.0,11.0,251.0,1.0,,16.0,8.0,68.0,1.0,382.0,2.0,0.0,15.0,14.0,,25.0,3.0,603.0,27.0,22.0,10.0,1.0,4.0,0.0
987832,25,2019-02-02 15:00:00,36,Brighton,Home,154.0,22.0,4.0,11.0,7.0,3.0,3.0,207.0,3.0,1.0,3.0,7.0,5.0,34.0,350.0,1.0,,17.0,24.0,26.0,14.0,6.0,,,,,,,13.0,,,,,,4.0,5.0,4.0,1.0,13.0,8.0,62.0,76.0,3.0,3.0,,1.0,13.0,4.0,4.0,,,7.0,10.0,9.0,,13.0,1.0,68.0,75.0,1.0,19.0,14.0,,,61.0,15.0,9.0,,,1.0,3.0,,181.0,,,,,,,4.0,,,,14.0,,20.0,20.0,,3.0,100.0,84.0,51.0,,,12.0,8.0,4.0,438.0,,4.0,73.0,87.0,43.0,,,,,178.0,178.0,2.0,24.0,43.0,55.1,,,,,13.0,0.0,113.0,,,,,,,13.0,,1.0,86.0,338.0,5.0,20.0,181.0,42.0,19.0,33.0,5.0,27.0,22.0,,134.0,9.0,302.0,,1.0,28.0,5.0,71.0,4.0,456.0,3.0,0.0,21.0,21.0,1.0,24.0,1.0,699.0,28.0,14.0,19.0,7.0,8.0,0.0
987842,26,2019-02-09 17:30:00,36,Brighton,Home,193.0,25.0,2.0,10.0,8.0,6.0,1.0,227.0,3.0,,3.0,5.0,5.0,38.0,410.0,1.0,,32.0,30.0,43.0,9.0,2.0,,,,,,,8.0,,,,,,4.0,3.0,6.0,3.0,13.0,3.0,69.0,50.0,1.0,,1.0,2.0,15.0,6.0,2.0,,1.0,9.0,16.0,16.0,1.0,8.0,,51.0,67.0,2.0,7.0,3.0,,,66.0,8.0,7.0,,,2.0,3.0,,174.0,1.0,1.0,1.0,,1.0,,7.0,,,,3.0,,11.0,11.0,2.0,3.0,136.0,89.0,52.0,3.0,,3.0,9.0,6.0,496.0,2.0,,81.0,82.0,55.0,1.0,1.0,1.0,,178.0,178.0,1.0,19.0,20.0,68.2,,,,,15.0,0.0,140.0,1.0,1.0,2.0,,1.0,,4.0,1.0,3.0,118.0,396.0,6.0,12.0,218.0,52.0,7.0,9.0,6.0,41.0,35.0,,166.0,14.0,342.0,,,17.0,6.0,77.0,1.0,519.0,1.0,0.0,16.0,11.0,,38.0,1.0,729.0,36.0,20.0,6.0,9.0,5.0,0.0
987856,27,2019-04-03 19:45:00,36,Brighton,Away,171.0,21.0,1.0,3.0,2.0,1.0,,111.0,9.0,,1.0,5.0,4.0,42.0,279.0,1.0,1.0,10.0,17.0,15.0,3.0,,,,,,,,2.0,,,,,,,6.0,14.0,3.0,1.0,2.0,64.0,55.0,1.0,1.0,,2.0,13.0,,10.0,,,1.0,6.0,2.0,,13.0,,55.0,45.0,2.0,24.0,13.0,,1.0,31.0,9.0,5.0,,,,,,129.0,,,,,,,13.0,,,,13.0,,15.0,15.0,2.0,1.0,79.0,61.0,38.0,7.0,,2.0,1.0,1.0,323.0,5.0,2.0,37.0,46.0,14.0,,,,,122.0,122.0,,32.0,14.0,31.7,,,,,13.0,0.0,78.0,1.0,,1.0,,,,2.0,,3.0,36.0,262.0,8.0,3.0,201.0,32.0,24.0,14.0,1.0,9.0,8.0,,52.0,10.0,158.0,,,20.0,5.0,68.0,2.0,350.0,1.0,0.0,3.0,17.0,1.0,15.0,0.0,530.0,9.0,17.0,8.0,1.0,14.0,0.0
987866,28,2019-02-26 19:45:00,36,Brighton,Away,177.0,17.0,4.0,5.0,1.0,7.0,,189.0,9.0,,1.0,7.0,3.0,39.0,361.0,,,20.0,27.0,19.0,5.0,3.0,,,,1.0,,,8.0,,,,,,1.0,3.0,13.0,6.0,8.0,7.0,65.0,59.0,1.0,1.0,,2.0,14.0,3.0,11.0,,,8.0,12.0,10.0,,7.0,1.0,55.0,36.0,2.0,12.0,4.0,,,66.0,4.0,5.0,,,1.0,1.0,1.0,159.0,,,,,,,12.0,1.0,,1.0,4.0,,7.0,7.0,,1.0,114.0,79.0,51.0,4.0,1.0,7.0,1.0,3.0,423.0,6.0,2.0,85.0,71.0,37.0,,,,,148.0,148.0,4.0,15.0,37.0,50.9,,,,,14.0,0.0,106.0,1.0,,1.0,,2.0,,9.0,,3.0,91.0,345.0,5.0,8.0,198.0,38.0,12.0,14.0,8.0,31.0,23.0,,133.0,15.0,277.0,,,19.0,4.0,73.0,4.0,444.0,,0.0,15.0,6.0,,27.0,1.0,627.0,21.0,12.0,7.0,8.0,2.0,0.0
987873,29,2019-03-02 15:00:00,36,Brighton,Home,167.0,21.0,5.0,7.0,2.0,3.0,,208.0,4.0,,6.0,5.0,5.0,29.0,368.0,,,31.0,20.0,24.0,8.0,4.0,,,,,,,9.0,,,1.0,,,1.0,7.0,3.0,3.0,8.0,6.0,62.0,58.0,2.0,1.0,1.0,,20.0,4.0,2.0,,1.0,6.0,8.0,4.0,,7.0,2.0,51.0,62.0,,20.0,11.0,,,75.0,11.0,6.0,,1.0,3.0,1.0,,158.0,1.0,,1.0,,1.0,,6.0,,,1.0,11.0,1.0,10.0,10.0,1.0,6.0,123.0,63.0,42.0,3.0,,5.0,8.0,4.0,442.0,2.0,3.0,77.0,55.0,28.0,,,,,162.0,162.0,7.0,17.0,27.0,52.7,1.0,,,,20.0,0.0,112.0,2.0,2.0,4.0,,,,6.0,,3.0,94.0,359.0,7.0,13.0,183.0,37.0,20.0,25.0,6.0,19.0,13.0,,146.0,9.0,291.0,,,13.0,6.0,52.0,3.0,455.0,,0.0,14.0,22.0,,36.0,2.0,697.0,33.0,30.0,11.0,6.0,14.0,0.0
987885,30,2019-03-09 12:30:00,36,Brighton,Away,143.0,11.0,,2.0,2.0,,,117.0,6.0,,1.0,6.0,4.0,27.0,258.0,,,15.0,11.0,14.0,2.0,,1.0,,,,,,4.0,,,,,,,12.0,9.0,6.0,1.0,3.0,59.0,75.0,,,,7.0,20.0,,10.0,,1.0,,3.0,,,15.0,2.0,67.0,50.0,7.0,30.0,18.0,,1.0,42.0,18.0,8.0,1.0,,1.0,1.0,,153.0,2.0,,,2.0,,1.0,11.0,2.0,,,18.0,,17.0,17.0,4.0,1.0,75.0,76.0,35.0,8.0,1.0,1.0,3.0,3.0,333.0,6.0,3.0,60.0,50.0,10.0,1.0,1.0,1.0,,161.0,161.0,4.0,46.0,20.0,37.3,,,,,20.0,0.0,71.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,54.0,245.0,8.0,4.0,170.0,28.0,30.0,16.0,,4.0,4.0,2.0,84.0,5.0,192.0,,,30.0,6.0,71.0,1.0,358.0,,0.0,4.0,26.0,,22.0,5.0,574.0,10.0,20.0,3.0,,21.0,0.0
987893,31,2019-04-16 19:45:00,36,Brighton,Home,203.0,16.0,2.0,4.0,2.0,2.0,,204.0,3.0,,6.0,3.0,3.0,29.0,403.0,1.0,,23.0,34.0,41.0,9.0,2.0,,1.0,,1.0,,,9.0,,,,,1.0,1.0,5.0,6.0,4.0,7.0,7.0,70.0,72.0,,,,1.0,13.0,4.0,11.0,,1.0,5.0,5.0,10.0,,16.0,,85.0,80.0,1.0,16.0,12.0,,,75.0,11.0,12.0,,,3.0,2.0,1.0,197.0,,,,,,,5.0,,,,12.0,1.0,8.0,8.0,,6.0,116.0,101.0,65.0,4.0,,5.0,6.0,2.0,500.0,4.0,,47.0,91.0,47.0,,,,,189.0,189.0,4.0,28.0,34.0,63.9,1.0,,,,13.0,0.0,137.0,1.0,,1.0,,,,8.0,,2.0,83.0,390.0,7.0,11.0,232.0,42.0,16.0,23.0,4.0,21.0,17.0,,139.0,4.0,309.0,,,11.0,4.0,59.0,2.0,520.0,1.0,0.0,14.0,18.0,2.0,26.0,0.0,744.0,23.0,21.0,10.0,5.0,9.0,0.0
987903,32,2019-03-30 15:00:00,36,Brighton,Home,194.0,28.0,2.0,6.0,4.0,5.0,1.0,200.0,7.0,,2.0,10.0,5.0,48.0,388.0,1.0,,29.0,21.0,36.0,9.0,2.0,,,,,,,9.0,,,1.0,,,1.0,5.0,7.0,1.0,6.0,8.0,74.0,60.0,,,,3.0,25.0,4.0,7.0,,,6.0,12.0,3.0,,3.0,,45.0,79.0,3.0,18.0,11.0,,,61.0,8.0,10.0,,,,1.0,,201.0,,,,,,,11.0,,,,11.0,1.0,14.0,14.0,2.0,2.0,114.0,82.0,52.0,5.0,,7.0,4.0,1.0,501.0,2.0,3.0,106.0,54.0,34.0,,,,,195.0,195.0,1.0,27.0,27.0,60.2,1.0,,,,25.0,0.0,136.0,1.0,,1.0,,1.0,,9.0,1.0,2.0,100.0,372.0,8.0,11.0,248.0,52.0,18.0,19.0,5.0,21.0,16.0,,150.0,18.0,298.0,,,30.0,7.0,87.0,6.0,525.0,1.0,0.0,14.0,20.0,,35.0,1.0,741.0,26.0,19.0,13.0,6.0,12.0,0.0
987919,33,2019-04-23 19:45:00,36,Brighton,Away,51.0,11.0,1.0,2.0,1.0,3.0,,52.0,8.0,,,,,23.0,101.0,,,15.0,23.0,25.0,4.0,2.0,1.0,,,,1.0,,3.0,,,,,,1.0,6.0,8.0,21.0,3.0,3.0,35.0,54.0,,,,2.0,15.0,1.0,8.0,,,3.0,2.0,2.0,,11.0,2.0,58.0,55.0,2.0,37.0,19.0,,,40.0,13.0,7.0,,,2.0,2.0,,113.0,,,,,,,19.0,,1.0,1.0,19.0,,13.0,13.0,3.0,,20.0,62.0,23.0,6.0,,4.0,2.0,1.0,156.0,11.0,2.0,39.0,22.0,11.0,,,,,135.0,135.0,1.0,34.0,9.0,21.5,,,,,15.0,0.0,26.0,1.0,3.0,4.0,,2.0,1.0,4.0,1.0,3.0,20.0,87.0,9.0,6.0,76.0,23.0,37.0,9.0,3.0,9.0,6.0,1.0,54.0,15.0,127.0,1.0,,19.0,,68.0,1.0,194.0,,0.0,6.0,18.0,,20.0,2.0,383.0,8.0,12.0,5.0,3.0,8.0,0.0
987922,34,2019-04-13 15:00:00,36,Brighton,Home,153.0,19.0,1.0,4.0,3.0,3.0,1.0,220.0,1.0,,4.0,3.0,5.0,35.0,369.0,,,16.0,21.0,17.0,5.0,,,,,,,,7.0,,,,,,,5.0,10.0,4.0,1.0,7.0,70.0,65.0,,,,,24.0,4.0,8.0,,,4.0,8.0,6.0,,12.0,1.0,60.0,45.0,,7.0,3.0,,1.0,69.0,10.0,6.0,,,2.0,1.0,,162.0,,,,,,,5.0,,,,3.0,,9.0,9.0,2.0,4.0,108.0,69.0,33.0,1.0,,3.0,2.0,1.0,449.0,3.0,2.0,90.0,65.0,30.0,,,,,165.0,165.0,4.0,20.0,32.0,50.1,,,,,24.0,0.0,130.0,1.0,1.0,2.0,,,,3.0,,2.0,96.0,357.0,9.0,5.0,174.0,39.0,7.0,15.0,4.0,19.0,15.0,,145.0,5.0,315.0,,,16.0,6.0,71.0,1.0,470.0,2.0,1.0,8.0,19.0,,22.0,2.0,645.0,13.0,18.0,5.0,4.0,13.0,0.0
987941,35,2019-04-20 15:00:00,36,Brighton,Away,120.0,8.0,1.0,2.0,1.0,3.0,,98.0,5.0,,1.0,2.0,3.0,29.0,216.0,,,9.0,22.0,26.0,3.0,1.0,,,,,1.0,,4.0,,,,,,,3.0,18.0,5.0,2.0,3.0,42.0,55.0,,,,3.0,15.0,1.0,9.0,,,1.0,3.0,4.0,,5.0,3.0,49.0,55.0,3.0,37.0,24.0,,1.0,40.0,8.0,,,,,,,125.0,,,,,,,15.0,,,,24.0,,9.0,9.0,3.0,1.0,65.0,65.0,30.0,14.0,,3.0,1.0,,272.0,4.0,,57.0,42.0,11.0,,,,,121.0,121.0,2.0,31.0,11.0,31.8,,,,,15.0,0.0,65.0,4.0,1.0,5.0,,,,4.0,,2.0,37.0,205.0,6.0,4.0,143.0,17.0,37.0,12.0,1.0,8.0,7.0,,63.0,10.0,162.0,,,25.0,3.0,76.0,1.0,297.0,,0.0,5.0,24.0,1.0,18.0,1.0,468.0,2.0,12.0,5.0,1.0,17.0,0.0
987942,36,2019-04-27 17:30:00,36,Brighton,Home,171.0,15.0,2.0,9.0,7.0,1.0,1.0,213.0,2.0,1.0,6.0,8.0,6.0,25.0,375.0,,,20.0,15.0,30.0,3.0,3.0,,,,,,,5.0,,,,,,1.0,3.0,4.0,5.0,7.0,2.0,68.0,60.0,2.0,1.0,1.0,,18.0,2.0,9.0,,,7.0,16.0,8.0,,11.0,,54.0,58.0,,23.0,14.0,,,60.0,7.0,9.0,,,3.0,2.0,,151.0,1.0,,1.0,1.0,,,5.0,1.0,,,14.0,,6.0,6.0,,6.0,134.0,74.0,45.0,4.0,1.0,5.0,2.0,2.0,444.0,5.0,2.0,103.0,73.0,34.0,,,,,150.0,150.0,1.0,28.0,22.0,49.8,,,1.0,,18.0,0.0,108.0,,,,,1.0,,5.0,,3.0,104.0,363.0,3.0,7.0,194.0,38.0,23.0,20.0,6.0,32.0,26.0,,144.0,4.0,299.0,,1.0,24.0,7.0,59.0,3.0,461.0,,0.0,9.0,11.0,,24.0,2.0,653.0,18.0,9.0,8.0,7.0,5.0,0.0
987953,37,2019-05-05 16:30:00,36,Brighton,Away,94.0,12.0,,2.0,2.0,2.0,,79.0,3.0,,4.0,7.0,1.0,22.0,171.0,,,12.0,26.0,19.0,8.0,,,,,1.0,,,9.0,1.0,,,,,,7.0,13.0,7.0,8.0,3.0,37.0,48.0,1.0,2.0,1.0,6.0,12.0,2.0,15.0,1.0,1.0,3.0,9.0,3.0,,7.0,4.0,65.0,55.0,6.0,36.0,20.0,,,28.0,14.0,7.0,1.0,,2.0,1.0,1.0,103.0,,,,,,,9.0,,1.0,1.0,20.0,,10.0,10.0,2.0,4.0,53.0,57.0,28.0,16.0,,3.0,5.0,5.0,215.0,8.0,1.0,42.0,31.0,19.0,1.0,1.0,1.0,1.0,115.0,115.0,4.0,28.0,11.0,29.5,,,1.0,1.0,12.0,0.0,42.0,5.0,2.0,6.0,,,,4.0,,3.0,37.0,161.0,7.0,8.0,110.0,23.0,36.0,11.0,3.0,16.0,13.0,,59.0,10.0,141.0,1.0,,18.0,1.0,49.0,4.0,235.0,,0.0,11.0,22.0,,18.0,2.0,450.0,28.0,15.0,7.0,3.0,14.0,0.0
987962,38,2019-05-12 15:00:00,36,Brighton,Home,101.0,10.0,1.0,3.0,2.0,2.0,1.0,78.0,4.0,,5.0,2.0,7.0,21.0,176.0,,,8.0,10.0,14.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,2.0,5.0,9.0,11.0,3.0,3.0,49.0,53.0,1.0,,1.0,1.0,5.0,1.0,10.0,,,2.0,,2.0,,8.0,1.0,47.0,42.0,1.0,41.0,24.0,,1.0,48.0,12.0,8.0,1.0,,2.0,1.0,1.0,98.0,1.0,1.0,1.0,,1.0,,7.0,,,,24.0,,5.0,5.0,,5.0,46.0,50.0,24.0,6.0,,3.0,1.0,2.0,219.0,8.0,1.0,22.0,61.0,10.0,,,,,103.0,103.0,,29.0,12.0,23.7,,3.0,,,5.0,0.0,52.0,3.0,2.0,5.0,,,1.0,3.0,,3.0,26.0,160.0,3.0,4.0,123.0,31.0,41.0,11.0,2.0,5.0,3.0,1.0,55.0,3.0,127.0,1.0,,16.0,7.0,57.0,1.0,245.0,,0.0,6.0,16.0,1.0,16.0,0.0,401.0,4.0,7.0,4.0,3.0,8.0,0.0
