matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284234,24,2010-01-30 15:00:00,39,Wolves,Away,67.0,14.0,2.0,7.0,5.0,4.0,1.0,144.0,2.0,1.0,1.0,14.0,13.0,28.0,204.0,1.0,1.0,23.0,18.0,19.0,7.0,2.0,,,,,,,,,9.0,,,,,3.0,8.0,2.0,,,49.0,3.0,2.0,2.0,,7.0,14.0,9.0,,13.0,1.0,46.0,61.0,2.0,38.0,23.0,,,81.0,11.0,15.0,,,3.0,3.0,,,,,,,,8.0,1.0,3.0,1.0,34.0,,8.0,8.0,,1.0,98.0,38.0,4.0,1.0,5.0,4.0,3.0,,,,56.0,36.0,27.0,1.0,1.0,1.0,,,186.0,163.0,3.0,17.0,19.0,49.9,,1.0,0.0,2.0,1.0,,,2.0,,8.0,,3.0,84.0,,9.0,89.0,30.0,60.0,3.0,7.0,33.0,26.0,,140.0,9.0,260.0,3.0,1.0,45.0,13.0,73.0,1.0,316.0,1.0,0.0,13.0,27.0,2.0,25.0,0.0,555.0,,,7.0,23.0,0.0
284240,25,2010-02-07 13:30:00,39,Wolves,Away,57.0,10.0,2.0,4.0,2.0,7.0,,126.0,4.0,,,21.0,12.0,22.0,179.0,,,15.0,17.0,22.0,6.0,4.0,,1.0,,,,,,,,,,,,2.0,11.0,6.0,,,46.0,3.0,5.0,6.0,1.0,4.0,9.0,4.0,,7.0,1.0,50.0,57.0,2.0,31.0,16.0,,,75.0,18.0,12.0,1.0,,,,,,,,,,,13.0,,2.0,,34.0,1.0,21.0,21.0,2.0,,90.0,37.0,11.0,,6.0,4.0,4.0,,5.0,,51.0,45.0,25.0,,,,,,195.0,167.0,4.0,14.0,20.0,44.9,,2.0,0.0,4.0,,,,,1.0,6.0,,3.0,67.0,,10.0,86.0,26.0,58.0,4.0,4.0,22.0,18.0,,128.0,20.0,239.0,2.0,,47.0,13.0,49.0,2.0,303.0,,0.0,15.0,21.0,2.0,20.0,4.0,561.0,,2.0,4.0,18.0,0.0
284255,26,2010-02-10 19:45:00,39,Wolves,Home,77.0,15.0,,2.0,2.0,3.0,,125.0,9.0,,1.0,5.0,15.0,23.0,200.0,,1.0,18.0,19.0,8.0,3.0,1.0,,,,,,,,,,,,,,,4.0,9.0,,,64.0,6.0,3.0,11.0,,5.0,11.0,4.0,,13.0,1.0,66.0,41.0,6.0,19.0,8.0,,,90.0,17.0,10.0,,1.0,,,,,1.0,,1.0,1.0,,17.0,,5.0,1.0,20.0,,14.0,14.0,,1.0,97.0,41.0,6.0,1.0,3.0,2.0,2.0,,2.0,,40.0,60.0,22.0,,,,,,182.0,158.0,4.0,19.0,26.0,41.8,,,0.0,2.0,1.0,,,2.0,,5.0,,3.0,55.0,,5.0,89.0,31.0,43.0,13.0,4.0,19.0,15.0,,122.0,14.0,238.0,5.0,,34.0,17.0,63.0,,308.0,1.0,0.0,10.0,17.0,3.0,22.0,2.0,573.0,,6.0,5.0,12.0,0.0
284269,27,2010-02-20 15:00:00,39,Wolves,Home,122.0,14.0,,2.0,2.0,2.0,,118.0,5.0,1.0,4.0,12.0,13.0,18.0,238.0,,,25.0,8.0,13.0,6.0,2.0,,,1.0,,,1.0,,,,,,,,1.0,6.0,2.0,,,60.0,3.0,2.0,3.0,,1.0,9.0,4.0,,11.0,,43.0,46.0,3.0,28.0,11.0,1.0,,79.0,12.0,14.0,,,,,1.0,,,,,,,8.0,,,,16.0,,23.0,22.0,5.0,4.0,98.0,34.0,5.0,,3.0,5.0,5.0,,1.0,,66.0,48.0,25.0,,,,,,172.0,156.0,5.0,23.0,24.0,42.4,,,0.0,,,,,,,5.0,,3.0,53.0,,8.0,139.0,29.0,44.0,14.0,1.0,17.0,16.0,,115.0,13.0,228.0,,1.0,49.0,13.0,64.0,1.0,350.0,,0.0,12.0,14.0,,30.0,0.0,609.0,,5.0,1.0,13.0,0.0
284271,28,2010-02-27 15:00:00,39,Wolves,Away,94.0,12.0,1.0,2.0,2.0,9.0,,166.0,3.0,,3.0,21.0,23.0,21.0,258.0,,1.0,31.0,18.0,18.0,5.0,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,9.0,8.0,,,55.0,6.0,2.0,3.0,1.0,11.0,20.0,7.0,,18.0,4.0,52.0,49.0,6.0,31.0,14.0,,3.0,81.0,6.0,10.0,,1.0,,,1.0,,,,,,,10.0,,8.0,,24.0,2.0,16.0,14.0,2.0,3.0,102.0,39.0,7.0,,1.0,4.0,2.0,,2.0,,47.0,68.0,28.0,,,,,,234.0,210.0,2.0,19.0,18.0,55.4,2.0,,0.0,4.0,3.0,,,1.0,,4.0,,2.0,100.0,,5.0,115.0,25.0,55.0,10.0,11.0,37.0,27.0,,171.0,19.0,315.0,8.0,,64.0,24.0,64.0,1.0,393.0,,0.0,8.0,18.0,2.0,37.0,2.0,704.0,,3.0,11.0,12.0,0.0
284289,29,2010-03-06 17:30:00,39,Wolves,Home,126.0,9.0,,4.0,4.0,4.0,,191.0,4.0,,,12.0,22.0,21.0,313.0,2.0,,17.0,25.0,6.0,12.0,,,2.0,,,,1.0,,,,,,,,,10.0,6.0,,,67.0,7.0,5.0,5.0,,2.0,11.0,5.0,,13.0,2.0,64.0,38.0,7.0,24.0,6.0,1.0,,92.0,10.0,8.0,,,,,1.0,,,,,,,15.0,,,1.0,9.0,,18.0,17.0,1.0,,100.0,36.0,4.0,,7.0,5.0,2.0,,1.0,,73.0,62.0,23.0,,,,,,192.0,180.0,2.0,21.0,37.0,45.6,,,0.0,2.0,1.0,,,,2.0,7.0,,3.0,100.0,,12.0,143.0,30.0,36.0,16.0,2.0,20.0,18.0,,171.0,7.0,315.0,,,53.0,23.0,59.0,,438.0,3.0,0.0,14.0,20.0,,20.0,2.0,717.0,,4.0,2.0,14.0,0.0
284292,30,2010-03-13 15:00:00,39,Wolves,Away,70.0,11.0,1.0,3.0,2.0,3.0,1.0,110.0,1.0,,,10.0,9.0,15.0,177.0,,2.0,17.0,18.0,15.0,3.0,,,,,,,,,,5.0,,,,,1.0,11.0,9.0,,,53.0,4.0,1.0,1.0,,6.0,7.0,5.0,,9.0,2.0,54.0,44.0,4.0,35.0,12.0,,,75.0,22.0,10.0,,,2.0,2.0,,,,,,,,14.0,1.0,3.0,1.0,22.0,,9.0,9.0,,,85.0,27.0,11.0,1.0,1.0,2.0,3.0,,1.0,,59.0,39.0,17.0,,,,,,183.0,169.0,3.0,15.0,21.0,46.1,,,0.0,3.0,4.0,,,2.0,,3.0,,3.0,66.0,,3.0,100.0,32.0,49.0,8.0,5.0,18.0,14.0,,121.0,8.0,212.0,4.0,,34.0,10.0,46.0,6.0,294.0,,0.0,7.0,16.0,4.0,21.0,4.0,502.0,,3.0,6.0,12.0,0.0
284301,31,2010-03-20 12:45:00,39,Wolves,Away,99.0,10.0,3.0,4.0,1.0,4.0,1.0,141.0,3.0,,3.0,7.0,17.0,13.0,236.0,,,18.0,24.0,13.0,6.0,1.0,,,,,,,,,5.0,,,,,2.0,14.0,5.0,,,56.0,5.0,1.0,4.0,,5.0,9.0,2.0,1.0,11.0,,59.0,44.0,5.0,31.0,11.0,,1.0,86.0,14.0,11.0,,1.0,1.0,2.0,,,1.0,,1.0,1.0,,14.0,,5.0,1.0,25.0,1.0,5.0,5.0,,3.0,98.0,33.0,7.0,,4.0,4.0,3.0,,4.0,,49.0,62.0,18.0,,,,,,176.0,155.0,3.0,15.0,23.0,46.7,,1.0,0.0,1.0,,,,3.0,,4.0,,3.0,70.0,,8.0,114.0,18.0,52.0,11.0,5.0,18.0,13.0,,134.0,14.0,244.0,6.0,,38.0,18.0,52.0,,340.0,,0.0,8.0,16.0,,25.0,2.0,547.0,,4.0,5.0,15.0,0.0
284319,32,2010-03-27 15:00:00,39,Wolves,Home,93.0,10.0,1.0,10.0,9.0,8.0,,204.0,4.0,,,14.0,20.0,21.0,287.0,,,23.0,19.0,17.0,7.0,,,,,,,,,,,,,,,,14.0,10.0,,,46.0,3.0,2.0,6.0,1.0,3.0,13.0,7.0,,10.0,1.0,53.0,54.0,3.0,29.0,15.0,,,82.0,14.0,12.0,,,,,,,,,,,,11.0,,1.0,1.0,30.0,,16.0,16.0,3.0,,92.0,36.0,7.0,,5.0,2.0,,,7.0,,64.0,81.0,24.0,,,,,,175.0,153.0,4.0,12.0,20.0,53.6,,,0.0,5.0,5.0,,,,,8.0,,3.0,100.0,,7.0,106.0,25.0,51.0,11.0,2.0,26.0,24.0,,164.0,20.0,318.0,1.0,,51.0,23.0,58.0,1.0,398.0,,0.0,10.0,19.0,,26.0,1.0,665.0,,6.0,3.0,15.0,0.0
284320,33,2010-04-03 15:00:00,39,Wolves,Away,90.0,4.0,2.0,3.0,1.0,2.0,,122.0,9.0,,2.0,7.0,13.0,17.0,209.0,,1.0,14.0,9.0,7.0,3.0,2.0,,,,,1.0,1.0,,1.0,,,,,,,17.0,9.0,,,53.0,8.0,,9.0,,3.0,11.0,,,9.0,4.0,47.0,54.0,8.0,22.0,8.0,,,66.0,14.0,11.0,,,,,1.0,,,,,,,16.0,,6.0,1.0,20.0,,15.0,13.0,3.0,2.0,80.0,24.0,10.0,,2.0,3.0,3.0,,7.0,,38.0,64.0,9.0,,,,,,145.0,124.0,1.0,28.0,11.0,35.4,,2.0,0.0,7.0,1.0,,,1.0,,2.0,,3.0,81.0,,5.0,103.0,15.0,43.0,10.0,3.0,15.0,12.0,,130.0,6.0,205.0,6.0,,41.0,13.0,50.0,3.0,293.0,,1.0,5.0,33.0,2.0,16.0,2.0,545.0,,3.0,4.0,24.0,0.0
284339,34,2010-04-11 12:00:00,39,Wolves,Home,59.0,4.0,2.0,8.0,6.0,8.0,,163.0,5.0,,1.0,15.0,11.0,25.0,214.0,,,22.0,21.0,28.0,9.0,1.0,,,,,1.0,1.0,,,,,,,,,9.0,5.0,,,37.0,4.0,5.0,2.0,,7.0,15.0,7.0,,11.0,,49.0,50.0,4.0,58.0,39.0,,,91.0,7.0,5.0,,,,,1.0,,,,,,,14.0,,7.0,,55.0,,8.0,8.0,1.0,1.0,82.0,31.0,6.0,,2.0,8.0,4.0,,3.0,,59.0,55.0,36.0,,,,,,169.0,145.0,1.0,12.0,13.0,58.6,,3.0,0.0,1.0,,,,3.0,,2.0,,2.0,96.0,,10.0,74.0,12.0,82.0,11.0,6.0,30.0,24.0,,146.0,18.0,258.0,8.0,,40.0,12.0,48.0,,302.0,,0.0,11.0,14.0,,29.0,0.0,584.0,,3.0,7.0,11.0,0.0
284342,35,2010-04-17 15:00:00,39,Wolves,Away,89.0,5.0,2.0,3.0,1.0,3.0,,118.0,2.0,,1.0,12.0,15.0,21.0,204.0,,,26.0,22.0,19.0,3.0,2.0,,,,,,,,,,,,,,,9.0,5.0,,,43.0,1.0,3.0,3.0,,9.0,11.0,3.0,,11.0,,49.0,45.0,1.0,28.0,14.0,,,82.0,10.0,10.0,,1.0,,,,,,,,,,13.0,,2.0,,24.0,,15.0,15.0,,1.0,91.0,28.0,5.0,,2.0,3.0,1.0,,4.0,,69.0,29.0,26.0,,,,,,193.0,175.0,2.0,16.0,18.0,43.3,,1.0,0.0,,,,,1.0,,5.0,,3.0,69.0,,5.0,109.0,18.0,46.0,7.0,7.0,23.0,16.0,,139.0,14.0,236.0,2.0,,47.0,15.0,61.0,2.0,322.0,1.0,0.0,9.0,12.0,3.0,35.0,0.0,571.0,,4.0,9.0,8.0,0.0
284359,36,2010-04-24 15:00:00,39,Wolves,Home,86.0,10.0,1.0,7.0,6.0,8.0,,193.0,1.0,,2.0,12.0,15.0,29.0,272.0,,,21.0,14.0,18.0,8.0,1.0,,,,,1.0,1.0,,,,,,,,2.0,9.0,4.0,,,58.0,3.0,3.0,4.0,,4.0,21.0,8.0,,13.0,1.0,49.0,44.0,3.0,20.0,11.0,,,101.0,12.0,8.0,1.0,,,,1.0,,1.0,,1.0,1.0,,6.0,,5.0,1.0,29.0,,8.0,8.0,1.0,3.0,91.0,41.0,4.0,,7.0,3.0,2.0,,1.0,,96.0,40.0,32.0,,,,,,200.0,177.0,2.0,17.0,19.0,59.0,,,0.0,4.0,3.0,,,,,10.0,,3.0,124.0,,10.0,105.0,26.0,43.0,12.0,4.0,33.0,29.0,,190.0,15.0,305.0,6.0,,39.0,17.0,62.0,4.0,377.0,,0.0,15.0,14.0,,36.0,0.0,654.0,,4.0,4.0,11.0,0.0
284365,37,2010-05-01 15:00:00,39,Wolves,Away,71.0,11.0,1.0,9.0,8.0,2.0,,192.0,4.0,,2.0,14.0,19.0,33.0,254.0,,1.0,26.0,5.0,10.0,12.0,2.0,,,,,1.0,1.0,,,14.0,,,,1.0,3.0,6.0,7.0,14.0,6.0,51.0,4.0,3.0,4.0,,9.0,15.0,11.0,,8.0,3.0,33.0,34.0,3.0,12.0,6.0,,,88.0,13.0,10.0,1.0,,4.0,1.0,1.0,1.0,,,,,,8.0,,2.0,,11.0,1.0,9.0,9.0,3.0,2.0,73.0,32.0,7.0,,5.0,9.0,9.0,327.0,3.0,,45.0,66.0,52.0,,,,,,150.0,141.0,4.0,24.0,12.0,55.7,1.0,,0.0,2.0,1.0,3.0,,,,8.0,,3.0,114.0,239.0,14.0,88.0,19.0,20.0,4.0,9.0,36.0,27.0,,175.0,8.0,299.0,2.0,1.0,41.0,19.0,70.0,2.0,351.0,,0.0,20.0,13.0,2.0,30.0,1.0,545.0,26.0,1.0,9.0,11.0,0.0
284379,38,2010-05-09 16:00:00,39,Wolves,Home,119.0,11.0,3.0,10.0,7.0,7.0,,174.0,2.0,1.0,5.0,17.0,17.0,26.0,283.0,,1.0,19.0,22.0,11.0,12.0,3.0,,,1.0,,,1.0,,,,1.0,,,,1.0,6.0,5.0,,,67.0,3.0,4.0,5.0,,4.0,13.0,7.0,,12.0,1.0,60.0,53.0,3.0,11.0,4.0,,,88.0,13.0,19.0,1.0,,,,1.0,,1.0,,1.0,1.0,,9.0,,1.0,1.0,13.0,,11.0,11.0,1.0,5.0,98.0,44.0,1.0,1.0,6.0,10.0,7.0,,1.0,,56.0,54.0,37.0,,,,,1.0,168.0,155.0,4.0,22.0,26.0,55.3,,,0.0,2.0,1.0,,,1.0,,7.0,1.0,3.0,85.0,,16.0,140.0,30.0,24.0,13.0,4.0,27.0,23.0,,147.0,13.0,275.0,1.0,1.0,45.0,18.0,65.0,1.0,388.0,2.0,0.0,18.0,19.0,2.0,23.0,1.0,649.0,,4.0,4.0,17.0,0.0
