matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442216,22,2013-01-12 15:00:00,108,Reading,Home,170.0,28.0,1.0,9.0,8.0,2.0,,181.0,1.0,,3.0,5.0,5.0,46.0,342.0,,1.0,25.0,21.0,18.0,4.0,,,,,,,,,,,,5.0,1.0,,,2.0,7.0,5.0,,,73.0,49.0,3.0,1.0,3.0,4.0,1.0,3.0,,,8.0,17.0,14.0,,13.0,1.0,53.0,42.0,4.0,21.0,13.0,,,88.0,8.0,13.0,2.0,,3.0,5.0,,162.0,2.0,,2.0,1.0,1.0,,8.0,1.0,,1.0,26.0,,11.0,9.0,,3.0,110.0,89.0,43.0,4.0,1.0,,6.0,7.0,,2.0,,75.0,73.0,38.0,,,,1.0,205.0,184.0,1.0,18.0,22.0,57.5,,1.0,0.0,102.0,1.0,,,,,,,,2.0,88.0,,6.0,187.0,50.0,42.0,11.0,8.0,44.0,36.0,,150.0,4.0,304.0,,,23.0,6.0,68.0,2.0,447.0,,0.0,8.0,9.0,1.0,29.0,1.0,658.0,,9.0,2.0,8.0,7.0,0.0
442222,23,2013-01-19 15:00:00,108,Reading,Away,120.0,14.0,,3.0,3.0,3.0,,138.0,2.0,,3.0,6.0,11.0,22.0,255.0,,2.0,22.0,33.0,18.0,3.0,,,1.0,,1.0,,,1.0,,,,5.0,,,,,9.0,7.0,,,52.0,55.0,1.0,1.0,,4.0,,13.0,,1.0,2.0,5.0,1.0,,7.0,4.0,70.0,59.0,3.0,31.0,18.0,,,85.0,10.0,10.0,2.0,,5.0,3.0,1.0,165.0,2.0,,1.0,2.0,,,8.0,2.0,2.0,,25.0,,8.0,7.0,,3.0,70.0,86.0,33.0,6.0,,3.0,2.0,2.0,,3.0,4.0,63.0,42.0,15.0,,,,,177.0,164.0,,19.0,20.0,44.4,,2.0,0.0,82.0,4.0,2.0,,,1.0,5.0,,,2.0,64.0,,5.0,145.0,36.0,43.0,19.0,2.0,11.0,9.0,3.0,123.0,11.0,235.0,2.0,,28.0,11.0,56.0,1.0,369.0,,0.0,7.0,19.0,4.0,28.0,3.0,583.0,,11.0,12.0,2.0,12.0,0.0
442234,24,2013-01-30 20:00:00,108,Reading,Home,68.0,14.0,,3.0,3.0,1.0,2.0,114.0,5.0,,1.0,12.0,2.0,23.0,179.0,,1.0,10.0,16.0,18.0,1.0,1.0,,,,,,,,,,,3.0,,,,2.0,8.0,7.0,,,35.0,33.0,,,,1.0,,1.0,,,,7.0,4.0,,12.0,1.0,39.0,56.0,1.0,32.0,14.0,,,78.0,8.0,19.0,2.0,,4.0,6.0,,133.0,2.0,,2.0,1.0,1.0,,10.0,1.0,,,16.0,,15.0,11.0,2.0,1.0,49.0,82.0,38.0,6.0,,2.0,2.0,2.0,,3.0,1.0,53.0,50.0,18.0,,,,,164.0,146.0,1.0,15.0,14.0,32.4,,,0.0,54.0,1.0,1.0,,2.0,,3.0,,,3.0,62.0,,4.0,84.0,31.0,50.0,5.0,,17.0,17.0,,115.0,8.0,204.0,,,32.0,4.0,50.0,4.0,271.0,,0.0,5.0,16.0,1.0,16.0,1.0,450.0,,10.0,3.0,,15.0,0.0
442245,25,2013-02-02 15:00:00,108,Reading,Home,81.0,19.0,2.0,7.0,5.0,3.0,2.0,156.0,5.0,,,5.0,2.0,20.0,230.0,,,20.0,28.0,28.0,4.0,3.0,,,,1.0,,,2.0,1.0,,,6.0,,1.0,,2.0,9.0,3.0,,,45.0,25.0,1.0,,1.0,5.0,1.0,2.0,,,6.0,15.0,7.0,,20.0,3.0,66.0,59.0,5.0,26.0,12.0,,,96.0,13.0,15.0,,,7.0,6.0,2.0,161.0,2.0,1.0,2.0,1.0,1.0,,8.0,1.0,1.0,1.0,19.0,1.0,10.0,7.0,,,68.0,96.0,47.0,8.0,2.0,6.0,3.0,3.0,,2.0,5.0,82.0,52.0,25.0,1.0,1.0,1.0,,198.0,182.0,1.0,11.0,8.0,48.6,1.0,3.0,0.0,58.0,4.0,1.0,,,,7.0,,,2.0,84.0,,9.0,101.0,47.0,42.0,8.0,6.0,34.0,28.0,,145.0,9.0,265.0,1.0,,20.0,3.0,48.0,,332.0,,0.0,11.0,12.0,,35.0,1.0,551.0,,6.0,4.0,6.0,11.0,0.0
442255,26,2013-02-09 15:00:00,108,Reading,Away,73.0,9.0,1.0,4.0,3.0,4.0,,137.0,,,,9.0,5.0,23.0,206.0,,,26.0,65.0,42.0,2.0,,,,,,,,1.0,,,,4.0,,,,1.0,10.0,2.0,,,40.0,44.0,,,,6.0,3.0,5.0,,1.0,3.0,10.0,7.0,1.0,16.0,3.0,93.0,66.0,6.0,27.0,12.0,,,80.0,5.0,9.0,,,2.0,2.0,1.0,151.0,1.0,1.0,1.0,,1.0,,7.0,,2.0,1.0,27.0,,9.0,6.0,,,59.0,83.0,31.0,11.0,,1.0,2.0,2.0,,3.0,1.0,63.0,69.0,17.0,,,,,207.0,178.0,1.0,15.0,14.0,41.9,,3.0,0.0,61.0,3.0,1.0,,,,2.0,,,3.0,71.0,,3.0,93.0,31.0,56.0,7.0,3.0,22.0,19.0,1.0,133.0,7.0,240.0,2.0,,22.0,6.0,57.0,2.0,311.0,1.0,0.0,7.0,11.0,1.0,35.0,0.0,539.0,,17.0,4.0,3.0,10.0,0.0
442266,27,2013-02-23 15:00:00,108,Reading,Home,65.0,21.0,1.0,6.0,5.0,,1.0,115.0,3.0,,,5.0,1.0,20.0,174.0,,,9.0,27.0,13.0,4.0,1.0,,,,,,,,,,,5.0,,,,,12.0,5.0,,,47.0,44.0,1.0,1.0,,4.0,1.0,4.0,,,2.0,11.0,5.0,,10.0,4.0,51.0,51.0,4.0,11.0,6.0,1.0,1.0,69.0,9.0,11.0,,,3.0,5.0,,131.0,,,,,,,7.0,,,,8.0,,15.0,11.0,,,41.0,75.0,38.0,9.0,,4.0,1.0,,,3.0,3.0,38.0,61.0,15.0,,,,,158.0,149.0,3.0,12.0,22.0,29.9,,,0.0,51.0,1.0,3.0,,,,6.0,,,3.0,40.0,,5.0,87.0,51.0,20.0,5.0,2.0,23.0,21.0,,90.0,3.0,206.0,,,17.0,3.0,47.0,1.0,270.0,,1.0,7.0,23.0,,17.0,1.0,433.0,,9.0,4.0,2.0,16.0,0.0
442271,28,2013-03-02 15:00:00,108,Reading,Away,55.0,10.0,2.0,7.0,5.0,3.0,2.0,143.0,2.0,,,8.0,1.0,18.0,191.0,,,12.0,32.0,19.0,5.0,,,1.0,,,,1.0,1.0,,,,8.0,,,1.0,1.0,14.0,7.0,,,41.0,37.0,1.0,,1.0,4.0,2.0,4.0,4.0,,10.0,16.0,10.0,,14.0,1.0,60.0,51.0,4.0,19.0,7.0,,,70.0,8.0,8.0,,,4.0,3.0,1.0,125.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,11.0,1.0,20.0,14.0,4.0,,51.0,80.0,41.0,9.0,1.0,1.0,5.0,5.0,,6.0,4.0,67.0,53.0,24.0,,,,,171.0,157.0,3.0,9.0,17.0,40.0,1.0,1.0,0.0,53.0,6.0,3.0,,,1.0,7.0,,,2.0,81.0,,6.0,67.0,35.0,33.0,6.0,10.0,39.0,29.0,1.0,130.0,5.0,242.0,1.0,,21.0,1.0,42.0,4.0,270.0,,0.0,14.0,19.0,3.0,17.0,1.0,490.0,,9.0,4.0,10.0,15.0,0.0
442286,29,2013-03-09 15:00:00,108,Reading,Home,69.0,15.0,1.0,10.0,9.0,3.0,1.0,126.0,6.0,,1.0,5.0,2.0,20.0,185.0,,1.0,21.0,35.0,22.0,8.0,1.0,,,,,,,,,,,8.0,,,,,10.0,9.0,,,34.0,30.0,1.0,1.0,,,,4.0,,,6.0,19.0,8.0,,15.0,1.0,65.0,38.0,,15.0,7.0,1.0,1.0,69.0,8.0,7.0,,,1.0,2.0,,134.0,,,,,,,16.0,,,,11.0,1.0,21.0,17.0,,1.0,71.0,76.0,30.0,1.0,,6.0,3.0,3.0,,4.0,2.0,65.0,40.0,19.0,,,,,189.0,177.0,1.0,10.0,16.0,41.5,,1.0,0.0,46.0,1.0,1.0,,,,6.0,,,3.0,69.0,,9.0,93.0,41.0,27.0,3.0,6.0,35.0,29.0,,117.0,12.0,227.0,,,14.0,2.0,38.0,2.0,285.0,,0.0,9.0,9.0,1.0,29.0,2.0,491.0,,12.0,,6.0,8.0,0.0
442292,30,2013-03-16 17:30:00,108,Reading,Away,116.0,11.0,2.0,3.0,1.0,,,139.0,3.0,1.0,3.0,7.0,5.0,27.0,252.0,,,33.0,20.0,23.0,3.0,,,,,,,,,,,,4.0,,,,1.0,5.0,11.0,,,39.0,46.0,,,,1.0,4.0,5.0,,,4.0,15.0,5.0,,16.0,1.0,61.0,54.0,1.0,16.0,12.0,,,61.0,16.0,5.0,,,2.0,2.0,,138.0,,,,,,,10.0,,2.0,,24.0,,6.0,5.0,1.0,3.0,81.0,72.0,33.0,5.0,,2.0,1.0,,,3.0,,66.0,63.0,19.0,,,,,162.0,146.0,3.0,19.0,18.0,43.2,,,0.0,80.0,,3.0,,,,2.0,,,3.0,80.0,,3.0,127.0,21.0,32.0,8.0,4.0,26.0,22.0,,126.0,8.0,237.0,2.0,1.0,25.0,6.0,47.0,1.0,338.0,,0.0,6.0,22.0,,35.0,2.0,536.0,,7.0,4.0,4.0,16.0,0.0
442299,31,2013-03-30 15:00:00,108,Reading,Away,111.0,6.0,2.0,4.0,2.0,2.0,,97.0,6.0,,1.0,6.0,4.0,24.0,204.0,,,10.0,17.0,18.0,3.0,1.0,2.0,,,,,,,,,,3.0,,,,,19.0,7.0,4.0,1.0,47.0,45.0,1.0,,1.0,3.0,,5.0,,1.0,3.0,9.0,2.0,,8.0,,47.0,50.0,3.0,20.0,10.0,,1.0,40.0,14.0,9.0,,,2.0,2.0,,115.0,1.0,,1.0,1.0,,,12.0,1.0,1.0,,19.0,,26.0,18.0,4.0,1.0,67.0,68.0,32.0,11.0,1.0,3.0,2.0,2.0,263.0,11.0,2.0,29.0,55.0,22.0,1.0,1.0,1.0,,119.0,119.0,1.0,20.0,20.0,29.9,,1.0,0.0,59.0,2.0,,2.0,,,3.0,,,3.0,40.0,188.0,5.0,129.0,19.0,39.0,7.0,2.0,15.0,13.0,1.0,78.0,11.0,174.0,1.0,1.0,23.0,5.0,52.0,1.0,288.0,,0.0,5.0,19.0,,16.0,1.0,468.0,9.0,4.0,4.0,3.0,13.0,0.0
442315,32,2013-04-06 12:45:00,108,Reading,Home,61.0,12.0,3.0,10.0,7.0,5.0,2.0,128.0,3.0,1.0,1.0,16.0,15.0,25.0,179.0,,1.0,27.0,30.0,22.0,6.0,1.0,,,,,,,,,,,1.0,,,,5.0,9.0,4.0,,,49.0,53.0,1.0,1.0,,1.0,2.0,4.0,,2.0,8.0,17.0,5.0,,11.0,1.0,61.0,64.0,,13.0,6.0,1.0,1.0,86.0,6.0,10.0,,,1.0,3.0,,177.0,,,,,,,12.0,,,1.0,11.0,,21.0,15.0,1.0,1.0,45.0,100.0,39.0,4.0,,4.0,3.0,2.0,,1.0,1.0,47.0,86.0,15.0,,,,,227.0,219.0,7.0,21.0,14.0,39.4,,,0.0,41.0,2.0,,,2.0,,6.0,,,3.0,75.0,,7.0,93.0,34.0,20.0,15.0,8.0,33.0,25.0,,143.0,20.0,252.0,,2.0,54.0,18.0,62.0,1.0,312.0,,0.0,10.0,28.0,2.0,36.0,0.0,563.0,,21.0,4.0,8.0,21.0,0.0
442325,33,2013-04-13 15:00:00,108,Reading,Home,81.0,7.0,1.0,3.0,2.0,1.0,,123.0,8.0,,8.0,11.0,2.0,25.0,201.0,,,18.0,21.0,14.0,5.0,1.0,,1.0,,,,,,,,,6.0,,,,1.0,16.0,12.0,,,50.0,31.0,1.0,1.0,,,4.0,7.0,1.0,,4.0,8.0,11.0,,17.0,9.0,57.0,43.0,,10.0,6.0,,1.0,57.0,12.0,8.0,,,4.0,3.0,,144.0,,,,,,,15.0,,,2.0,8.0,,19.0,13.0,5.0,8.0,56.0,86.0,41.0,9.0,,2.0,4.0,2.0,,6.0,1.0,50.0,68.0,26.0,,,,,188.0,177.0,3.0,9.0,8.0,39.9,,1.0,0.0,57.0,8.0,3.0,,,1.0,3.0,,,3.0,57.0,,6.0,105.0,29.0,21.0,7.0,4.0,26.0,22.0,1.0,106.0,7.0,228.0,,,25.0,2.0,55.0,2.0,307.0,,0.0,9.0,16.0,,29.0,2.0,518.0,,8.0,5.0,4.0,12.0,0.0
442332,34,2013-04-20 15:00:00,108,Reading,Away,160.0,9.0,2.0,5.0,3.0,,,159.0,10.0,,3.0,12.0,6.0,39.0,314.0,,,16.0,18.0,12.0,10.0,,,1.0,,,,,,,,,15.0,,,,,14.0,6.0,,,73.0,31.0,1.0,1.0,,3.0,6.0,4.0,,,8.0,9.0,5.0,,10.0,4.0,46.0,38.0,3.0,16.0,5.0,,,71.0,11.0,9.0,,1.0,1.0,1.0,,152.0,1.0,,,1.0,,,15.0,1.0,3.0,,10.0,,8.0,6.0,,4.0,92.0,93.0,53.0,8.0,1.0,6.0,5.0,2.0,,1.0,1.0,63.0,53.0,16.0,,,,,168.0,159.0,1.0,11.0,15.0,54.5,,2.0,0.0,105.0,4.0,2.0,,1.0,1.0,8.0,,,,68.0,,11.0,193.0,39.0,25.0,6.0,8.0,23.0,15.0,2.0,116.0,3.0,252.0,3.0,,29.0,7.0,68.0,2.0,422.0,,0.0,16.0,14.0,1.0,18.0,3.0,587.0,,8.0,3.0,8.0,13.0,0.0
442345,35,2013-04-28 13:30:00,108,Reading,Home,84.0,10.0,4.0,10.0,6.0,5.0,1.0,157.0,8.0,,5.0,4.0,10.0,21.0,231.0,,1.0,20.0,28.0,18.0,10.0,3.0,,,,,,,1.0,,,,10.0,,,,2.0,6.0,9.0,,,37.0,53.0,4.0,5.0,,3.0,5.0,13.0,,1.0,9.0,17.0,10.0,,4.0,1.0,65.0,53.0,1.0,23.0,10.0,,,64.0,12.0,15.0,,1.0,4.0,2.0,1.0,149.0,,,,,,,15.0,,2.0,,15.0,,12.0,8.0,2.0,6.0,72.0,74.0,38.0,7.0,,5.0,8.0,5.0,,3.0,4.0,75.0,37.0,17.0,,,,,150.0,139.0,3.0,20.0,22.0,46.1,,,0.0,53.0,1.0,1.0,,,,6.0,2.0,,3.0,76.0,,13.0,103.0,25.0,32.0,14.0,8.0,37.0,29.0,2.0,119.0,15.0,245.0,2.0,1.0,17.0,11.0,44.0,1.0,311.0,,0.0,16.0,14.0,3.0,22.0,0.0,521.0,,4.0,6.0,9.0,8.0,0.0
442349,36,2013-05-04 15:00:00,108,Reading,Away,180.0,15.0,3.0,7.0,4.0,2.0,,184.0,3.0,2.0,15.0,3.0,10.0,33.0,357.0,1.0,1.0,17.0,17.0,8.0,14.0,1.0,,2.0,,,,1.0,1.0,,,1.0,17.0,1.0,,,,15.0,7.0,,,68.0,70.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,,3.0,10.0,4.0,,11.0,2.0,44.0,42.0,5.0,14.0,5.0,,,72.0,10.0,15.0,1.0,,6.0,,1.0,173.0,1.0,,1.0,1.0,,1.0,7.0,3.0,4.0,4.0,12.0,,13.0,6.0,3.0,15.0,96.0,84.0,45.0,3.0,3.0,5.0,11.0,10.0,,6.0,,68.0,66.0,14.0,,,,1.0,150.0,137.0,4.0,27.0,19.0,51.0,,,0.0,100.0,6.0,2.0,,,2.0,6.0,,,3.0,110.0,,16.0,195.0,37.0,27.0,13.0,3.0,17.0,14.0,2.0,156.0,4.0,259.0,4.0,2.0,23.0,10.0,60.0,3.0,437.0,1.0,0.0,21.0,13.0,1.0,28.0,1.0,646.0,,11.0,6.0,3.0,8.0,0.0
442366,37,2013-05-14 20:00:00,108,Reading,Home,143.0,16.0,3.0,9.0,6.0,2.0,2.0,166.0,7.0,,6.0,4.0,3.0,28.0,300.0,,,13.0,18.0,6.0,9.0,2.0,,,,,,,,,,,10.0,,,,1.0,20.0,10.0,,,57.0,37.0,1.0,1.0,,2.0,2.0,8.0,,1.0,4.0,6.0,13.0,,8.0,5.0,45.0,26.0,2.0,13.0,3.0,,,55.0,7.0,7.0,,,1.0,2.0,,116.0,,,,,,,9.0,,1.0,,6.0,,12.0,8.0,3.0,6.0,90.0,67.0,44.0,10.0,,3.0,8.0,7.0,,11.0,1.0,43.0,65.0,20.0,,,,,123.0,110.0,2.0,17.0,13.0,38.7,,3.0,0.0,98.0,4.0,5.0,,,,3.0,1.0,,2.0,73.0,,11.0,160.0,27.0,26.0,5.0,4.0,25.0,21.0,,104.0,5.0,226.0,1.0,,13.0,5.0,43.0,1.0,361.0,,0.0,12.0,12.0,1.0,17.0,0.0,540.0,,13.0,1.0,4.0,10.0,0.0
442377,38,2013-05-19 16:00:00,108,Reading,Away,132.0,10.0,,8.0,8.0,1.0,,162.0,5.0,,6.0,8.0,2.0,31.0,286.0,,,11.0,15.0,7.0,12.0,,,1.0,,,,,,,,,16.0,,,,,11.0,10.0,,,53.0,43.0,1.0,,1.0,,2.0,2.0,,,4.0,16.0,5.0,,14.0,2.0,43.0,36.0,,19.0,7.0,1.0,1.0,61.0,10.0,13.0,1.0,,3.0,1.0,,142.0,2.0,,2.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,9.0,,15.0,11.0,3.0,7.0,88.0,80.0,45.0,6.0,1.0,8.0,6.0,6.0,,2.0,2.0,48.0,60.0,12.0,,,,,157.0,150.0,2.0,16.0,20.0,51.6,,1.0,0.0,86.0,2.0,4.0,,2.0,1.0,9.0,,,2.0,73.0,,14.0,160.0,29.0,26.0,4.0,3.0,25.0,22.0,2.0,107.0,4.0,234.0,1.0,1.0,25.0,3.0,50.0,,369.0,,0.0,17.0,15.0,,22.0,1.0,551.0,,12.0,1.0,4.0,11.0,0.0
