matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
284221,23,2010-01-23 15:00:00,88,Hull,Away,98.0,14.0,2.0,6.0,4.0,6.0,,159.0,5.0,1.0,4.0,7.0,6.0,30.0,251.0,,1.0,15.0,17.0,17.0,5.0,,,,,,,1.0,,,,,,,,,,,17.0,8.0,,,84.0,2.0,3.0,14.0,,8.0,14.0,9.0,,10.0,2.0,56.0,55.0,2.0,22.0,7.0,,1.0,,,,,,83.0,10.0,6.0,,,,,1.0,,,,,,,11.0,,3.0,,12.0,,25.0,25.0,1.0,,4.0,,88.0,39.0,12.0,,3.0,2.0,2.0,,5.0,,54.0,63.0,15.0,,,,,,159.0,146.0,8.0,37.0,22.0,40.8,,,0.0,4.0,2.0,,,,,3.0,,,3.0,78.0,,5.0,117.0,23.0,35.0,12.0,5.0,28.0,23.0,,129.0,13.0,259.0,3.0,1.0,30.0,7.0,64.0,3.0,348.0,,0.0,8.0,25.0,1.0,18.0,1.0,653.0,,,7.0,8.0,20.0,0.0
284234,24,2010-01-30 15:00:00,88,Hull,Home,68.0,10.0,1.0,9.0,8.0,7.0,2.0,139.0,10.0,1.0,2.0,6.0,8.0,20.0,198.0,,,17.0,19.0,18.0,4.0,3.0,,,,,,,1.0,,,6.0,1.0,,,,,2.0,8.0,6.0,,,49.0,4.0,,,,4.0,15.0,9.0,,18.0,1.0,61.0,46.0,4.0,29.0,16.0,2.0,1.0,,,,,,95.0,16.0,10.0,1.0,,5.0,5.0,,1.0,,1.0,1.0,,,14.0,1.0,3.0,1.0,29.0,,6.0,6.0,,,4.0,,92.0,34.0,7.0,1.0,5.0,3.0,5.0,,2.0,1.0,59.0,35.0,27.0,,,,,1.0,205.0,185.0,3.0,19.0,17.0,50.1,,,0.0,2.0,,,,1.0,,5.0,,,2.0,84.0,,8.0,96.0,27.0,49.0,11.0,4.0,33.0,29.0,,137.0,16.0,245.0,3.0,1.0,25.0,8.0,44.0,2.0,308.0,,0.0,10.0,16.0,1.0,33.0,2.0,546.0,,,2.0,4.0,13.0,0.0
284244,25,2010-02-06 15:00:00,88,Hull,Home,56.0,11.0,,2.0,2.0,6.0,,123.0,7.0,,4.0,8.0,10.0,21.0,177.0,,1.0,29.0,22.0,18.0,4.0,2.0,,,,,,1.0,,,,,,,,,,1.0,12.0,4.0,,,63.0,3.0,2.0,6.0,,4.0,7.0,4.0,,25.0,2.0,78.0,54.0,3.0,16.0,5.0,,,,,,,,88.0,14.0,14.0,1.0,,,,1.0,1.0,,1.0,1.0,,,11.0,,1.0,,17.0,,27.0,27.0,,,4.0,,87.0,35.0,8.0,1.0,4.0,3.0,3.0,,6.0,,52.0,45.0,28.0,,,,,,209.0,187.0,6.0,18.0,29.0,42.1,,3.0,0.0,4.0,,,,1.0,,5.0,,,3.0,76.0,,7.0,73.0,26.0,38.0,17.0,2.0,19.0,17.0,,143.0,24.0,239.0,2.0,,31.0,11.0,52.0,5.0,293.0,1.0,0.0,10.0,16.0,3.0,38.0,2.0,600.0,,,6.0,4.0,14.0,0.0
284257,26,2010-02-10 20:00:00,88,Hull,Away,60.0,9.0,1.0,5.0,4.0,2.0,,76.0,3.0,1.0,4.0,6.0,7.0,15.0,131.0,,,17.0,26.0,17.0,3.0,2.0,,,,1.0,,1.0,,,,,,,,,,3.0,14.0,4.0,,,58.0,3.0,2.0,7.0,,6.0,5.0,3.0,,9.0,,63.0,53.0,3.0,21.0,11.0,,,,,,,,79.0,15.0,14.0,,,,,1.0,,,,,,,13.0,,1.0,1.0,34.0,,19.0,19.0,3.0,,4.0,,79.0,19.0,6.0,,2.0,3.0,2.0,,5.0,,29.0,41.0,17.0,,,,,,215.0,183.0,1.0,19.0,24.0,43.9,,2.0,0.0,4.0,1.0,,,1.0,,3.0,1.0,,3.0,38.0,,5.0,86.0,26.0,53.0,11.0,6.0,15.0,9.0,,106.0,10.0,194.0,1.0,1.0,47.0,7.0,59.0,2.0,265.0,,1.0,7.0,18.0,,28.0,3.0,533.0,,,4.0,6.0,16.0,0.0
284267,27,2010-02-20 15:00:00,88,Hull,Away,81.0,8.0,,4.0,4.0,5.0,,129.0,7.0,,5.0,9.0,10.0,26.0,206.0,,1.0,19.0,26.0,19.0,3.0,1.0,,,,,,,,,,,,,,,,2.0,11.0,11.0,,,62.0,4.0,1.0,9.0,,1.0,7.0,8.0,,16.0,1.0,68.0,53.0,4.0,14.0,7.0,,,,,,,,97.0,13.0,13.0,,,,,,,,,,,,12.0,,,1.0,13.0,,14.0,14.0,1.0,,5.0,,94.0,39.0,9.0,,3.0,1.0,2.0,,2.0,,55.0,58.0,25.0,,,,,,172.0,157.0,6.0,22.0,25.0,43.6,,,0.0,3.0,3.0,,1.0,,,5.0,,,3.0,66.0,,4.0,88.0,22.0,29.0,10.0,1.0,18.0,17.0,,137.0,18.0,247.0,,,49.0,10.0,66.0,2.0,317.0,,1.0,8.0,16.0,1.0,23.0,0.0,568.0,,,5.0,2.0,14.0,0.0
284274,28,2010-04-21 19:45:00,88,Hull,Home,108.0,20.0,3.0,6.0,3.0,4.0,,163.0,6.0,2.0,1.0,10.0,11.0,31.0,265.0,,1.0,19.0,20.0,9.0,5.0,3.0,,,,,1.0,2.0,,,,,,,,,,,6.0,5.0,,,62.0,6.0,6.0,8.0,,11.0,5.0,9.0,,14.0,,61.0,34.0,6.0,11.0,8.0,1.0,1.0,,,,,,83.0,8.0,6.0,,,,,2.0,,,,,,,9.0,,2.0,,10.0,,18.0,17.0,,,1.0,,89.0,47.0,9.0,,2.0,6.0,5.0,,2.0,,43.0,67.0,24.0,1.0,1.0,1.0,,,167.0,162.0,4.0,23.0,27.0,49.9,,,0.0,3.0,,,,2.0,,4.0,,,3.0,69.0,,8.0,130.0,41.0,16.0,15.0,10.0,25.0,15.0,,118.0,16.0,259.0,2.0,2.0,22.0,12.0,62.0,2.0,364.0,,0.0,15.0,15.0,3.0,33.0,2.0,621.0,,,4.0,11.0,13.0,0.0
284283,29,2010-03-07 16:00:00,88,Hull,Away,96.0,13.0,,2.0,2.0,4.0,1.0,169.0,3.0,1.0,2.0,7.0,8.0,24.0,263.0,,2.0,13.0,17.0,11.0,3.0,2.0,,,,,,,1.0,,,5.0,,,,,,3.0,14.0,8.0,,,66.0,4.0,2.0,1.0,,1.0,5.0,5.0,,10.0,1.0,58.0,44.0,4.0,23.0,7.0,,1.0,,,,,,92.0,23.0,12.0,,,2.0,3.0,,,,,,,,7.0,,1.0,,16.0,,23.0,22.0,4.0,,2.0,,86.0,38.0,4.0,1.0,2.0,3.0,3.0,,7.0,1.0,40.0,52.0,23.0,,1.0,1.0,1.0,,163.0,147.0,4.0,35.0,17.0,44.6,,,0.0,2.0,1.0,,,1.0,,3.0,,,3.0,78.0,,5.0,116.0,30.0,39.0,10.0,1.0,14.0,13.0,,140.0,12.0,269.0,1.0,1.0,29.0,9.0,59.0,,371.0,,0.0,8.0,18.0,2.0,19.0,1.0,563.0,,,3.0,1.0,14.0,0.0
284294,30,2010-03-13 17:30:00,88,Hull,Home,66.0,8.0,,3.0,3.0,4.0,,91.0,2.0,1.0,3.0,11.0,4.0,21.0,154.0,,,14.0,24.0,13.0,4.0,,,,,1.0,,2.0,,,,,1.0,,,,,,12.0,6.0,,,61.0,2.0,2.0,9.0,,2.0,5.0,5.0,,15.0,,71.0,61.0,1.0,12.0,4.0,1.0,1.0,,,,,,62.0,16.0,13.0,,,,,2.0,,,,,,,15.0,,,,20.0,,21.0,21.0,4.0,,3.0,,97.0,37.0,8.0,1.0,4.0,,1.0,,5.0,,38.0,42.0,15.0,,,,,1.0,170.0,144.0,3.0,25.0,23.0,32.9,,1.0,0.0,,2.0,,1.0,2.0,,6.0,,,3.0,40.0,,4.0,79.0,21.0,37.0,12.0,2.0,13.0,11.0,,91.0,12.0,178.0,,1.0,33.0,7.0,46.0,2.0,244.0,,1.0,9.0,30.0,2.0,21.0,1.0,511.0,,,5.0,2.0,24.0,0.0
284306,31,2010-03-20 15:00:00,88,Hull,Away,84.0,17.0,,4.0,4.0,5.0,,145.0,3.0,1.0,7.0,7.0,11.0,21.0,225.0,,,13.0,16.0,28.0,4.0,,,,,,,,,,,,,,,,1.0,,5.0,14.0,,,68.0,4.0,3.0,3.0,,1.0,7.0,8.0,,2.0,,37.0,53.0,4.0,20.0,11.0,1.0,,,,,,,82.0,9.0,6.0,2.0,,,,,2.0,,1.0,1.0,1.0,,13.0,,3.0,1.0,19.0,1.0,24.0,24.0,2.0,,8.0,,93.0,41.0,11.0,,3.0,3.0,2.0,,8.0,,57.0,51.0,22.0,,,,,,142.0,131.0,4.0,20.0,32.0,41.0,1.0,3.0,0.0,,,,,1.0,,4.0,,,2.0,85.0,,6.0,97.0,33.0,31.0,11.0,1.0,17.0,16.0,,137.0,18.0,230.0,3.0,1.0,24.0,13.0,48.0,6.0,310.0,,0.0,9.0,16.0,3.0,19.0,1.0,565.0,,,3.0,1.0,11.0,0.0
284314,32,2010-03-27 15:00:00,88,Hull,Home,55.0,17.0,1.0,7.0,6.0,5.0,1.0,106.0,3.0,,1.0,6.0,6.0,15.0,154.0,,,23.0,26.0,18.0,2.0,2.0,,1.0,,1.0,1.0,2.0,,,1.0,3.0,1.0,,,,,1.0,6.0,9.0,,,61.0,4.0,1.0,2.0,2.0,6.0,8.0,5.0,,15.0,1.0,57.0,48.0,4.0,23.0,13.0,,,,,,,,78.0,11.0,16.0,,,9.0,4.0,2.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,25.0,,18.0,18.0,2.0,,1.0,,83.0,30.0,8.0,2.0,2.0,3.0,5.0,,10.0,,53.0,51.0,21.0,,,,,1.0,185.0,169.0,2.0,19.0,30.0,38.3,,3.0,0.0,3.0,1.0,,,1.0,1.0,4.0,,,2.0,55.0,,5.0,77.0,40.0,39.0,5.0,6.0,23.0,17.0,1.0,118.0,13.0,218.0,1.0,,35.0,6.0,52.0,2.0,272.0,,0.0,10.0,12.0,,35.0,2.0,483.0,,,2.0,6.0,8.0,0.0
284328,33,2010-04-03 15:00:00,88,Hull,Away,105.0,12.0,,1.0,1.0,7.0,,149.0,8.0,1.0,6.0,9.0,14.0,26.0,253.0,1.0,1.0,19.0,26.0,26.0,1.0,,,,,,,1.0,,,,,,,,,,,8.0,3.0,,,39.0,2.0,4.0,5.0,,2.0,4.0,7.0,,13.0,1.0,61.0,57.0,2.0,20.0,15.0,1.0,,,,,,,98.0,13.0,13.0,,,,,1.0,,,,,,,13.0,,1.0,1.0,35.0,,3.0,3.0,1.0,,6.0,,88.0,33.0,3.0,,,1.0,1.0,,2.0,,42.0,74.0,25.0,,,,,,181.0,155.0,,12.0,17.0,59.4,,1.0,0.0,1.0,,,,,,3.0,,,3.0,73.0,,1.0,117.0,37.0,46.0,10.0,2.0,15.0,13.0,,138.0,20.0,255.0,1.0,1.0,36.0,15.0,67.0,2.0,357.0,1.0,0.0,8.0,13.0,2.0,31.0,2.0,576.0,,,5.0,2.0,10.0,0.0
284333,34,2010-04-10 15:00:00,88,Hull,Home,78.0,17.0,,2.0,2.0,6.0,,105.0,4.0,1.0,1.0,7.0,7.0,19.0,181.0,,2.0,22.0,24.0,20.0,7.0,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,6.0,4.0,,,48.0,2.0,2.0,4.0,,6.0,12.0,3.0,,14.0,,68.0,55.0,2.0,19.0,13.0,,,,,,,,79.0,19.0,14.0,,,,,1.0,1.0,,1.0,1.0,,,7.0,,,,28.0,,15.0,15.0,1.0,,1.0,,94.0,38.0,1.0,1.0,5.0,4.0,4.0,,1.0,,32.0,36.0,25.0,2.0,2.0,2.0,,,183.0,163.0,1.0,15.0,17.0,50.6,,,0.0,2.0,1.0,,,1.0,,8.0,,,3.0,59.0,,9.0,95.0,35.0,39.0,9.0,6.0,23.0,17.0,,122.0,22.0,212.0,,1.0,35.0,9.0,56.0,1.0,284.0,,0.0,14.0,19.0,2.0,36.0,5.0,532.0,,,2.0,6.0,15.0,0.0
284340,35,2010-04-17 15:00:00,88,Hull,Away,109.0,13.0,1.0,5.0,4.0,4.0,,186.0,1.0,,1.0,10.0,14.0,37.0,290.0,,,18.0,22.0,15.0,9.0,,,4.0,,,,,,,,,,,,,,,6.0,7.0,,,60.0,6.0,1.0,2.0,,1.0,4.0,15.0,,17.0,3.0,58.0,48.0,6.0,22.0,11.0,,,,,,,,107.0,13.0,11.0,,1.0,,,,,,,,,,5.0,,2.0,1.0,21.0,,16.0,14.0,,,1.0,,91.0,36.0,8.0,,5.0,4.0,3.0,,6.0,,65.0,73.0,30.0,,,,,,172.0,156.0,2.0,24.0,25.0,50.1,,2.0,0.0,,2.0,,,,4.0,8.0,,,1.0,96.0,,9.0,129.0,28.0,38.0,10.0,1.0,21.0,20.0,,150.0,8.0,278.0,2.0,,39.0,17.0,75.0,3.0,386.0,,0.0,12.0,17.0,1.0,32.0,0.0,652.0,,,5.0,1.0,12.0,0.0
284356,36,2010-04-24 15:00:00,88,Hull,Home,88.0,25.0,2.0,10.0,8.0,5.0,,161.0,3.0,2.0,9.0,10.0,9.0,40.0,239.0,,,31.0,12.0,16.0,5.0,2.0,,1.0,,1.0,,2.0,,,,,,1.0,,,1.0,1.0,7.0,4.0,,,64.0,6.0,4.0,9.0,,3.0,7.0,12.0,,15.0,1.0,53.0,70.0,6.0,27.0,20.0,,,,,,,,79.0,14.0,17.0,,,,,2.0,,,,,,,7.0,,3.0,,26.0,1.0,13.0,13.0,1.0,,9.0,,93.0,50.0,6.0,,3.0,4.0,5.0,,,,53.0,45.0,37.0,,,,,1.0,163.0,155.0,2.0,20.0,27.0,54.6,1.0,1.0,0.0,1.0,3.0,,,3.0,1.0,6.0,,,3.0,73.0,,7.0,105.0,41.0,35.0,12.0,3.0,24.0,21.0,,134.0,15.0,265.0,3.0,2.0,29.0,15.0,63.0,1.0,346.0,,1.0,15.0,30.0,,40.0,1.0,632.0,,,7.0,3.0,18.0,0.0
284369,37,2010-05-03 13:30:00,88,Hull,Away,86.0,11.0,,4.0,4.0,7.0,,121.0,6.0,,2.0,7.0,11.0,19.0,203.0,,,18.0,18.0,17.0,3.0,,,,,,,,,,,,,,,,,,6.0,8.0,,,65.0,3.0,,3.0,,1.0,5.0,7.0,,16.0,1.0,56.0,64.0,3.0,12.0,4.0,,,,,,,,67.0,14.0,11.0,1.0,1.0,,,,2.0,,2.0,2.0,,,15.0,,1.0,,10.0,,18.0,18.0,,,2.0,,98.0,42.0,8.0,1.0,2.0,3.0,3.0,,4.0,,67.0,37.0,23.0,,,,,,175.0,163.0,3.0,34.0,17.0,36.4,,,0.0,,1.0,,,1.0,,3.0,,,1.0,56.0,,5.0,109.0,25.0,24.0,8.0,1.0,15.0,14.0,,104.0,19.0,219.0,2.0,,27.0,12.0,44.0,6.0,313.0,,0.0,6.0,33.0,,23.0,0.0,574.0,,,3.0,1.0,25.0,0.0
284376,38,2010-05-09 16:00:00,88,Hull,Home,81.0,13.0,,3.0,3.0,7.0,,180.0,9.0,1.0,8.0,3.0,13.0,16.0,258.0,,1.0,11.0,12.0,13.0,5.0,3.0,,,,1.0,,2.0,,1.0,,,,,,,,2.0,11.0,10.0,,,57.0,1.0,4.0,13.0,1.0,2.0,10.0,7.0,,19.0,1.0,70.0,54.0,1.0,18.0,7.0,,,,,,,,66.0,16.0,10.0,,,,,2.0,,,,,,,15.0,,2.0,1.0,17.0,,12.0,12.0,1.0,,8.0,,77.0,45.0,6.0,,4.0,4.0,3.0,,5.0,,57.0,54.0,22.0,,,,,,156.0,140.0,3.0,17.0,22.0,40.4,,2.0,0.0,2.0,1.0,,,2.0,,4.0,,,2.0,74.0,,8.0,89.0,30.0,34.0,17.0,2.0,20.0,18.0,,121.0,12.0,264.0,2.0,1.0,17.0,14.0,39.0,3.0,333.0,,0.0,11.0,25.0,1.0,20.0,1.0,593.0,,,6.0,2.0,21.0,0.0
