matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755522,22,2015-01-18 13:30:00,88,Hull,Away,142.0,7.0,1.0,3.0,2.0,2.0,,191.0,2.0,,2.0,4.0,10.0,27.0,330.0,1.0,,11.0,36.0,22.0,7.0,,,,,,,,1.0,,,,,8.0,,,,,9.0,11.0,6.0,,,57.0,69.0,,,,3.0,15.0,3.0,15.0,,,7.0,5.0,10.0,,16.0,3.0,81.0,59.0,3.0,53.0,23.0,1.0,1.0,68.0,14.0,5.0,,,,,,159.0,,,,,,,7.0,,1.0,,23.0,,17.0,17.0,,2.0,117.0,85.0,37.0,4.0,,2.0,5.0,3.0,410.0,4.0,1.0,53.0,70.0,16.0,,,,,,155.0,155.0,2.0,26.0,35.0,45.9,,1.0,15.0,0.0,97.0,2.0,1.0,3.0,,,,3.0,,3.0,85.0,322.0,11.0,7.0,161.0,18.0,53.0,14.0,6.0,21.0,15.0,,132.0,8.0,290.0,1.0,,22.0,11.0,67.0,2.0,430.0,1.0,0.0,9.0,20.0,,13.0,3.0,649.0,,14.0,12.0,7.0,13.0,0.0
755526,23,2015-01-31 12:45:00,88,Hull,Home,209.0,17.0,3.0,9.0,6.0,5.0,2.0,177.0,3.0,,3.0,7.0,6.0,38.0,377.0,,,19.0,24.0,21.0,5.0,5.0,,,,,1.0,1.0,,,,,,7.0,,,,2.0,6.0,3.0,9.0,,,65.0,61.0,1.0,2.0,,1.0,20.0,2.0,23.0,,,3.0,12.0,4.0,,12.0,,80.0,67.0,1.0,17.0,12.0,1.0,,71.0,15.0,11.0,,,5.0,4.0,1.0,159.0,,,,,,,7.0,,1.0,1.0,12.0,,14.0,14.0,1.0,3.0,135.0,94.0,51.0,3.0,,2.0,8.0,8.0,468.0,2.0,,39.0,71.0,15.0,,,,,,163.0,163.0,3.0,23.0,30.0,52.7,,,20.0,0.0,129.0,2.0,,2.0,,1.0,,3.0,1.0,3.0,61.0,365.0,12.0,10.0,230.0,44.0,17.0,17.0,3.0,23.0,20.0,,118.0,10.0,281.0,1.0,,24.0,7.0,81.0,4.0,488.0,,0.0,13.0,26.0,,20.0,4.0,685.0,,14.0,10.0,3.0,18.0,0.0
755537,24,2015-02-07 15:00:00,88,Hull,Away,95.0,13.0,,1.0,1.0,3.0,,75.0,3.0,,1.0,8.0,5.0,18.0,169.0,,1.0,7.0,26.0,12.0,3.0,,,,,,,,,,,,,6.0,,1.0,1.0,1.0,4.0,11.0,7.0,,,37.0,57.0,1.0,1.0,1.0,3.0,21.0,1.0,10.0,,,1.0,3.0,1.0,,10.0,2.0,55.0,44.0,3.0,55.0,27.0,,,46.0,8.0,8.0,,,2.0,2.0,,107.0,,,,,,,8.0,1.0,1.0,,27.0,2.0,21.0,21.0,,1.0,71.0,58.0,20.0,13.0,1.0,1.0,2.0,3.0,225.0,7.0,,38.0,37.0,6.0,,,,,,119.0,119.0,1.0,29.0,17.0,26.4,2.0,,21.0,0.0,38.0,3.0,1.0,4.0,,,,3.0,,3.0,39.0,159.0,16.0,3.0,120.0,20.0,55.0,5.0,1.0,7.0,6.0,,71.0,8.0,140.0,1.0,,36.0,6.0,65.0,1.0,253.0,,0.0,7.0,20.0,1.0,14.0,4.0,452.0,,10.0,4.0,1.0,16.0,0.0
755545,25,2015-02-10 19:45:00,88,Hull,Home,86.0,16.0,1.0,2.0,1.0,6.0,,133.0,6.0,1.0,2.0,8.0,7.0,22.0,217.0,,1.0,18.0,17.0,28.0,6.0,,,1.0,,,,1.0,,,,,,8.0,,,,1.0,8.0,5.0,6.0,,,56.0,58.0,,,1.0,3.0,16.0,2.0,8.0,,,3.0,4.0,4.0,,9.0,1.0,52.0,57.0,3.0,49.0,32.0,,,65.0,16.0,11.0,2.0,,1.0,1.0,1.0,129.0,1.0,,1.0,1.0,,,9.0,2.0,,1.0,32.0,,14.0,14.0,1.0,2.0,59.0,81.0,33.0,7.0,,4.0,3.0,4.0,281.0,2.0,7.0,40.0,56.0,15.0,,,,,,137.0,137.0,2.0,26.0,25.0,37.8,,1.0,16.0,0.0,59.0,3.0,1.0,4.0,,,1.0,4.0,,3.0,67.0,203.0,11.0,7.0,100.0,27.0,49.0,11.0,3.0,12.0,9.0,1.0,107.0,18.0,215.0,,1.0,41.0,7.0,64.0,1.0,303.0,,0.0,10.0,14.0,1.0,28.0,1.0,503.0,,9.0,6.0,3.0,13.0,0.0
755557,26,2015-02-21 15:00:00,88,Hull,Home,136.0,17.0,2.0,7.0,5.0,4.0,,175.0,2.0,1.0,4.0,10.0,6.0,45.0,304.0,,,15.0,20.0,36.0,8.0,3.0,2.0,,,,,,,,,,,12.0,,,,2.0,12.0,4.0,4.0,11.0,5.0,45.0,52.0,2.0,1.0,1.0,1.0,9.0,2.0,11.0,,,5.0,9.0,9.0,,6.0,1.0,59.0,73.0,1.0,42.0,22.0,,,66.0,18.0,16.0,2.0,,3.0,2.0,,135.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,22.0,,7.0,7.0,,4.0,111.0,76.0,40.0,7.0,,7.0,5.0,6.0,368.0,2.0,1.0,67.0,45.0,37.0,,,,,,138.0,138.0,3.0,19.0,23.0,54.3,,,9.0,0.0,97.0,2.0,,2.0,,,,8.0,,3.0,80.0,291.0,3.0,12.0,150.0,35.0,42.0,10.0,5.0,25.0,20.0,,130.0,6.0,263.0,1.0,1.0,32.0,8.0,81.0,8.0,388.0,,0.0,16.0,18.0,,21.0,0.0,586.0,18.0,9.0,4.0,5.0,15.0,0.0
755570,27,2015-02-28 15:00:00,88,Hull,Away,139.0,9.0,,1.0,1.0,4.0,,114.0,4.0,,1.0,9.0,8.0,33.0,252.0,1.0,1.0,11.0,25.0,25.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,6.0,11.0,6.0,,,56.0,38.0,1.0,1.0,,5.0,10.0,,5.0,,,2.0,3.0,2.0,,9.0,,49.0,58.0,5.0,21.0,8.0,,,65.0,10.0,7.0,,,,,,146.0,,,,,,,21.0,,1.0,,8.0,,5.0,5.0,1.0,2.0,76.0,102.0,39.0,5.0,,1.0,,,323.0,8.0,1.0,52.0,38.0,19.0,,,,,,148.0,148.0,1.0,22.0,11.0,42.1,,1.0,10.0,0.0,79.0,1.0,,1.0,,1.0,,1.0,,3.0,40.0,242.0,6.0,1.0,159.0,33.0,21.0,4.0,2.0,7.0,5.0,,88.0,5.0,205.0,1.0,,26.0,9.0,88.0,,357.0,1.0,0.0,1.0,24.0,2.0,20.0,2.0,499.0,,16.0,3.0,2.0,19.0,0.0
755574,28,2015-03-03 19:45:00,88,Hull,Home,86.0,17.0,4.0,12.0,8.0,5.0,2.0,149.0,1.0,,3.0,11.0,10.0,35.0,223.0,1.0,,18.0,18.0,14.0,12.0,,,1.0,,,,,,,,,,8.0,,,,3.0,5.0,5.0,4.0,,,49.0,60.0,1.0,1.0,,2.0,9.0,1.0,10.0,,2.0,6.0,18.0,8.0,,8.0,1.0,49.0,53.0,2.0,29.0,13.0,,,69.0,9.0,14.0,1.0,,3.0,3.0,,144.0,1.0,1.0,1.0,,1.0,,3.0,,1.0,1.0,13.0,,13.0,13.0,1.0,3.0,65.0,83.0,32.0,4.0,,7.0,6.0,5.0,296.0,2.0,2.0,57.0,56.0,20.0,,,,,,151.0,151.0,1.0,25.0,26.0,41.5,,,9.0,0.0,59.0,,2.0,2.0,,,1.0,8.0,,1.0,82.0,214.0,4.0,13.0,101.0,39.0,29.0,14.0,5.0,34.0,29.0,1.0,135.0,7.0,250.0,1.0,,35.0,12.0,78.0,2.0,317.0,2.0,0.0,14.0,17.0,,23.0,2.0,518.0,,12.0,8.0,6.0,11.0,0.0
755588,29,2015-03-14 15:00:00,88,Hull,Away,128.0,8.0,2.0,6.0,4.0,2.0,1.0,143.0,4.0,,,5.0,10.0,27.0,265.0,,2.0,20.0,30.0,34.0,9.0,3.0,,,,,,,,,,,,8.0,,,,2.0,9.0,7.0,7.0,,,65.0,45.0,2.0,2.0,,2.0,17.0,2.0,10.0,,,5.0,12.0,3.0,,19.0,,75.0,63.0,2.0,35.0,19.0,,,74.0,15.0,8.0,,,3.0,1.0,,180.0,,,,,,,13.0,,1.0,1.0,19.0,,15.0,15.0,2.0,,74.0,99.0,40.0,7.0,,5.0,7.0,5.0,357.0,3.0,1.0,49.0,55.0,22.0,,,,,,171.0,171.0,3.0,18.0,17.0,48.7,,2.0,17.0,0.0,66.0,2.0,1.0,3.0,1.0,1.0,,5.0,,3.0,62.0,252.0,6.0,12.0,151.0,26.0,35.0,8.0,5.0,21.0,16.0,,121.0,7.0,255.0,1.0,,35.0,10.0,88.0,,385.0,,1.0,12.0,17.0,2.0,24.0,4.0,580.0,,9.0,5.0,5.0,13.0,0.0
755594,30,2015-03-22 16:00:00,88,Hull,Home,141.0,23.0,2.0,5.0,3.0,1.0,,154.0,,,,7.0,8.0,32.0,290.0,,1.0,15.0,27.0,30.0,8.0,2.0,,,,,1.0,2.0,,,,,1.0,11.0,,,,1.0,7.0,6.0,2.0,,,45.0,51.0,1.0,1.0,1.0,3.0,13.0,2.0,5.0,,,6.0,8.0,1.0,,17.0,,66.0,73.0,3.0,25.0,16.0,1.0,,76.0,14.0,10.0,1.0,,4.0,1.0,2.0,176.0,1.0,,1.0,1.0,,,3.0,2.0,,,16.0,,8.0,8.0,2.0,,88.0,92.0,42.0,6.0,1.0,7.0,4.0,8.0,391.0,3.0,3.0,46.0,59.0,19.0,,,,,,170.0,170.0,1.0,23.0,25.0,42.9,,,13.0,0.0,98.0,,,,,1.0,,9.0,,3.0,59.0,284.0,7.0,11.0,164.0,49.0,25.0,12.0,6.0,16.0,10.0,,114.0,9.0,259.0,,,35.0,9.0,80.0,5.0,407.0,,0.0,19.0,26.0,4.0,19.0,0.0,597.0,,9.0,8.0,6.0,20.0,0.0
755611,31,2015-04-04 15:00:00,88,Hull,Away,180.0,16.0,4.0,5.0,1.0,5.0,,171.0,2.0,,3.0,5.0,4.0,32.0,346.0,,,15.0,17.0,12.0,6.0,1.0,,,,,,,,,,,,6.0,,,,2.0,10.0,4.0,5.0,,,50.0,48.0,1.0,,1.0,3.0,13.0,5.0,4.0,,,7.0,9.0,9.0,1.0,16.0,1.0,50.0,50.0,3.0,17.0,9.0,1.0,,56.0,14.0,11.0,,,1.0,,,158.0,1.0,,,,1.0,,5.0,,1.0,,9.0,,14.0,14.0,1.0,3.0,114.0,83.0,45.0,4.0,,3.0,5.0,1.0,410.0,1.0,1.0,56.0,61.0,14.0,,,,,,142.0,142.0,1.0,23.0,20.0,41.6,,,13.0,0.0,111.0,,1.0,1.0,,1.0,,4.0,2.0,3.0,68.0,332.0,7.0,8.0,197.0,35.0,17.0,12.0,7.0,25.0,18.0,,108.0,11.0,261.0,1.0,,18.0,4.0,62.0,1.0,433.0,,1.0,10.0,16.0,,19.0,5.0,611.0,,12.0,11.0,7.0,11.0,0.0
755617,32,2015-04-11 15:00:00,88,Hull,Away,178.0,22.0,4.0,5.0,1.0,3.0,,181.0,3.0,,4.0,5.0,20.0,34.0,354.0,,,15.0,19.0,20.0,10.0,2.0,,,1.0,,,1.0,1.0,,,,,11.0,,,,,5.0,7.0,2.0,,,70.0,71.0,,,,4.0,13.0,5.0,4.0,,,5.0,10.0,8.0,,13.0,2.0,53.0,53.0,4.0,24.0,13.0,,,77.0,11.0,7.0,,,2.0,,1.0,177.0,,,,,,,4.0,,3.0,,13.0,,18.0,18.0,1.0,4.0,102.0,89.0,47.0,2.0,,5.0,7.0,4.0,445.0,2.0,3.0,54.0,87.0,18.0,1.0,1.0,1.0,,,161.0,161.0,1.0,30.0,31.0,46.0,,,13.0,0.0,114.0,1.0,1.0,2.0,,,,6.0,,3.0,70.0,342.0,5.0,12.0,199.0,44.0,24.0,12.0,5.0,23.0,18.0,,125.0,9.0,287.0,3.0,,29.0,21.0,75.0,,463.0,,0.0,15.0,20.0,3.0,19.0,0.0,648.0,,8.0,6.0,5.0,15.0,0.0
755628,33,2015-04-28 19:45:00,88,Hull,Home,63.0,10.0,3.0,7.0,4.0,3.0,,112.0,3.0,,1.0,3.0,6.0,19.0,168.0,,,19.0,15.0,14.0,4.0,1.0,,,,,,,,,,,,3.0,,,,1.0,7.0,6.0,6.0,,,39.0,64.0,2.0,1.0,1.0,2.0,15.0,1.0,13.0,,,7.0,6.0,6.0,1.0,18.0,2.0,66.0,57.0,2.0,22.0,10.0,,,52.0,10.0,9.0,,,3.0,2.0,,123.0,1.0,,1.0,,1.0,,6.0,,3.0,,10.0,,19.0,19.0,3.0,1.0,63.0,59.0,20.0,7.0,,2.0,4.0,4.0,232.0,1.0,5.0,62.0,59.0,11.0,,,,,,153.0,153.0,5.0,31.0,14.0,31.2,,,15.0,0.0,35.0,5.0,4.0,9.0,,,,2.0,,3.0,52.0,157.0,6.0,6.0,80.0,31.0,22.0,14.0,5.0,19.0,14.0,,93.0,10.0,199.0,3.0,,19.0,6.0,60.0,1.0,260.0,,0.0,7.0,30.0,,23.0,2.0,467.0,,11.0,4.0,7.0,17.0,0.0
755635,34,2015-04-25 15:00:00,88,Hull,Away,112.0,12.0,3.0,7.0,4.0,5.0,,212.0,1.0,,1.0,20.0,6.0,41.0,317.0,,,11.0,30.0,26.0,13.0,2.0,,1.0,1.0,,,1.0,,,,,,18.0,,1.0,,1.0,5.0,5.0,2.0,,,63.0,57.0,2.0,1.0,1.0,1.0,13.0,4.0,10.0,,1.0,9.0,17.0,6.0,,12.0,2.0,67.0,64.0,1.0,33.0,17.0,,,68.0,10.0,14.0,2.0,,1.0,2.0,1.0,164.0,2.0,,,2.0,,1.0,6.0,2.0,4.0,,17.0,1.0,11.0,11.0,,1.0,90.0,95.0,56.0,,,9.0,8.0,7.0,373.0,1.0,3.0,59.0,76.0,23.0,,,,,,153.0,153.0,,23.0,24.0,53.5,1.0,2.0,13.0,0.0,84.0,3.0,,3.0,,,1.0,10.0,1.0,3.0,109.0,300.0,5.0,17.0,128.0,18.0,33.0,14.0,8.0,33.0,25.0,2.0,151.0,13.0,306.0,4.0,,40.0,6.0,72.0,,401.0,,0.0,21.0,17.0,,14.0,0.0,616.0,,19.0,8.0,9.0,9.0,0.0
755645,35,2015-05-04 20:00:00,88,Hull,Home,106.0,12.0,,4.0,4.0,3.0,,126.0,4.0,1.0,,3.0,4.0,23.0,228.0,,,9.0,18.0,22.0,5.0,1.0,,,,,,,,1.0,,,,7.0,,,,1.0,5.0,16.0,6.0,,,47.0,58.0,1.0,,1.0,3.0,8.0,1.0,15.0,,,,13.0,5.0,,11.0,4.0,58.0,51.0,3.0,21.0,7.0,1.0,,50.0,8.0,10.0,,,2.0,2.0,,142.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,7.0,,6.0,6.0,1.0,,63.0,83.0,42.0,5.0,1.0,5.0,2.0,1.0,283.0,7.0,1.0,37.0,61.0,15.0,,,,,,141.0,141.0,2.0,24.0,21.0,32.3,,,8.0,0.0,63.0,4.0,2.0,6.0,,,,6.0,,3.0,55.0,209.0,4.0,7.0,122.0,27.0,21.0,13.0,,20.0,20.0,,91.0,11.0,213.0,1.0,1.0,18.0,4.0,64.0,4.0,315.0,,0.0,8.0,13.0,,13.0,2.0,476.0,,12.0,7.0,,11.0,0.0
755658,36,2015-05-09 15:00:00,88,Hull,Home,149.0,29.0,1.0,8.0,7.0,3.0,1.0,190.0,2.0,1.0,2.0,3.0,8.0,33.0,331.0,,,19.0,33.0,25.0,11.0,2.0,,,,2.0,,3.0,,,,,,16.0,,2.0,,1.0,6.0,7.0,1.0,,,48.0,53.0,1.0,1.0,,1.0,11.0,11.0,9.0,,,9.0,15.0,11.0,,8.0,1.0,67.0,57.0,1.0,24.0,15.0,1.0,,84.0,16.0,12.0,,,4.0,1.0,3.0,177.0,,,,,,,11.0,,1.0,,15.0,2.0,9.0,9.0,2.0,2.0,115.0,94.0,39.0,3.0,,4.0,9.0,3.0,415.0,1.0,2.0,52.0,81.0,20.0,,,,,,168.0,168.0,1.0,27.0,20.0,54.5,2.0,1.0,11.0,0.0,100.0,1.0,,1.0,,,,7.0,,3.0,98.0,322.0,4.0,13.0,167.0,54.0,24.0,11.0,8.0,35.0,27.0,,151.0,7.0,308.0,1.0,1.0,23.0,8.0,81.0,,440.0,2.0,0.0,21.0,16.0,,24.0,1.0,631.0,,12.0,6.0,9.0,13.0,0.0
755670,37,2015-05-16 15:00:00,88,Hull,Away,170.0,19.0,3.0,9.0,6.0,,,153.0,2.0,1.0,1.0,6.0,7.0,34.0,314.0,2.0,,12.0,16.0,18.0,9.0,2.0,,,,,,,,,,,,10.0,,1.0,,,5.0,6.0,4.0,,,55.0,67.0,1.0,1.0,,1.0,10.0,3.0,7.0,,,8.0,13.0,11.0,,13.0,1.0,47.0,50.0,1.0,18.0,8.0,,,60.0,6.0,10.0,,,2.0,1.0,,149.0,,,,,,,10.0,,,,8.0,1.0,13.0,13.0,1.0,1.0,90.0,85.0,43.0,6.0,,7.0,4.0,2.0,378.0,4.0,2.0,41.0,61.0,27.0,,,,,,152.0,152.0,2.0,33.0,26.0,44.3,1.0,2.0,10.0,0.0,107.0,1.0,,1.0,,,,9.0,2.0,2.0,62.0,305.0,7.0,11.0,186.0,44.0,18.0,9.0,8.0,33.0,25.0,,103.0,4.0,248.0,,1.0,11.0,7.0,71.0,5.0,401.0,2.0,0.0,14.0,19.0,2.0,17.0,1.0,586.0,,11.0,4.0,8.0,14.0,0.0
755678,38,2015-05-24 15:00:00,88,Hull,Home,94.0,15.0,3.0,11.0,8.0,,,158.0,2.0,,2.0,4.0,15.0,29.0,241.0,,,16.0,16.0,17.0,8.0,1.0,,,,,,1.0,,,1.0,,,9.0,,,,3.0,9.0,3.0,4.0,,,51.0,65.0,,,,,14.0,5.0,7.0,,,8.0,12.0,13.0,,13.0,,52.0,54.0,,9.0,6.0,,,63.0,12.0,15.0,,1.0,4.0,2.0,1.0,136.0,,,,,,,4.0,,,,6.0,,9.0,9.0,,2.0,78.0,81.0,41.0,1.0,,3.0,6.0,6.0,315.0,3.0,2.0,60.0,64.0,39.0,,,,,,152.0,152.0,9.0,22.0,29.0,40.9,,,14.0,0.0,71.0,,1.0,1.0,,,,5.0,1.0,3.0,63.0,228.0,10.0,9.0,113.0,38.0,9.0,9.0,7.0,34.0,27.0,,107.0,8.0,257.0,,,18.0,17.0,64.0,6.0,336.0,,0.0,16.0,17.0,,18.0,2.0,518.0,,6.0,5.0,8.0,13.0,0.0
