matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321874,22,2011-01-05 20:00:00,6,Spurs,Away,143.0,15.0,,2.0,2.0,5.0,,176.0,5.0,,10.0,16.0,19.0,36.0,317.0,1.0,,15.0,12.0,22.0,10.0,1.0,,1.0,,,1.0,,,,,10.0,,,,,,1.0,9.0,12.0,62.0,57.0,3.0,2.0,1.0,2.0,4.0,8.0,1.0,3.0,5.0,8.0,,16.0,4.0,57.0,58.0,2.0,16.0,8.0,,1.0,74.0,13.0,17.0,,,4.0,3.0,1.0,155.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,20.0,,22.0,17.0,2.0,12.0,82.0,88.0,52.0,4.0,1.0,5.0,7.0,4.0,6.0,1.0,,52.0,56.0,25.0,,,,,,175.0,153.0,,25.0,15.0,53.5,,1.0,0.0,100.0,3.0,5.0,2.0,,6.0,,2.0,76.0,12.0,161.0,26.0,38.0,15.0,3.0,19.0,16.0,,124.0,15.0,257.0,1.0,,33.0,19.0,58.0,2.0,399.0,1.0,0.0,14.0,12.0,2.0,19.0,0.0,619.0,16.0,7.0,3.0,6.0,0.0
321883,23,2011-01-16 16:10:00,6,Spurs,Home,170.0,13.0,2.0,9.0,7.0,2.0,,175.0,4.0,1.0,14.0,6.0,9.0,34.0,336.0,,,17.0,18.0,11.0,10.0,1.0,,,,2.0,3.0,,,,,,,,,,,2.0,3.0,4.0,38.0,68.0,,,,2.0,4.0,12.0,,8.0,19.0,7.0,,11.0,3.0,58.0,61.0,2.0,9.0,7.0,,,74.0,9.0,18.0,,1.0,,,3.0,145.0,,,,,,,8.0,,3.0,,12.0,,21.0,17.0,3.0,14.0,120.0,96.0,56.0,2.0,,8.0,3.0,2.0,,,,60.0,59.0,22.0,,,,,,171.0,161.0,5.0,24.0,22.0,56.4,,,0.0,124.0,1.0,3.0,1.0,,12.0,,1.0,85.0,11.0,183.0,30.0,19.0,18.0,5.0,35.0,30.0,,137.0,10.0,279.0,3.0,1.0,21.0,11.0,59.0,1.0,427.0,,0.0,18.0,22.0,,22.0,2.0,648.0,14.0,10.0,8.0,17.0,0.0
321895,24,2011-01-22 15:00:00,6,Spurs,Away,219.0,11.0,,4.0,4.0,6.0,,257.0,7.0,1.0,10.0,7.0,15.0,30.0,472.0,1.0,1.0,17.0,7.0,12.0,13.0,,1.0,,,,,,,,,14.0,,,1.0,,,,12.0,3.0,75.0,60.0,1.0,1.0,,,3.0,6.0,,4.0,11.0,5.0,,17.0,2.0,39.0,50.0,,18.0,12.0,,,59.0,7.0,12.0,,,,,,180.0,1.0,,,1.0,,,10.0,1.0,,,22.0,1.0,14.0,12.0,1.0,11.0,151.0,81.0,55.0,1.0,1.0,6.0,8.0,5.0,3.0,5.0,,81.0,72.0,15.0,,,,,,150.0,133.0,3.0,24.0,22.0,64.1,1.0,,0.0,147.0,2.0,1.0,,1.0,6.0,,3.0,121.0,14.0,238.0,26.0,35.0,12.0,2.0,18.0,16.0,1.0,163.0,7.0,333.0,,1.0,20.0,15.0,44.0,,553.0,2.0,0.0,14.0,16.0,5.0,19.0,0.0,743.0,8.0,10.0,4.0,11.0,0.0
321904,25,2011-02-02 20:00:00,6,Spurs,Away,131.0,17.0,,2.0,2.0,7.0,,218.0,8.0,3.0,8.0,8.0,16.0,37.0,347.0,,,16.0,14.0,17.0,3.0,,1.0,1.0,,,1.0,,,,,5.0,,,,,,,12.0,6.0,68.0,64.0,1.0,1.0,,5.0,2.0,9.0,,4.0,6.0,9.0,,15.0,4.0,54.0,55.0,5.0,22.0,9.0,,1.0,66.0,12.0,13.0,1.0,,4.0,1.0,1.0,148.0,1.0,,1.0,1.0,,,12.0,1.0,1.0,1.0,30.0,,21.0,20.0,2.0,8.0,122.0,92.0,55.0,4.0,,,4.0,3.0,6.0,,,86.0,48.0,25.0,,,,,,186.0,158.0,1.0,30.0,20.0,53.7,,4.0,0.0,100.0,4.0,3.0,6.0,1.0,1.0,,1.0,95.0,4.0,154.0,34.0,50.0,14.0,3.0,19.0,16.0,1.0,141.0,15.0,303.0,1.0,3.0,25.0,18.0,62.0,1.0,438.0,2.0,0.0,6.0,16.0,1.0,26.0,1.0,675.0,15.0,9.0,4.0,13.0,0.0
321913,26,2011-02-05 15:00:00,6,Spurs,Home,116.0,20.0,1.0,5.0,4.0,4.0,1.0,169.0,6.0,,8.0,6.0,17.0,31.0,280.0,1.0,1.0,16.0,21.0,14.0,10.0,2.0,,,1.0,1.0,2.0,,,,,12.0,1.0,1.0,,,1.0,2.0,7.0,5.0,57.0,62.0,,1.0,1.0,7.0,6.0,6.0,,6.0,11.0,6.0,,15.0,,59.0,68.0,7.0,33.0,17.0,1.0,1.0,64.0,12.0,15.0,,,6.0,2.0,2.0,138.0,1.0,,,1.0,,,10.0,1.0,1.0,,35.0,1.0,10.0,9.0,2.0,8.0,93.0,93.0,53.0,7.0,2.0,4.0,9.0,7.0,4.0,1.0,,59.0,36.0,25.0,,,,,2.0,180.0,156.0,2.0,28.0,21.0,53.4,1.0,2.0,0.0,83.0,,,1.0,,7.0,1.0,3.0,104.0,13.0,136.0,35.0,57.0,18.0,5.0,24.0,19.0,,148.0,7.0,259.0,1.0,,28.0,21.0,59.0,4.0,371.0,1.0,0.0,20.0,26.0,6.0,22.0,1.0,627.0,11.0,13.0,6.0,20.0,0.0
321925,27,2011-02-12 17:30:00,6,Spurs,Away,158.0,15.0,2.0,3.0,1.0,2.0,,132.0,5.0,,4.0,7.0,18.0,19.0,287.0,,,16.0,21.0,22.0,6.0,,,1.0,,,2.0,,,,,,,,,,,,6.0,13.0,45.0,61.0,,1.0,,6.0,3.0,5.0,,3.0,6.0,4.0,1.0,17.0,,58.0,70.0,6.0,22.0,12.0,,,53.0,14.0,14.0,,,,,2.0,163.0,1.0,1.0,1.0,,1.0,,12.0,,3.0,1.0,20.0,,16.0,11.0,2.0,4.0,92.0,100.0,45.0,2.0,1.0,4.0,3.0,4.0,5.0,,,41.0,53.0,11.0,,,,,,182.0,164.0,1.0,25.0,25.0,46.2,,,0.0,91.0,1.0,3.0,1.0,,6.0,2.0,2.0,49.0,7.0,179.0,35.0,40.0,8.0,3.0,13.0,10.0,,88.0,10.0,225.0,3.0,,37.0,19.0,46.0,2.0,391.0,,0.0,13.0,28.0,1.0,19.0,4.0,612.0,19.0,6.0,3.0,16.0,0.0
321933,28,2011-04-20 19:45:00,6,Spurs,Home,112.0,24.0,2.0,9.0,7.0,5.0,,150.0,3.0,,4.0,15.0,10.0,38.0,253.0,,3.0,13.0,15.0,20.0,8.0,1.0,,1.0,,,1.0,,,,,12.0,1.0,,,,,,8.0,7.0,45.0,70.0,1.0,1.0,1.0,1.0,1.0,6.0,,7.0,11.0,5.0,,14.0,2.0,50.0,73.0,1.0,24.0,14.0,1.0,,74.0,8.0,14.0,,,2.0,1.0,1.0,140.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,27.0,,30.0,25.0,1.0,4.0,87.0,95.0,48.0,6.0,3.0,4.0,6.0,9.0,3.0,3.0,,53.0,49.0,28.0,,,,,1.0,189.0,171.0,2.0,31.0,30.0,45.1,,2.0,0.0,84.0,2.0,2.0,,,7.0,,3.0,64.0,10.0,132.0,46.0,42.0,15.0,7.0,24.0,17.0,,122.0,10.0,248.0,1.0,,34.0,12.0,71.0,2.0,356.0,1.0,0.0,17.0,31.0,5.0,20.0,0.0,600.0,13.0,8.0,7.0,24.0,0.0
321946,29,2011-03-06 16:00:00,6,Spurs,Away,128.0,10.0,1.0,3.0,2.0,2.0,,176.0,4.0,,1.0,7.0,11.0,20.0,301.0,,1.0,11.0,15.0,25.0,13.0,1.0,,,,,,,,,,18.0,,,,1.0,,,11.0,7.0,46.0,69.0,,1.0,,3.0,7.0,1.0,,4.0,6.0,4.0,,14.0,1.0,49.0,66.0,3.0,29.0,20.0,,,55.0,11.0,10.0,3.0,,1.0,1.0,,152.0,2.0,,,2.0,,,12.0,3.0,2.0,,35.0,1.0,16.0,16.0,,2.0,106.0,97.0,40.0,7.0,,4.0,12.0,8.0,6.0,1.0,,58.0,53.0,13.0,1.0,1.0,1.0,,,189.0,165.0,2.0,33.0,30.0,46.9,1.0,3.0,0.0,97.0,,1.0,,,5.0,,3.0,81.0,16.0,148.0,28.0,53.0,18.0,3.0,14.0,11.0,,127.0,11.0,267.0,2.0,,33.0,11.0,55.0,2.0,401.0,,0.0,20.0,21.0,4.0,16.0,3.0,630.0,15.0,10.0,4.0,13.0,0.0
321954,30,2011-03-19 12:45:00,6,Spurs,Home,167.0,29.0,1.0,6.0,5.0,4.0,1.0,253.0,1.0,,10.0,3.0,13.0,53.0,414.0,,,33.0,11.0,14.0,22.0,3.0,1.0,,,2.0,2.0,,,,,23.0,,,1.0,,1.0,1.0,6.0,4.0,61.0,69.0,1.0,2.0,,,7.0,7.0,,6.0,8.0,8.0,,16.0,3.0,51.0,65.0,,14.0,8.0,,,77.0,6.0,13.0,,,6.0,4.0,2.0,156.0,,,,,,,5.0,,1.0,,15.0,3.0,19.0,17.0,1.0,11.0,138.0,82.0,56.0,2.0,,13.0,12.0,9.0,,1.0,,88.0,65.0,25.0,,,,,,162.0,154.0,2.0,25.0,31.0,59.3,2.0,,0.0,146.0,3.0,2.0,,1.0,15.0,,2.0,141.0,25.0,183.0,38.0,22.0,21.0,4.0,24.0,20.0,1.0,189.0,10.0,342.0,1.0,,12.0,14.0,62.0,1.0,501.0,,0.0,31.0,28.0,1.0,36.0,0.0,739.0,12.0,10.0,6.0,22.0,0.0
321966,31,2011-04-02 15:00:00,6,Spurs,Away,156.0,22.0,1.0,3.0,2.0,2.0,,186.0,12.0,,4.0,8.0,15.0,34.0,339.0,,,21.0,4.0,14.0,8.0,1.0,,,,,,,,,,10.0,,,,,,,8.0,9.0,49.0,62.0,1.0,1.0,,4.0,3.0,8.0,,2.0,11.0,3.0,,14.0,3.0,42.0,50.0,4.0,15.0,4.0,,1.0,70.0,13.0,9.0,,,1.0,,,160.0,,,,,,,15.0,,3.0,,14.0,,20.0,15.0,1.0,4.0,117.0,89.0,50.0,8.0,,4.0,5.0,4.0,4.0,,,49.0,65.0,13.0,,,,,,163.0,147.0,1.0,28.0,26.0,54.3,,2.0,0.0,110.0,3.0,,1.0,,4.0,,3.0,80.0,9.0,179.0,35.0,31.0,8.0,2.0,16.0,14.0,,126.0,11.0,273.0,3.0,,28.0,15.0,57.0,,436.0,1.0,0.0,11.0,22.0,1.0,24.0,1.0,639.0,14.0,5.0,2.0,17.0,0.0
321975,32,2011-04-09 15:00:00,6,Spurs,Home,171.0,25.0,,8.0,8.0,4.0,,197.0,4.0,,2.0,7.0,9.0,54.0,360.0,,1.0,20.0,20.0,17.0,11.0,1.0,,,,,2.0,,1.0,,,11.0,,,,,,1.0,4.0,6.0,50.0,48.0,1.0,,1.0,2.0,9.0,7.0,,10.0,16.0,6.0,,7.0,2.0,52.0,58.0,2.0,22.0,13.0,,,69.0,13.0,15.0,2.0,,2.0,,2.0,162.0,3.0,,2.0,2.0,1.0,,6.0,2.0,1.0,1.0,27.0,,17.0,12.0,3.0,2.0,129.0,95.0,53.0,5.0,1.0,2.0,13.0,5.0,1.0,2.0,,74.0,46.0,36.0,,,,,,173.0,151.0,1.0,19.0,21.0,61.0,,3.0,0.0,114.0,1.0,3.0,,,2.0,,1.0,98.0,15.0,191.0,44.0,44.0,13.0,8.0,30.0,22.0,,150.0,11.0,294.0,1.0,,31.0,11.0,87.0,,455.0,,0.0,16.0,19.0,3.0,26.0,1.0,665.0,11.0,7.0,10.0,15.0,0.0
321981,33,2011-05-10 19:45:00,6,Spurs,Away,244.0,25.0,,5.0,5.0,4.0,,274.0,5.0,,2.0,4.0,18.0,49.0,513.0,,,22.0,11.0,14.0,9.0,2.0,1.0,,,,1.0,1.0,,,,11.0,,,,,,1.0,6.0,4.0,77.0,50.0,1.0,1.0,,,7.0,5.0,1.0,8.0,18.0,10.0,,13.0,2.0,50.0,59.0,,21.0,15.0,,,65.0,9.0,7.0,,1.0,2.0,1.0,1.0,175.0,,,,,,,7.0,,,1.0,23.0,,13.0,12.0,3.0,2.0,161.0,78.0,58.0,2.0,,6.0,5.0,2.0,4.0,1.0,1.0,73.0,110.0,19.0,,,,,,161.0,149.0,,28.0,19.0,61.9,,,0.0,175.0,3.0,,,1.0,7.0,,3.0,126.0,11.0,267.0,43.0,33.0,26.0,5.0,34.0,29.0,1.0,166.0,5.0,355.0,,,16.0,20.0,66.0,1.0,588.0,,0.0,16.0,25.0,2.0,29.0,1.0,810.0,7.0,13.0,8.0,21.0,0.0
321995,34,2011-04-23 15:00:00,6,Spurs,Home,196.0,27.0,2.0,10.0,8.0,2.0,1.0,276.0,4.0,2.0,9.0,3.0,12.0,56.0,462.0,,,15.0,5.0,15.0,13.0,3.0,,2.0,,,3.0,,,,,14.0,,,,,,3.0,4.0,7.0,58.0,65.0,2.0,3.0,,1.0,12.0,5.0,,11.0,22.0,7.0,,11.0,1.0,35.0,59.0,1.0,12.0,8.0,,1.0,66.0,8.0,11.0,2.0,,6.0,2.0,3.0,146.0,1.0,,,1.0,,,9.0,2.0,3.0,,12.0,,19.0,17.0,,9.0,163.0,86.0,58.0,1.0,,6.0,11.0,3.0,2.0,2.0,,104.0,59.0,20.0,,,,,,154.0,145.0,4.0,19.0,30.0,60.1,,,0.0,164.0,1.0,,1.0,,9.0,3.0,3.0,114.0,17.0,202.0,39.0,21.0,18.0,10.0,41.0,31.0,,159.0,5.0,370.0,3.0,2.0,10.0,15.0,75.0,,531.0,,0.0,24.0,21.0,4.0,18.0,1.0,760.0,18.0,12.0,11.0,18.0,0.0
322001,35,2011-04-30 17:30:00,6,Spurs,Away,189.0,23.0,3.0,2.0,,1.0,,178.0,3.0,2.0,13.0,2.0,8.0,31.0,365.0,,,13.0,10.0,4.0,7.0,3.0,1.0,,,,1.0,,,,,6.0,,,,,,1.0,11.0,9.0,53.0,74.0,,,,6.0,7.0,12.0,,5.0,6.0,2.0,,24.0,5.0,70.0,59.0,6.0,12.0,7.0,1.0,1.0,54.0,14.0,12.0,,,5.0,1.0,1.0,147.0,1.0,,,,1.0,,10.0,,1.0,1.0,13.0,,28.0,23.0,4.0,14.0,121.0,81.0,47.0,6.0,1.0,5.0,6.0,1.0,4.0,1.0,,66.0,55.0,6.0,,,,,,147.0,136.0,,40.0,16.0,47.6,,,0.0,109.0,3.0,5.0,,1.0,5.0,,3.0,64.0,11.0,206.0,34.0,23.0,23.0,3.0,11.0,9.0,1.0,94.0,7.0,235.0,1.0,2.0,21.0,8.0,57.0,,430.0,,0.0,13.0,31.0,1.0,17.0,1.0,672.0,14.0,12.0,5.0,21.0,0.0
322014,36,2011-05-07 17:30:00,6,Spurs,Home,146.0,29.0,4.0,13.0,9.0,3.0,,244.0,5.0,,7.0,4.0,18.0,47.0,377.0,1.0,1.0,32.0,13.0,24.0,14.0,3.0,1.0,,,,,,,,1.0,16.0,,,,,,2.0,9.0,7.0,56.0,66.0,3.0,3.0,,,9.0,6.0,,7.0,23.0,12.0,,15.0,2.0,57.0,66.0,,25.0,14.0,,1.0,75.0,8.0,12.0,1.0,,4.0,2.0,,137.0,1.0,,,1.0,,,9.0,1.0,1.0,2.0,29.0,,26.0,23.0,1.0,8.0,128.0,74.0,50.0,6.0,,8.0,10.0,6.0,4.0,2.0,,73.0,67.0,28.0,1.0,2.0,2.0,1.0,,188.0,167.0,2.0,20.0,35.0,58.6,,1.0,0.0,136.0,3.0,2.0,2.0,1.0,9.0,,3.0,114.0,18.0,157.0,39.0,46.0,29.0,6.0,43.0,37.0,1.0,163.0,10.0,343.0,2.0,,15.0,21.0,65.0,1.0,457.0,1.0,0.0,24.0,18.0,5.0,34.0,3.0,740.0,15.0,12.0,7.0,14.0,0.0
322022,37,2011-05-15 16:00:00,6,Spurs,Away,113.0,14.0,1.0,1.0,,5.0,,202.0,10.0,,3.0,10.0,19.0,30.0,314.0,,,17.0,15.0,18.0,7.0,1.0,,,,,,,,,,7.0,1.0,,,,,,6.0,9.0,74.0,56.0,,,1.0,5.0,3.0,15.0,,5.0,6.0,2.0,,13.0,1.0,56.0,61.0,5.0,33.0,18.0,,,63.0,8.0,13.0,,,1.0,,,143.0,,,,,,,16.0,,3.0,1.0,34.0,,19.0,15.0,3.0,4.0,98.0,93.0,50.0,11.0,2.0,4.0,4.0,3.0,3.0,2.0,,78.0,62.0,15.0,,,,,1.0,171.0,143.0,3.0,23.0,20.0,46.5,,,0.0,88.0,1.0,2.0,,,4.0,,3.0,85.0,8.0,134.0,23.0,61.0,17.0,4.0,12.0,8.0,,123.0,13.0,281.0,4.0,,37.0,21.0,58.0,,403.0,,0.0,10.0,19.0,1.0,20.0,1.0,633.0,12.0,11.0,5.0,13.0,0.0
322034,38,2011-05-22 16:00:00,6,Spurs,Home,248.0,34.0,3.0,6.0,5.0,4.0,,296.0,4.0,1.0,8.0,2.0,28.0,55.0,538.0,,,25.0,15.0,17.0,16.0,2.0,1.0,,,,,,,,,,,,,,,2.0,2.0,5.0,71.0,69.0,,,,2.0,11.0,4.0,,7.0,14.0,6.0,,23.0,,59.0,61.0,2.0,24.0,19.0,,,70.0,8.0,14.0,2.0,,,,,184.0,1.0,,,1.0,,,7.0,,1.0,3.0,27.0,,12.0,10.0,,9.0,183.0,95.0,58.0,5.0,,6.0,13.0,7.0,1.0,1.0,,110.0,77.0,23.0,,,,,,170.0,157.0,1.0,36.0,21.0,67.8,,,0.0,184.0,,1.0,,1.0,6.0,,2.0,125.0,19.0,265.0,54.0,37.0,25.0,5.0,24.0,21.0,,161.0,5.0,381.0,1.0,1.0,17.0,29.0,81.0,2.0,622.0,,0.0,24.0,17.0,2.0,26.0,0.0,853.0,12.0,13.0,7.0,11.0,0.0
