matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360683,22,2012-01-22 13:30:00,6,Spurs,Away,188.0,14.0,,,,1.0,,183.0,4.0,5.0,9.0,1.0,22.0,38.0,371.0,,,22.0,10.0,11.0,9.0,,,,,,,,,,,11.0,,,,,,1.0,12.0,4.0,71.0,59.0,1.0,1.0,1.0,3.0,5.0,13.0,,4.0,7.0,3.0,,16.0,1.0,56.0,49.0,3.0,19.0,11.0,,,48.0,10.0,8.0,1.0,,3.0,,,138.0,1.0,,1.0,1.0,,,8.0,2.0,1.0,,16.0,,12.0,7.0,2.0,9.0,128.0,73.0,35.0,9.0,1.0,6.0,4.0,3.0,6.0,4.0,,100.0,39.0,5.0,1.0,1.0,1.0,,148.0,139.0,2.0,27.0,20.0,46.7,,1.0,0.0,115.0,1.0,,,3.0,,6.0,,2.0,72.0,10.0,210.0,39.0,28.0,14.0,1.0,11.0,10.0,,110.0,1.0,253.0,1.0,5.0,19.0,22.0,66.0,2.0,452.0,,0.0,14.0,23.0,2.0,24.0,1.0,654.0,12.0,7.0,4.0,13.0,0.0
360693,23,2012-01-31 19:45:00,6,Spurs,Home,359.0,31.0,3.0,7.0,4.0,,,276.0,6.0,,9.0,4.0,57.0,53.0,628.0,,2.0,23.0,4.0,7.0,13.0,3.0,2.0,,,,,,,,,17.0,,,,,,,3.0,6.0,106.0,56.0,2.0,1.0,1.0,2.0,3.0,4.0,,5.0,12.0,1.0,,11.0,,33.0,35.0,2.0,5.0,2.0,,1.0,63.0,8.0,7.0,,,1.0,,,176.0,2.0,,1.0,2.0,,,10.0,3.0,,,5.0,,19.0,15.0,1.0,9.0,210.0,96.0,80.0,,3.0,6.0,12.0,10.0,1.0,2.0,,117.0,39.0,12.0,,,,,119.0,113.0,,25.0,19.0,62.3,,,0.0,200.0,,2.0,,2.0,2.0,7.0,,3.0,130.0,18.0,372.0,43.0,11.0,14.0,5.0,18.0,13.0,2.0,165.0,3.0,338.0,,,13.0,58.0,69.0,2.0,692.0,,0.0,20.0,13.0,4.0,24.0,0.0,877.0,12.0,8.0,5.0,7.0,0.0
360701,24,2012-02-06 20:00:00,6,Spurs,Away,226.0,20.0,2.0,5.0,3.0,1.0,,155.0,8.0,,3.0,8.0,31.0,38.0,376.0,,,21.0,9.0,12.0,5.0,1.0,,,,,,,,,,7.0,,,,,,,6.0,11.0,66.0,57.0,1.0,1.0,,2.0,3.0,5.0,,4.0,7.0,1.0,,13.0,2.0,49.0,39.0,2.0,15.0,5.0,,,51.0,14.0,6.0,,,1.0,,,156.0,,,,,,,13.0,,,2.0,7.0,,29.0,25.0,5.0,3.0,124.0,82.0,51.0,8.0,,2.0,4.0,3.0,6.0,1.0,,73.0,45.0,4.0,,,,,165.0,148.0,1.0,42.0,10.0,48.0,,2.0,0.0,121.0,2.0,2.0,,1.0,,4.0,,2.0,65.0,6.0,257.0,35.0,32.0,16.0,4.0,12.0,8.0,,100.0,8.0,222.0,,,27.0,34.0,55.0,,467.0,,0.0,10.0,16.0,1.0,31.0,2.0,678.0,10.0,5.0,4.0,15.0,0.0
360717,25,2012-02-11 17:30:00,6,Spurs,Home,303.0,33.0,1.0,4.0,3.0,4.0,,301.0,5.0,1.0,8.0,4.0,27.0,64.0,600.0,1.0,3.0,24.0,5.0,8.0,8.0,1.0,,,1.0,,,1.0,,,,17.0,,,,,,,5.0,3.0,96.0,62.0,5.0,1.0,4.0,1.0,2.0,5.0,,4.0,10.0,3.0,1.0,14.0,1.0,37.0,41.0,1.0,14.0,11.0,,,65.0,7.0,9.0,3.0,,3.0,1.0,1.0,200.0,5.0,,5.0,5.0,,,6.0,5.0,1.0,,15.0,,15.0,12.0,2.0,9.0,185.0,87.0,65.0,3.0,1.0,6.0,8.0,7.0,2.0,4.0,,95.0,95.0,19.0,,,,,148.0,142.0,1.0,25.0,27.0,65.4,,,0.0,195.0,1.0,1.0,,2.0,,9.0,,3.0,143.0,14.0,331.0,50.0,20.0,13.0,3.0,17.0,14.0,,171.0,7.0,362.0,1.0,1.0,11.0,27.0,79.0,5.0,676.0,1.0,0.0,18.0,17.0,6.0,26.0,2.0,875.0,20.0,7.0,4.0,15.0,0.0
360719,26,2012-02-26 13:30:00,6,Spurs,Away,162.0,13.0,1.0,3.0,2.0,1.0,,120.0,7.0,,5.0,1.0,20.0,18.0,279.0,,3.0,16.0,11.0,9.0,5.0,,4.0,,,,,,,,,8.0,1.0,,,,,,15.0,8.0,45.0,69.0,,,1.0,4.0,,11.0,,5.0,7.0,3.0,,20.0,2.0,61.0,63.0,4.0,14.0,8.0,1.0,,58.0,12.0,16.0,2.0,,4.0,1.0,,136.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,,13.0,,22.0,16.0,4.0,5.0,98.0,64.0,30.0,7.0,,4.0,2.0,5.0,7.0,3.0,,41.0,28.0,15.0,,,,1.0,167.0,159.0,1.0,36.0,25.0,43.1,,,0.0,89.0,3.0,,1.0,3.0,4.0,6.0,,3.0,55.0,6.0,184.0,36.0,22.0,12.0,4.0,15.0,11.0,4.0,102.0,10.0,199.0,1.0,,14.0,21.0,45.0,2.0,368.0,,1.0,11.0,33.0,6.0,17.0,2.0,594.0,21.0,5.0,5.0,22.0,0.0
360736,27,2012-03-04 16:10:00,6,Spurs,Home,206.0,21.0,3.0,7.0,4.0,,,221.0,2.0,,5.0,4.0,27.0,48.0,420.0,,,26.0,9.0,6.0,8.0,5.0,1.0,,,1.0,,2.0,,,,,,,1.0,,,1.0,4.0,2.0,77.0,52.0,,1.0,,2.0,4.0,5.0,,7.0,7.0,8.0,,12.0,,41.0,41.0,1.0,12.0,2.0,1.0,,70.0,10.0,10.0,1.0,,,,2.0,149.0,,,,,,,6.0,,,2.0,5.0,1.0,25.0,17.0,1.0,5.0,138.0,80.0,44.0,3.0,,6.0,7.0,6.0,,3.0,,62.0,73.0,24.0,,,,,154.0,148.0,3.0,18.0,23.0,52.1,1.0,,0.0,146.0,2.0,,,3.0,1.0,8.0,1.0,3.0,105.0,13.0,221.0,55.0,17.0,19.0,6.0,23.0,17.0,,146.0,4.0,312.0,,,11.0,28.0,73.0,1.0,510.0,,0.0,18.0,13.0,3.0,28.0,1.0,710.0,13.0,12.0,7.0,5.0,0.0
360743,28,2012-03-10 17:30:00,6,Spurs,Away,239.0,21.0,5.0,10.0,5.0,3.0,1.0,216.0,3.0,1.0,5.0,4.0,32.0,37.0,445.0,,1.0,23.0,6.0,13.0,12.0,7.0,1.0,,2.0,,,2.0,,,,12.0,,,,,1.0,2.0,4.0,5.0,75.0,73.0,1.0,1.0,,,7.0,3.0,,8.0,12.0,6.0,,14.0,4.0,40.0,62.0,,5.0,3.0,,,63.0,11.0,13.0,,,5.0,2.0,2.0,156.0,,,,,,,4.0,,,,8.0,1.0,20.0,19.0,,5.0,151.0,85.0,58.0,,,8.0,11.0,5.0,3.0,1.0,,56.0,52.0,12.0,,,,,161.0,149.0,3.0,37.0,24.0,62.1,1.0,,0.0,148.0,2.0,2.0,,3.0,1.0,12.0,2.0,3.0,94.0,19.0,259.0,33.0,17.0,15.0,8.0,28.0,20.0,1.0,139.0,9.0,299.0,,1.0,16.0,34.0,60.0,2.0,530.0,,0.0,24.0,27.0,7.0,26.0,2.0,759.0,19.0,9.0,8.0,18.0,0.0
360756,29,2012-03-21 19:45:00,6,Spurs,Home,164.0,16.0,2.0,5.0,3.0,5.0,,232.0,4.0,,6.0,,26.0,36.0,391.0,,4.0,25.0,16.0,8.0,15.0,2.0,,,2.0,,,3.0,,,,18.0,,,1.0,,,,8.0,2.0,47.0,64.0,1.0,,1.0,,12.0,5.0,,13.0,12.0,5.0,,18.0,,60.0,44.0,,12.0,10.0,,,71.0,11.0,10.0,,,4.0,1.0,3.0,161.0,1.0,,1.0,1.0,,,7.0,1.0,,1.0,16.0,1.0,23.0,20.0,1.0,6.0,150.0,76.0,47.0,1.0,1.0,5.0,13.0,7.0,1.0,,,73.0,66.0,21.0,,,,,191.0,173.0,6.0,23.0,23.0,64.0,1.0,,0.0,130.0,1.0,,,,,7.0,,3.0,114.0,18.0,184.0,37.0,30.0,22.0,13.0,31.0,18.0,,168.0,12.0,335.0,,,8.0,27.0,61.0,1.0,488.0,,0.0,26.0,15.0,8.0,28.0,1.0,735.0,14.0,11.0,13.0,12.0,0.0
360761,30,2012-03-24 12:45:00,6,Spurs,Away,201.0,20.0,1.0,4.0,3.0,3.0,,218.0,6.0,1.0,4.0,7.0,29.0,40.0,415.0,,3.0,16.0,12.0,9.0,12.0,2.0,,,,,1.0,1.0,,,,14.0,,,1.0,,,2.0,4.0,5.0,70.0,56.0,2.0,5.0,,4.0,5.0,5.0,,4.0,7.0,3.0,,14.0,,47.0,46.0,4.0,21.0,13.0,,,61.0,13.0,10.0,,,4.0,1.0,1.0,161.0,,,,,,,8.0,,1.0,3.0,22.0,1.0,20.0,12.0,4.0,4.0,128.0,75.0,47.0,6.0,,10.0,4.0,4.0,4.0,4.0,,93.0,56.0,15.0,,,,,143.0,126.0,,27.0,19.0,54.6,1.0,,0.0,130.0,1.0,1.0,,1.0,,11.0,1.0,2.0,90.0,14.0,221.0,38.0,38.0,16.0,4.0,15.0,11.0,,122.0,9.0,283.0,1.0,1.0,21.0,30.0,61.0,,489.0,1.0,0.0,20.0,17.0,4.0,22.0,2.0,708.0,9.0,10.0,5.0,13.0,0.0
360776,31,2012-04-01 16:00:00,6,Spurs,Home,142.0,16.0,5.0,11.0,6.0,,,217.0,2.0,,3.0,3.0,10.0,17.0,348.0,,,19.0,6.0,3.0,12.0,2.0,1.0,,,,,,,,,15.0,,,,,,,4.0,7.0,68.0,56.0,2.0,,2.0,2.0,2.0,11.0,,7.0,15.0,4.0,,16.0,1.0,49.0,57.0,2.0,8.0,3.0,,,52.0,10.0,12.0,2.0,,,1.0,,121.0,2.0,1.0,2.0,1.0,1.0,,5.0,2.0,1.0,,3.0,,30.0,25.0,2.0,3.0,112.0,70.0,49.0,7.0,1.0,6.0,10.0,9.0,5.0,2.0,,71.0,50.0,13.0,,,,,119.0,115.0,3.0,22.0,28.0,40.7,,,0.0,103.0,,1.0,,,1.0,9.0,,3.0,88.0,16.0,151.0,25.0,12.0,17.0,7.0,27.0,20.0,1.0,114.0,2.0,280.0,1.0,,14.0,11.0,29.0,1.0,404.0,,0.0,20.0,31.0,,20.0,0.0,621.0,14.0,11.0,7.0,24.0,0.0
360786,32,2012-04-07 12:45:00,6,Spurs,Away,355.0,25.0,,5.0,5.0,2.0,2.0,254.0,7.0,1.0,10.0,4.0,44.0,47.0,604.0,1.0,3.0,17.0,10.0,15.0,9.0,1.0,,,,,,,,,,14.0,,,,,,2.0,10.0,2.0,102.0,61.0,2.0,2.0,,1.0,7.0,4.0,,4.0,6.0,6.0,,12.0,,46.0,61.0,1.0,18.0,12.0,,,70.0,11.0,12.0,,,2.0,3.0,,180.0,,,,,,,7.0,,,1.0,16.0,,25.0,21.0,3.0,10.0,201.0,86.0,65.0,11.0,,5.0,5.0,1.0,4.0,3.0,,75.0,72.0,16.0,,,,,147.0,137.0,1.0,22.0,28.0,70.7,,,0.0,201.0,2.0,1.0,,1.0,,8.0,1.0,3.0,101.0,10.0,369.0,44.0,28.0,20.0,4.0,19.0,15.0,,144.0,5.0,334.0,1.0,1.0,8.0,46.0,64.0,2.0,684.0,1.0,0.0,16.0,24.0,7.0,19.0,2.0,905.0,14.0,10.0,4.0,15.0,0.0
360796,33,2012-04-09 15:00:00,6,Spurs,Home,182.0,15.0,1.0,6.0,5.0,6.0,,167.0,1.0,2.0,9.0,7.0,22.0,30.0,343.0,,4.0,18.0,16.0,7.0,11.0,1.0,2.0,,,,,,,,,10.0,,,1.0,,,1.0,6.0,6.0,55.0,57.0,5.0,4.0,1.0,2.0,7.0,3.0,,9.0,19.0,4.0,,9.0,1.0,48.0,39.0,2.0,22.0,9.0,1.0,,59.0,14.0,12.0,1.0,,2.0,1.0,,151.0,1.0,,1.0,1.0,,1.0,12.0,1.0,,2.0,18.0,1.0,18.0,13.0,4.0,9.0,107.0,94.0,43.0,3.0,,4.0,9.0,3.0,2.0,,,73.0,53.0,17.0,,,,,181.0,163.0,1.0,28.0,17.0,58.8,1.0,,0.0,116.0,2.0,,,,2.0,5.0,,3.0,98.0,13.0,205.0,34.0,40.0,11.0,8.0,32.0,24.0,3.0,132.0,15.0,256.0,,2.0,25.0,23.0,55.0,4.0,429.0,,0.0,15.0,17.0,6.0,19.0,1.0,664.0,18.0,3.0,10.0,16.0,0.0
360800,34,2012-05-02 20:00:00,6,Spurs,Away,217.0,17.0,2.0,3.0,1.0,1.0,,181.0,5.0,1.0,3.0,7.0,21.0,27.0,395.0,,6.0,20.0,9.0,14.0,7.0,1.0,2.0,,1.0,,,1.0,,,,11.0,,,,,,,11.0,4.0,70.0,60.0,3.0,2.0,2.0,3.0,3.0,3.0,,7.0,5.0,1.0,,8.0,1.0,38.0,46.0,2.0,13.0,9.0,,,59.0,9.0,6.0,2.0,,1.0,,1.0,166.0,4.0,1.0,4.0,3.0,1.0,2.0,9.0,3.0,2.0,1.0,17.0,,27.0,19.0,2.0,3.0,129.0,83.0,54.0,4.0,2.0,3.0,9.0,7.0,3.0,7.0,,62.0,58.0,7.0,,,,,161.0,146.0,2.0,24.0,27.0,53.1,,1.0,0.0,116.0,3.0,1.0,,1.0,2.0,4.0,,3.0,74.0,12.0,253.0,27.0,27.0,17.0,5.0,11.0,6.0,4.0,107.0,8.0,239.0,2.0,1.0,19.0,24.0,43.0,3.0,481.0,1.0,0.0,14.0,19.0,9.0,26.0,1.0,698.0,14.0,7.0,8.0,12.0,0.0
360817,35,2012-04-21 17:30:00,6,Spurs,Away,218.0,15.0,3.0,9.0,6.0,2.0,1.0,294.0,4.0,1.0,9.0,3.0,28.0,35.0,503.0,,2.0,18.0,6.0,6.0,11.0,3.0,,,,,,,,,,12.0,,,,,,4.0,5.0,7.0,66.0,67.0,1.0,2.0,,3.0,7.0,9.0,,13.0,15.0,5.0,,11.0,1.0,42.0,49.0,3.0,9.0,4.0,,,70.0,11.0,13.0,,,6.0,6.0,,176.0,,,,,,,8.0,,1.0,2.0,8.0,,12.0,10.0,,10.0,175.0,78.0,55.0,4.0,,4.0,10.0,6.0,2.0,2.0,,58.0,92.0,19.0,,,,,160.0,154.0,2.0,24.0,30.0,69.0,,,0.0,168.0,,2.0,,,,7.0,1.0,3.0,161.0,14.0,243.0,29.0,15.0,21.0,10.0,36.0,26.0,,207.0,4.0,378.0,1.0,1.0,13.0,29.0,52.0,1.0,585.0,,0.0,20.0,16.0,5.0,22.0,0.0,795.0,15.0,14.0,13.0,11.0,0.0
360826,36,2012-04-29 16:00:00,6,Spurs,Home,175.0,34.0,3.0,8.0,5.0,2.0,1.0,453.0,1.0,,6.0,2.0,30.0,63.0,620.0,,3.0,19.0,2.0,8.0,12.0,2.0,1.0,1.0,,,,1.0,,,,16.0,,,2.0,,,1.0,,,105.0,67.0,1.0,1.0,1.0,3.0,3.0,3.0,,6.0,20.0,3.0,1.0,9.0,,31.0,57.0,3.0,10.0,8.0,,,93.0,6.0,14.0,,,5.0,4.0,1.0,171.0,,,,,,,2.0,1.0,1.0,1.0,16.0,3.0,18.0,11.0,,6.0,231.0,79.0,58.0,1.0,1.0,8.0,6.0,5.0,,2.0,,118.0,162.0,20.0,,,,,155.0,143.0,7.0,25.0,29.0,70.6,2.0,,0.0,188.0,,,,1.0,1.0,11.0,,3.0,217.0,14.0,184.0,48.0,22.0,25.0,6.0,33.0,27.0,1.0,265.0,5.0,544.0,1.0,,12.0,31.0,77.0,1.0,695.0,2.0,0.0,19.0,22.0,5.0,22.0,0.0,904.0,15.0,13.0,6.0,19.0,0.0
360830,37,2012-05-06 14:00:00,6,Spurs,Away,169.0,15.0,3.0,6.0,3.0,2.0,,244.0,1.0,2.0,4.0,7.0,24.0,36.0,407.0,1.0,1.0,17.0,5.0,15.0,15.0,2.0,,,,,,,,,,17.0,1.0,,,,,,2.0,2.0,83.0,69.0,1.0,1.0,1.0,2.0,8.0,,,19.0,17.0,9.0,,19.0,,43.0,59.0,2.0,14.0,6.0,,,66.0,8.0,11.0,1.0,,1.0,,,153.0,,,,,,,2.0,,,,9.0,,17.0,13.0,2.0,4.0,126.0,76.0,47.0,4.0,,9.0,8.0,4.0,2.0,4.0,,67.0,77.0,22.0,,,,1.0,175.0,163.0,1.0,35.0,26.0,62.5,,1.0,0.0,127.0,,,,,,10.0,,1.0,138.0,17.0,187.0,28.0,26.0,22.0,16.0,42.0,26.0,,177.0,9.0,344.0,,2.0,23.0,24.0,60.0,1.0,489.0,2.0,1.0,22.0,22.0,3.0,22.0,2.0,712.0,4.0,11.0,19.0,19.0,0.0
360846,38,2012-05-13 15:00:00,6,Spurs,Home,278.0,5.0,3.0,4.0,1.0,,,197.0,2.0,,7.0,3.0,34.0,35.0,471.0,,2.0,15.0,3.0,8.0,7.0,2.0,,,1.0,,,2.0,,,,13.0,,,,,,,3.0,8.0,84.0,58.0,2.0,2.0,2.0,2.0,4.0,4.0,,8.0,8.0,2.0,,12.0,3.0,32.0,50.0,2.0,9.0,2.0,,,57.0,9.0,11.0,2.0,,3.0,1.0,2.0,139.0,1.0,,1.0,1.0,,,4.0,2.0,2.0,,7.0,,25.0,16.0,2.0,7.0,152.0,70.0,40.0,3.0,,5.0,5.0,6.0,2.0,1.0,,69.0,67.0,14.0,,,,,115.0,102.0,3.0,20.0,28.0,51.0,,1.0,0.0,159.0,2.0,3.0,,2.0,,7.0,,3.0,80.0,10.0,288.0,24.0,22.0,10.0,6.0,17.0,11.0,,118.0,6.0,263.0,2.0,,11.0,35.0,54.0,,534.0,,0.0,17.0,25.0,2.0,16.0,0.0,711.0,6.0,6.0,9.0,16.0,0.0
