season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,bigChanceScored_h,bigChanceScored_a
2009-10,284030,4,2009-08-30 16:00:00,"Villa Park, Birmingham",32917.0,Aston Villa,Fulham,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,10.0,8.0,2.0,,5.0,5.0,3.0,3.0,,,,,,,,,1.0,,8.0,5.0,4.0,1.0,18.0,21.0,79.0,89.0,400.0,530.0,313.0,431.0,44.1,55.9,,,24.0,17.0,19.0,14.0,19.0,20.0,26.0,27.0,16.0,17.0,3.0,3.0,,,,,1.0,4.0,8.0,17.0,153.0,148.0,,,,2.0,,,1.0,,,1.0,45.0,43.0,43.0,45.0,8.0,13.0,13.0,8.0,9.0,4.0,9.0,4.0,1.0,3.0,12.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2009-10,284031,4,2009-08-29 15:00:00,"Ewood Park, Blackburn",23421.0,Blackburn,West Ham,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,19.0,14.0,6.0,1.0,10.0,7.0,3.0,6.0,,,,,,,,,,,14.0,11.0,6.0,4.0,42.0,22.0,100.0,64.0,356.0,416.0,253.0,331.0,46.7,53.3,,,22.0,16.0,14.0,13.0,20.0,22.0,22.0,54.0,10.0,27.0,6.0,3.0,1.0,,,,12.0,9.0,11.0,14.0,158.0,148.0,,,,,,,1.0,1.0,,,63.0,54.0,54.0,63.0,14.0,13.0,13.0,14.0,5.0,2.0,5.0,2.0,3.0,,14.0,18.0,18.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284032,4,2009-08-29 15:00:00,"Toughsheet Community Stadium, Bolton",23284.0,Bolton,Liverpool,2,3,3,2,L,W,1,1,1,1,1,0,0,1,2.0,3.0,9.0,30.0,3.0,9.0,3.0,13.0,3.0,8.0,,,,,,1.0,,,2.0,2.0,6.0,24.0,4.0,12.0,22.0,32.0,66.0,86.0,155.0,612.0,92.0,538.0,22.2,77.8,,,25.0,15.0,13.0,11.0,23.0,10.0,47.0,31.0,25.0,16.0,8.0,2.0,,,,,8.0,3.0,9.0,10.0,134.0,152.0,,,3.0,2.0,,,,,,,47.0,57.0,57.0,47.0,12.0,19.0,19.0,12.0,5.0,11.0,5.0,11.0,2.0,2.0,15.0,8.0,7.0,15.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2009-10,284033,4,2009-08-29 12:45:00,"Stamford Bridge, London",40906.0,Chelsea,Burnley,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,33.0,4.0,15.0,,10.0,3.0,8.0,1.0,,,,,1.0,,,,3.0,,28.0,4.0,19.0,1.0,47.0,16.0,73.0,64.0,570.0,384.0,492.0,273.0,60.0,40.0,57.0,4.0,25.0,32.0,20.0,22.0,26.0,30.0,17.0,24.0,9.0,11.0,1.0,9.0,1.0,1.0,,,10.0,18.0,23.0,16.0,147.0,167.0,,11.0,,3.0,,,1.0,,,,56.0,61.0,61.0,56.0,8.0,11.0,11.0,8.0,10.0,1.0,10.0,1.0,,,9.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2009-10,284034,4,2009-08-30 15:00:00,"Goodison Park, Liverpool",35122.0,Everton,Wigan,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,33.0,14.0,8.0,3.0,11.0,6.0,14.0,5.0,,,,,1.0,1.0,,,1.0,1.0,24.0,9.0,15.0,5.0,42.0,12.0,94.0,65.0,363.0,293.0,280.0,200.0,56.1,43.9,,,22.0,27.0,17.0,17.0,16.0,18.0,39.0,47.0,19.0,25.0,5.0,14.0,,,,,,4.0,25.0,8.0,157.0,159.0,,,1.0,2.0,,,,,,,65.0,46.0,46.0,65.0,15.0,9.0,9.0,15.0,12.0,5.0,12.0,5.0,3.0,,11.0,24.0,23.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,1.0,,
2009-10,284035,4,2009-08-29 17:15:00,"Old Trafford, Manchester",75095.0,Man Utd,Arsenal,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,14.0,12.0,3.0,3.0,8.0,6.0,3.0,3.0,,,,,,1.0,,,,1.0,9.0,8.0,4.0,5.0,21.0,20.0,75.0,74.0,424.0,405.0,312.0,312.0,51.1,48.9,,,31.0,19.0,23.0,14.0,9.0,34.0,23.0,25.0,7.0,14.0,3.0,3.0,,,,,9.0,7.0,13.0,19.0,186.0,175.0,,,1.0,2.0,,,,,,1.0,62.0,66.0,66.0,62.0,9.0,16.0,16.0,9.0,6.0,4.0,6.0,5.0,1.0,,22.0,16.0,15.0,22.0,0.0,0.0,0.0,0.0,1.0,,1.0,,7.0,4.0,,
2009-10,284036,4,2009-08-30 13:30:00,"Fratton Park, Portsmouth",17826.0,Portsmouth,Man City,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,12.0,14.0,1.0,7.0,6.0,5.0,5.0,2.0,,,,,,,,,,1.0,9.0,7.0,4.0,5.0,24.0,16.0,87.0,66.0,397.0,393.0,296.0,314.0,50.0,50.0,,,41.0,22.0,30.0,19.0,26.0,24.0,37.0,33.0,24.0,12.0,2.0,5.0,,,,,14.0,4.0,12.0,25.0,163.0,180.0,,,1.0,,,,,1.0,,,63.0,57.0,57.0,63.0,8.0,9.0,9.0,8.0,3.0,11.0,3.0,11.0,1.0,1.0,13.0,10.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2009-10,284037,4,2009-08-29 15:00:00,"bet365 Stadium, Stoke",27091.0,Stoke,Sunderland,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,14.0,9.0,5.0,3.0,6.0,3.0,3.0,3.0,,,,,,,,,,,9.0,6.0,4.0,3.0,25.0,36.0,92.0,87.0,279.0,334.0,172.0,211.0,45.3,54.7,,,16.0,15.0,10.0,13.0,11.0,14.0,66.0,43.0,38.0,23.0,3.0,4.0,,1.0,,,5.0,3.0,8.0,6.0,182.0,204.0,,,,1.0,,,1.0,,,,47.0,48.0,48.0,47.0,20.0,17.0,17.0,20.0,10.0,10.0,10.0,10.0,,,11.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284038,4,2009-08-29 15:00:00,"White Hart Lane, London",35318.0,Spurs,Birmingham,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,26.0,13.0,9.0,5.0,11.0,5.0,6.0,3.0,,,,,1.0,,,,2.0,,18.0,11.0,10.0,6.0,28.0,18.0,65.0,84.0,491.0,333.0,404.0,231.0,59.5,40.5,,,16.0,13.0,12.0,11.0,27.0,25.0,36.0,39.0,20.0,22.0,3.0,8.0,,,1.0,,8.0,12.0,4.0,8.0,143.0,165.0,,,1.0,2.0,,,,,,,49.0,43.0,43.0,49.0,12.0,10.0,10.0,12.0,6.0,3.0,7.0,3.0,1.0,1.0,12.0,10.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,
2009-10,284039,4,2009-08-29 15:00:00,"Molineux Stadium, Wolverhampton",27906.0,Wolves,Hull,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,24.0,5.0,6.0,3.0,10.0,1.0,8.0,1.0,,,,,,,,,1.0,1.0,14.0,4.0,7.0,4.0,33.0,15.0,92.0,98.0,330.0,278.0,217.0,172.0,54.5,45.5,,,12.0,18.0,11.0,14.0,9.0,22.0,62.0,63.0,42.0,26.0,1.0,8.0,,1.0,,,4.0,2.0,10.0,8.0,191.0,198.0,,,1.0,1.0,,,,,,,51.0,47.0,47.0,51.0,22.0,14.0,14.0,22.0,8.0,2.0,8.0,2.0,4.0,,11.0,15.0,15.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,,
2009-10,284040,5,2009-09-13 12:00:00,"St. Andrew's @ Knighthead Park, Birmingham",25196.0,Birmingham,Aston Villa,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,13.0,13.0,3.0,2.0,5.0,7.0,5.0,4.0,,,,,,,,,,1.0,9.0,12.0,5.0,6.0,38.0,22.0,99.0,89.0,397.0,403.0,279.0,289.0,50.3,49.7,,,19.0,22.0,16.0,18.0,18.0,4.0,38.0,53.0,24.0,27.0,3.0,5.0,,,,,6.0,7.0,14.0,15.0,192.0,188.0,,,1.0,,,,,1.0,,,55.0,51.0,51.0,55.0,9.0,13.0,13.0,9.0,7.0,1.0,7.0,1.0,1.0,3.0,10.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
2009-10,284041,5,2009-09-12 15:00:00,"Ewood Park, Blackburn",24845.0,Blackburn,Wolves,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,14.0,10.0,6.0,3.0,4.0,4.0,4.0,3.0,,,,,1.0,,,,2.0,1.0,7.0,5.0,6.0,4.0,27.0,21.0,66.0,83.0,317.0,272.0,213.0,172.0,53.4,46.6,,,12.0,22.0,10.0,16.0,15.0,12.0,49.0,46.0,28.0,19.0,3.0,2.0,1.0,,,1.0,1.0,4.0,13.0,8.0,195.0,170.0,,,1.0,3.0,,,,,,,51.0,51.0,51.0,51.0,18.0,16.0,16.0,18.0,10.0,6.0,10.0,6.0,1.0,1.0,12.0,18.0,17.0,12.0,0.0,0.0,0.0,0.0,,,,,10.0,,,
2009-10,284042,5,2009-09-13 16:15:00,"Craven Cottage, London",24191.0,Fulham,Everton,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,19.0,13.0,8.0,4.0,7.0,1.0,4.0,8.0,,,,,,,,,1.0,1.0,12.0,8.0,6.0,8.0,20.0,24.0,84.0,104.0,377.0,348.0,264.0,247.0,51.9,48.1,,,15.0,25.0,12.0,14.0,23.0,31.0,42.0,50.0,22.0,25.0,9.0,5.0,,,,,4.0,3.0,19.0,13.0,190.0,181.0,,,1.0,2.0,,,,,,,41.0,50.0,50.0,41.0,10.0,14.0,14.0,10.0,5.0,4.0,6.0,4.0,1.0,1.0,7.0,14.0,13.0,7.0,0.0,0.0,0.0,0.0,,,,,,8.0,,
2009-10,284043,5,2009-09-12 15:00:00,"Anfield, Liverpool",43817.0,Liverpool,Burnley,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,28.0,7.0,15.0,3.0,10.0,3.0,3.0,1.0,,,,,1.0,,,,3.0,,23.0,7.0,14.0,4.0,35.0,24.0,81.0,84.0,525.0,340.0,428.0,229.0,60.4,39.6,37.0,13.0,25.0,21.0,18.0,16.0,20.0,19.0,30.0,25.0,18.0,16.0,1.0,3.0,,1.0,,,7.0,15.0,11.0,22.0,156.0,162.0,3.0,11.0,,4.0,,,1.0,,,,60.0,46.0,46.0,60.0,10.0,10.0,10.0,10.0,7.0,5.0,7.0,5.0,1.0,,8.0,11.0,10.0,8.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2009-10,284044,5,2009-09-12 15:00:00,"Etihad Stadium, Manchester",47339.0,Man City,Arsenal,4,2,2,4,W,L,1,0,0,1,0,0,0,0,4.0,2.0,10.0,23.0,5.0,7.0,3.0,12.0,2.0,4.0,,,,,,1.0,,,4.0,2.0,8.0,18.0,6.0,8.0,12.0,30.0,60.0,65.0,301.0,454.0,222.0,374.0,39.1,60.9,,,20.0,28.0,16.0,21.0,24.0,17.0,45.0,24.0,28.0,6.0,5.0,2.0,,,,,9.0,15.0,15.0,14.0,149.0,154.0,,,2.0,4.0,,,,,,,53.0,64.0,64.0,53.0,6.0,14.0,14.0,6.0,3.0,12.0,3.0,12.0,2.0,2.0,14.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284045,5,2009-09-12 15:00:00,"Fratton Park, Portsmouth",17564.0,Portsmouth,Bolton,2,3,3,2,L,W,1,2,2,1,0,0,0,0,2.0,3.0,22.0,17.0,3.0,5.0,12.0,8.0,7.0,4.0,,,,,,,,,1.0,2.0,14.0,11.0,5.0,5.0,30.0,29.0,84.0,79.0,340.0,197.0,264.0,124.0,62.2,37.8,,,13.0,25.0,9.0,20.0,10.0,25.0,36.0,56.0,15.0,29.0,4.0,6.0,1.0,,,,3.0,7.0,18.0,11.0,166.0,151.0,,,3.0,2.0,,,,,,,48.0,58.0,58.0,48.0,12.0,13.0,13.0,12.0,7.0,5.0,7.0,5.0,2.0,2.0,17.0,16.0,16.0,17.0,0.0,0.0,0.0,0.0,,1.0,,1.0,3.0,1.0,,
2009-10,284046,5,2009-09-12 15:00:00,"bet365 Stadium, Stoke",27440.0,Stoke,Chelsea,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,4.0,29.0,2.0,6.0,2.0,8.0,,15.0,,,,,,,,,1.0,2.0,3.0,18.0,2.0,13.0,13.0,31.0,60.0,82.0,178.0,475.0,100.0,392.0,27.8,72.2,,,19.0,17.0,11.0,17.0,18.0,9.0,55.0,25.0,39.0,10.0,15.0,,,1.0,,1.0,6.0,3.0,10.0,10.0,141.0,160.0,,,2.0,1.0,,,,,,,43.0,52.0,52.0,43.0,10.0,15.0,15.0,10.0,4.0,14.0,4.0,14.0,,,15.0,12.0,11.0,14.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2009-10,284047,5,2009-09-12 15:00:00,"Stadium of Light, Sunderland",38997.0,Sunderland,Hull,4,1,1,4,W,L,1,1,1,1,0,0,0,0,4.0,1.0,10.0,9.0,4.0,5.0,4.0,2.0,2.0,2.0,,,,,,,,,1.0,1.0,6.0,8.0,3.0,6.0,20.0,22.0,77.0,100.0,290.0,275.0,201.0,181.0,51.4,48.6,,,21.0,21.0,15.0,20.0,15.0,9.0,59.0,47.0,31.0,23.0,1.0,2.0,1.0,,,,4.0,8.0,16.0,19.0,180.0,169.0,,,1.0,4.0,,,,,,1.0,62.0,59.0,59.0,62.0,18.0,15.0,15.0,18.0,6.0,8.0,7.0,8.0,,1.0,20.0,17.0,15.0,19.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,1.0,,
2009-10,284048,5,2009-09-12 17:30:00,"White Hart Lane, London",35785.0,Spurs,Man Utd,1,3,3,1,L,W,1,2,2,1,0,1,1,0,1.0,3.0,14.0,18.0,6.0,11.0,5.0,5.0,3.0,2.0,,,,,1.0,,,,,1.0,11.0,14.0,7.0,10.0,31.0,20.0,92.0,87.0,434.0,455.0,332.0,350.0,49.1,50.9,,,24.0,21.0,15.0,16.0,31.0,12.0,32.0,27.0,17.0,15.0,3.0,3.0,,,1.0,,10.0,10.0,12.0,18.0,160.0,172.0,,,3.0,1.0,,,,,,,62.0,59.0,59.0,62.0,15.0,12.0,12.0,15.0,3.0,9.0,3.0,9.0,1.0,1.0,17.0,13.0,13.0,16.0,0.0,0.0,0.0,0.0,,,,,,9.0,,
2009-10,284049,5,2009-09-12 15:00:00,"The Brick Community Stadium, Wigan",17142.0,Wigan,West Ham,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,12.0,13.0,6.0,5.0,4.0,6.0,2.0,2.0,,,,,,1.0,,,,,9.0,10.0,6.0,5.0,20.0,21.0,81.0,52.0,433.0,364.0,332.0,271.0,53.0,47.0,,,34.0,21.0,26.0,17.0,18.0,25.0,19.0,32.0,9.0,27.0,2.0,1.0,,1.0,,,13.0,7.0,15.0,19.0,161.0,161.0,,,,1.0,,,1.0,,,,65.0,59.0,59.0,65.0,12.0,12.0,12.0,12.0,5.0,7.0,5.0,7.0,,1.0,14.0,13.0,12.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2009-10,284050,6,2009-09-19 15:00:00,"Emirates Stadium, London",59103.0,Arsenal,Wigan,4,0,0,4,W,L,1,0,0,1,0,0,0,0,4.0,,26.0,13.0,9.0,5.0,10.0,4.0,7.0,4.0,,,,,2.0,1.0,,,4.0,,21.0,8.0,13.0,6.0,25.0,13.0,71.0,55.0,449.0,279.0,368.0,197.0,61.9,38.1,,,25.0,31.0,22.0,23.0,22.0,24.0,15.0,30.0,5.0,15.0,4.0,7.0,,,,,7.0,17.0,26.0,12.0,153.0,140.0,,,,4.0,,,1.0,,,,80.0,62.0,62.0,80.0,18.0,17.0,17.0,18.0,6.0,4.0,6.0,4.0,2.0,,8.0,20.0,20.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2009-10,284051,6,2009-09-19 15:00:00,"Villa Park, Birmingham",35979.0,Aston Villa,Portsmouth,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,6.0,17.0,3.0,6.0,1.0,5.0,2.0,6.0,,,,,,,,,1.0,,1.0,14.0,1.0,11.0,27.0,17.0,67.0,67.0,302.0,323.0,221.0,257.0,49.0,51.0,,,12.0,19.0,9.0,15.0,10.0,18.0,18.0,30.0,12.0,13.0,5.0,2.0,1.0,1.0,,,11.0,5.0,11.0,7.0,150.0,127.0,,,,2.0,,,1.0,,,,44.0,63.0,63.0,44.0,14.0,16.0,16.0,14.0,7.0,5.0,7.0,5.0,1.0,,17.0,13.0,13.0,17.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,2.0,,
2009-10,284052,6,2009-09-19 15:00:00,"Toughsheet Community Stadium, Bolton",20265.0,Bolton,Stoke,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,12.0,10.0,4.0,4.0,6.0,4.0,2.0,2.0,,,,,,,,,,1.0,6.0,5.0,3.0,4.0,39.0,30.0,89.0,85.0,321.0,297.0,227.0,207.0,51.5,48.5,,,12.0,18.0,9.0,10.0,12.0,14.0,48.0,60.0,28.0,37.0,2.0,2.0,,,,,5.0,5.0,13.0,10.0,174.0,176.0,,,1.0,1.0,,,,,,,45.0,57.0,57.0,45.0,18.0,25.0,25.0,18.0,4.0,7.0,4.0,7.0,,,10.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,4.0,,
2009-10,284053,6,2009-09-19 12:45:00,"Turf Moor, Burnley",20196.0,Burnley,Sunderland,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,9.0,9.0,3.0,4.0,5.0,4.0,1.0,1.0,,,,,,,,,2.0,1.0,7.0,7.0,3.0,4.0,29.0,45.0,102.0,79.0,361.0,345.0,236.0,230.0,50.3,49.7,15.0,12.0,21.0,20.0,17.0,16.0,17.0,29.0,42.0,30.0,23.0,20.0,1.0,1.0,1.0,1.0,1.0,,4.0,7.0,12.0,13.0,186.0,194.0,3.0,,1.0,3.0,,,,,,,60.0,48.0,48.0,60.0,17.0,20.0,20.0,17.0,4.0,4.0,4.0,4.0,1.0,,4.0,15.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,5.0,,
2009-10,284054,6,2009-09-20 16:00:00,"Stamford Bridge, London",41623.0,Chelsea,Spurs,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,28.0,9.0,10.0,3.0,11.0,4.0,7.0,2.0,,,,,2.0,,,,3.0,,22.0,8.0,12.0,5.0,19.0,16.0,64.0,55.0,373.0,393.0,310.0,327.0,49.1,50.9,,,17.0,16.0,13.0,11.0,21.0,16.0,19.0,34.0,14.0,20.0,2.0,6.0,,,,,2.0,3.0,11.0,8.0,117.0,123.0,,,,3.0,,,1.0,,,,37.0,40.0,40.0,37.0,7.0,15.0,15.0,7.0,11.0,3.0,11.0,3.0,,,8.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2009-10,284055,6,2009-09-20 15:00:00,"Goodison Park, Liverpool",35546.0,Everton,Blackburn,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,21.0,8.0,9.0,4.0,7.0,3.0,5.0,1.0,,,,,,1.0,,,2.0,,17.0,6.0,11.0,4.0,27.0,31.0,95.0,99.0,408.0,304.0,325.0,185.0,57.0,43.0,,,18.0,14.0,14.0,11.0,18.0,13.0,61.0,26.0,31.0,12.0,1.0,6.0,,1.0,,1.0,7.0,6.0,11.0,14.0,164.0,187.0,,,,3.0,,,1.0,,,,59.0,55.0,55.0,59.0,17.0,19.0,19.0,17.0,6.0,2.0,6.0,2.0,1.0,3.0,15.0,18.0,18.0,15.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2009-10,284056,6,2009-09-19 15:00:00,"The MKM Stadium, Hull",23759.0,Hull,Birmingham,0,1,1,0,L,W,0,0,0,0,0,0,0,0,0.0,1.0,17.0,15.0,3.0,8.0,6.0,5.0,8.0,2.0,1.5692,1.2659,0.251,2.3055,1.0,,0.6742,0.7438,,1.0,13.0,12.0,8.0,8.0,43.0,36.0,108.0,81.0,321.0,415.0,221.0,278.0,44.6,55.4,17.0,25.0,17.0,17.0,12.0,9.0,25.0,19.0,65.0,49.0,31.0,29.0,2.0,8.0,,,,,5.0,7.0,14.0,14.0,150.0,176.0,7.0,3.0,1.0,0.0,2.3055,0.251,,1.0,0.0,0.0,50.0,61.0,61.0,50.0,13.0,24.0,24.0,13.0,10.0,8.0,10.0,8.0,2.0,,15.0,13.0,13.0,15.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.0,,
2009-10,284057,6,2009-09-20 13:30:00,"Old Trafford, Manchester",75066.0,Man Utd,Man City,4,3,3,4,W,L,1,1,1,1,0,0,0,0,4.0,3.0,24.0,11.0,8.0,4.0,10.0,4.0,6.0,3.0,,,,,,1.0,,,4.0,3.0,17.0,7.0,11.0,4.0,24.0,16.0,94.0,48.0,480.0,326.0,378.0,237.0,61.0,39.0,,,15.0,27.0,13.0,18.0,12.0,33.0,11.0,51.0,5.0,26.0,1.0,6.0,,,2.0,,7.0,8.0,19.0,8.0,173.0,156.0,,,3.0,4.0,,,,,,,56.0,62.0,62.0,56.0,18.0,13.0,13.0,18.0,12.0,1.0,11.0,1.0,2.0,1.0,15.0,16.0,15.0,15.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2009-10,284058,6,2009-09-19 17:30:00,"Boleyn Ground, London",34658.0,West Ham,Liverpool,2,3,3,2,L,W,2,2,2,2,0,0,0,0,2.0,3.0,12.0,19.0,3.0,5.0,5.0,4.0,4.0,10.0,,,,,1.0,,,,1.0,3.0,8.0,17.0,5.0,14.0,16.0,19.0,62.0,100.0,359.0,506.0,280.0,417.0,42.1,57.9,,,23.0,33.0,17.0,23.0,25.0,27.0,38.0,13.0,21.0,8.0,9.0,3.0,,1.0,,,10.0,10.0,18.0,12.0,146.0,138.0,,,3.0,2.0,,,,,,,65.0,73.0,73.0,65.0,15.0,17.0,17.0,15.0,4.0,4.0,4.0,4.0,1.0,,15.0,17.0,17.0,13.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,2.0,,
2009-10,284059,6,2009-09-20 14:00:00,"Molineux Stadium, Wolverhampton",27670.0,Wolves,Fulham,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,13.0,8.0,3.0,4.0,8.0,1.0,2.0,3.0,,,,,,,,,2.0,,10.0,3.0,4.0,2.0,26.0,22.0,106.0,75.0,370.0,446.0,249.0,316.0,44.5,55.5,,,8.0,16.0,7.0,13.0,15.0,20.0,48.0,59.0,31.0,25.0,3.0,2.0,,1.0,,,3.0,3.0,9.0,5.0,181.0,205.0,,,1.0,2.0,,,,,,,37.0,55.0,55.0,37.0,16.0,21.0,21.0,16.0,3.0,3.0,3.0,3.0,,1.0,16.0,11.0,10.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,3.0,4.0,,
2009-10,284060,7,2009-09-26 15:00:00,"St. Andrew's @ Knighthead Park, Birmingham",28671.0,Birmingham,Bolton,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,14.0,12.0,4.0,4.0,6.0,6.0,4.0,2.0,,,,,1.0,1.0,,,1.0,1.0,11.0,7.0,7.0,4.0,40.0,15.0,97.0,75.0,442.0,272.0,351.0,186.0,62.3,37.7,,,14.0,17.0,12.0,14.0,22.0,26.0,39.0,62.0,23.0,34.0,2.0,4.0,1.0,,,,7.0,8.0,7.0,12.0,172.0,168.0,,,2.0,1.0,,,,,,,54.0,45.0,45.0,54.0,15.0,11.0,11.0,15.0,8.0,4.0,8.0,4.0,2.0,1.0,11.0,17.0,17.0,10.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2009-10,284061,7,2009-09-26 15:00:00,"Ewood Park, Blackburn",25172.0,Blackburn,Aston Villa,2,1,1,2,W,L,1,1,1,1,1,0,0,1,2.0,1.0,22.0,8.0,4.0,4.0,11.0,4.0,7.0,,,,,,,,,,,1.0,13.0,6.0,4.0,3.0,28.0,20.0,88.0,76.0,292.0,312.0,192.0,221.0,47.5,52.5,,,14.0,20.0,8.0,14.0,19.0,6.0,30.0,46.0,18.0,19.0,,6.0,,,,1.0,5.0,6.0,12.0,9.0,164.0,174.0,,,1.0,2.0,,,,,,,60.0,64.0,64.0,60.0,29.0,25.0,25.0,29.0,6.0,5.0,6.0,5.0,3.0,1.0,15.0,13.0,11.0,14.0,0.0,0.0,0.0,0.0,1.0,,1.0,,4.0,2.0,,
2009-10,284062,7,2009-09-26 17:30:00,"Craven Cottage, London",25700.0,Fulham,Arsenal,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,20.0,16.0,8.0,4.0,8.0,10.0,4.0,2.0,,,,,1.0,,,,,1.0,14.0,13.0,9.0,5.0,24.0,27.0,83.0,70.0,417.0,437.0,278.0,338.0,49.1,50.9,,,28.0,20.0,19.0,11.0,24.0,32.0,36.0,52.0,19.0,33.0,2.0,3.0,,,,,11.0,11.0,14.0,17.0,209.0,180.0,,,1.0,,,,,1.0,,,67.0,69.0,69.0,67.0,18.0,24.0,24.0,18.0,3.0,6.0,4.0,6.0,3.0,1.0,15.0,13.0,10.0,14.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
