season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attLgLeft,attPenTarget,penaltySave,secondYellow,attCorner,attFreekickPost,attOneOnOne,attPenMiss,contentiousDecision,attLgRight,attObxdRight,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,ptsDroppedWinningPos,ptsGainedLosingPos,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,keeperGoals,subsGoals,successfulFiftyFifty,winningGoal,totalDistance
2018-19,987750,16.0,2018-12-09 16:00:00,4,Newcastle,Home,206.0,16.0,1.0,9.0,8.0,2.0,3.0,140.0,4.0,1.0,2.0,9.0,3.0,27.0,337.0,,,14.0,33.0,26.0,4.0,3.0,,,,1.0,,,,6.0,,1.0,,,3.0,9.0,4.0,7.0,5.0,,60.0,66.0,,,,3.0,3.0,4.0,,4.0,12.0,10.0,,7.0,3.0,59.0,61.0,3.0,23.0,11.0,,1.0,50.0,10.0,15.0,1.0,,6.0,5.0,1.0,157.0,1.0,,1.0,,1.0,,7.0,,,,,,,,,11.0,1.0,7.0,7.0,1.0,2.0,103.0,67.0,33.0,6.0,,2.0,6.0,4.0,398.0,,,2.0,,,69.0,41.0,33.0,,,,,144.0,144.0,8.0,26.0,26.0,50.4,1.0,,0.0,,,,105.0,3.0,1.0,4.0,,,5.0,,3.0,53.0,322.0,8.0,219.0,39.0,23.0,14.0,3.0,30.0,27.0,,99.0,9.0,236.0,,1.0,29.0,4.0,62.0,,425.0,,1.0,12.0,13.0,,19.0,2.0,608.0,19.0,17.0,8.0,4.0,10.0,0.0,,,,,,,1.0,,,,,,7.0,16.0,16.0,4.0,,,,,,,,,,,,,
2018-19,987755,17.0,2018-12-15 15:00:00,4,Newcastle,Away,73.0,9.0,,,,1.0,,56.0,3.0,,5.0,10.0,6.0,22.0,129.0,,,15.0,32.0,22.0,4.0,,,1.0,,1.0,,1.0,,6.0,,,,,1.0,10.0,5.0,3.0,5.0,,26.0,71.0,2.0,1.0,1.0,4.0,1.0,9.0,,1.0,2.0,1.0,,10.0,4.0,72.0,48.0,4.0,61.0,30.0,,,19.0,13.0,4.0,1.0,,1.0,,1.0,123.0,1.0,,1.0,1.0,,,11.0,,,1.0,3.0,,,,1.0,30.0,,16.0,16.0,1.0,5.0,42.0,60.0,20.0,10.0,,,5.0,5.0,214.0,,,3.0,1.0,,35.0,31.0,11.0,,,,,167.0,167.0,2.0,36.0,22.0,26.5,,1.0,0.0,,,,42.0,1.0,4.0,5.0,1.0,,2.0,,3.0,25.0,122.0,5.0,114.0,23.0,61.0,14.0,1.0,4.0,3.0,,43.0,9.0,123.0,3.0,,37.0,6.0,66.0,1.0,233.0,,0.0,8.0,17.0,2.0,27.0,1.0,474.0,8.0,26.0,5.0,1.0,7.0,0.0,,,,,,,,,,,,,8.0,15.0,15.0,6.0,,,,,,,,,,,,,
2018-19,987769,18.0,2018-12-22 15:00:00,4,Newcastle,Home,212.0,29.0,1.0,8.0,7.0,1.0,,201.0,2.0,,6.0,6.0,2.0,39.0,405.0,,,21.0,22.0,21.0,4.0,1.0,,,,,,,,5.0,,,,,2.0,2.0,2.0,5.0,4.0,,65.0,62.0,,,,1.0,4.0,9.0,,6.0,12.0,18.0,,7.0,,49.0,58.0,1.0,10.0,7.0,,,59.0,9.0,11.0,,,2.0,2.0,,158.0,,,,,,,2.0,,,,,,,,,7.0,,7.0,7.0,1.0,6.0,138.0,75.0,41.0,,,2.0,3.0,,479.0,,,2.0,3.0,,61.0,86.0,45.0,,,,,161.0,161.0,5.0,22.0,28.0,53.5,,,0.0,,,,138.0,1.0,1.0,2.0,,,5.0,,2.0,109.0,387.0,5.0,234.0,59.0,10.0,7.0,4.0,36.0,32.0,,156.0,5.0,301.0,,,28.0,3.0,83.0,2.0,499.0,,0.0,9.0,22.0,1.0,25.0,1.0,700.0,25.0,21.0,5.0,6.0,15.0,0.0,,,,,,,,,,1.0,,,5.0,18.0,18.0,9.0,,,,,,,,,,,,,
2018-19,987777,19.0,2018-12-26 15:00:00,4,Newcastle,Away,67.0,18.0,1.0,5.0,4.0,5.0,1.0,84.0,9.0,1.0,4.0,5.0,,28.0,146.0,,,12.0,16.0,16.0,3.0,1.0,,,,,,,,5.0,,,,,1.0,13.0,3.0,4.0,2.0,,44.0,52.0,1.0,1.0,,2.0,,4.0,,2.0,2.0,8.0,,4.0,2.0,38.0,46.0,2.0,42.0,22.0,,,42.0,10.0,7.0,,,1.0,2.0,,121.0,,,,,,,13.0,,,,,,,,,22.0,,15.0,15.0,3.0,4.0,34.0,63.0,26.0,10.0,,3.0,1.0,2.0,204.0,,,4.0,3.0,,47.0,34.0,17.0,1.0,1.0,1.0,,127.0,127.0,2.0,20.0,17.0,25.0,,,0.0,,,,34.0,3.0,1.0,4.0,2.0,,4.0,,2.0,41.0,125.0,4.0,93.0,38.0,42.0,12.0,2.0,14.0,12.0,,65.0,13.0,154.0,,1.0,22.0,1.0,66.0,1.0,233.0,,0.0,6.0,15.0,,18.0,0.0,432.0,5.0,13.0,8.0,2.0,10.0,0.0,,,,,,,,,,,,,6.0,15.0,15.0,7.0,,,,,,,,,,,,,
2018-19,987791,20.0,2018-12-29 15:00:00,4,Newcastle,Away,101.0,22.0,2.0,4.0,2.0,3.0,,136.0,1.0,1.0,4.0,9.0,6.0,37.0,233.0,,,9.0,31.0,23.0,4.0,3.0,,,,,,,,4.0,,,,,2.0,5.0,7.0,3.0,5.0,,50.0,70.0,1.0,,1.0,3.0,2.0,15.0,,6.0,10.0,9.0,,3.0,,67.0,69.0,3.0,34.0,22.0,,,62.0,16.0,16.0,1.0,,3.0,2.0,,132.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,1.0,22.0,,18.0,18.0,3.0,4.0,73.0,70.0,32.0,3.0,,4.0,4.0,2.0,295.0,,,5.0,2.0,,69.0,49.0,32.0,,,,,142.0,142.0,4.0,24.0,30.0,37.3,,,0.0,,,,71.0,2.0,2.0,4.0,,,4.0,,2.0,66.0,216.0,8.0,120.0,40.0,34.0,12.0,4.0,25.0,21.0,,116.0,8.0,231.0,1.0,1.0,30.0,7.0,80.0,4.0,326.0,,0.0,8.0,22.0,3.0,11.0,2.0,532.0,13.0,13.0,8.0,6.0,20.0,0.0,,,,,,,,,,,,,9.0,16.0,16.0,4.0,2.0,,,,,,,,,,,,
2018-19,987799,21.0,2019-01-02 20:00:00,4,Newcastle,Home,135.0,23.0,,4.0,4.0,4.0,,120.0,5.0,,3.0,5.0,5.0,22.0,251.0,,1.0,25.0,22.0,14.0,12.0,1.0,1.0,,,,,,,12.0,,,,,2.0,11.0,5.0,8.0,6.0,,50.0,64.0,,,,1.0,3.0,9.0,,1.0,5.0,13.0,,9.0,2.0,56.0,58.0,1.0,13.0,7.0,1.0,1.0,43.0,10.0,8.0,,,1.0,2.0,,148.0,,,,,,,10.0,,,,,,,,,7.0,,9.0,9.0,1.0,3.0,79.0,66.0,28.0,2.0,,7.0,6.0,3.0,329.0,,,3.0,1.0,,57.0,41.0,27.0,,,,,157.0,157.0,3.0,33.0,23.0,34.9,,,0.0,,,,73.0,3.0,2.0,5.0,,1.0,8.0,,3.0,61.0,237.0,13.0,167.0,51.0,13.0,15.0,1.0,21.0,20.0,1.0,94.0,8.0,204.0,,1.0,26.0,5.0,66.0,,350.0,,0.0,14.0,28.0,1.0,30.0,1.0,561.0,23.0,20.0,9.0,1.0,16.0,0.0,,,,,,,,,,,,,8.0,22.0,22.0,9.0,,,,,,,,,,,,,
2018-19,987805,22.0,2019-01-12 17:30:00,4,Newcastle,Away,147.0,22.0,1.0,5.0,4.0,1.0,,119.0,1.0,,5.0,8.0,2.0,34.0,261.0,,1.0,20.0,20.0,11.0,7.0,,,,,,,,,8.0,,,,,,8.0,2.0,7.0,2.0,,63.0,59.0,,,,1.0,1.0,14.0,,5.0,6.0,9.0,1.0,13.0,1.0,65.0,46.0,1.0,20.0,6.0,,,42.0,13.0,6.0,,,,,,133.0,1.0,1.0,1.0,,1.0,,5.0,,,,1.0,,,,,6.0,,19.0,19.0,4.0,5.0,77.0,83.0,32.0,8.0,,6.0,2.0,2.0,328.0,,,1.0,1.0,,58.0,57.0,26.0,,,,,143.0,143.0,4.0,20.0,27.0,34.1,,,0.0,,,,78.0,3.0,1.0,4.0,,,6.0,,2.0,68.0,251.0,8.0,166.0,39.0,20.0,12.0,2.0,17.0,15.0,,96.0,4.0,202.0,2.0,,42.0,2.0,84.0,1.0,351.0,1.0,0.0,9.0,22.0,1.0,25.0,1.0,556.0,13.0,16.0,7.0,5.0,15.0,0.0,,,,,,1.0,,,,,,,11.0,21.0,21.0,14.0,,,,,,,,,,,,,
2018-19,987818,23.0,2019-01-19 15:00:00,4,Newcastle,Home,129.0,15.0,4.0,5.0,1.0,3.0,,160.0,3.0,,5.0,10.0,6.0,38.0,284.0,,,33.0,28.0,39.0,9.0,3.0,2.0,,,,,,,11.0,,,,,,5.0,4.0,12.0,4.0,,57.0,61.0,3.0,1.0,2.0,2.0,5.0,9.0,,7.0,15.0,6.0,2.0,21.0,,73.0,60.0,2.0,29.0,20.0,,,45.0,11.0,5.0,,,,,,164.0,3.0,,2.0,2.0,1.0,1.0,5.0,,,2.0,3.0,,,,,20.0,,13.0,13.0,2.0,5.0,85.0,81.0,52.0,10.0,1.0,4.0,11.0,6.0,361.0,,,3.0,2.0,,85.0,60.0,33.0,,,,,165.0,165.0,4.0,27.0,19.0,53.5,,1.0,0.0,,,,69.0,1.0,,1.0,,2.0,5.0,,1.0,82.0,275.0,15.0,162.0,31.0,29.0,5.0,6.0,27.0,21.0,3.0,114.0,7.0,240.0,3.0,,28.0,6.0,72.0,1.0,375.0,,0.0,16.0,17.0,2.0,38.0,0.0,611.0,25.0,19.0,1.0,7.0,8.0,0.0,,,,,,,,,,,,,6.0,29.0,29.0,11.0,,,,,,,,,,,,,
2018-19,987829,24.0,2019-01-29 20:00:00,4,Newcastle,Home,81.0,11.0,1.0,1.0,,5.0,,71.0,3.0,1.0,2.0,8.0,2.0,18.0,151.0,,,15.0,18.0,13.0,2.0,1.0,,,,,,,,4.0,1.0,,,,1.0,8.0,4.0,4.0,3.0,,31.0,53.0,,,1.0,4.0,2.0,15.0,1.0,1.0,3.0,1.0,1.0,17.0,1.0,64.0,44.0,4.0,28.0,15.0,,,40.0,9.0,7.0,1.0,,2.0,1.0,,115.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,15.0,,16.0,16.0,1.0,2.0,55.0,60.0,23.0,8.0,,1.0,3.0,2.0,216.0,,,5.0,1.0,,23.0,53.0,14.0,,,,1.0,136.0,136.0,3.0,24.0,19.0,23.8,,,0.0,,,,38.0,2.0,1.0,2.0,1.0,,3.0,,2.0,33.0,142.0,4.0,111.0,29.0,28.0,9.0,1.0,6.0,5.0,,68.0,8.0,134.0,1.0,1.0,37.0,3.0,67.0,2.0,239.0,,0.0,7.0,20.0,1.0,20.0,2.0,422.0,9.0,13.0,4.0,1.0,11.0,0.0,,,,,,,,,,1.0,,,6.0,17.0,17.0,10.0,,3.0,,,,,,,,,,,
2018-19,987840,25.0,2019-02-02 12:30:00,4,Newcastle,Away,101.0,16.0,,4.0,4.0,9.0,,101.0,6.0,,6.0,11.0,2.0,38.0,198.0,,,11.0,20.0,18.0,4.0,,,,,,,,,6.0,,,,1.0,,16.0,5.0,3.0,5.0,,46.0,62.0,,,,7.0,3.0,9.0,2.0,3.0,3.0,5.0,,5.0,1.0,44.0,49.0,7.0,41.0,19.0,1.0,1.0,42.0,6.0,6.0,,,,,,135.0,,,,,,,10.0,,,,3.0,,,,1.0,19.0,1.0,15.0,15.0,2.0,6.0,65.0,69.0,31.0,6.0,,1.0,3.0,2.0,271.0,,,10.0,3.0,,34.0,53.0,14.0,,,,,136.0,136.0,2.0,30.0,17.0,28.4,1.0,,0.0,,,,49.0,3.0,,1.0,,,3.0,1.0,2.0,36.0,185.0,4.0,127.0,33.0,41.0,13.0,3.0,11.0,8.0,,75.0,14.0,179.0,3.0,,38.0,2.0,81.0,2.0,295.0,,0.0,8.0,17.0,1.0,14.0,1.0,499.0,12.0,14.0,8.0,3.0,10.0,0.0,,,,,,,,,,,,,5.0,24.0,24.0,9.0,,,,,,,,,,,,,
2018-19,987851,26.0,2019-02-11 20:00:00,4,Newcastle,Away,167.0,15.0,,4.0,4.0,3.0,,159.0,4.0,,1.0,7.0,8.0,34.0,322.0,,1.0,13.0,22.0,26.0,7.0,,,,,,,,,8.0,,,,,1.0,16.0,6.0,6.0,3.0,,68.0,76.0,,,,5.0,4.0,11.0,,1.0,2.0,8.0,,9.0,4.0,57.0,61.0,5.0,30.0,19.0,,1.0,60.0,9.0,7.0,,,1.0,1.0,,167.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,19.0,,18.0,18.0,3.0,1.0,95.0,78.0,33.0,13.0,1.0,2.0,6.0,3.0,414.0,,,7.0,1.0,,64.0,52.0,20.0,,,,,165.0,165.0,5.0,32.0,32.0,40.5,,,0.0,,,,104.0,3.0,2.0,5.0,,,2.0,,3.0,66.0,313.0,8.0,192.0,36.0,30.0,13.0,1.0,12.0,11.0,,112.0,9.0,254.0,1.0,,34.0,8.0,84.0,1.0,434.0,,0.0,9.0,21.0,1.0,23.0,3.0,638.0,14.0,18.0,7.0,1.0,11.0,0.0,,,,,,,,,,1.0,,,7.0,16.0,16.0,8.0,2.0,,,,,,,,,,,,
2018-19,987860,27.0,2019-02-23 15:00:00,4,Newcastle,Home,220.0,27.0,4.0,10.0,6.0,4.0,,245.0,2.0,,8.0,8.0,8.0,47.0,455.0,,2.0,14.0,24.0,27.0,21.0,3.0,2.0,,,,,,,22.0,,,1.0,1.0,1.0,2.0,1.0,23.0,6.0,,92.0,63.0,3.0,2.0,1.0,,6.0,6.0,,12.0,17.0,6.0,,5.0,,51.0,49.0,,9.0,3.0,,,65.0,11.0,7.0,1.0,,2.0,,,174.0,2.0,,1.0,2.0,,,2.0,,,2.0,2.0,,,,,3.0,4.0,13.0,13.0,,8.0,154.0,81.0,55.0,,1.0,10.0,16.0,12.0,536.0,,,2.0,1.0,,89.0,71.0,50.0,,,,,146.0,146.0,2.0,17.0,36.0,54.3,2.0,,0.0,,,,129.0,,,,,2.0,11.0,,3.0,124.0,443.0,26.0,239.0,50.0,9.0,8.0,9.0,32.0,23.0,2.0,174.0,9.0,342.0,2.0,,20.0,10.0,81.0,,549.0,1.0,0.0,29.0,13.0,4.0,19.0,2.0,745.0,49.0,14.0,3.0,12.0,9.0,0.0,,,,,,,,1.0,,,,,9.0,22.0,22.0,13.0,,,,,,,,,,,,,
2018-19,987870,28.0,2019-02-26 20:00:00,4,Newcastle,Home,170.0,29.0,,4.0,4.0,5.0,,165.0,2.0,,2.0,4.0,3.0,43.0,331.0,,,25.0,43.0,35.0,10.0,1.0,2.0,,,,,,,10.0,,,,,,11.0,1.0,9.0,4.0,,75.0,63.0,2.0,2.0,1.0,3.0,1.0,5.0,,4.0,8.0,6.0,1.0,17.0,,80.0,65.0,3.0,35.0,22.0,,,71.0,8.0,7.0,,,,,,160.0,1.0,,,1.0,,,9.0,,,2.0,5.0,,,,,22.0,,5.0,5.0,,2.0,110.0,93.0,41.0,7.0,1.0,9.0,3.0,3.0,420.0,,,4.0,,,68.0,77.0,31.0,,,,,174.0,174.0,5.0,16.0,32.0,54.3,,,0.0,,,,100.0,2.0,,2.0,,2.0,9.0,,3.0,69.0,318.0,12.0,189.0,58.0,35.0,13.0,3.0,17.0,14.0,2.0,117.0,12.0,273.0,5.0,,27.0,5.0,96.0,,445.0,1.0,0.0,13.0,19.0,1.0,36.0,1.0,665.0,13.0,11.0,5.0,4.0,12.0,0.0,,,,,,,,1.0,,,,,4.0,19.0,19.0,10.0,,,,,,,,,,,,,
2018-19,987880,29.0,2019-03-02 17:30:00,4,Newcastle,Away,153.0,18.0,,2.0,2.0,2.0,,184.0,4.0,,1.0,4.0,7.0,24.0,335.0,,1.0,13.0,17.0,5.0,13.0,,,,1.0,1.0,,,,15.0,,,,,,7.0,3.0,9.0,8.0,,66.0,64.0,1.0,1.0,,3.0,9.0,15.0,,6.0,3.0,8.0,,14.0,1.0,71.0,40.0,3.0,11.0,2.0,,,57.0,14.0,7.0,,,2.0,1.0,1.0,145.0,,,,,,,7.0,,,,,,,,,2.0,1.0,9.0,9.0,,1.0,98.0,71.0,38.0,1.0,,5.0,8.0,2.0,401.0,,,3.0,1.0,,41.0,68.0,31.0,1.0,1.0,1.0,,145.0,145.0,2.0,27.0,29.0,44.2,,,0.0,,,,113.0,1.0,1.0,2.0,1.0,,6.0,1.0,3.0,78.0,322.0,13.0,171.0,40.0,11.0,19.0,6.0,18.0,12.0,,119.0,6.0,269.0,,,12.0,9.0,50.0,3.0,422.0,,0.0,17.0,21.0,2.0,14.0,4.0,608.0,18.0,11.0,7.0,6.0,14.0,0.0,,,,,,,,,,,,,10.0,20.0,20.0,10.0,,,,,,,,,,,,,
2018-19,987890,30.0,2019-03-09 15:00:00,4,Newcastle,Home,135.0,20.0,2.0,5.0,3.0,1.0,,122.0,6.0,2.0,2.0,7.0,2.0,30.0,252.0,,3.0,24.0,29.0,18.0,10.0,,,,,,,,,12.0,,,,,,7.0,,12.0,7.0,,41.0,60.0,2.0,2.0,2.0,3.0,5.0,6.0,,8.0,13.0,6.0,,12.0,1.0,66.0,56.0,3.0,27.0,15.0,1.0,,54.0,13.0,9.0,3.0,,2.0,1.0,,150.0,2.0,,1.0,2.0,,,12.0,,,2.0,1.0,,,,1.0,15.0,,10.0,10.0,3.0,2.0,83.0,80.0,32.0,2.0,,4.0,8.0,7.0,336.0,,,2.0,3.0,,71.0,57.0,26.0,,,,1.0,179.0,179.0,6.0,29.0,20.0,45.5,,,0.0,,,,87.0,1.0,,1.0,,,7.0,,3.0,65.0,236.0,12.0,158.0,48.0,27.0,15.0,6.0,26.0,20.0,,106.0,4.0,229.0,1.0,2.0,24.0,3.0,69.0,2.0,361.0,,0.0,19.0,22.0,5.0,30.0,3.0,602.0,26.0,18.0,7.0,8.0,14.0,0.0,,,1.0,,,,,1.0,,2.0,,,8.0,24.0,24.0,12.0,,3.0,,,,,,,,,,,
2018-19,987892,31.0,2019-03-16 15:00:00,4,Newcastle,Away,159.0,12.0,,4.0,4.0,2.0,,170.0,4.0,1.0,4.0,8.0,6.0,37.0,325.0,,,10.0,21.0,16.0,7.0,,,,,1.0,,,,9.0,,,,,,7.0,3.0,4.0,8.0,,59.0,60.0,,1.0,,1.0,4.0,9.0,1.0,6.0,10.0,9.0,1.0,9.0,,52.0,56.0,1.0,19.0,9.0,,1.0,60.0,12.0,9.0,1.0,,2.0,1.0,1.0,163.0,1.0,,1.0,1.0,,,11.0,,,1.0,2.0,,,,1.0,9.0,,8.0,8.0,,4.0,99.0,85.0,37.0,6.0,,2.0,6.0,4.0,399.0,,,1.0,1.0,,69.0,70.0,31.0,1.0,1.0,1.0,,148.0,148.0,6.0,22.0,26.0,51.1,,1.0,0.0,,,,102.0,1.0,,,,,4.0,,3.0,83.0,313.0,8.0,175.0,35.0,19.0,9.0,5.0,25.0,20.0,,127.0,5.0,273.0,2.0,1.0,28.0,6.0,85.0,1.0,423.0,,0.0,12.0,25.0,,13.0,2.0,607.0,19.0,13.0,7.0,6.0,16.0,0.0,1.0,,,,,,,,,,,,8.0,15.0,15.0,13.0,2.0,1.0,,,,,,,,,,,
2018-19,987902,32.0,2019-04-01 20:00:00,4,Newcastle,Away,113.0,12.0,1.0,2.0,1.0,2.0,,75.0,2.0,,7.0,5.0,5.0,22.0,186.0,,,13.0,21.0,16.0,2.0,,,,,,,1.0,,3.0,,,,,,6.0,1.0,1.0,2.0,,35.0,70.0,,,,2.0,,6.0,1.0,2.0,2.0,6.0,,10.0,1.0,49.0,48.0,2.0,23.0,8.0,1.0,,40.0,10.0,11.0,,1.0,,,,132.0,,,,,,,7.0,,,,,,,,,8.0,,18.0,18.0,3.0,7.0,58.0,63.0,22.0,6.0,,1.0,1.0,1.0,261.0,,,3.0,3.0,,34.0,35.0,20.0,,,,,150.0,150.0,3.0,32.0,22.0,29.4,,,0.0,,,,60.0,2.0,,1.0,,,2.0,,3.0,38.0,175.0,2.0,140.0,34.0,23.0,8.0,2.0,10.0,8.0,,77.0,5.0,155.0,,,23.0,6.0,62.0,2.0,285.0,,0.0,3.0,17.0,1.0,20.0,0.0,468.0,6.0,17.0,5.0,2.0,9.0,0.0,,,,,,,,,,,,,5.0,18.0,18.0,10.0,,,,,,,,,,,,,
2018-19,987917,33.0,2019-04-06 15:00:00,4,Newcastle,Home,158.0,25.0,2.0,9.0,7.0,2.0,,213.0,5.0,,3.0,3.0,3.0,39.0,362.0,,,16.0,29.0,19.0,11.0,2.0,,2.0,,2.0,,,,11.0,,,,,1.0,3.0,,11.0,7.0,,49.0,47.0,,,,1.0,4.0,5.0,,9.0,14.0,13.0,,10.0,,61.0,54.0,1.0,12.0,4.0,,,57.0,12.0,12.0,,,5.0,4.0,2.0,144.0,,,,,,,5.0,,,,1.0,,,,,4.0,,15.0,15.0,,3.0,127.0,57.0,34.0,4.0,,6.0,7.0,5.0,417.0,,,,,,98.0,67.0,40.0,1.0,1.0,1.0,,138.0,138.0,6.0,17.0,20.0,53.8,,1.0,0.0,,,,116.0,,,,,,9.0,,3.0,119.0,345.0,13.0,174.0,47.0,12.0,12.0,8.0,39.0,31.0,,155.0,4.0,301.0,1.0,,11.0,3.0,62.0,2.0,436.0,,0.0,18.0,18.0,,19.0,1.0,642.0,28.0,13.0,6.0,9.0,10.0,0.0,,,,,,,,,,,,,7.0,17.0,17.0,10.0,,,,,,,,,,,,,
2018-19,987926,34.0,2019-04-12 20:00:00,4,Newcastle,Away,104.0,15.0,2.0,5.0,3.0,1.0,,94.0,6.0,,3.0,2.0,4.0,21.0,193.0,,1.0,9.0,29.0,20.0,5.0,1.0,,,,1.0,,1.0,,9.0,,1.0,,,,9.0,3.0,8.0,3.0,,39.0,78.0,,1.0,,2.0,1.0,8.0,,3.0,5.0,4.0,,7.0,3.0,59.0,54.0,2.0,33.0,11.0,,,45.0,10.0,6.0,,,2.0,,1.0,134.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,11.0,1.0,22.0,22.0,1.0,3.0,71.0,67.0,19.0,2.0,1.0,3.0,4.0,5.0,280.0,,,1.0,1.0,,55.0,34.0,16.0,,,,,161.0,161.0,6.0,39.0,23.0,28.3,1.0,1.0,0.0,,,,59.0,5.0,,5.0,,,5.0,,2.0,44.0,182.0,7.0,128.0,36.0,33.0,14.0,3.0,12.0,9.0,,85.0,6.0,187.0,,,28.0,5.0,64.0,4.0,303.0,,0.0,11.0,21.0,3.0,16.0,3.0,510.0,17.0,19.0,8.0,3.0,13.0,0.0,,,,,,,1.0,1.0,,,,,6.0,22.0,22.0,14.0,,,,,,,,,,,,,
2018-19,987939,35.0,2019-04-20 17:30:00,4,Newcastle,Home,111.0,11.0,1.0,3.0,2.0,6.0,,92.0,4.0,,3.0,7.0,4.0,20.0,200.0,,,22.0,19.0,36.0,4.0,1.0,,,,1.0,,,,10.0,,,,1.0,1.0,8.0,7.0,9.0,6.0,,41.0,56.0,1.0,,1.0,1.0,5.0,10.0,,4.0,9.0,2.0,,12.0,2.0,48.0,79.0,1.0,30.0,15.0,,,47.0,5.0,10.0,,,3.0,2.0,1.0,162.0,3.0,,1.0,3.0,,,9.0,,,3.0,,,,,,15.0,1.0,14.0,14.0,1.0,3.0,55.0,67.0,24.0,11.0,3.0,3.0,5.0,6.0,295.0,,,5.0,1.0,,43.0,49.0,22.0,,,,,172.0,172.0,4.0,24.0,21.0,43.4,1.0,,0.0,,,,62.0,1.0,1.0,3.0,1.0,,4.0,2.0,3.0,41.0,184.0,8.0,153.0,39.0,30.0,13.0,3.0,16.0,13.0,,80.0,10.0,183.0,,,26.0,4.0,62.0,,320.0,,0.0,15.0,22.0,2.0,28.0,0.0,536.0,25.0,18.0,11.0,4.0,13.0,0.0,,,,,,,,,,1.0,,,3.0,20.0,20.0,10.0,,,,,,,,,,,,,
