season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attLgCentre,attObxdLeft,attPenTarget,attPostRight,penaltySave,ptsDroppedWinningPos,ptsGainedLosingPos
2018-19,987818,23,2019-01-19 15:00:00,97,Cardiff,Away,72.0,7.0,3.0,3.0,,6.0,,144.0,3.0,,6.0,15.0,2.0,28.0,213.0,,1.0,20.0,39.0,28.0,3.0,3.0,,,,,,,4.0,,,,1.0,2.0,12.0,4.0,5.0,4.0,45.0,63.0,,,,7.0,24.0,3.0,1.0,,,10.0,7.0,3.0,,13.0,2.0,60.0,73.0,7.0,17.0,11.0,,,55.0,6.0,11.0,,,,2.0,,143.0,,,,,,7.0,,,1.0,11.0,,10.0,10.0,1.0,7.0,71.0,67.0,32.0,7.0,,3.0,3.0,1.0,298.0,5.0,1.0,69.0,60.0,35.0,,,,,168.0,168.0,1.0,22.0,27.0,46.5,,,24.0,0.0,66.0,3.0,,3.0,1.0,,5.0,,3.0,73.0,202.0,11.0,6.0,98.0,18.0,17.0,13.0,10.0,22.0,12.0,,122.0,21.0,249.0,1.0,,41.0,2.0,70.0,,325.0,1.0,0.0,9.0,25.0,1.0,27.0,1.0,539.0,19.0,11.0,9.0,10.0,19.0,0.0,,,,,,,,
2018-19,987823,24,2019-01-29 19:45:00,97,Cardiff,Away,62.0,12.0,3.0,7.0,4.0,4.0,1.0,105.0,3.0,,1.0,15.0,3.0,30.0,160.0,,,11.0,9.0,21.0,10.0,3.0,,,,1.0,,,14.0,,,,1.0,6.0,11.0,4.0,7.0,12.0,34.0,55.0,,,,2.0,13.0,8.0,7.0,,,7.0,3.0,2.0,,9.0,1.0,41.0,50.0,2.0,25.0,11.0,,,45.0,12.0,10.0,,,3.0,4.0,1.0,111.0,1.0,,,1.0,,6.0,1.0,1.0,,11.0,,11.0,11.0,4.0,1.0,41.0,63.0,37.0,4.0,,7.0,7.0,2.0,212.0,6.0,,30.0,46.0,26.0,1.0,1.0,1.0,,116.0,116.0,4.0,35.0,12.0,29.1,,,13.0,0.0,46.0,2.0,,2.0,,,9.0,,3.0,50.0,147.0,10.0,14.0,75.0,18.0,25.0,8.0,7.0,16.0,9.0,,92.0,10.0,173.0,1.0,,35.0,3.0,60.0,1.0,232.0,1.0,0.0,19.0,16.0,,20.0,3.0,430.0,20.0,12.0,4.0,7.0,9.0,0.0,,,,,,,,
2018-19,987834,25,2019-02-02 17:30:00,97,Cardiff,Home,51.0,12.0,,2.0,2.0,3.0,1.0,85.0,3.0,,,13.0,2.0,31.0,134.0,,2.0,5.0,20.0,27.0,7.0,1.0,2.0,,,,,,8.0,1.0,,,1.0,10.0,6.0,3.0,9.0,3.0,29.0,56.0,2.0,1.0,2.0,3.0,22.0,7.0,21.0,,,6.0,7.0,4.0,,8.0,1.0,70.0,60.0,3.0,30.0,15.0,,,42.0,17.0,12.0,,1.0,3.0,1.0,,114.0,1.0,,1.0,1.0,,10.0,1.0,,,15.0,,18.0,18.0,3.0,,35.0,71.0,30.0,7.0,2.0,,9.0,5.0,191.0,2.0,1.0,28.0,42.0,21.0,,,,1.0,135.0,135.0,2.0,32.0,17.0,26.9,,,22.0,0.0,40.0,1.0,1.0,2.0,2.0,2.0,,,3.0,46.0,122.0,15.0,9.0,68.0,21.0,30.0,10.0,5.0,17.0,12.0,2.0,83.0,11.0,167.0,,,38.0,3.0,71.0,2.0,218.0,,0.0,12.0,17.0,3.0,10.0,1.0,407.0,20.0,14.0,5.0,6.0,9.0,0.0,,,,,,,,
2018-19,987848,26,2019-02-09 15:00:00,97,Cardiff,Away,68.0,11.0,1.0,3.0,2.0,4.0,,91.0,1.0,,1.0,12.0,,23.0,156.0,,,18.0,21.0,35.0,1.0,1.0,,,,,,,3.0,,,,1.0,7.0,10.0,4.0,4.0,2.0,36.0,69.0,1.0,,1.0,3.0,16.0,,14.0,1.0,,2.0,10.0,1.0,1.0,15.0,4.0,65.0,70.0,3.0,25.0,11.0,,,58.0,12.0,15.0,,,1.0,1.0,,149.0,2.0,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,11.0,,9.0,9.0,2.0,1.0,42.0,72.0,27.0,8.0,,2.0,2.0,3.0,238.0,3.0,2.0,46.0,40.0,21.0,,,,,166.0,166.0,2.0,33.0,23.0,33.3,,1.0,16.0,0.0,40.0,3.0,3.0,6.0,,,3.0,,3.0,50.0,144.0,8.0,4.0,94.0,26.0,25.0,8.0,2.0,14.0,12.0,,100.0,14.0,187.0,1.0,,41.0,,72.0,3.0,267.0,1.0,0.0,6.0,17.0,2.0,22.0,3.0,461.0,21.0,15.0,3.0,2.0,10.0,0.0,,,,,,,,
2018-19,987855,27,2019-02-22 19:45:00,97,Cardiff,Home,81.0,10.0,2.0,3.0,1.0,6.0,,129.0,2.0,,1.0,13.0,2.0,29.0,207.0,,1.0,15.0,21.0,28.0,6.0,2.0,,,,1.0,,1.0,8.0,,,,,4.0,7.0,5.0,7.0,8.0,47.0,69.0,1.0,3.0,1.0,2.0,23.0,4.0,8.0,,1.0,3.0,5.0,3.0,1.0,6.0,1.0,53.0,72.0,2.0,16.0,8.0,2.0,,62.0,10.0,11.0,,,2.0,1.0,1.0,155.0,,,,,,7.0,,,,8.0,1.0,17.0,17.0,,1.0,63.0,74.0,33.0,3.0,,4.0,4.0,6.0,288.0,1.0,3.0,62.0,38.0,28.0,,,,,158.0,158.0,4.0,28.0,33.0,35.4,1.0,,23.0,0.0,48.0,,2.0,2.0,,,5.0,,3.0,68.0,191.0,14.0,8.0,104.0,25.0,16.0,19.0,3.0,12.0,9.0,,116.0,20.0,221.0,,1.0,46.0,2.0,74.0,3.0,313.0,1.0,0.0,15.0,23.0,3.0,23.0,1.0,520.0,21.0,15.0,11.0,3.0,10.0,0.0,,,,,1.0,,,
2018-19,987863,28,2019-02-26 19:45:00,97,Cardiff,Home,61.0,10.0,2.0,4.0,2.0,5.0,,88.0,1.0,,,12.0,4.0,16.0,145.0,,,15.0,37.0,41.0,4.0,,,,,,,,5.0,,,,,7.0,8.0,4.0,4.0,2.0,36.0,61.0,,,,,18.0,1.0,8.0,,,3.0,3.0,5.0,,8.0,,66.0,82.0,,28.0,12.0,,,59.0,12.0,11.0,,1.0,1.0,2.0,,129.0,,,,,,4.0,,1.0,1.0,12.0,,13.0,13.0,,,43.0,69.0,22.0,4.0,,3.0,1.0,,235.0,3.0,1.0,53.0,50.0,27.0,,,,,161.0,161.0,3.0,32.0,19.0,32.8,,,18.0,0.0,49.0,1.0,,1.0,,,5.0,,3.0,47.0,136.0,12.0,4.0,82.0,33.0,28.0,9.0,2.0,12.0,10.0,,103.0,17.0,187.0,1.0,,34.0,5.0,63.0,3.0,257.0,1.0,0.0,6.0,23.0,,29.0,3.0,441.0,22.0,12.0,7.0,3.0,17.0,0.0,,,,,,,,
2018-19,987881,29,2019-03-02 15:00:00,97,Cardiff,Away,76.0,9.0,5.0,8.0,3.0,3.0,,174.0,2.0,1.0,4.0,6.0,7.0,17.0,242.0,,,12.0,41.0,20.0,5.0,3.0,,,,,,,5.0,,,,2.0,4.0,11.0,2.0,6.0,6.0,54.0,65.0,1.0,1.0,,1.0,32.0,4.0,16.0,,1.0,8.0,9.0,2.0,,10.0,3.0,83.0,53.0,1.0,11.0,3.0,1.0,,77.0,6.0,9.0,,,2.0,2.0,,144.0,,,,,,6.0,,,,3.0,,17.0,17.0,,4.0,75.0,76.0,34.0,7.0,,2.0,6.0,4.0,333.0,2.0,2.0,81.0,61.0,39.0,,,,,180.0,180.0,7.0,14.0,38.0,43.7,,,32.0,0.0,81.0,4.0,,4.0,,,4.0,,3.0,94.0,231.0,8.0,8.0,87.0,25.0,11.0,17.0,7.0,20.0,13.0,,164.0,9.0,287.0,,1.0,29.0,9.0,58.0,,354.0,1.0,0.0,12.0,17.0,,27.0,2.0,552.0,24.0,19.0,7.0,8.0,10.0,0.0,,,,,,,,
2018-19,987883,30,2019-03-09 15:00:00,97,Cardiff,Home,45.0,5.0,2.0,5.0,3.0,2.0,,106.0,,,,5.0,,13.0,146.0,,1.0,10.0,17.0,17.0,8.0,1.0,2.0,,,,,1.0,12.0,,,,1.0,6.0,5.0,4.0,11.0,5.0,32.0,73.0,4.0,4.0,2.0,1.0,17.0,3.0,8.0,,,7.0,7.0,,,13.0,2.0,53.0,47.0,1.0,17.0,8.0,,,61.0,7.0,11.0,,,3.0,3.0,,124.0,1.0,,1.0,1.0,,5.0,2.0,1.0,,8.0,,16.0,16.0,3.0,,33.0,57.0,16.0,5.0,2.0,4.0,6.0,7.0,205.0,2.0,1.0,38.0,38.0,33.0,,,,,142.0,142.0,9.0,28.0,28.0,29.3,,,17.0,0.0,37.0,2.0,,2.0,,2.0,6.0,,3.0,64.0,140.0,10.0,10.0,63.0,15.0,17.0,15.0,6.0,16.0,10.0,2.0,104.0,4.0,179.0,1.0,,31.0,,60.0,2.0,226.0,,0.0,16.0,13.0,3.0,18.0,2.0,424.0,27.0,19.0,7.0,7.0,9.0,0.0,,,1.0,,,,,
2018-19,987893,31,2019-04-16 19:45:00,97,Cardiff,Away,84.0,6.0,2.0,2.0,,2.0,,103.0,1.0,2.0,,8.0,1.0,16.0,185.0,,,11.0,41.0,34.0,4.0,3.0,,,,,,,5.0,,,,1.0,6.0,7.0,7.0,6.0,4.0,46.0,66.0,1.0,,1.0,,14.0,4.0,10.0,,,4.0,3.0,1.0,1.0,13.0,1.0,80.0,85.0,,32.0,24.0,,,67.0,13.0,11.0,,,1.0,,,157.0,2.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,24.0,,24.0,24.0,1.0,,42.0,83.0,26.0,5.0,1.0,2.0,7.0,3.0,266.0,4.0,2.0,55.0,52.0,13.0,,,,,160.0,160.0,2.0,34.0,19.0,36.1,,1.0,14.0,0.0,57.0,2.0,,2.0,2.0,,3.0,1.0,3.0,43.0,176.0,6.0,9.0,105.0,19.0,32.0,16.0,3.0,7.0,4.0,,96.0,10.0,204.0,1.0,2.0,35.0,1.0,76.0,,302.0,1.0,0.0,10.0,29.0,4.0,19.0,1.0,522.0,18.0,10.0,11.0,4.0,17.0,0.0,,,,,,,,
2018-19,987905,32,2019-03-31 14:05:00,97,Cardiff,Home,58.0,10.0,1.0,3.0,2.0,2.0,,77.0,2.0,1.0,1.0,10.0,2.0,21.0,132.0,,,8.0,25.0,21.0,5.0,,,,1.0,2.0,,,3.0,,,,,4.0,11.0,10.0,4.0,4.0,32.0,63.0,,,,1.0,12.0,1.0,17.0,,3.0,2.0,5.0,2.0,,6.0,,60.0,72.0,1.0,23.0,12.0,,,72.0,8.0,14.0,,,3.0,,2.0,127.0,1.0,,1.0,,1.0,11.0,,,,12.0,,14.0,14.0,3.0,1.0,42.0,80.0,20.0,7.0,1.0,4.0,2.0,3.0,208.0,9.0,4.0,35.0,38.0,24.0,,,,,149.0,149.0,4.0,29.0,22.0,28.9,,,12.0,0.0,38.0,,1.0,1.0,,,4.0,,3.0,44.0,120.0,7.0,6.0,68.0,24.0,23.0,14.0,2.0,9.0,7.0,,102.0,10.0,180.0,,1.0,42.0,2.0,79.0,2.0,239.0,1.0,0.0,8.0,27.0,,19.0,2.0,423.0,20.0,9.0,10.0,2.0,12.0,0.0,,,,,,,3.0,
2018-19,987916,33,2019-04-03 19:45:00,97,Cardiff,Away,53.0,6.0,2.0,2.0,,1.0,,72.0,9.0,,,5.0,3.0,25.0,123.0,,,4.0,13.0,14.0,1.0,2.0,,,,,,,1.0,,,,,5.0,15.0,12.0,2.0,2.0,31.0,40.0,,,,1.0,12.0,1.0,14.0,,,4.0,1.0,1.0,,5.0,5.0,45.0,39.0,1.0,28.0,14.0,,1.0,35.0,7.0,1.0,,,,,,93.0,,,,,,22.0,,,,14.0,,10.0,10.0,3.0,,27.0,60.0,27.0,17.0,,2.0,1.0,1.0,151.0,2.0,4.0,21.0,49.0,7.0,,,,,98.0,98.0,1.0,26.0,5.0,21.2,,,12.0,0.0,34.0,4.0,5.0,9.0,,,2.0,,3.0,26.0,106.0,6.0,3.0,63.0,17.0,28.0,16.0,4.0,6.0,2.0,,55.0,8.0,128.0,,,16.0,3.0,59.0,1.0,185.0,1.0,0.0,4.0,14.0,,6.0,3.0,324.0,10.0,14.0,10.0,4.0,11.0,0.0,,,,,,,,
2018-19,987923,34,2019-04-13 15:00:00,97,Cardiff,Away,69.0,7.0,1.0,1.0,,1.0,,164.0,2.0,,1.0,17.0,1.0,32.0,232.0,1.0,1.0,13.0,34.0,38.0,10.0,,,1.0,,1.0,,,10.0,,1.0,,,1.0,11.0,3.0,3.0,11.0,55.0,60.0,1.0,1.0,,3.0,23.0,5.0,11.0,,,4.0,4.0,8.0,,10.0,4.0,69.0,57.0,3.0,25.0,12.0,,,68.0,10.0,7.0,,,1.0,,1.0,155.0,,,,,,10.0,,1.0,,12.0,1.0,15.0,15.0,2.0,1.0,74.0,82.0,35.0,8.0,,5.0,5.0,2.0,318.0,1.0,,63.0,72.0,29.0,,,,,167.0,167.0,2.0,29.0,21.0,54.0,1.0,,23.0,0.0,65.0,4.0,1.0,6.0,,,7.0,,3.0,89.0,219.0,10.0,10.0,103.0,21.0,25.0,10.0,2.0,14.0,12.0,,140.0,9.0,260.0,1.0,,56.0,2.0,93.0,,349.0,2.0,0.0,14.0,9.0,3.0,23.0,4.0,522.0,16.0,12.0,5.0,4.0,7.0,0.0,,,,,,,,
2018-19,987934,35,2019-04-21 16:00:00,97,Cardiff,Home,45.0,8.0,1.0,3.0,2.0,1.0,,64.0,4.0,,,3.0,,14.0,106.0,,,8.0,26.0,17.0,5.0,1.0,,,,,,,3.0,,,,,2.0,12.0,5.0,5.0,2.0,29.0,57.0,1.0,1.0,,2.0,14.0,3.0,12.0,,,5.0,3.0,1.0,,10.0,2.0,58.0,45.0,2.0,29.0,13.0,,,43.0,6.0,5.0,,,1.0,,,113.0,,,,,,14.0,,,,13.0,,7.0,7.0,1.0,,23.0,61.0,16.0,10.0,,2.0,4.0,2.0,168.0,3.0,,47.0,16.0,13.0,1.0,1.0,1.0,,134.0,134.0,,28.0,22.0,23.9,,1.0,14.0,0.0,28.0,3.0,1.0,4.0,,,2.0,2.0,3.0,32.0,97.0,5.0,6.0,68.0,17.0,29.0,13.0,5.0,9.0,4.0,,65.0,4.0,134.0,,,35.0,1.0,64.0,4.0,193.0,,0.0,7.0,15.0,,14.0,1.0,352.0,12.0,16.0,8.0,5.0,9.0,0.0,,,,,,,,
2018-19,987945,36,2019-04-27 15:00:00,97,Cardiff,Away,50.0,7.0,2.0,6.0,4.0,1.0,1.0,100.0,4.0,,,9.0,3.0,26.0,144.0,,,11.0,18.0,19.0,9.0,3.0,1.0,,,,,,10.0,,1.0,,1.0,6.0,2.0,6.0,10.0,3.0,33.0,61.0,1.0,2.0,,3.0,10.0,3.0,13.0,,,3.0,5.0,7.0,,15.0,1.0,61.0,69.0,3.0,32.0,20.0,,,66.0,8.0,9.0,,,3.0,4.0,,116.0,,,,,,8.0,,,,20.0,1.0,9.0,9.0,1.0,,41.0,62.0,31.0,10.0,,1.0,11.0,8.0,200.0,1.0,1.0,49.0,40.0,29.0,,,,,144.0,144.0,4.0,27.0,26.0,27.0,1.0,1.0,10.0,0.0,30.0,,1.0,1.0,,1.0,2.0,,3.0,52.0,133.0,4.0,12.0,63.0,19.0,32.0,20.0,3.0,19.0,16.0,1.0,93.0,8.0,176.0,,,25.0,3.0,55.0,3.0,220.0,1.0,0.0,13.0,28.0,1.0,26.0,0.0,434.0,21.0,14.0,13.0,3.0,18.0,0.0,,,,,,,,
2018-19,987954,37,2019-05-04 17:30:00,97,Cardiff,Home,59.0,13.0,4.0,9.0,5.0,4.0,1.0,123.0,2.0,1.0,1.0,12.0,2.0,31.0,173.0,,1.0,10.0,25.0,35.0,10.0,5.0,,,,,,1.0,11.0,,,,2.0,10.0,13.0,8.0,14.0,4.0,31.0,65.0,3.0,3.0,,,20.0,4.0,16.0,,,10.0,7.0,5.0,,11.0,1.0,69.0,74.0,,23.0,9.0,,1.0,50.0,14.0,11.0,1.0,,1.0,1.0,,139.0,1.0,,,1.0,,7.0,1.0,,1.0,9.0,2.0,11.0,11.0,,1.0,52.0,78.0,35.0,5.0,,6.0,10.0,8.0,250.0,6.0,2.0,45.0,38.0,40.0,,,,,169.0,169.0,4.0,24.0,30.0,39.3,,,20.0,0.0,54.0,2.0,2.0,4.0,,,6.0,,3.0,61.0,156.0,10.0,16.0,76.0,23.0,23.0,13.0,10.0,23.0,13.0,,105.0,21.0,223.0,,1.0,35.0,2.0,67.0,1.0,276.0,,0.0,18.0,21.0,1.0,22.0,0.0,499.0,34.0,21.0,8.0,10.0,12.0,0.0,,,,,,,,
2018-19,987968,38,2019-05-12 15:00:00,97,Cardiff,Away,57.0,5.0,,,,4.0,,71.0,7.0,,1.0,4.0,3.0,21.0,128.0,,,13.0,19.0,14.0,7.0,,,,,,,,8.0,1.0,,,2.0,3.0,13.0,13.0,6.0,7.0,19.0,65.0,1.0,,2.0,4.0,11.0,3.0,13.0,,,2.0,2.0,1.0,,7.0,6.0,52.0,46.0,4.0,20.0,9.0,,,49.0,6.0,8.0,,,2.0,1.0,,131.0,1.0,,1.0,,1.0,14.0,,,1.0,9.0,,15.0,15.0,3.0,1.0,37.0,77.0,28.0,11.0,2.0,4.0,4.0,4.0,185.0,5.0,2.0,25.0,50.0,18.0,,,,1.0,140.0,140.0,2.0,34.0,14.0,26.4,,,11.0,0.0,36.0,5.0,5.0,10.0,,,6.0,,3.0,45.0,111.0,5.0,8.0,77.0,22.0,20.0,16.0,1.0,5.0,4.0,,88.0,9.0,151.0,,,28.0,4.0,72.0,,223.0,,0.0,13.0,16.0,,22.0,3.0,404.0,23.0,14.0,8.0,2.0,9.0,0.0,,,,,,,,
