season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attPenTarget,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,goalFastbreak,leftsidePass,overrun,penaltySave,rightsidePass,unsuccessfulTouch,attOneOnOne,contentiousDecision,keeperGoals,ptsGainedLosingPos,subsGoals,winningGoal,attLgRight,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,attLgLeft,secondYellow,attPenMiss,attPenPost,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,successfulFiftyFifty,expectedGoalsFreekick,totalDistance
2011-12,360820,36,2012-04-28 15:00:00,54,Fulham,Away,248.0,14.0,,2.0,2.0,,,237.0,1.0,,6.0,7.0,6.0,34.0,483.0,,,11.0,3.0,4.0,4.0,,,,,,,,,,,,,6.0,,,,,,6.0,6.0,,,46.0,6.0,3.0,4.0,,4.0,7.0,1.0,,11.0,3.0,40.0,37.0,6.0,9.0,5.0,,,60.0,10.0,13.0,,,2.0,,,,,,,,6.0,,,1.0,6.0,1.0,23.0,17.0,2.0,6.0,87.0,54.0,3.0,,1.0,3.0,2.0,,2.0,,49.0,72.0,10.0,1.0,1.0,1.0,,127.0,123.0,,24.0,16.0,47.6,,,,0.0,1.0,2.0,,,,1.0,,3.0,86.0,,4.0,265.0,29.0,13.0,21.0,4.0,12.0,8.0,,121.0,3.0,304.0,,,21.0,6.0,53.0,2.0,557.0,,0.0,6.0,12.0,2.0,12.0,1.0,705.0,,8.0,5.0,8.0,0.0,,98.0,,,,150.0,,145.0,,,164.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
2011-12,360833,37,2012-05-06 14:00:00,54,Fulham,Home,316.0,24.0,1.0,2.0,1.0,,,231.0,3.0,,4.0,2.0,19.0,28.0,545.0,,,13.0,4.0,8.0,11.0,4.0,,2.0,1.0,1.0,,1.0,4.0,,,,,12.0,,,,,2.0,6.0,7.0,,,63.0,1.0,8.0,6.0,,8.0,8.0,3.0,,12.0,,37.0,47.0,1.0,15.0,9.0,,,58.0,8.0,13.0,1.0,,5.0,1.0,4.0,1.0,,,1.0,,6.0,1.0,1.0,,9.0,,12.0,9.0,,4.0,94.0,57.0,2.0,1.0,6.0,10.0,8.0,,2.0,,60.0,46.0,23.0,,,,,120.0,119.0,3.0,25.0,26.0,56.8,,,,0.0,3.0,2.0,,,2.0,6.0,,2.0,97.0,,16.0,331.0,41.0,16.0,16.0,3.0,15.0,12.0,2.0,133.0,2.0,305.0,1.0,,17.0,19.0,53.0,,621.0,,0.0,22.0,17.0,,15.0,0.0,783.0,,9.0,8.0,14.0,0.0,,121.0,1.0,1.0,,175.0,,162.0,2.0,,163.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
2011-12,360846,38,2012-05-13 15:00:00,54,Fulham,Away,228.0,11.0,1.0,3.0,2.0,1.0,,214.0,6.0,,10.0,4.0,3.0,21.0,439.0,,,11.0,8.0,3.0,8.0,1.0,,,,,,,,,,,,9.0,,,,1.0,,10.0,7.0,,,61.0,1.0,2.0,6.0,,3.0,8.0,3.0,,17.0,,50.0,32.0,1.0,8.0,3.0,,,44.0,12.0,9.0,,,,,,,,,,,9.0,,,1.0,7.0,2.0,19.0,16.0,1.0,10.0,81.0,52.0,9.0,,4.0,5.0,5.0,,4.0,,62.0,76.0,8.0,,,,,123.0,117.0,1.0,19.0,27.0,49.0,1.0,,,0.0,3.0,1.0,,,,4.0,,1.0,68.0,,9.0,246.0,26.0,14.0,12.0,2.0,13.0,11.0,,94.0,3.0,276.0,,,12.0,3.0,40.0,3.0,509.0,,0.0,11.0,16.0,,12.0,2.0,668.0,,4.0,3.0,13.0,0.0,,95.0,,,,135.0,,141.0,,,138.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442001,1,2012-08-18 15:00:00,54,Fulham,Home,282.0,22.0,3.0,6.0,3.0,,1.0,236.0,4.0,3.0,5.0,3.0,12.0,40.0,512.0,,2.0,14.0,3.0,14.0,7.0,,,,,,,1.0,1.0,,,,,12.0,1.0,,,,,4.0,5.0,,,55.0,1.0,4.0,1.0,,6.0,13.0,1.0,,12.0,1.0,32.0,40.0,1.0,13.0,6.0,,,55.0,12.0,11.0,2.0,,5.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,9.0,3.0,1.0,,14.0,,16.0,15.0,,5.0,86.0,57.0,3.0,3.0,,11.0,9.0,,3.0,,68.0,29.0,18.0,,,,1.0,122.0,107.0,3.0,24.0,21.0,59.8,,,1.0,0.0,1.0,1.0,,,,2.0,,3.0,108.0,,11.0,291.0,35.0,28.0,8.0,5.0,22.0,17.0,,138.0,,299.0,1.0,3.0,17.0,12.0,57.0,2.0,568.0,1.0,0.0,15.0,11.0,3.0,18.0,0.0,734.0,,4.0,6.0,9.0,0.0,,101.0,3.0,2.0,3.0,148.0,,162.0,1.0,,157.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442012,2,2012-08-25 15:00:00,54,Fulham,Away,225.0,12.0,1.0,3.0,2.0,,,152.0,8.0,,3.0,6.0,9.0,39.0,374.0,,,9.0,5.0,5.0,7.0,,,,0.0,1.0,,,2.0,,1.0,,,13.0,0.0,,,,1.0,11.0,9.0,8.0,8.0,40.0,8.0,7.0,8.0,,8.0,6.0,4.0,0.0,16.0,1.0,45.0,52.0,8.0,19.0,4.0,,,24.0,7.0,11.0,,,3.0,,2.0,1.0,1.0,1.0,,1.0,12.0,0.0,,,13.0,1.0,16.0,14.0,4.0,3.0,65.0,45.0,8.0,1.0,,8.0,6.0,396.0,4.0,0.0,41.0,32.0,19.0,,,,,94.0,94.0,,20.0,16.0,40.1,,3.0,1.0,0.0,1.0,3.0,4.0,,,3.0,,3.0,40.0,354.0,8.0,241.0,21.0,34.0,21.0,5.0,15.0,10.0,,58.0,1.0,195.0,,,20.0,9.0,61.0,,421.0,,0.0,16.0,24.0,,12.0,1.0,618.0,12.0,12.0,8.0,20.0,0.0,,75.0,,2.0,,107.0,,117.0,,,122.0,7.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,
2012-13,442027,3,2012-09-01 12:45:00,54,Fulham,Away,236.0,25.0,2.0,2.0,,1.0,,236.0,6.0,1.0,6.0,5.0,9.0,29.0,470.0,,,33.0,18.0,17.0,10.0,1.0,,,,,,,,,,,,13.0,,,,,,10.0,6.0,,,45.0,3.0,5.0,3.0,,6.0,7.0,5.0,,19.0,1.0,52.0,57.0,3.0,6.0,,1.0,,64.0,5.0,12.0,,,1.0,,,,,,,,8.0,,4.0,,7.0,1.0,15.0,13.0,1.0,6.0,84.0,47.0,6.0,,1.0,10.0,9.0,,6.0,,46.0,73.0,20.0,,,,,152.0,140.0,,18.0,18.0,54.9,,,,0.0,2.0,1.0,,1.0,,1.0,,2.0,98.0,,11.0,256.0,44.0,18.0,14.0,6.0,18.0,12.0,,130.0,5.0,316.0,4.0,1.0,23.0,10.0,52.0,2.0,554.0,,0.0,15.0,21.0,2.0,35.0,0.0,757.0,,7.0,6.0,20.0,0.0,,89.0,,,,191.0,,143.0,,,131.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442032,4,2012-09-15 15:00:00,54,Fulham,Home,262.0,40.0,2.0,9.0,7.0,,,332.0,4.0,,11.0,1.0,3.0,60.0,585.0,,,22.0,8.0,12.0,17.0,1.0,,2.0,,,,,,,1.0,,,20.0,1.0,1.0,,,,5.0,5.0,,,59.0,2.0,5.0,4.0,,5.0,25.0,5.0,,8.0,3.0,37.0,42.0,2.0,6.0,4.0,,1.0,73.0,7.0,10.0,2.0,,4.0,1.0,,1.0,,1.0,1.0,,5.0,2.0,,,8.0,1.0,19.0,12.0,2.0,11.0,80.0,63.0,4.0,1.0,6.0,13.0,10.0,,3.0,,105.0,116.0,20.0,,,,1.0,119.0,111.0,2.0,23.0,20.0,63.0,1.0,,,0.0,2.0,3.0,,1.0,2.0,8.0,,2.0,182.0,,19.0,271.0,50.0,14.0,16.0,4.0,35.0,31.0,2.0,208.0,1.0,402.0,1.0,,10.0,3.0,76.0,3.0,638.0,,0.0,23.0,14.0,,23.0,0.0,847.0,,6.0,5.0,11.0,0.0,,130.0,,1.0,2.0,162.0,,166.0,1.0,,180.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442048,5,2012-09-22 15:00:00,54,Fulham,Away,123.0,7.0,1.0,3.0,2.0,1.0,,118.0,7.0,,1.0,6.0,12.0,14.0,238.0,,,11.0,15.0,20.0,3.0,1.0,,,,,,1.0,1.0,,,,,7.0,,,,,,10.0,9.0,,,39.0,1.0,1.0,7.0,,7.0,9.0,1.0,,11.0,1.0,51.0,40.0,1.0,21.0,9.0,,,46.0,13.0,7.0,1.0,,1.0,,1.0,2.0,,2.0,2.0,,17.0,2.0,3.0,,14.0,,24.0,17.0,2.0,2.0,80.0,34.0,9.0,1.0,1.0,5.0,7.0,,5.0,,18.0,51.0,9.0,,,,,150.0,137.0,,20.0,13.0,36.4,,,2.0,0.0,3.0,1.0,,1.0,,4.0,,2.0,43.0,,6.0,138.0,15.0,34.0,9.0,7.0,17.0,10.0,,81.0,7.0,199.0,3.0,,29.0,12.0,35.0,,320.0,,0.0,12.0,9.0,1.0,17.0,3.0,509.0,,4.0,7.0,7.0,0.0,,57.0,1.0,1.0,1.0,130.0,,60.0,1.0,,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442052,6,2012-09-29 15:00:00,54,Fulham,Home,119.0,13.0,,,,3.0,,83.0,8.0,,8.0,5.0,8.0,24.0,202.0,,2.0,9.0,9.0,14.0,2.0,,,1.0,,,,1.0,2.0,,,,,3.0,1.0,,,,1.0,11.0,12.0,,,54.0,4.0,1.0,7.0,,2.0,7.0,2.0,,5.0,3.0,37.0,43.0,2.0,16.0,8.0,1.0,2.0,59.0,8.0,12.0,1.0,,6.0,1.0,2.0,,,,,,13.0,,,,13.0,,26.0,17.0,4.0,8.0,69.0,30.0,4.0,,2.0,,3.0,,7.0,,30.0,42.0,5.0,,,,1.0,136.0,122.0,,26.0,16.0,28.9,,,1.0,0.0,2.0,3.0,,2.0,1.0,3.0,,2.0,39.0,,2.0,139.0,16.0,28.0,10.0,2.0,12.0,10.0,1.0,76.0,11.0,149.0,3.0,,35.0,12.0,51.0,1.0,276.0,1.0,0.0,7.0,15.0,2.0,9.0,0.0,466.0,,2.0,2.0,11.0,0.0,,40.0,,,1.0,121.0,,53.0,2.0,,62.0,15.0,,1.0,,,,,,,,,,,,,,,,,,,,,
2012-13,442063,7,2012-10-07 13:30:00,54,Fulham,Away,267.0,25.0,3.0,7.0,4.0,3.0,,173.0,2.0,,5.0,4.0,3.0,45.0,433.0,2.0,1.0,22.0,15.0,12.0,7.0,2.0,,,,1.0,,,1.0,,,,,7.0,,,,,2.0,9.0,5.0,,,55.0,5.0,4.0,2.0,,8.0,11.0,3.0,,13.0,,46.0,41.0,5.0,21.0,15.0,,1.0,59.0,7.0,13.0,,,4.0,3.0,1.0,1.0,,1.0,1.0,,6.0,1.0,,,28.0,1.0,21.0,16.0,2.0,5.0,89.0,43.0,8.0,1.0,5.0,5.0,3.0,,4.0,,53.0,62.0,19.0,,,,,173.0,154.0,,26.0,24.0,58.1,,,1.0,0.0,1.0,1.0,,,,6.0,1.0,2.0,72.0,,10.0,284.0,54.0,40.0,13.0,8.0,25.0,17.0,,112.0,11.0,262.0,,,19.0,3.0,72.0,,521.0,2.0,0.0,13.0,12.0,1.0,24.0,0.0,735.0,,4.0,8.0,8.0,0.0,,76.0,,1.0,,172.0,,130.0,2.0,,143.0,18.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442069,8,2012-10-20 15:00:00,54,Fulham,Home,154.0,25.0,3.0,8.0,5.0,1.0,1.0,224.0,1.0,,7.0,4.0,6.0,41.0,370.0,1.0,,25.0,14.0,27.0,10.0,2.0,,,,,,,,,,,,16.0,,,,,1.0,7.0,5.0,,,63.0,1.0,4.0,5.0,,6.0,18.0,7.0,1.0,12.0,1.0,44.0,51.0,1.0,21.0,14.0,,2.0,72.0,7.0,11.0,,,2.0,1.0,,1.0,1.0,1.0,,1.0,6.0,,3.0,,23.0,,14.0,11.0,1.0,8.0,74.0,42.0,4.0,,7.0,6.0,5.0,,4.0,,74.0,84.0,23.0,,,,,169.0,154.0,5.0,25.0,20.0,50.7,,,,0.0,1.0,,,1.0,,10.0,,3.0,110.0,,13.0,174.0,38.0,36.0,11.0,5.0,31.0,26.0,,154.0,4.0,312.0,4.0,,20.0,7.0,57.0,2.0,455.0,1.0,0.0,19.0,8.0,,32.0,1.0,678.0,,5.0,6.0,6.0,0.0,,76.0,,1.0,,157.0,,122.0,3.0,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442085,9,2012-10-27 15:00:00,54,Fulham,Away,231.0,15.0,3.0,7.0,4.0,3.0,,295.0,3.0,1.0,2.0,5.0,8.0,41.0,519.0,1.0,,18.0,11.0,28.0,11.0,1.0,,,,,,,2.0,,,,,13.0,,,,,,10.0,5.0,,,52.0,5.0,5.0,2.0,,8.0,11.0,5.0,1.0,6.0,4.0,40.0,53.0,5.0,23.0,17.0,,,65.0,17.0,6.0,2.0,,3.0,,2.0,3.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,26.0,,12.0,9.0,1.0,2.0,113.0,60.0,6.0,,6.0,9.0,6.0,,1.0,,76.0,55.0,18.0,,,,,161.0,141.0,1.0,19.0,23.0,65.9,,,,0.0,4.0,1.0,,1.0,,8.0,,3.0,139.0,,15.0,251.0,36.0,43.0,9.0,8.0,24.0,16.0,,173.0,7.0,385.0,1.0,1.0,30.0,8.0,70.0,,612.0,1.0,0.0,19.0,15.0,,25.0,1.0,811.0,,4.0,8.0,11.0,0.0,,98.0,2.0,2.0,,187.0,,159.0,,,168.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442089,10,2012-11-03 15:00:00,54,Fulham,Home,111.0,14.0,2.0,4.0,2.0,1.0,,158.0,9.0,,5.0,4.0,6.0,28.0,265.0,,1.0,13.0,10.0,11.0,6.0,,,,1.0,,,,1.0,,,,,7.0,,,,,1.0,19.0,8.0,,,66.0,9.0,3.0,8.0,1.0,5.0,7.0,1.0,,8.0,4.0,55.0,51.0,9.0,21.0,9.0,,1.0,53.0,17.0,10.0,1.0,,3.0,1.0,1.0,1.0,,,1.0,,14.0,1.0,1.0,1.0,19.0,,24.0,20.0,2.0,5.0,84.0,42.0,9.0,1.0,2.0,5.0,4.0,,9.0,,30.0,61.0,13.0,,,,,144.0,127.0,1.0,34.0,16.0,40.9,,,2.0,0.0,6.0,1.0,,,,2.0,,3.0,54.0,,7.0,128.0,29.0,38.0,17.0,5.0,14.0,9.0,,85.0,8.0,229.0,1.0,,16.0,7.0,59.0,,343.0,,0.0,9.0,26.0,1.0,15.0,3.0,569.0,,4.0,5.0,19.0,0.0,,52.0,2.0,1.0,1.0,128.0,,84.0,1.0,,79.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442099,11,2012-11-10 15:00:00,54,Fulham,Away,220.0,16.0,2.0,4.0,2.0,1.0,,162.0,5.0,,7.0,6.0,4.0,36.0,378.0,,,14.0,16.0,15.0,5.0,1.0,2.0,4.0,,,,,,,,,,8.0,1.0,,,,,8.0,6.0,7.0,4.0,58.0,11.0,2.0,10.0,,6.0,6.0,4.0,,16.0,2.0,59.0,44.0,11.0,20.0,12.0,,1.0,42.0,12.0,11.0,2.0,,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,18.0,,18.0,9.0,2.0,8.0,78.0,47.0,8.0,,3.0,5.0,5.0,426.0,2.0,,39.0,55.0,22.0,,1.0,1.0,1.0,118.0,118.0,2.0,20.0,24.0,43.6,,2.0,,0.0,2.0,1.0,3.0,,4.0,4.0,,2.0,61.0,363.0,8.0,235.0,27.0,37.0,11.0,5.0,16.0,11.0,4.0,86.0,7.0,228.0,2.0,,26.0,4.0,65.0,5.0,447.0,1.0,0.0,11.0,14.0,,15.0,2.0,645.0,17.0,4.0,6.0,12.0,0.0,,79.0,1.0,,2.0,147.0,,106.0,,1.0,115.0,7.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2012-13,442110,12,2012-11-18 16:00:00,54,Fulham,Home,169.0,17.0,,4.0,4.0,2.0,,227.0,3.0,,8.0,12.0,6.0,37.0,392.0,,,13.0,20.0,22.0,14.0,1.0,,,,,,,3.0,,,,,14.0,,,,,2.0,4.0,7.0,,,71.0,2.0,7.0,6.0,,4.0,7.0,7.0,,4.0,1.0,47.0,57.0,2.0,14.0,12.0,,1.0,59.0,10.0,13.0,1.0,,3.0,,3.0,1.0,,1.0,1.0,,4.0,1.0,2.0,1.0,19.0,1.0,24.0,21.0,3.0,8.0,72.0,40.0,4.0,,5.0,11.0,7.0,,2.0,,68.0,46.0,33.0,,,,,146.0,128.0,2.0,23.0,34.0,49.3,,,,0.0,1.0,2.0,,,,6.0,,3.0,105.0,,16.0,185.0,42.0,32.0,15.0,4.0,18.0,14.0,,152.0,3.0,313.0,2.0,,25.0,6.0,57.0,4.0,480.0,,1.0,20.0,15.0,2.0,15.0,1.0,661.0,,7.0,4.0,12.0,0.0,,69.0,3.0,2.0,1.0,158.0,,122.0,1.0,,131.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442124,13,2012-11-24 15:00:00,54,Fulham,Away,153.0,13.0,,5.0,5.0,1.0,,250.0,5.0,1.0,7.0,4.0,7.0,27.0,398.0,,,24.0,25.0,15.0,9.0,,,,,,,,,,,,,8.0,,,,,1.0,9.0,7.0,,,48.0,2.0,3.0,6.0,,2.0,16.0,2.0,,11.0,,61.0,54.0,2.0,21.0,8.0,,,63.0,11.0,16.0,,,4.0,2.0,,,,,,,13.0,,1.0,,19.0,,18.0,11.0,2.0,8.0,81.0,48.0,7.0,,4.0,5.0,2.0,,3.0,,56.0,89.0,13.0,,,,,179.0,153.0,2.0,21.0,17.0,59.7,,,2.0,0.0,1.0,,,,,4.0,,2.0,113.0,,9.0,179.0,29.0,47.0,14.0,2.0,22.0,20.0,,153.0,1.0,332.0,2.0,1.0,21.0,8.0,43.0,2.0,489.0,,0.0,9.0,17.0,1.0,31.0,1.0,710.0,,6.0,2.0,14.0,0.0,,79.0,1.0,1.0,,167.0,,133.0,2.0,,110.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442137,14,2012-11-28 19:45:00,54,Fulham,Away,184.0,12.0,,1.0,1.0,3.0,,145.0,3.0,,4.0,11.0,5.0,29.0,328.0,,,14.0,15.0,13.0,6.0,1.0,,,,,,1.0,2.0,,,,,7.0,,,,,,4.0,13.0,,,53.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,,7.0,1.0,42.0,56.0,4.0,34.0,10.0,,1.0,43.0,12.0,10.0,,,1.0,,2.0,,,,,,6.0,,,1.0,20.0,,29.0,14.0,6.0,5.0,72.0,40.0,10.0,,2.0,5.0,4.0,,11.0,,56.0,49.0,5.0,,,,,135.0,114.0,,29.0,15.0,40.3,,,1.0,0.0,2.0,1.0,,,,2.0,,3.0,61.0,,7.0,211.0,28.0,55.0,14.0,1.0,8.0,7.0,,82.0,9.0,202.0,,,29.0,5.0,48.0,2.0,405.0,,0.0,9.0,26.0,,17.0,0.0,623.0,,7.0,2.0,24.0,0.0,,81.0,1.0,1.0,,128.0,,96.0,1.0,,100.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2012-13,442140,15,2012-12-01 15:00:00,54,Fulham,Home,204.0,19.0,1.0,6.0,5.0,2.0,,175.0,6.0,1.0,2.0,16.0,3.0,37.0,373.0,,,19.0,15.0,24.0,5.0,1.0,,,,1.0,,,1.0,,,,,6.0,,,,,,6.0,4.0,,,69.0,5.0,,5.0,,2.0,16.0,4.0,,14.0,,51.0,57.0,5.0,8.0,2.0,1.0,,85.0,10.0,9.0,,,3.0,1.0,1.0,,,,,,7.0,,,1.0,6.0,,16.0,14.0,1.0,2.0,99.0,57.0,1.0,,4.0,2.0,2.0,,,,50.0,54.0,15.0,,,,,153.0,147.0,3.0,24.0,39.0,45.8,,,,0.0,2.0,1.0,,1.0,,6.0,,3.0,76.0,,6.0,218.0,36.0,14.0,12.0,2.0,23.0,21.0,,121.0,10.0,264.0,,1.0,37.0,3.0,62.0,2.0,459.0,,0.0,8.0,20.0,1.0,21.0,0.0,641.0,,4.0,2.0,13.0,0.0,,83.0,1.0,1.0,,165.0,,107.0,2.0,,104.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442152,16,2012-12-10 20:00:00,54,Fulham,Home,125.0,21.0,1.0,5.0,4.0,2.0,1.0,178.0,6.0,2.0,5.0,12.0,4.0,33.0,298.0,,,17.0,24.0,23.0,11.0,1.0,,,,,,,,,,,,14.0,,,1.0,,1.0,8.0,12.0,,,74.0,2.0,,10.0,2.0,5.0,11.0,4.0,,8.0,4.0,66.0,63.0,2.0,19.0,11.0,,,62.0,14.0,11.0,1.0,,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,11.0,1.0,4.0,1.0,28.0,1.0,18.0,9.0,,5.0,92.0,49.0,4.0,1.0,9.0,5.0,7.0,,7.0,,35.0,78.0,16.0,,,,,187.0,163.0,2.0,28.0,28.0,45.3,1.0,,3.0,0.0,2.0,5.0,,,,9.0,,2.0,89.0,,14.0,143.0,38.0,43.0,15.0,5.0,21.0,16.0,2.0,134.0,8.0,279.0,4.0,2.0,31.0,4.0,59.0,,401.0,,0.0,16.0,25.0,,21.0,0.0,635.0,,4.0,5.0,18.0,0.0,,64.0,2.0,2.0,1.0,176.0,,79.0,2.0,,82.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442164,17,2012-12-15 15:00:00,54,Fulham,Away,217.0,12.0,1.0,2.0,1.0,3.0,,176.0,7.0,1.0,6.0,6.0,11.0,35.0,391.0,,,31.0,18.0,17.0,1.0,1.0,,,,,,1.0,1.0,,,,,2.0,,,,,1.0,9.0,11.0,,,57.0,2.0,1.0,8.0,,3.0,7.0,6.0,,14.0,2.0,57.0,37.0,2.0,11.0,10.0,,1.0,62.0,15.0,10.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,13.0,1.0,3.0,1.0,16.0,,15.0,13.0,1.0,6.0,110.0,53.0,3.0,,1.0,2.0,2.0,,3.0,,62.0,58.0,18.0,,,,,166.0,154.0,,26.0,18.0,55.1,,,1.0,0.0,2.0,2.0,,1.0,,2.0,,3.0,66.0,,3.0,230.0,33.0,23.0,4.0,3.0,17.0,14.0,,110.0,8.0,273.0,3.0,1.0,33.0,11.0,71.0,2.0,486.0,,0.0,5.0,9.0,,35.0,2.0,675.0,,1.0,3.0,3.0,0.0,,77.0,,,,175.0,,118.0,,,116.0,15.0,,2.0,,,,,,,,,,,,,,,,,,,,,
2012-13,442170,18,2012-12-22 17:30:00,54,Fulham,Away,175.0,11.0,1.0,1.0,,,,186.0,5.0,,11.0,7.0,6.0,20.0,360.0,,,21.0,14.0,5.0,6.0,1.0,,,,,,1.0,1.0,,,,,6.0,,,,,,17.0,6.0,,,58.0,1.0,2.0,8.0,,2.0,5.0,1.0,,17.0,1.0,52.0,45.0,1.0,12.0,5.0,1.0,,41.0,6.0,13.0,,,3.0,2.0,1.0,,,,,,12.0,,1.0,,5.0,1.0,17.0,12.0,3.0,11.0,77.0,46.0,8.0,,2.0,5.0,4.0,,5.0,,39.0,57.0,9.0,,,,,131.0,122.0,1.0,29.0,14.0,44.4,,,1.0,0.0,4.0,1.0,,,,2.0,,2.0,76.0,,7.0,198.0,25.0,21.0,15.0,2.0,10.0,8.0,,96.0,3.0,243.0,1.0,,21.0,6.0,38.0,,431.0,1.0,0.0,8.0,19.0,,22.0,2.0,622.0,,8.0,2.0,15.0,0.0,,75.0,1.0,1.0,,147.0,,119.0,2.0,,90.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2012-13,442182,19,2012-12-26 15:00:00,54,Fulham,Home,140.0,4.0,,3.0,3.0,3.0,1.0,170.0,6.0,1.0,3.0,11.0,13.0,22.0,307.0,,,23.0,25.0,11.0,4.0,1.0,,,,,,,,,,,,7.0,,,,,2.0,4.0,4.0,,,67.0,5.0,,8.0,,3.0,11.0,1.0,,9.0,1.0,63.0,45.0,5.0,18.0,12.0,,1.0,90.0,14.0,12.0,1.0,,1.0,2.0,,,,,,,8.0,1.0,3.0,1.0,21.0,,21.0,18.0,,3.0,107.0,42.0,5.0,,5.0,,1.0,,1.0,,57.0,75.0,17.0,1.0,1.0,1.0,,190.0,174.0,2.0,18.0,28.0,50.6,,,,0.0,,2.0,,,,8.0,,3.0,66.0,,5.0,156.0,15.0,34.0,11.0,2.0,16.0,14.0,,133.0,6.0,290.0,3.0,1.0,54.0,14.0,79.0,2.0,430.0,,0.0,9.0,19.0,2.0,27.0,3.0,635.0,,3.0,3.0,15.0,0.0,,77.0,,,1.0,166.0,,100.0,2.0,,87.0,11.0,,,,,,,,,,,,,,,,,,,,,,,
