season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attLgRight,attOboxOwnGoal,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2010-11,321860,21.0,2011-01-01 15:00:00,92,Blackpool,Away,172.0,22.0,,5.0,5.0,3.0,,162.0,10.0,,4.0,8.0,15.0,28.0,329.0,,,19.0,6.0,9.0,8.0,,,,,,,,,1.0,,,,,,6.0,,,,,,13.0,9.0,,63.0,45.0,,,,6.0,1.0,12.0,,4.0,9.0,5.0,,6.0,,39.0,57.0,6.0,22.0,9.0,,2.0,54.0,10.0,10.0,,,2.0,1.0,,137.0,,,,,,,14.0,,,,1.0,,,,1.0,17.0,1.0,13.0,12.0,2.0,4.0,101.0,83.0,48.0,10.0,,2.0,6.0,6.0,,,7.0,5.0,,48.0,52.0,15.0,,1.0,1.0,,150.0,136.0,,16.0,24.0,47.8,,,0.0,,,,116.0,1.0,1.0,,,,3.0,,3.0,59.0,8.0,192.0,39.0,36.0,13.0,3.0,18.0,15.0,,99.0,6.0,243.0,1.0,,27.0,16.0,57.0,2.0,417.0,1.0,0.0,10.0,31.0,4.0,21.0,0.0,619.0,10.0,7.0,4.0,24.0,0.0
2010-11,321868,22.0,2011-01-04 20:00:00,92,Blackpool,Home,186.0,20.0,,7.0,7.0,6.0,,206.0,7.0,,4.0,12.0,11.0,47.0,385.0,,,21.0,11.0,21.0,17.0,1.0,,,,,,,,1.0,,,,,,21.0,,,,1.0,1.0,11.0,5.0,,59.0,64.0,,,,1.0,7.0,14.0,,3.0,21.0,18.0,,6.0,2.0,49.0,49.0,1.0,24.0,15.0,1.0,1.0,68.0,11.0,7.0,1.0,1.0,,1.0,,160.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,2.0,28.0,1.0,12.0,9.0,1.0,4.0,128.0,84.0,52.0,7.0,,6.0,13.0,9.0,,,4.0,2.0,,79.0,50.0,27.0,,,,,183.0,167.0,2.0,36.0,21.0,59.0,1.0,1.0,0.0,,,,131.0,3.0,,,,,8.0,1.0,3.0,102.0,19.0,212.0,38.0,40.0,16.0,2.0,42.0,40.0,,150.0,10.0,308.0,,,34.0,12.0,78.0,1.0,478.0,,0.0,24.0,14.0,1.0,23.0,0.0,707.0,13.0,7.0,3.0,13.0,0.0
2010-11,321884,23.0,2011-01-15 15:00:00,92,Blackpool,Away,151.0,19.0,2.0,4.0,2.0,,,129.0,7.0,1.0,6.0,12.0,12.0,35.0,276.0,,2.0,18.0,8.0,13.0,7.0,2.0,,,,,,,,,1.0,,,,,10.0,,,,,,13.0,8.0,,49.0,50.0,1.0,1.0,,2.0,2.0,12.0,,4.0,13.0,1.0,,10.0,,51.0,48.0,2.0,31.0,15.0,2.0,1.0,71.0,12.0,10.0,1.0,,2.0,2.0,,152.0,1.0,,1.0,1.0,,,12.0,,,1.0,2.0,,,,3.0,24.0,,10.0,8.0,2.0,6.0,78.0,86.0,40.0,4.0,1.0,8.0,2.0,2.0,,,6.0,6.0,,57.0,48.0,18.0,,,,,168.0,151.0,,23.0,19.0,50.5,,2.0,0.0,,,,86.0,3.0,1.0,,,,9.0,1.0,3.0,70.0,10.0,162.0,36.0,48.0,20.0,3.0,19.0,16.0,,122.0,9.0,222.0,2.0,1.0,35.0,12.0,59.0,3.0,365.0,,0.0,13.0,17.0,3.0,22.0,2.0,582.0,7.0,8.0,4.0,12.0,0.0
2010-11,321890,24.0,2011-01-22 15:00:00,92,Blackpool,Home,159.0,20.0,5.0,10.0,5.0,3.0,1.0,160.0,6.0,,6.0,8.0,15.0,39.0,309.0,,1.0,24.0,25.0,18.0,6.0,2.0,,,,,1.0,2.0,,1.0,,,,,,9.0,1.0,,,,,8.0,5.0,,66.0,59.0,1.0,1.0,1.0,2.0,3.0,7.0,,10.0,16.0,12.0,,11.0,3.0,69.0,62.0,2.0,23.0,11.0,,,70.0,14.0,12.0,,,4.0,1.0,2.0,185.0,,,,,,,12.0,,,,,,,,1.0,19.0,,13.0,11.0,,6.0,74.0,95.0,46.0,4.0,1.0,3.0,5.0,8.0,,,1.0,5.0,,57.0,59.0,25.0,,,,1.0,206.0,192.0,1.0,28.0,21.0,56.8,,,0.0,,,,95.0,1.0,2.0,,2.0,,3.0,,3.0,69.0,8.0,179.0,43.0,37.0,23.0,8.0,37.0,29.0,,123.0,15.0,278.0,,,32.0,15.0,73.0,1.0,420.0,1.0,0.0,14.0,22.0,2.0,24.0,2.0,667.0,18.0,10.0,10.0,18.0,0.0
2010-11,321899,25.0,2011-02-02 20:00:00,92,Blackpool,Home,131.0,21.0,5.0,13.0,8.0,4.0,,198.0,3.0,2.0,5.0,12.0,11.0,34.0,316.0,1.0,,24.0,16.0,17.0,6.0,4.0,,,,1.0,,2.0,,,,,,,2.0,,,,1.0,,,8.0,5.0,,68.0,67.0,,,,,8.0,6.0,,9.0,18.0,7.0,,19.0,5.0,64.0,68.0,,21.0,10.0,1.0,,77.0,10.0,12.0,,,,,2.0,185.0,,,,,,,8.0,,,,,,,,1.0,13.0,1.0,10.0,10.0,,5.0,81.0,104.0,59.0,7.0,1.0,5.0,5.0,4.0,,,2.0,4.0,,36.0,62.0,35.0,,,,,209.0,193.0,2.0,31.0,25.0,57.0,1.0,1.0,0.0,,,,94.0,4.0,1.0,,,,9.0,,3.0,106.0,10.0,147.0,42.0,37.0,27.0,8.0,35.0,27.0,,174.0,17.0,316.0,,2.0,41.0,15.0,67.0,3.0,428.0,2.0,0.0,21.0,26.0,1.0,26.0,0.0,687.0,12.0,13.0,10.0,23.0,0.0
2010-11,321909,26.0,2011-02-05 15:00:00,92,Blackpool,Away,103.0,10.0,1.0,3.0,2.0,5.0,,124.0,1.0,2.0,,11.0,12.0,32.0,224.0,,,25.0,18.0,9.0,3.0,1.0,2.0,,,,,2.0,,,,,,,,6.0,,,,,1.0,14.0,10.0,,59.0,50.0,1.0,,3.0,4.0,6.0,15.0,2.0,5.0,8.0,6.0,1.0,14.0,1.0,68.0,46.0,4.0,26.0,16.0,,1.0,60.0,18.0,11.0,,,3.0,2.0,2.0,152.0,1.0,,1.0,1.0,,1.0,11.0,,,2.0,1.0,,,,,20.0,2.0,13.0,12.0,3.0,,47.0,89.0,43.0,9.0,2.0,,5.0,4.0,,,10.0,2.0,,32.0,54.0,20.0,,,,,172.0,158.0,1.0,23.0,20.0,44.5,,1.0,0.0,,,,55.0,2.0,3.0,,,2.0,2.0,1.0,3.0,58.0,5.0,119.0,24.0,40.0,9.0,5.0,21.0,16.0,2.0,97.0,9.0,215.0,1.0,2.0,35.0,15.0,65.0,2.0,313.0,,0.0,12.0,20.0,1.0,30.0,1.0,540.0,15.0,6.0,5.0,17.0,0.0
2010-11,321920,27.0,2011-02-12 15:00:00,92,Blackpool,Home,103.0,14.0,2.0,8.0,6.0,5.0,,163.0,1.0,2.0,6.0,8.0,19.0,23.0,258.0,,,26.0,22.0,15.0,11.0,1.0,,,,,,,,,1.0,,,,,14.0,,,,,,5.0,2.0,,49.0,76.0,2.0,2.0,,4.0,6.0,12.0,,4.0,11.0,10.0,,33.0,1.0,93.0,59.0,4.0,18.0,9.0,,1.0,80.0,14.0,14.0,,,6.0,6.0,,183.0,1.0,1.0,1.0,,1.0,,9.0,,,,2.0,,,,1.0,16.0,,12.0,7.0,,6.0,63.0,89.0,40.0,8.0,1.0,9.0,4.0,1.0,,,2.0,3.0,,48.0,54.0,26.0,,,,,216.0,206.0,5.0,30.0,29.0,49.6,,2.0,0.0,,,,57.0,1.0,,,,,11.0,,3.0,93.0,13.0,129.0,30.0,28.0,17.0,4.0,31.0,27.0,,141.0,10.0,254.0,2.0,2.0,29.0,19.0,55.0,3.0,352.0,,0.0,18.0,26.0,1.0,32.0,2.0,630.0,23.0,4.0,4.0,19.0,0.0
2010-11,321936,28.0,2011-02-26 15:00:00,92,Blackpool,Away,165.0,11.0,,1.0,1.0,1.0,,115.0,2.0,1.0,7.0,12.0,14.0,22.0,279.0,,,17.0,10.0,11.0,4.0,,,,,,,,,,,,,1.0,,4.0,,,,,,11.0,7.0,,57.0,58.0,,,,5.0,4.0,10.0,,4.0,3.0,4.0,,11.0,2.0,44.0,50.0,5.0,31.0,15.0,,,63.0,10.0,17.0,,1.0,1.0,1.0,,159.0,,,,,,,8.0,,,,2.0,,,,1.0,28.0,,14.0,10.0,,7.0,67.0,89.0,47.0,11.0,,1.0,3.0,,,,7.0,2.0,,46.0,37.0,14.0,,,,,168.0,147.0,,24.0,24.0,41.5,,,0.0,,,,92.0,2.0,1.0,,3.0,,2.0,,3.0,36.0,4.0,181.0,38.0,52.0,6.0,3.0,11.0,8.0,,92.0,8.0,205.0,2.0,1.0,35.0,14.0,62.0,3.0,375.0,,1.0,6.0,20.0,1.0,20.0,1.0,578.0,11.0,2.0,4.0,15.0,0.0
2010-11,321939,29.0,2011-03-07 20:00:00,92,Blackpool,Home,137.0,19.0,2.0,7.0,5.0,3.0,,162.0,5.0,1.0,6.0,7.0,11.0,40.0,292.0,,1.0,22.0,14.0,15.0,8.0,2.0,1.0,,,,,,,,,,,,,11.0,,,,,2.0,14.0,6.0,,55.0,64.0,,,,5.0,3.0,8.0,,3.0,13.0,11.0,,14.0,4.0,44.0,51.0,5.0,25.0,10.0,,,67.0,5.0,8.0,,,2.0,1.0,,140.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,18.0,1.0,8.0,4.0,1.0,6.0,98.0,75.0,39.0,13.0,1.0,5.0,6.0,4.0,,,6.0,1.0,,74.0,38.0,18.0,1.0,1.0,1.0,,149.0,133.0,2.0,20.0,31.0,44.0,,1.0,0.0,,,,78.0,4.0,2.0,,1.0,1.0,8.0,,3.0,86.0,11.0,148.0,38.0,41.0,10.0,3.0,28.0,25.0,1.0,133.0,8.0,251.0,1.0,2.0,30.0,11.0,70.0,,371.0,,0.0,15.0,21.0,1.0,23.0,0.0,590.0,9.0,7.0,3.0,17.0,0.0
2010-11,321948,30.0,2011-03-19 15:00:00,92,Blackpool,Away,107.0,10.0,,1.0,1.0,3.0,,107.0,2.0,2.0,3.0,12.0,7.0,24.0,213.0,,1.0,17.0,25.0,20.0,4.0,1.0,,1.0,,,,1.0,,,,,,,,5.0,1.0,,,,,22.0,4.0,,45.0,49.0,,,1.0,2.0,1.0,7.0,1.0,3.0,3.0,1.0,,9.0,,62.0,62.0,2.0,34.0,17.0,1.0,,54.0,12.0,16.0,,,4.0,,1.0,143.0,,,,,,,17.0,,,,1.0,,,,,38.0,,9.0,9.0,1.0,3.0,62.0,100.0,44.0,8.0,2.0,2.0,3.0,6.0,,,7.0,,,53.0,19.0,15.0,,,,1.0,183.0,159.0,,15.0,23.0,47.5,,1.0,0.0,,,,67.0,3.0,,,1.0,,2.0,,3.0,39.0,5.0,141.0,23.0,58.0,17.0,3.0,7.0,4.0,,79.0,11.0,183.0,2.0,2.0,47.0,8.0,57.0,3.0,317.0,,0.0,9.0,18.0,1.0,20.0,1.0,529.0,10.0,8.0,3.0,13.0,0.0
2010-11,321960,31.0,2011-04-03 13:30:00,92,Blackpool,Away,279.0,25.0,3.0,6.0,3.0,1.0,1.0,223.0,3.0,1.0,7.0,5.0,14.0,51.0,496.0,,,21.0,13.0,16.0,8.0,4.0,,,,,,,,,,,,,,9.0,,,,1.0,4.0,11.0,8.0,,97.0,51.0,1.0,2.0,,1.0,6.0,4.0,,7.0,7.0,4.0,,19.0,1.0,47.0,63.0,1.0,17.0,9.0,1.0,,73.0,6.0,14.0,,,2.0,2.0,,180.0,,,,,,,7.0,,,,,,,,,22.0,1.0,10.0,5.0,,7.0,141.0,87.0,50.0,4.0,,3.0,9.0,3.0,,,9.0,1.0,,87.0,53.0,22.0,,,,,154.0,137.0,,23.0,21.0,65.4,1.0,,0.0,,,,159.0,1.0,2.0,,,,5.0,,3.0,100.0,12.0,294.0,45.0,34.0,15.0,5.0,18.0,13.0,,144.0,8.0,301.0,,1.0,24.0,17.0,82.0,3.0,577.0,,0.0,14.0,23.0,,23.0,1.0,778.0,10.0,10.0,7.0,16.0,0.0
2010-11,321969,32.0,2011-04-10 13:30:00,92,Blackpool,Home,87.0,17.0,2.0,5.0,3.0,6.0,1.0,136.0,6.0,2.0,3.0,11.0,9.0,28.0,218.0,1.0,1.0,17.0,15.0,7.0,8.0,4.0,,,,,,,,,,,,,,10.0,,,,,2.0,13.0,4.0,,55.0,59.0,5.0,4.0,1.0,,5.0,12.0,,6.0,16.0,2.0,,14.0,1.0,62.0,48.0,,29.0,11.0,,,79.0,15.0,9.0,1.0,,2.0,2.0,,135.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,1.0,22.0,,8.0,7.0,,3.0,49.0,79.0,38.0,4.0,,7.0,6.0,3.0,,,2.0,,,39.0,53.0,22.0,,,,,167.0,153.0,4.0,19.0,28.0,41.1,,3.0,0.0,,,,63.0,3.0,,,,,7.0,1.0,3.0,79.0,13.0,105.0,29.0,43.0,11.0,6.0,26.0,20.0,,128.0,12.0,223.0,,2.0,32.0,11.0,60.0,4.0,302.0,1.0,0.0,15.0,28.0,1.0,23.0,2.0,519.0,12.0,4.0,6.0,20.0,0.0
2010-11,321986,33.0,2011-04-16 15:00:00,92,Blackpool,Home,137.0,20.0,,6.0,6.0,4.0,,187.0,2.0,,7.0,9.0,16.0,37.0,318.0,,,30.0,7.0,13.0,8.0,1.0,,,,,,2.0,1.0,1.0,,,,,,9.0,,,,,1.0,7.0,3.0,,71.0,65.0,2.0,1.0,1.0,2.0,3.0,9.0,,4.0,14.0,6.0,,20.0,,59.0,61.0,2.0,16.0,10.0,2.0,,77.0,14.0,12.0,1.0,,2.0,,2.0,153.0,1.0,,1.0,,1.0,,7.0,,,,1.0,,,,1.0,18.0,,9.0,7.0,1.0,7.0,86.0,91.0,42.0,3.0,,4.0,6.0,6.0,,,2.0,,1.0,61.0,58.0,23.0,,,,,179.0,168.0,3.0,27.0,27.0,49.3,,2.0,0.0,,,,106.0,1.0,1.0,,,,4.0,,3.0,101.0,10.0,146.0,39.0,27.0,20.0,4.0,24.0,20.0,,163.0,11.0,294.0,1.0,,29.0,16.0,76.0,2.0,416.0,,0.0,13.0,26.0,,35.0,2.0,642.0,10.0,10.0,5.0,21.0,0.0
2010-11,321989,34.0,2011-04-23 15:00:00,92,Blackpool,Home,146.0,19.0,3.0,11.0,8.0,2.0,,192.0,1.0,,5.0,15.0,11.0,42.0,327.0,,,27.0,13.0,18.0,8.0,2.0,,,2.0,,,2.0,,,,,,,,10.0,,,,1.0,1.0,6.0,5.0,,79.0,65.0,3.0,3.0,,1.0,4.0,3.0,,4.0,26.0,6.0,,18.0,,58.0,52.0,1.0,25.0,13.0,,1.0,79.0,17.0,8.0,1.0,1.0,2.0,,2.0,195.0,1.0,1.0,1.0,,1.0,,6.0,,,,1.0,,,,,24.0,1.0,11.0,8.0,,5.0,86.0,105.0,61.0,4.0,,7.0,4.0,2.0,,,3.0,5.0,,63.0,79.0,30.0,,,,,199.0,181.0,2.0,26.0,28.0,57.1,1.0,,0.0,,,,70.0,1.0,,,,,11.0,1.0,2.0,95.0,11.0,160.0,35.0,43.0,15.0,4.0,36.0,32.0,,158.0,14.0,306.0,1.0,,41.0,11.0,80.0,3.0,430.0,,0.0,17.0,18.0,2.0,28.0,1.0,665.0,13.0,8.0,4.0,15.0,0.0
2010-11,322000,35.0,2011-04-30 15:00:00,92,Blackpool,Home,111.0,16.0,1.0,5.0,4.0,4.0,,138.0,3.0,1.0,6.0,13.0,11.0,28.0,244.0,,,35.0,16.0,13.0,7.0,2.0,,,,,,1.0,,,1.0,,,,,8.0,,,,,2.0,5.0,4.0,,60.0,53.0,,1.0,,5.0,5.0,6.0,1.0,4.0,11.0,6.0,,11.0,1.0,51.0,47.0,5.0,30.0,17.0,,,81.0,12.0,11.0,,,5.0,1.0,1.0,156.0,,,,,,,7.0,,,,,,,,2.0,36.0,,11.0,8.0,2.0,6.0,66.0,82.0,35.0,8.0,,3.0,6.0,3.0,,,4.0,1.0,,42.0,60.0,20.0,,,,,209.0,177.0,3.0,17.0,21.0,56.4,,1.0,0.0,,,,66.0,,1.0,,1.0,,6.0,1.0,2.0,76.0,9.0,134.0,36.0,62.0,12.0,4.0,22.0,18.0,,137.0,11.0,236.0,,2.0,47.0,12.0,70.0,,348.0,,0.0,14.0,19.0,,44.0,0.0,607.0,23.0,4.0,4.0,10.0,0.0
2010-11,322014,36.0,2011-05-07 17:30:00,92,Blackpool,Away,86.0,6.0,2.0,3.0,1.0,3.0,,141.0,6.0,,5.0,6.0,9.0,11.0,224.0,,,23.0,24.0,13.0,11.0,1.0,2.0,,,,,1.0,,,,,,,,11.0,1.0,1.0,,,,10.0,14.0,,48.0,58.0,3.0,3.0,1.0,3.0,4.0,12.0,,6.0,2.0,5.0,,14.0,3.0,66.0,57.0,3.0,29.0,19.0,,,59.0,13.0,6.0,,,3.0,,1.0,147.0,,,,,,,16.0,,,,2.0,,,,1.0,28.0,,13.0,10.0,1.0,5.0,69.0,92.0,36.0,7.0,1.0,6.0,6.0,6.0,,,9.0,1.0,,25.0,69.0,11.0,,,,2.0,183.0,165.0,2.0,17.0,25.0,41.4,,,0.0,,,,67.0,1.0,4.0,,2.0,2.0,6.0,,3.0,52.0,12.0,107.0,17.0,47.0,10.0,6.0,13.0,7.0,2.0,98.0,11.0,237.0,2.0,,32.0,10.0,44.0,1.0,331.0,,0.0,16.0,32.0,,27.0,2.0,575.0,14.0,6.0,6.0,21.0,0.0
2010-11,322020,37.0,2011-05-14 12:45:00,92,Blackpool,Home,118.0,8.0,,4.0,4.0,3.0,,122.0,3.0,,2.0,8.0,17.0,22.0,236.0,,1.0,20.0,15.0,20.0,4.0,,1.0,,,,,1.0,,,,,,,,8.0,,,,,,8.0,11.0,,61.0,51.0,3.0,,3.0,4.0,3.0,8.0,,4.0,17.0,3.0,,16.0,1.0,59.0,56.0,4.0,27.0,17.0,1.0,1.0,74.0,16.0,12.0,2.0,,1.0,,1.0,151.0,3.0,,2.0,3.0,,1.0,13.0,,,4.0,,,,,,32.0,,11.0,10.0,,2.0,71.0,95.0,39.0,6.0,2.0,2.0,5.0,5.0,,,5.0,1.0,,48.0,38.0,20.0,,,,,204.0,181.0,2.0,21.0,22.0,50.9,,,0.0,,,,64.0,1.0,2.0,,1.0,1.0,3.0,1.0,3.0,62.0,7.0,145.0,20.0,50.0,8.0,4.0,24.0,20.0,2.0,116.0,11.0,226.0,,,43.0,17.0,60.0,7.0,347.0,,0.0,11.0,20.0,1.0,21.0,2.0,565.0,11.0,4.0,5.0,15.0,0.0
2010-11,322031,38.0,2011-05-22 16:00:00,92,Blackpool,Away,129.0,20.0,2.0,8.0,6.0,1.0,,198.0,3.0,,2.0,7.0,11.0,29.0,319.0,1.0,,14.0,9.0,7.0,9.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,10.0,,,1.0,,1.0,16.0,5.0,,63.0,54.0,2.0,1.0,1.0,1.0,5.0,5.0,,8.0,16.0,4.0,,8.0,1.0,35.0,42.0,1.0,11.0,7.0,1.0,1.0,55.0,6.0,9.0,1.0,1.0,4.0,1.0,2.0,128.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,,13.0,1.0,20.0,14.0,2.0,2.0,97.0,80.0,40.0,8.0,1.0,5.0,6.0,4.0,,,4.0,2.0,1.0,54.0,49.0,17.0,,,,,141.0,127.0,2.0,22.0,22.0,41.5,1.0,,0.0,,,,98.0,3.0,1.0,,,1.0,6.0,,3.0,91.0,11.0,144.0,32.0,25.0,14.0,7.0,28.0,21.0,1.0,121.0,6.0,270.0,1.0,,22.0,11.0,52.0,1.0,386.0,1.0,0.0,15.0,19.0,,17.0,1.0,585.0,9.0,7.0,8.0,15.0,0.0
