matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803367,21,2016-01-13 20:00:00,13,Leicester,Away,75.0,5.0,2.0,3.0,1.0,3.0,,108.0,2.0,,2.0,10.0,7.0,23.0,180.0,,,13.0,28.0,18.0,6.0,,,,,,,,5.0,,,,,,,,1.0,10.0,11.0,45.0,68.0,,,,7.0,17.0,5.0,5.0,,,8.0,8.0,1.0,1.0,5.0,3.0,56.0,63.0,7.0,44.0,24.0,,1.0,66.0,10.0,12.0,,,4.0,3.0,,150.0,1.0,1.0,1.0,,1.0,,11.0,,1.0,,28.0,,16.0,16.0,1.0,2.0,56.0,74.0,28.0,16.0,,1.0,6.0,2.0,258.0,11.0,2.0,48.0,54.0,29.0,,,,,169.0,162.0,4.0,32.0,23.0,38.3,,1.0,17.0,0.0,42.0,2.0,3.0,5.0,,,,3.0,1.0,3.0,58.0,165.0,7.0,7.0,101.0,21.0,51.0,14.0,3.0,15.0,12.0,,119.0,14.0,207.0,1.0,,35.0,7.0,70.0,2.0,293.0,,0.0,10.0,28.0,,18.0,0.0,529.0,14.0,5.0,8.0,21.0,0.0
803375,22,2016-01-16 17:30:00,13,Leicester,Away,143.0,29.0,1.0,3.0,2.0,9.0,1.0,145.0,5.0,,3.0,11.0,8.0,39.0,285.0,1.0,2.0,17.0,44.0,15.0,8.0,1.0,,,1.0,1.0,,,7.0,,,1.0,,,,1.0,9.0,9.0,5.0,61.0,70.0,1.0,2.0,1.0,5.0,16.0,2.0,9.0,,1.0,4.0,5.0,2.0,,9.0,1.0,85.0,51.0,5.0,30.0,12.0,,1.0,78.0,15.0,10.0,1.0,,3.0,2.0,1.0,179.0,,,,,,,7.0,1.0,1.0,1.0,13.0,,20.0,20.0,1.0,3.0,90.0,97.0,46.0,3.0,,5.0,4.0,5.0,372.0,4.0,2.0,49.0,62.0,25.0,,,,1.0,167.0,164.0,4.0,29.0,27.0,43.5,,1.0,16.0,0.0,68.0,3.0,1.0,4.0,,,,5.0,1.0,3.0,69.0,268.0,7.0,9.0,174.0,45.0,33.0,15.0,2.0,11.0,9.0,,121.0,16.0,235.0,1.0,,37.0,10.0,81.0,4.0,398.0,1.0,0.0,12.0,20.0,2.0,23.0,2.0,597.0,13.0,6.0,4.0,15.0,0.0
803389,23,2016-01-23 15:00:00,13,Leicester,Home,109.0,16.0,1.0,3.0,2.0,8.0,,154.0,1.0,1.0,6.0,9.0,10.0,25.0,260.0,,2.0,21.0,27.0,22.0,5.0,2.0,,1.0,,1.0,,1.0,11.0,,,,,,,,3.0,1.0,2.0,54.0,74.0,3.0,1.0,2.0,2.0,18.0,3.0,7.0,,,8.0,12.0,4.0,,11.0,,61.0,70.0,2.0,13.0,8.0,,,77.0,10.0,13.0,1.0,,6.0,4.0,1.0,169.0,2.0,,1.0,2.0,,,2.0,2.0,4.0,1.0,10.0,,14.0,14.0,2.0,6.0,76.0,96.0,46.0,4.0,1.0,3.0,6.0,5.0,336.0,1.0,2.0,68.0,48.0,41.0,,,,,175.0,169.0,5.0,22.0,30.0,45.2,,,18.0,0.0,60.0,1.0,1.0,2.0,,,,7.0,,2.0,77.0,243.0,12.0,9.0,123.0,37.0,19.0,25.0,4.0,24.0,20.0,,128.0,18.0,260.0,4.0,1.0,28.0,10.0,67.0,1.0,359.0,,0.0,15.0,19.0,2.0,33.0,0.0,586.0,14.0,16.0,8.0,13.0,0.0
803395,24,2016-02-02 19:45:00,13,Leicester,Home,87.0,18.0,1.0,3.0,2.0,6.0,,123.0,2.0,1.0,2.0,6.0,14.0,20.0,207.0,,,14.0,35.0,26.0,3.0,1.0,,,1.0,2.0,,,10.0,,,,,,,,3.0,5.0,9.0,56.0,87.0,1.0,1.0,1.0,8.0,21.0,3.0,12.0,,,3.0,5.0,6.0,,18.0,,82.0,60.0,8.0,31.0,20.0,,,78.0,6.0,7.0,2.0,,2.0,,2.0,164.0,1.0,,,1.0,,,9.0,2.0,1.0,,25.0,1.0,32.0,32.0,1.0,2.0,62.0,74.0,26.0,12.0,,2.0,3.0,6.0,302.0,8.0,2.0,70.0,43.0,21.0,,,,,191.0,183.0,6.0,38.0,33.0,36.1,,1.0,21.0,0.0,43.0,1.0,,1.0,,,,4.0,,3.0,72.0,198.0,11.0,5.0,119.0,30.0,39.0,24.0,2.0,13.0,11.0,,129.0,13.0,219.0,1.0,1.0,46.0,14.0,77.0,3.0,325.0,1.0,0.0,13.0,16.0,,23.0,0.0,570.0,11.0,12.0,3.0,10.0,0.0
803405,25,2016-02-06 12:45:00,13,Leicester,Away,70.0,16.0,2.0,6.0,4.0,3.0,1.0,126.0,2.0,2.0,1.0,4.0,10.0,14.0,190.0,,3.0,11.0,24.0,12.0,8.0,1.0,,,,,,2.0,9.0,,,,,,,1.0,11.0,16.0,6.0,40.0,59.0,4.0,3.0,1.0,14.0,16.0,2.0,12.0,,1.0,4.0,6.0,5.0,2.0,3.0,1.0,64.0,62.0,14.0,24.0,11.0,,2.0,76.0,15.0,9.0,,,3.0,2.0,,150.0,3.0,2.0,2.0,1.0,2.0,,14.0,1.0,1.0,1.0,12.0,,18.0,18.0,,1.0,56.0,74.0,28.0,11.0,1.0,4.0,8.0,7.0,269.0,6.0,4.0,73.0,42.0,25.0,,,,,152.0,149.0,2.0,35.0,16.0,34.1,,1.0,16.0,0.0,50.0,2.0,1.0,3.0,,1.0,,5.0,1.0,3.0,57.0,181.0,14.0,12.0,92.0,30.0,27.0,25.0,3.0,16.0,13.0,,115.0,10.0,220.0,2.0,2.0,30.0,10.0,63.0,1.0,296.0,1.0,0.0,14.0,27.0,3.0,15.0,2.0,512.0,10.0,14.0,4.0,25.0,0.0
803412,26,2016-02-14 12:00:00,13,Leicester,Away,62.0,10.0,1.0,2.0,1.0,1.0,,100.0,2.0,1.0,2.0,4.0,1.0,12.0,160.0,,,7.0,30.0,17.0,5.0,1.0,,,,,,,5.0,1.0,,,,,,,5.0,22.0,2.0,31.0,71.0,1.0,1.0,1.0,7.0,25.0,,16.0,,2.0,1.0,8.0,2.0,,6.0,1.0,72.0,71.0,7.0,25.0,12.0,,,60.0,10.0,8.0,1.0,,1.0,,,147.0,,,,,,,17.0,,,1.0,16.0,,26.0,26.0,9.0,2.0,51.0,73.0,23.0,11.0,,4.0,2.0,3.0,229.0,6.0,4.0,29.0,64.0,21.0,,,,1.0,168.0,161.0,6.0,33.0,23.0,27.9,,,25.0,0.0,40.0,4.0,,4.0,1.0,,,4.0,,3.0,52.0,149.0,15.0,6.0,89.0,20.0,32.0,20.0,1.0,11.0,10.0,,100.0,7.0,191.0,,1.0,30.0,1.0,68.0,2.0,269.0,,1.0,7.0,37.0,1.0,15.0,3.0,491.0,12.0,9.0,1.0,25.0,0.0
803429,27,2016-02-27 15:00:00,13,Leicester,Home,142.0,16.0,,3.0,3.0,5.0,1.0,194.0,,3.0,3.0,7.0,13.0,33.0,333.0,1.0,,24.0,27.0,23.0,8.0,2.0,,,,1.0,1.0,,10.0,,,,,,,2.0,5.0,5.0,4.0,69.0,65.0,2.0,1.0,1.0,3.0,18.0,5.0,8.0,,,3.0,13.0,8.0,,9.0,1.0,59.0,56.0,3.0,6.0,2.0,,,96.0,9.0,9.0,,,4.0,2.0,1.0,205.0,1.0,,,1.0,,,5.0,1.0,3.0,,3.0,,18.0,18.0,1.0,5.0,92.0,91.0,35.0,4.0,,5.0,6.0,3.0,441.0,3.0,2.0,72.0,79.0,29.0,,,,,194.0,190.0,2.0,30.0,22.0,58.1,,1.0,18.0,0.0,96.0,1.0,,1.0,,,,5.0,1.0,3.0,101.0,322.0,7.0,11.0,170.0,36.0,10.0,18.0,3.0,26.0,23.0,,164.0,13.0,318.0,3.0,3.0,38.0,14.0,82.0,1.0,462.0,1.0,0.0,13.0,14.0,,29.0,0.0,655.0,11.0,10.0,3.0,12.0,0.0
803440,28,2016-03-01 19:45:00,13,Leicester,Home,188.0,19.0,3.0,8.0,5.0,5.0,,195.0,6.0,1.0,4.0,5.0,16.0,43.0,375.0,1.0,,23.0,27.0,26.0,10.0,2.0,,,,,,,13.0,,,,2.0,,,1.0,3.0,5.0,6.0,80.0,70.0,4.0,5.0,1.0,3.0,20.0,7.0,7.0,,1.0,11.0,26.0,6.0,,4.0,,55.0,67.0,3.0,12.0,7.0,,,75.0,10.0,7.0,,,4.0,4.0,,183.0,1.0,,1.0,1.0,,,8.0,1.0,,2.0,8.0,2.0,25.0,25.0,2.0,4.0,109.0,81.0,38.0,3.0,1.0,7.0,6.0,4.0,463.0,2.0,4.0,86.0,70.0,52.0,,,,,179.0,177.0,5.0,37.0,22.0,65.0,2.0,,20.0,0.0,116.0,1.0,,1.0,,,,11.0,2.0,3.0,112.0,354.0,5.0,14.0,217.0,46.0,14.0,21.0,6.0,42.0,36.0,,168.0,14.0,313.0,,1.0,27.0,16.0,90.0,1.0,488.0,3.0,0.0,22.0,23.0,,26.0,0.0,706.0,8.0,11.0,11.0,17.0,0.0
803445,29,2016-03-05 17:30:00,13,Leicester,Away,141.0,25.0,1.0,5.0,4.0,8.0,1.0,171.0,2.0,3.0,2.0,12.0,13.0,42.0,307.0,,1.0,21.0,28.0,22.0,8.0,2.0,,,,,,,9.0,,,,,,,2.0,6.0,6.0,5.0,71.0,81.0,2.0,2.0,,3.0,23.0,,13.0,,,8.0,12.0,2.0,,13.0,1.0,79.0,69.0,3.0,23.0,12.0,,,78.0,11.0,9.0,,,2.0,1.0,,192.0,,,,,,,7.0,1.0,,,13.0,,20.0,20.0,1.0,2.0,78.0,79.0,40.0,3.0,1.0,6.0,4.0,7.0,387.0,3.0,2.0,58.0,76.0,24.0,,,,,177.0,175.0,2.0,39.0,29.0,49.8,,,23.0,0.0,74.0,3.0,1.0,4.0,,1.0,,7.0,,3.0,87.0,293.0,11.0,10.0,167.0,40.0,25.0,26.0,6.0,21.0,15.0,,140.0,15.0,269.0,,3.0,36.0,14.0,86.0,1.0,415.0,,0.0,14.0,26.0,1.0,24.0,2.0,644.0,18.0,12.0,8.0,18.0,0.0
803456,30,2016-03-14 20:00:00,13,Leicester,Home,180.0,14.0,1.0,3.0,2.0,7.0,,180.0,6.0,,2.0,15.0,18.0,36.0,357.0,,,25.0,23.0,26.0,7.0,1.0,,,,1.0,,,6.0,,,,,,,1.0,1.0,8.0,4.0,77.0,59.0,,,,2.0,31.0,6.0,14.0,,,8.0,13.0,5.0,,15.0,,67.0,62.0,2.0,16.0,9.0,,,63.0,4.0,9.0,1.0,,4.0,3.0,1.0,180.0,1.0,,1.0,,1.0,,9.0,,2.0,,11.0,,24.0,24.0,,3.0,96.0,91.0,51.0,4.0,,2.0,7.0,1.0,436.0,5.0,1.0,69.0,71.0,28.0,,,,,178.0,175.0,5.0,28.0,19.0,49.9,,1.0,31.0,0.0,105.0,,2.0,2.0,,1.0,,3.0,,2.0,97.0,343.0,15.0,9.0,209.0,24.0,19.0,17.0,4.0,25.0,21.0,,135.0,18.0,274.0,2.0,,35.0,20.0,70.0,,458.0,,0.0,10.0,21.0,,33.0,0.0,686.0,16.0,6.0,8.0,16.0,0.0
803465,31,2016-03-19 15:00:00,13,Leicester,Away,71.0,17.0,,3.0,3.0,5.0,,165.0,4.0,,1.0,7.0,16.0,26.0,233.0,,1.0,15.0,28.0,25.0,5.0,1.0,,,,,,1.0,5.0,,,,,,,,5.0,7.0,6.0,44.0,70.0,3.0,2.0,1.0,8.0,10.0,2.0,18.0,,1.0,7.0,17.0,5.0,,6.0,2.0,73.0,75.0,8.0,39.0,26.0,,,82.0,13.0,9.0,,1.0,,,,172.0,1.0,,1.0,1.0,,,13.0,1.0,3.0,,29.0,,21.0,21.0,,1.0,60.0,96.0,43.0,10.0,1.0,3.0,4.0,3.0,316.0,2.0,1.0,44.0,87.0,33.0,,,,,179.0,174.0,3.0,32.0,28.0,44.1,,2.0,10.0,0.0,70.0,1.0,3.0,4.0,,,,3.0,,3.0,101.0,221.0,6.0,7.0,100.0,39.0,44.0,22.0,4.0,26.0,22.0,,163.0,12.0,272.0,3.0,,40.0,16.0,85.0,,346.0,1.0,0.0,8.0,28.0,1.0,19.0,1.0,581.0,17.0,13.0,7.0,24.0,0.0
803477,32,2016-04-03 13:30:00,13,Leicester,Home,106.0,17.0,2.0,5.0,3.0,2.0,1.0,164.0,5.0,,2.0,8.0,9.0,30.0,265.0,,1.0,18.0,28.0,17.0,6.0,2.0,,,,,,,6.0,,,,,,,2.0,3.0,7.0,3.0,54.0,58.0,2.0,2.0,,6.0,21.0,5.0,8.0,1.0,,7.0,5.0,8.0,1.0,3.0,1.0,67.0,58.0,6.0,33.0,23.0,,,59.0,12.0,13.0,,1.0,6.0,3.0,,163.0,1.0,,1.0,,1.0,,10.0,,2.0,,25.0,,14.0,14.0,2.0,2.0,69.0,76.0,39.0,8.0,,2.0,7.0,4.0,332.0,4.0,1.0,65.0,66.0,31.0,,,,,159.0,151.0,2.0,35.0,13.0,46.0,,,21.0,0.0,78.0,1.0,1.0,1.0,,1.0,,2.0,1.0,3.0,88.0,245.0,8.0,9.0,131.0,33.0,41.0,26.0,4.0,20.0,16.0,,136.0,9.0,253.0,2.0,,28.0,10.0,68.0,2.0,364.0,1.0,0.0,11.0,22.0,1.0,26.0,2.0,575.0,5.0,9.0,7.0,13.0,0.0
803486,33,2016-04-10 13:30:00,13,Leicester,Away,99.0,25.0,3.0,5.0,2.0,3.0,,195.0,4.0,,1.0,10.0,10.0,33.0,289.0,1.0,,25.0,29.0,20.0,9.0,3.0,,,,,,1.0,12.0,,,,,,,1.0,4.0,8.0,7.0,68.0,80.0,5.0,3.0,2.0,,19.0,2.0,14.0,,1.0,7.0,11.0,6.0,,13.0,1.0,87.0,75.0,,31.0,15.0,,,97.0,9.0,9.0,2.0,,1.0,2.0,,208.0,2.0,,1.0,2.0,,,15.0,2.0,,,16.0,,18.0,18.0,1.0,1.0,68.0,95.0,51.0,1.0,,7.0,7.0,7.0,381.0,4.0,3.0,74.0,81.0,44.0,,,,,199.0,194.0,6.0,35.0,38.0,55.2,,1.0,19.0,0.0,64.0,1.0,,1.0,,2.0,,7.0,,3.0,122.0,277.0,11.0,14.0,121.0,46.0,36.0,44.0,5.0,24.0,19.0,,191.0,13.0,311.0,,,29.0,12.0,79.0,1.0,408.0,2.0,0.0,16.0,24.0,,29.0,1.0,661.0,13.0,22.0,7.0,20.0,0.0
803501,34,2016-04-17 13:30:00,13,Leicester,Home,114.0,11.0,,3.0,3.0,9.0,2.0,114.0,4.0,,3.0,11.0,4.0,23.0,225.0,,,15.0,16.0,17.0,3.0,1.0,1.0,,,,,1.0,4.0,1.0,,,,,,1.0,11.0,10.0,9.0,45.0,65.0,3.0,3.0,1.0,6.0,18.0,,9.0,,2.0,,2.0,2.0,,7.0,1.0,50.0,48.0,6.0,26.0,16.0,,,69.0,14.0,13.0,1.0,,4.0,2.0,,161.0,1.0,,1.0,1.0,,1.0,12.0,1.0,2.0,,21.0,,8.0,8.0,1.0,3.0,68.0,79.0,33.0,5.0,,4.0,1.0,2.0,300.0,3.0,4.0,32.0,68.0,24.0,1.0,1.0,1.0,1.0,159.0,152.0,1.0,28.0,23.0,43.5,,,18.0,0.0,58.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,,3.0,42.0,213.0,11.0,6.0,133.0,29.0,33.0,11.0,,6.0,6.0,2.0,98.0,20.0,205.0,2.0,,31.0,4.0,67.0,2.0,332.0,,1.0,6.0,14.0,2.0,22.0,1.0,511.0,17.0,6.0,,13.0,0.0
803509,35,2016-04-24 16:15:00,13,Leicester,Home,142.0,18.0,1.0,3.0,3.0,2.0,1.0,150.0,3.0,,1.0,7.0,19.0,24.0,289.0,,1.0,14.0,13.0,17.0,7.0,1.0,1.0,1.0,,1.0,,,14.0,,,,,,,1.0,11.0,6.0,3.0,61.0,88.0,4.0,2.0,4.0,2.0,22.0,3.0,8.0,,,4.0,7.0,2.0,,17.0,1.0,64.0,80.0,2.0,21.0,14.0,,,70.0,15.0,10.0,2.0,,3.0,1.0,1.0,167.0,2.0,1.0,2.0,1.0,1.0,,5.0,3.0,,,16.0,,33.0,33.0,3.0,1.0,84.0,67.0,28.0,6.0,1.0,2.0,8.0,9.0,374.0,4.0,,51.0,64.0,19.0,,,,,161.0,157.0,7.0,42.0,36.0,38.3,,,22.0,0.0,80.0,1.0,,1.0,,1.0,1.0,6.0,,3.0,82.0,279.0,9.0,10.0,170.0,37.0,25.0,34.0,4.0,13.0,10.0,1.0,138.0,10.0,235.0,,,31.0,20.0,67.0,3.0,392.0,,0.0,18.0,30.0,2.0,21.0,1.0,627.0,6.0,23.0,4.0,22.0,0.0
803515,36,2016-05-01 14:05:00,13,Leicester,Away,58.0,16.0,4.0,9.0,5.0,3.0,1.0,105.0,3.0,2.0,1.0,7.0,6.0,19.0,154.0,,,9.0,31.0,12.0,7.0,5.0,,,,,,,6.0,,,,,,,4.0,5.0,9.0,12.0,30.0,69.0,2.0,1.0,1.0,3.0,22.0,4.0,24.0,,2.0,5.0,6.0,2.0,1.0,9.0,1.0,77.0,68.0,3.0,32.0,21.0,,,66.0,10.0,15.0,,,1.0,2.0,,120.0,1.0,1.0,1.0,,1.0,,8.0,,2.0,,24.0,,32.0,32.0,5.0,1.0,51.0,56.0,22.0,6.0,,7.0,6.0,3.0,215.0,8.0,3.0,24.0,45.0,32.0,,,,,138.0,134.0,5.0,33.0,20.0,29.5,,,22.0,0.0,47.0,3.0,2.0,5.0,1.0,,,7.0,,3.0,49.0,141.0,10.0,13.0,82.0,28.0,36.0,21.0,5.0,15.0,10.0,,101.0,6.0,181.0,2.0,2.0,35.0,6.0,69.0,,248.0,1.0,1.0,14.0,25.0,,17.0,0.0,480.0,9.0,16.0,5.0,20.0,0.0
803524,37,2016-05-07 17:30:00,13,Leicester,Home,91.0,21.0,5.0,11.0,6.0,6.0,,185.0,1.0,,1.0,3.0,15.0,26.0,265.0,,,17.0,12.0,25.0,16.0,5.0,,1.0,,2.0,,,16.0,1.0,1.0,,,,,1.0,2.0,6.0,3.0,38.0,58.0,3.0,3.0,3.0,3.0,18.0,10.0,11.0,,1.0,12.0,12.0,7.0,,11.0,3.0,51.0,69.0,3.0,17.0,13.0,,,66.0,4.0,12.0,2.0,,5.0,1.0,2.0,141.0,1.0,,1.0,1.0,,,4.0,2.0,2.0,,13.0,,17.0,17.0,2.0,1.0,89.0,69.0,41.0,4.0,1.0,10.0,12.0,8.0,318.0,1.0,2.0,71.0,42.0,37.0,,,,2.0,133.0,131.0,4.0,22.0,25.0,41.3,,,18.0,0.0,72.0,2.0,2.0,4.0,,,,13.0,1.0,3.0,88.0,252.0,9.0,22.0,101.0,30.0,19.0,28.0,10.0,30.0,20.0,,126.0,12.0,269.0,2.0,,16.0,16.0,50.0,2.0,340.0,,0.0,31.0,17.0,,20.0,0.0,562.0,6.0,15.0,12.0,11.0,0.0
803535,38,2016-05-15 15:00:00,13,Leicester,Away,147.0,19.0,3.0,6.0,3.0,6.0,,209.0,2.0,,5.0,2.0,20.0,23.0,350.0,,,23.0,9.0,10.0,10.0,2.0,,,,,,1.0,16.0,,,,,,,,6.0,11.0,6.0,74.0,75.0,2.0,2.0,,1.0,29.0,7.0,20.0,,,6.0,7.0,5.0,,12.0,2.0,65.0,55.0,1.0,13.0,6.0,,,67.0,12.0,5.0,,,3.0,1.0,,170.0,1.0,,,1.0,,,7.0,1.0,1.0,1.0,7.0,,20.0,20.0,3.0,5.0,112.0,77.0,43.0,7.0,1.0,4.0,9.0,5.0,421.0,8.0,4.0,68.0,81.0,29.0,1.0,1.0,1.0,,152.0,149.0,13.0,26.0,29.0,46.0,,3.0,29.0,0.0,88.0,2.0,1.0,3.0,,,,6.0,,3.0,92.0,340.0,17.0,13.0,166.0,40.0,16.0,30.0,6.0,19.0,13.0,,139.0,11.0,297.0,2.0,1.0,15.0,23.0,58.0,,444.0,1.0,0.0,18.0,24.0,,26.0,0.0,668.0,9.0,16.0,6.0,19.0,0.0
