season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768219,24,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,1.0,20.0,13.0,32.0,1.0,,6.0,1.0,,,,,,,2.0,3.0,,,1.0,1.0,,,,2.0,2.0,90.0,,,,,,,,7.3,,,,,2.0,,1.0,,5.0,,27.0,15.0,41.0,0,2.0,63.0,2.0,1.0,
2015-16,6768219,24,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,2.0,8.0,18.0,26.0,2.0,5.0,5.0,,,,1.0,,,,3.0,5.0,,,,,,,,,,90.0,,,,,,,,6.7,,,,,15.0,,,,7.0,,12.0,23.0,35.0,0,,51.0,1.0,,
2015-16,6768219,24,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,2.0,16.0,13.0,29.0,,,3.0,,,,3.0,,,,8.0,4.0,,,4.0,,,,,2.0,,90.0,,1.0,,,,,,6.1,,,,,2.0,1.0,4.0,,5.0,,24.0,18.0,38.0,0,4.0,66.0,3.0,,
2015-16,6768222,25,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768222,25,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,12.0,16.0,32.0,48.0,1.0,1.0,9.0,,,,,,,,2.0,6.0,,,1.0,,,,,3.0,,90.0,,,,,,,,7.6,,,,,10.0,1.0,1.0,,17.0,,22.0,38.0,59.0,0,4.0,81.0,1.0,,1.0
2015-16,6768222,25,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,,12.0,11.0,23.0,2.0,,5.0,,,,,,,1.0,4.0,5.0,,,1.0,,,,,1.0,1.0,66.0,,1.0,,,,,,6.8,,,1.0,,,,,,1.0,,18.0,11.0,29.0,1,2.0,40.0,1.0,3.0,
2015-16,6768222,25,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,2.0,18.0,13.0,30.0,,1.0,7.0,,,,2.0,,,1.0,6.0,7.0,,,,,,,,,1.0,90.0,,,,,,,,6.2,,,,,3.0,7.0,6.0,,4.0,,27.0,17.0,38.0,0,2.0,79.0,1.0,,4.0
2015-16,6768222,25,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,4.0,14.0,30.0,44.0,1.0,1.0,5.0,,,,,,,,1.0,2.0,1.0,,,,,,,5.0,,90.0,1.0,,,,,,,6.6,,,,,6.0,1.0,,,8.0,,21.0,33.0,54.0,1,,67.0,,,1.0
2015-16,6768222,25,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,1.0,,,23.0,14.0,36.0,1.0,3.0,6.0,,,,2.0,,,,5.0,6.0,,,,,,,,1.0,3.0,90.0,,,,,,,,6.6,,,1.0,,3.0,2.0,5.0,,,,32.0,14.0,41.0,1,2.0,72.0,1.0,1.0,
2015-16,6768251,26,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768251,26,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,11.0,40.0,41.0,81.0,1.0,2.0,8.0,,,1.0,,,,,3.0,8.0,,,2.0,,,,,3.0,,90.0,,,,,,,,7.2,,,,,2.0,,2.0,,21.0,,53.0,46.0,97.0,1,4.0,115.0,1.0,2.0,
2015-16,6768251,26,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,,9.0,8.0,17.0,2.0,,3.0,,,,2.0,,,1.0,7.0,2.0,,,,,,,,,,45.0,,1.0,,,,,,5.9,,,,,,3.0,1.0,,1.0,,13.0,8.0,20.0,0,1.0,30.0,,,1.0
2015-16,6768251,26,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,4.0,32.0,15.0,46.0,2.0,,7.0,,,1.0,,,,,3.0,5.0,,,,1.0,,,,1.0,1.0,90.0,,,,,,,,7.2,,,,,,2.0,6.0,,6.0,,45.0,15.0,54.0,1,3.0,74.0,1.0,1.0,1.0
2015-16,6768251,26,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,4.0,26.0,28.0,54.0,1.0,1.0,3.0,,,1.0,,,,,1.0,3.0,,,1.0,,,,,1.0,,90.0,,,,,,,,6.8,,,,,4.0,,,,6.0,,28.0,29.0,57.0,1,2.0,66.0,,,
2015-16,6768251,26,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,4.0,23.0,18.0,41.0,2.0,,5.0,,,,,,,1.0,3.0,8.0,,,,,,,,1.0,,90.0,,,,,,,,6.5,,,,,1.0,,2.0,,5.0,,27.0,18.0,43.0,0,1.0,73.0,,7.0,
2015-16,6768269,27,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768269,27,91,Bournemouth,Away,14185,28378,Tommy Elphick,tommy-elphick,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768269,27,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,3.0,8.0,20.0,28.0,2.0,6.0,3.0,,,,,,,,2.0,8.0,,,,,,,,1.0,1.0,90.0,,,,,,,,7.7,,,,,15.0,,,,7.0,,13.0,23.0,36.0,0,2.0,55.0,,,
2015-16,6768269,27,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,True,,,,3.0,2.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,16.0,,,,,,,,6.6,,,,,,,,,,,5.0,2.0,7.0,0,,10.0,3.0,,
2015-16,6768269,27,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,2.0,,,10.0,17.0,25.0,1.0,1.0,6.0,,,,1.0,,,,3.0,8.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,7.3,,,,,2.0,5.0,8.0,,7.0,,25.0,18.0,35.0,0,1.0,65.0,1.0,2.0,5.0
2015-16,6768269,27,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,3.0,7.0,19.0,26.0,2.0,5.0,5.0,,,,1.0,,,,4.0,9.0,,,,,,,,1.0,,90.0,,2.0,,,,,,7.4,,,,,15.0,1.0,,,9.0,,14.0,20.0,34.0,0,3.0,60.0,,1.0,
2015-16,6768269,27,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,2.0,25.0,6.0,30.0,,4.0,5.0,,,,2.0,,,1.0,8.0,12.0,,,3.0,,,,,1.0,,90.0,,,,,,,,7.0,,,,,6.0,4.0,3.0,,5.0,,35.0,8.0,40.0,0,3.0,84.0,2.0,3.0,2.0
2015-16,6768268,28,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768268,28,91,Bournemouth,Home,14185,28378,Tommy Elphick,tommy-elphick,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768268,28,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,4.0,10.0,11.0,21.0,5.0,3.0,2.0,,,,,,,,6.0,5.0,,,1.0,,,,,1.0,,90.0,,,,,,,,7.1,,,,,5.0,1.0,,,10.0,,18.0,14.0,32.0,0,1.0,41.0,,1.0,1.0
2015-16,6768268,28,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,2.0,5.0,2.0,7.0,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,24.0,,,,,,,,6.8,,,1.0,,1.0,,,,4.0,,9.0,3.0,12.0,1,,14.0,,,
2015-16,6768268,28,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,2.0,22.0,2.0,23.0,1.0,,7.0,,,,,,,,2.0,2.0,,,,,,,,1.0,1.0,90.0,,,,,,,,6.9,,,,,2.0,1.0,5.0,,6.0,,35.0,5.0,35.0,0,,56.0,1.0,2.0,
2015-16,6768268,28,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,2.0,5.0,6.0,11.0,2.0,8.0,4.0,,,,1.0,,,,5.0,10.0,,,2.0,,1.0,,,1.0,,90.0,1.0,1.0,,,,,,8.1,,,,,17.0,,,,5.0,,10.0,7.0,17.0,1,,39.0,,2.0,
2015-16,6768268,28,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,3.0,20.0,10.0,30.0,2.0,,6.0,,,,2.0,,,,4.0,4.0,,,,,,,,,,90.0,,,,,,,,6.9,,,,,3.0,,2.0,,5.0,,27.0,10.0,35.0,0,2.0,61.0,,2.0,
2015-16,6768283,29,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768283,29,91,Bournemouth,Away,14185,28378,Tommy Elphick,tommy-elphick,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768283,29,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,3.0,15.0,28.0,43.0,1.0,5.0,3.0,,,,,,,,1.0,6.0,,,,,,,,1.0,,90.0,,3.0,,,,,,7.5,,,,,11.0,,,,11.0,,26.0,33.0,59.0,0,1.0,75.0,,,
2015-16,6768283,29,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,3.0,25.0,16.0,41.0,2.0,7.0,8.0,,,2.0,7.0,,,,13.0,18.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,,7.0,,,,,1.0,5.0,,,3.0,,31.0,19.0,50.0,2,7.0,76.0,3.0,3.0,2.0
2015-16,6768283,29,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,1.0,11.0,19.0,30.0,1.0,2.0,3.0,,,,2.0,,,1.0,4.0,5.0,,,,,1.0,,,4.0,1.0,90.0,1.0,,,,,,,7.3,,,,,,1.0,4.0,,5.0,,20.0,23.0,39.0,1,1.0,68.0,1.0,1.0,1.0
2015-16,6768283,29,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,6.0,14.0,23.0,37.0,,3.0,5.0,,,1.0,,,,,,4.0,,,,,,,,4.0,,90.0,,3.0,,,,,,7.7,,,1.0,,13.0,,,,16.0,,26.0,23.0,49.0,2,1.0,72.0,,,
2015-16,6768283,29,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,,18.0,20.0,37.0,,2.0,4.0,,,,1.0,,,1.0,4.0,10.0,,,2.0,,,,,2.0,1.0,90.0,1.0,,,,,,,7.1,,,,,,5.0,4.0,,4.0,,33.0,20.0,49.0,1,1.0,86.0,1.0,2.0,5.0
2015-16,6768281,30,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768281,30,91,Bournemouth,Home,14185,28378,Tommy Elphick,tommy-elphick,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768281,30,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,5.0,14.0,24.0,38.0,,4.0,6.0,,,,,,,,,6.0,,,,,,,,2.0,,90.0,,,,,,,,6.9,,,,,5.0,,,,12.0,,19.0,28.0,47.0,0,1.0,56.0,,1.0,
2015-16,6768281,30,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,2.0,3.0,5.0,8.0,1.0,,3.0,,,,1.0,,,2.0,8.0,1.0,,,2.0,,,,,,,45.0,,,,,,,,5.8,,,,,,3.0,,,3.0,,6.0,9.0,15.0,0,,21.0,,,1.0
2015-16,6768281,30,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,2.0,20.0,6.0,26.0,,2.0,2.0,,,,2.0,,,,3.0,9.0,,,,,,,,2.0,,90.0,,1.0,,,,,,7.0,,,,,2.0,4.0,1.0,,5.0,,27.0,9.0,35.0,0,4.0,70.0,,,3.0
2015-16,6768281,30,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,6.0,5.0,12.0,17.0,2.0,3.0,4.0,,,,,,,,3.0,3.0,,,1.0,,1.0,,,6.0,,90.0,1.0,,,,,,,7.8,,,,,11.0,,1.0,,11.0,,10.0,17.0,26.0,1,,45.0,,,
2015-16,6768281,30,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,2.0,13.0,12.0,25.0,,,7.0,,,,1.0,,,,4.0,10.0,,,,,,,,1.0,,90.0,,,,,,,,6.8,,,,,1.0,5.0,3.0,,6.0,,21.0,13.0,31.0,0,5.0,62.0,,3.0,2.0
2015-16,6768293,31,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768293,31,91,Bournemouth,Away,14185,28378,Tommy Elphick,tommy-elphick,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768293,31,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,9.0,6.0,28.0,34.0,2.0,2.0,5.0,,,,,1.0,,,3.0,10.0,,,1.0,,,,,4.0,,90.0,,1.0,,,,,,8.1,,,,,12.0,1.0,,,17.0,,12.0,35.0,47.0,0,7.0,74.0,,,1.0
2015-16,6768293,31,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768293,31,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,5.0,13.0,14.0,27.0,,,2.0,,,,,,,,,4.0,,,,,,,,,,90.0,,,,,,,,6.5,,,,,2.0,2.0,3.0,,8.0,,21.0,16.0,34.0,0,2.0,61.0,,,2.0
2015-16,6768293,31,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,3.0,3.0,25.0,28.0,1.0,1.0,5.0,,,,,,,,1.0,1.0,,,,,,,,3.0,,90.0,,1.0,,,,,,6.6,,,1.0,,6.0,,,,9.0,1.0,10.0,27.0,37.0,1,,50.0,,,
2015-16,6768293,31,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,3.0,11.0,16.0,27.0,3.0,,6.0,,,,,,,1.0,7.0,14.0,,,2.0,,,,,2.0,,90.0,,,,,,,,7.0,,,,,4.0,7.0,4.0,,5.0,,21.0,17.0,34.0,0,3.0,81.0,1.0,5.0,6.0
2015-16,6768310,32,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768310,32,91,Bournemouth,Home,14185,28378,Tommy Elphick,tommy-elphick,D,True,,,,5.0,8.0,13.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,22.0,,,,,,,,6.6,,,,,2.0,,,,,,6.0,8.0,14.0,0,,18.0,,,
2015-16,6768310,32,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,9.0,17.0,38.0,55.0,1.0,2.0,12.0,,,,,,,,1.0,9.0,,,,,,,,2.0,,90.0,,,,,,,,7.3,,,,,5.0,,3.0,,14.0,,25.0,43.0,65.0,0,7.0,88.0,1.0,,
2015-16,6768310,32,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,,4.0,2.0,6.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,6.0,,,,,,,,6.3,,,,,,,,,,,4.0,2.0,6.0,0,,8.0,,,
2015-16,6768310,32,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,2.0,,2.0,20.0,26.0,44.0,1.0,,3.0,,1.0,,1.0,,,1.0,8.0,3.0,1.0,,,,,,,1.0,1.0,90.0,1.0,,,,,,,5.3,,,,,3.0,6.0,4.0,,2.0,,23.0,27.0,46.0,1,2.0,75.0,1.0,,1.0
2015-16,6768310,32,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,6.0,12.0,30.0,42.0,,2.0,5.0,1.0,,1.0,,,,,,3.0,,,,,,,,2.0,1.0,90.0,,,,,,,,6.8,,,,,7.0,,,,9.0,,14.0,35.0,49.0,1,1.0,61.0,1.0,,
2015-16,6768310,32,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,1.0,,,11.0,15.0,25.0,1.0,1.0,2.0,,,,,,,,4.0,4.0,,,1.0,,,,,2.0,1.0,68.0,,,,,,,,6.4,,,,,,4.0,1.0,,1.0,,15.0,16.0,30.0,0,,51.0,,1.0,2.0
2015-16,6768311,33,91,Bournemouth,Away,14185,28378,Tommy Elphick,tommy-elphick,D,False,,,3.0,15.0,27.0,42.0,2.0,4.0,6.0,,,1.0,,,,,3.0,8.0,,,1.0,,,,,3.0,,90.0,,,,,,,,7.0,,,,,5.0,,,,7.0,,21.0,30.0,51.0,1,,65.0,,4.0,
2015-16,6768311,33,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,3.0,,5.0,32.0,25.0,54.0,1.0,5.0,3.0,,,,1.0,,,,2.0,7.0,,,,1.0,,,,1.0,4.0,90.0,,,,,,,,7.5,,,,,5.0,1.0,6.0,,10.0,,48.0,29.0,71.0,0,,96.0,1.0,1.0,1.0
2015-16,6768311,33,91,Bournemouth,Away,16381,37342,Rhoys Wiggins,rhoys-wiggins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768311,33,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,1.0,,1.0,29.0,24.0,52.0,2.0,2.0,10.0,,,,3.0,,,1.0,7.0,7.0,,,1.0,,,,,5.0,,90.0,,,,,,,,7.1,,,1.0,,1.0,3.0,1.0,,1.0,,34.0,24.0,57.0,1,1.0,73.0,1.0,1.0,3.0
2015-16,6768311,33,91,Bournemouth,Away,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,,
2015-16,6768311,33,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,,23.0,22.0,45.0,1.0,,9.0,,,,3.0,,,,6.0,3.0,,,1.0,,,,,2.0,,90.0,,,,,,,,6.1,,,1.0,,,2.0,1.0,,5.0,,33.0,24.0,56.0,1,1.0,74.0,,1.0,1.0
2015-16,6768311,33,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,12.0,18.0,33.0,51.0,3.0,4.0,5.0,,,,1.0,,,,5.0,6.0,,,1.0,,1.0,,,6.0,,90.0,1.0,,,,,,,8.1,,,1.0,,14.0,,,,19.0,,27.0,34.0,61.0,2,2.0,88.0,2.0,,
2015-16,6768357,34,91,Bournemouth,Home,14185,28378,Tommy Elphick,tommy-elphick,D,False,,,4.0,11.0,29.0,40.0,,,5.0,,,,,,,,,1.0,,,,,,,,1.0,,90.0,1.0,,,,,,,6.4,,,,,1.0,,,,11.0,,22.0,30.0,52.0,1,1.0,57.0,,,
2015-16,6768357,34,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,4.0,,3.0,27.0,25.0,48.0,,4.0,9.0,,,,2.0,,,3.0,5.0,8.0,,,,,,,,4.0,3.0,90.0,,1.0,,,,,,7.0,,,,,,,7.0,,7.0,,41.0,30.0,64.0,0,4.0,94.0,,,
2015-16,6768357,34,91,Bournemouth,Home,16381,37342,Rhoys Wiggins,rhoys-wiggins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768357,34,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,1.0,30.0,23.0,53.0,2.0,3.0,9.0,,,,4.0,,,2.0,11.0,7.0,,1.0,3.0,,,,,3.0,2.0,90.0,,1.0,,,,,,6.2,,,,,,,,,5.0,,42.0,25.0,67.0,0,2.0,79.0,1.0,2.0,
2015-16,6768357,34,91,Bournemouth,Home,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768357,34,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,2.0,,2.0,22.0,24.0,44.0,,1.0,6.0,,,,1.0,,,2.0,3.0,1.0,,,,,,,,2.0,2.0,90.0,,,,,,,,6.2,,,,,,,5.0,,3.0,,31.0,27.0,53.0,0,,75.0,1.0,,
2015-16,6768357,34,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,5.0,8.0,29.0,37.0,2.0,4.0,9.0,,,,,,,,2.0,7.0,,,,,,,,5.0,,90.0,,2.0,,,,,,7.8,,,3.0,,5.0,,,,8.0,1.0,12.0,33.0,45.0,3,3.0,65.0,,,
2015-16,6768342,35,91,Bournemouth,Home,14185,28378,Tommy Elphick,tommy-elphick,D,False,,,1.0,8.0,25.0,33.0,,,2.0,,,1.0,2.0,,,,3.0,3.0,,,1.0,,1.0,,,3.0,,90.0,1.0,,,,,,,6.9,,,,,3.0,,,,6.0,,10.0,30.0,40.0,2,3.0,53.0,1.0,,
2015-16,6768342,35,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,2.0,,3.0,20.0,18.0,36.0,1.0,1.0,10.0,,,,3.0,,,1.0,8.0,6.0,,,3.0,1.0,,,,2.0,2.0,90.0,,,,,,,,6.1,,,,,2.0,,9.0,,8.0,,31.0,22.0,44.0,0,5.0,76.0,1.0,,
2015-16,6768342,35,91,Bournemouth,Home,16381,37342,Rhoys Wiggins,rhoys-wiggins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768342,35,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,2.0,29.0,21.0,50.0,,1.0,6.0,,,1.0,3.0,,,,3.0,3.0,,,,,,,,3.0,1.0,90.0,,2.0,,,,,,6.9,,,,,2.0,1.0,,,3.0,,33.0,22.0,55.0,1,1.0,71.0,1.0,,1.0
2015-16,6768342,35,91,Bournemouth,Home,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768342,35,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,2.0,15.0,17.0,31.0,,,10.0,,,1.0,3.0,,,,5.0,1.0,,,,,,,,2.0,1.0,90.0,,1.0,,,,,,5.9,,,1.0,,,3.0,3.0,,6.0,,26.0,20.0,43.0,2,,63.0,,,1.0
2015-16,6768342,35,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,2.0,3.0,23.0,26.0,,5.0,4.0,,,,2.0,,,,2.0,6.0,,,1.0,,,,,,,90.0,,3.0,,,,,,6.4,,,,,9.0,,,,5.0,,11.0,24.0,35.0,0,1.0,49.0,,,
2015-16,6768339,36,91,Bournemouth,Away,14185,28378,Tommy Elphick,tommy-elphick,D,False,,,1.0,9.0,14.0,23.0,2.0,3.0,2.0,,,,1.0,,,,3.0,5.0,,,,,,,,3.0,,90.0,,,,,,,,6.6,,,,,6.0,,,,2.0,,11.0,14.0,25.0,0,2.0,37.0,1.0,,
2015-16,6768339,36,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,1.0,,3.0,33.0,19.0,51.0,5.0,4.0,7.0,,,,2.0,,,1.0,10.0,10.0,,,1.0,,,,,4.0,3.0,90.0,,2.0,,,,,,7.4,,,1.0,,6.0,4.0,6.0,,8.0,1.0,50.0,23.0,67.0,1,3.0,112.0,1.0,,3.0
2015-16,6768339,36,91,Bournemouth,Away,16381,37342,Rhoys Wiggins,rhoys-wiggins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768339,36,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768339,36,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,2.0,27.0,17.0,44.0,,1.0,4.0,,,,,,,,,2.0,,,,,,,,4.0,1.0,90.0,,,,,,,,6.9,,,,,6.0,1.0,4.0,,4.0,,33.0,21.0,50.0,0,,75.0,2.0,,1.0
2015-16,6768339,36,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,5.0,4.0,28.0,32.0,1.0,2.0,3.0,,,,,,,,1.0,2.0,,,,,,,,,,90.0,,,,,,,,6.6,,,,,8.0,,,,9.0,,7.0,30.0,37.0,0,,46.0,1.0,,
2015-16,6768359,37,91,Bournemouth,Home,14185,28378,Tommy Elphick,tommy-elphick,D,False,,,4.0,12.0,34.0,46.0,2.0,2.0,3.0,,,,,,,,3.0,4.0,,,1.0,,,,,,,90.0,,1.0,1.0,,,,,6.4,,,,,5.0,,,,7.0,,17.0,35.0,52.0,0,1.0,61.0,,1.0,
2015-16,6768359,37,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,6.0,32.0,27.0,59.0,,1.0,3.0,,,,2.0,,,1.0,4.0,3.0,,,,,,,,,1.0,90.0,,,,,,,,6.3,,,,,2.0,1.0,3.0,,10.0,,48.0,30.0,75.0,0,1.0,100.0,,1.0,
2015-16,6768359,37,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
