matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442217,22,2013-01-12 15:00:00,110,Stoke,Home,79.0,7.0,1.0,5.0,4.0,5.0,,144.0,2.0,2.0,5.0,12.0,10.0,25.0,218.0,,,15.0,11.0,23.0,7.0,1.0,,,,,,2.0,,,,,8.0,,1.0,,1.0,,,1.0,9.0,6.0,,,46.0,61.0,1.0,3.0,,2.0,2.0,12.0,,1.0,6.0,13.0,11.0,,9.0,4.0,49.0,53.0,2.0,20.0,10.0,,,68.0,14.0,9.0,,,3.0,1.0,,137.0,,,,,,,2.0,,,2.0,15.0,1.0,13.0,10.0,2.0,5.0,73.0,76.0,42.0,7.0,,3.0,5.0,5.0,,5.0,,2.0,34.0,70.0,21.0,1.0,1.0,1.0,1.0,171.0,160.0,3.0,23.0,26.0,43.4,1.0,,0.0,63.0,4.0,,,,1.0,,5.0,,3.0,68.0,,8.0,112.0,24.0,31.0,12.0,6.0,31.0,25.0,,111.0,13.0,238.0,,2.0,31.0,10.0,51.0,3.0,319.0,,0.0,12.0,14.0,,21.0,1.0,509.0,,10.0,7.0,6.0,12.0,0.0
442224,23,2013-01-19 15:00:00,110,Stoke,Away,136.0,22.0,4.0,5.0,1.0,5.0,,180.0,4.0,,2.0,16.0,17.0,38.0,311.0,,,13.0,13.0,32.0,2.0,4.0,,1.0,1.0,,1.0,,,,,,3.0,,,,,,,1.0,9.0,6.0,,,72.0,53.0,2.0,2.0,1.0,6.0,2.0,9.0,,,6.0,13.0,5.0,,10.0,,45.0,59.0,6.0,15.0,5.0,,1.0,68.0,10.0,11.0,1.0,,3.0,2.0,1.0,152.0,1.0,,1.0,,1.0,,5.0,,1.0,1.0,7.0,,12.0,9.0,1.0,2.0,79.0,86.0,52.0,7.0,,4.0,3.0,2.0,,4.0,2.0,,61.0,64.0,11.0,,,,,150.0,143.0,1.0,26.0,22.0,43.9,,,0.0,99.0,,,,,,1.0,6.0,1.0,3.0,69.0,,7.0,152.0,40.0,22.0,8.0,6.0,26.0,20.0,1.0,115.0,13.0,276.0,1.0,,34.0,18.0,60.0,,402.0,,0.0,10.0,12.0,,16.0,0.0,561.0,,11.0,4.0,6.0,10.0,0.0
442235,24,2013-01-29 19:45:00,110,Stoke,Home,59.0,10.0,,3.0,3.0,8.0,,138.0,9.0,2.0,2.0,13.0,12.0,23.0,194.0,,,16.0,18.0,16.0,6.0,,,3.0,1.0,,1.0,,,,,,8.0,,,,,,,1.0,7.0,6.0,,,51.0,59.0,,,2.0,1.0,2.0,15.0,,,,8.0,8.0,1.0,6.0,1.0,53.0,42.0,1.0,10.0,,,,74.0,12.0,10.0,1.0,,6.0,4.0,1.0,121.0,,,,,,1.0,12.0,1.0,2.0,,3.0,,14.0,10.0,2.0,3.0,63.0,87.0,43.0,1.0,,4.0,2.0,3.0,,2.0,2.0,,43.0,77.0,21.0,,,,,159.0,151.0,1.0,24.0,24.0,36.9,,,0.0,64.0,,4.0,,,1.0,3.0,5.0,,3.0,84.0,,6.0,74.0,38.0,18.0,5.0,,20.0,20.0,4.0,145.0,19.0,245.0,2.0,2.0,26.0,13.0,51.0,1.0,299.0,,0.0,10.0,13.0,1.0,21.0,1.0,467.0,,9.0,3.0,,10.0,0.0
442239,25,2013-02-02 15:00:00,110,Stoke,Away,135.0,16.0,1.0,4.0,3.0,,1.0,108.0,6.0,,4.0,8.0,4.0,24.0,239.0,,,13.0,31.0,31.0,5.0,2.0,1.0,,,,,,,,,,4.0,,,,,,,1.0,12.0,11.0,2.0,5.0,65.0,48.0,,,,5.0,2.0,15.0,,,1.0,7.0,3.0,,7.0,4.0,69.0,49.0,5.0,23.0,9.0,,,56.0,13.0,3.0,,,1.0,1.0,,144.0,,,,,,,15.0,,5.0,,13.0,,17.0,12.0,4.0,4.0,61.0,84.0,36.0,11.0,,4.0,3.0,1.0,317.0,9.0,,,16.0,68.0,20.0,,,,,133.0,133.0,3.0,26.0,13.0,34.6,,,0.0,66.0,4.0,,4.0,,2.0,,4.0,,3.0,41.0,233.0,7.0,154.0,43.0,35.0,6.0,1.0,12.0,11.0,,88.0,11.0,194.0,5.0,,19.0,5.0,59.0,2.0,336.0,,0.0,7.0,12.0,1.0,22.0,3.0,506.0,10.0,7.0,3.0,1.0,8.0,0.0
442255,26,2013-02-09 15:00:00,110,Stoke,Home,121.0,26.0,2.0,12.0,10.0,10.0,,170.0,9.0,2.0,4.0,11.0,10.0,34.0,279.0,,,21.0,41.0,66.0,6.0,1.0,,,,,,,,,1.0,,7.0,,,,,,,1.0,3.0,4.0,,,58.0,44.0,,,,4.0,3.0,4.0,,,11.0,18.0,12.0,1.0,7.0,,65.0,94.0,4.0,21.0,7.0,,,92.0,10.0,4.0,1.0,,,,,170.0,1.0,1.0,1.0,,1.0,,15.0,1.0,1.0,1.0,11.0,,4.0,4.0,,4.0,84.0,107.0,46.0,3.0,,3.0,5.0,6.0,,3.0,,,28.0,106.0,34.0,,,,,210.0,203.0,2.0,17.0,15.0,58.1,,,0.0,99.0,,1.0,,,4.0,,3.0,2.0,3.0,88.0,,8.0,149.0,45.0,28.0,9.0,11.0,41.0,30.0,,156.0,25.0,303.0,1.0,2.0,37.0,12.0,70.0,,411.0,,0.0,12.0,19.0,,33.0,2.0,617.0,,13.0,5.0,11.0,10.0,0.0
442260,27,2013-02-23 12:45:00,110,Stoke,Away,98.0,24.0,1.0,4.0,3.0,8.0,,122.0,9.0,,3.0,8.0,18.0,23.0,216.0,,1.0,14.0,24.0,22.0,5.0,1.0,,,,,1.0,,,,,1.0,6.0,,,1.0,,,,1.0,11.0,9.0,,,53.0,61.0,,2.0,,7.0,2.0,10.0,,,4.0,8.0,6.0,,12.0,3.0,56.0,54.0,7.0,17.0,9.0,,,65.0,10.0,4.0,,,3.0,1.0,1.0,149.0,,,,,,,14.0,,4.0,1.0,16.0,,3.0,3.0,1.0,3.0,55.0,88.0,44.0,9.0,,4.0,2.0,3.0,,5.0,2.0,,45.0,44.0,20.0,,,,1.0,174.0,163.0,,29.0,20.0,39.3,,1.0,0.0,65.0,1.0,2.0,,,2.0,,5.0,,3.0,52.0,,6.0,125.0,38.0,28.0,8.0,4.0,19.0,15.0,,107.0,21.0,216.0,4.0,,23.0,20.0,48.0,2.0,322.0,,0.0,10.0,21.0,3.0,24.0,3.0,513.0,,10.0,7.0,4.0,12.0,0.0
442274,28,2013-03-02 15:00:00,110,Stoke,Home,83.0,12.0,2.0,3.0,1.0,5.0,,136.0,10.0,,3.0,18.0,9.0,30.0,216.0,,,24.0,29.0,18.0,5.0,1.0,,1.0,,,1.0,,,,,,7.0,,,,1.0,,,,7.0,5.0,,,48.0,48.0,,,,1.0,1.0,7.0,,,4.0,8.0,8.0,,15.0,1.0,69.0,58.0,1.0,15.0,6.0,,1.0,93.0,12.0,12.0,,,3.0,1.0,1.0,164.0,,,,,,,14.0,,,,16.0,1.0,6.0,4.0,1.0,3.0,59.0,98.0,46.0,2.0,,5.0,1.0,2.0,,5.0,2.0,,36.0,59.0,31.0,,,,,201.0,185.0,5.0,20.0,15.0,52.1,1.0,,0.0,60.0,1.0,1.0,,,1.0,1.0,6.0,,3.0,81.0,,6.0,103.0,23.0,31.0,9.0,3.0,20.0,17.0,1.0,152.0,15.0,248.0,2.0,,45.0,9.0,59.0,2.0,331.0,,0.0,9.0,25.0,,35.0,1.0,538.0,,13.0,3.0,4.0,18.0,0.0
442283,29,2013-03-10 15:00:00,110,Stoke,Away,93.0,20.0,1.0,6.0,5.0,7.0,1.0,140.0,6.0,1.0,3.0,9.0,17.0,25.0,227.0,,,14.0,19.0,29.0,5.0,,,,,,,,,,,,3.0,1.0,,,,,,,3.0,13.0,,,41.0,56.0,,,1.0,9.0,2.0,16.0,,,4.0,7.0,10.0,,9.0,,66.0,66.0,9.0,18.0,10.0,,,61.0,14.0,10.0,1.0,,2.0,2.0,,150.0,,,,,,,10.0,,8.0,2.0,19.0,,19.0,12.0,1.0,3.0,52.0,82.0,44.0,14.0,,1.0,4.0,4.0,,4.0,2.0,,28.0,72.0,16.0,,,,1.0,158.0,145.0,2.0,28.0,10.0,43.8,,,0.0,70.0,1.0,1.0,,,1.0,,2.0,,2.0,62.0,,5.0,112.0,37.0,31.0,16.0,4.0,23.0,19.0,1.0,105.0,13.0,224.0,8.0,2.0,21.0,17.0,45.0,3.0,313.0,1.0,0.0,8.0,21.0,,20.0,1.0,521.0,,8.0,6.0,4.0,15.0,0.0
442294,30,2013-03-16 15:00:00,110,Stoke,Home,114.0,10.0,3.0,5.0,2.0,5.0,,139.0,1.0,,8.0,21.0,1.0,31.0,248.0,,,22.0,22.0,28.0,7.0,4.0,,,,,3.0,,,,,,9.0,,,,,,,1.0,2.0,7.0,,,53.0,59.0,1.0,1.0,,1.0,7.0,2.0,,,7.0,14.0,8.0,,6.0,,48.0,62.0,1.0,12.0,8.0,,,66.0,15.0,11.0,,,6.0,3.0,3.0,134.0,,,,,,,7.0,,1.0,,12.0,,10.0,9.0,,8.0,91.0,78.0,37.0,1.0,,7.0,4.0,1.0,,1.0,2.0,,65.0,42.0,28.0,,,,,166.0,157.0,4.0,19.0,23.0,48.5,,,0.0,64.0,2.0,2.0,,,1.0,,9.0,,3.0,76.0,,11.0,132.0,18.0,21.0,8.0,7.0,32.0,25.0,,126.0,16.0,242.0,2.0,,50.0,1.0,62.0,2.0,342.0,,0.0,17.0,18.0,,28.0,2.0,529.0,,11.0,5.0,7.0,15.0,0.0
442301,31,2013-03-30 17:30:00,110,Stoke,Away,116.0,10.0,,4.0,4.0,8.0,2.0,129.0,6.0,1.0,4.0,10.0,9.0,23.0,241.0,,,10.0,24.0,25.0,2.0,3.0,,,,1.0,1.0,,,,1.0,,5.0,,,,1.0,,,2.0,8.0,10.0,,,40.0,60.0,,2.0,,,3.0,10.0,,,3.0,8.0,7.0,,9.0,1.0,67.0,69.0,,22.0,12.0,,1.0,65.0,18.0,13.0,,,5.0,4.0,1.0,153.0,,,,,,,13.0,,,,23.0,1.0,23.0,17.0,1.0,4.0,70.0,84.0,45.0,4.0,,2.0,3.0,3.0,,5.0,,,38.0,52.0,21.0,,,,,164.0,149.0,1.0,32.0,16.0,46.0,1.0,1.0,0.0,67.0,2.0,3.0,,,1.0,,5.0,,2.0,59.0,,5.0,133.0,19.0,37.0,11.0,3.0,22.0,19.0,,104.0,24.0,219.0,,1.0,32.0,12.0,48.0,2.0,330.0,,0.0,11.0,26.0,6.0,20.0,3.0,553.0,,8.0,5.0,3.0,22.0,0.0
442316,32,2013-04-06 15:00:00,110,Stoke,Home,100.0,17.0,2.0,8.0,6.0,2.0,1.0,137.0,4.0,2.0,,15.0,11.0,31.0,229.0,1.0,1.0,18.0,21.0,33.0,6.0,2.0,,,1.0,,1.0,,,,,,7.0,,,,,,,1.0,7.0,5.0,,,35.0,57.0,1.0,,1.0,,4.0,12.0,,1.0,4.0,13.0,9.0,,12.0,1.0,71.0,69.0,,13.0,6.0,1.0,,75.0,16.0,11.0,,1.0,2.0,1.0,1.0,149.0,1.0,,1.0,1.0,,,5.0,1.0,2.0,,11.0,,17.0,13.0,3.0,,75.0,85.0,49.0,2.0,1.0,5.0,4.0,3.0,,3.0,1.0,,39.0,70.0,32.0,,,,,183.0,174.0,2.0,17.0,29.0,45.6,,,0.0,74.0,3.0,,3.0,,,,6.0,,3.0,73.0,,9.0,123.0,38.0,22.0,20.0,4.0,27.0,23.0,,133.0,9.0,237.0,2.0,3.0,36.0,13.0,58.0,2.0,333.0,1.0,0.0,13.0,15.0,2.0,30.0,3.0,529.0,,12.0,10.0,4.0,11.0,0.0
442327,33,2013-04-14 14:05:00,110,Stoke,Home,96.0,17.0,1.0,4.0,3.0,5.0,,159.0,5.0,1.0,3.0,9.0,13.0,27.0,251.0,,,12.0,16.0,24.0,9.0,3.0,,,,,,,1.0,,,,8.0,,,,,,,2.0,8.0,3.0,,,40.0,55.0,,,,2.0,1.0,6.0,,,3.0,4.0,6.0,,12.0,1.0,50.0,59.0,2.0,12.0,6.0,,1.0,79.0,9.0,9.0,,,1.0,2.0,,150.0,,,,,,,11.0,,,,10.0,,15.0,13.0,,3.0,73.0,93.0,43.0,7.0,,8.0,4.0,3.0,,,1.0,,51.0,49.0,25.0,1.0,1.0,1.0,,150.0,145.0,3.0,17.0,29.0,42.2,,,0.0,80.0,1.0,1.0,,,1.0,,9.0,,3.0,59.0,,12.0,110.0,34.0,17.0,12.0,2.0,14.0,12.0,,112.0,8.0,247.0,,1.0,31.0,14.0,55.0,,343.0,,0.0,13.0,21.0,1.0,18.0,1.0,507.0,,11.0,5.0,3.0,18.0,0.0
442333,34,2013-04-20 15:00:00,110,Stoke,Away,48.0,16.0,1.0,5.0,4.0,3.0,1.0,137.0,11.0,,1.0,13.0,5.0,22.0,180.0,1.0,1.0,16.0,14.0,30.0,7.0,2.0,,,,,,,,,,,7.0,1.0,,,,1.0,,1.0,6.0,17.0,,,47.0,51.0,1.0,,2.0,3.0,2.0,9.0,,,5.0,11.0,3.0,,11.0,5.0,58.0,65.0,3.0,9.0,5.0,,,72.0,15.0,9.0,2.0,,3.0,2.0,,122.0,1.0,,1.0,1.0,,,19.0,1.0,1.0,1.0,12.0,1.0,9.0,8.0,1.0,1.0,53.0,77.0,40.0,5.0,,6.0,4.0,4.0,,4.0,,,40.0,67.0,23.0,,,,1.0,172.0,161.0,2.0,15.0,25.0,51.1,1.0,,0.0,47.0,3.0,2.0,,,2.0,,8.0,,3.0,71.0,,10.0,68.0,26.0,20.0,11.0,5.0,21.0,16.0,2.0,124.0,14.0,222.0,1.0,,29.0,6.0,45.0,2.0,269.0,1.0,0.0,14.0,25.0,1.0,24.0,2.0,482.0,,17.0,1.0,5.0,18.0,0.0
442347,35,2013-04-27 15:00:00,110,Stoke,Home,79.0,10.0,4.0,7.0,3.0,8.0,,138.0,8.0,,4.0,16.0,9.0,28.0,210.0,,,10.0,29.0,50.0,6.0,3.0,,,1.0,,1.0,,,,,,6.0,,,,,,,,4.0,2.0,7.0,5.0,42.0,62.0,2.0,1.0,1.0,1.0,1.0,2.0,,,6.0,7.0,2.0,,6.0,,55.0,78.0,1.0,14.0,5.0,,,80.0,10.0,8.0,,,2.0,3.0,1.0,169.0,1.0,,1.0,1.0,,,10.0,1.0,8.0,,9.0,,13.0,12.0,,5.0,55.0,99.0,46.0,3.0,1.0,6.0,4.0,3.0,313.0,1.0,1.0,,67.0,60.0,33.0,,,,,181.0,176.0,1.0,14.0,32.0,47.5,,1.0,0.0,71.0,,,,,1.0,,8.0,1.0,3.0,57.0,194.0,11.0,103.0,32.0,19.0,14.0,4.0,16.0,12.0,,125.0,19.0,250.0,8.0,,39.0,11.0,67.0,4.0,337.0,,0.0,12.0,14.0,,19.0,4.0,507.0,22.0,11.0,6.0,6.0,13.0,0.0
442354,36,2013-05-06 20:00:00,110,Stoke,Away,101.0,21.0,2.0,3.0,1.0,9.0,,164.0,9.0,,2.0,13.0,15.0,30.0,262.0,,,16.0,16.0,37.0,9.0,1.0,,,,,,,1.0,,,,8.0,,,,,,,,3.0,12.0,,,47.0,48.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,,6.0,5.0,4.0,,10.0,,49.0,68.0,3.0,16.0,8.0,1.0,,68.0,11.0,8.0,1.0,,,1.0,,152.0,,,,,,,15.0,,4.0,,12.0,,8.0,7.0,1.0,2.0,92.0,99.0,49.0,5.0,,5.0,5.0,3.0,,6.0,2.0,,48.0,75.0,16.0,,,,,171.0,164.0,1.0,22.0,15.0,52.4,,,0.0,76.0,1.0,1.0,,,2.0,,5.0,2.0,3.0,62.0,,10.0,117.0,38.0,23.0,13.0,6.0,16.0,10.0,,113.0,31.0,266.0,4.0,,22.0,18.0,56.0,3.0,367.0,,0.0,12.0,17.0,,24.0,2.0,551.0,,10.0,6.0,6.0,15.0,0.0
442367,37,2013-05-12 13:30:00,110,Stoke,Home,53.0,5.0,2.0,7.0,5.0,3.0,2.0,114.0,8.0,,3.0,17.0,2.0,32.0,160.0,,,11.0,10.0,25.0,1.0,1.0,,,,,,,,,,,3.0,,,,,,,2.0,10.0,15.0,,,44.0,33.0,2.0,1.0,1.0,4.0,2.0,5.0,,,2.0,9.0,8.0,,7.0,3.0,37.0,58.0,4.0,13.0,6.0,1.0,,66.0,12.0,5.0,,,4.0,4.0,,101.0,1.0,1.0,1.0,,1.0,,13.0,,3.0,1.0,14.0,,16.0,9.0,2.0,3.0,43.0,69.0,39.0,11.0,1.0,2.0,1.0,1.0,,10.0,,,33.0,49.0,22.0,,,,,143.0,125.0,1.0,14.0,10.0,32.7,,,0.0,43.0,3.0,2.0,,1.0,,,3.0,1.0,3.0,60.0,,3.0,61.0,10.0,31.0,7.0,2.0,23.0,21.0,,110.0,16.0,193.0,3.0,1.0,34.0,3.0,50.0,,231.0,,1.0,6.0,25.0,,20.0,3.0,431.0,,13.0,3.0,2.0,16.0,0.0
442373,38,2013-05-19 16:00:00,110,Stoke,Away,88.0,15.0,1.0,5.0,4.0,12.0,,131.0,12.0,,1.0,10.0,3.0,31.0,214.0,,,13.0,7.0,22.0,2.0,1.0,,,1.0,,1.0,,,,,,4.0,,,,,,,1.0,7.0,5.0,,,56.0,39.0,,,,2.0,,9.0,,1.0,4.0,6.0,3.0,,10.0,5.0,43.0,53.0,2.0,20.0,9.0,,,66.0,7.0,9.0,1.0,,2.0,1.0,1.0,131.0,1.0,,1.0,1.0,,,12.0,1.0,2.0,,19.0,,13.0,10.0,1.0,1.0,48.0,77.0,49.0,3.0,,1.0,3.0,3.0,,1.0,1.0,,53.0,50.0,17.0,,,,,150.0,135.0,1.0,17.0,15.0,37.0,,1.0,0.0,61.0,5.0,1.0,,,,,5.0,,3.0,59.0,,4.0,99.0,28.0,35.0,15.0,4.0,14.0,10.0,,107.0,32.0,211.0,2.0,,26.0,4.0,52.0,2.0,296.0,,0.0,8.0,17.0,,21.0,2.0,482.0,,13.0,5.0,4.0,11.0,0.0
