matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321881,23,2011-01-15 15:00:00,110,Stoke,Home,38.0,7.0,1.0,3.0,2.0,5.0,,89.0,5.0,,3.0,15.0,7.0,22.0,124.0,,1.0,16.0,22.0,23.0,6.0,4.0,,,,,,1.0,,,,6.0,1.0,,,,4.0,8.0,28.0,46.0,1.0,1.0,1.0,2.0,3.0,5.0,,5.0,10.0,3.0,1.0,13.0,4.0,52.0,62.0,2.0,26.0,16.0,,,50.0,7.0,13.0,,,3.0,1.0,1.0,116.0,,,,,,,14.0,,1.0,,32.0,,15.0,9.0,,3.0,28.0,82.0,42.0,5.0,1.0,7.0,3.0,6.0,1.0,2.0,,39.0,34.0,24.0,,,,,1.0,184.0,159.0,1.0,15.0,16.0,36.5,,,0.0,32.0,1.0,4.0,,1.0,,7.0,,3.0,43.0,10.0,56.0,16.0,51.0,9.0,4.0,18.0,14.0,,78.0,10.0,166.0,1.0,,33.0,7.0,46.0,3.0,204.0,,0.0,16.0,22.0,2.0,31.0,0.0,444.0,17.0,4.0,5.0,13.0,0.0
321893,24,2011-01-22 15:00:00,110,Stoke,Away,89.0,14.0,,2.0,2.0,2.0,1.0,89.0,6.0,2.0,,14.0,4.0,28.0,176.0,,1.0,5.0,14.0,30.0,4.0,3.0,,,,,,,,1.0,,5.0,,,1.0,2.0,6.0,9.0,38.0,49.0,,,,2.0,1.0,1.0,,2.0,3.0,3.0,,6.0,2.0,43.0,72.0,2.0,21.0,14.0,,,87.0,11.0,11.0,,,1.0,1.0,,139.0,,,,,,,14.0,,1.0,,32.0,1.0,13.0,11.0,1.0,,48.0,104.0,41.0,3.0,,5.0,2.0,1.0,7.0,2.0,,40.0,26.0,22.0,1.0,1.0,1.0,,,187.0,167.0,2.0,19.0,20.0,37.2,1.0,,0.0,66.0,2.0,,,1.0,,8.0,,3.0,37.0,7.0,111.0,27.0,41.0,21.0,2.0,9.0,7.0,,102.0,9.0,189.0,1.0,2.0,43.0,4.0,64.0,,291.0,,1.0,10.0,21.0,1.0,17.0,1.0,487.0,6.0,10.0,2.0,16.0,0.0
321906,25,2011-02-02 20:00:00,110,Stoke,Away,62.0,11.0,,2.0,2.0,5.0,,99.0,9.0,,1.0,5.0,5.0,17.0,159.0,,1.0,14.0,17.0,13.0,5.0,,,,,,,,,,,7.0,,,,1.0,9.0,6.0,38.0,52.0,1.0,1.0,,3.0,1.0,7.0,1.0,,8.0,3.0,,18.0,3.0,60.0,44.0,3.0,17.0,7.0,1.0,1.0,84.0,8.0,6.0,,,1.0,3.0,,122.0,,,,,,,14.0,,2.0,,12.0,,19.0,14.0,3.0,1.0,35.0,80.0,38.0,7.0,,4.0,1.0,1.0,5.0,3.0,,46.0,44.0,25.0,,,,,,177.0,165.0,3.0,22.0,17.0,33.3,,1.0,0.0,50.0,4.0,1.0,,4.0,,6.0,,3.0,55.0,5.0,79.0,23.0,29.0,12.0,,14.0,14.0,,112.0,19.0,180.0,2.0,1.0,27.0,6.0,53.0,2.0,245.0,,0.0,8.0,23.0,1.0,30.0,4.0,459.0,13.0,2.0,,16.0,0.0
321912,26,2011-02-05 12:45:00,110,Stoke,Home,44.0,13.0,5.0,10.0,5.0,6.0,2.0,112.0,,2.0,1.0,10.0,3.0,24.0,146.0,,,15.0,18.0,14.0,6.0,3.0,1.0,,,,,,,,,5.0,,,,4.0,6.0,7.0,23.0,44.0,2.0,,2.0,1.0,7.0,10.0,,12.0,12.0,6.0,2.0,12.0,2.0,56.0,48.0,1.0,18.0,12.0,1.0,,71.0,8.0,15.0,1.0,,5.0,5.0,,124.0,3.0,1.0,1.0,,3.0,,6.0,,1.0,1.0,22.0,,7.0,6.0,,1.0,48.0,77.0,30.0,4.0,,5.0,7.0,5.0,3.0,2.0,,57.0,34.0,42.0,,,,,,198.0,183.0,3.0,15.0,20.0,43.7,,,0.0,46.0,2.0,1.0,,,1.0,7.0,3.0,1.0,63.0,12.0,54.0,32.0,33.0,16.0,12.0,35.0,23.0,1.0,122.0,14.0,222.0,1.0,2.0,26.0,4.0,49.0,2.0,241.0,,0.0,19.0,12.0,,34.0,1.0,462.0,13.0,7.0,12.0,9.0,0.0
321918,27,2011-02-12 15:00:00,110,Stoke,Away,52.0,22.0,,3.0,3.0,5.0,,111.0,6.0,1.0,1.0,8.0,1.0,26.0,160.0,,2.0,4.0,14.0,17.0,9.0,1.0,1.0,,2.0,,,2.0,,,,,,,,,5.0,5.0,34.0,50.0,,,,5.0,3.0,5.0,,5.0,14.0,1.0,,13.0,1.0,50.0,49.0,5.0,23.0,18.0,1.0,,79.0,17.0,14.0,,,,,2.0,136.0,,,,,,,12.0,,7.0,2.0,41.0,,12.0,8.0,2.0,1.0,34.0,82.0,42.0,3.0,,4.0,6.0,4.0,1.0,3.0,,38.0,26.0,30.0,,,,,,185.0,155.0,4.0,16.0,17.0,39.4,,1.0,0.0,50.0,2.0,1.0,,1.0,1.0,9.0,,2.0,69.0,10.0,70.0,45.0,53.0,6.0,4.0,20.0,16.0,,130.0,13.0,204.0,7.0,1.0,27.0,1.0,64.0,,254.0,,0.0,16.0,15.0,3.0,15.0,0.0,464.0,8.0,3.0,5.0,8.0,0.0
321932,28,2011-02-28 20:00:00,110,Stoke,Home,97.0,13.0,3.0,5.0,2.0,4.0,1.0,83.0,3.0,,5.0,17.0,5.0,41.0,175.0,,,10.0,17.0,22.0,,3.0,,,,1.0,1.0,2.0,,,,2.0,,1.0,,1.0,13.0,6.0,34.0,52.0,1.0,,1.0,2.0,2.0,11.0,,4.0,5.0,,,14.0,9.0,70.0,57.0,2.0,19.0,13.0,,,75.0,16.0,15.0,,,6.0,3.0,2.0,136.0,1.0,1.0,1.0,,1.0,,8.0,,1.0,,21.0,1.0,9.0,7.0,,6.0,55.0,79.0,36.0,,1.0,1.0,3.0,3.0,1.0,1.0,,51.0,26.0,21.0,,,,,,190.0,176.0,,23.0,18.0,40.5,1.0,,0.0,54.0,7.0,3.0,,2.0,,3.0,1.0,3.0,40.0,4.0,117.0,32.0,33.0,14.0,4.0,12.0,8.0,,101.0,20.0,174.0,1.0,,44.0,7.0,72.0,4.0,279.0,,0.0,8.0,18.0,1.0,27.0,2.0,476.0,11.0,2.0,4.0,15.0,0.0
321945,29,2011-03-05 15:00:00,110,Stoke,Away,96.0,15.0,,5.0,5.0,5.0,,158.0,2.0,5.0,11.0,11.0,10.0,34.0,249.0,,1.0,9.0,22.0,20.0,7.0,,,,,,,1.0,,,,8.0,,,,,14.0,9.0,48.0,54.0,,,,3.0,2.0,4.0,,3.0,9.0,10.0,,6.0,3.0,53.0,57.0,3.0,20.0,13.0,1.0,1.0,81.0,11.0,11.0,,,1.0,,1.0,146.0,,,,,,,8.0,,3.0,2.0,21.0,,3.0,2.0,,11.0,71.0,92.0,43.0,7.0,,2.0,5.0,4.0,6.0,1.0,,60.0,38.0,22.0,,,,,,164.0,149.0,3.0,16.0,19.0,43.2,,,0.0,75.0,3.0,1.0,,,,3.0,,3.0,86.0,7.0,105.0,30.0,35.0,15.0,3.0,22.0,19.0,,146.0,15.0,257.0,3.0,6.0,36.0,10.0,69.0,1.0,340.0,,0.0,9.0,23.0,1.0,17.0,3.0,536.0,7.0,3.0,3.0,20.0,0.0
321952,30,2011-03-19 15:00:00,110,Stoke,Home,70.0,16.0,1.0,3.0,2.0,2.0,,97.0,3.0,1.0,5.0,15.0,8.0,28.0,164.0,,1.0,8.0,11.0,18.0,1.0,1.0,,1.0,,,,1.0,,,,5.0,,,,,8.0,7.0,37.0,48.0,1.0,,2.0,4.0,,8.0,,3.0,6.0,7.0,1.0,11.0,3.0,55.0,51.0,4.0,26.0,17.0,,,73.0,19.0,9.0,2.0,,2.0,,1.0,111.0,2.0,,2.0,2.0,,,10.0,3.0,2.0,3.0,27.0,,8.0,5.0,1.0,5.0,41.0,75.0,38.0,7.0,1.0,2.0,2.0,6.0,8.0,4.0,,32.0,55.0,17.0,,,,,,155.0,142.0,2.0,17.0,16.0,39.6,,,0.0,44.0,3.0,1.0,,,,2.0,,3.0,59.0,4.0,81.0,24.0,39.0,13.0,2.0,15.0,13.0,,109.0,8.0,167.0,2.0,1.0,34.0,8.0,51.0,5.0,233.0,,0.0,8.0,20.0,2.0,20.0,1.0,433.0,13.0,4.0,3.0,14.0,0.0
321963,31,2011-04-02 15:00:00,110,Stoke,Home,63.0,11.0,4.0,9.0,5.0,3.0,,107.0,6.0,1.0,,17.0,5.0,24.0,161.0,,,6.0,16.0,15.0,6.0,6.0,1.0,,,,1.0,1.0,,,,10.0,,,,,12.0,16.0,33.0,43.0,4.0,4.0,,2.0,4.0,4.0,,5.0,8.0,2.0,,11.0,2.0,47.0,53.0,2.0,27.0,10.0,,,73.0,10.0,11.0,1.0,,4.0,2.0,1.0,132.0,1.0,,,1.0,,1.0,11.0,1.0,,,28.0,2.0,19.0,14.0,5.0,,53.0,83.0,38.0,12.0,,6.0,7.0,5.0,10.0,1.0,,44.0,35.0,15.0,,,,,,186.0,152.0,,17.0,17.0,35.7,,1.0,0.0,41.0,1.0,3.0,,1.0,1.0,6.0,1.0,3.0,49.0,13.0,81.0,14.0,61.0,13.0,5.0,17.0,12.0,2.0,104.0,19.0,195.0,,1.0,43.0,6.0,54.0,,259.0,,0.0,15.0,20.0,,16.0,1.0,500.0,13.0,7.0,5.0,17.0,0.0
321975,32,2011-04-09 15:00:00,110,Stoke,Away,83.0,8.0,,6.0,6.0,4.0,,108.0,6.0,,,8.0,8.0,24.0,185.0,,,10.0,17.0,20.0,6.0,,,,,,1.0,1.0,,,,9.0,,,1.0,,8.0,8.0,39.0,66.0,1.0,1.0,,5.0,1.0,7.0,,5.0,8.0,4.0,,12.0,2.0,58.0,52.0,5.0,20.0,9.0,,,72.0,17.0,12.0,1.0,,4.0,3.0,1.0,127.0,2.0,,,2.0,,,10.0,2.0,4.0,2.0,15.0,1.0,12.0,10.0,1.0,1.0,62.0,89.0,42.0,10.0,1.0,3.0,5.0,6.0,8.0,1.0,,32.0,44.0,16.0,,,,,,168.0,153.0,1.0,27.0,24.0,39.0,1.0,3.0,0.0,56.0,,2.0,,1.0,,3.0,,3.0,49.0,8.0,102.0,25.0,35.0,14.0,5.0,20.0,15.0,,106.0,17.0,202.0,4.0,,25.0,8.0,57.0,,284.0,,0.0,10.0,13.0,,18.0,3.0,473.0,7.0,7.0,5.0,11.0,0.0
321983,33,2011-04-26 19:45:00,110,Stoke,Home,75.0,13.0,3.0,7.0,5.0,5.0,1.0,108.0,4.0,,,12.0,3.0,21.0,176.0,,2.0,8.0,24.0,9.0,8.0,2.0,,,,,,,,,,10.0,,,,1.0,5.0,2.0,33.0,40.0,3.0,2.0,2.0,1.0,1.0,7.0,,7.0,12.0,5.0,1.0,6.0,,56.0,42.0,1.0,21.0,13.0,,,69.0,14.0,11.0,1.0,,1.0,2.0,,131.0,1.0,,1.0,1.0,,,12.0,2.0,1.0,,17.0,,11.0,10.0,1.0,,43.0,87.0,35.0,11.0,1.0,5.0,6.0,7.0,2.0,1.0,,32.0,47.0,27.0,,,,,,156.0,145.0,2.0,15.0,18.0,35.6,,1.0,0.0,58.0,1.0,,,1.0,,7.0,,3.0,56.0,11.0,94.0,26.0,32.0,6.0,7.0,25.0,19.0,,103.0,11.0,196.0,2.0,,42.0,3.0,47.0,,265.0,,0.0,15.0,21.0,2.0,21.0,3.0,443.0,5.0,1.0,7.0,17.0,0.0
321987,34,2011-04-23 15:00:00,110,Stoke,Away,84.0,10.0,3.0,2.0,,3.0,,99.0,8.0,1.0,1.0,12.0,7.0,22.0,181.0,,,12.0,18.0,30.0,1.0,3.0,,,,,,,,,,2.0,,,,,4.0,5.0,46.0,52.0,3.0,3.0,,7.0,3.0,9.0,,8.0,5.0,3.0,,13.0,,58.0,54.0,7.0,17.0,10.0,,,72.0,11.0,9.0,1.0,,1.0,1.0,,152.0,1.0,1.0,1.0,,1.0,,15.0,,3.0,2.0,15.0,,11.0,8.0,1.0,1.0,41.0,98.0,42.0,7.0,,2.0,3.0,3.0,3.0,,,47.0,42.0,14.0,,,,,,170.0,162.0,1.0,24.0,15.0,41.2,,,0.0,40.0,1.0,,,1.0,,2.0,,3.0,46.0,5.0,100.0,26.0,25.0,9.0,7.0,15.0,9.0,,100.0,14.0,194.0,3.0,1.0,42.0,7.0,59.0,4.0,279.0,,0.0,8.0,15.0,1.0,21.0,3.0,459.0,9.0,,8.0,8.0,0.0
322000,35,2011-04-30 15:00:00,110,Stoke,Away,41.0,15.0,4.0,5.0,2.0,10.0,,116.0,6.0,1.0,2.0,13.0,6.0,21.0,152.0,,1.0,14.0,13.0,16.0,5.0,2.0,,,,,,1.0,,,,4.0,,,,1.0,6.0,8.0,27.0,50.0,1.0,1.0,,2.0,4.0,4.0,,8.0,16.0,5.0,,15.0,1.0,47.0,51.0,2.0,31.0,19.0,,,88.0,12.0,10.0,,,2.0,1.0,1.0,132.0,,,,,,,16.0,,2.0,1.0,29.0,,16.0,12.0,1.0,2.0,40.0,78.0,31.0,4.0,,3.0,4.0,1.0,4.0,1.0,,49.0,33.0,27.0,,,,,,198.0,180.0,2.0,19.0,20.0,43.6,,,0.0,51.0,3.0,,,2.0,,4.0,1.0,3.0,80.0,7.0,61.0,23.0,49.0,10.0,7.0,28.0,22.0,,136.0,20.0,217.0,2.0,1.0,41.0,10.0,46.0,1.0,250.0,,0.0,9.0,19.0,2.0,31.0,0.0,499.0,11.0,6.0,8.0,16.0,0.0
322013,36,2011-05-08 14:05:00,110,Stoke,Home,47.0,6.0,1.0,5.0,4.0,4.0,2.0,79.0,9.0,,,8.0,4.0,12.0,121.0,,1.0,3.0,8.0,12.0,5.0,2.0,,,,,,,,,,8.0,,1.0,,2.0,13.0,5.0,29.0,39.0,1.0,,2.0,7.0,1.0,9.0,,2.0,5.0,3.0,,14.0,1.0,43.0,48.0,7.0,20.0,13.0,,1.0,57.0,7.0,11.0,2.0,,2.0,2.0,,105.0,1.0,1.0,1.0,,1.0,,16.0,2.0,1.0,,17.0,1.0,20.0,12.0,2.0,,25.0,74.0,31.0,5.0,1.0,5.0,3.0,5.0,4.0,2.0,,21.0,39.0,24.0,,,,,,143.0,132.0,2.0,14.0,16.0,26.6,1.0,,0.0,34.0,2.0,,,1.0,,6.0,,3.0,39.0,8.0,61.0,15.0,31.0,7.0,2.0,12.0,10.0,,84.0,9.0,144.0,1.0,,31.0,4.0,33.0,2.0,193.0,,0.0,12.0,23.0,2.0,15.0,1.0,388.0,11.0,2.0,2.0,13.0,0.0
322023,37,2011-05-17 19:45:00,110,Stoke,Away,162.0,19.0,1.0,2.0,1.0,3.0,,158.0,6.0,1.0,5.0,7.0,21.0,26.0,318.0,,,17.0,9.0,6.0,2.0,2.0,,,,,,,,1.0,,3.0,,,,,12.0,7.0,77.0,56.0,,,,,2.0,12.0,,3.0,7.0,7.0,,10.0,,44.0,36.0,,11.0,3.0,1.0,1.0,67.0,9.0,6.0,,,2.0,,,133.0,,,,,,,12.0,,1.0,,6.0,,27.0,18.0,4.0,5.0,95.0,79.0,37.0,4.0,,2.0,2.0,1.0,5.0,2.0,,27.0,67.0,14.0,,,,,,146.0,139.0,1.0,28.0,17.0,43.7,,,0.0,98.0,2.0,,,2.0,,3.0,,2.0,63.0,4.0,177.0,36.0,18.0,6.0,3.0,17.0,14.0,,108.0,9.0,243.0,1.0,1.0,29.0,22.0,56.0,4.0,403.0,,0.0,6.0,22.0,2.0,21.0,3.0,589.0,9.0,2.0,3.0,14.0,0.0
322033,38,2011-05-22 16:00:00,110,Stoke,Home,90.0,16.0,2.0,7.0,5.0,6.0,1.0,159.0,6.0,,7.0,14.0,9.0,38.0,242.0,,1.0,20.0,17.0,21.0,6.0,4.0,,,1.0,,,1.0,,,,4.0,,,,2.0,5.0,9.0,45.0,53.0,,,,2.0,2.0,9.0,,5.0,6.0,8.0,,15.0,3.0,65.0,67.0,2.0,10.0,8.0,,,91.0,10.0,9.0,,,3.0,1.0,1.0,156.0,,,,,,,9.0,,2.0,,16.0,,8.0,5.0,,7.0,74.0,111.0,53.0,3.0,,3.0,7.0,6.0,6.0,3.0,,49.0,55.0,33.0,,,,,,210.0,200.0,2.0,14.0,23.0,50.8,,,0.0,83.0,1.0,2.0,,2.0,,6.0,1.0,2.0,79.0,10.0,105.0,42.0,20.0,20.0,5.0,20.0,15.0,,139.0,12.0,273.0,2.0,,32.0,12.0,68.0,2.0,358.0,1.0,0.0,14.0,31.0,1.0,38.0,1.0,592.0,16.0,6.0,5.0,19.0,0.0
