season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025288,20,31,Crystal_Palace,Away,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,True,,,,13.0,5.0,18.0,1.0,3.0,2.0,3.0,,,,1.0,,,2.0,7.0,,,0.0081811,,,,0.0,,,,,,,,,,,,,52.0,,,,,,,,2.0,1.0,,6.6,,,,28.708313316857,7.0,,,,,,15.0,5.0,20.0,14.595,24.424313316857,0,4.0,32.0,,,,1.0
2025-26,14025288,20,31,Crystal_Palace,Away,1884145,660392.0,Christantus Uche,christantus-uche,F,True,,,,4.0,3.0,7.0,1.0,,3.0,2.0,,,1.0,1.0,,2.0,4.0,,,,0.0116193,0.0415,,,0.0,,,,,,,,,,,,,18.0,,,,,,,,4.0,,,6.2,,,,15.006709046526,1.0,,,,,,5.0,3.0,8.0,4.515,,1,,16.0,1.0,,,
2025-26,14025288,20,31,Crystal_Palace,Away,1899540,643426.0,Dean Benamar,dean-benamar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025288,20,31,Crystal_Palace,Away,2007717,672492.0,Joel Drakes-Thomas,joel-drakes-thomas,M,True,,,,2.0,1.0,3.0,,,4.0,1.0,,,,,,,2.0,1.0,,,0.00323979,,,1.0,0.0,,,,,,,,,,,,,9.0,,,,,,,,3.0,1.0,,6.4,,,,63.792514045126,,1.0,,,,,3.0,2.0,5.0,47.88,35.065949523719,0,1.0,7.0,,,,1.0
2025-26,14025058,21,31,Crystal_Palace,Home,193554,108413.0,Will Hughes,will-hughes,M,False,,,,22.0,13.0,35.0,2.0,,9.0,4.0,,,,,,,2.0,3.0,,,0.0962768,0.0597,,,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,,,,5.0,1.0,,7.1,,,1.0,84.156948983206,2.0,1.0,1.0,,2.0,,26.0,13.0,39.0,53.34,23.781484310278,1,2.0,51.0,,,1.0,1.0
2025-26,14025058,21,31,Crystal_Palace,Home,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,31,Crystal_Palace,Home,357584,218364.0,Borna Sosa,borna-sosa,M,True,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,3.353e-05,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,0,,2.0,,,,
2025-26,14025058,21,31,Crystal_Palace,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,3.0,3.0,6.0,9.0,,,4.0,8.0,,,,,,,,,,,0.00026902,,,,0.0,,0.758,,,,,,,,,,,90.0,,,,,,,,11.0,,2.0,7.4,2.0,4.0,,16.349256007225,2.0,,,,14.0,,13.0,7.0,20.0,7.035,,0,,32.0,,,,
2025-26,14025058,21,31,Crystal_Palace,Home,848276,231747.0,Jean-Philippe Mateta,jean-philippe-mateta,F,False,,,1.0,2.0,3.0,5.0,3.0,2.0,6.0,3.0,,,,1.0,,3.0,8.0,3.0,,,0.00359193,,,1.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,12.0,3.0,,6.4,,,,109.31686826216,2.0,,,,2.0,,6.0,4.0,10.0,86.1,83.115824057988,0,1.0,21.0,4.0,,,
2025-26,14025058,21,31,Crystal_Palace,Home,877994,209036.0,Marc Guéhi,marc-guehi,D,False,,,4.0,25.0,26.0,51.0,1.0,3.0,22.0,3.0,,,,,,,1.0,4.0,,,0.027177,,,,0.0,,,,,,,,,,,,,90.0,,2.0,,,,,,7.0,1.0,,7.8,,,,181.28378269519,3.0,,1.0,,7.0,,29.0,26.0,55.0,25.935,26.796913553617,0,1.0,67.0,2.0,,,
2025-26,14025058,21,31,Crystal_Palace,Home,879674,437499.0,Maxence Lacroix,maxence-lacroix,D,False,,,2.0,12.0,25.0,37.0,1.0,2.0,23.0,2.0,,,,,,,2.0,3.0,,,0.00307685,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,8.0,1.0,,7.2,,,,168.32293795721,9.0,,,,5.0,,17.0,27.0,44.0,93.975,15.993299378177,0,1.0,60.0,,,,1.0
2025-26,14025058,21,31,Crystal_Palace,Home,931844,427623.0,Chris Richards,chris-richards,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,31,Crystal_Palace,Home,984624,488024.0,Yéremy Pino,yeremy-pino,F,False,,,,10.0,8.0,18.0,,1.0,12.0,2.0,,,1.0,1.0,,,3.0,2.0,,,0.111997,0.4151,0.7372,,0.0,,,,,,1.0,,,,,,,90.0,2.0,,,,,,,11.0,,,6.8,,,,78.964909021433,1.0,2.0,2.0,,1.0,,16.0,9.0,25.0,-7.665,,3,1.0,38.0,,,,
2025-26,14025058,21,31,Crystal_Palace,Home,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,1.0,14.0,10.0,24.0,2.0,,9.0,6.0,,1.0,,,,1.0,4.0,3.0,,,0.0912227,0.2648,0.3709,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,1.0,1.0,,,,,,11.0,1.0,,7.0,,,,64.975415573248,1.0,,2.0,,3.0,1.0,17.0,15.0,32.0,20.37,18.290851155701,1,1.0,58.0,1.0,2.0,,
2025-26,14025058,21,31,Crystal_Palace,Home,1084311,489706.0,Justin Devenny,devenny-justin,M,False,,,1.0,16.0,7.0,23.0,1.0,1.0,12.0,1.0,,1.0,1.0,1.0,,2.0,5.0,3.0,,,0.0318066,0.227,,,0.0,,,,,,1.0,,,,,,,89.0,,,,,,,,21.0,3.0,,6.6,,,,135.03288341975,4.0,1.0,1.0,,5.0,,24.0,9.0,33.0,101.535,67.974612923771,1,2.0,63.0,3.0,,,
2025-26,14025058,21,31,Crystal_Palace,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,7.0,5.0,12.0,,,11.0,3.0,,1.0,,,,,5.0,2.0,,,0.0244488,0.4397,0.4768,4.0,0.0,,,,,,,,,,,,,90.0,2.0,,,,,,,7.0,2.0,,6.3,,,1.0,120.20888587771,,2.0,2.0,,1.0,1.0,9.0,6.0,15.0,89.775,48.581836700975,3,1.0,25.0,,1.0,,
2025-26,14025058,21,31,Crystal_Palace,Home,1109771,496221.0,Adam Wharton,adam-wharton,M,False,2.0,,,25.0,22.0,47.0,,,17.0,3.0,1.0,,2.0,1.0,,2.0,4.0,5.0,,,0.539056,0.1013,,1.0,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,,,,8.0,1.0,,7.5,,,,138.9581927052,1.0,,2.0,,3.0,,28.0,23.0,51.0,68.04,20.149497487531,2,5.0,68.0,2.0,,,1.0
2025-26,14025058,21,31,Crystal_Palace,Home,1185603,530318.0,Kaden Rodney,kaden-rodney,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,31,Crystal_Palace,Home,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,False,,,,12.0,23.0,35.0,,1.0,17.0,5.0,,,,3.0,,1.0,4.0,7.0,,,0.00607444,,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,9.0,1.0,,7.5,,,,169.80137649749,6.0,1.0,,,1.0,,17.0,26.0,43.0,94.29,17.537109482466,0,5.0,61.0,,,1.0,3.0
2025-26,14025058,21,31,Crystal_Palace,Home,1884145,660392.0,Christantus Uche,christantus-uche,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,31,Crystal_Palace,Home,1899515,631106.0,Benjamin Casey,benjamin-casey,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,31,Crystal_Palace,Home,1899540,643426.0,Dean Benamar,dean-benamar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,31,Crystal_Palace,Home,1899553,591384.0,George King,george-king,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025058,21,31,Crystal_Palace,Home,2007717,672492.0,Joel Drakes-Thomas,joel-drakes-thomas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025085,22,31,Crystal_Palace,Away,193554,108413.0,Will Hughes,will-hughes,M,False,,,,18.0,9.0,27.0,4.0,,11.0,6.0,,,,1.0,,2.0,8.0,1.0,,,0.0114553,,,2.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,11.0,1.0,,6.0,,,,104.7771263092,1.0,,3.0,,,,20.0,11.0,31.0,70.14,29.906185580913,0,,44.0,2.0,1.0,,
2025-26,14025085,22,31,Crystal_Palace,Away,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025085,22,31,Crystal_Palace,Away,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,False,,,2.0,18.0,22.0,40.0,1.0,7.0,12.0,2.0,,,,,,,2.0,8.0,,,0.0466449,,,1.0,0.0,,,,,3.0,1.0,,,,,,,90.0,,,,,,,,6.0,,,6.9,,,,100.40313017437,6.0,,,,5.0,,24.0,22.0,46.0,44.835,,0,,58.0,,1.0,,
2025-26,14025085,22,31,Crystal_Palace,Away,357584,218364.0,Borna Sosa,borna-sosa,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025085,22,31,Crystal_Palace,Away,581610,169593.0,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025085,22,31,Crystal_Palace,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,2.0,2.0,2.0,16.0,18.0,,,14.0,4.0,,,,,,,,,,,0.0013241,,,,0.0,,0.6411,,,,,,,,,,,90.0,,,,,,,,17.0,,,6.7,5.0,5.0,,108.00427168941,2.0,,,2.0,18.0,,18.0,16.0,34.0,51.03,,0,,43.0,,,,
2025-26,14025085,22,31,Crystal_Palace,Away,848276,231747.0,Jean-Philippe Mateta,jean-philippe-mateta,F,False,1.0,,1.0,5.0,2.0,7.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,6.0,7.0,,,0.195515,0.3008,0.2329,1.0,0.0,,,,,,1.0,,,,,,,90.0,1.0,1.0,,,,,,7.0,,,6.9,,,,26.785777245678,5.0,1.0,1.0,,1.0,2.0,8.0,2.0,10.0,11.13,,2,,27.0,2.0,3.0,1.0,
2025-26,14025085,22,31,Crystal_Palace,Away,879674,437499.0,Maxence Lacroix,maxence-lacroix,D,False,,,2.0,8.0,17.0,25.0,7.0,3.0,8.0,4.0,,,1.0,,,,7.0,3.0,,,0.00259403,0.0474,,1.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,6.0,,,6.0,,,,64.006538112748,5.0,,,,4.0,,11.0,19.0,30.0,21.105,,1,,46.0,1.0,,,
2025-26,14025085,22,31,Crystal_Palace,Away,931844,427623.0,Chris Richards,chris-richards,D,False,,,5.0,20.0,26.0,46.0,1.0,5.0,13.0,4.0,,,,,,,3.0,10.0,,,0.0117629,,,2.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,15.0,,,7.1,,,,88.659784167657,11.0,1.0,,,9.0,,26.0,31.0,57.0,15.225,,0,4.0,82.0,1.0,,1.0,4.0
2025-26,14025085,22,31,Crystal_Palace,Away,984624,488024.0,Yéremy Pino,yeremy-pino,F,False,1.0,,1.0,16.0,8.0,24.0,2.0,,10.0,5.0,1.0,,,,,3.0,6.0,4.0,,,0.688187,0.0862,0.8118,1.0,0.0,1.0,,,,,2.0,,,,,,,90.0,1.0,,,,,,,15.0,2.0,,8.1,,,1.0,106.38567347544,2.0,2.0,3.0,,3.0,,21.0,10.0,31.0,82.425,60.508658662357,2,2.0,49.0,2.0,1.0,1.0,1.0
2025-26,14025085,22,31,Crystal_Palace,Away,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,,,,10.0,7.0,17.0,2.0,2.0,7.0,5.0,,1.0,,,,,4.0,3.0,,,0.00637984,0.1763,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,12.0,1.0,,6.2,,,1.0,67.814591177865,2.0,,4.0,,1.0,,12.0,10.0,22.0,46.41,20.726067065413,1,1.0,40.0,1.0,,,
2025-26,14025085,22,31,Crystal_Palace,Away,1064218,515621.0,Chadi Riad,chadi-riad,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025085,22,31,Crystal_Palace,Away,1084311,489706.0,Justin Devenny,devenny-justin,M,False,,,1.0,9.0,10.0,19.0,3.0,3.0,7.0,2.0,,,,2.0,,,7.0,4.0,,,0.00660285,,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,14.0,2.0,,5.8,,,,68.066128720374,1.0,1.0,,,4.0,,14.0,14.0,28.0,15.855,44.602204922981,0,1.0,41.0,3.0,,,
2025-26,14025085,22,31,Crystal_Palace,Away,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,7.0,2.0,9.0,2.0,1.0,7.0,4.0,,,,,,1.0,4.0,1.0,,,0.00688916,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,15.0,1.0,,6.2,,,,94.835179709681,1.0,1.0,2.0,,2.0,,12.0,6.0,18.0,66.675,41.44236484565,0,,28.0,2.0,,,
2025-26,14025085,22,31,Crystal_Palace,Away,1101358,,Daniel Imray,daniel-imray,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025085,22,31,Crystal_Palace,Away,1109771,496221.0,Adam Wharton,adam-wharton,M,False,,,1.0,16.0,7.0,23.0,3.0,,12.0,5.0,,,,2.0,,3.0,12.0,6.0,,1.0,0.00982186,,,3.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,15.0,,,5.8,,,,63.63003347858,,1.0,2.0,,3.0,,22.0,10.0,32.0,6.72,,0,4.0,53.0,,2.0,,2.0
2025-26,14025085,22,31,Crystal_Palace,Away,1185603,530318.0,Kaden Rodney,kaden-rodney,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025085,22,31,Crystal_Palace,Away,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025085,22,31,Crystal_Palace,Away,1884145,660392.0,Christantus Uche,christantus-uche,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025085,22,31,Crystal_Palace,Away,2007717,672492.0,Joel Drakes-Thomas,joel-drakes-thomas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025107,23,31,Crystal_Palace,Home,193554,108413.0,Will Hughes,will-hughes,M,True,1.0,,1.0,6.0,5.0,11.0,,1.0,3.0,2.0,1.0,,,,,,1.0,3.0,,,0.141145,,,,0.0,,,,,,1.0,,,,,,,14.0,,,,,,,,3.0,,,7.2,,,,33.577737239478,,1.0,1.0,,2.0,,8.0,5.0,13.0,2.1,,0,,18.0,,2.0,,
2025-26,14025107,23,31,Crystal_Palace,Home,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025107,23,31,Crystal_Palace,Home,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,False,,,1.0,10.0,10.0,20.0,2.0,5.0,5.0,5.0,,1.0,1.0,,,1.0,6.0,6.0,,,0.0374884,0.2189,0.2755,3.0,0.0,,,,,1.0,,,,,,,,90.0,2.0,,,,,,,14.0,,,6.1,,,,28.786659377244,,,,,3.0,,17.0,14.0,31.0,3.78,,3,1.0,43.0,2.0,,,
2025-26,14025107,23,31,Crystal_Palace,Home,357584,218364.0,Borna Sosa,borna-sosa,M,True,,,,2.0,1.0,3.0,,1.0,2.0,,,,,,,,,3.0,,,0.00165368,,,,0.0,,,,,1.0,,,,,,,,25.0,,,,,,,,7.0,,,6.8,,,,6.787145367568,1.0,,2.0,,2.0,,7.0,1.0,8.0,1.89,,0,2.0,18.0,,,,
2025-26,14025107,23,31,Crystal_Palace,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,4.0,3.0,23.0,26.0,,1.0,12.0,10.0,,,,,,,,1.0,,,0.00176781,,,,0.0,,-1.307,,,,,,,,,,,90.0,,,,,1.0,,,13.0,,1.0,5.8,1.0,2.0,,82.582017492168,2.0,,,,16.0,,14.0,24.0,38.0,31.71,,0,,47.0,,,,
2025-26,14025107,23,31,Crystal_Palace,Home,845286,232185.0,Ismaïla Sarr,ismaila-sarr,F,False,,,,14.0,4.0,18.0,4.0,,4.0,2.0,1.0,2.0,,,,,5.0,5.0,,,0.0168908,0.3975,0.2829,1.0,0.0,,,,,1.0,2.0,,,,,,,90.0,1.0,,,,,,,5.0,1.0,,6.6,,,1.0,23.149757888811,1.0,1.0,1.0,,1.0,1.0,17.0,5.0,22.0,7.56,11.748239400012,2,1.0,42.0,,3.0,1.0,
2025-26,14025107,23,31,Crystal_Palace,Home,848276,231747.0,Jean-Philippe Mateta,jean-philippe-mateta,F,False,,,1.0,3.0,,3.0,1.0,6.0,7.0,1.0,,1.0,,,,4.0,6.0,7.0,,,0.00317457,0.4566,0.2703,,0.0,,,,,,,,,,,,,85.0,1.0,,,,,,,17.0,1.0,,6.9,,,1.0,41.78174309905,1.0,1.0,1.0,,2.0,,11.0,,11.0,24.57,12.081168155439,2,,29.0,3.0,1.0,,
2025-26,14025107,23,31,Crystal_Palace,Home,870360,247348.0,Daniel Muñoz,daniel-munoz,M,False,,,,19.0,10.0,29.0,1.0,1.0,8.0,2.0,,,,1.0,,1.0,4.0,4.0,,,0.0194975,,,1.0,0.0,,,,,1.0,,,,,,,,76.0,,,,,,,,14.0,,,6.3,,,,48.846100874898,3.0,,2.0,,,,25.0,11.0,36.0,-25.62,,0,2.0,55.0,3.0,1.0,,2.0
2025-26,14025107,23,31,Crystal_Palace,Home,879674,437499.0,Maxence Lacroix,maxence-lacroix,D,False,,,3.0,9.0,56.0,65.0,3.0,5.0,40.0,2.0,,,1.0,1.0,,,4.0,9.0,,,0.00412102,0.1512,0.0989,,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,,6.0,,,6.3,,,,250.96486557288,5.0,1.0,1.0,,6.0,,13.0,57.0,70.0,74.025,,2,2.0,85.0,,1.0,1.0,2.0
2025-26,14025107,23,31,Crystal_Palace,Home,931844,427623.0,Chris Richards,chris-richards,D,False,,,2.0,12.0,39.0,51.0,1.0,,17.0,6.0,,,,1.0,,,2.0,3.0,,,0.0230466,0.3884,0.9762,,0.0,1.0,,,,1.0,,,,,,,,90.0,1.0,,,,,,,11.0,1.0,,7.7,,,,105.18483555841,2.0,1.0,2.0,,5.0,,15.0,41.0,56.0,9.87,12.915716046739,1,2.0,74.0,,,1.0,
2025-26,14025107,23,31,Crystal_Palace,Home,984624,488024.0,Yéremy Pino,yeremy-pino,F,True,1.0,,1.0,7.0,2.0,9.0,2.0,1.0,5.0,1.0,1.0,,,,,1.0,3.0,3.0,,,0.409024,0.0542,,,0.0,,,,,1.0,3.0,,,,,,,25.0,,,,,,,,6.0,1.0,,7.3,,,1.0,33.915894693006,,2.0,3.0,,1.0,,10.0,2.0,12.0,25.83,16.130264845935,1,,23.0,,,2.0,
2025-26,14025107,23,31,Crystal_Palace,Home,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,1.0,3.0,6.0,9.0,,,9.0,2.0,,,,,,,1.0,3.0,,,0.0401257,,,,0.0,,,,,2.0,1.0,,,,,,,65.0,,1.0,,,,,,7.0,,,6.8,,,,90.281909862324,3.0,2.0,2.0,,5.0,,6.0,8.0,14.0,70.245,,0,2.0,29.0,,,1.0,1.0
2025-26,14025107,23,31,Crystal_Palace,Home,1064218,515621.0,Chadi Riad,chadi-riad,D,True,,,1.0,1.0,12.0,13.0,,1.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,0.00031293,0.0883,,,1.0,,,,,,1.0,,,,,,,14.0,1.0,,,,,,,6.0,,,6.9,,,,21.373390590145,,1.0,,,3.0,,6.0,12.0,18.0,5.25,,1,,24.0,,,1.0,
2025-26,14025107,23,31,Crystal_Palace,Home,1084311,489706.0,Justin Devenny,devenny-justin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025107,23,31,Crystal_Palace,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,1.0,8.0,7.0,15.0,1.0,3.0,3.0,3.0,,,1.0,1.0,,,3.0,4.0,,,0.00970545,0.0278,,1.0,0.0,,,,,,,,,,,,,76.0,,,,,,,,9.0,1.0,,6.7,,,,31.512098928221,2.0,,2.0,,3.0,,12.0,9.0,21.0,-9.765,8.1318199684941,1,1.0,30.0,1.0,,,1.0
2025-26,14025107,23,31,Crystal_Palace,Home,1101358,,Daniel Imray,daniel-imray,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025107,23,31,Crystal_Palace,Home,1109771,496221.0,Adam Wharton,adam-wharton,M,False,,,3.0,20.0,19.0,39.0,,2.0,21.0,7.0,,,,1.0,,1.0,6.0,6.0,,,0.131087,,,4.0,0.0,,,,,,,,,,,,,72.0,,,,,,,,14.0,2.0,,6.1,,,,161.27226414393,1.0,1.0,1.0,,6.0,,31.0,20.0,51.0,82.005,45.676187748885,0,2.0,60.0,,1.0,1.0,1.0
2025-26,14025107,23,31,Crystal_Palace,Home,1185603,530318.0,Kaden Rodney,kaden-rodney,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025107,23,31,Crystal_Palace,Home,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,False,,,,8.0,22.0,30.0,,2.0,3.0,1.0,,,,1.0,,,1.0,4.0,1.0,,0.00488572,,,1.0,0.0,,,,,1.0,,,,,,,,65.0,,,,1.0,,,,7.0,,,5.3,,,,16.891149874199,2.0,,,,5.0,,11.0,26.0,37.0,8.505,,0,2.0,44.0,,,,2.0
2025-26,14025107,23,31,Crystal_Palace,Home,1884145,660392.0,Christantus Uche,christantus-uche,F,True,,,,1.0,,1.0,,,3.0,,,,,,,1.0,3.0,,,,0.00041074,,,,0.0,,,,,,,,,,,,,15.0,,,,,,,,6.0,1.0,,6.4,,,,30.435432535936,,2.0,2.0,,,1.0,2.0,,2.0,21.84,22.28999632122,0,,7.0,,,,
2025-26,14025143,24,31,Crystal_Palace,Away,43215,57328.0,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025143,24,31,Crystal_Palace,Away,193554,108413.0,Will Hughes,will-hughes,M,False,1.0,,5.0,39.0,11.0,50.0,4.0,3.0,21.0,4.0,,,2.0,2.0,,2.0,10.0,6.0,,,0.157695,0.2979,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,16.0,1.0,,6.9,,,2.0,204.10941631701,1.0,1.0,4.0,,9.0,,47.0,13.0,60.0,111.97064550776,20.615420466243,4,2.0,81.0,,1.0,,2.0
2025-26,14025143,24,31,Crystal_Palace,Away,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025143,24,31,Crystal_Palace,Away,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,False,,,2.0,30.0,25.0,55.0,4.0,3.0,17.0,8.0,,,,2.0,,2.0,9.0,5.0,,,0.0711891,0.1681,0.0713,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,2.0,,,,,,,13.0,2.0,,6.7,,,,137.86035331146,3.0,,,,6.0,,36.0,29.0,65.0,63.785993214055,40.138568719663,2,2.0,79.0,1.0,,,2.0
2025-26,14025143,24,31,Crystal_Palace,Away,581610,169593.0,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025143,24,31,Crystal_Palace,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,3.0,3.0,19.0,22.0,,1.0,5.0,10.0,,,,,,,,1.0,,,0.00045419,,,,0.0,,-0.1203,2.0,,1.0,,,,,,,,90.0,,,,,,,,3.0,,2.0,6.7,,,,35.507523731459,2.0,,,,6.0,,6.0,19.0,25.0,5.9414822731795,,0,,36.0,,,,
