season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576085,4,31,Crystal_Palace,Home,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,2.0,22.0,16.0,38.0,1.0,1.0,,11.0,,,,1.0,,,1.0,5.0,8.0,,,,,,,,,,1.0,,90.0,,,,,,,,,28.0,,,7.0,,,,,3.0,5.0,2.0,,11.0,,35.0,22.0,55.0,,,0,4.0,93.0,4.0,,3.0,2.0
2021-22,9576156,5,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,5.0,2.0,11.0,13.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,8.0,,2.0,7.3,5.0,7.0,,,2.0,,,,10.0,,6.0,12.0,18.0,,,0,,35.0,,,,
2021-22,9576156,5,31,Crystal_Palace,Away,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,1.0,,,9.0,10.0,18.0,1.0,1.0,,3.0,1.0,,,3.0,,,,6.0,6.0,,,2.0,,,,,,,1.0,,90.0,1.0,2.0,,,,,,,10.0,,,6.7,,,1.0,,4.0,,3.0,,5.0,,17.0,10.0,24.0,,,2,4.0,47.0,,1.0,,2.0
2021-22,9576156,5,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,1.0,8.0,11.0,19.0,,,,3.0,1.0,,1.0,1.0,,,,4.0,5.0,,,1.0,,,,,,,1.0,,65.0,,2.0,,,,,,,9.0,,,6.7,,,,,1.0,4.0,,,3.0,,12.0,11.0,23.0,,,1,1.0,40.0,3.0,2.0,2.0,1.0
2021-22,9576156,5,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,31,Crystal_Palace,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,4.0,11.0,15.0,,,,1.0,,,,1.0,,,,5.0,2.0,,,2.0,,,,,,2.0,,,81.0,,1.0,,,,,,,5.0,,,6.3,,,,,1.0,2.0,,,,,5.0,12.0,17.0,,,0,2.0,29.0,1.0,,,2.0
2021-22,9576156,5,31,Crystal_Palace,Away,45970,54861,Christian Benteke,christian-benteke,F,False,,,,2.0,2.0,4.0,4.0,3.0,,2.0,,1.0,1.0,1.0,,,,6.0,3.0,,,1.0,,,,,1.0,,1.0,,65.0,,1.0,,,,,,,7.0,,,6.9,,,2.0,,3.0,,,,1.0,1.0,5.0,4.0,9.0,,,3,,20.0,1.0,,,
2021-22,9576156,5,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,31,Crystal_Palace,Away,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,13.0,6.0,19.0,4.0,2.0,,9.0,,,3.0,,,,2.0,7.0,9.0,,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,14.0,,,7.1,,,1.0,,,2.0,2.0,,1.0,,19.0,6.0,23.0,,,4,2.0,52.0,5.0,4.0,1.0,1.0
2021-22,9576156,5,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,11.0,6.0,17.0,2.0,,,11.0,,,,1.0,,,4.0,11.0,8.0,,,1.0,,,,,1.0,,,,90.0,,,,,,,,,20.0,,,6.3,,,1.0,,,5.0,3.0,,1.0,2.0,17.0,8.0,22.0,,,1,1.0,51.0,4.0,5.0,2.0,1.0
2021-22,9576156,5,31,Crystal_Palace,Away,193554,108413,Will Hughes,will-hughes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,31,Crystal_Palace,Away,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,1.0,8.0,5.0,13.0,,,,5.0,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,1.0,2.0,,25.0,,,,,,,,,5.0,,,6.5,,,,,,2.0,,,1.0,,10.0,6.0,16.0,,,0,,22.0,,,1.0,
2021-22,9576156,5,31,Crystal_Palace,Away,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,5.0,10.0,29.0,39.0,3.0,1.0,,4.0,,,,1.0,,,,4.0,1.0,,,,,,,,,4.0,1.0,,90.0,,1.0,,,,,,,11.0,,,6.5,,,,,3.0,,,,12.0,,19.0,31.0,50.0,,,0,,59.0,,,,
2021-22,9576156,5,31,Crystal_Palace,Away,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,2.0,4.0,6.0,1.0,,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,25.0,1.0,,,,,,,,5.0,,,6.6,,,,,1.0,,,,,,4.0,4.0,8.0,,,2,,14.0,3.0,,,
2021-22,9576156,5,31,Crystal_Palace,Away,877994,209036,Marc Guéhi,marc-guehi,D,False,,,3.0,9.0,26.0,35.0,3.0,,,4.0,,,,,,,,3.0,6.0,,,,,,,,,,,,90.0,,2.0,,,,,,,9.0,,,6.9,,,,,3.0,,,,10.0,,14.0,30.0,44.0,,,0,5.0,56.0,,1.0,,2.0
2021-22,9576156,5,31,Crystal_Palace,Away,904970,232787,Conor Gallagher,conor-gallagher,M,False,3.0,,4.0,16.0,9.0,22.0,3.0,,,3.0,,,,,,,2.0,7.0,3.0,,,2.0,,,,,,,2.0,,90.0,,,,,,,,,15.0,,,6.6,,,,,1.0,1.0,8.0,,4.0,,25.0,10.0,27.0,,,0,,53.0,2.0,3.0,,
2021-22,9576156,5,31,Crystal_Palace,Away,978838,443661,Michael Olise,michael-olise,M,True,,,,4.0,1.0,5.0,,,,,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,9.0,,,,,,,,,2.0,,,6.4,,,,,,1.0,,,,,5.0,1.0,6.0,,,0,1.0,9.0,,,1.0,1.0
2021-22,9576156,5,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,1.0,15.0,13.0,28.0,,,,5.0,,,,2.0,,,1.0,4.0,8.0,,,2.0,,,,,,4.0,,,90.0,,,,,,,,,24.0,,,6.8,,,,,5.0,,1.0,,7.0,,27.0,19.0,45.0,,,0,8.0,84.0,1.0,,,5.0
2021-22,9576384,6,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,2.0,1.0,14.0,15.0,,2.0,,9.0,,,,,,,,,2.0,,,,,,,1.0,,,,,90.0,,,,,,,,,4.0,,1.0,7.0,3.0,3.0,,,2.0,,,,6.0,,5.0,14.0,19.0,,,0,,33.0,,1.0,,
2021-22,9576384,6,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,4.0,18.0,18.0,36.0,2.0,1.0,,4.0,,,,1.0,,,4.0,7.0,3.0,,,,,,,,,2.0,,,90.0,,,,,,,,,19.0,,,6.2,,,,,3.0,,1.0,,12.0,,30.0,19.0,48.0,,,0,2.0,71.0,1.0,,,
2021-22,9576384,6,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,2.0,,5.0,39.0,17.0,54.0,1.0,1.0,,5.0,,,,,,,2.0,6.0,2.0,,,2.0,,,,,,1.0,1.0,,90.0,,,,,,,,,8.0,,,6.8,,,,,1.0,1.0,3.0,,7.0,,41.0,20.0,58.0,,,0,,73.0,,1.0,,
2021-22,9576384,6,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,31,Crystal_Palace,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,,2.0,2.0,,1.0,,1.0,,,,,,,,,3.0,,,1.0,,,,,,,,,18.0,,,,,,,,,3.0,,,6.7,,,,,,,,,,,2.0,3.0,5.0,,,0,2.0,7.0,,,,2.0
2021-22,9576384,6,31,Crystal_Palace,Home,45970,54861,Christian Benteke,christian-benteke,F,True,,,,1.0,,1.0,2.0,,,1.0,1.0,,,,,,1.0,3.0,1.0,,,,,,,,,,1.0,,18.0,,,,,,,,,5.0,,,6.8,,,,,1.0,,,,,,4.0,,4.0,,,0,1.0,8.0,1.0,,,1.0
2021-22,9576384,6,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,False,1.0,,2.0,29.0,14.0,42.0,1.0,,,6.0,,,1.0,,,,,3.0,2.0,,,2.0,,,,,,2.0,,,72.0,,,,,,,,,11.0,,,6.9,,,1.0,,,,6.0,,5.0,,39.0,15.0,48.0,,,2,1.0,61.0,,1.0,,
2021-22,9576384,6,31,Crystal_Palace,Home,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,1.0,23.0,12.0,35.0,1.0,,,4.0,,1.0,1.0,,,,4.0,7.0,3.0,,,1.0,,,,,,,1.0,,86.0,,,,,,,,,8.0,,,6.3,,,1.0,,,1.0,,,2.0,,24.0,13.0,37.0,,,2,1.0,52.0,1.0,2.0,,
2021-22,9576384,6,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,1.0,,,27.0,1.0,27.0,2.0,1.0,,6.0,,,,1.0,,,6.0,13.0,5.0,,,2.0,,1.0,,,,,,,90.0,2.0,,,,,,,,27.0,,,7.1,,,,,,3.0,4.0,,,1.0,38.0,2.0,36.0,,,2,1.0,64.0,7.0,2.0,1.0,
2021-22,9576384,6,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,6.4,,,,,1.0,,,,,,1.0,,1.0,,,0,,2.0,,,,
2021-22,9576384,6,31,Crystal_Palace,Home,193554,108413,Will Hughes,will-hughes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,31,Crystal_Palace,Home,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,7.0,23.0,38.0,61.0,,,,7.0,,,,,,,,,3.0,,,,,,,,,4.0,1.0,,90.0,,,,,,,,,17.0,,,7.2,,,,,2.0,1.0,1.0,,16.0,,36.0,42.0,77.0,,,0,2.0,88.0,,,1.0,2.0
2021-22,9576384,6,31,Crystal_Palace,Home,795228,199670,Odsonne Édouard,odsonne-edouard,F,False,,,,8.0,2.0,10.0,1.0,,,2.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,72.0,1.0,,,,,,,,5.0,,,6.8,,,,,2.0,1.0,,,,,10.0,2.0,12.0,,,1,1.0,23.0,,,1.0,1.0
2021-22,9576384,6,31,Crystal_Palace,Home,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,31,Crystal_Palace,Home,877994,209036,Marc Guéhi,marc-guehi,D,False,,,1.0,25.0,42.0,67.0,2.0,1.0,,7.0,,,,,,,,2.0,2.0,,,,,,,,,1.0,,,90.0,,,,,,,,,7.0,,,6.8,,,,,2.0,,,,5.0,,32.0,42.0,74.0,,,0,1.0,78.0,,,,1.0
2021-22,9576384,6,31,Crystal_Palace,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,,,,19.0,7.0,26.0,1.0,,,9.0,,,1.0,2.0,,,2.0,11.0,4.0,,,4.0,,,,,,1.0,,,90.0,,2.0,,,,,,1.0,16.0,,,6.7,,,,,,2.0,3.0,,1.0,,28.0,8.0,33.0,,,1,2.0,55.0,2.0,2.0,,2.0
2021-22,9576384,6,31,Crystal_Palace,Home,978838,443661,Michael Olise,michael-olise,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576384,6,31,Crystal_Palace,Home,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,2.0,25.0,12.0,36.0,1.0,,,4.0,,,,2.0,,,3.0,6.0,4.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,,15.0,,,6.5,,,,,,1.0,1.0,,4.0,,33.0,13.0,45.0,,,0,3.0,73.0,1.0,,1.0,
2021-22,9576219,7,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,1.0,,22.0,22.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,5.0,,,6.3,1.0,3.0,,,,,,,5.0,,3.0,23.0,26.0,,,0,,38.0,,,,
2021-22,9576219,7,31,Crystal_Palace,Home,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,4.0,18.0,23.0,41.0,,6.0,,5.0,,,1.0,,,,,1.0,10.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,,18.0,,,7.3,,,,,6.0,,4.0,,7.0,,30.0,24.0,50.0,,,1,2.0,88.0,2.0,2.0,,2.0
2021-22,9576219,7,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,1.0,,1.0,29.0,16.0,44.0,6.0,,,13.0,,,,3.0,,,2.0,14.0,8.0,,,3.0,,,,,,,1.0,,90.0,,,,,,,,,23.0,,,6.5,,,,,,1.0,2.0,,8.0,,44.0,20.0,62.0,,,0,5.0,83.0,2.0,2.0,1.0,1.0
2021-22,9576219,7,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,31,Crystal_Palace,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,31,Crystal_Palace,Home,45970,54861,Christian Benteke,christian-benteke,F,True,,,,1.0,,1.0,2.0,,,1.0,,,,,,,,3.0,1.0,,,,,,,,,,,,11.0,,,,,,,,,1.0,,,6.5,,,,,,2.0,,,,,1.0,,1.0,,,0,,3.0,,,1.0,
2021-22,9576219,7,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,False,1.0,,,29.0,21.0,49.0,,,,9.0,,,,1.0,,,,3.0,3.0,,,2.0,,,,,,1.0,2.0,,90.0,,,,,,,,,11.0,,,6.9,,,,,,1.0,2.0,,2.0,,38.0,23.0,59.0,,,0,,68.0,,2.0,1.0,
2021-22,9576219,7,31,Crystal_Palace,Home,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,2.0,10.0,5.0,15.0,1.0,,,3.0,,,,,,,5.0,7.0,2.0,,,1.0,,,,,,,1.0,,53.0,,,,,,,,,12.0,,,6.5,,,1.0,,,,3.0,,2.0,1.0,16.0,5.0,18.0,,,1,1.0,34.0,1.0,1.0,,1.0
2021-22,9576219,7,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,1.0,,,28.0,6.0,33.0,1.0,,,8.0,,,1.0,,,,9.0,14.0,8.0,,,2.0,,,,,,,3.0,,90.0,1.0,,,,,,,,21.0,,,7.2,,,1.0,,,7.0,1.0,,,,33.0,7.0,39.0,,,3,1.0,70.0,4.0,2.0,5.0,
2021-22,9576219,7,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,2.0,1.0,3.0,,2.0,,1.0,,,1.0,,,,,1.0,2.0,,,,,1.0,,,,,,,19.0,1.0,,,,,,,,5.0,,,7.3,,,2.0,,,1.0,1.0,,,,4.0,2.0,5.0,,,4,,12.0,1.0,,,
2021-22,9576219,7,31,Crystal_Palace,Home,193554,108413,Will Hughes,will-hughes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576219,7,31,Crystal_Palace,Home,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,6.0,13.0,58.0,71.0,1.0,3.0,,7.0,,,,,,,1.0,3.0,4.0,1.0,,1.0,,,,,,2.0,1.0,,90.0,,,,,,,,,22.0,,,5.8,,,,,2.0,,,,19.0,,30.0,62.0,92.0,,,0,,102.0,,1.0,,
2021-22,9576219,7,31,Crystal_Palace,Home,795228,199670,Odsonne Édouard,odsonne-edouard,F,False,,,,12.0,3.0,15.0,2.0,1.0,,3.0,,,,2.0,,,3.0,8.0,3.0,,,1.0,,,,,1.0,,2.0,,85.0,,,,,,,,,12.0,,,6.8,,,2.0,,,2.0,,,,,15.0,4.0,19.0,,,2,,39.0,5.0,,2.0,
2021-22,9576219,7,31,Crystal_Palace,Home,877994,209036,Marc Guéhi,marc-guehi,D,False,,,1.0,13.0,64.0,77.0,1.0,4.0,,6.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,,,,,90.0,,,,,,,,,19.0,,,6.2,,,,,2.0,1.0,,,9.0,,23.0,72.0,95.0,,,0,,103.0,1.0,,1.0,
2021-22,9576219,7,31,Crystal_Palace,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,,,1.0,15.0,7.0,22.0,,,,6.0,,,1.0,2.0,,,4.0,10.0,5.0,,,3.0,,,,,,,,,71.0,1.0,,,,,,,,15.0,,,6.3,,,2.0,,,4.0,2.0,,1.0,1.0,21.0,8.0,27.0,,,4,2.0,46.0,3.0,,3.0,1.0
2021-22,9576219,7,31,Crystal_Palace,Home,978838,443661,Michael Olise,michael-olise,M,True,1.0,,,10.0,5.0,14.0,,2.0,,1.0,,,1.0,,,,1.0,1.0,3.0,,,,,1.0,,,,,2.0,,37.0,1.0,,,,,,,,7.0,,,7.5,,,1.0,,,,4.0,,2.0,,15.0,6.0,17.0,,,3,,28.0,,1.0,,
2021-22,9576219,7,31,Crystal_Palace,Home,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,,21.0,19.0,39.0,1.0,1.0,,3.0,,,,1.0,,,,2.0,6.0,,,,,,,,,,1.0,,90.0,,1.0,,,,,,,12.0,,,7.0,,,,,,,2.0,,3.0,,28.0,21.0,47.0,,,0,5.0,72.0,2.0,,,2.0
2021-22,9576126,8,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,1.0,9.0,3.0,23.0,26.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,4.0,,,6.9,3.0,4.0,,,,,,1.0,13.0,,6.0,24.0,30.0,,,0,,41.0,,,,
2021-22,9576126,8,31,Crystal_Palace,Away,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,8.0,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,0,1.0,1.0,,,,
2021-22,9576126,8,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,,14.0,23.0,37.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,90.0,,,,,,,,,7.0,,,6.3,,,,,1.0,1.0,,,1.0,,16.0,26.0,42.0,,,0,1.0,53.0,1.0,,,1.0
2021-22,9576126,8,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,4.0,22.0,32.0,54.0,1.0,2.0,,4.0,,,,2.0,,,,5.0,6.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,,9.0,,,6.7,,,,,1.0,2.0,,,6.0,1.0,24.0,35.0,59.0,,,0,3.0,74.0,2.0,1.0,,2.0
2021-22,9576126,8,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576126,8,31,Crystal_Palace,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576126,8,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,23.0,,1.0,,,,,,,1.0,,,6.7,,,,,2.0,1.0,,,,,1.0,2.0,3.0,,,0,,10.0,1.0,,1.0,
2021-22,9576126,8,31,Crystal_Palace,Away,45970,54861,Christian Benteke,christian-benteke,F,False,,,,7.0,8.0,15.0,1.0,6.0,,4.0,,,,1.0,,,,2.0,8.0,,,,,1.0,,,,,,,90.0,2.0,,,,,,,,10.0,,,7.6,,,,,2.0,2.0,,,1.0,1.0,12.0,10.0,22.0,,,2,,32.0,1.0,,2.0,
2021-22,9576126,8,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,False,1.0,,1.0,16.0,21.0,36.0,,,,6.0,,,,1.0,,,,1.0,4.0,,,,,,,,,,,,67.0,,,,,,,,,11.0,,,7.0,,,,,1.0,1.0,5.0,,1.0,,25.0,23.0,43.0,,,0,3.0,53.0,,,1.0,2.0
2021-22,9576126,8,31,Crystal_Palace,Away,98448,105666,Jack Butland,jack-butland,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576126,8,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,14.0,10.0,24.0,,1.0,,4.0,,,,1.0,,,1.0,3.0,7.0,,,,1.0,,,,,1.0,1.0,,71.0,1.0,,,,,,,,9.0,,,7.1,,,,,,2.0,3.0,,,,18.0,10.0,25.0,,,1,2.0,45.0,3.0,3.0,1.0,2.0
2021-22,9576126,8,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576126,8,31,Crystal_Palace,Away,193554,108413,Will Hughes,will-hughes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576126,8,31,Crystal_Palace,Away,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,6.0,20.0,41.0,61.0,,,,3.0,,,,,,,,1.0,3.0,,,1.0,,,,,,,,,90.0,,,,,,,,,11.0,,,6.6,,,,,3.0,,,,14.0,,27.0,44.0,71.0,,,0,2.0,79.0,1.0,1.0,,2.0
2021-22,9576126,8,31,Crystal_Palace,Away,795228,199670,Odsonne Édouard,odsonne-edouard,F,False,,,,13.0,9.0,22.0,,2.0,,4.0,,,,2.0,,,1.0,9.0,7.0,,,1.0,,1.0,,,,,3.0,,82.0,1.0,1.0,,,,,,,15.0,,,7.1,,,1.0,,,8.0,,,,1.0,14.0,11.0,25.0,,,2,2.0,52.0,5.0,1.0,2.0,1.0
2021-22,9576126,8,31,Crystal_Palace,Away,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576126,8,31,Crystal_Palace,Away,877994,209036,Marc Guéhi,marc-guehi,D,False,,,8.0,27.0,45.0,72.0,1.0,1.0,,6.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,90.0,,,,,,,,,6.0,,,6.8,,,1.0,,4.0,,,,11.0,,31.0,47.0,78.0,,,1,,85.0,,,,
2021-22,9576126,8,31,Crystal_Palace,Away,904970,232787,Conor Gallagher,conor-gallagher,M,False,,,,13.0,5.0,18.0,1.0,2.0,,8.0,,,,1.0,,,2.0,8.0,7.0,,,2.0,,,,,,,,,90.0,2.0,,,,,,,,14.0,,,6.6,,,1.0,,1.0,3.0,,,1.0,,20.0,7.0,27.0,,,3,4.0,47.0,,1.0,,4.0
2021-22,9576126,8,31,Crystal_Palace,Away,978838,443661,Michael Olise,michael-olise,M,True,,,,1.0,3.0,4.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,19.0,,,,,,,,,2.0,,,6.7,,,,,1.0,,,,,,1.0,4.0,5.0,,,0,,8.0,,,,
