season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576167,13,57,Watford,Away,887055,244716,Cucho Hernández,cucho-hernandez,F,False,1.0,,1.0,8.0,4.0,11.0,5.0,4.0,4.0,1.0,,3.0,4.0,,,,12.0,7.0,,,2.0,,,,,1.0,1.0,1.0,,90.0,,,,,,,,,14.0,,6.2,,,1.0,,3.0,5.0,,2.0,,17.0,6.0,18.0,4,,35.0,2.0,1.0,2.0,
2021-22,9576167,13,57,Watford,Away,965943,471471,Imrân Louza,imran-louza,M,False,,,,4.0,4.0,8.0,,,4.0,,,,,,,,3.0,3.0,,,3.0,,,,,,1.0,,,45.0,,,,,,,,,4.0,,6.5,,,,,,,,,,7.0,4.0,11.0,0,2.0,16.0,1.0,1.0,,1.0
2021-22,9576167,13,57,Watford,Away,975079,475168,João Pedro,joao-pedro,F,True,1.0,,,7.0,2.0,8.0,3.0,,4.0,,,,1.0,,,4.0,9.0,2.0,,,,,,,,,1.0,,,45.0,1.0,,,,,,,,11.0,,6.7,,,1.0,,2.0,5.0,,,,13.0,2.0,10.0,2,1.0,31.0,,,1.0,
2021-22,9576167,13,57,Watford,Away,991595,232391,Jeremy Ngakia,jeremy-ngakia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576167,13,57,Watford,Away,1004344,242183,James Morris,james-morris,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,57,Watford,Home,16586,38290,Danny Rose,danny-rose,D,True,,,1.0,9.0,4.0,13.0,1.0,2.0,9.0,,,,1.0,,,,3.0,7.0,,,,,,,,,1.0,,,78.0,1.0,,,,,,,,27.0,,6.7,,,1.0,1.0,1.0,9.0,,6.0,,26.0,9.0,26.0,2,1.0,57.0,2.0,4.0,,1.0
2021-22,9576088,14,57,Watford,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,57,Watford,Home,20581,19838,Robert Elliot,robert-elliot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,7.0,3.0,17.0,20.0,1.0,,9.0,,,,1.0,,,,4.0,1.0,,,2.0,,,,,,2.0,,,90.0,,,,,,,,,12.0,,6.3,,,,1.0,,,,12.0,,13.0,19.0,32.0,0,1.0,36.0,,,,
2021-22,9576088,14,57,Watford,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,2.0,27.0,6.0,33.0,3.0,5.0,12.0,,1.0,,1.0,,,1.0,6.0,8.0,,,1.0,1.0,,,,,1.0,2.0,,90.0,1.0,,,,,,,,13.0,,6.9,,,,2.0,3.0,,,3.0,,35.0,8.0,43.0,1,,54.0,2.0,,3.0,
2021-22,9576088,14,57,Watford,Home,46432,43250,Tom Cleverley,tom-cleverley,M,False,2.0,,2.0,30.0,9.0,37.0,2.0,1.0,4.0,,,,,,,2.0,5.0,3.0,,,1.0,,,,,,,1.0,,85.0,2.0,,,,,,,,17.0,,6.9,,,,1.0,,6.0,,5.0,1.0,41.0,11.0,46.0,2,1.0,62.0,2.0,1.0,,1.0
2021-22,9576088,14,57,Watford,Home,48563,69143,Juraj Kucka,juraj-kucka,M,True,,,1.0,2.0,,2.0,,1.0,2.0,,,1.0,1.0,,,,2.0,2.0,,,1.0,,,,,,,,,17.0,1.0,,,,,,,,5.0,,6.6,,,,,,1.0,,2.0,,6.0,,5.0,2,1.0,11.0,,,,1.0
2021-22,9576088,14,57,Watford,Home,53739,54484,Kiko Femenía,kiko-femenia,D,False,1.0,,2.0,30.0,15.0,44.0,2.0,,8.0,,,1.0,1.0,,,,4.0,3.0,,,1.0,,,,,,4.0,1.0,,90.0,,,,,,,,,32.0,,6.6,,,,2.0,1.0,6.0,,7.0,,44.0,21.0,59.0,1,1.0,109.0,4.0,1.0,1.0,1.0
2021-22,9576088,14,57,Watford,Home,58351,85624,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,57,Watford,Home,100621,78007,Joshua King,joshua-king,F,False,,,,13.0,1.0,14.0,10.0,4.0,3.0,,,,,,,,13.0,5.0,,,3.0,,,,,,,1.0,,90.0,,,,,,,,,7.0,,6.6,,,1.0,1.0,1.0,,,,2.0,19.0,1.0,20.0,1,,30.0,1.0,,1.0,
2021-22,9576088,14,57,Watford,Home,251907,,Ozan Tufan,ozan-tufan,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,57,Watford,Home,259995,155651,Adam Masina,adam-masina,D,False,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,2.0,,6.6,,,,,,1.0,,1.0,,3.0,1.0,3.0,0,,5.0,,,,
2021-22,9576088,14,57,Watford,Home,288019,154506,Daniel Bachmann,daniel-bachmann,G,False,,,11.0,9.0,5.0,14.0,,2.0,9.0,,,,,,,,,3.0,,,,,,,2.0,,,,,90.0,,,,,,,,,15.0,,6.4,2.0,2.0,,,,,,24.0,,22.0,5.0,27.0,0,,35.0,,1.0,,
2021-22,9576088,14,57,Watford,Home,338991,131304,William Troost-Ekong,william-troost-ekong,D,False,,,1.0,4.0,15.0,19.0,3.0,3.0,3.0,,,,,,,,6.0,4.0,,,3.0,,,,,,1.0,,,90.0,,,,,,,,,12.0,,6.3,,,,1.0,,,,6.0,,12.0,17.0,29.0,0,1.0,39.0,1.0,,,
2021-22,9576088,14,57,Watford,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,57,Watford,Home,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,1.0,,,19.0,5.0,23.0,3.0,1.0,8.0,1.0,,,1.0,,,2.0,12.0,11.0,,,2.0,,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,,,24.0,,7.8,,,,,7.0,3.0,,1.0,,29.0,6.0,32.0,1,2.0,68.0,4.0,5.0,3.0,1.0
2021-22,9576088,14,57,Watford,Home,887055,244716,Cucho Hernández,cucho-hernandez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,57,Watford,Home,965943,471471,Imrân Louza,imran-louza,M,False,,,3.0,20.0,15.0,35.0,3.0,1.0,9.0,,,1.0,2.0,,,,8.0,3.0,,,3.0,,,,,,3.0,1.0,,73.0,,1.0,,,,,,,10.0,,6.7,,,2.0,,,3.0,,7.0,,28.0,17.0,42.0,3,1.0,58.0,,1.0,,
2021-22,9576088,14,57,Watford,Home,975079,475168,João Pedro,joao-pedro,F,False,,,,15.0,2.0,17.0,4.0,8.0,5.0,,,1.0,1.0,,,1.0,6.0,12.0,,,,,,,,,1.0,3.0,,90.0,,,,,,,,,15.0,,6.8,,,,,,1.0,,2.0,,27.0,2.0,28.0,1,1.0,40.0,2.0,3.0,,1.0
2021-22,9576088,14,57,Watford,Home,991595,232391,Jeremy Ngakia,jeremy-ngakia,D,True,,,,3.0,,3.0,2.0,1.0,,,,,,,,,4.0,1.0,,,1.0,,,,,,,,,12.0,,,,,,,,,7.0,,6.2,,,,,1.0,,,1.0,,5.0,2.0,7.0,0,,10.0,2.0,,,
2021-22,9576089,15,57,Watford,Home,16586,38290,Danny Rose,danny-rose,D,False,,,,5.0,2.0,7.0,,,4.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,71.0,,,,,,,,,6.0,,5.7,,,,,1.0,,,2.0,,7.0,5.0,12.0,0,1.0,17.0,,,,1.0
2021-22,9576089,15,57,Watford,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576089,15,57,Watford,Home,20581,19838,Robert Elliot,robert-elliot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576089,15,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,2.0,2.0,14.0,16.0,,3.0,4.0,,,,1.0,,,,3.0,4.0,,,2.0,,,,,,3.0,,,90.0,,2.0,,,,,,,2.0,,6.8,,,,7.0,,,,4.0,,3.0,15.0,18.0,0,1.0,33.0,,,,
2021-22,9576089,15,57,Watford,Home,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,2.0,10.0,9.0,19.0,,,6.0,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,90.0,,1.0,,,,,,,6.0,,6.7,,,2.0,,2.0,1.0,,2.0,,12.0,10.0,21.0,2,,34.0,2.0,1.0,2.0,
2021-22,9576089,15,57,Watford,Home,46432,43250,Tom Cleverley,tom-cleverley,M,False,,,1.0,3.0,6.0,9.0,1.0,1.0,1.0,,,,,,,,2.0,2.0,,,1.0,,,,,,,1.0,,45.0,,,,,,,,,4.0,,6.6,,,,2.0,,1.0,,1.0,,5.0,7.0,11.0,0,1.0,16.0,1.0,,,1.0
2021-22,9576089,15,57,Watford,Home,48563,69143,Juraj Kucka,juraj-kucka,M,True,,,,3.0,3.0,6.0,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,45.0,1.0,,,,,,,,5.0,,6.5,,,,2.0,,,,,,6.0,4.0,10.0,1,,16.0,1.0,1.0,,
2021-22,9576089,15,57,Watford,Home,53739,54484,Kiko Femenía,kiko-femenia,D,False,,,2.0,7.0,6.0,13.0,,,6.0,,,,,,,,1.0,4.0,,,1.0,,,,,,4.0,1.0,,90.0,,,,,,,,,15.0,,6.8,,,,3.0,,1.0,,5.0,,11.0,14.0,24.0,0,3.0,49.0,2.0,1.0,,2.0
2021-22,9576089,15,57,Watford,Home,58351,85624,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576089,15,57,Watford,Home,100621,78007,Joshua King,joshua-king,F,False,,,,6.0,5.0,11.0,3.0,5.0,2.0,,,,,,,1.0,6.0,6.0,,,1.0,,,,,,,2.0,,90.0,,,,,,,,,11.0,,6.6,,,1.0,,1.0,,,,,12.0,6.0,18.0,1,,25.0,2.0,1.0,,
2021-22,9576089,15,57,Watford,Home,251907,,Ozan Tufan,ozan-tufan,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576089,15,57,Watford,Home,288019,154506,Daniel Bachmann,daniel-bachmann,G,False,,1.0,11.0,9.0,3.0,12.0,,,14.0,,,,,,,,,,,,,,,,2.0,,1.0,,,90.0,,,,,,,,,22.0,,8.2,8.0,9.0,,,,,1.0,33.0,,27.0,7.0,34.0,0,,48.0,,,,
2021-22,9576089,15,57,Watford,Home,338991,131304,William Troost-Ekong,william-troost-ekong,D,False,,,4.0,6.0,10.0,16.0,3.0,,4.0,,,,2.0,,,,6.0,3.0,,,1.0,,,,,,,,,90.0,,1.0,,,,,,,8.0,,6.2,,,,5.0,,,,8.0,,11.0,13.0,24.0,0,3.0,34.0,,,,1.0
2021-22,9576089,15,57,Watford,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576089,15,57,Watford,Home,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,,,1.0,10.0,2.0,12.0,1.0,,5.0,,,,1.0,,,2.0,12.0,2.0,,,4.0,,,,,,,1.0,,90.0,2.0,,,,,,,,17.0,,5.9,,,,,5.0,1.0,,1.0,,14.0,3.0,16.0,2,1.0,38.0,5.0,,1.0,1.0
2021-22,9576089,15,57,Watford,Home,887055,244716,Cucho Hernández,cucho-hernandez,F,True,4.0,,1.0,10.0,2.0,8.0,1.0,,4.0,,,,1.0,,,1.0,3.0,2.0,,,,,1.0,,,1.0,2.0,4.0,,45.0,1.0,,,,,,,,9.0,,8.0,,,1.0,,1.0,8.0,,3.0,,16.0,4.0,12.0,2,,28.0,,1.0,1.0,
2021-22,9576089,15,57,Watford,Home,965943,471471,Imrân Louza,imran-louza,M,False,,,,4.0,5.0,9.0,1.0,,1.0,,,,,,,,2.0,3.0,,,1.0,,,,,,,1.0,,45.0,,,,,,,,,1.0,,6.7,,,,,,,,1.0,,5.0,5.0,10.0,0,3.0,13.0,,,,
2021-22,9576089,15,57,Watford,Home,975079,475168,João Pedro,joao-pedro,F,False,,,1.0,13.0,2.0,15.0,2.0,2.0,6.0,,,1.0,1.0,1.0,,1.0,7.0,5.0,,,,,,,,,1.0,,,90.0,,1.0,,,,,,,15.0,,6.7,,,1.0,,3.0,1.0,,2.0,,21.0,3.0,23.0,2,1.0,38.0,2.0,2.0,,
2021-22,9576089,15,57,Watford,Home,991595,232391,Jeremy Ngakia,jeremy-ngakia,D,True,,,,1.0,3.0,4.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,19.0,,,,,,,,,3.0,,6.7,,,1.0,,,1.0,,1.0,,3.0,4.0,6.0,1,1.0,10.0,,,,
2021-22,9576089,15,57,Watford,Home,1004344,242183,James Morris,james-morris,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576380,16,57,Watford,Away,16586,38290,Danny Rose,danny-rose,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576380,16,57,Watford,Away,20581,19838,Robert Elliot,robert-elliot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576380,16,57,Watford,Away,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,4.0,7.0,7.0,14.0,1.0,3.0,4.0,,,,,,,,1.0,7.0,,,,,,,,,,,,90.0,,1.0,,,,,,,6.0,,7.1,,,,6.0,,,,7.0,,11.0,9.0,20.0,0,4.0,31.0,,,,1.0
2021-22,9576380,16,57,Watford,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,1.0,,2.0,10.0,12.0,21.0,2.0,3.0,9.0,,,,,,,,4.0,7.0,,,2.0,,,,,,1.0,1.0,,90.0,,,,,,,,,13.0,,6.9,,,,2.0,1.0,1.0,,5.0,,19.0,16.0,34.0,0,1.0,43.0,,2.0,1.0,
2021-22,9576380,16,57,Watford,Away,46432,43250,Tom Cleverley,tom-cleverley,M,False,2.0,,1.0,8.0,5.0,11.0,1.0,,2.0,,,,,,,1.0,2.0,1.0,,,,1.0,,,,,,2.0,,58.0,,,,,,,,,9.0,,7.0,,,,1.0,,4.0,,2.0,,14.0,5.0,15.0,0,,25.0,2.0,1.0,,
2021-22,9576380,16,57,Watford,Away,48563,69143,Juraj Kucka,juraj-kucka,M,False,,,,6.0,12.0,18.0,2.0,5.0,8.0,,,1.0,2.0,,,1.0,7.0,11.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,23.0,,6.5,,,,1.0,2.0,1.0,,2.0,,18.0,18.0,35.0,1,2.0,52.0,3.0,3.0,1.0,2.0
2021-22,9576380,16,57,Watford,Away,53739,54484,Kiko Femenía,kiko-femenia,D,False,,,,10.0,9.0,19.0,,1.0,7.0,,,,,,,,1.0,4.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,,20.0,,6.8,,,,5.0,,1.0,,5.0,,18.0,12.0,29.0,0,3.0,65.0,4.0,,,1.0
2021-22,9576380,16,57,Watford,Away,58351,85624,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576380,16,57,Watford,Away,100621,78007,Joshua King,joshua-king,F,False,1.0,,,11.0,3.0,13.0,4.0,2.0,3.0,,1.0,,,,,,8.0,7.0,,,2.0,,,,,1.0,1.0,,,90.0,1.0,,,,,,,,7.0,,6.6,,,1.0,4.0,4.0,1.0,,,,12.0,3.0,14.0,2,1.0,37.0,4.0,2.0,2.0,1.0
2021-22,9576380,16,57,Watford,Away,251907,,Ozan Tufan,ozan-tufan,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576380,16,57,Watford,Away,288019,154506,Daniel Bachmann,daniel-bachmann,G,False,,2.0,4.0,3.0,1.0,4.0,,,6.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,,,18.0,,6.7,2.0,3.0,,2.0,,,2.0,22.0,,20.0,2.0,22.0,0,,27.0,,,,
2021-22,9576380,16,57,Watford,Away,319847,157775,Ken Sema,ken-sema,M,True,,,,1.0,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,13.0,,,,,,,,,3.0,,6.4,,,,1.0,,,,,,1.0,,1.0,0,1.0,6.0,3.0,,,
2021-22,9576380,16,57,Watford,Away,338991,131304,William Troost-Ekong,william-troost-ekong,D,False,,,2.0,4.0,15.0,19.0,2.0,6.0,8.0,,,,,,,,5.0,9.0,,,3.0,,,,,,1.0,,,90.0,,1.0,,1.0,,,,,15.0,,6.6,,,,6.0,,,,9.0,,11.0,23.0,34.0,0,3.0,46.0,,,,2.0
2021-22,9576380,16,57,Watford,Away,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576380,16,57,Watford,Away,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,1.0,,,8.0,1.0,8.0,5.0,6.0,,1.0,,,1.0,,,3.0,15.0,7.0,,,3.0,,1.0,,,,1.0,1.0,,89.0,1.0,1.0,,,,,,,19.0,,7.1,,,1.0,1.0,4.0,1.0,,,,16.0,1.0,16.0,2,,37.0,4.0,1.0,,
2021-22,9576380,16,57,Watford,Away,887055,244716,Cucho Hernández,cucho-hernandez,F,False,,,1.0,11.0,4.0,15.0,6.0,3.0,9.0,,,,2.0,,,4.0,17.0,7.0,,,3.0,,,,,,,1.0,,77.0,,,,,,,,,19.0,,5.9,,,1.0,1.0,3.0,,,3.0,,19.0,8.0,27.0,1,,46.0,1.0,3.0,1.0,
2021-22,9576380,16,57,Watford,Away,965943,471471,Imrân Louza,imran-louza,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576380,16,57,Watford,Away,975079,475168,João Pedro,joao-pedro,F,True,,,,3.0,3.0,6.0,1.0,,3.0,,,,,,,1.0,3.0,1.0,,,1.0,,,,,,,,,32.0,,,,,,,,,6.0,,6.6,,,,2.0,1.0,,,1.0,,6.0,3.0,9.0,0,,15.0,2.0,,1.0,
2021-22,9576380,16,57,Watford,Away,991595,232391,Jeremy Ngakia,jeremy-ngakia,D,False,,,4.0,6.0,8.0,14.0,1.0,7.0,6.0,,,,1.0,,,1.0,5.0,9.0,,,2.0,,,,,,1.0,,,90.0,,1.0,,,,,,,16.0,,6.7,,,,3.0,,2.0,,5.0,,15.0,12.0,25.0,0,2.0,46.0,,,,2.0
2021-22,9576380,16,57,Watford,Away,1167601,563883,Vincent Angelini,vincent-angelini,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10085333,17,57,Watford,Away,10599,9089,Ben Foster,ben-foster,G,False,,,11.0,10.0,3.0,13.0,,,12.0,,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,25.0,,7.3,1.0,2.0,,,,,,36.0,,35.0,3.0,38.0,0,,43.0,,,,
2021-22,10085333,17,57,Watford,Away,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,1.0,7.0,17.0,24.0,1.0,3.0,3.0,,,,,,,,2.0,4.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,,7.0,,7.2,,,,5.0,,,,5.0,,10.0,21.0,31.0,0,1.0,42.0,,,,
2021-22,10085333,17,57,Watford,Away,27014,45268,Moussa Sissoko,moussa-sissoko,M,False,,,3.0,15.0,15.0,30.0,3.0,3.0,9.0,,,,,,,,5.0,3.0,,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,14.0,,6.8,,,,6.0,2.0,1.0,,3.0,,21.0,18.0,38.0,0,,54.0,2.0,,,
2021-22,10085333,17,57,Watford,Away,46432,43250,Tom Cleverley,tom-cleverley,M,True,1.0,,,2.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,20.0,1.0,,,,,,,,6.0,,6.8,,,,,,3.0,,1.0,,7.0,2.0,6.0,1,,12.0,,1.0,,
2021-22,10085333,17,57,Watford,Away,48563,69143,Juraj Kucka,juraj-kucka,M,False,2.0,,,20.0,5.0,23.0,,1.0,9.0,1.0,,,3.0,,,1.0,6.0,9.0,,,2.0,,,,,,2.0,2.0,,90.0,,1.0,,,,,,,13.0,,7.6,,,2.0,2.0,3.0,2.0,,,,26.0,6.0,30.0,2,3.0,56.0,4.0,4.0,2.0,1.0
2021-22,10085333,17,57,Watford,Away,53739,54484,Kiko Femenía,kiko-femenia,D,False,3.0,,1.0,22.0,13.0,32.0,,,1.0,,,,,,,1.0,1.0,3.0,,,,,,,,,3.0,2.0,,90.0,,,,,,,,,15.0,,7.3,,,,,1.0,7.0,,5.0,,31.0,15.0,39.0,0,1.0,65.0,3.0,1.0,1.0,1.0
2021-22,10085333,17,57,Watford,Away,58351,85624,Christian Kabasele,christian-kabasele,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10085333,17,57,Watford,Away,100621,78007,Joshua King,joshua-king,F,False,,,,18.0,3.0,21.0,4.0,5.0,5.0,,,,2.0,,,,10.0,9.0,,,2.0,,,,,,,2.0,,90.0,2.0,,,,,,,,10.0,,7.1,,,1.0,4.0,3.0,1.0,,,,21.0,3.0,23.0,3,,45.0,5.0,3.0,1.0,
2021-22,10085333,17,57,Watford,Away,259995,155651,Adam Masina,adam-masina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10085333,17,57,Watford,Away,288019,154506,Daniel Bachmann,daniel-bachmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10085333,17,57,Watford,Away,319847,157775,Ken Sema,ken-sema,M,False,,,1.0,3.0,10.0,13.0,6.0,2.0,9.0,,,,2.0,,,1.0,10.0,4.0,,,1.0,,,,,,,,,90.0,,,,,,,,,14.0,,6.4,,,,2.0,1.0,2.0,,4.0,,12.0,13.0,23.0,0,1.0,40.0,1.0,,1.0,
2021-22,10085333,17,57,Watford,Away,331405,162651,Samir Caetano,samir-caetano,D,False,,,4.0,5.0,22.0,27.0,4.0,3.0,7.0,,,,2.0,,,,6.0,5.0,,,,,,,,,4.0,,,90.0,,,,,,,,,10.0,,7.1,,,,7.0,,,,9.0,,12.0,24.0,36.0,0,1.0,50.0,1.0,1.0,,
2021-22,10085333,17,57,Watford,Away,338991,131304,William Troost-Ekong,william-troost-ekong,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10085333,17,57,Watford,Away,351434,171099,Hassane Kamara,hassane-kamara,M,False,,,4.0,14.0,11.0,25.0,,2.0,10.0,,,,,,,1.0,2.0,11.0,,,1.0,,,,,,5.0,2.0,,90.0,,1.0,,,,,,,27.0,,8.2,,,,1.0,1.0,5.0,,12.0,,31.0,15.0,41.0,0,4.0,79.0,1.0,4.0,1.0,4.0
2021-22,10085333,17,57,Watford,Away,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10085333,17,57,Watford,Away,887055,244716,Cucho Hernández,cucho-hernandez,F,True,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,10.0,,,,,,,,,1.0,,6.4,,,,,,,,1.0,,,1.0,1.0,1,,6.0,,,,
2021-22,10085333,17,57,Watford,Away,917305,442335,Edo Kayembe,edo-kayembe,M,False,,,,14.0,7.0,21.0,1.0,1.0,6.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,,1.0,,,70.0,,,,,,,,,10.0,,6.7,,,,1.0,1.0,1.0,,1.0,,17.0,10.0,26.0,0,3.0,37.0,3.0,,,3.0
2021-22,10085333,17,57,Watford,Away,965943,471471,Imrân Louza,imran-louza,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10085333,17,57,Watford,Away,975079,475168,João Pedro,joao-pedro,F,False,,,1.0,12.0,2.0,14.0,5.0,3.0,3.0,,1.0,1.0,,,,2.0,9.0,9.0,,,,,,,,,,1.0,,83.0,2.0,,,,,,,,20.0,,6.9,,,1.0,,4.0,,,1.0,,25.0,2.0,27.0,4,2.0,52.0,3.0,2.0,2.0,2.0
2021-22,10085333,17,57,Watford,Away,991595,232391,Jeremy Ngakia,jeremy-ngakia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114688,18,57,Watford,Home,10599,9089,Ben Foster,ben-foster,G,False,,,11.0,7.0,14.0,21.0,,,6.0,,,,,,,,,,,,,,,-2.2496,,,,,,90.0,,,,,,,,,10.0,,5.5,1.0,1.0,,,,,,20.0,,14.0,16.0,30.0,0,,33.0,,,,
2021-22,10114688,18,57,Watford,Home,22200,41338,Craig Cathcart,craig-cathcart,D,False,,,3.0,16.0,54.0,70.0,,1.0,9.0,1.0,,,,,,,,4.0,,,,,,,,,,1.0,,90.0,,,,,,,,,7.0,,6.7,,,,2.0,,,,6.0,,18.0,59.0,77.0,0,3.0,82.0,,,,2.0
