season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827935,10,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,2.0,,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,10.0,1.0,,,,,,1.0,,6.5,,,,,1.0,,,,2.0,2.0,,2.0,1,,5.0,,,,
2018-19,7827935,10,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827935,10,13,Leicester_City,Home,32690,54513,Vicente Iborra,vicente-iborra,M,False,,,7.0,38.0,26.0,64.0,,1.0,9.0,,1.0,,2.0,,,3.0,9.0,4.0,,,4.0,,,,,3.0,,,90.0,1.0,,,,,,5.0,,6.6,,,,,,,,7.0,,38.0,28.0,66.0,1,3.0,77.0,,,,1.0
2018-19,7827935,10,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,False,5.0,,4.0,29.0,4.0,28.0,,3.0,7.0,1.0,,1.0,,,,,1.0,5.0,,,1.0,,,,,1.0,4.0,,90.0,2.0,1.0,,,,,39.0,,8.2,,,1.0,,2.0,24.0,,6.0,,61.0,6.0,43.0,4,,85.0,2.0,,2.0,
2018-19,7827935,10,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827935,10,13,Leicester_City,Home,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,False,1.0,,1.0,11.0,9.0,19.0,,1.0,3.0,1.0,,,2.0,,,,4.0,5.0,,,,,,,,,1.0,,45.0,,,,,,,15.0,,6.5,,,,,4.0,2.0,,2.0,,19.0,11.0,28.0,0,,43.0,2.0,2.0,2.0,
2018-19,7827935,10,13,Leicester_City,Home,149380,95658,Harry Maguire,harry-maguire,D,False,,,4.0,41.0,26.0,67.0,2.0,4.0,12.0,,,,,,,,3.0,6.0,,,1.0,,,,1.0,2.0,1.0,,90.0,1.0,,,,,,10.0,,7.5,,,1.0,1.0,,,,7.0,,49.0,28.0,77.0,2,2.0,87.0,,,,2.0
2018-19,7827935,10,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,True,,,,4.0,1.0,5.0,1.0,3.0,,,1.0,,,,,,1.0,3.0,,,,,,,,,,,45.0,1.0,,,,,,7.0,,6.6,,,2.0,,,1.0,,,2.0,9.0,1.0,9.0,3,,16.0,2.0,,,
2018-19,7827935,10,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827935,10,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827935,10,13,Leicester_City,Home,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,1.0,29.0,28.0,57.0,,2.0,12.0,,,,,,,3.0,3.0,7.0,,,,,,,,2.0,1.0,,89.0,,1.0,,,,,16.0,,6.9,,,1.0,,1.0,,,5.0,1.0,35.0,33.0,68.0,1,4.0,90.0,,,1.0,2.0
2018-19,7827935,10,13,Leicester_City,Home,355152,172632,Demarai Gray,demarai-gray,M,True,,,,12.0,2.0,14.0,,,2.0,,,,1.0,,,4.0,5.0,3.0,,,,1.0,,,,1.0,1.0,,29.0,,,,,,,11.0,,6.6,,,,,3.0,3.0,,,,17.0,2.0,16.0,0,,29.0,,,3.0,
2018-19,7827935,10,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,3.0,,7.0,47.0,8.0,52.0,,,7.0,1.0,,1.0,,,,1.0,3.0,5.0,,,,,,,,1.0,4.0,,90.0,,,,,,,16.0,,7.9,,,2.0,1.0,4.0,8.0,,9.0,,57.0,9.0,58.0,3,2.0,83.0,1.0,1.0,2.0,1.0
2018-19,7827935,10,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,False,,,,8.0,1.0,9.0,3.0,,,,1.0,1.0,1.0,,,,5.0,1.0,,,2.0,,,,,,,,61.0,,,,,,,5.0,,6.3,,,1.0,,,,,,2.0,11.0,2.0,13.0,2,1.0,18.0,1.0,,,1.0
2018-19,7827935,10,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,13.0,19.0,32.0,,3.0,8.0,,,,1.0,,,,5.0,3.0,,,4.0,,,,,,,,80.0,,,,,,,5.0,,6.2,,,,2.0,,,,5.0,,17.0,20.0,37.0,0,,41.0,,,,
2018-19,7827935,10,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,1.0,31.0,18.0,49.0,1.0,2.0,6.0,,,,2.0,,,2.0,7.0,7.0,,,2.0,,1.0,,,2.0,1.0,,90.0,1.0,,,,,,15.0,,7.3,,,2.0,,1.0,,,6.0,,40.0,21.0,61.0,3,3.0,75.0,1.0,1.0,1.0,2.0
2018-19,7827935,10,13,Leicester_City,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,,,1.0,26.0,14.0,40.0,1.0,4.0,5.0,,,,1.0,,,1.0,8.0,8.0,,,3.0,,,,,2.0,2.0,,90.0,,,,,,,35.0,,6.9,,,1.0,2.0,5.0,7.0,,4.0,,42.0,20.0,55.0,1,1.0,96.0,4.0,,3.0,1.0
2018-19,7827956,11,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,1.0,9.0,5.0,19.0,24.0,,1.0,6.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,,90.0,,,,,,,11.0,,7.3,1.0,2.0,,2.0,,,1.0,20.0,,15.0,20.0,35.0,0,,45.0,,,,
2018-19,7827956,11,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827956,11,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,,8.0,26.0,34.0,4.0,8.0,1.0,,,,,,,,5.0,9.0,,,1.0,,,,,2.0,,,90.0,,,,,,,10.0,,7.3,,,,11.0,,,,2.0,,14.0,30.0,44.0,0,,64.0,,1.0,,
2018-19,7827956,11,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,True,,,,5.0,11.0,16.0,1.0,1.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,1.0,,63.0,,,,,,,2.0,,6.8,,,1.0,2.0,,,,1.0,,6.0,12.0,18.0,2,1.0,23.0,,,,
2018-19,7827956,11,13,Leicester_City,Away,30502,40725,Danny Simpson,danny-simpson,D,True,,,1.0,2.0,1.0,3.0,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,20.0,,,,,,,4.0,,6.7,,,,3.0,,,,2.0,,3.0,3.0,6.0,0,,11.0,,,,
2018-19,7827956,11,13,Leicester_City,Away,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,3.0,,3.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,2.0,,6.5,,,,1.0,,,,1.0,,4.0,1.0,5.0,0,,6.0,,,,
2018-19,7827956,11,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,False,2.0,,3.0,23.0,8.0,29.0,2.0,1.0,5.0,,,1.0,,,,2.0,7.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,21.0,,6.6,,,,,1.0,11.0,,4.0,,38.0,9.0,36.0,1,2.0,60.0,2.0,2.0,,
2018-19,7827956,11,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,1.0,26.0,31.0,57.0,,,4.0,,,1.0,,,,,1.0,3.0,,,1.0,,,,,,,,90.0,,,,,,,4.0,,7.0,,,,1.0,1.0,,,1.0,,30.0,31.0,61.0,1,,68.0,,2.0,1.0,
2018-19,7827956,11,13,Leicester_City,Away,149380,95658,Harry Maguire,harry-maguire,D,False,,,3.0,1.0,12.0,13.0,1.0,3.0,3.0,,,,,,,,1.0,3.0,,,,,,,,,,,27.0,,1.0,,,,,5.0,,6.9,,,,3.0,,,,3.0,,1.0,13.0,14.0,0,,23.0,4.0,,,
2018-19,7827956,11,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,7.0,1.0,8.0,4.0,3.0,1.0,,2.0,,,,,,6.0,5.0,,,1.0,,,,1.0,,,,90.0,2.0,,,,,,8.0,,6.4,,,,2.0,1.0,1.0,,,3.0,13.0,1.0,13.0,2,1.0,25.0,1.0,1.0,,1.0
2018-19,7827956,11,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827956,11,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,,9.0,9.0,18.0,1.0,,4.0,,,,3.0,,,,7.0,7.0,,,2.0,,,,,4.0,,,90.0,1.0,,,,,,13.0,,7.0,,,,1.0,2.0,3.0,,1.0,,17.0,10.0,24.0,1,5.0,49.0,2.0,1.0,1.0,4.0
2018-19,7827956,11,13,Leicester_City,Away,355152,172632,Demarai Gray,demarai-gray,M,False,,,1.0,11.0,4.0,15.0,,1.0,4.0,,,,,,,,2.0,3.0,,,,,1.0,,,,,,70.0,1.0,,,,,,14.0,,7.2,,,1.0,1.0,3.0,,,3.0,,17.0,8.0,25.0,2,,40.0,2.0,1.0,1.0,
2018-19,7827956,11,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,4.0,,3.0,31.0,6.0,33.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,2.0,6.0,3.0,,,1.0,,,,,,4.0,,82.0,1.0,,,,,,17.0,,7.3,,,,,1.0,9.0,,5.0,,43.0,7.0,41.0,2,,58.0,2.0,1.0,1.0,
2018-19,7827956,11,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827956,11,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,1.0,16.0,10.0,26.0,8.0,7.0,4.0,1.0,1.0,,1.0,,,,13.0,10.0,,,2.0,,,,,3.0,2.0,,90.0,,,,,,,20.0,,6.9,,,2.0,7.0,2.0,,,4.0,,27.0,15.0,42.0,2,1.0,68.0,1.0,2.0,,1.0
2018-19,7827956,11,13,Leicester_City,Away,796374,210207,Fousseni Diabaté,fousseni-diabate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827956,11,13,Leicester_City,Away,802695,172850,Ben Chilwell,ben-chilwell,D,False,1.0,,2.0,18.0,9.0,26.0,8.0,6.0,4.0,1.0,,,,,,1.0,11.0,9.0,,,2.0,1.0,,,,,1.0,,90.0,,,,,,,22.0,,7.3,,,,4.0,2.0,3.0,,8.0,,30.0,12.0,39.0,0,1.0,76.0,1.0,1.0,1.0,
2018-19,7827978,12,13,Leicester_City,Home,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,7.0,2.0,16.0,18.0,,1.0,9.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,9.0,,7.3,1.0,1.0,,,,,,16.0,,10.0,17.0,27.0,0,,37.0,,,,
2018-19,7827978,12,13,Leicester_City,Home,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827978,12,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,6.0,,6.0,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,6.0,,,,,,,1.0,,6.8,,,1.0,,,,,,,7.0,,7.0,1,,8.0,,,,
2018-19,7827978,12,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,2.0,7.0,22.0,29.0,5.0,7.0,2.0,,,1.0,,,,,6.0,9.0,,1.0,1.0,,,,,,,,90.0,,1.0,,,,,11.0,,6.8,,,,7.0,,,,5.0,,11.0,27.0,38.0,1,2.0,54.0,1.0,,,
2018-19,7827978,12,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,7.0,41.0,48.0,5.0,1.0,6.0,,,,,,,,9.0,4.0,,,4.0,,,,,2.0,,,89.0,,,,,,,12.0,,6.7,,,1.0,4.0,,,,9.0,,15.0,44.0,59.0,1,,71.0,1.0,3.0,,
2018-19,7827978,12,13,Leicester_City,Home,30502,40725,Danny Simpson,danny-simpson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827978,12,13,Leicester_City,Home,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827978,12,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,False,2.0,,4.0,11.0,9.0,18.0,1.0,,4.0,1.0,,1.0,1.0,,,2.0,4.0,2.0,,,,,,,,,2.0,,60.0,1.0,,,,,,18.0,,7.0,,,1.0,,1.0,10.0,,6.0,,25.0,10.0,25.0,3,1.0,43.0,1.0,,1.0,1.0
2018-19,7827978,12,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,1.0,,3.0,22.0,25.0,46.0,,,9.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,,,,90.0,,,,,,,5.0,,6.8,,,,,1.0,1.0,,5.0,,24.0,28.0,51.0,0,1.0,56.0,,,1.0,
2018-19,7827978,12,13,Leicester_City,Home,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,False,4.0,,3.0,40.0,14.0,50.0,,,1.0,,1.0,2.0,,,,,1.0,2.0,,,1.0,,,,1.0,,5.0,,90.0,,1.0,,,,,19.0,,7.6,,,1.0,,1.0,15.0,,3.0,,55.0,15.0,55.0,3,1.0,80.0,3.0,,1.0,
2018-19,7827978,12,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,,7.0,,6.0,1.0,3.0,4.0,1.0,,,,,,,2.0,4.0,,,,,,,,1.0,3.0,,90.0,1.0,,,,,,10.0,,7.4,,,1.0,,1.0,3.0,,,1.0,13.0,,10.0,2,1.0,25.0,3.0,,,1.0
2018-19,7827978,12,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827978,12,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,2.0,,1.0,24.0,19.0,41.0,2.0,3.0,8.0,,,,1.0,,,,4.0,9.0,,,,,,,,,1.0,,90.0,,,,,,,17.0,,7.4,,,2.0,1.0,4.0,6.0,,3.0,,30.0,24.0,48.0,2,2.0,81.0,2.0,1.0,3.0,1.0
2018-19,7827978,12,13,Leicester_City,Home,355152,172632,Demarai Gray,demarai-gray,M,False,,,1.0,18.0,7.0,25.0,3.0,,8.0,,1.0,1.0,1.0,,,1.0,6.0,7.0,,,1.0,,,,,,1.0,,84.0,1.0,,,,,,15.0,,6.7,,,,1.0,2.0,2.0,,5.0,,29.0,9.0,36.0,2,3.0,51.0,1.0,2.0,2.0,2.0
2018-19,7827978,12,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,2.0,1.0,3.0,,1.0,,,,1.0,,,,,2.0,1.0,,,2.0,,,,,,,,30.0,,,,,,,4.0,,6.4,,,,1.0,1.0,,,,,4.0,1.0,5.0,1,,10.0,1.0,,,
2018-19,7827978,12,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,True,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,3.0,,2.0,0,,4.0,,,,
2018-19,7827978,12,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,4.0,22.0,23.0,45.0,8.0,10.0,12.0,,,1.0,,,,,10.0,13.0,,,1.0,,,,,3.0,2.0,,90.0,2.0,,,,,,19.0,,7.6,,,2.0,1.0,1.0,,,9.0,,30.0,33.0,63.0,5,2.0,79.0,,1.0,,2.0
2018-19,7827978,12,13,Leicester_City,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,,,,26.0,14.0,40.0,1.0,2.0,2.0,,,1.0,,,,,5.0,5.0,,,2.0,,,,,1.0,2.0,,90.0,,,,,,,24.0,,6.7,,,,1.0,3.0,4.0,,4.0,,39.0,18.0,53.0,1,,91.0,4.0,2.0,1.0,
2018-19,7827994,13,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,13.0,8.0,19.0,27.0,,,5.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,8.0,,6.7,2.0,2.0,,,,,,21.0,,15.0,20.0,35.0,0,,38.0,,,,
2018-19,7827994,13,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827994,13,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,1.0,4.0,5.0,9.0,2.0,1.0,1.0,,,,,,,,5.0,4.0,,,1.0,,,,,,,,70.0,1.0,,,,,,16.0,,6.6,,,,,3.0,,,1.0,1.0,9.0,6.0,15.0,1,2.0,32.0,7.0,,1.0,2.0
2018-19,7827994,13,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,3.0,6.0,28.0,34.0,1.0,6.0,3.0,,,,,,,,1.0,7.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,10.0,,7.1,,,1.0,7.0,,,,4.0,,12.0,31.0,43.0,1,1.0,59.0,1.0,,,1.0
2018-19,7827994,13,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,5.0,30.0,35.0,1.0,1.0,6.0,,,1.0,,,,,2.0,3.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,10.0,,7.0,,,,3.0,,,,10.0,,12.0,33.0,45.0,1,1.0,56.0,,1.0,,1.0
2018-19,7827994,13,13,Leicester_City,Away,30502,40725,Danny Simpson,danny-simpson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827994,13,13,Leicester_City,Away,32690,54513,Vicente Iborra,vicente-iborra,M,False,,,1.0,8.0,6.0,14.0,1.0,2.0,3.0,,,,2.0,,,1.0,4.0,2.0,,1.0,,,,,,1.0,,,32.0,,,,,,,6.0,,5.9,,,,1.0,,,,2.0,,12.0,7.0,19.0,0,,24.0,,,,
2018-19,7827994,13,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,False,1.0,,3.0,11.0,5.0,15.0,,3.0,9.0,,,,1.0,,,1.0,5.0,5.0,,,,,,,,2.0,1.0,,90.0,,,,,,,23.0,,6.6,,,,2.0,4.0,4.0,,7.0,,27.0,6.0,29.0,0,,51.0,,1.0,1.0,
2018-19,7827994,13,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,2.0,21.0,13.0,34.0,,,5.0,,,,1.0,,,1.0,4.0,2.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,8.0,,6.5,,,,1.0,1.0,,,3.0,,24.0,13.0,37.0,0,,51.0,3.0,2.0,,
2018-19,7827994,13,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,True,,,,4.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,,,1.0,,,,1.0,,34.0,1.0,,,,,,2.0,,7.1,,,,1.0,,,,1.0,,6.0,1.0,7.0,1,,12.0,,1.0,,
2018-19,7827994,13,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827994,13,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,,12.0,12.0,24.0,,1.0,3.0,,,,1.0,,,2.0,8.0,7.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,27.0,,6.1,,,,1.0,5.0,3.0,,4.0,,24.0,15.0,36.0,0,4.0,84.0,,1.0,1.0,1.0
2018-19,7827994,13,13,Leicester_City,Away,355152,172632,Demarai Gray,demarai-gray,M,False,,,,9.0,1.0,10.0,,,1.0,,,,,,,,,3.0,,,,,,,,1.0,,,56.0,,,,,,,4.0,,6.8,,,,,1.0,1.0,,,,11.0,1.0,11.0,0,2.0,21.0,1.0,,1.0,2.0
2018-19,7827994,13,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,,,,9.0,6.0,15.0,,,1.0,,,,1.0,,,,2.0,1.0,,,2.0,,,,,,,,28.0,,,,,,,3.0,,4.7,,,,,1.0,,,,,12.0,6.0,18.0,0,,20.0,,,1.0,
2018-19,7827994,13,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,7.0,2.0,9.0,1.0,2.0,,,,,,,,1.0,2.0,3.0,,,,,,,,,,,20.0,1.0,,,,,1.0,3.0,,7.2,,,1.0,,,,,,,8.0,2.0,10.0,2,,16.0,1.0,1.0,,
2018-19,7827994,13,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827994,13,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,True,,,1.0,15.0,7.0,22.0,1.0,4.0,5.0,,,1.0,,,,1.0,4.0,9.0,,,1.0,,,,,3.0,,,58.0,,,,,,,14.0,,7.0,,,1.0,1.0,1.0,,,3.0,,23.0,8.0,31.0,2,5.0,49.0,2.0,,,3.0
2018-19,7827994,13,13,Leicester_City,Away,802695,172850,Ben Chilwell,ben-chilwell,D,False,2.0,,,13.0,10.0,21.0,2.0,2.0,7.0,,,,2.0,,,1.0,5.0,7.0,,,,,,,,1.0,1.0,,90.0,,,,,,,18.0,,6.5,,,,3.0,1.0,4.0,,3.0,,24.0,13.0,33.0,0,2.0,66.0,2.0,2.0,1.0,2.0
2018-19,7828019,14,13,Leicester_City,Home,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,10.0,4.0,10.0,14.0,,2.0,8.0,,,,,,,,,3.0,,,,,,,,,,,90.0,,,,,,,13.0,3.0,7.1,,,,4.0,,,,23.0,,17.0,10.0,27.0,0,,37.0,,1.0,,
2018-19,7828019,14,13,Leicester_City,Home,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828019,14,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828019,14,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,1.0,1.0,6.0,7.0,2.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,3.0,,,90.0,,,,,,,3.0,,7.2,,,,7.0,,,,2.0,,3.0,7.0,10.0,0,1.0,24.0,,,,1.0
2018-19,7828019,14,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,2.0,5.0,15.0,20.0,,5.0,5.0,,,,,,,,1.0,7.0,,,1.0,,,,,1.0,,,84.0,,1.0,,,,,5.0,,7.3,,,,9.0,,,,5.0,,9.0,16.0,25.0,0,2.0,41.0,,,,1.0
2018-19,7828019,14,13,Leicester_City,Home,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,1.0,,6.5,,,,,,,,,,2.0,1.0,3.0,0,,3.0,,,,
2018-19,7828019,14,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,False,,,5.0,12.0,10.0,22.0,,1.0,9.0,,,,2.0,,,1.0,4.0,7.0,,,1.0,1.0,,,,3.0,1.0,,90.0,,,,,,,21.0,,7.2,,,,1.0,1.0,1.0,,13.0,,26.0,14.0,39.0,0,5.0,53.0,1.0,1.0,,5.0
2018-19,7828019,14,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,2.0,22.0,12.0,34.0,,,5.0,,,,,,,,,5.0,,,,,,,,1.0,,,90.0,,,,,,,5.0,,7.1,,,,1.0,3.0,,,3.0,,25.0,14.0,39.0,0,1.0,50.0,,1.0,3.0,
2018-19,7828019,14,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,5.0,1.0,6.0,4.0,3.0,1.0,,,,,,,2.0,7.0,7.0,,,,,1.0,,,,,,72.0,1.0,,,,,1.0,9.0,,7.3,,,,1.0,3.0,2.0,,,1.0,8.0,1.0,7.0,1,1.0,22.0,3.0,1.0,2.0,
2018-19,7828019,14,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828019,14,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,1.0,,,10.0,7.0,16.0,2.0,6.0,1.0,1.0,,,,,,1.0,3.0,10.0,,,,,,,,3.0,1.0,,90.0,,1.0,,,,,10.0,,8.2,,,1.0,15.0,,3.0,,2.0,,18.0,8.0,23.0,1,4.0,57.0,,,,2.0
2018-19,7828019,14,13,Leicester_City,Home,355152,172632,Demarai Gray,demarai-gray,M,False,,,,4.0,4.0,8.0,1.0,,2.0,,1.0,1.0,,,,,2.0,5.0,,,,,,,1.0,1.0,,,69.0,,,,,,,8.0,,6.8,,,1.0,1.0,3.0,1.0,,1.0,,8.0,5.0,12.0,2,3.0,28.0,1.0,,2.0,1.0
