matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987792,21,2019-01-02 19:45:00,57,Watford,Away,142.0,20.0,,1.0,1.0,5.0,,125.0,3.0,,2.0,16.0,7.0,30.0,266.0,,,16.0,26.0,34.0,6.0,1.0,1.0,,,,,,,,,9.0,,,,1.0,12.0,18.0,7.0,6.0,5.0,35.0,71.0,,,1.0,1.0,11.0,2.0,10.0,,,2.0,1.0,3.0,,10.0,5.0,66.0,61.0,1.0,23.0,13.0,,1.0,55.0,15.0,8.0,2.0,,3.0,,,170.0,2.0,,1.0,2.0,,1.0,7.0,3.0,1.0,,13.0,,11.0,11.0,1.0,2.0,88.0,85.0,37.0,4.0,1.0,5.0,4.0,3.0,353.0,5.0,2.0,,36.0,48.0,26.0,,,,,,147.0,147.0,3.0,27.0,30.0,43.0,,2.0,,,11.0,0.0,86.0,5.0,4.0,9.0,,,1.0,6.0,,3.0,69.0,250.0,10.0,9.0,162.0,38.0,23.0,7.0,2.0,6.0,4.0,1.0,123.0,20.0,223.0,1.0,,42.0,8.0,77.0,2.0,379.0,,0.0,11.0,17.0,1.0,19.0,4.0,550.0,18.0,7.0,2.0,2.0,11.0,0.0
987806,22,2019-01-12 15:00:00,57,Watford,Away,110.0,13.0,2.0,3.0,1.0,3.0,,153.0,4.0,1.0,2.0,6.0,5.0,24.0,260.0,,,17.0,23.0,25.0,7.0,1.0,2.0,1.0,,,2.0,1.0,,1.0,,8.0,,,2.0,3.0,6.0,10.0,6.0,9.0,7.0,40.0,52.0,,2.0,,3.0,17.0,5.0,11.0,,,7.0,4.0,3.0,1.0,21.0,3.0,76.0,64.0,3.0,38.0,18.0,,1.0,43.0,11.0,11.0,,,5.0,2.0,2.0,130.0,1.0,1.0,1.0,,1.0,,11.0,,1.0,,18.0,2.0,15.0,15.0,1.0,2.0,82.0,57.0,37.0,7.0,,6.0,3.0,2.0,309.0,3.0,2.0,1.0,52.0,35.0,29.0,,,,,,146.0,146.0,8.0,21.0,17.0,44.7,2.0,,3.0,,17.0,0.0,82.0,2.0,4.0,6.0,,,2.0,9.0,,3.0,82.0,245.0,9.0,9.0,138.0,24.0,38.0,23.0,7.0,16.0,9.0,2.0,116.0,9.0,212.0,1.0,1.0,19.0,6.0,49.0,2.0,334.0,1.0,0.0,16.0,15.0,1.0,21.0,4.0,577.0,19.0,20.0,13.0,7.0,7.0,0.0
987820,23,2019-01-19 15:00:00,57,Watford,Home,171.0,18.0,,4.0,4.0,3.0,,142.0,5.0,,5.0,12.0,5.0,30.0,309.0,,1.0,16.0,41.0,39.0,8.0,,,,,,,,,,1.0,9.0,,,,,8.0,9.0,3.0,6.0,3.0,59.0,54.0,2.0,2.0,,2.0,6.0,2.0,5.0,,,1.0,9.0,3.0,,9.0,1.0,69.0,65.0,2.0,35.0,17.0,,1.0,55.0,14.0,9.0,,,,1.0,,154.0,,,,,,,14.0,,2.0,1.0,17.0,,10.0,10.0,,5.0,92.0,94.0,38.0,7.0,,2.0,6.0,4.0,379.0,2.0,2.0,,36.0,60.0,25.0,,,,,,153.0,153.0,2.0,17.0,24.0,54.8,,,,1.0,6.0,0.0,107.0,2.0,1.0,3.0,,,,3.0,1.0,2.0,70.0,297.0,1.0,8.0,196.0,29.0,35.0,6.0,1.0,14.0,13.0,,107.0,7.0,230.0,2.0,,44.0,6.0,83.0,2.0,412.0,,0.0,9.0,17.0,2.0,18.0,1.0,605.0,14.0,22.0,3.0,1.0,14.0,0.0
987831,24,2019-01-30 20:00:00,57,Watford,Away,92.0,12.0,,,,4.0,,91.0,1.0,1.0,2.0,11.0,4.0,26.0,183.0,,,7.0,17.0,19.0,6.0,,,,,,,,,,,6.0,,,,1.0,7.0,10.0,7.0,6.0,3.0,43.0,78.0,,,,8.0,20.0,3.0,15.0,,,5.0,10.0,,1.0,10.0,3.0,57.0,46.0,8.0,36.0,13.0,,,44.0,9.0,6.0,,,1.0,1.0,,126.0,,,,,,,5.0,,1.0,,13.0,,9.0,9.0,3.0,2.0,50.0,60.0,17.0,9.0,,4.0,2.0,1.0,245.0,8.0,5.0,,30.0,32.0,21.0,,,,,,147.0,147.0,4.0,33.0,21.0,31.5,,3.0,,1.0,20.0,0.0,55.0,,1.0,4.0,,,,5.0,,2.0,53.0,170.0,10.0,6.0,127.0,25.0,36.0,10.0,3.0,14.0,11.0,,86.0,5.0,161.0,1.0,1.0,41.0,4.0,76.0,5.0,274.0,,0.0,9.0,18.0,1.0,12.0,4.0,478.0,16.0,11.0,4.0,5.0,12.0,0.0
987832,25,2019-02-02 15:00:00,57,Watford,Away,136.0,12.0,,2.0,2.0,5.0,,135.0,4.0,,1.0,9.0,4.0,19.0,269.0,,,19.0,26.0,24.0,4.0,,,,,,,,,,,5.0,,,,,5.0,13.0,8.0,4.0,1.0,63.0,55.0,,,,2.0,12.0,,19.0,,,,8.0,3.0,,15.0,3.0,75.0,68.0,2.0,32.0,14.0,,,42.0,10.0,15.0,,,,1.0,,165.0,,,,,,,18.0,,1.0,1.0,14.0,,17.0,17.0,2.0,1.0,73.0,87.0,36.0,7.0,,4.0,,,345.0,4.0,2.0,,42.0,49.0,27.0,,,,,,167.0,167.0,5.0,28.0,17.0,44.9,,,,,12.0,0.0,82.0,4.0,,4.0,,,,5.0,,2.0,59.0,251.0,6.0,4.0,161.0,27.0,32.0,10.0,,12.0,12.0,,96.0,13.0,234.0,1.0,,40.0,5.0,78.0,,383.0,,0.0,5.0,27.0,,24.0,0.0,600.0,13.0,15.0,4.0,,11.0,0.0
987850,26,2019-02-09 15:00:00,57,Watford,Home,86.0,11.0,1.0,2.0,1.0,5.0,,136.0,2.0,1.0,1.0,15.0,2.0,26.0,220.0,,,12.0,45.0,21.0,3.0,1.0,,,,,,,,,,4.0,,,,1.0,10.0,8.0,1.0,5.0,2.0,49.0,59.0,2.0,1.0,1.0,,23.0,2.0,15.0,,,8.0,7.0,5.0,,13.0,2.0,100.0,54.0,,28.0,16.0,,,62.0,21.0,9.0,,,2.0,1.0,,144.0,1.0,,1.0,,1.0,,9.0,,,,16.0,,12.0,12.0,,1.0,55.0,71.0,27.0,2.0,,3.0,2.0,2.0,297.0,1.0,1.0,,46.0,46.0,30.0,,,,,,173.0,173.0,3.0,26.0,22.0,44.0,,,,,23.0,0.0,79.0,4.0,,4.0,,,,3.0,,3.0,78.0,206.0,10.0,5.0,107.0,35.0,28.0,11.0,6.0,19.0,13.0,,132.0,8.0,239.0,,1.0,45.0,2.0,79.0,,327.0,,0.0,7.0,22.0,,25.0,2.0,522.0,24.0,13.0,2.0,8.0,14.0,0.0
987855,27,2019-02-22 19:45:00,57,Watford,Away,263.0,9.0,,2.0,2.0,2.0,,213.0,4.0,,6.0,7.0,12.0,26.0,474.0,,2.0,11.0,28.0,21.0,4.0,1.0,2.0,,1.0,1.0,2.0,,,1.0,,9.0,,,1.0,1.0,7.0,7.0,8.0,7.0,5.0,99.0,74.0,4.0,,4.0,1.0,24.0,1.0,11.0,1.0,,3.0,6.0,,,15.0,,72.0,53.0,1.0,35.0,17.0,,1.0,47.0,11.0,10.0,5.0,,4.0,1.0,2.0,213.0,5.0,,3.0,5.0,,2.0,6.0,5.0,,,17.0,1.0,9.0,9.0,1.0,6.0,138.0,93.0,60.0,3.0,,3.0,7.0,7.0,560.0,4.0,1.0,,41.0,60.0,26.0,,,,,,163.0,163.0,2.0,28.0,35.0,64.6,1.0,,,,24.0,0.0,129.0,3.0,2.0,4.0,,,2.0,4.0,,3.0,71.0,462.0,8.0,10.0,290.0,19.0,35.0,16.0,2.0,9.0,7.0,3.0,112.0,10.0,298.0,,,21.0,13.0,50.0,1.0,579.0,,0.0,12.0,14.0,3.0,14.0,2.0,781.0,24.0,23.0,8.0,3.0,8.0,0.0
987868,28,2019-02-27 20:00:00,57,Watford,Away,182.0,17.0,,,,1.0,,118.0,2.0,,7.0,5.0,7.0,18.0,300.0,,,9.0,10.0,8.0,4.0,,,,,,,,,,,3.0,,,,2.0,5.0,11.0,8.0,4.0,1.0,74.0,62.0,1.0,1.0,,1.0,16.0,1.0,17.0,,,4.0,2.0,5.0,,9.0,1.0,50.0,50.0,1.0,37.0,17.0,,,46.0,7.0,5.0,,,2.0,1.0,,136.0,,,,,,,8.0,,,,17.0,,11.0,11.0,3.0,7.0,79.0,65.0,32.0,7.0,,1.0,3.0,3.0,368.0,5.0,3.0,,38.0,38.0,21.0,,,,,,139.0,139.0,2.0,25.0,22.0,38.4,,,,1.0,16.0,0.0,103.0,2.0,3.0,5.0,,,,1.0,,3.0,60.0,288.0,8.0,4.0,208.0,38.0,37.0,17.0,1.0,9.0,8.0,,92.0,3.0,193.0,,,26.0,8.0,56.0,2.0,392.0,,0.0,5.0,27.0,,13.0,2.0,602.0,12.0,13.0,10.0,4.0,11.0,0.0
987879,29,2019-03-03 12:00:00,57,Watford,Home,157.0,10.0,,1.0,1.0,,1.0,133.0,1.0,,1.0,3.0,11.0,16.0,289.0,,,12.0,21.0,19.0,2.0,,,,,,,,,,,3.0,,,,3.0,6.0,5.0,9.0,5.0,1.0,54.0,55.0,2.0,1.0,2.0,2.0,19.0,1.0,9.0,,,1.0,6.0,2.0,,7.0,,58.0,49.0,2.0,34.0,15.0,,,44.0,15.0,12.0,1.0,,3.0,3.0,,129.0,2.0,1.0,2.0,1.0,1.0,,5.0,1.0,,,15.0,,13.0,13.0,2.0,1.0,84.0,56.0,31.0,5.0,,,4.0,5.0,354.0,6.0,4.0,,51.0,42.0,17.0,,,,,,130.0,130.0,3.0,21.0,26.0,39.0,,,,,19.0,0.0,104.0,,1.0,1.0,,,,,1.0,2.0,51.0,280.0,9.0,4.0,180.0,24.0,34.0,11.0,1.0,12.0,11.0,,90.0,4.0,203.0,,,17.0,11.0,41.0,4.0,371.0,1.0,0.0,6.0,15.0,1.0,16.0,5.0,556.0,20.0,12.0,5.0,1.0,9.0,0.0
987889,30,2019-03-09 17:30:00,57,Watford,Away,123.0,24.0,,1.0,1.0,,,88.0,4.0,1.0,3.0,6.0,,27.0,210.0,,,8.0,17.0,12.0,,,,,,,1.0,,,,,,,,,1.0,4.0,14.0,5.0,1.0,1.0,61.0,46.0,1.0,,1.0,,8.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,,4.0,,40.0,49.0,,36.0,13.0,,,33.0,7.0,11.0,,,2.0,1.0,1.0,120.0,1.0,,1.0,,1.0,,13.0,,,,13.0,,5.0,5.0,1.0,3.0,54.0,77.0,35.0,9.0,,,1.0,1.0,264.0,4.0,1.0,,35.0,36.0,12.0,,,,,,116.0,116.0,,25.0,8.0,28.9,,,,1.0,8.0,0.0,63.0,5.0,1.0,5.0,,,,,,3.0,21.0,195.0,1.0,1.0,147.0,38.0,36.0,12.0,1.0,5.0,4.0,,51.0,4.0,156.0,,1.0,23.0,1.0,69.0,1.0,298.0,1.0,0.0,2.0,18.0,,11.0,1.0,440.0,6.0,12.0,9.0,1.0,11.0,0.0
987899,31,2019-04-23 19:45:00,57,Watford,Home,236.0,18.0,1.0,4.0,3.0,1.0,,243.0,4.0,,,10.0,4.0,29.0,475.0,,,24.0,17.0,15.0,9.0,,,,,,,,,,,15.0,,,,,7.0,7.0,1.0,11.0,4.0,64.0,69.0,1.0,2.0,,1.0,11.0,8.0,9.0,,,3.0,5.0,3.0,,12.0,3.0,56.0,54.0,1.0,12.0,7.0,1.0,,63.0,10.0,13.0,1.0,,1.0,2.0,,218.0,1.0,,,1.0,,,7.0,1.0,,,7.0,,11.0,11.0,,,159.0,89.0,48.0,4.0,,2.0,8.0,4.0,571.0,1.0,1.0,,76.0,59.0,31.0,,,,,,183.0,183.0,2.0,45.0,19.0,62.2,,,1.0,,11.0,0.0,158.0,2.0,1.0,3.0,,1.0,,3.0,,2.0,123.0,454.0,5.0,10.0,265.0,35.0,12.0,21.0,2.0,12.0,10.0,,182.0,8.0,346.0,,,35.0,6.0,68.0,4.0,599.0,,0.0,15.0,14.0,1.0,28.0,5.0,800.0,33.0,21.0,12.0,3.0,8.0,0.0
987910,32,2019-03-30 15:00:00,57,Watford,Away,115.0,17.0,1.0,1.0,,2.0,,209.0,2.0,1.0,,10.0,5.0,27.0,323.0,1.0,,12.0,15.0,24.0,13.0,,,,,,,,,,,18.0,,,,1.0,5.0,5.0,3.0,11.0,9.0,54.0,60.0,1.0,,1.0,3.0,15.0,6.0,9.0,,,5.0,9.0,3.0,,5.0,2.0,49.0,57.0,3.0,15.0,4.0,1.0,1.0,54.0,9.0,12.0,,,5.0,3.0,,147.0,1.0,,1.0,1.0,,,3.0,1.0,,,4.0,,12.0,12.0,5.0,,93.0,59.0,38.0,3.0,1.0,2.0,12.0,8.0,374.0,2.0,3.0,,63.0,52.0,39.0,,,,,,133.0,133.0,7.0,19.0,30.0,48.5,,,,,15.0,0.0,105.0,3.0,,3.0,,,,6.0,,3.0,127.0,307.0,10.0,14.0,125.0,34.0,15.0,20.0,4.0,19.0,15.0,,177.0,7.0,293.0,,2.0,20.0,6.0,50.0,3.0,399.0,2.0,0.0,20.0,13.0,,14.0,2.0,592.0,46.0,15.0,9.0,5.0,11.0,0.0
987920,33,2019-04-02 19:45:00,57,Watford,Home,161.0,14.0,,2.0,2.0,5.0,,217.0,2.0,,6.0,7.0,8.0,21.0,376.0,,,12.0,21.0,14.0,9.0,,,,,,,,,,,13.0,,,,,8.0,15.0,2.0,12.0,3.0,60.0,66.0,2.0,,2.0,2.0,17.0,7.0,14.0,,,6.0,10.0,2.0,1.0,7.0,2.0,65.0,51.0,2.0,15.0,7.0,1.0,,53.0,12.0,4.0,1.0,,1.0,1.0,,159.0,3.0,,2.0,3.0,,,4.0,3.0,1.0,,7.0,,9.0,9.0,2.0,6.0,116.0,52.0,34.0,4.0,2.0,1.0,11.0,7.0,449.0,7.0,,,41.0,70.0,29.0,,,,,,141.0,141.0,8.0,26.0,22.0,46.6,,,,,17.0,0.0,127.0,5.0,1.0,6.0,,,,1.0,,3.0,112.0,365.0,6.0,12.0,188.0,26.0,15.0,22.0,5.0,18.0,13.0,,155.0,10.0,292.0,1.0,,20.0,9.0,44.0,2.0,462.0,,0.0,15.0,22.0,,14.0,3.0,652.0,24.0,17.0,11.0,6.0,14.0,0.0
987931,34,2019-04-15 20:00:00,57,Watford,Home,102.0,18.0,,1.0,1.0,1.0,,132.0,2.0,,4.0,3.0,2.0,19.0,233.0,,,14.0,14.0,14.0,6.0,,,,,1.0,1.0,,,,1.0,6.0,,1.0,,2.0,9.0,13.0,6.0,6.0,5.0,37.0,57.0,2.0,2.0,,,18.0,5.0,3.0,,1.0,6.0,6.0,4.0,,8.0,1.0,41.0,42.0,,15.0,5.0,1.0,,51.0,12.0,8.0,,,1.0,3.0,1.0,123.0,,,,,,,10.0,,1.0,,5.0,1.0,13.0,13.0,2.0,5.0,84.0,59.0,24.0,4.0,,3.0,3.0,3.0,304.0,8.0,1.0,,40.0,54.0,27.0,,,,,,142.0,142.0,3.0,27.0,16.0,34.1,1.0,,,,18.0,0.0,83.0,2.0,2.0,4.0,,,,3.0,,2.0,64.0,224.0,10.0,7.0,118.0,38.0,15.0,11.0,5.0,18.0,13.0,,110.0,8.0,227.0,1.0,,20.0,3.0,57.0,2.0,327.0,1.0,1.0,11.0,13.0,1.0,17.0,2.0,513.0,25.0,12.0,7.0,6.0,6.0,0.0
987937,35,2019-04-20 15:00:00,57,Watford,Away,221.0,19.0,,1.0,1.0,1.0,,161.0,5.0,,1.0,8.0,9.0,31.0,381.0,,,16.0,12.0,10.0,5.0,,,1.0,,,1.0,,,,,10.0,,,,,6.0,7.0,6.0,8.0,3.0,84.0,64.0,,,1.0,,23.0,1.0,7.0,,,2.0,5.0,1.0,,11.0,1.0,43.0,45.0,,14.0,8.0,,1.0,42.0,9.0,14.0,2.0,,3.0,2.0,1.0,156.0,,,,,,,7.0,2.0,,,8.0,,7.0,7.0,2.0,1.0,108.0,77.0,52.0,2.0,,1.0,4.0,6.0,436.0,5.0,3.0,,37.0,59.0,19.0,,,,,,126.0,126.0,2.0,31.0,24.0,54.3,,,,,23.0,0.0,111.0,1.0,1.0,2.0,,,,4.0,,3.0,64.0,365.0,9.0,5.0,248.0,35.0,14.0,9.0,2.0,10.0,8.0,,90.0,2.0,221.0,,,25.0,10.0,59.0,2.0,459.0,1.0,0.0,11.0,16.0,,19.0,2.0,629.0,30.0,16.0,5.0,2.0,11.0,0.0
987951,36,2019-04-27 15:00:00,57,Watford,Home,222.0,14.0,3.0,7.0,4.0,2.0,,195.0,1.0,3.0,4.0,6.0,3.0,24.0,410.0,,,18.0,19.0,17.0,8.0,,,,,,,,,,,7.0,,,,,6.0,8.0,3.0,5.0,5.0,73.0,56.0,1.0,1.0,1.0,1.0,21.0,4.0,12.0,1.0,,4.0,11.0,8.0,,17.0,,63.0,55.0,1.0,34.0,17.0,1.0,,44.0,10.0,10.0,1.0,,2.0,3.0,,163.0,,,,,,,4.0,1.0,,,17.0,,12.0,12.0,,4.0,117.0,75.0,51.0,5.0,,5.0,3.0,1.0,475.0,5.0,1.0,,39.0,78.0,27.0,,,,,,143.0,143.0,6.0,23.0,22.0,56.5,,,,1.0,21.0,0.0,142.0,1.0,1.0,1.0,,1.0,,5.0,,2.0,81.0,396.0,8.0,8.0,241.0,28.0,34.0,17.0,3.0,25.0,22.0,,120.0,7.0,279.0,,3.0,19.0,5.0,45.0,3.0,495.0,,0.0,10.0,17.0,1.0,21.0,3.0,716.0,23.0,11.0,12.0,4.0,12.0,0.0
987955,37,2019-05-05 14:00:00,57,Watford,Away,130.0,13.0,,4.0,4.0,6.0,,160.0,4.0,,3.0,8.0,2.0,22.0,286.0,,,15.0,18.0,17.0,11.0,,,,,,,,,,,10.0,,1.0,,2.0,6.0,16.0,3.0,11.0,5.0,57.0,63.0,1.0,2.0,,,20.0,3.0,15.0,,,6.0,6.0,3.0,,16.0,3.0,66.0,47.0,,15.0,5.0,,,43.0,12.0,6.0,,,2.0,2.0,,161.0,,,,,,,12.0,,,,5.0,3.0,8.0,8.0,1.0,3.0,71.0,67.0,32.0,6.0,,7.0,4.0,3.0,358.0,4.0,1.0,,45.0,49.0,32.0,,,,,,148.0,148.0,5.0,27.0,23.0,41.6,1.0,,,,20.0,0.0,93.0,6.0,,6.0,,1.0,,10.0,1.0,3.0,95.0,272.0,9.0,11.0,151.0,29.0,15.0,17.0,4.0,15.0,11.0,,138.0,13.0,246.0,,,26.0,2.0,60.0,3.0,382.0,,0.0,16.0,14.0,,17.0,1.0,570.0,33.0,13.0,11.0,6.0,9.0,0.0
987971,38,2019-05-12 15:00:00,57,Watford,Home,141.0,17.0,4.0,6.0,2.0,5.0,,203.0,6.0,,6.0,7.0,2.0,30.0,338.0,,,11.0,11.0,12.0,8.0,3.0,,,,,,,,,,12.0,,,,,6.0,8.0,8.0,14.0,3.0,60.0,60.0,1.0,1.0,1.0,,7.0,7.0,23.0,,,7.0,10.0,5.0,,12.0,3.0,59.0,44.0,,12.0,4.0,,,49.0,10.0,10.0,1.0,,1.0,1.0,,155.0,,,,,,,8.0,1.0,1.0,,4.0,,4.0,4.0,1.0,6.0,99.0,71.0,50.0,2.0,,2.0,9.0,8.0,393.0,2.0,2.0,,59.0,65.0,37.0,1.0,1.0,1.0,,,136.0,136.0,4.0,21.0,25.0,48.3,,,,,7.0,0.0,105.0,3.0,2.0,5.0,,,,2.0,1.0,3.0,87.0,317.0,2.0,11.0,155.0,29.0,12.0,8.0,6.0,22.0,16.0,,130.0,14.0,286.0,1.0,,17.0,3.0,56.0,4.0,419.0,,1.0,17.0,17.0,1.0,16.0,1.0,586.0,40.0,13.0,5.0,7.0,8.0,0.0
