matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442207,21.0,2013-01-01 15:00:00,21,West Ham,Home,111.0,13.0,3.0,7.0,4.0,9.0,,171.0,3.0,,1.0,7.0,16.0,18.0,275.0,,,17.0,22.0,27.0,8.0,2.0,,,,,,1.0,,,,,1.0,9.0,1.0,,1.0,,,2.0,6.0,,,,67.0,65.0,3.0,4.0,1.0,2.0,7.0,9.0,,,11.0,16.0,8.0,1.0,10.0,1.0,59.0,50.0,2.0,29.0,19.0,,,63.0,17.0,6.0,,1.0,3.0,,1.0,164.0,,,,,,,7.0,,,1.0,,,,,3.0,28.0,1.0,17.0,14.0,1.0,1.0,58.0,102.0,42.0,3.0,1.0,4.0,6.0,5.0,,,,1.0,3.0,,49.0,88.0,17.0,,,,1.0,190.0,170.0,3.0,27.0,26.0,50.5,1.0,,,0.0,,,,95.0,,1.0,,,,4.0,1.0,3.0,103.0,,10.0,126.0,29.0,49.0,8.0,10.0,34.0,24.0,,158.0,18.0,292.0,,,37.0,17.0,56.0,1.0,384.0,,0.0,16.0,13.0,1.0,20.0,0.0,602.0,,8.0,4.0,11.0,9.0,0.0
442218,22.0,2013-01-12 15:00:00,21,West Ham,Away,126.0,7.0,2.0,7.0,5.0,2.0,1.0,193.0,2.0,,3.0,21.0,21.0,26.0,312.0,,,24.0,20.0,32.0,5.0,3.0,,,,,,,,,,,,5.0,,,,,2.0,12.0,6.0,,,,77.0,49.0,1.0,2.0,,4.0,3.0,10.0,,,5.0,10.0,7.0,,17.0,4.0,68.0,63.0,4.0,24.0,19.0,1.0,,77.0,14.0,10.0,,,4.0,4.0,,162.0,,,,,,,4.0,,,,1.0,,,,,31.0,,12.0,7.0,1.0,3.0,95.0,87.0,49.0,4.0,,4.0,4.0,3.0,,,,7.0,4.0,,52.0,89.0,22.0,,,,,188.0,171.0,2.0,18.0,24.0,52.0,,,,0.0,,,,80.0,4.0,,,,,5.0,,3.0,80.0,,8.0,142.0,16.0,41.0,10.0,5.0,26.0,21.0,,135.0,12.0,298.0,1.0,,43.0,24.0,47.0,2.0,414.0,,0.0,11.0,18.0,,30.0,3.0,630.0,,12.0,3.0,5.0,11.0,0.0
442227,23.0,2013-01-19 15:00:00,21,West Ham,Home,117.0,22.0,5.0,18.0,13.0,8.0,1.0,245.0,5.0,,3.0,14.0,6.0,43.0,344.0,,1.0,34.0,18.0,30.0,13.0,4.0,,,,,,,,,,,,15.0,,,,,1.0,3.0,6.0,,,,49.0,40.0,4.0,5.0,1.0,1.0,3.0,8.0,,1.0,12.0,34.0,10.0,,23.0,,63.0,60.0,1.0,5.0,3.0,,,92.0,7.0,11.0,,,6.0,3.0,,211.0,,,,,,,8.0,,,1.0,,,,,,9.0,,11.0,7.0,1.0,3.0,100.0,89.0,54.0,2.0,1.0,10.0,7.0,9.0,,,,4.0,2.0,,88.0,76.0,42.0,,,,,216.0,208.0,8.0,11.0,16.0,69.6,,,,0.0,,,,98.0,,1.0,,,,11.0,2.0,2.0,153.0,,17.0,125.0,48.0,13.0,13.0,10.0,57.0,47.0,,233.0,22.0,390.0,,,28.0,8.0,66.0,2.0,458.0,,0.0,23.0,13.0,2.0,39.0,1.0,696.0,,13.0,6.0,12.0,10.0,0.0
442238,24.0,2013-01-30 20:00:00,21,West Ham,Away,102.0,9.0,2.0,12.0,10.0,1.0,,198.0,3.0,,3.0,8.0,3.0,27.0,288.0,,,36.0,24.0,24.0,6.0,2.0,,,,,,,1.0,,,,,9.0,,,,,1.0,10.0,9.0,,,,54.0,61.0,,,,1.0,1.0,9.0,,1.0,8.0,17.0,14.0,,27.0,2.0,80.0,64.0,1.0,29.0,14.0,,,89.0,11.0,7.0,,,,1.0,,172.0,1.0,1.0,1.0,,1.0,,10.0,,,,1.0,,,,1.0,26.0,,7.0,5.0,1.0,3.0,79.0,91.0,45.0,2.0,1.0,7.0,2.0,4.0,,,,5.0,,1.0,84.0,74.0,29.0,,,,,192.0,173.0,5.0,24.0,27.0,56.0,,,,0.0,,,,72.0,2.0,1.0,,2.0,,7.0,,3.0,108.0,,9.0,118.0,28.0,48.0,20.0,8.0,40.0,32.0,,167.0,7.0,299.0,1.0,,22.0,3.0,49.0,2.0,377.0,,0.0,12.0,23.0,,40.0,0.0,644.0,,6.0,10.0,8.0,20.0,0.0
442247,25.0,2013-02-02 15:00:00,21,West Ham,Home,63.0,14.0,2.0,7.0,5.0,1.0,,150.0,4.0,,6.0,16.0,6.0,24.0,206.0,1.0,1.0,3.0,14.0,39.0,11.0,1.0,,,,,,,,,,,,14.0,,,,,,5.0,5.0,,,,48.0,72.0,1.0,1.0,,3.0,2.0,10.0,,,5.0,12.0,6.0,,15.0,3.0,52.0,72.0,3.0,38.0,17.0,,,84.0,7.0,10.0,1.0,,1.0,,,162.0,1.0,1.0,1.0,,1.0,,5.0,,,,2.0,,,,,30.0,,14.0,12.0,1.0,6.0,52.0,80.0,41.0,3.0,,6.0,7.0,7.0,,,,2.0,1.0,,57.0,50.0,28.0,,,,,178.0,154.0,3.0,27.0,33.0,35.9,,,,0.0,,,,40.0,1.0,2.0,,,,7.0,,3.0,71.0,,13.0,74.0,26.0,62.0,15.0,5.0,23.0,18.0,2.0,138.0,14.0,251.0,2.0,,38.0,7.0,46.0,2.0,302.0,1.0,0.0,16.0,14.0,1.0,6.0,1.0,523.0,,14.0,9.0,5.0,12.0,0.0
442249,26.0,2013-02-10 13:30:00,21,West Ham,Away,107.0,14.0,3.0,11.0,8.0,6.0,1.0,167.0,5.0,,1.0,18.0,9.0,24.0,263.0,,,28.0,21.0,18.0,7.0,2.0,,,,,,,,,,,,9.0,,,,,2.0,7.0,3.0,,,,53.0,54.0,,1.0,,3.0,5.0,5.0,,,10.0,17.0,7.0,,27.0,1.0,70.0,66.0,3.0,16.0,8.0,,1.0,78.0,13.0,16.0,,,3.0,2.0,,173.0,,,,,,,8.0,,,,1.0,,,,1.0,18.0,,14.0,11.0,1.0,1.0,74.0,89.0,52.0,4.0,,5.0,4.0,4.0,,,,2.0,2.0,,50.0,61.0,31.0,1.0,1.0,1.0,,200.0,183.0,2.0,23.0,27.0,51.8,,,,0.0,,,,66.0,,1.0,,1.0,,6.0,,3.0,78.0,,9.0,119.0,23.0,33.0,12.0,10.0,36.0,26.0,1.0,142.0,19.0,283.0,1.0,,42.0,9.0,44.0,3.0,366.0,,0.0,15.0,25.0,,28.0,2.0,601.0,,15.0,7.0,10.0,19.0,0.0
442268,27.0,2013-02-25 20:00:00,21,West Ham,Home,66.0,9.0,2.0,8.0,6.0,6.0,,135.0,4.0,,2.0,15.0,8.0,26.0,193.0,,2.0,17.0,15.0,19.0,9.0,2.0,,1.0,,,,,,,,,1.0,9.0,1.0,,,,1.0,13.0,14.0,,,,50.0,58.0,1.0,1.0,1.0,3.0,5.0,9.0,,,6.0,15.0,6.0,,8.0,9.0,53.0,57.0,3.0,23.0,13.0,,,82.0,12.0,7.0,1.0,,2.0,1.0,,152.0,1.0,,1.0,1.0,,,7.0,,,1.0,3.0,,,,,20.0,,13.0,8.0,,2.0,36.0,81.0,48.0,12.0,1.0,3.0,9.0,6.0,,,,5.0,2.0,,56.0,52.0,21.0,,,,1.0,163.0,148.0,4.0,15.0,30.0,38.3,,,,0.0,,,,44.0,7.0,3.0,,,1.0,3.0,,3.0,79.0,,12.0,77.0,23.0,38.0,15.0,6.0,28.0,22.0,1.0,137.0,17.0,233.0,3.0,,34.0,9.0,51.0,2.0,282.0,1.0,0.0,14.0,25.0,4.0,18.0,4.0,505.0,,14.0,6.0,6.0,18.0,0.0
442274,28.0,2013-03-02 15:00:00,21,West Ham,Away,82.0,10.0,,6.0,6.0,10.0,1.0,142.0,7.0,1.0,2.0,14.0,9.0,26.0,218.0,,2.0,17.0,18.0,29.0,8.0,,,1.0,,,,,,,,,,10.0,,,,,1.0,2.0,7.0,,,,46.0,55.0,2.0,1.0,1.0,2.0,5.0,3.0,,,2.0,10.0,5.0,,18.0,1.0,58.0,69.0,2.0,28.0,16.0,,,66.0,12.0,12.0,,,1.0,2.0,,149.0,1.0,,1.0,1.0,,,12.0,,,1.0,4.0,,,,,34.0,,10.0,7.0,1.0,2.0,54.0,84.0,34.0,4.0,1.0,3.0,6.0,3.0,,,,1.0,5.0,,64.0,59.0,19.0,,,,,193.0,160.0,5.0,18.0,21.0,47.9,,,,0.0,,,,56.0,1.0,1.0,,2.0,1.0,4.0,,3.0,77.0,,9.0,96.0,17.0,61.0,14.0,2.0,19.0,17.0,1.0,125.0,20.0,228.0,4.0,1.0,38.0,10.0,50.0,3.0,305.0,,0.0,12.0,21.0,3.0,24.0,2.0,553.0,,15.0,7.0,2.0,17.0,0.0
442288,29.0,2013-04-17 19:45:00,21,West Ham,Home,81.0,8.0,1.0,6.0,5.0,5.0,,138.0,5.0,3.0,2.0,8.0,8.0,19.0,213.0,,,23.0,24.0,15.0,6.0,1.0,,2.0,,,,,,,,,,11.0,,,,,,13.0,4.0,,,,46.0,58.0,1.0,,1.0,7.0,2.0,6.0,1.0,1.0,2.0,11.0,10.0,,9.0,2.0,59.0,42.0,7.0,14.0,7.0,,,63.0,9.0,7.0,1.0,,,,,135.0,2.0,,1.0,2.0,,1.0,9.0,,,2.0,1.0,,,,,14.0,,20.0,16.0,3.0,2.0,55.0,75.0,33.0,5.0,1.0,6.0,3.0,2.0,,,,7.0,2.0,,40.0,77.0,23.0,,,,,152.0,138.0,3.0,31.0,15.0,33.5,,,,0.0,,,,56.0,4.0,,,,2.0,8.0,,3.0,85.0,,9.0,95.0,20.0,28.0,16.0,2.0,23.0,21.0,4.0,124.0,15.0,220.0,1.0,3.0,30.0,8.0,50.0,2.0,292.0,,0.0,12.0,15.0,,27.0,1.0,498.0,,10.0,5.0,2.0,12.0,0.0
442290,30.0,2013-03-17 16:00:00,21,West Ham,Away,82.0,12.0,2.0,7.0,5.0,4.0,,136.0,6.0,,6.0,12.0,9.0,26.0,211.0,,,18.0,12.0,14.0,7.0,2.0,,1.0,,1.0,,1.0,,,,,,9.0,,,,,1.0,15.0,9.0,,,,42.0,56.0,,,,4.0,2.0,11.0,,,5.0,9.0,9.0,,10.0,4.0,49.0,44.0,4.0,30.0,12.0,,,60.0,14.0,5.0,,,1.0,,1.0,124.0,,,,,,,13.0,,,,1.0,,,,1.0,18.0,,10.0,8.0,1.0,6.0,62.0,71.0,38.0,5.0,,4.0,5.0,5.0,,,,4.0,2.0,,55.0,37.0,19.0,,,,,134.0,120.0,1.0,23.0,17.0,36.2,,,,0.0,,,,54.0,6.0,3.0,,1.0,1.0,6.0,,3.0,62.0,,9.0,98.0,21.0,44.0,11.0,5.0,23.0,18.0,3.0,107.0,9.0,207.0,1.0,,28.0,9.0,47.0,,282.0,,0.0,13.0,17.0,1.0,21.0,2.0,494.0,,8.0,8.0,5.0,15.0,0.0
442307,31.0,2013-03-30 15:00:00,21,West Ham,Home,87.0,13.0,2.0,10.0,8.0,7.0,1.0,139.0,4.0,,,10.0,4.0,16.0,216.0,,,13.0,10.0,13.0,6.0,2.0,,2.0,,,,1.0,,,,1.0,,9.0,,,,,2.0,7.0,12.0,,,,44.0,60.0,,1.0,,,3.0,8.0,,,5.0,17.0,5.0,,13.0,5.0,45.0,43.0,,36.0,16.0,,1.0,69.0,11.0,13.0,2.0,,3.0,1.0,1.0,122.0,3.0,2.0,3.0,1.0,2.0,1.0,12.0,,,1.0,1.0,,,,1.0,27.0,,22.0,17.0,1.0,,58.0,62.0,27.0,3.0,1.0,4.0,7.0,5.0,,,,5.0,1.0,,40.0,61.0,16.0,1.0,1.0,1.0,,164.0,136.0,4.0,29.0,21.0,39.5,,,2.0,0.0,,,,67.0,3.0,3.0,,1.0,2.0,6.0,,3.0,76.0,,11.0,97.0,21.0,64.0,8.0,5.0,28.0,23.0,4.0,127.0,13.0,222.0,1.0,,28.0,4.0,43.0,3.0,291.0,,0.0,14.0,13.0,,16.0,1.0,519.0,,11.0,4.0,5.0,10.0,0.0
442310,32.0,2013-04-07 13:30:00,21,West Ham,Away,85.0,15.0,1.0,6.0,5.0,5.0,,124.0,10.0,1.0,,6.0,4.0,18.0,203.0,,,19.0,9.0,13.0,9.0,1.0,,1.0,,,,,,,,,,10.0,,,,,,8.0,12.0,,,,42.0,71.0,,1.0,,5.0,4.0,11.0,1.0,1.0,2.0,7.0,6.0,,10.0,5.0,42.0,57.0,5.0,26.0,12.0,,,69.0,5.0,8.0,,,,,,161.0,,,,,,,13.0,,,,,,,,1.0,19.0,,8.0,7.0,2.0,,71.0,85.0,45.0,12.0,,6.0,4.0,1.0,,,,6.0,1.0,,72.0,45.0,20.0,,,,,180.0,159.0,2.0,40.0,18.0,35.0,,,,0.0,,,,41.0,5.0,3.0,,2.0,1.0,6.0,,3.0,84.0,,10.0,114.0,29.0,47.0,15.0,2.0,15.0,13.0,2.0,140.0,15.0,216.0,1.0,1.0,27.0,4.0,45.0,,315.0,,0.0,11.0,29.0,1.0,20.0,1.0,541.0,,15.0,7.0,2.0,25.0,0.0
442326,33.0,2013-04-13 15:00:00,21,West Ham,Away,79.0,7.0,1.0,4.0,3.0,3.0,,113.0,4.0,,3.0,12.0,7.0,18.0,188.0,1.0,,25.0,14.0,9.0,5.0,1.0,,,1.0,,,1.0,,,,,,6.0,,,,,1.0,7.0,12.0,,,,48.0,49.0,,,,3.0,3.0,11.0,,,4.0,5.0,6.0,,12.0,2.0,65.0,38.0,3.0,19.0,5.0,,,63.0,17.0,10.0,1.0,,2.0,,1.0,126.0,1.0,,1.0,1.0,,,10.0,,,,,,,,,17.0,,13.0,10.0,1.0,3.0,49.0,73.0,32.0,7.0,,1.0,6.0,3.0,,,,10.0,,,50.0,51.0,16.0,,,,,161.0,137.0,1.0,24.0,17.0,38.8,,,,0.0,,,,45.0,2.0,2.0,,3.0,,2.0,,3.0,59.0,,7.0,92.0,21.0,43.0,16.0,4.0,15.0,11.0,1.0,100.0,12.0,191.0,,,36.0,7.0,49.0,4.0,268.0,1.0,0.0,8.0,14.0,1.0,26.0,3.0,481.0,,12.0,5.0,4.0,8.0,0.0
442338,34.0,2013-04-20 15:00:00,21,West Ham,Home,92.0,14.0,1.0,7.0,6.0,1.0,1.0,123.0,7.0,,2.0,11.0,7.0,18.0,208.0,,,12.0,9.0,8.0,12.0,4.0,,1.0,,,1.0,1.0,,,1.0,,1.0,11.0,,,,,5.0,6.0,13.0,,,,47.0,47.0,,,,4.0,5.0,11.0,,,3.0,9.0,5.0,,9.0,1.0,53.0,36.0,4.0,20.0,10.0,,,46.0,14.0,10.0,,,2.0,1.0,1.0,124.0,2.0,,1.0,1.0,1.0,,13.0,,,1.0,,,,,,22.0,,17.0,14.0,3.0,2.0,51.0,66.0,34.0,6.0,2.0,7.0,11.0,8.0,,,,4.0,1.0,,44.0,40.0,15.0,,,,,138.0,113.0,2.0,25.0,13.0,36.6,,,,0.0,,,,46.0,6.0,2.0,,1.0,1.0,7.0,1.0,3.0,69.0,,18.0,105.0,21.0,45.0,14.0,3.0,18.0,15.0,1.0,100.0,4.0,181.0,,,32.0,7.0,41.0,4.0,268.0,,0.0,20.0,14.0,,15.0,3.0,483.0,,9.0,4.0,3.0,10.0,0.0
442343,34.0,2013-04-27 12:45:00,21,West Ham,Away,91.0,17.0,2.0,12.0,10.0,6.0,,165.0,9.0,,1.0,5.0,7.0,23.0,244.0,,,13.0,8.0,18.0,5.0,2.0,,,,,,,,,,,,5.0,,,,,2.0,10.0,7.0,,,,50.0,47.0,,,,4.0,4.0,11.0,,,4.0,15.0,12.0,,11.0,4.0,45.0,57.0,4.0,15.0,9.0,,,77.0,7.0,9.0,1.0,,2.0,2.0,,139.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,,18.0,,14.0,10.0,,1.0,67.0,63.0,40.0,9.0,,3.0,5.0,3.0,,,,3.0,4.0,,50.0,67.0,21.0,,,,,145.0,132.0,2.0,24.0,14.0,38.0,,,,0.0,,,,59.0,3.0,3.0,,3.0,,4.0,1.0,3.0,94.0,,8.0,104.0,30.0,28.0,13.0,4.0,33.0,29.0,1.0,141.0,11.0,244.0,,,16.0,8.0,41.0,2.0,315.0,,0.0,11.0,25.0,1.0,16.0,3.0,525.0,,9.0,5.0,4.0,22.0,0.0
442358,36.0,2013-05-04 15:00:00,21,West Ham,Home,68.0,13.0,3.0,9.0,6.0,4.0,,135.0,7.0,,3.0,18.0,6.0,24.0,194.0,,,14.0,9.0,21.0,5.0,3.0,,,,,,,,,,,,6.0,,,,,1.0,3.0,9.0,,,,50.0,34.0,1.0,1.0,,2.0,3.0,7.0,1.0,,7.0,11.0,2.0,,7.0,1.0,44.0,54.0,2.0,19.0,10.0,,1.0,76.0,13.0,12.0,,,4.0,1.0,,140.0,,,,,,,12.0,,,,1.0,,,,1.0,17.0,,8.0,8.0,1.0,3.0,42.0,76.0,44.0,3.0,,4.0,4.0,3.0,,,,5.0,1.0,,50.0,57.0,21.0,,,,,148.0,136.0,5.0,10.0,14.0,45.8,,,,0.0,,,,40.0,2.0,1.0,,1.0,,4.0,2.0,3.0,74.0,,8.0,76.0,20.0,31.0,14.0,7.0,21.0,14.0,,128.0,13.0,217.0,1.0,1.0,37.0,7.0,47.0,6.0,272.0,,0.0,10.0,16.0,1.0,18.0,1.0,452.0,,14.0,5.0,7.0,11.0,0.0
442361,37.0,2013-05-12 15:00:00,21,West Ham,Away,86.0,9.0,,2.0,2.0,,,111.0,5.0,,2.0,7.0,5.0,28.0,195.0,,,12.0,10.0,11.0,6.0,,,,,,,,,,,,,7.0,,,1.0,,,17.0,11.0,,,,29.0,52.0,,,,3.0,,7.0,,,1.0,8.0,4.0,,7.0,3.0,39.0,39.0,3.0,16.0,8.0,,,62.0,12.0,6.0,,,3.0,2.0,,115.0,,,,,,,14.0,,,,,,,,1.0,16.0,1.0,13.0,11.0,2.0,2.0,62.0,74.0,42.0,7.0,,4.0,2.0,2.0,,,,8.0,4.0,,66.0,31.0,20.0,,,,,133.0,118.0,,29.0,17.0,35.3,1.0,,,0.0,,,,58.0,4.0,1.0,,1.0,,5.0,,3.0,54.0,,6.0,94.0,21.0,31.0,8.0,1.0,15.0,14.0,1.0,102.0,8.0,185.0,,,20.0,5.0,50.0,,264.0,,0.0,7.0,18.0,1.0,15.0,2.0,430.0,,9.0,4.0,1.0,11.0,0.0
442377,38.0,2013-05-19 16:00:00,21,West Ham,Home,119.0,18.0,2.0,11.0,9.0,5.0,1.0,165.0,5.0,,1.0,9.0,14.0,24.0,273.0,,1.0,24.0,7.0,15.0,13.0,2.0,,,,,,,,,1.0,,2.0,18.0,,,,1.0,2.0,9.0,8.0,,,,75.0,52.0,6.0,3.0,3.0,3.0,2.0,1.0,,,6.0,8.0,9.0,,12.0,1.0,36.0,43.0,3.0,20.0,12.0,,,69.0,13.0,9.0,1.0,,1.0,1.0,,146.0,4.0,,3.0,4.0,,,12.0,,,4.0,,,,,,19.0,2.0,14.0,12.0,3.0,1.0,64.0,70.0,34.0,4.0,3.0,8.0,11.0,10.0,,,,2.0,1.0,,60.0,44.0,23.0,,,,,151.0,139.0,9.0,19.0,20.0,48.4,1.0,,,0.0,,,,67.0,2.0,2.0,,,,9.0,,3.0,81.0,,19.0,139.0,29.0,32.0,5.0,5.0,23.0,18.0,2.0,122.0,11.0,236.0,,,32.0,15.0,50.0,5.0,352.0,,0.0,21.0,17.0,1.0,31.0,2.0,565.0,,13.0,2.0,6.0,12.0,0.0
