matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855380,21,2017-01-14 15:00:00,25,Boro,Away,184.0,25.0,,6.0,6.0,2.0,,147.0,2.0,,3.0,13.0,9.0,45.0,325.0,,,19.0,28.0,27.0,3.0,,,,,,,,,,5.0,,,,,6.0,9.0,3.0,3.0,2.0,64.0,60.0,,,,4.0,20.0,,4.0,,,1.0,8.0,4.0,,3.0,4.0,54.0,61.0,4.0,42.0,22.0,,1.0,58.0,15.0,13.0,,,2.0,1.0,,163.0,,,,,,,7.0,,1.0,,22.0,,14.0,14.0,,3.0,98.0,93.0,47.0,3.0,,3.0,,1.0,405.0,1.0,2.0,63.0,62.0,13.0,,,,,145.0,145.0,2.0,26.0,25.0,54.0,,,,1.0,20.0,0.0,106.0,3.0,2.0,5.0,,,,4.0,,1.0,52.0,310.0,11.0,3.0,216.0,35.0,42.0,8.0,1.0,14.0,13.0,,94.0,8.0,229.0,2.0,,40.0,9.0,86.0,3.0,431.0,,0.0,5.0,18.0,,24.0,1.0,629.0,9.0,13.0,3.0,1.0,15.0,0.0
855388,22,2017-01-21 15:00:00,25,Boro,Home,205.0,13.0,1.0,6.0,5.0,2.0,,227.0,3.0,1.0,5.0,5.0,14.0,31.0,426.0,,,21.0,23.0,21.0,7.0,,1.0,,1.0,,,1.0,,,8.0,,,,1.0,4.0,9.0,4.0,7.0,4.0,84.0,67.0,1.0,,1.0,1.0,14.0,4.0,6.0,,,7.0,19.0,4.0,,10.0,2.0,54.0,64.0,1.0,16.0,8.0,,1.0,80.0,7.0,13.0,1.0,,3.0,1.0,1.0,183.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,8.0,1.0,10.0,10.0,1.0,5.0,142.0,61.0,40.0,5.0,,3.0,5.0,2.0,507.0,3.0,4.0,59.0,70.0,50.0,,,,,161.0,161.0,2.0,32.0,29.0,61.5,,,,,14.0,0.0,120.0,1.0,1.0,2.0,,,,5.0,,2.0,112.0,408.0,6.0,8.0,226.0,35.0,16.0,21.0,7.0,31.0,24.0,,175.0,3.0,334.0,1.0,1.0,21.0,18.0,67.0,2.0,529.0,,0.0,11.0,19.0,,23.0,2.0,722.0,26.0,7.0,13.0,7.0,12.0,0.0
855396,23,2017-01-31 19:45:00,25,Boro,Home,184.0,13.0,1.0,2.0,1.0,6.0,,202.0,2.0,1.0,2.0,15.0,9.0,37.0,384.0,,,24.0,16.0,20.0,4.0,1.0,1.0,,,,,,,,6.0,1.0,,,3.0,7.0,10.0,5.0,7.0,4.0,71.0,47.0,,,1.0,5.0,15.0,5.0,6.0,,1.0,4.0,12.0,5.0,,12.0,1.0,49.0,66.0,5.0,35.0,12.0,,,65.0,12.0,13.0,1.0,,5.0,1.0,,173.0,,,,,,,5.0,,,,12.0,,12.0,12.0,2.0,2.0,108.0,61.0,38.0,3.0,,2.0,3.0,3.0,459.0,5.0,1.0,48.0,54.0,37.0,,,,1.0,151.0,151.0,,23.0,21.0,61.7,,,1.0,2.0,15.0,0.0,130.0,2.0,2.0,4.0,,,,3.0,,2.0,93.0,370.0,2.0,5.0,222.0,24.0,35.0,14.0,4.0,22.0,18.0,,134.0,8.0,282.0,,1.0,39.0,10.0,74.0,,482.0,,0.0,11.0,22.0,1.0,26.0,2.0,687.0,18.0,15.0,11.0,4.0,20.0,0.0
855409,24,2017-02-04 17:30:00,25,Boro,Away,97.0,14.0,,2.0,2.0,3.0,,121.0,6.0,,2.0,16.0,8.0,35.0,216.0,,,15.0,19.0,22.0,6.0,,,,,,,,,,7.0,,,,1.0,4.0,11.0,6.0,5.0,3.0,48.0,59.0,1.0,1.0,,9.0,10.0,3.0,6.0,,,2.0,6.0,5.0,,10.0,3.0,55.0,68.0,9.0,47.0,20.0,,,52.0,11.0,7.0,,,2.0,1.0,,146.0,,,,,,,13.0,,1.0,,20.0,,11.0,11.0,,2.0,70.0,70.0,37.0,11.0,,4.0,2.0,,285.0,6.0,3.0,53.0,42.0,24.0,1.0,1.0,1.0,,147.0,147.0,4.0,34.0,15.0,34.8,,,,2.0,10.0,0.0,51.0,3.0,1.0,4.0,,,,5.0,,3.0,50.0,200.0,5.0,6.0,123.0,20.0,47.0,18.0,2.0,14.0,12.0,,89.0,14.0,206.0,1.0,,43.0,8.0,80.0,1.0,315.0,,0.0,8.0,31.0,1.0,17.0,1.0,530.0,11.0,10.0,8.0,2.0,25.0,0.0
855417,25,2017-02-11 15:00:00,25,Boro,Home,191.0,23.0,2.0,6.0,4.0,4.0,,159.0,2.0,1.0,4.0,12.0,12.0,36.0,344.0,,,19.0,23.0,25.0,6.0,2.0,3.0,,,,,,,,5.0,,,,1.0,10.0,5.0,2.0,6.0,3.0,68.0,73.0,,,,1.0,21.0,2.0,7.0,,,5.0,9.0,4.0,,20.0,2.0,67.0,74.0,1.0,18.0,7.0,,,69.0,14.0,9.0,,,1.0,1.0,,208.0,,,,,,,7.0,,1.0,,7.0,,11.0,11.0,1.0,4.0,96.0,100.0,53.0,2.0,,4.0,4.0,3.0,450.0,1.0,2.0,49.0,56.0,25.0,,,,,181.0,181.0,1.0,34.0,29.0,45.9,,,,,21.0,0.0,98.0,3.0,,3.0,,1.0,,4.0,2.0,3.0,64.0,335.0,10.0,8.0,221.0,38.0,18.0,19.0,5.0,19.0,14.0,,110.0,14.0,268.0,1.0,1.0,35.0,13.0,74.0,,470.0,1.0,0.0,9.0,26.0,2.0,22.0,2.0,675.0,18.0,13.0,15.0,5.0,24.0,0.0
855423,26,2017-02-25 15:00:00,25,Boro,Away,182.0,24.0,,4.0,4.0,6.0,,149.0,3.0,1.0,7.0,9.0,19.0,34.0,327.0,,1.0,17.0,22.0,21.0,8.0,,,,,,1.0,1.0,,,9.0,,,,1.0,7.0,11.0,4.0,4.0,7.0,59.0,62.0,1.0,1.0,,5.0,11.0,1.0,13.0,,,2.0,6.0,4.0,,9.0,,62.0,66.0,5.0,30.0,24.0,,,56.0,15.0,9.0,,,1.0,,1.0,168.0,,,,,,,11.0,,,,24.0,,12.0,12.0,1.0,7.0,114.0,80.0,41.0,4.0,,5.0,3.0,4.0,397.0,5.0,2.0,39.0,41.0,24.0,,,,,143.0,143.0,3.0,20.0,25.0,54.4,,,,,11.0,0.0,89.0,2.0,,2.0,,1.0,,6.0,,3.0,49.0,313.0,7.0,8.0,206.0,49.0,30.0,16.0,2.0,12.0,10.0,,94.0,15.0,236.0,,1.0,25.0,20.0,84.0,,430.0,,0.0,11.0,24.0,2.0,18.0,1.0,626.0,17.0,16.0,12.0,2.0,17.0,0.0
855435,27,2017-03-04 15:00:00,25,Boro,Away,126.0,24.0,1.0,2.0,2.0,8.0,,153.0,7.0,,5.0,7.0,10.0,29.0,277.0,,,23.0,21.0,18.0,6.0,2.0,1.0,,,,,,,,6.0,,,,1.0,8.0,11.0,2.0,4.0,4.0,46.0,71.0,,,,2.0,10.0,3.0,24.0,1.0,,1.0,5.0,6.0,,10.0,2.0,78.0,69.0,2.0,27.0,15.0,,,70.0,20.0,15.0,,,4.0,,,165.0,,,,,,,8.0,,,2.0,15.0,,12.0,12.0,3.0,5.0,77.0,69.0,36.0,6.0,,3.0,5.0,2.0,338.0,1.0,5.0,41.0,45.0,23.0,,,,,147.0,147.0,3.0,33.0,23.0,45.2,,,,,10.0,0.0,81.0,4.0,2.0,5.0,,1.0,,3.0,,3.0,64.0,254.0,7.0,8.0,154.0,41.0,27.0,19.0,1.0,11.0,11.0,,109.0,16.0,226.0,,,24.0,10.0,62.0,4.0,369.0,,0.0,8.0,23.0,,25.0,2.0,571.0,18.0,19.0,13.0,1.0,15.0,0.0
855450,28,2017-04-26 19:45:00,25,Boro,Home,125.0,22.0,,3.0,3.0,3.0,,160.0,2.0,,4.0,11.0,8.0,34.0,282.0,,1.0,18.0,39.0,28.0,2.0,,1.0,,1.0,,,1.0,,1.0,4.0,,,,,9.0,4.0,6.0,2.0,4.0,70.0,67.0,1.0,1.0,1.0,1.0,16.0,1.0,9.0,,,3.0,13.0,2.0,,12.0,2.0,77.0,55.0,1.0,32.0,20.0,,,55.0,15.0,10.0,,,2.0,1.0,1.0,167.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,1.0,20.0,,14.0,14.0,1.0,4.0,95.0,85.0,43.0,5.0,1.0,2.0,1.0,2.0,365.0,2.0,3.0,52.0,67.0,27.0,,,,,168.0,168.0,6.0,31.0,18.0,48.9,,,,,16.0,0.0,65.0,2.0,2.0,4.0,,,,3.0,,2.0,71.0,262.0,6.0,3.0,160.0,38.0,32.0,8.0,2.0,18.0,16.0,,114.0,12.0,255.0,1.0,,38.0,10.0,82.0,1.0,397.0,,0.0,6.0,13.0,2.0,23.0,3.0,577.0,8.0,14.0,5.0,3.0,8.0,0.0
855456,29,2017-03-19 12:00:00,25,Boro,Home,211.0,28.0,,9.0,9.0,1.0,,258.0,6.0,,2.0,3.0,15.0,38.0,460.0,,1.0,20.0,22.0,19.0,7.0,,,,,,,,,,9.0,,,,,5.0,9.0,5.0,9.0,1.0,86.0,59.0,,,1.0,,13.0,3.0,12.0,,,8.0,15.0,14.0,,12.0,1.0,57.0,57.0,,11.0,6.0,1.0,,74.0,9.0,8.0,,,1.0,2.0,,183.0,,,,,,,8.0,1.0,,,6.0,,11.0,11.0,4.0,2.0,149.0,86.0,59.0,3.0,,2.0,5.0,3.0,535.0,4.0,,88.0,78.0,49.0,,,,,148.0,148.0,6.0,22.0,29.0,63.9,,,,,13.0,0.0,137.0,3.0,,3.0,,1.0,,4.0,1.0,2.0,99.0,443.0,6.0,7.0,225.0,47.0,11.0,17.0,7.0,38.0,31.0,,156.0,3.0,368.0,,,14.0,16.0,66.0,,555.0,,0.0,10.0,16.0,2.0,22.0,1.0,727.0,27.0,7.0,14.0,8.0,12.0,0.0
855470,30,2017-04-02 13:30:00,25,Boro,Away,128.0,20.0,,3.0,3.0,6.0,,134.0,4.0,1.0,2.0,14.0,9.0,35.0,259.0,,1.0,13.0,23.0,23.0,7.0,,,,,,,,,,8.0,,,,,10.0,6.0,9.0,6.0,2.0,62.0,61.0,1.0,1.0,,7.0,9.0,3.0,10.0,,,3.0,8.0,3.0,,5.0,2.0,54.0,69.0,7.0,35.0,18.0,,,51.0,16.0,9.0,,1.0,,,,151.0,,,,,,,10.0,,4.0,2.0,18.0,,13.0,13.0,2.0,2.0,70.0,82.0,47.0,11.0,,3.0,4.0,1.0,329.0,6.0,1.0,41.0,33.0,21.0,,,,,135.0,135.0,1.0,31.0,16.0,44.3,,,,3.0,9.0,0.0,75.0,,3.0,3.0,,1.0,,4.0,,2.0,45.0,243.0,6.0,7.0,152.0,35.0,35.0,21.0,3.0,14.0,11.0,,85.0,15.0,220.0,4.0,2.0,30.0,10.0,73.0,,358.0,,0.0,8.0,19.0,2.0,14.0,3.0,552.0,13.0,15.0,19.0,3.0,13.0,0.0
855474,31,2017-04-05 19:45:00,25,Boro,Away,171.0,23.0,2.0,6.0,4.0,3.0,,161.0,6.0,1.0,5.0,11.0,3.0,45.0,326.0,,,17.0,19.0,35.0,9.0,,1.0,,,,,,,,11.0,,,,,7.0,15.0,2.0,7.0,5.0,65.0,52.0,2.0,,2.0,8.0,11.0,4.0,12.0,,,4.0,12.0,9.0,,6.0,1.0,48.0,74.0,8.0,16.0,8.0,,,73.0,12.0,12.0,1.0,,1.0,1.0,,158.0,2.0,,,1.0,1.0,,9.0,1.0,,1.0,8.0,1.0,17.0,17.0,3.0,5.0,107.0,89.0,47.0,8.0,1.0,4.0,7.0,4.0,404.0,5.0,1.0,50.0,52.0,29.0,,,,,154.0,154.0,3.0,17.0,26.0,52.2,,3.0,,,11.0,0.0,103.0,1.0,,1.0,,1.0,,4.0,,3.0,63.0,306.0,8.0,11.0,195.0,46.0,16.0,10.0,4.0,26.0,22.0,,117.0,14.0,264.0,,1.0,33.0,5.0,88.0,1.0,433.0,,0.0,12.0,17.0,,24.0,1.0,622.0,17.0,12.0,10.0,4.0,12.0,0.0
855486,32,2017-04-08 15:00:00,25,Boro,Home,219.0,28.0,1.0,7.0,6.0,1.0,1.0,160.0,5.0,,4.0,14.0,16.0,45.0,372.0,1.0,1.0,19.0,17.0,30.0,6.0,2.0,5.0,,,,1.0,1.0,,,5.0,,,,2.0,4.0,5.0,2.0,8.0,5.0,66.0,61.0,,,,4.0,14.0,3.0,5.0,,1.0,4.0,13.0,9.0,,13.0,,45.0,60.0,4.0,25.0,16.0,,,66.0,9.0,12.0,,,2.0,1.0,1.0,152.0,,,,,,,9.0,,3.0,1.0,16.0,,9.0,9.0,,4.0,119.0,75.0,42.0,3.0,,3.0,5.0,5.0,424.0,,2.0,44.0,54.0,29.0,,,,,134.0,134.0,1.0,28.0,23.0,57.3,,,,,14.0,0.0,114.0,2.0,,2.0,,,,5.0,,3.0,71.0,357.0,6.0,8.0,240.0,36.0,25.0,11.0,3.0,26.0,23.0,,101.0,11.0,237.0,3.0,,40.0,18.0,85.0,2.0,451.0,1.0,0.0,13.0,12.0,1.0,21.0,0.0,635.0,15.0,14.0,8.0,4.0,10.0,0.0
855495,33,2017-04-17 20:00:00,25,Boro,Home,103.0,16.0,1.0,5.0,4.0,1.0,2.0,118.0,6.0,1.0,1.0,11.0,12.0,32.0,216.0,,,18.0,25.0,24.0,5.0,2.0,2.0,1.0,,,,1.0,1.0,,5.0,,,,5.0,6.0,7.0,5.0,9.0,4.0,43.0,59.0,2.0,1.0,1.0,4.0,15.0,2.0,8.0,,,2.0,8.0,8.0,,14.0,1.0,62.0,69.0,4.0,20.0,10.0,,,50.0,11.0,15.0,1.0,,4.0,4.0,1.0,145.0,1.0,,1.0,1.0,,1.0,12.0,1.0,,,10.0,,14.0,14.0,5.0,1.0,56.0,65.0,34.0,4.0,,3.0,5.0,5.0,279.0,4.0,2.0,36.0,57.0,32.0,,,,,148.0,148.0,1.0,28.0,23.0,35.2,,,,1.0,15.0,0.0,64.0,2.0,,2.0,,,1.0,6.0,,3.0,50.0,201.0,9.0,8.0,121.0,42.0,20.0,18.0,2.0,22.0,20.0,2.0,84.0,9.0,209.0,,1.0,24.0,13.0,70.0,3.0,308.0,,0.0,13.0,18.0,,20.0,2.0,514.0,23.0,13.0,13.0,2.0,13.0,0.0
855502,34,2017-04-22 15:00:00,25,Boro,Away,129.0,15.0,2.0,2.0,,6.0,,88.0,8.0,,5.0,15.0,8.0,38.0,215.0,,1.0,19.0,12.0,14.0,4.0,1.0,2.0,,,,,,,,3.0,,,,,9.0,11.0,10.0,1.0,4.0,48.0,48.0,,,,1.0,10.0,,14.0,,,3.0,5.0,3.0,,12.0,2.0,61.0,45.0,1.0,31.0,14.0,1.0,1.0,29.0,14.0,4.0,,,,,,106.0,,,,,,,11.0,,1.0,,14.0,,17.0,17.0,,5.0,58.0,60.0,36.0,4.0,,3.0,2.0,2.0,251.0,3.0,2.0,25.0,39.0,12.0,,,,,105.0,105.0,1.0,28.0,10.0,31.9,,,,,10.0,0.0,64.0,2.0,4.0,6.0,1.0,,,3.0,,3.0,30.0,200.0,7.0,5.0,145.0,26.0,31.0,17.0,3.0,11.0,8.0,,53.0,12.0,142.0,1.0,,27.0,10.0,63.0,2.0,276.0,,1.0,5.0,20.0,2.0,21.0,2.0,457.0,6.0,7.0,7.0,3.0,13.0,0.0
855515,35,2017-04-30 14:05:00,25,Boro,Home,70.0,11.0,1.0,1.0,,4.0,,105.0,4.0,,2.0,5.0,7.0,23.0,174.0,,,10.0,17.0,14.0,6.0,1.0,1.0,1.0,,,1.0,1.0,,,8.0,,,,4.0,6.0,14.0,8.0,7.0,7.0,35.0,52.0,,,1.0,2.0,7.0,2.0,14.0,,1.0,4.0,3.0,7.0,1.0,7.0,,50.0,48.0,2.0,46.0,22.0,,,37.0,9.0,9.0,1.0,,2.0,1.0,1.0,116.0,1.0,,,1.0,,1.0,11.0,1.0,2.0,,22.0,,13.0,13.0,3.0,2.0,61.0,63.0,24.0,11.0,,3.0,5.0,6.0,227.0,7.0,1.0,35.0,59.0,23.0,1.0,1.0,1.0,,120.0,120.0,2.0,25.0,16.0,31.9,,2.0,,,7.0,0.0,44.0,1.0,1.0,2.0,,,1.0,6.0,,2.0,42.0,162.0,3.0,8.0,81.0,20.0,46.0,14.0,4.0,15.0,11.0,2.0,77.0,8.0,190.0,2.0,,26.0,10.0,64.0,1.0,256.0,1.0,0.0,14.0,15.0,,13.0,4.0,443.0,22.0,9.0,11.0,4.0,10.0,0.0
855525,36,2017-05-08 20:00:00,25,Boro,Away,199.0,30.0,,1.0,1.0,,,195.0,9.0,1.0,6.0,2.0,23.0,41.0,393.0,,,11.0,7.0,12.0,1.0,,,,,,,,,,2.0,,,,,12.0,13.0,8.0,1.0,1.0,84.0,52.0,,,,,16.0,1.0,14.0,,,1.0,1.0,6.0,,6.0,3.0,53.0,39.0,,24.0,8.0,1.0,,59.0,21.0,8.0,,,2.0,,,128.0,,,,,,,13.0,,,2.0,8.0,,12.0,12.0,2.0,6.0,144.0,74.0,43.0,8.0,,,1.0,1.0,441.0,3.0,1.0,46.0,69.0,20.0,,,,,117.0,117.0,2.0,26.0,16.0,42.9,,,,,16.0,0.0,110.0,3.0,1.0,4.0,,,,,,3.0,63.0,374.0,10.0,1.0,214.0,48.0,24.0,14.0,1.0,8.0,7.0,,97.0,6.0,260.0,,1.0,15.0,27.0,69.0,2.0,466.0,,0.0,2.0,13.0,1.0,16.0,2.0,620.0,6.0,15.0,6.0,1.0,9.0,0.0
855536,37,2017-05-13 15:00:00,25,Boro,Home,123.0,21.0,3.0,8.0,5.0,1.0,1.0,166.0,3.0,1.0,3.0,3.0,12.0,26.0,281.0,,,12.0,27.0,21.0,10.0,2.0,3.0,,,,,1.0,,,8.0,,,,2.0,11.0,10.0,4.0,8.0,6.0,53.0,62.0,2.0,1.0,1.0,3.0,18.0,6.0,5.0,,,6.0,5.0,8.0,,8.0,,60.0,51.0,3.0,14.0,6.0,,,55.0,19.0,9.0,1.0,,2.0,1.0,1.0,134.0,1.0,1.0,1.0,,1.0,,11.0,,,1.0,6.0,,10.0,10.0,1.0,3.0,103.0,61.0,35.0,3.0,,5.0,8.0,3.0,340.0,4.0,2.0,44.0,51.0,34.0,,1.0,1.0,,129.0,129.0,1.0,24.0,28.0,41.8,,,,1.0,18.0,0.0,77.0,1.0,1.0,2.0,,,,5.0,,2.0,76.0,269.0,9.0,13.0,146.0,41.0,14.0,14.0,6.0,20.0,14.0,,114.0,4.0,241.0,,2.0,19.0,13.0,66.0,2.0,367.0,1.0,0.0,14.0,11.0,,15.0,3.0,531.0,21.0,12.0,10.0,6.0,7.0,0.0
855547,38,2017-05-21 15:00:00,25,Boro,Away,81.0,16.0,,3.0,3.0,5.0,1.0,96.0,10.0,,6.0,5.0,6.0,29.0,174.0,,1.0,9.0,10.0,21.0,4.0,1.0,,,,,,1.0,,,6.0,,,,2.0,6.0,12.0,13.0,6.0,3.0,35.0,54.0,2.0,2.0,,,14.0,3.0,8.0,,1.0,3.0,2.0,4.0,,10.0,3.0,40.0,54.0,,30.0,19.0,,,61.0,8.0,13.0,,,2.0,1.0,1.0,125.0,,,,,,,13.0,,2.0,,19.0,,16.0,16.0,2.0,6.0,49.0,67.0,33.0,3.0,,3.0,2.0,3.0,225.0,6.0,1.0,29.0,39.0,22.0,,,,,116.0,116.0,,28.0,9.0,26.2,,,,,14.0,0.0,51.0,1.0,6.0,7.0,,1.0,,3.0,,2.0,44.0,153.0,7.0,5.0,102.0,41.0,30.0,10.0,3.0,10.0,7.0,,90.0,13.0,168.0,2.0,,23.0,8.0,68.0,,260.0,,0.0,9.0,15.0,2.0,12.0,1.0,434.0,12.0,5.0,6.0,3.0,9.0,0.0
