season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14023985,29,14,Liverpool,Away,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,1.0,,,9.0,2.0,11.0,,,14.0,2.0,1.0,,,,,,1.0,2.0,,,0.284114,0.0829,0.5449,,0.0,,,,1.0,,2.0,,,,,,,25.0,1.0,,,,,,,7.0,5.0,,7.4,,,,159.21523562629,,3.0,3.0,,,,11.0,4.0,15.0,119.67846612201,94.233575893106,1,,23.0,,,2.0,
2025-26,14023992,30,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,5.0,39.0,38.0,77.0,1.0,4.0,10.0,2.0,,,,,,,1.0,6.0,,,0.036956,,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,,,,12.0,0.0,,7.4,,,,57.207185751314,5.0,,,,10.0,,49.0,40.0,89.0,28.986859848205,,0,2.0,97.0,,,,2.0
2025-26,14023992,30,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,True,1.0,,1.0,5.0,3.0,8.0,,,9.0,5.0,,1.0,1.0,,,1.0,1.0,,,,0.0906835,0.2919,,,0.0,,,,,,2.0,,,,,,,26.0,,,,,,,,8.0,4.0,,6.7,,,2.0,87.511639683796,,,2.0,,1.0,,9.0,5.0,14.0,51.131940268594,53.146356057659,3,,20.0,,,,
2025-26,14023992,30,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,1.0,3.0,1.0,12.0,13.0,,2.0,3.0,10.0,,,,,,,,3.0,,,0.00076285,,,,0.0,,0.9431,,,,,,,,,,,90.0,,,,,,,,7.0,0.0,1.0,7.0,3.0,6.0,,10.488645107335,2.0,,,1.0,8.0,,4.0,15.0,19.0,-4.6600390437096,,0,,35.0,,2.0,,
2025-26,14023992,30,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,,,1.0,33.0,23.0,56.0,,1.0,12.0,2.0,,,1.0,,,,2.0,2.0,1.0,,0.0332041,0.1005,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,15.0,2.0,,6.2,,,,82.171775688424,3.0,1.0,2.0,,3.0,,41.0,27.0,68.0,47.517775715171,24.821529662552,1,1.0,82.0,,,,
2025-26,14023992,30,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,1.0,15.0,38.0,53.0,3.0,2.0,14.0,3.0,,,,,,,5.0,2.0,,,0.0211825,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,12.0,0.0,,6.1,,,,117.92445909978,3.0,1.0,,,4.0,,20.0,44.0,64.0,29.594943351921,,0,,72.0,,,,
2025-26,14023992,30,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023992,30,14,Liverpool,Home,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,1.0,2.0,3.0,,,,1.0,,,,,,,,,,,0.0985377,,,,0.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,,,0,,3.0,,,,
2025-26,14023992,30,14,Liverpool,Home,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,1.0,10.0,,10.0,2.0,1.0,15.0,4.0,,,1.0,1.0,,2.0,8.0,6.0,,,0.0302574,0.2122,0.5442,2.0,0.0,,,,1.0,1.0,1.0,,,,,,,83.0,1.0,,,,,,,13.0,5.0,,6.7,,,1.0,183.0535783875,,1.0,1.0,,3.0,,14.0,2.0,16.0,105.49842207115,106.15350427341,3,2.0,34.0,3.0,3.0,,1.0
2025-26,14023992,30,14,Liverpool,Home,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,2.0,,5.0,40.0,36.0,76.0,,1.0,25.0,10.0,,,1.0,2.0,,,4.0,3.0,,1.0,0.396697,0.1037,0.0645,1.0,0.0,1.0,,,,2.0,,,,,,,,90.0,1.0,,,,,,,20.0,5.0,,8.3,,,1.0,264.39748445271,1.0,1.0,9.0,,14.0,,42.0,45.0,87.0,187.39457124824,148.98081903764,3,1.0,123.0,,1.0,,
2025-26,14023992,30,14,Liverpool,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,2.0,25.0,13.0,38.0,,,18.0,9.0,,,,4.0,,4.0,10.0,2.0,,,0.0606722,,,1.0,0.0,,,,,1.0,2.0,,,,,,,89.0,,1.0,,,,,,10.0,2.0,,6.5,,,,168.19128997423,2.0,2.0,,,2.0,,29.0,13.0,42.0,63.058861596945,66.679718656236,0,,57.0,,1.0,1.0,
2025-26,14023992,30,14,Liverpool,Home,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,,16.0,10.0,26.0,1.0,1.0,12.0,1.0,,,,2.0,,2.0,5.0,9.0,,,0.102189,0.2379,0.5388,,0.0,,,,,4.0,,,,,,,,90.0,1.0,,,,,,,10.0,1.0,,7.1,,,1.0,101.9035610024,,2.0,,,,,22.0,10.0,32.0,22.96806600151,13.118796286245,2,3.0,54.0,2.0,3.0,2.0,2.0
2025-26,14023992,30,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,True,,,,6.0,4.0,10.0,,,2.0,1.0,,,,1.0,,,1.0,,,,0.0072196,,,,0.0,,,,,,,,,,,,,26.0,,,,,,,,,0.0,,6.5,,,,24.946224346585,,,,,,,6.0,4.0,10.0,-16.002957991261,,0,,11.0,,,,
2025-26,14023992,30,14,Liverpool,Home,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023992,30,14,Liverpool,Home,970361,216094,Jeremie Frimpong,jeremie-frimpong,D,False,,,,16.0,4.0,20.0,,2.0,14.0,6.0,,,,,,2.0,3.0,5.0,,,0.02632,,,,0.0,,,,,1.0,,,,,,,,64.0,,,,,,,,12.0,3.0,,7.1,,,,127.71760013632,,2.0,4.0,,,,19.0,5.0,24.0,90.263075056023,58.978578144525,0,2.0,41.0,1.0,,1.0,2.0
2025-26,14023992,30,14,Liverpool,Home,991227,489580,Calvin Ramsay,calvin-ramsay,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023992,30,14,Liverpool,Home,1019322,494595,Florian Wirtz,florian-wirtz,M,False,,,1.0,25.0,9.0,34.0,,,13.0,2.0,,,,2.0,,,4.0,1.0,,,0.210413,,,1.0,0.0,,,,,,4.0,,,,,,,64.0,,,,,,,,10.0,3.0,,6.8,,,,146.89746336522,,1.0,,,2.0,,31.0,9.0,40.0,42.245401276117,65.362169929861,0,1.0,49.0,3.0,,,1.0
2025-26,14023992,30,14,Liverpool,Home,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,True,,,,5.0,1.0,6.0,,,7.0,2.0,,,1.0,,,,1.0,2.0,,,0.0407985,0.4993,,,0.0,,,,,,1.0,,,,,,,26.0,,,,,,,,4.0,2.0,,6.8,,,1.0,103.48014668917,1.0,2.0,,,,,6.0,1.0,7.0,82.956168781235,70.233822205435,2,,15.0,2.0,1.0,1.0,
2025-26,14023992,30,14,Liverpool,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023992,30,14,Liverpool,Home,1445945,591386,Trey Nyoni,nyoni-trey,M,True,,,,5.0,2.0,7.0,,,,,,,,,,,,,,,0.011047,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,,,,6.4,,,,,,,,,,,5.0,2.0,7.0,,,0,,8.0,,,,
2025-26,14023992,30,14,Liverpool,Home,1881902,611922,Rio Ngumoha,rio-ngumoha,F,False,,,1.0,25.0,3.0,28.0,1.0,,16.0,1.0,,,1.0,,,1.0,2.0,8.0,,,0.229378,0.2512,0.035,,0.0,,,,,1.0,,,,,,,,64.0,1.0,,,,,,,9.0,5.0,,8.1,,,1.0,158.90759182454,,7.0,2.0,,1.0,,27.0,4.0,31.0,115.76787420337,74.004980903175,3,,51.0,3.0,1.0,7.0,
2025-26,14024015,31,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,,15.0,18.0,33.0,,2.0,18.0,2.0,,,,,,,1.0,3.0,,,0.014138,,,1.0,0.0,,,,,2.0,,,,,,,,90.0,,1.0,,,,,,13.0,1.0,,6.4,,,,158.07716103418,8.0,,,,5.0,,25.0,21.0,46.0,30.087960181929,16.070180117223,0,1.0,59.0,,,,
2025-26,14024015,31,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,True,,,1.0,5.0,3.0,8.0,,,3.0,,,,,,,,,,,,0.00598722,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,3.0,0.0,,6.8,,,,12.039075776312,2.0,,2.0,,1.0,,6.0,3.0,9.0,8.4274274735338,,0,,15.0,,,,
2025-26,14024015,31,14,Liverpool,Away,284417,155503,Freddie Woodman,freddie-woodman,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024015,31,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024015,31,14,Liverpool,Away,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,4.0,15.0,16.0,31.0,1.0,1.0,14.0,,,,,1.0,,,3.0,4.0,,,0.0136601,,,1.0,0.0,,,,,1.0,,,,,,,,77.0,,,,,,,,3.0,2.0,,6.5,,,,104.58388212426,4.0,1.0,,,5.0,,15.0,17.0,32.0,62.480700100846,40.062957617938,0,2.0,43.0,2.0,,1.0,1.0
2025-26,14024015,31,14,Liverpool,Away,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,,1.0,1.0,,,2.0,1.0,,,1.0,,,,1.0,,,,1.362e-05,0.0697,,1.0,0.0,,,,,,,,,,,,,13.0,,,,,,,,3.0,1.0,,6.3,,,,26.508623553815,,,,,,,,1.0,1.0,21.924351825256,19.423855667709,1,,5.0,3.0,,,
2025-26,14024015,31,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,6.0,2.0,8.0,2.0,3.0,10.0,2.0,,,1.0,,,,7.0,6.0,,,0.0195309,0.1023,0.0597,1.0,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,15.0,2.0,,6.4,,,,74.350292314893,,6.0,1.0,,1.0,1.0,12.0,3.0,15.0,56.918889954862,19.106473847315,2,,28.0,3.0,1.0,2.0,
2025-26,14024015,31,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,4.0,,5.0,23.0,18.0,41.0,,1.0,21.0,8.0,,,,1.0,,,3.0,6.0,,,0.177284,0.0982,,2.0,0.0,,,,,3.0,2.0,,,,,,,90.0,,,,,,,,20.0,0.0,,7.2,,,3.0,143.92740468156,6.0,1.0,11.0,,11.0,,30.0,23.0,53.0,77.430930437529,,3,1.0,89.0,,3.0,1.0,
2025-26,14024015,31,14,Liverpool,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,2.0,22.0,12.0,34.0,,2.0,14.0,3.0,,,1.0,,,2.0,3.0,3.0,,,0.0271305,0.1376,0.5593,1.0,0.0,,,,,2.0,1.0,,,,,,,90.0,1.0,,,,,,,14.0,0.0,,6.7,,,1.0,65.534117709031,,,,,4.0,,27.0,15.0,42.0,0.2138255220564,,3,,58.0,3.0,1.0,,
2025-26,14024015,31,14,Liverpool,Away,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,False,,,2.0,19.0,20.0,39.0,,,19.0,3.0,,,,1.0,1.0,1.0,4.0,5.0,,,0.043289,,,1.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,11.0,0.0,,7.5,,,,158.69731917367,1.0,2.0,,,2.0,,22.0,22.0,44.0,74.194768418759,,0,2.0,62.0,3.0,2.0,1.0,1.0
2025-26,14024015,31,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,True,,,1.0,19.0,21.0,40.0,1.0,,25.0,6.0,,,,2.0,,,3.0,4.0,,,0.0404381,0.0656,0.1423,,0.0,,,,,1.0,,,,,,,,82.0,1.0,1.0,,,,,,8.0,0.0,,6.8,,,,201.10957610882,4.0,,,,3.0,,20.0,23.0,43.0,14.685163144147,,1,3.0,68.0,4.0,1.0,,2.0
2025-26,14024015,31,14,Liverpool,Away,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,False,,,2.0,,12.0,12.0,,,8.0,3.0,,,,,,,,,,,5.962e-05,,,,0.0,,0.4538,,,,,,,,,,,90.0,,,,,,,,14.0,0.0,,6.4,2.0,4.0,,46.572369170462,1.0,,,,16.0,,9.0,17.0,26.0,20.455585786531,,0,,33.0,,,,
2025-26,14024015,31,14,Liverpool,Away,970361,216094,Jeremie Frimpong,jeremie-frimpong,D,False,,,,9.0,10.0,19.0,,,8.0,1.0,,,,,,,1.0,3.0,,,0.0369455,,,1.0,0.0,,,,,,2.0,,,,,,,63.0,,,,,,,,6.0,3.0,,6.2,,,,67.744736111894,2.0,1.0,1.0,,2.0,,11.0,12.0,23.0,60.088050445065,25.839708522545,0,1.0,36.0,1.0,1.0,1.0,1.0
2025-26,14024015,31,14,Liverpool,Away,991227,489580,Calvin Ramsay,calvin-ramsay,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024015,31,14,Liverpool,Away,1019322,494595,Florian Wirtz,florian-wirtz,M,False,,,5.0,37.0,14.0,51.0,1.0,,24.0,7.0,,,,,,,2.0,3.0,,,0.0636456,0.0321,0.0254,,0.0,,,,,1.0,2.0,,,,,,,90.0,1.0,,,,,,,12.0,4.0,,7.1,,,,265.73491909403,,2.0,1.0,,6.0,,40.0,19.0,59.0,122.30914878467,115.21413678323,1,2.0,71.0,2.0,,1.0,1.0
2025-26,14024015,31,14,Liverpool,Away,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,False,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,,,0.00036019,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,1.0,0.0,,6.6,,,,3.5803469105661,,,,,,,1.0,1.0,2.0,-2.3353098890292,,0,,3.0,1.0,,,
2025-26,14024015,31,14,Liverpool,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,2.0,12.0,11.0,23.0,3.0,,11.0,2.0,,,,1.0,,,5.0,,,,0.00880583,0.5198,0.2252,1.0,0.0,1.0,,,,2.0,,,,,,,,76.0,1.0,,,,,,,15.0,1.0,,6.6,,,,86.361169671649,2.0,,1.0,,5.0,,16.0,16.0,32.0,-2.4095595769196,24.584571767676,1,,54.0,4.0,,,
2025-26,14024015,31,14,Liverpool,Away,1445945,591386,Trey Nyoni,nyoni-trey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024015,31,14,Liverpool,Away,1462781,596042,Kieran Morrison,kieran-morrison,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024015,31,14,Liverpool,Away,1881902,611922,Rio Ngumoha,rio-ngumoha,F,True,1.0,,,2.0,2.0,4.0,,,7.0,1.0,,,,,,,3.0,5.0,,,0.0283293,,,1.0,0.0,,,,,,,,,,,,,27.0,,,,,,,,4.0,1.0,,7.0,,,,90.56572175209,,5.0,1.0,,,,2.0,2.0,4.0,53.34220129601,36.692341925802,0,,16.0,2.0,2.0,3.0,
2025-26,14024000,32,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,3.0,19.0,37.0,56.0,3.0,3.0,16.0,1.0,,1.0,,,,,3.0,5.0,,,0.0178627,0.1268,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,4.0,,,,,,4.0,1.0,,7.9,,,1.0,116.20884342261,6.0,,,,4.0,,22.0,38.0,60.0,55.413441350864,23.134223155317,1,2.0,77.0,,,,2.0
2025-26,14024000,32,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,5.0,31.0,11.0,42.0,,,14.0,1.0,,1.0,2.0,3.0,,3.0,10.0,4.0,,,0.312692,0.4305,0.8041,,0.0,1.0,,,,,2.0,,,,,,,89.0,2.0,,,,,,,20.0,4.0,,8.3,,,1.0,123.85109219947,,4.0,3.0,,7.0,1.0,39.0,12.0,51.0,70.572194037476,58.732549392992,5,4.0,79.0,1.0,,,2.0
2025-26,14024000,32,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,,,3.0,17.0,15.0,32.0,2.0,,18.0,1.0,,,1.0,1.0,,1.0,4.0,,,,0.0205752,0.3572,0.5698,,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,19.0,1.0,,6.7,,,,172.13583767793,5.0,,6.0,,8.0,,22.0,18.0,40.0,69.548850915836,34.455380203968,2,,66.0,,,,
2025-26,14024000,32,14,Liverpool,Home,284417,155503,Freddie Woodman,freddie-woodman,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024000,32,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,3.0,2.0,5.0,1.0,1.0,3.0,2.0,,,,,,,2.0,5.0,,,0.00055331,,,1.0,0.0,,,,,,,,,,,,,21.0,,,,,,,,7.0,0.0,,7.0,,,,36.422368482033,,1.0,,,1.0,,6.0,4.0,10.0,-14.812708075055,,0,3.0,17.0,,,1.0,3.0
2025-26,14024000,32,14,Liverpool,Home,823941,219168,Alexander Isak,alexander-isak,F,True,,,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,4.0,,,,0.00012392,,,,0.0,,,,,,,,,,,,,21.0,,1.0,,,,,,4.0,0.0,,6.3,,,,7.7797490962113,1.0,2.0,,,,,1.0,1.0,2.0,6.8388824071436,,0,,12.0,,,,
2025-26,14024000,32,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,,19.0,46.0,65.0,3.0,1.0,32.0,3.0,,,,,,,4.0,2.0,,,0.00820718,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,9.0,0.0,,6.8,,,,218.77827542769,2.0,,,,3.0,,26.0,48.0,74.0,91.188913050971,,0,,81.0,,1.0,,
2025-26,14024000,32,14,Liverpool,Home,845386,223541,Federico Chiesa,federico-chiesa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024000,32,14,Liverpool,Home,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,7.0,3.0,10.0,,,7.0,3.0,,1.0,2.0,,,1.0,4.0,5.0,,,0.0547301,0.1288,,3.0,1.0,,,,,,1.0,,,,,,,90.0,,,,,,,,7.0,3.0,,7.1,,,2.0,79.91308302835,,1.0,1.0,,,2.0,8.0,3.0,11.0,55.631306924353,49.337923897037,4,3.0,29.0,4.0,1.0,1.0,3.0
2025-26,14024000,32,14,Liverpool,Home,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,,,10.0,30.0,32.0,62.0,1.0,1.0,27.0,5.0,,,1.0,,,,3.0,5.0,,,0.047438,0.0208,,1.0,0.0,,,,,4.0,2.0,,,,,,,90.0,,,,,,,,9.0,4.0,,7.6,,,,327.31227292294,4.0,3.0,2.0,,11.0,1.0,33.0,34.0,67.0,146.71301238914,137.74694175546,1,2.0,89.0,,,2.0,
2025-26,14024000,32,14,Liverpool,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,True,,,1.0,3.0,1.0,4.0,,,2.0,1.0,,,,,,1.0,1.0,,,,0.0223047,0.1026,,,0.0,,,,,,1.0,,,,,,,22.0,,,,,,,,3.0,0.0,,6.6,,,1.0,20.072062935545,,,,,1.0,,4.0,2.0,6.0,-2.7564266348992,,1,,8.0,,,,
2025-26,14024000,32,14,Liverpool,Home,904897,441266,Ryan Gravenberch,ryan-gravenberch,M,True,,,,7.0,5.0,12.0,2.0,,4.0,1.0,,,,1.0,,,3.0,2.0,,,0.0176339,,,,0.0,,,,,,,,,,,,,45.0,,1.0,,,,,,1.0,0.0,,6.8,,,,27.430710307288,3.0,,,,,,7.0,5.0,12.0,5.6692047001309,,0,2.0,21.0,,,,1.0
2025-26,14024000,32,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,False,,,2.0,24.0,14.0,38.0,1.0,,20.0,5.0,,,,1.0,,,2.0,1.0,,,0.0293554,,,,0.0,,,,,,,,,,,,,45.0,,,,,,,,2.0,1.0,,6.5,,,,157.18661825093,,,,,2.0,,24.0,15.0,39.0,45.216347684941,14.9148055636,0,1.0,44.0,1.0,,,
2025-26,14024000,32,14,Liverpool,Home,930997,449027,Giorgi Mamardashvili,giorgi-mamardashvili,G,False,,,2.0,1.0,27.0,28.0,,,8.0,9.0,,,,,,,,1.0,,,0.00063233,,,,0.0,,0.2753,1.0,,,,,,,,,,90.0,,,,,,,,9.0,0.0,1.0,7.3,3.0,4.0,,56.948887708082,1.0,,,,10.0,,7.0,29.0,36.0,16.089352955559,,0,,48.0,,1.0,,
2025-26,14024000,32,14,Liverpool,Home,970361,216094,Jeremie Frimpong,jeremie-frimpong,D,False,,,1.0,16.0,8.0,24.0,,1.0,12.0,2.0,1.0,,,,,,3.0,1.0,,,0.168612,,,1.0,0.0,,,,,1.0,3.0,,,,,,,69.0,,,,,,,,9.0,2.0,,7.2,,,,117.28971965961,2.0,2.0,3.0,,2.0,,19.0,9.0,28.0,42.206633376392,28.848731685841,0,,45.0,,,,
2025-26,14024000,32,14,Liverpool,Home,1019322,494595,Florian Wirtz,florian-wirtz,M,False,,,1.0,37.0,8.0,45.0,,1.0,15.0,5.0,1.0,1.0,,,,2.0,3.0,1.0,,,0.241799,0.2995,,1.0,1.0,,,,,,3.0,,,,,,,68.0,,1.0,,,,,,6.0,1.0,,7.7,,,2.0,119.68431121099,1.0,,,,1.0,,39.0,8.0,47.0,31.764102244853,23.075416030919,2,,55.0,2.0,,,
2025-26,14024000,32,14,Liverpool,Home,1048422,510663,Hugo Ekitiké,hugo-ekitike,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024000,32,14,Liverpool,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024000,32,14,Liverpool,Home,1445945,591386,Trey Nyoni,nyoni-trey,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,2.558e-05,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0,,2.0,,,,
2025-26,14024000,32,14,Liverpool,Home,1881902,611922,Rio Ngumoha,rio-ngumoha,F,False,2.0,,1.0,16.0,6.0,22.0,,,25.0,5.0,1.0,,,,,1.0,3.0,2.0,,,0.431013,0.1204,0.2432,1.0,0.0,1.0,,,,,2.0,,,,,,,69.0,2.0,1.0,,,,,,9.0,10.0,,8.7,,,,288.23001688517,1.0,2.0,2.0,,2.0,,20.0,6.0,26.0,162.05560258777,158.7350866271,2,,43.0,3.0,1.0,1.0,
2025-26,14025035,33,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,,11.0,26.0,37.0,3.0,3.0,4.0,4.0,,,,,,,4.0,3.0,,,0.00310598,0.2308,0.3016,1.0,0.0,1.0,,,,,,,,,,,,90.0,1.0,,,,,,,8.0,0.0,,7.2,,,,42.099948145873,8.0,,,,7.0,,18.0,27.0,45.0,25.965562587467,,1,,54.0,,,,
2025-26,14025035,33,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,1.0,26.0,8.0,34.0,2.0,,14.0,3.0,,,,1.0,,5.0,11.0,4.0,,,0.106592,0.5203,0.6234,,0.0,1.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,18.0,0.0,,7.5,,,,94.034606700157,1.0,5.0,3.0,,1.0,,29.0,9.0,38.0,38.830880747635,,1,2.0,64.0,4.0,,2.0,2.0
2025-26,14025035,33,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,3.0,16.0,11.0,27.0,1.0,1.0,13.0,3.0,,,,,,,1.0,3.0,,,0.00844547,0.0241,,,0.0,,,,,,1.0,,,,,,,86.0,,,,,,,,15.0,2.0,,6.6,,,1.0,110.69587156601,1.0,,2.0,,8.0,,24.0,14.0,38.0,61.031341001855,38.078455540829,1,1.0,52.0,1.0,1.0,,1.0
2025-26,14025035,33,14,Liverpool,Away,284417,155503,Freddie Woodman,freddie-woodman,G,True,,,1.0,,5.0,5.0,,,4.0,3.0,,,,,,,,,,,1.676e-05,,,,0.0,,0.1041,1.0,,1.0,,,,,,,,32.0,,,,,,,,11.0,0.0,,6.7,1.0,1.0,,19.77795641118,,,,,12.0,,8.0,8.0,16.0,13.757050228491,,0,,21.0,,,,
2025-26,14025035,33,14,Liverpool,Away,823941,219168,Alexander Isak,alexander-isak,F,False,,,,2.0,1.0,3.0,3.0,1.0,1.0,,,,,1.0,,1.0,6.0,1.0,,,0.0028618,0.1203,0.3236,,0.0,,,,,,,,,,,,,72.0,1.0,,,,,,,5.0,0.0,,6.4,,,,24.698665571241,,1.0,,,,,4.0,1.0,5.0,3.6571062076395,,1,,9.0,1.0,,,
