season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attObxdLeft,secondYellow,attFreekickPost,ptsGainedLosingPos,attOboxOwnGoal,fwdPass,attPenMiss,attPenPost,leftsidePass,attLgLeft,bigChanceScored
2009-10,284179,18,2009-12-20 13:30:00,39,Wolves,Home,86.0,16.0,2.0,4.0,3.0,7.0,,171.0,4.0,,2.0,10.0,14.0,32.0,253.0,,2.0,32.0,15.0,7.0,8.0,2.0,2.0,1.0,,,,1.0,,,,10.0,,,,,,,9.0,3.0,8.0,5.0,67.0,2.0,3.0,7.0,1.0,5.0,13.0,7.0,,10.0,1.0,57.0,49.0,2.0,24.0,10.0,,,,,,,,109.0,18.0,8.0,1.0,,2.0,2.0,1.0,1.0,,,1.0,,,9.0,2.0,2.0,1.0,23.0,,19.0,18.0,2.0,,2.0,101.0,41.0,5.0,1.0,1.0,10.0,9.0,339.0,2.0,,85.0,73.0,35.0,,,,,,180.0,163.0,1.0,23.0,25.0,47.1,,,,0.0,4.0,1.0,4.0,1.0,1.0,1.0,,,3.0,101.0,239.0,11.0,96.0,29.0,41.0,14.0,5.0,26.0,22.0,1.0,181.0,18.0,300.0,2.0,,41.0,17.0,75.0,1.0,370.0,,0.0,13.0,28.0,5.0,37.0,2.0,605.0,20.0,,6.0,5.0,22.0,0.0,,,,,,,,,,,
2009-10,284179,18,2009-12-20 13:30:00,90,Burnley,Away,138.0,14.0,2.0,7.0,5.0,3.0,,166.0,1.0,,7.0,9.0,8.0,31.0,297.0,,,23.0,7.0,15.0,9.0,,4.0,1.0,,1.0,,1.0,,1.0,,7.0,,,,,,,8.0,5.0,9.0,3.0,62.0,5.0,1.0,6.0,,4.0,16.0,6.0,,16.0,5.0,49.0,57.0,5.0,30.0,10.0,,,,,,,,98.0,8.0,17.0,,,4.0,6.0,1.0,,,,,,,6.0,,1.0,,21.0,,11.0,11.0,2.0,,7.0,99.0,44.0,5.0,,4.0,5.0,5.0,380.0,3.0,,56.0,75.0,37.0,,,,,,182.0,168.0,2.0,26.0,15.0,52.9,,,1.0,0.0,5.0,2.0,7.0,,1.0,6.0,,,3.0,84.0,286.0,9.0,158.0,25.0,44.0,19.0,4.0,32.0,28.0,1.0,151.0,10.0,282.0,1.0,,40.0,8.0,83.0,1.0,408.0,,0.0,12.0,18.0,,26.0,1.0,645.0,18.0,,7.0,5.0,12.0,0.0,,,,,,,,,,,
2009-10,284173,18,2009-12-20 15:00:00,11,Everton,Home,176.0,13.0,1.0,8.0,7.0,2.0,,217.0,3.0,,4.0,10.0,17.0,34.0,385.0,,2.0,25.0,18.0,27.0,13.0,4.0,,,,,,,,,,,,,,,,3.0,1.0,5.0,,,63.0,3.0,7.0,10.0,,6.0,19.0,15.0,,16.0,,56.0,55.0,3.0,8.0,3.0,,,,,,,,97.0,8.0,9.0,,,,,,1.0,,1.0,1.0,,,5.0,,4.0,,14.0,,18.0,18.0,2.0,,4.0,113.0,53.0,4.0,1.0,11.0,7.0,3.0,,4.0,,67.0,58.0,35.0,,,,,,198.0,178.0,,28.0,26.0,58.0,,,,0.0,,,,1.0,,14.0,2.0,,2.0,102.0,,18.0,197.0,36.0,28.0,9.0,6.0,44.0,38.0,,157.0,13.0,338.0,4.0,,39.0,18.0,72.0,7.0,491.0,1.0,0.0,24.0,14.0,2.0,32.0,0.0,776.0,,,5.0,6.0,7.0,0.0,,,,,,,,,,,
2009-10,284173,18,2009-12-20 15:00:00,41,Birmingham,Away,102.0,7.0,,,,5.0,,123.0,4.0,5.0,1.0,6.0,21.0,19.0,225.0,,1.0,11.0,27.0,18.0,2.0,,,,,,,,,,,,,,,,,,19.0,5.0,,,61.0,3.0,4.0,5.0,,4.0,7.0,2.0,,3.0,,55.0,56.0,2.0,22.0,14.0,,,,,,,,108.0,10.0,8.0,,,,,,1.0,,1.0,1.0,,,18.0,,3.0,1.0,30.0,,23.0,22.0,2.0,,1.0,120.0,42.0,6.0,1.0,,3.0,1.0,,7.0,,67.0,34.0,11.0,,,,,,203.0,180.0,3.0,20.0,26.0,42.0,,,,0.0,1.0,1.0,,,,1.0,,,2.0,48.0,,3.0,123.0,25.0,44.0,21.0,3.0,14.0,11.0,,130.0,13.0,252.0,3.0,5.0,46.0,23.0,70.0,,361.0,,0.0,6.0,19.0,1.0,13.0,3.0,615.0,,,10.0,4.0,11.0,0.0,,,,,,,,,,,
2009-10,284177,18,2009-12-20 16:00:00,21,West Ham,Home,138.0,22.0,,2.0,2.0,2.0,,111.0,11.0,,8.0,10.0,18.0,22.0,247.0,1.0,2.0,19.0,15.0,10.0,5.0,1.0,,,,,,,,,,,1.0,,,,,1.0,10.0,14.0,,,69.0,1.0,2.0,9.0,1.0,5.0,5.0,4.0,,15.0,2.0,63.0,57.0,1.0,20.0,5.0,,,,,,,,55.0,19.0,15.0,1.0,,,,,,,,,,,19.0,,2.0,2.0,11.0,,28.0,28.0,4.0,,8.0,94.0,49.0,5.0,,,6.0,5.0,,5.0,,54.0,24.0,21.0,1.0,1.0,1.0,,1.0,160.0,144.0,4.0,29.0,26.0,41.9,,,1.0,0.0,2.0,2.0,,1.0,,1.0,,,1.0,46.0,,6.0,161.0,36.0,36.0,16.0,5.0,17.0,12.0,,87.0,11.0,197.0,2.0,,33.0,19.0,49.0,4.0,341.0,1.0,0.0,8.0,23.0,4.0,20.0,4.0,631.0,,,9.0,5.0,18.0,0.0,,,,,,,,,,,
2009-10,284177,18,2009-12-20 16:00:00,8,Chelsea,Away,165.0,18.0,2.0,6.0,4.0,5.0,,252.0,3.0,,7.0,11.0,20.0,38.0,411.0,,1.0,19.0,10.0,15.0,12.0,4.0,,1.0,,1.0,,3.0,,1.0,1.0,,1.0,,,,,3.0,6.0,2.0,,,75.0,1.0,4.0,9.0,,5.0,8.0,3.0,,12.0,4.0,57.0,63.0,1.0,14.0,9.0,,,,,,,,73.0,15.0,17.0,,,,,3.0,,,,,,,3.0,,1.0,,14.0,,23.0,19.0,1.0,,7.0,93.0,65.0,5.0,1.0,10.0,6.0,5.0,,2.0,,61.0,40.0,22.0,1.0,1.0,1.0,,1.0,144.0,132.0,4.0,30.0,31.0,58.1,,,1.0,0.0,3.0,1.0,,,1.0,15.0,,,3.0,111.0,,16.0,183.0,27.0,26.0,20.0,5.0,18.0,13.0,,160.0,12.0,340.0,1.0,,23.0,21.0,58.0,1.0,505.0,,0.0,24.0,22.0,9.0,21.0,3.0,783.0,,,9.0,5.0,15.0,0.0,,,,,,,,,,,
2009-10,284178,18,2010-02-17 20:00:00,111,Wigan,Home,105.0,17.0,,4.0,4.0,8.0,,147.0,8.0,,1.0,8.0,6.0,34.0,248.0,,1.0,25.0,16.0,20.0,7.0,1.0,,,,,,,,,,,,,,1.0,,,4.0,6.0,,,53.0,3.0,2.0,4.0,,5.0,8.0,8.0,,29.0,,67.0,61.0,3.0,35.0,18.0,,,,,,,,97.0,6.0,9.0,,,,,,,,,,,,13.0,,,,26.0,1.0,23.0,23.0,2.0,,2.0,100.0,47.0,9.0,,5.0,3.0,1.0,,1.0,,55.0,47.0,22.0,,,,,,202.0,176.0,1.0,24.0,21.0,51.7,1.0,,,0.0,1.0,,,4.0,,7.0,,,2.0,88.0,,8.0,123.0,42.0,61.0,23.0,4.0,21.0,17.0,,153.0,10.0,249.0,,,36.0,7.0,75.0,1.0,351.0,,0.0,10.0,21.0,3.0,33.0,0.0,668.0,,,11.0,4.0,17.0,0.0,,,,,,,,,,,
2009-10,284178,18,2010-02-17 20:00:00,30,Bolton,Away,76.0,8.0,,4.0,4.0,9.0,,117.0,4.0,,,10.0,12.0,15.0,189.0,,2.0,27.0,20.0,16.0,8.0,,,,,,,,,,,,,,,,,2.0,5.0,5.0,,,61.0,5.0,1.0,11.0,,9.0,14.0,4.0,,13.0,,61.0,67.0,5.0,22.0,7.0,,,,,,,,73.0,9.0,6.0,,,,,,,,,,,,9.0,,1.0,,15.0,,12.0,12.0,,,1.0,104.0,39.0,4.0,,6.0,2.0,1.0,,2.0,,40.0,58.0,22.0,,,,,,210.0,194.0,2.0,26.0,20.0,48.3,,,1.0,0.0,,1.0,,,,8.0,,,3.0,56.0,,8.0,106.0,29.0,38.0,12.0,8.0,27.0,19.0,,120.0,23.0,245.0,1.0,,36.0,15.0,46.0,1.0,324.0,,0.0,10.0,40.0,3.0,35.0,1.0,611.0,,,4.0,9.0,26.0,0.0,,,,,,,,,,,
2009-10,284181,19,2009-12-26 12:45:00,41,Birmingham,Home,60.0,12.0,,2.0,2.0,4.0,,94.0,4.0,1.0,1.0,8.0,5.0,23.0,152.0,,1.0,14.0,22.0,13.0,8.0,,,1.0,,,1.0,3.0,,,,,,,,,,,23.0,7.0,,,62.0,4.0,6.0,7.0,,7.0,7.0,3.0,,10.0,3.0,47.0,62.0,4.0,25.0,10.0,,,,,,,,92.0,6.0,17.0,,,,,3.0,,,,,,,14.0,,2.0,,17.0,,19.0,19.0,3.0,,1.0,91.0,32.0,11.0,,3.0,5.0,2.0,,7.0,,36.0,54.0,22.0,,,,,,161.0,151.0,1.0,22.0,23.0,37.0,,,1.0,0.0,6.0,1.0,,1.0,1.0,6.0,,,2.0,48.0,,8.0,77.0,29.0,35.0,9.0,6.0,17.0,11.0,,122.0,14.0,199.0,2.0,1.0,34.0,7.0,70.0,4.0,259.0,,0.0,14.0,25.0,5.0,17.0,1.0,534.0,,,7.0,7.0,15.0,0.0,,,,,,,,,,,
2009-10,284181,19,2009-12-26 12:45:00,8,Chelsea,Away,148.0,9.0,8.0,17.0,9.0,4.0,,228.0,3.0,2.0,5.0,6.0,11.0,31.0,359.0,,4.0,26.0,13.0,22.0,17.0,9.0,,,,,,1.0,,,,,,,1.0,,,1.0,7.0,7.0,,,65.0,1.0,8.0,7.0,,11.0,21.0,12.0,,12.0,1.0,62.0,47.0,1.0,27.0,15.0,,,,,,,,69.0,17.0,6.0,,,,,1.0,,,,,,,8.0,,1.0,,30.0,1.0,14.0,14.0,,,5.0,74.0,44.0,7.0,,13.0,13.0,7.0,,6.0,,82.0,45.0,31.0,,,,,,166.0,142.0,,26.0,29.0,63.0,1.0,,1.0,0.0,1.0,1.0,,1.0,,15.0,,,3.0,112.0,,26.0,169.0,18.0,51.0,20.0,9.0,44.0,35.0,,149.0,10.0,313.0,1.0,2.0,17.0,12.0,50.0,3.0,438.0,1.0,1.0,30.0,12.0,7.0,29.0,1.0,757.0,,,7.0,11.0,8.0,0.0,,1.0,1.0,,,,,,,,
2009-10,284183,19,2009-12-26 13:00:00,54,Fulham,Home,152.0,24.0,1.0,8.0,7.0,3.0,,177.0,5.0,,2.0,14.0,21.0,28.0,321.0,,1.0,19.0,18.0,11.0,9.0,3.0,,,,,,1.0,,,,,,,1.0,,,3.0,3.0,6.0,,,57.0,1.0,1.0,3.0,,4.0,3.0,6.0,,9.0,1.0,58.0,49.0,1.0,15.0,7.0,,,,,,,,76.0,19.0,12.0,,,,,1.0,,,,,,,8.0,,1.0,,14.0,1.0,21.0,21.0,2.0,,2.0,93.0,48.0,2.0,,7.0,5.0,6.0,,2.0,,21.0,72.0,26.0,,,,,,169.0,150.0,1.0,30.0,20.0,51.3,1.0,,,0.0,,2.0,,,,9.0,,,,79.0,,12.0,179.0,44.0,34.0,16.0,4.0,16.0,12.0,,133.0,13.0,269.0,1.0,,39.0,23.0,57.0,1.0,432.0,,0.0,16.0,19.0,2.0,28.0,1.0,689.0,,,7.0,4.0,14.0,0.0,,,1.0,,,,,,,,
2009-10,284183,19,2009-12-26 13:00:00,6,Spurs,Away,113.0,37.0,1.0,5.0,4.0,11.0,,171.0,10.0,,9.0,12.0,13.0,51.0,279.0,,,14.0,11.0,18.0,6.0,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,9.0,7.0,,,58.0,1.0,2.0,7.0,,2.0,8.0,4.0,,13.0,4.0,49.0,58.0,1.0,10.0,6.0,,1.0,,,,,,90.0,13.0,19.0,,,,,1.0,,,,,,,14.0,,,1.0,16.0,,27.0,27.0,1.0,,10.0,99.0,56.0,4.0,,3.0,3.0,2.0,,1.0,,67.0,52.0,21.0,,,,,,174.0,158.0,3.0,23.0,17.0,48.7,,,1.0,0.0,5.0,1.0,,2.0,,5.0,,,3.0,102.0,,6.0,135.0,52.0,26.0,9.0,2.0,16.0,14.0,,171.0,28.0,275.0,,,32.0,15.0,80.0,2.0,394.0,,0.0,9.0,18.0,2.0,20.0,0.0,633.0,,,3.0,2.0,14.0,0.0,,,,,,,,,,,
2009-10,284188,19,2009-12-26 13:00:00,21,West Ham,Home,134.0,19.0,2.0,3.0,1.0,4.0,,139.0,,,5.0,4.0,10.0,23.0,270.0,,2.0,12.0,22.0,15.0,8.0,3.0,,,,,1.0,1.0,,,,,1.0,,,,,2.0,5.0,9.0,,,73.0,4.0,3.0,9.0,,6.0,7.0,7.0,,8.0,1.0,60.0,72.0,4.0,24.0,14.0,,,,,,,,75.0,9.0,20.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,7.0,,4.0,,28.0,,30.0,30.0,2.0,,5.0,82.0,32.0,4.0,1.0,6.0,6.0,6.0,,5.0,,59.0,44.0,26.0,,,,,1.0,164.0,143.0,4.0,25.0,26.0,50.0,,,1.0,0.0,2.0,1.0,,,,8.0,,,3.0,68.0,,12.0,149.0,40.0,45.0,23.0,4.0,20.0,16.0,,123.0,9.0,237.0,4.0,1.0,21.0,10.0,58.0,2.0,366.0,1.0,0.0,17.0,26.0,3.0,13.0,0.0,667.0,,,11.0,6.0,18.0,0.0,,,,,,,,,,1.0,
2009-10,284188,19,2009-12-26 13:00:00,47,Portsmouth,Away,96.0,16.0,1.0,5.0,4.0,7.0,,168.0,6.0,,6.0,8.0,18.0,28.0,259.0,,,21.0,15.0,22.0,9.0,,,,,,1.0,1.0,,,,,,,,,,,11.0,6.0,,,62.0,3.0,6.0,11.0,,4.0,10.0,8.0,,20.0,2.0,72.0,60.0,3.0,23.0,12.0,,,,,,,,87.0,21.0,9.0,,,,,1.0,,,,,,,13.0,,2.0,1.0,21.0,,18.0,18.0,3.0,,6.0,84.0,46.0,6.0,,3.0,6.0,3.0,,3.0,,52.0,53.0,28.0,1.0,1.0,1.0,,,174.0,158.0,3.0,19.0,28.0,50.0,,,,0.0,3.0,1.0,,,,5.0,1.0,,3.0,86.0,,9.0,118.0,27.0,39.0,15.0,4.0,26.0,22.0,,148.0,18.0,261.0,2.0,,23.0,20.0,54.0,4.0,353.0,,0.0,14.0,20.0,1.0,27.0,3.0,651.0,,,9.0,4.0,15.0,0.0,,,,,,,,,,1.0,
2009-10,284182,19,2009-12-26 14:00:00,30,Bolton,Away,65.0,8.0,,2.0,2.0,10.0,,115.0,9.0,,,13.0,5.0,33.0,178.0,,1.0,19.0,20.0,27.0,7.0,1.0,1.0,,1.0,1.0,,2.0,,,,7.0,,,,1.0,,1.0,11.0,7.0,4.0,7.0,38.0,3.0,1.0,16.0,,2.0,6.0,3.0,,12.0,3.0,66.0,60.0,3.0,31.0,16.0,,1.0,,,,,,82.0,19.0,10.0,,1.0,3.0,1.0,2.0,,,,,,,16.0,,,5.0,29.0,1.0,21.0,20.0,2.0,,,113.0,53.0,8.0,1.0,5.0,3.0,4.0,279.0,4.0,,39.0,49.0,34.0,,,,,,193.0,174.0,,14.0,6.0,40.4,1.0,2.0,,0.0,2.0,1.0,3.0,1.0,,6.0,,,2.0,53.0,163.0,8.0,96.0,26.0,50.0,11.0,1.0,11.0,10.0,,113.0,26.0,229.0,,,44.0,8.0,82.0,3.0,314.0,,0.0,11.0,16.0,2.0,28.0,0.0,532.0,19.0,,7.0,2.0,10.0,0.0,,,,,,,,,,,
2009-10,284182,19,2009-12-26 14:00:00,90,Burnley,Home,85.0,19.0,1.0,5.0,4.0,5.0,1.0,208.0,5.0,,2.0,7.0,15.0,26.0,288.0,2.0,,36.0,27.0,20.0,13.0,,2.0,1.0,,,,,,,,15.0,,,1.0,,,,4.0,7.0,11.0,7.0,60.0,1.0,4.0,7.0,,8.0,14.0,10.0,,8.0,1.0,60.0,66.0,1.0,15.0,10.0,,,,,,,,103.0,10.0,14.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,,12.0,1.0,2.0,,17.0,1.0,7.0,7.0,,,2.0,119.0,41.0,2.0,,8.0,6.0,4.0,405.0,1.0,,71.0,81.0,55.0,,,,,,224.0,210.0,4.0,17.0,23.0,59.6,1.0,,,0.0,1.0,2.0,3.0,,1.0,10.0,1.0,,1.0,130.0,267.0,14.0,107.0,53.0,29.0,24.0,6.0,31.0,25.0,1.0,226.0,19.0,371.0,2.0,,38.0,17.0,85.0,5.0,447.0,2.0,0.0,18.0,16.0,4.0,39.0,0.0,669.0,27.0,,16.0,8.0,13.0,0.0,,,,1.0,,,,,,,
2009-10,284186,19,2009-12-26 15:00:00,110,Stoke,Away,88.0,22.0,2.0,6.0,4.0,7.0,,128.0,7.0,1.0,1.0,16.0,7.0,35.0,210.0,,1.0,12.0,17.0,19.0,5.0,2.0,,,,,1.0,1.0,,,,,,,,,,2.0,8.0,5.0,,,57.0,5.0,1.0,,,6.0,7.0,9.0,,4.0,1.0,43.0,51.0,5.0,20.0,15.0,,,,,,,,86.0,11.0,13.0,,,,,1.0,,,,,,,10.0,,,1.0,24.0,,26.0,26.0,,,1.0,85.0,50.0,7.0,,5.0,2.0,2.0,,,,42.0,50.0,20.0,,,,,,165.0,150.0,3.0,28.0,24.0,37.6,,,,0.0,2.0,2.0,,,,5.0,,,3.0,57.0,,7.0,98.0,35.0,35.0,16.0,6.0,26.0,20.0,,114.0,19.0,231.0,,1.0,37.0,7.0,62.0,4.0,303.0,,0.0,8.0,15.0,2.0,26.0,2.0,556.0,,,4.0,6.0,12.0,0.0,,,,,,,,,,,
2009-10,284186,19,2009-12-26 15:00:00,43,Man City,Home,202.0,18.0,2.0,6.0,4.0,2.0,,221.0,5.0,1.0,5.0,5.0,20.0,34.0,417.0,,2.0,22.0,19.0,17.0,9.0,,,,,,,,,,1.0,,,,,,,,5.0,3.0,,,61.0,4.0,,4.0,,7.0,10.0,6.0,,9.0,1.0,51.0,43.0,4.0,21.0,15.0,,,,,,,,80.0,13.0,10.0,1.0,,,,,2.0,,1.0,2.0,,,9.0,,1.0,,30.0,,19.0,19.0,,,5.0,103.0,54.0,6.0,1.0,6.0,5.0,6.0,,1.0,,83.0,70.0,19.0,,,,,,172.0,148.0,4.0,21.0,30.0,62.4,,,2.0,0.0,2.0,,,,,7.0,,,3.0,97.0,,11.0,223.0,32.0,45.0,6.0,6.0,22.0,16.0,,147.0,8.0,328.0,1.0,1.0,34.0,24.0,62.0,,529.0,,0.0,13.0,16.0,9.0,23.0,0.0,779.0,,,,7.0,13.0,0.0,,,,,,,,,,,
2009-10,284187,19,2009-12-26 15:00:00,11,Everton,Away,125.0,12.0,2.0,6.0,4.0,5.0,,212.0,3.0,2.0,10.0,14.0,19.0,26.0,331.0,,,29.0,26.0,16.0,8.0,1.0,,2.0,,,,,,,,,,,,,1.0,,7.0,4.0,,,66.0,3.0,6.0,4.0,1.0,12.0,19.0,15.0,,10.0,1.0,68.0,59.0,3.0,17.0,11.0,,,,,,,,93.0,20.0,21.0,,,,,,,,,,,,8.0,,,1.0,20.0,1.0,13.0,13.0,,,10.0,106.0,50.0,4.0,1.0,5.0,4.0,1.0,,4.0,,73.0,66.0,41.0,,,,,,191.0,177.0,1.0,27.0,24.0,61.1,1.0,,1.0,0.0,4.0,,,1.0,2.0,8.0,1.0,,2.0,121.0,,9.0,142.0,27.0,31.0,18.0,11.0,49.0,38.0,,185.0,16.0,346.0,,2.0,49.0,20.0,62.0,1.0,439.0,1.0,0.0,15.0,13.0,3.0,30.0,3.0,723.0,,,9.0,12.0,11.0,0.0,,,,,,,,,,,
2009-10,284187,19,2009-12-26 15:00:00,56,Sunderland,Home,61.0,15.0,2.0,8.0,6.0,2.0,,126.0,4.0,1.0,1.0,16.0,18.0,21.0,179.0,,,7.0,16.0,26.0,7.0,2.0,,2.0,,,,1.0,,,,,,,,,,2.0,9.0,6.0,,,68.0,11.0,3.0,9.0,,4.0,8.0,9.0,,5.0,,59.0,68.0,10.0,28.0,15.0,,,,,,,,82.0,22.0,19.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,9.0,,1.0,1.0,32.0,,20.0,19.0,2.0,,1.0,96.0,39.0,12.0,,3.0,7.0,5.0,,6.0,,40.0,40.0,33.0,,,,,,176.0,151.0,5.0,26.0,24.0,38.9,,,,0.0,,,,,2.0,3.0,1.0,,2.0,63.0,,10.0,79.0,26.0,52.0,12.0,4.0,24.0,20.0,,133.0,14.0,233.0,2.0,1.0,48.0,18.0,62.0,2.0,288.0,,0.0,11.0,19.0,4.0,13.0,1.0,550.0,,,4.0,4.0,12.0,0.0,,,,,,,,,,,
2009-10,284189,19,2009-12-26 15:00:00,111,Wigan,Home,141.0,6.0,,5.0,5.0,5.0,,147.0,10.0,1.0,3.0,16.0,9.0,37.0,283.0,,2.0,21.0,31.0,19.0,8.0,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,4.0,4.0,,,62.0,2.0,6.0,2.0,1.0,7.0,11.0,8.0,,15.0,1.0,66.0,73.0,2.0,23.0,13.0,,,,,,,,79.0,10.0,18.0,1.0,,,,3.0,1.0,,1.0,1.0,,,13.0,,1.0,,32.0,,13.0,12.0,,,4.0,103.0,54.0,2.0,,3.0,6.0,5.0,,1.0,,49.0,41.0,29.0,,,,,,177.0,153.0,1.0,30.0,24.0,56.8,,,,0.0,2.0,,,2.0,1.0,4.0,,,,72.0,,9.0,160.0,24.0,47.0,15.0,6.0,29.0,23.0,,119.0,8.0,246.0,1.0,1.0,35.0,9.0,69.0,2.0,377.0,,0.0,15.0,29.0,3.0,27.0,1.0,674.0,,,7.0,7.0,22.0,0.0,,,,,,,,,,,
2009-10,284189,19,2009-12-26 15:00:00,5,Blackburn,Away,77.0,16.0,,1.0,1.0,4.0,,102.0,2.0,2.0,2.0,10.0,12.0,14.0,178.0,,2.0,9.0,19.0,31.0,4.0,1.0,,,,,,,,,,,,,,,,3.0,7.0,8.0,,,65.0,2.0,1.0,7.0,,2.0,8.0,4.0,,14.0,3.0,73.0,66.0,2.0,16.0,7.0,,,,,,,,86.0,20.0,10.0,1.0,,,,,1.0,,1.0,1.0,,,8.0,,1.0,2.0,15.0,,13.0,13.0,1.0,,2.0,104.0,37.0,7.0,,2.0,4.0,3.0,,6.0,,42.0,31.0,25.0,,,,,,198.0,179.0,1.0,19.0,35.0,43.2,,,,0.0,3.0,1.0,,2.0,,4.0,,,3.0,52.0,,6.0,97.0,33.0,35.0,17.0,2.0,15.0,13.0,,115.0,12.0,215.0,1.0,2.0,36.0,12.0,43.0,4.0,297.0,,0.0,8.0,23.0,3.0,16.0,4.0,556.0,,,2.0,2.0,16.0,0.0,,,,,,,,,,,
2009-10,284185,19,2009-12-26 17:30:00,14,Liverpool,Home,190.0,16.0,,3.0,3.0,2.0,,314.0,9.0,,12.0,,20.0,59.0,501.0,1.0,,17.0,7.0,13.0,11.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,3.0,2.0,,,59.0,1.0,5.0,3.0,,7.0,18.0,8.0,,11.0,1.0,41.0,47.0,1.0,6.0,1.0,,,,,,,,85.0,9.0,10.0,,1.0,,,1.0,1.0,,1.0,1.0,,,10.0,,1.0,,5.0,,10.0,10.0,,,12.0,70.0,48.0,1.0,2.0,5.0,8.0,8.0,,,,79.0,110.0,39.0,,,,,,158.0,150.0,5.0,27.0,14.0,66.6,,,,0.0,1.0,,,4.0,,5.0,,,3.0,189.0,,13.0,212.0,29.0,14.0,17.0,6.0,36.0,30.0,,239.0,5.0,409.0,1.0,,8.0,21.0,71.0,3.0,585.0,1.0,0.0,18.0,18.0,4.0,23.0,0.0,818.0,,,6.0,7.0,12.0,0.0,,,,,,,,,,,
2009-10,284185,19,2009-12-26 17:30:00,39,Wolves,Away,84.0,8.0,1.0,5.0,4.0,6.0,,123.0,7.0,,3.0,17.0,16.0,28.0,202.0,1.0,,13.0,13.0,7.0,4.0,1.0,,,,,,,,,,,,,,,,,9.0,9.0,,,42.0,6.0,,6.0,,1.0,6.0,2.0,,10.0,3.0,47.0,41.0,6.0,18.0,6.0,,,,,,,,89.0,10.0,9.0,,1.0,,,,,,,,,,16.0,,5.0,,13.0,,17.0,17.0,4.0,,3.0,82.0,41.0,7.0,,4.0,1.0,1.0,,5.0,,63.0,26.0,26.0,,,,,,144.0,128.0,,16.0,13.0,33.4,,,2.0,0.0,2.0,4.0,,1.0,,4.0,,,3.0,58.0,,5.0,96.0,15.0,34.0,11.0,1.0,11.0,10.0,,118.0,18.0,208.0,5.0,,40.0,21.0,62.0,,293.0,1.0,1.0,5.0,22.0,1.0,16.0,0.0,513.0,,,3.0,1.0,18.0,0.0,,1.0,,,,,,,,,
