matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
284212,22.0,2010-01-17 16:00:00,3,Arsenal,Away,171.0,9.0,1.0,2.0,1.0,2.0,,235.0,2.0,,11.0,4.0,27.0,24.0,404.0,1.0,,23.0,21.0,25.0,7.0,2.0,,,,1.0,1.0,2.0,,,,,,,,,,1.0,7.0,9.0,,,,77.0,2.0,5.0,5.0,,4.0,6.0,4.0,,22.0,1.0,61.0,69.0,2.0,14.0,6.0,,,,,,,,73.0,8.0,13.0,,,,,2.0,1.0,,1.0,1.0,,,10.0,,,,4.0,,,,1.0,23.0,,20.0,20.0,,,12.0,117.0,55.0,2.0,2.0,4.0,6.0,5.0,,,,5.0,,58.0,59.0,20.0,,,,,,214.0,188.0,2.0,18.0,28.0,58.9,,,,0.0,,,,2.0,2.0,,2.0,,5.0,,,3.0,106.0,,10.0,210.0,22.0,40.0,18.0,4.0,16.0,12.0,,158.0,5.0,340.0,4.0,,28.0,31.0,61.0,2.0,534.0,1.0,0.0,15.0,20.0,5.0,27.0,2.0,848.0,,,11.0,4.0,17.0,0.0
284226,23.0,2010-01-27 19:45:00,3,Arsenal,Away,119.0,1.0,1.0,1.0,,2.0,,176.0,4.0,,5.0,9.0,12.0,16.0,294.0,,1.0,17.0,21.0,16.0,9.0,2.0,,,,,,2.0,,,,,,,1.0,1.0,,,7.0,4.0,,,,47.0,7.0,8.0,3.0,,7.0,7.0,2.0,,17.0,1.0,61.0,50.0,7.0,23.0,7.0,,,,,,,,70.0,16.0,16.0,,,,,2.0,,,,,,,14.0,,,,4.0,,,,,19.0,2.0,26.0,26.0,3.0,,5.0,88.0,41.0,7.0,,4.0,7.0,3.0,,,,,,30.0,71.0,19.0,,,,,,164.0,149.0,2.0,20.0,16.0,51.3,2.0,,2.0,0.0,,,,1.0,,,,,4.0,1.0,,3.0,96.0,,11.0,140.0,5.0,38.0,11.0,6.0,15.0,9.0,,149.0,7.0,267.0,4.0,,36.0,14.0,43.0,1.0,392.0,,0.0,15.0,11.0,4.0,22.0,2.0,649.0,,,7.0,7.0,9.0,0.0
284230,24.0,2010-01-31 16:00:00,3,Arsenal,Home,153.0,9.0,2.0,9.0,7.0,2.0,,248.0,5.0,,10.0,2.0,17.0,24.0,392.0,,1.0,24.0,8.0,15.0,13.0,4.0,,3.0,,,,,,,,,,,,,,1.0,9.0,4.0,,,,65.0,3.0,4.0,9.0,,8.0,20.0,8.0,1.0,24.0,,62.0,63.0,3.0,10.0,5.0,1.0,,,,,,,64.0,9.0,12.0,,,,,,,,,,,,10.0,,,,1.0,,,,,12.0,,25.0,25.0,3.0,,10.0,76.0,48.0,5.0,,11.0,6.0,3.0,,,,3.0,,86.0,56.0,26.0,,,,,,178.0,162.0,2.0,27.0,25.0,53.7,,,,0.0,,,,,1.0,,,3.0,13.0,1.0,,3.0,116.0,,17.0,177.0,21.0,26.0,30.0,5.0,34.0,29.0,,165.0,9.0,342.0,1.0,,10.0,20.0,38.0,,485.0,,0.0,20.0,18.0,8.0,27.0,1.0,801.0,,,18.0,8.0,17.0,0.0
284243,25.0,2010-02-07 16:00:00,3,Arsenal,Away,148.0,15.0,,1.0,1.0,4.0,,275.0,3.0,2.0,4.0,4.0,17.0,38.0,422.0,,3.0,31.0,8.0,10.0,8.0,2.0,,,,,1.0,1.0,,,,,,,,,,2.0,10.0,3.0,,,,58.0,2.0,4.0,11.0,,8.0,18.0,9.0,,28.0,1.0,69.0,72.0,2.0,11.0,7.0,,,,,,,,85.0,15.0,12.0,,1.0,,,1.0,,,,,,,6.0,,,,,,,,1.0,9.0,,15.0,14.0,,,4.0,79.0,48.0,4.0,,7.0,3.0,2.0,,,,1.0,,83.0,69.0,29.0,,,,,,178.0,172.0,1.0,22.0,28.0,58.7,,,,0.0,,,,3.0,,,,,8.0,,,3.0,160.0,,10.0,158.0,23.0,17.0,29.0,6.0,33.0,27.0,,221.0,9.0,394.0,,2.0,14.0,20.0,56.0,1.0,519.0,1.0,0.0,14.0,29.0,9.0,33.0,2.0,815.0,,,21.0,8.0,25.0,0.0
284250,26.0,2010-02-10 19:45:00,3,Arsenal,Home,169.0,8.0,1.0,3.0,2.0,1.0,,159.0,2.0,,6.0,7.0,10.0,23.0,325.0,,4.0,17.0,18.0,17.0,5.0,1.0,,1.0,,,,1.0,,,,,,,,,,2.0,6.0,4.0,,,,68.0,3.0,3.0,12.0,,3.0,10.0,2.0,,21.0,1.0,80.0,61.0,3.0,23.0,10.0,,,,,,,,71.0,21.0,14.0,,1.0,,,1.0,1.0,,1.0,1.0,,,5.0,,,,1.0,,,,,19.0,,27.0,27.0,,,6.0,79.0,43.0,6.0,1.0,4.0,3.0,3.0,,,,3.0,,42.0,54.0,21.0,,,,,,182.0,160.0,1.0,29.0,29.0,47.5,,,1.0,0.0,,,,2.0,2.0,,,1.0,5.0,,,3.0,76.0,,7.0,195.0,18.0,45.0,19.0,3.0,17.0,14.0,,126.0,10.0,253.0,2.0,,24.0,10.0,39.0,3.0,431.0,,0.0,11.0,20.0,13.0,20.0,3.0,724.0,,,10.0,3.0,17.0,0.0
284260,27.0,2010-02-20 15:00:00,3,Arsenal,Home,175.0,17.0,2.0,3.0,1.0,3.0,,283.0,2.0,4.0,7.0,3.0,33.0,33.0,455.0,1.0,1.0,29.0,18.0,7.0,12.0,2.0,,2.0,,,1.0,1.0,,,,,1.0,,,,,2.0,3.0,4.0,,,,70.0,1.0,8.0,2.0,,7.0,16.0,3.0,,17.0,1.0,52.0,52.0,1.0,16.0,8.0,,1.0,,,,,,94.0,9.0,10.0,1.0,,,,1.0,1.0,,,1.0,,,4.0,,,,1.0,,,,,16.0,1.0,10.0,10.0,,,8.0,90.0,57.0,1.0,1.0,6.0,9.0,7.0,,,,1.0,,85.0,69.0,31.0,,,,,1.0,173.0,162.0,2.0,27.0,31.0,67.8,,,1.0,0.0,,,,2.0,1.0,,,2.0,9.0,,,3.0,139.0,,15.0,192.0,42.0,27.0,23.0,6.0,28.0,22.0,,204.0,7.0,395.0,1.0,4.0,10.0,36.0,53.0,2.0,559.0,2.0,0.0,24.0,18.0,10.0,34.0,1.0,845.0,,,17.0,7.0,14.0,0.0
284277,28.0,2010-02-27 17:30:00,3,Arsenal,Away,113.0,17.0,1.0,3.0,2.0,9.0,,273.0,,1.0,6.0,4.0,21.0,25.0,383.0,1.0,1.0,31.0,14.0,18.0,11.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,4.0,4.0,,,,41.0,,7.0,3.0,,7.0,13.0,6.0,1.0,18.0,,51.0,64.0,,14.0,10.0,,,,,,,,80.0,8.0,13.0,1.0,1.0,,,1.0,2.0,,2.0,2.0,,,6.0,,,,2.0,,,,,16.0,,13.0,13.0,,,7.0,77.0,32.0,3.0,1.0,4.0,10.0,6.0,,,,3.0,,70.0,84.0,33.0,,,,,1.0,187.0,173.0,1.0,14.0,15.0,64.6,,,,0.0,,,,1.0,,,2.0,,6.0,,,3.0,154.0,,14.0,127.0,34.0,28.0,23.0,5.0,24.0,19.0,,213.0,16.0,388.0,2.0,1.0,24.0,26.0,56.0,2.0,491.0,1.0,0.0,19.0,18.0,8.0,39.0,1.0,763.0,,,15.0,6.0,12.0,0.0
284280,29.0,2010-03-06 15:00:00,3,Arsenal,Home,194.0,11.0,1.0,10.0,9.0,1.0,,263.0,4.0,2.0,15.0,3.0,15.0,20.0,447.0,3.0,7.0,21.0,9.0,8.0,22.0,1.0,,1.0,,,,,,,,,,,,,,,4.0,5.0,,,,64.0,3.0,7.0,6.0,,8.0,23.0,1.0,,11.0,2.0,41.0,67.0,3.0,10.0,6.0,,1.0,,,,,,69.0,9.0,12.0,,,,,,3.0,,1.0,3.0,,,7.0,,,,1.0,,,,2.0,9.0,,19.0,19.0,,,15.0,80.0,53.0,2.0,3.0,10.0,16.0,10.0,,,,,,87.0,73.0,19.0,,,,,,146.0,138.0,5.0,18.0,24.0,64.8,,,1.0,0.0,,,,2.0,3.0,,1.0,1.0,11.0,,,3.0,135.0,,26.0,214.0,24.0,18.0,33.0,6.0,31.0,25.0,,182.0,9.0,354.0,1.0,2.0,10.0,18.0,31.0,2.0,537.0,3.0,0.0,28.0,22.0,15.0,24.0,0.0,831.0,,,25.0,8.0,14.0,0.0
284294,30.0,2010-03-13 17:30:00,3,Arsenal,Away,146.0,10.0,3.0,8.0,5.0,5.0,,274.0,4.0,,5.0,7.0,17.0,34.0,412.0,2.0,1.0,22.0,13.0,24.0,10.0,4.0,,,,,,,,,,,,,,,,3.0,2.0,7.0,,,,61.0,3.0,5.0,5.0,,8.0,19.0,7.0,,21.0,,61.0,71.0,3.0,14.0,8.0,,,,,,,,69.0,13.0,16.0,1.0,,,,,1.0,,1.0,1.0,,,8.0,,,,2.0,,,,,13.0,,13.0,13.0,1.0,,5.0,99.0,63.0,2.0,1.0,8.0,7.0,4.0,,,,2.0,,65.0,92.0,31.0,1.0,1.0,1.0,,,168.0,163.0,1.0,21.0,30.0,67.1,,,,0.0,,,,,,,3.0,,9.0,,,2.0,135.0,,15.0,167.0,24.0,19.0,18.0,7.0,36.0,29.0,,186.0,12.0,380.0,2.0,,20.0,20.0,56.0,2.0,511.0,2.0,0.0,18.0,22.0,6.0,22.0,2.0,792.0,,,9.0,8.0,17.0,0.0
284300,31.0,2010-03-20 17:30:00,3,Arsenal,Home,203.0,15.0,1.0,3.0,2.0,6.0,,240.0,3.0,,6.0,4.0,28.0,29.0,440.0,,5.0,12.0,17.0,10.0,8.0,,,,,1.0,,1.0,,,,,1.0,,,,,,4.0,6.0,,,,71.0,,2.0,4.0,,4.0,7.0,4.0,,25.0,3.0,66.0,74.0,,6.0,4.0,,,,,,,,70.0,10.0,23.0,,,,,1.0,1.0,,1.0,1.0,,,7.0,,,,2.0,,,,,6.0,,20.0,20.0,1.0,,7.0,82.0,49.0,2.0,2.0,4.0,5.0,4.0,,,,2.0,,53.0,61.0,32.0,,1.0,1.0,1.0,1.0,150.0,146.0,6.0,27.0,26.0,55.7,,,,0.0,,,,1.0,2.0,,1.0,,5.0,,,3.0,118.0,,9.0,215.0,28.0,10.0,21.0,4.0,19.0,15.0,,167.0,15.0,329.0,2.0,,16.0,32.0,52.0,1.0,525.0,,1.0,11.0,30.0,13.0,16.0,1.0,788.0,,,11.0,4.0,23.0,0.0
284310,32.0,2010-03-27 15:00:00,3,Arsenal,Away,119.0,8.0,2.0,7.0,5.0,7.0,,213.0,1.0,1.0,7.0,4.0,15.0,28.0,325.0,1.0,2.0,20.0,17.0,21.0,9.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,4.0,5.0,,,,61.0,2.0,3.0,8.0,,6.0,14.0,9.0,,20.0,3.0,71.0,70.0,2.0,12.0,8.0,1.0,1.0,,,,,,83.0,14.0,13.0,,,,,1.0,1.0,,,1.0,,,11.0,,,,,,,,,11.0,,16.0,16.0,,,7.0,85.0,37.0,2.0,1.0,3.0,8.0,8.0,,,,,,62.0,64.0,31.0,,,,,,190.0,182.0,2.0,22.0,23.0,56.3,,,1.0,0.0,,,,1.0,2.0,,,,4.0,1.0,,2.0,125.0,,11.0,136.0,21.0,20.0,27.0,6.0,31.0,25.0,,185.0,17.0,326.0,,1.0,23.0,19.0,61.0,2.0,431.0,1.0,0.0,15.0,21.0,6.0,28.0,2.0,711.0,,,15.0,6.0,13.0,0.0
284320,33.0,2010-04-03 15:00:00,3,Arsenal,Home,142.0,7.0,1.0,15.0,14.0,,,329.0,2.0,1.0,6.0,2.0,15.0,30.0,456.0,2.0,3.0,20.0,7.0,9.0,19.0,2.0,,1.0,,1.0,,2.0,,,,,,,,,,1.0,1.0,4.0,,,,59.0,3.0,7.0,3.0,1.0,10.0,33.0,13.0,,20.0,,54.0,47.0,3.0,10.0,3.0,,,,,,,,72.0,12.0,13.0,1.0,,,,2.0,1.0,,1.0,1.0,,,6.0,,,,,,,,1.0,6.0,,9.0,8.0,1.0,,6.0,60.0,39.0,4.0,,8.0,14.0,9.0,,,,1.0,,50.0,116.0,30.0,,,,,,153.0,150.0,3.0,23.0,25.0,64.6,,,1.0,0.0,,,,1.0,2.0,,1.0,1.0,10.0,,,3.0,205.0,,22.0,163.0,16.0,13.0,22.0,9.0,57.0,48.0,,238.0,4.0,420.0,,1.0,12.0,17.0,47.0,,526.0,2.0,0.0,26.0,16.0,5.0,21.0,0.0,804.0,,,9.0,10.0,14.0,0.0
284336,34.0,2010-04-14 20:00:00,3,Arsenal,Away,151.0,12.0,1.0,5.0,4.0,1.0,,320.0,5.0,1.0,7.0,5.0,16.0,33.0,466.0,1.0,3.0,25.0,16.0,17.0,14.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,1.0,7.0,8.0,,,,70.0,1.0,8.0,11.0,,6.0,14.0,7.0,,19.0,2.0,64.0,70.0,1.0,15.0,11.0,,,,,,,,76.0,10.0,13.0,1.0,,,,2.0,1.0,,1.0,1.0,,,9.0,,,,2.0,,,,,20.0,1.0,22.0,21.0,2.0,,8.0,88.0,50.0,4.0,,7.0,9.0,6.0,,,,7.0,,83.0,94.0,29.0,,,,,,181.0,168.0,3.0,26.0,27.0,65.9,,,1.0,0.0,,,,2.0,1.0,3.0,,,9.0,,,3.0,166.0,,16.0,170.0,20.0,28.0,24.0,5.0,27.0,22.0,,223.0,6.0,434.0,2.0,1.0,19.0,19.0,53.0,2.0,577.0,2.0,0.0,23.0,24.0,8.0,26.0,1.0,883.0,,,16.0,6.0,17.0,0.0
284349,35.0,2010-04-18 13:30:00,3,Arsenal,Away,139.0,11.0,2.0,3.0,1.0,,,160.0,3.0,,9.0,3.0,10.0,16.0,296.0,,4.0,16.0,15.0,16.0,4.0,2.0,,,,,1.0,1.0,,,,,,,,,,1.0,7.0,12.0,,,,69.0,1.0,2.0,15.0,1.0,3.0,3.0,1.0,1.0,19.0,3.0,77.0,68.0,,17.0,10.0,1.0,,,,,,,55.0,16.0,15.0,,,,,1.0,2.0,1.0,2.0,1.0,1.0,,12.0,,,,,,,,2.0,16.0,,23.0,21.0,1.0,,9.0,95.0,45.0,8.0,1.0,3.0,5.0,7.0,,,,7.0,,62.0,41.0,17.0,,,,,,167.0,155.0,4.0,23.0,27.0,50.1,,,1.0,0.0,,,,2.0,3.0,,1.0,,3.0,,,3.0,71.0,,8.0,163.0,20.0,28.0,23.0,3.0,8.0,5.0,,116.0,10.0,242.0,1.0,,26.0,11.0,42.0,2.0,397.0,3.0,0.0,12.0,28.0,12.0,21.0,1.0,680.0,,,9.0,3.0,21.0,0.0
284350,36.0,2010-04-24 17:30:00,3,Arsenal,Home,148.0,10.0,2.0,3.0,1.0,2.0,,264.0,3.0,1.0,13.0,6.0,25.0,25.0,409.0,,5.0,23.0,7.0,12.0,8.0,3.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,2.0,,,,66.0,3.0,2.0,7.0,,4.0,15.0,4.0,,25.0,1.0,60.0,57.0,3.0,6.0,3.0,,,,,,,,74.0,14.0,14.0,,1.0,,,1.0,,,,,,,5.0,,,,1.0,,,,,4.0,,26.0,26.0,1.0,,13.0,76.0,43.0,1.0,,5.0,6.0,4.0,,,,1.0,,50.0,97.0,34.0,,,,,,161.0,157.0,1.0,22.0,29.0,59.3,,,,0.0,,,,,1.0,,2.0,,7.0,,,2.0,145.0,,11.0,170.0,25.0,10.0,18.0,4.0,28.0,24.0,,194.0,9.0,356.0,1.0,1.0,18.0,25.0,46.0,2.0,498.0,,0.0,13.0,20.0,6.0,29.0,4.0,778.0,,,11.0,5.0,13.0,0.0
284361,37.0,2010-05-03 17:00:00,3,Arsenal,Away,146.0,6.0,1.0,4.0,3.0,1.0,,242.0,2.0,1.0,8.0,2.0,13.0,29.0,384.0,1.0,,27.0,13.0,8.0,4.0,,,,,,1.0,2.0,,,,,,,,,,,6.0,5.0,,,,42.0,,2.0,1.0,,8.0,12.0,5.0,,14.0,3.0,49.0,52.0,,23.0,10.0,1.0,,,,,,,62.0,16.0,19.0,1.0,,,,2.0,1.0,,1.0,1.0,,,6.0,,,,5.0,,,,1.0,23.0,,17.0,16.0,2.0,,9.0,59.0,27.0,5.0,,2.0,3.0,3.0,,,,2.0,,55.0,90.0,17.0,,,,,,145.0,129.0,3.0,12.0,13.0,70.1,,,2.0,0.0,,,,2.0,2.0,,3.0,,2.0,,,2.0,119.0,,5.0,158.0,18.0,39.0,16.0,8.0,26.0,18.0,,165.0,7.0,330.0,6.0,1.0,17.0,14.0,50.0,2.0,462.0,1.0,0.0,7.0,15.0,2.0,29.0,2.0,707.0,,,10.0,8.0,10.0,0.0
284370,38.0,2010-05-09 16:00:00,3,Arsenal,Home,290.0,22.0,,7.0,7.0,,,280.0,3.0,2.0,8.0,1.0,27.0,52.0,563.0,,3.0,23.0,12.0,15.0,11.0,1.0,,4.0,,,,1.0,,,,14.0,,,,,1.0,,1.0,2.0,,,,62.0,1.0,6.0,2.0,,5.0,16.0,8.0,,15.0,,52.0,61.0,1.0,7.0,2.0,,,,,,,,70.0,13.0,10.0,2.0,,4.0,2.0,1.0,1.0,,1.0,1.0,,1.0,4.0,,,3.0,1.0,,,,1.0,6.0,2.0,23.0,23.0,,,8.0,82.0,61.0,2.0,1.0,5.0,8.0,6.0,,,,2.0,,102.0,102.0,25.0,,,,,,144.0,137.0,5.0,17.0,31.0,64.3,1.0,,3.0,0.0,,,,,,,1.0,4.0,6.0,,,3.0,117.0,,13.0,309.0,33.0,14.0,30.0,1.0,27.0,26.0,4.0,163.0,2.0,364.0,1.0,3.0,10.0,27.0,65.0,6.0,646.0,,0.0,18.0,18.0,13.0,23.0,2.0,863.0,,,18.0,5.0,13.0,0.0
