matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgLeft,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321867,22.0,2011-01-05 19:45:00,43,Man City,Away,170.0,9.0,,2.0,2.0,,,96.0,3.0,,8.0,4.0,10.0,14.0,264.0,,,18.0,13.0,22.0,3.0,1.0,2.0,,,,,,,,,,,,,,1.0,10.0,6.0,,45.0,59.0,,,,4.0,,14.0,,2.0,6.0,3.0,,11.0,2.0,66.0,58.0,4.0,17.0,13.0,,,48.0,13.0,6.0,,,,,,147.0,,,,,,,11.0,,,,3.0,,,,,19.0,,22.0,16.0,6.0,8.0,80.0,81.0,40.0,7.0,,4.0,,,,,6.0,2.0,59.0,33.0,10.0,,,,,,176.0,160.0,2.0,25.0,19.0,38.6,,1.0,0.0,,,,85.0,1.0,4.0,,,1.0,2.0,5.0,,2.0,29.0,4.0,192.0,21.0,33.0,22.0,2.0,12.0,10.0,,72.0,10.0,177.0,3.0,,18.0,11.0,38.0,5.0,357.0,,1.0,5.0,23.0,3.0,21.0,2.0,576.0,13.0,7.0,2.0,18.0,0.0
321880,23.0,2011-01-15 15:00:00,43,Man City,Home,129.0,16.0,3.0,5.0,2.0,6.0,,189.0,3.0,2.0,7.0,5.0,27.0,28.0,313.0,,2.0,17.0,6.0,10.0,8.0,,4.0,,,,1.0,,,,14.0,,,,,,,12.0,3.0,,58.0,53.0,5.0,3.0,3.0,3.0,6.0,2.0,,11.0,10.0,5.0,1.0,10.0,1.0,40.0,45.0,3.0,34.0,24.0,1.0,,56.0,11.0,9.0,2.0,,1.0,,1.0,148.0,4.0,,3.0,2.0,2.0,1.0,10.0,,,2.0,2.0,,,,,40.0,,11.0,5.0,1.0,7.0,95.0,73.0,42.0,8.0,1.0,2.0,10.0,8.0,,,5.0,2.0,75.0,38.0,17.0,1.0,1.0,1.0,,,158.0,136.0,4.0,28.0,12.0,50.4,,3.0,0.0,,,,79.0,2.0,,,,1.0,4.0,3.0,,3.0,98.0,12.0,147.0,24.0,56.0,24.0,9.0,24.0,15.0,5.0,131.0,9.0,257.0,2.0,2.0,16.0,30.0,44.0,5.0,380.0,,0.0,17.0,13.0,5.0,19.0,0.0,618.0,13.0,13.0,12.0,10.0,0.0
321888,24.0,2011-01-22 17:30:00,43,Man City,Away,224.0,22.0,3.0,6.0,3.0,3.0,,331.0,4.0,,6.0,2.0,44.0,34.0,549.0,,,21.0,18.0,14.0,12.0,3.0,1.0,,,,,,,,16.0,,,,,,,5.0,4.0,,96.0,60.0,1.0,1.0,,4.0,12.0,5.0,,13.0,11.0,7.0,,21.0,2.0,65.0,57.0,4.0,16.0,6.0,,,79.0,12.0,11.0,,,2.0,1.0,,209.0,,,,,,,7.0,,,,2.0,,,,1.0,11.0,1.0,11.0,7.0,,6.0,176.0,87.0,60.0,2.0,,6.0,9.0,3.0,,,,2.0,59.0,108.0,21.0,,,,,,181.0,172.0,2.0,25.0,25.0,68.0,,,0.0,,,,159.0,2.0,4.0,,,,1.0,10.0,2.0,1.0,129.0,15.0,242.0,39.0,25.0,23.0,13.0,32.0,19.0,1.0,178.0,6.0,430.0,2.0,,18.0,44.0,55.0,2.0,640.0,,0.0,25.0,19.0,3.0,28.0,1.0,882.0,10.0,13.0,13.0,16.0,0.0
321898,25.0,2011-02-02 19:45:00,43,Man City,Away,160.0,8.0,,2.0,2.0,2.0,,181.0,4.0,,5.0,5.0,26.0,26.0,339.0,,,12.0,15.0,23.0,8.0,,1.0,1.0,1.0,,3.0,,,,12.0,,,,,,,9.0,9.0,,58.0,58.0,,,,3.0,4.0,1.0,,4.0,7.0,8.0,1.0,10.0,,40.0,58.0,3.0,27.0,19.0,,,57.0,12.0,9.0,1.0,,3.0,,3.0,165.0,1.0,,,1.0,,,9.0,,,1.0,2.0,,,,,35.0,,13.0,11.0,,5.0,102.0,90.0,45.0,6.0,,2.0,7.0,7.0,,,4.0,1.0,52.0,69.0,17.0,1.0,1.0,1.0,,,188.0,162.0,2.0,28.0,21.0,53.3,,,0.0,,,,116.0,1.0,2.0,,,,1.0,4.0,,2.0,92.0,9.0,185.0,16.0,53.0,8.0,3.0,18.0,15.0,1.0,140.0,4.0,274.0,2.0,,27.0,26.0,48.0,2.0,441.0,1.0,0.0,15.0,20.0,4.0,25.0,2.0,656.0,11.0,6.0,4.0,11.0,0.0
321910,26.0,2011-02-05 15:00:00,43,Man City,Home,185.0,13.0,1.0,3.0,2.0,3.0,,190.0,6.0,,8.0,,18.0,24.0,372.0,,4.0,16.0,13.0,10.0,10.0,,2.0,,,,,,,,11.0,2.0,,,1.0,,,6.0,10.0,,67.0,48.0,3.0,2.0,3.0,1.0,4.0,5.0,,8.0,9.0,2.0,,13.0,3.0,49.0,44.0,1.0,9.0,7.0,,,51.0,14.0,10.0,3.0,,3.0,1.0,,164.0,1.0,,1.0,1.0,,,12.0,,,1.0,1.0,,,,1.0,14.0,2.0,15.0,11.0,,8.0,102.0,76.0,51.0,8.0,,4.0,7.0,8.0,,,3.0,3.0,76.0,60.0,16.0,,,,,2.0,132.0,122.0,2.0,18.0,17.0,52.5,1.0,,0.0,,,,106.0,2.0,2.0,,,,2.0,4.0,,3.0,90.0,11.0,203.0,21.0,19.0,13.0,3.0,15.0,12.0,2.0,116.0,4.0,251.0,1.0,,9.0,19.0,37.0,3.0,439.0,1.0,0.0,16.0,16.0,9.0,18.0,1.0,623.0,11.0,8.0,8.0,10.0,0.0
321924,27.0,2011-02-12 12:45:00,43,Man City,Away,180.0,10.0,2.0,5.0,3.0,2.0,1.0,216.0,4.0,,6.0,3.0,29.0,14.0,391.0,,1.0,17.0,10.0,11.0,7.0,1.0,,,,,,,,,13.0,,,,,,,4.0,7.0,,60.0,58.0,1.0,1.0,,3.0,6.0,14.0,,6.0,15.0,2.0,,10.0,,52.0,60.0,3.0,21.0,15.0,,,57.0,13.0,16.0,,,3.0,2.0,,176.0,1.0,,,1.0,,,9.0,,,1.0,2.0,,,,,20.0,,19.0,17.0,3.0,6.0,116.0,87.0,54.0,4.0,1.0,4.0,5.0,3.0,,,1.0,3.0,54.0,65.0,14.0,,,,,,159.0,149.0,2.0,25.0,20.0,50.3,,,0.0,,,,130.0,2.0,1.0,,,2.0,,5.0,1.0,2.0,101.0,9.0,204.0,25.0,31.0,17.0,5.0,24.0,19.0,,138.0,9.0,302.0,2.0,,15.0,33.0,34.0,3.0,482.0,1.0,0.0,14.0,21.0,4.0,21.0,2.0,694.0,9.0,12.0,7.0,16.0,0.0
321930,28.0,2011-02-27 15:00:00,43,Man City,Home,161.0,17.0,2.0,6.0,4.0,1.0,1.0,169.0,5.0,,3.0,7.0,11.0,28.0,324.0,,2.0,20.0,13.0,20.0,7.0,2.0,,,1.0,,1.0,2.0,,,9.0,,,,,,1.0,6.0,5.0,,52.0,63.0,1.0,1.0,,1.0,,12.0,,10.0,7.0,5.0,,17.0,1.0,66.0,70.0,1.0,20.0,7.0,,,77.0,16.0,13.0,1.0,,3.0,2.0,1.0,187.0,1.0,,,1.0,,,12.0,,,1.0,,,,,,11.0,,11.0,8.0,,4.0,86.0,96.0,53.0,1.0,,7.0,3.0,4.0,,,2.0,1.0,40.0,57.0,18.0,,,,,,187.0,179.0,,31.0,26.0,50.8,,2.0,0.0,,,,105.0,2.0,1.0,,,,,10.0,,2.0,73.0,10.0,189.0,35.0,28.0,16.0,10.0,24.0,14.0,,120.0,6.0,265.0,,,20.0,14.0,48.0,2.0,430.0,1.0,0.0,14.0,29.0,3.0,24.0,1.0,644.0,15.0,8.0,10.0,22.0,0.0
321943,29.0,2011-03-05 17:30:00,43,Man City,Home,143.0,10.0,2.0,5.0,3.0,3.0,,239.0,8.0,,1.0,5.0,19.0,19.0,377.0,1.0,1.0,16.0,3.0,19.0,4.0,1.0,,,,,,,,,,,,,,,,7.0,6.0,,61.0,55.0,,,,5.0,3.0,13.0,,4.0,11.0,4.0,,26.0,2.0,66.0,65.0,5.0,6.0,2.0,,1.0,76.0,18.0,8.0,,,,,,170.0,1.0,,,1.0,,,13.0,,,,,,,,2.0,8.0,,18.0,17.0,2.0,1.0,113.0,82.0,57.0,6.0,1.0,3.0,3.0,2.0,,,3.0,1.0,74.0,58.0,15.0,,,,,,168.0,155.0,6.0,18.0,28.0,50.4,,,0.0,,,,119.0,1.0,1.0,,,1.0,,3.0,,3.0,96.0,6.0,155.0,27.0,19.0,24.0,3.0,18.0,15.0,,143.0,11.0,326.0,,,9.0,20.0,29.0,1.0,463.0,4.0,0.0,8.0,22.0,1.0,18.0,3.0,667.0,13.0,16.0,4.0,17.0,0.0
321949,30.0,2011-03-20 16:00:00,43,Man City,Away,104.0,13.0,,4.0,4.0,4.0,1.0,165.0,3.0,,5.0,9.0,15.0,26.0,265.0,,1.0,14.0,12.0,12.0,3.0,2.0,,,,,1.0,,,,4.0,,,,,,,10.0,10.0,,48.0,51.0,,,,4.0,2.0,12.0,,1.0,7.0,5.0,,21.0,,64.0,60.0,4.0,14.0,5.0,,,68.0,14.0,15.0,,,2.0,1.0,1.0,142.0,,,,,,,13.0,,,,2.0,,,,1.0,14.0,,25.0,20.0,3.0,6.0,73.0,67.0,40.0,5.0,,2.0,3.0,1.0,,,9.0,2.0,85.0,32.0,16.0,,,,,,163.0,144.0,1.0,26.0,15.0,41.3,,1.0,0.0,,,,77.0,2.0,,,,3.0,,2.0,,2.0,84.0,5.0,124.0,24.0,33.0,15.0,1.0,14.0,13.0,,127.0,13.0,230.0,2.0,,17.0,17.0,37.0,,340.0,,0.0,5.0,24.0,3.0,19.0,4.0,557.0,14.0,9.0,1.0,20.0,0.0
321961,31.0,2011-04-03 16:00:00,43,Man City,Home,143.0,21.0,1.0,4.0,3.0,,,183.0,2.0,,4.0,2.0,11.0,24.0,322.0,1.0,1.0,13.0,7.0,13.0,7.0,1.0,,,1.0,1.0,2.0,,,,11.0,1.0,,,,,,2.0,6.0,,60.0,63.0,,,2.0,5.0,5.0,6.0,,6.0,11.0,1.0,,13.0,,45.0,61.0,5.0,10.0,8.0,,,53.0,9.0,20.0,1.0,,5.0,1.0,2.0,150.0,2.0,,1.0,2.0,,,8.0,,,3.0,2.0,,,,,19.0,,17.0,15.0,1.0,4.0,92.0,89.0,45.0,5.0,4.0,1.0,9.0,9.0,,,1.0,4.0,51.0,84.0,15.0,,,,,1.0,169.0,153.0,5.0,23.0,25.0,50.1,,,0.0,,,,110.0,1.0,2.0,,,1.0,,2.0,1.0,3.0,86.0,10.0,163.0,39.0,26.0,19.0,3.0,16.0,13.0,,122.0,1.0,265.0,2.0,,13.0,14.0,42.0,3.0,412.0,2.0,0.0,16.0,19.0,2.0,18.0,2.0,614.0,10.0,9.0,7.0,14.0,0.0
321972,32.0,2011-04-11 20:00:00,43,Man City,Away,134.0,16.0,2.0,4.0,2.0,2.0,,236.0,5.0,,3.0,7.0,24.0,32.0,366.0,,,22.0,11.0,9.0,5.0,1.0,,,,,1.0,,,,,,,,,,1.0,13.0,8.0,,53.0,70.0,,,,3.0,1.0,10.0,,2.0,4.0,10.0,,22.0,2.0,55.0,51.0,3.0,6.0,5.0,,,77.0,3.0,6.0,,,,,1.0,174.0,,,,,,,14.0,,,,,,,,,8.0,,23.0,17.0,1.0,3.0,116.0,89.0,52.0,6.0,,6.0,,2.0,,,5.0,4.0,76.0,82.0,16.0,,,,,,191.0,180.0,2.0,35.0,31.0,46.9,,,0.0,,,,122.0,2.0,,,,1.0,,9.0,,3.0,97.0,6.0,164.0,29.0,17.0,18.0,2.0,17.0,15.0,,137.0,9.0,318.0,,,22.0,25.0,50.0,,465.0,,0.0,12.0,27.0,2.0,29.0,0.0,687.0,17.0,9.0,2.0,20.0,0.0
321981,33.0,2011-05-10 19:45:00,43,Man City,Home,147.0,9.0,1.0,2.0,1.0,4.0,,151.0,5.0,,3.0,2.0,14.0,22.0,296.0,2.0,1.0,20.0,14.0,11.0,6.0,1.0,,,,,,,,,8.0,,,,,,,3.0,13.0,,57.0,46.0,2.0,3.0,,3.0,3.0,13.0,,2.0,6.0,4.0,,14.0,1.0,59.0,50.0,3.0,22.0,12.0,,,54.0,7.0,8.0,,1.0,1.0,,,130.0,,,,,,,12.0,,,,1.0,,,,,30.0,,17.0,14.0,1.0,3.0,80.0,67.0,36.0,8.0,,2.0,5.0,3.0,,,6.0,3.0,42.0,72.0,13.0,,,,,,159.0,128.0,2.0,24.0,15.0,38.1,,,0.0,,,,95.0,1.0,1.0,,,,,3.0,,3.0,62.0,7.0,158.0,20.0,53.0,16.0,1.0,11.0,10.0,,94.0,8.0,215.0,1.0,,17.0,16.0,38.0,3.0,362.0,3.0,0.0,9.0,26.0,2.0,23.0,1.0,584.0,11.0,5.0,2.0,21.0,0.0
321988,34.0,2011-04-25 20:00:00,43,Man City,Away,217.0,12.0,4.0,7.0,3.0,1.0,,218.0,2.0,,6.0,2.0,29.0,40.0,428.0,1.0,,18.0,7.0,5.0,7.0,1.0,,,,1.0,1.0,,,,8.0,,,,1.0,,1.0,7.0,7.0,,81.0,49.0,1.0,1.0,1.0,1.0,3.0,7.0,,6.0,14.0,3.0,,12.0,1.0,44.0,46.0,1.0,18.0,13.0,,,60.0,16.0,15.0,1.0,,5.0,2.0,1.0,176.0,,,,,,,15.0,,,1.0,5.0,,,,1.0,23.0,1.0,12.0,7.0,1.0,6.0,128.0,88.0,53.0,4.0,,3.0,5.0,5.0,,,3.0,3.0,64.0,82.0,8.0,,,,,,156.0,142.0,1.0,20.0,19.0,67.2,1.0,,0.0,,,,121.0,,3.0,,,2.0,,4.0,,3.0,93.0,8.0,239.0,20.0,32.0,10.0,6.0,25.0,19.0,,127.0,5.0,292.0,5.0,,15.0,30.0,59.0,,506.0,1.0,0.0,12.0,19.0,,20.0,3.0,710.0,13.0,7.0,6.0,14.0,0.0
322003,35.0,2011-05-01 16:10:00,43,Man City,Home,225.0,17.0,4.0,5.0,1.0,,,262.0,4.0,1.0,9.0,2.0,29.0,31.0,482.0,1.0,3.0,11.0,8.0,6.0,12.0,2.0,,,,,,,,,16.0,,,1.0,,,1.0,5.0,4.0,,77.0,65.0,2.0,2.0,,5.0,4.0,,,9.0,13.0,4.0,1.0,12.0,1.0,38.0,38.0,5.0,8.0,3.0,,,70.0,13.0,7.0,,,2.0,1.0,,165.0,1.0,,1.0,1.0,,,8.0,,,1.0,1.0,,,,,12.0,1.0,15.0,14.0,1.0,9.0,149.0,77.0,50.0,5.0,1.0,8.0,7.0,9.0,,,3.0,1.0,57.0,98.0,24.0,,,,,,149.0,136.0,3.0,29.0,23.0,59.8,1.0,1.0,0.0,,,,164.0,2.0,,,,1.0,,8.0,,3.0,113.0,15.0,238.0,34.0,21.0,11.0,7.0,25.0,18.0,,150.0,5.0,342.0,1.0,1.0,8.0,33.0,46.0,5.0,555.0,1.0,0.0,21.0,19.0,5.0,13.0,3.0,757.0,14.0,6.0,9.0,12.0,0.0
322009,36.0,2011-05-07 15:00:00,43,Man City,Away,163.0,13.0,1.0,3.0,2.0,1.0,1.0,143.0,3.0,1.0,6.0,7.0,25.0,15.0,303.0,1.0,1.0,18.0,9.0,14.0,8.0,1.0,2.0,,,,,,,,9.0,,,,,,1.0,6.0,5.0,,53.0,47.0,2.0,2.0,,7.0,4.0,1.0,,6.0,10.0,3.0,,15.0,1.0,44.0,50.0,7.0,28.0,17.0,,,66.0,16.0,14.0,,,2.0,4.0,,165.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,1.0,24.0,,17.0,13.0,,6.0,82.0,80.0,39.0,11.0,1.0,5.0,5.0,3.0,,,4.0,3.0,59.0,54.0,18.0,,,,,,155.0,143.0,,23.0,15.0,51.4,,,0.0,,,,80.0,2.0,,,,,2.0,5.0,,3.0,66.0,10.0,185.0,22.0,40.0,10.0,6.0,23.0,17.0,2.0,100.0,8.0,218.0,,1.0,24.0,26.0,41.0,1.0,380.0,1.0,0.0,12.0,16.0,2.0,22.0,2.0,599.0,13.0,6.0,6.0,10.0,0.0
322023,37.0,2011-05-17 19:45:00,43,Man City,Home,220.0,16.0,,3.0,3.0,,1.0,255.0,5.0,1.0,4.0,1.0,27.0,21.0,472.0,,3.0,16.0,6.0,9.0,13.0,,,1.0,1.0,,2.0,,,,12.0,,,,1.0,,2.0,4.0,2.0,,74.0,48.0,3.0,2.0,1.0,2.0,5.0,2.0,,3.0,7.0,1.0,1.0,8.0,,36.0,44.0,2.0,13.0,8.0,,,73.0,7.0,9.0,2.0,,6.0,1.0,2.0,183.0,2.0,1.0,1.0,1.0,1.0,,6.0,,,1.0,2.0,,,,1.0,20.0,1.0,15.0,14.0,,4.0,144.0,70.0,51.0,3.0,,7.0,8.0,5.0,,,2.0,,60.0,51.0,23.0,,,,,,132.0,113.0,2.0,20.0,22.0,56.3,1.0,,0.0,,,,143.0,,1.0,,,1.0,,9.0,,3.0,105.0,15.0,231.0,26.0,32.0,26.0,1.0,10.0,9.0,,150.0,,323.0,2.0,1.0,8.0,28.0,40.0,,544.0,2.0,0.0,19.0,14.0,9.0,20.0,0.0,722.0,7.0,12.0,4.0,11.0,0.0
322028,38.0,2011-05-22 16:00:00,43,Man City,Away,225.0,14.0,2.0,6.0,4.0,3.0,,177.0,3.0,,9.0,1.0,24.0,30.0,396.0,1.0,4.0,20.0,11.0,10.0,8.0,1.0,3.0,,,,,,,,13.0,,,1.0,,,2.0,7.0,8.0,,81.0,57.0,2.0,4.0,1.0,,2.0,8.0,,4.0,10.0,1.0,1.0,17.0,2.0,52.0,55.0,,24.0,11.0,,,63.0,11.0,12.0,1.0,,3.0,2.0,,157.0,1.0,1.0,1.0,,1.0,,11.0,,,1.0,3.0,,,,,27.0,1.0,17.0,13.0,,10.0,112.0,80.0,45.0,6.0,,5.0,5.0,7.0,,,5.0,3.0,59.0,50.0,13.0,,,,,,163.0,136.0,1.0,23.0,18.0,59.5,1.0,,0.0,,,,122.0,1.0,1.0,,,1.0,3.0,8.0,,3.0,85.0,10.0,243.0,28.0,51.0,14.0,3.0,16.0,13.0,3.0,120.0,7.0,245.0,4.0,,13.0,27.0,48.0,1.0,472.0,1.0,0.0,17.0,23.0,7.0,24.0,1.0,709.0,11.0,9.0,5.0,20.0,0.0
