matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695107,21,2014-01-12 14:05:00,43,Man City,Away,128.0,8.0,,4.0,4.0,,2.0,151.0,2.0,3.0,2.0,4.0,12.0,11.0,275.0,,4.0,20.0,17.0,18.0,8.0,2.0,,2.0,,,,,,,1.0,8.0,,,1.0,,5.0,5.0,6.0,7.0,,,56.0,62.0,4.0,3.0,2.0,,17.0,2.0,8.0,,6.0,6.0,3.0,,9.0,4.0,53.0,59.0,,53.0,31.0,,2.0,52.0,15.0,17.0,2.0,1.0,4.0,2.0,,166.0,1.0,,1.0,1.0,,1.0,9.0,2.0,1.0,1.0,31.0,1.0,6.0,6.0,,2.0,75.0,90.0,38.0,5.0,,4.0,7.0,6.0,347.0,2.0,3.0,,65.0,38.0,16.0,,,,,148.0,148.0,2.0,25.0,28.0,45.6,1.0,,3.0,17.0,0.0,76.0,2.0,3.0,5.0,2.0,2.0,6.0,,3.0,82.0,264.0,5.0,11.0,148.0,23.0,53.0,11.0,5.0,16.0,11.0,2.0,125.0,5.0,241.0,1.0,3.0,25.0,15.0,39.0,4.0,373.0,,0.0,14.0,23.0,5.0,23.0,2.0,587.0,,4.0,4.0,6.0,22.0,0.0
695115,22,2014-01-18 15:00:00,43,Man City,Home,199.0,21.0,3.0,5.0,2.0,1.0,,320.0,1.0,,5.0,1.0,13.0,44.0,514.0,2.0,1.0,24.0,7.0,18.0,12.0,3.0,,3.0,,,,,,,,19.0,,,,,,1.0,2.0,5.0,,,83.0,50.0,2.0,1.0,2.0,1.0,10.0,4.0,13.0,,10.0,13.0,5.0,,11.0,3.0,43.0,50.0,1.0,24.0,14.0,,,90.0,6.0,5.0,2.0,,2.0,1.0,,190.0,3.0,,2.0,3.0,,1.0,1.0,4.0,1.0,,14.0,,12.0,12.0,,5.0,158.0,71.0,55.0,7.0,2.0,10.0,8.0,9.0,576.0,1.0,1.0,,96.0,102.0,27.0,,,,,124.0,124.0,8.0,16.0,20.0,62.2,,,1.0,10.0,0.0,158.0,,4.0,4.0,,3.0,11.0,,3.0,171.0,502.0,5.0,18.0,208.0,42.0,24.0,18.0,8.0,27.0,19.0,4.0,225.0,3.0,408.0,2.0,,7.0,14.0,52.0,3.0,589.0,2.0,0.0,24.0,16.0,2.0,24.0,2.0,788.0,,6.0,12.0,10.0,12.0,0.0
695130,23,2014-01-29 19:45:00,43,Man City,Away,281.0,22.0,4.0,9.0,5.0,5.0,1.0,308.0,,2.0,5.0,3.0,31.0,37.0,580.0,2.0,2.0,19.0,14.0,10.0,13.0,5.0,,,,,,,,,1.0,16.0,1.0,,,1.0,1.0,2.0,2.0,2.0,,,98.0,66.0,2.0,1.0,4.0,1.0,14.0,3.0,10.0,,5.0,8.0,4.0,1.0,15.0,,56.0,63.0,1.0,14.0,5.0,,,58.0,10.0,11.0,3.0,,3.0,1.0,,186.0,2.0,,1.0,2.0,,,4.0,3.0,1.0,1.0,5.0,2.0,14.0,14.0,,5.0,168.0,88.0,63.0,3.0,1.0,10.0,10.0,10.0,640.0,1.0,3.0,,83.0,104.0,13.0,,,,1.0,125.0,125.0,4.0,21.0,34.0,65.8,1.0,,1.0,14.0,0.0,203.0,,1.0,1.0,,,11.0,,3.0,119.0,569.0,6.0,20.0,298.0,32.0,14.0,16.0,5.0,18.0,13.0,,156.0,7.0,375.0,1.0,2.0,11.0,32.0,54.0,2.0,655.0,2.0,0.0,24.0,34.0,5.0,20.0,4.0,869.0,,8.0,8.0,5.0,26.0,0.0
695136,24,2014-02-03 20:00:00,43,Man City,Home,151.0,24.0,5.0,9.0,4.0,1.0,,258.0,,1.0,7.0,7.0,10.0,31.0,400.0,1.0,,21.0,30.0,23.0,13.0,4.0,,,,1.0,1.0,2.0,,,,16.0,,,,,,7.0,8.0,10.0,,,77.0,50.0,3.0,3.0,,2.0,12.0,5.0,17.0,,12.0,24.0,3.0,,12.0,2.0,73.0,79.0,2.0,29.0,15.0,,1.0,64.0,11.0,12.0,,,4.0,1.0,2.0,193.0,,,,,,,9.0,,1.0,,15.0,,10.0,10.0,1.0,7.0,103.0,85.0,47.0,6.0,,13.0,4.0,3.0,462.0,4.0,,,59.0,94.0,13.0,,,,,148.0,148.0,1.0,21.0,18.0,65.3,,,,12.0,0.0,107.0,1.0,4.0,5.0,1.0,,16.0,1.0,1.0,133.0,385.0,4.0,17.0,166.0,33.0,29.0,14.0,11.0,39.0,28.0,,175.0,6.0,353.0,1.0,1.0,29.0,10.0,56.0,,480.0,1.0,0.0,24.0,33.0,,23.0,3.0,730.0,,12.0,11.0,12.0,24.0,0.0
695146,25,2014-02-08 15:00:00,43,Man City,Away,195.0,23.0,4.0,9.0,5.0,2.0,1.0,351.0,3.0,,5.0,2.0,11.0,36.0,537.0,,,24.0,7.0,15.0,11.0,,,,,,,,,,,11.0,,,,,,4.0,4.0,3.0,,,96.0,55.0,2.0,2.0,,2.0,15.0,4.0,6.0,,14.0,21.0,3.0,,8.0,1.0,32.0,47.0,2.0,31.0,21.0,,,83.0,6.0,7.0,,,1.0,1.0,,184.0,,,,,,,5.0,,2.0,,21.0,1.0,10.0,10.0,1.0,5.0,156.0,73.0,50.0,4.0,,8.0,3.0,2.0,610.0,1.0,,,80.0,108.0,24.0,,,,,140.0,140.0,5.0,21.0,24.0,67.6,,,,15.0,0.0,183.0,1.0,1.0,2.0,1.0,,9.0,1.0,2.0,178.0,529.0,8.0,11.0,216.0,39.0,31.0,16.0,14.0,39.0,25.0,,227.0,2.0,442.0,2.0,,12.0,11.0,52.0,1.0,619.0,,0.0,15.0,15.0,1.0,26.0,1.0,828.0,,9.0,10.0,14.0,13.0,0.0
695159,26,2014-04-16 19:45:00,43,Man City,Home,155.0,9.0,,3.0,3.0,2.0,1.0,329.0,7.0,,5.0,4.0,21.0,33.0,481.0,2.0,1.0,11.0,8.0,10.0,12.0,1.0,,,,,,,,,1.0,15.0,,,,,1.0,3.0,8.0,3.0,,,78.0,66.0,3.0,1.0,2.0,1.0,14.0,3.0,17.0,1.0,3.0,12.0,6.0,,12.0,,57.0,64.0,1.0,25.0,19.0,,,70.0,14.0,10.0,,,2.0,2.0,,151.0,2.0,,2.0,2.0,,,9.0,2.0,3.0,1.0,19.0,,16.0,16.0,1.0,6.0,174.0,83.0,57.0,6.0,2.0,8.0,7.0,4.0,534.0,,9.0,,83.0,69.0,16.0,,,,,121.0,121.0,7.0,23.0,29.0,56.8,,,1.0,14.0,0.0,143.0,1.0,,1.0,,,9.0,,3.0,141.0,471.0,9.0,15.0,162.0,17.0,25.0,21.0,3.0,23.0,20.0,2.0,176.0,5.0,407.0,4.0,,19.0,23.0,48.0,,546.0,2.0,0.0,16.0,31.0,1.0,12.0,1.0,762.0,,3.0,13.0,3.0,24.0,0.0
695165,27,2014-02-22 15:00:00,43,Man City,Home,185.0,8.0,1.0,4.0,3.0,4.0,,439.0,5.0,1.0,6.0,1.0,17.0,28.0,620.0,1.0,,13.0,14.0,12.0,13.0,1.0,,,,,,1.0,,,,16.0,,,,,,7.0,3.0,4.0,,,115.0,59.0,2.0,1.0,1.0,,21.0,5.0,1.0,,8.0,16.0,,,6.0,1.0,45.0,50.0,,21.0,12.0,,,88.0,16.0,13.0,,,4.0,1.0,1.0,243.0,1.0,,1.0,1.0,,,9.0,1.0,2.0,1.0,12.0,,8.0,8.0,1.0,6.0,172.0,80.0,62.0,3.0,1.0,6.0,9.0,7.0,679.0,1.0,,,99.0,95.0,22.0,,,,,121.0,121.0,8.0,18.0,27.0,74.1,,,1.0,21.0,0.0,167.0,,2.0,2.0,2.0,,7.0,,3.0,242.0,604.0,10.0,15.0,195.0,18.0,21.0,17.0,6.0,23.0,17.0,1.0,293.0,7.0,525.0,2.0,1.0,10.0,18.0,40.0,,697.0,1.0,0.0,19.0,20.0,,14.0,3.0,878.0,,4.0,7.0,8.0,16.0,0.0
695175,28,2014-03-25 19:45:00,43,Man City,Away,126.0,13.0,4.0,4.0,,2.0,,280.0,5.0,2.0,3.0,5.0,24.0,28.0,402.0,,,12.0,12.0,15.0,8.0,1.0,,,,,,,,,,11.0,,,,1.0,,7.0,7.0,3.0,,,74.0,69.0,2.0,2.0,1.0,6.0,28.0,4.0,7.0,,8.0,11.0,1.0,,10.0,2.0,43.0,48.0,6.0,24.0,11.0,,,69.0,8.0,12.0,2.0,,1.0,,,154.0,1.0,1.0,1.0,,1.0,,12.0,2.0,3.0,,11.0,1.0,25.0,25.0,4.0,3.0,129.0,83.0,55.0,5.0,1.0,5.0,5.0,4.0,473.0,3.0,1.0,,101.0,88.0,19.0,,,,,139.0,139.0,10.0,22.0,27.0,47.3,1.0,,4.0,28.0,0.0,134.0,4.0,,4.0,2.0,,5.0,,3.0,151.0,389.0,18.0,10.0,141.0,25.0,24.0,13.0,8.0,20.0,12.0,,200.0,11.0,370.0,3.0,2.0,17.0,29.0,43.0,3.0,491.0,,0.0,13.0,15.0,3.0,13.0,2.0,705.0,,6.0,7.0,8.0,13.0,0.0
695185,29,2014-05-07 19:45:00,43,Man City,Home,217.0,16.0,1.0,5.0,4.0,1.0,,459.0,3.0,,3.0,,16.0,37.0,671.0,2.0,1.0,27.0,10.0,17.0,10.0,1.0,,1.0,,,1.0,2.0,,,,14.0,,,,,,3.0,2.0,3.0,,,114.0,44.0,4.0,2.0,3.0,1.0,8.0,4.0,3.0,,7.0,19.0,3.0,,13.0,,35.0,42.0,1.0,20.0,14.0,,,91.0,8.0,9.0,3.0,,5.0,2.0,2.0,239.0,3.0,,2.0,3.0,,1.0,4.0,4.0,,1.0,14.0,,5.0,5.0,,3.0,199.0,84.0,66.0,2.0,1.0,4.0,10.0,9.0,732.0,3.0,,,103.0,149.0,30.0,,,,,120.0,120.0,4.0,19.0,18.0,73.3,,,,8.0,0.0,187.0,,,,,1.0,5.0,2.0,3.0,242.0,664.0,3.0,14.0,227.0,29.0,20.0,9.0,6.0,30.0,24.0,1.0,285.0,3.0,542.0,,,8.0,17.0,49.0,3.0,739.0,2.0,0.0,18.0,10.0,5.0,27.0,1.0,910.0,,7.0,6.0,7.0,8.0,0.0
695194,30,2014-03-15 12:45:00,43,Man City,Away,153.0,12.0,1.0,1.0,,3.0,,201.0,2.0,2.0,5.0,5.0,13.0,17.0,353.0,,1.0,16.0,17.0,11.0,3.0,1.0,,1.0,,,,,,,3.0,6.0,,,1.0,,1.0,6.0,9.0,6.0,,,80.0,64.0,2.0,2.0,1.0,3.0,21.0,1.0,5.0,,4.0,6.0,,,6.0,,44.0,35.0,3.0,31.0,16.0,,,78.0,14.0,9.0,1.0,,,,,174.0,2.0,,1.0,2.0,,,12.0,2.0,6.0,1.0,16.0,1.0,15.0,15.0,3.0,5.0,99.0,83.0,36.0,3.0,1.0,2.0,4.0,3.0,431.0,3.0,,,68.0,64.0,14.0,,,,,140.0,140.0,4.0,23.0,21.0,45.7,1.0,,,21.0,0.0,103.0,3.0,2.0,5.0,1.0,1.0,4.0,,3.0,101.0,339.0,10.0,6.0,175.0,31.0,31.0,7.0,4.0,10.0,6.0,2.0,159.0,9.0,291.0,6.0,2.0,26.0,13.0,47.0,,456.0,1.0,1.0,8.0,14.0,1.0,17.0,2.0,631.0,,7.0,3.0,4.0,12.0,0.0
695206,31,2014-03-22 15:00:00,43,Man City,Home,221.0,16.0,3.0,2.0,1.0,2.0,,333.0,3.0,,6.0,4.0,22.0,42.0,552.0,,,12.0,13.0,17.0,12.0,3.0,,,,,,,,,,12.0,2.0,,,,1.0,4.0,3.0,3.0,,,97.0,55.0,1.0,2.0,3.0,2.0,10.0,5.0,6.0,,13.0,18.0,5.0,1.0,13.0,,42.0,56.0,2.0,21.0,18.0,,,78.0,8.0,14.0,,,6.0,1.0,,187.0,2.0,1.0,1.0,,2.0,,7.0,,2.0,,18.0,1.0,14.0,14.0,,6.0,158.0,76.0,53.0,2.0,4.0,4.0,13.0,12.0,596.0,2.0,,,88.0,144.0,31.0,,,,2.0,122.0,122.0,6.0,22.0,20.0,67.6,,,,10.0,0.0,177.0,,,,1.0,,5.0,,3.0,153.0,533.0,4.0,17.0,232.0,24.0,21.0,13.0,8.0,30.0,24.0,,197.0,7.0,417.0,2.0,,14.0,24.0,54.0,,619.0,1.0,0.0,22.0,17.0,1.0,13.0,0.0,810.0,,6.0,10.0,13.0,9.0,0.0
695211,32,2014-03-29 17:30:00,43,Man City,Away,173.0,12.0,1.0,2.0,1.0,2.0,,280.0,1.0,,6.0,7.0,22.0,37.0,451.0,,1.0,13.0,33.0,18.0,7.0,2.0,2.0,1.0,,,,,,1.0,,12.0,,,,,1.0,3.0,5.0,4.0,8.0,7.0,94.0,64.0,,,1.0,6.0,13.0,3.0,8.0,,6.0,13.0,1.0,,8.0,2.0,62.0,49.0,6.0,27.0,12.0,,,78.0,11.0,8.0,,,4.0,,,207.0,,,,,,1.0,7.0,1.0,2.0,1.0,12.0,1.0,17.0,17.0,1.0,6.0,123.0,94.0,53.0,6.0,1.0,5.0,4.0,4.0,530.0,1.0,,,76.0,108.0,32.0,,,,,147.0,147.0,3.0,25.0,27.0,52.2,,2.0,2.0,20.0,0.0,130.0,1.0,1.0,2.0,1.0,1.0,8.0,,3.0,118.0,436.0,13.0,9.0,195.0,30.0,27.0,7.0,4.0,18.0,14.0,2.0,174.0,6.0,377.0,2.0,,25.0,23.0,69.0,,554.0,5.0,0.0,15.0,21.0,3.0,19.0,4.0,743.0,24.0,10.0,3.0,6.0,18.0,0.0
695226,33,2014-04-05 12:45:00,43,Man City,Home,134.0,22.0,1.0,6.0,5.0,4.0,2.0,212.0,3.0,,4.0,3.0,7.0,32.0,340.0,1.0,3.0,20.0,14.0,14.0,8.0,2.0,,,,,,,,,1.0,12.0,1.0,,1.0,,2.0,6.0,3.0,2.0,,,70.0,54.0,6.0,4.0,4.0,4.0,12.0,2.0,9.0,,5.0,5.0,1.0,,5.0,,40.0,53.0,4.0,31.0,18.0,,,62.0,9.0,14.0,2.0,,6.0,2.0,,151.0,3.0,,3.0,3.0,,,6.0,3.0,,1.0,18.0,2.0,10.0,10.0,,4.0,97.0,61.0,37.0,9.0,2.0,4.0,9.0,8.0,404.0,1.0,,,76.0,67.0,15.0,1.0,1.0,1.0,1.0,123.0,123.0,5.0,21.0,18.0,43.6,1.0,,1.0,12.0,0.0,107.0,,,,,,5.0,,3.0,108.0,326.0,8.0,14.0,152.0,39.0,31.0,12.0,4.0,12.0,8.0,1.0,152.0,10.0,285.0,,,17.0,8.0,54.0,1.0,425.0,3.0,0.0,15.0,19.0,7.0,21.0,3.0,608.0,,17.0,7.0,5.0,15.0,0.0
695233,34,2014-04-13 13:37:00,43,Man City,Away,121.0,16.0,2.0,4.0,2.0,3.0,,263.0,3.0,,6.0,3.0,17.0,22.0,380.0,1.0,1.0,25.0,16.0,10.0,8.0,2.0,,,,,,1.0,,,,10.0,,,,,,4.0,6.0,4.0,,,51.0,69.0,2.0,1.0,1.0,3.0,17.0,4.0,10.0,4.0,7.0,18.0,1.0,,14.0,1.0,53.0,46.0,3.0,18.0,11.0,2.0,1.0,58.0,9.0,7.0,,,2.0,1.0,1.0,178.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,1.0,11.0,,18.0,18.0,4.0,6.0,106.0,67.0,42.0,7.0,1.0,4.0,7.0,5.0,451.0,,2.0,,90.0,98.0,21.0,,,,,153.0,153.0,3.0,28.0,31.0,53.4,,,1.0,17.0,0.0,130.0,1.0,,1.0,1.0,,4.0,,3.0,152.0,371.0,10.0,11.0,140.0,36.0,18.0,12.0,7.0,27.0,20.0,,204.0,5.0,352.0,1.0,,12.0,20.0,37.0,1.0,465.0,3.0,0.0,13.0,24.0,4.0,29.0,3.0,680.0,,14.0,6.0,7.0,16.0,0.0
695246,35,2014-04-21 20:00:00,43,Man City,Home,269.0,21.0,2.0,3.0,1.0,2.0,,339.0,6.0,,4.0,2.0,16.0,39.0,605.0,,,15.0,8.0,17.0,14.0,,,,,,,,,,,18.0,,,,,,4.0,3.0,7.0,,,111.0,62.0,2.0,1.0,2.0,1.0,13.0,8.0,6.0,,8.0,10.0,2.0,2.0,13.0,1.0,49.0,57.0,1.0,17.0,10.0,,,62.0,9.0,7.0,1.0,,2.0,,,215.0,1.0,,1.0,,1.0,,7.0,2.0,5.0,,10.0,,16.0,16.0,,5.0,182.0,84.0,59.0,2.0,,4.0,11.0,6.0,670.0,2.0,1.0,,85.0,101.0,18.0,,,,,137.0,137.0,4.0,25.0,25.0,69.0,,,,13.0,0.0,176.0,,2.0,2.0,,,5.0,1.0,3.0,169.0,594.0,6.0,15.0,287.0,29.0,17.0,26.0,8.0,20.0,12.0,2.0,200.0,7.0,417.0,5.0,,11.0,18.0,54.0,3.0,684.0,,0.0,19.0,21.0,2.0,16.0,1.0,883.0,,8.0,13.0,8.0,17.0,0.0
695252,36,2014-04-27 16:10:00,43,Man City,Away,178.0,13.0,4.0,8.0,4.0,4.0,,204.0,3.0,,2.0,2.0,16.0,22.0,374.0,,2.0,18.0,17.0,24.0,9.0,3.0,,,,1.0,,1.0,,,,9.0,,,,,1.0,7.0,,3.0,,,64.0,68.0,1.0,,1.0,4.0,15.0,4.0,7.0,,8.0,11.0,6.0,,10.0,2.0,54.0,67.0,4.0,28.0,16.0,,,67.0,10.0,9.0,1.0,,4.0,,1.0,173.0,2.0,,1.0,2.0,,,7.0,2.0,4.0,,16.0,,17.0,17.0,1.0,2.0,116.0,86.0,45.0,4.0,1.0,5.0,9.0,6.0,452.0,,3.0,,53.0,83.0,20.0,,,,,159.0,159.0,4.0,28.0,25.0,53.6,,,1.0,15.0,0.0,115.0,,2.0,2.0,5.0,,6.0,,3.0,107.0,361.0,10.0,14.0,188.0,25.0,28.0,22.0,7.0,24.0,17.0,2.0,161.0,12.0,304.0,4.0,,24.0,19.0,48.0,,468.0,1.0,0.0,16.0,24.0,2.0,22.0,1.0,694.0,,17.0,11.0,8.0,19.0,0.0
695265,37,2014-05-03 17:30:00,43,Man City,Away,182.0,8.0,2.0,6.0,4.0,1.0,,217.0,3.0,1.0,3.0,,14.0,12.0,393.0,1.0,1.0,12.0,17.0,13.0,11.0,2.0,,,,,,,,,,14.0,,,,,,4.0,4.0,5.0,,,71.0,63.0,1.0,,1.0,3.0,16.0,6.0,23.0,,3.0,11.0,2.0,,9.0,2.0,64.0,42.0,3.0,22.0,9.0,,,50.0,9.0,3.0,3.0,,,,,171.0,3.0,,2.0,3.0,,,8.0,3.0,2.0,,9.0,,18.0,18.0,,3.0,114.0,68.0,42.0,4.0,,6.0,10.0,6.0,444.0,2.0,1.0,,69.0,57.0,21.0,,,,,108.0,108.0,3.0,27.0,27.0,40.7,,,,16.0,0.0,100.0,2.0,,2.0,1.0,,6.0,,3.0,96.0,385.0,10.0,16.0,191.0,20.0,22.0,16.0,2.0,15.0,13.0,,130.0,4.0,280.0,2.0,1.0,9.0,15.0,28.0,,456.0,1.0,0.0,18.0,17.0,7.0,16.0,3.0,642.0,,10.0,9.0,3.0,12.0,0.0
695275,38,2014-05-11 15:00:00,43,Man City,Home,180.0,9.0,3.0,11.0,8.0,1.0,2.0,367.0,1.0,2.0,2.0,,19.0,19.0,536.0,1.0,1.0,16.0,9.0,14.0,20.0,4.0,,1.0,,,,,,,,19.0,,,,,2.0,5.0,1.0,2.0,,,93.0,54.0,3.0,3.0,1.0,3.0,3.0,11.0,4.0,,12.0,17.0,1.0,1.0,10.0,,32.0,50.0,3.0,15.0,12.0,,,50.0,7.0,9.0,,,3.0,2.0,,173.0,1.0,,,1.0,,,7.0,1.0,1.0,,12.0,1.0,15.0,15.0,1.0,2.0,152.0,63.0,42.0,1.0,1.0,10.0,15.0,7.0,573.0,,1.0,,40.0,108.0,21.0,,,,,99.0,99.0,1.0,26.0,23.0,68.1,,,1.0,4.0,0.0,167.0,,,,1.0,1.0,10.0,3.0,3.0,218.0,526.0,2.0,26.0,191.0,15.0,15.0,12.0,9.0,29.0,20.0,1.0,242.0,5.0,423.0,2.0,2.0,10.0,19.0,32.0,2.0,585.0,1.0,0.0,28.0,17.0,5.0,17.0,2.0,772.0,,10.0,10.0,12.0,13.0,0.0
