season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385552,4,8,Chelsea,Home,845074,228286,Edouard Mendy,edouard-mendy,G,False,,,8.0,6.0,8.0,14.0,,1.0,6.0,,,,,,,,,1.0,,,0.0007668,0.0,0.0,,,,0.2564,1.0,,,,,90.0,,,,,,,13.0,,7.3,4.0,4.0,,,,,,21.0,,17.0,10.0,27.0,0,,36.0,,1.0,,
2022-23,10385552,4,8,Chelsea,Home,847097,199598,Ethan Ampadu,ethan-ampadu,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385552,4,8,Chelsea,Home,885908,225796,Reece James,reece-james,D,False,2.0,,6.0,32.0,23.0,53.0,2.0,2.0,7.0,1.0,,1.0,,,,,3.0,5.0,,,0.525611,0.0713,0.0,1.0,1.0,,,,1.0,1.0,2.0,,90.0,,1.0,,,,,7.0,,8.0,,,1.0,1.0,1.0,4.0,,7.0,,35.0,27.0,58.0,2,1.0,79.0,,1.0,1.0,1.0
2022-23,10385552,4,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,,,,15.0,10.0,25.0,,,4.0,,,,,,,,2.0,3.0,,,0.00765965,0.0,0.0,3.0,,,,,,,,,28.0,,,,,,,5.0,,5.2,,,,,,,,1.0,,18.0,11.0,29.0,0,3.0,35.0,1.0,,,3.0
2022-23,10385552,4,8,Chelsea,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385585,5,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,1.0,17.0,21.0,38.0,,4.0,4.0,,,,1.0,,,,1.0,6.0,,,0.307973,0.0,0.0,1.0,,,,,,2.0,1.0,,66.0,,,,,,,15.0,,7.0,,,,4.0,,1.0,,3.0,,23.0,28.0,50.0,0,2.0,76.0,,,,
2022-23,10385585,5,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,False,,,4.0,31.0,39.0,70.0,4.0,1.0,9.0,,,1.0,,1.0,,,4.0,3.0,,,0.0232731,0.0068,0.0,,,,,,,3.0,,,90.0,,3.0,,,,,11.0,,7.7,,,,8.0,1.0,,,11.0,,39.0,42.0,81.0,1,,100.0,,1.0,1.0,
2022-23,10385585,5,8,Chelsea,Away,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,4.0,27.0,31.0,58.0,2.0,2.0,3.0,,,,,,,,2.0,3.0,,,0.0164652,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,16.0,,6.7,,,,5.0,,1.0,,8.0,,37.0,37.0,73.0,0,1.0,87.0,,,,1.0
2022-23,10385585,5,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,4.0,23.0,15.0,38.0,1.0,1.0,4.0,,,,2.0,,,,3.0,6.0,,,0.00781671,0.0,0.0,,,,,,,5.0,,,66.0,,,,,,,8.0,,7.1,,,,1.0,,,,5.0,,29.0,16.0,45.0,0,4.0,58.0,,1.0,,2.0
2022-23,10385585,5,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,4.0,26.0,13.0,39.0,1.0,,6.0,,,1.0,1.0,,,,2.0,3.0,,,0.0256135,0.0097,0.0,,,,,,,3.0,1.0,,45.0,,,,,,,4.0,,7.3,,,,1.0,,,,6.0,,29.0,14.0,43.0,1,3.0,52.0,,,,2.0
2022-23,10385585,5,8,Chelsea,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,2.0,,,16.0,6.0,20.0,1.0,,3.0,1.0,,,,,,4.0,9.0,5.0,,,0.327371,0.4731,1.2127,3.0,,1.0,,,,,2.0,,90.0,2.0,,,,,,18.0,,7.6,,,,,2.0,3.0,,,,24.0,6.0,27.0,2,,48.0,5.0,4.0,1.0,
2022-23,10385585,5,8,Chelsea,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385585,5,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,,,3.0,17.0,11.0,28.0,,,7.0,,,,,,,2.0,5.0,8.0,,,0.0289392,0.0992,0.0,,,,,,,2.0,1.0,,90.0,,,,,,,19.0,,7.0,,,1.0,1.0,5.0,4.0,,5.0,,24.0,15.0,35.0,1,3.0,60.0,2.0,3.0,2.0,1.0
2022-23,10385585,5,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,1.0,9.0,14.0,23.0,,1.0,5.0,,,,1.0,,,1.0,2.0,4.0,,,0.0100234,0.0,0.0,,,,,,,2.0,,,45.0,,,,,,,8.0,,6.6,,,,,,,,1.0,,14.0,16.0,30.0,0,1.0,38.0,,2.0,,
2022-23,10385585,5,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,2.0,,3.0,40.0,16.0,54.0,1.0,2.0,6.0,,,,,1.0,,,4.0,4.0,,,0.0508167,0.0,0.0,1.0,,,,,,1.0,,,90.0,,1.0,,,,,10.0,,7.3,,,,2.0,2.0,3.0,,4.0,,43.0,18.0,58.0,0,1.0,90.0,2.0,1.0,,1.0
2022-23,10385585,5,8,Chelsea,Away,802695,172850,Ben Chilwell,ben-chilwell,D,True,,,1.0,9.0,4.0,13.0,,1.0,3.0,,,,,,,1.0,2.0,4.0,,,0.00662682,0.0,0.0,1.0,,,,,,1.0,,,24.0,,,,,,,6.0,,7.0,,,,2.0,,1.0,,2.0,,10.0,7.0,16.0,0,3.0,28.0,,,,3.0
2022-23,10385585,5,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,6.0,4.0,10.0,,,3.0,,,,,,,,4.0,4.0,,,0.00211616,0.0,0.0,3.0,,,,,,,,,24.0,,,,,,,10.0,,6.6,,,,,1.0,,,1.0,,10.0,5.0,15.0,0,3.0,27.0,3.0,1.0,,1.0
2022-23,10385585,5,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,3.0,25.0,4.0,29.0,,,3.0,,,2.0,,,,1.0,2.0,5.0,,,0.150201,0.0946,0.0,1.0,,,,,,,2.0,,90.0,,,,,,,21.0,,7.5,,,,,,4.0,,3.0,,39.0,4.0,39.0,2,3.0,63.0,6.0,2.0,,2.0
2022-23,10385585,5,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,1.0,12.0,5.0,17.0,2.0,3.0,4.0,,,,1.0,,,,6.0,4.0,,,0.0401035,0.1824,0.1554,,,,,,,,,,66.0,1.0,,,,,,11.0,,6.6,,,1.0,2.0,3.0,,,1.0,3.0,17.0,6.0,23.0,2,1.0,37.0,2.0,,,
2022-23,10385585,5,8,Chelsea,Away,845074,228286,Edouard Mendy,edouard-mendy,G,False,,,2.0,1.0,20.0,21.0,,,11.0,,,,,,,,,,,,0.0003272,0.0,0.0,,,,-0.6727,2.0,,,,,90.0,,,,,,,,,6.3,1.0,3.0,,,,,,2.0,,1.0,20.0,21.0,0,,32.0,,,,
2022-23,10385585,5,8,Chelsea,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385585,5,8,Chelsea,Away,907668,243568,Billy Gilmour,billy-gilmour,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385585,5,8,Chelsea,Away,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385585,5,8,Chelsea,Away,996914,491785,Harvey Vale,harvey-vale,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385585,5,8,Chelsea,Away,996985,440323,Armando Broja,armando-broja,F,True,,,,,2.0,2.0,1.0,1.0,2.0,,1.0,,,,,,1.0,3.0,,,2.764e-05,0.2312,0.6972,,,,,,,,,,24.0,1.0,,,,,,3.0,,6.5,,,,,1.0,,,,,2.0,3.0,5.0,1,1.0,9.0,,,1.0,
2022-23,10385757,6,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385757,6,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,4.0,50.0,48.0,98.0,1.0,2.0,7.0,1.0,,,,,,,2.0,8.0,,,0.082701,0.0,0.0,1.0,1.0,,,,,2.0,1.0,,90.0,,,,,,,7.0,,7.8,,,,1.0,,,,6.0,,56.0,49.0,105.0,0,3.0,117.0,,3.0,,3.0
2022-23,10385757,6,8,Chelsea,Home,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,2.0,38.0,33.0,71.0,1.0,2.0,11.0,,,1.0,2.0,,,,4.0,3.0,,,0.0142258,0.0932,0.0,1.0,,,,,,,,,90.0,,,,,,,13.0,,6.4,,,,5.0,1.0,,,5.0,,46.0,37.0,83.0,1,,93.0,1.0,,1.0,
2022-23,10385757,6,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,True,,,,1.0,2.0,3.0,,,1.0,,,,1.0,,,,2.0,,,,0.00050123,0.0,0.0,1.0,,,,,,,,,15.0,,,,,,,3.0,,6.3,,,,,,,,,,3.0,3.0,6.0,0,,6.0,,,,
2022-23,10385757,6,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,1.0,34.0,18.0,52.0,,1.0,3.0,1.0,,,1.0,,,,2.0,3.0,,,0.190364,0.0333,0.0,,,,,,,,1.0,,72.0,,,,,,,11.0,,6.9,,,1.0,,2.0,,,3.0,,42.0,19.0,61.0,1,1.0,67.0,,,1.0,1.0
2022-23,10385757,6,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,24.0,3.0,27.0,1.0,,,,,,1.0,,,2.0,6.0,3.0,,,0.0595111,0.0,0.0,,,,,,,,,,90.0,,,,,,,15.0,,6.4,,,,,5.0,2.0,,,,31.0,3.0,32.0,0,,47.0,3.0,,3.0,
2022-23,10385757,6,8,Chelsea,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385757,6,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385757,6,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,3.0,66.0,13.0,79.0,4.0,,5.0,,,,,,,1.0,6.0,5.0,,,0.0617203,0.0,0.0,1.0,,,,,,,,,83.0,,,,,,,7.0,,6.9,,,,2.0,1.0,,,4.0,,70.0,14.0,84.0,0,2.0,94.0,1.0,2.0,1.0,1.0
2022-23,10385757,6,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,1.0,25.0,8.0,33.0,,1.0,2.0,,,,2.0,,,,5.0,3.0,,,0.0171284,0.0,0.0,2.0,,,,,,,,,71.0,,1.0,,,,,15.0,,6.4,,,,,1.0,8.0,,3.0,,37.0,9.0,38.0,0,2.0,60.0,1.0,,,1.0
2022-23,10385757,6,8,Chelsea,Home,802695,172850,Ben Chilwell,ben-chilwell,D,True,,,,4.0,1.0,5.0,,2.0,3.0,,,,,,,1.0,1.0,3.0,,,0.00284038,0.2287,0.2019,,1.0,1.0,,,,,1.0,,19.0,1.0,,,,,,9.0,,8.1,,,,,,,,,,9.0,2.0,11.0,1,,18.0,1.0,1.0,,
2022-23,10385757,6,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,19.0,5.0,24.0,4.0,1.0,1.0,,,1.0,,,,2.0,8.0,2.0,,,0.0228462,0.0695,0.0,,,,,,,,2.0,,60.0,,,,,,,6.0,,6.5,,,,,3.0,1.0,,,,20.0,5.0,24.0,1,,34.0,,,1.0,
2022-23,10385757,6,8,Chelsea,Home,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385757,6,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,True,,,,12.0,3.0,15.0,1.0,,3.0,,,,,,,1.0,2.0,1.0,,,0.0134588,0.0,0.0,,,,,,,,,,30.0,,,,,,,7.0,,6.5,,,,1.0,,1.0,,2.0,,17.0,4.0,20.0,0,1.0,24.0,,,,1.0
2022-23,10385757,6,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,1.0,,,0.00176538,0.1483,0.1475,,,1.0,,,,,,,18.0,1.0,,,,,,4.0,,7.3,,,,,,,,,,4.0,,4.0,1,1.0,11.0,3.0,,,1.0
2022-23,10385757,6,8,Chelsea,Home,845074,228286,Edouard Mendy,edouard-mendy,G,False,,,3.0,,14.0,14.0,,,6.0,,,,,,,,,1.0,,,3.734e-05,0.0,0.0,,,,0.7384,,,,,,90.0,,,,,,,4.0,1.0,6.8,1.0,2.0,,1.0,,,,7.0,,4.0,14.0,18.0,0,,25.0,,1.0,,
2022-23,10385757,6,8,Chelsea,Home,885908,225796,Reece James,reece-james,D,False,1.0,,,30.0,11.0,40.0,,1.0,5.0,,,,,,,1.0,1.0,5.0,,,0.0360009,0.0,0.0,,,,,,,,,,90.0,,,,,,,13.0,,6.8,,,,,2.0,6.0,,,1.0,38.0,12.0,44.0,0,1.0,67.0,2.0,1.0,2.0,1.0
2022-23,10385757,6,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,1.0,,,22.0,6.0,27.0,,,3.0,,,1.0,1.0,,,,1.0,2.0,,,0.0700885,0.0127,0.0,,,,,,,,1.0,,60.0,,,,,,,9.0,,6.8,,,,,,5.0,,1.0,,30.0,6.0,31.0,1,1.0,41.0,1.0,1.0,,1.0
2022-23,10385757,6,8,Chelsea,Home,923894,444463,Wesley Fofana,wesley-fofana,D,False,,,,44.0,39.0,83.0,1.0,3.0,6.0,,,,1.0,,,,2.0,7.0,,,0.0458286,0.0136,0.0,,,,,,,1.0,,,90.0,,,,,,,12.0,,6.8,,,1.0,2.0,,,,5.0,,53.0,41.0,94.0,1,3.0,105.0,1.0,1.0,,1.0
2022-23,10385757,6,8,Chelsea,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,3.0,,3.0,1.0,2.0,2.0,,1.0,,,,,,1.0,4.0,,,0.0028965,0.2659,0.5264,,,,,,,,,,30.0,1.0,,,,,,6.0,,6.4,,,,,,,,,,6.0,,6.0,1,1.0,17.0,3.0,1.0,,
2022-23,10913240,7,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,2.0,11.0,14.0,25.0,,,4.0,,,1.0,1.0,,,,2.0,3.0,,,0.0106796,0.0394,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,12.0,,6.7,,,,3.0,1.0,1.0,,4.0,,13.0,23.0,35.0,1,2.0,55.0,,,1.0,1.0
2022-23,10913240,7,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,False,,,4.0,9.0,38.0,47.0,1.0,1.0,3.0,,,,,,,,1.0,3.0,,,0.00715647,0.0973,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,7.0,,6.9,,,1.0,4.0,,,,8.0,,15.0,39.0,54.0,1,1.0,64.0,,1.0,,1.0
2022-23,10913240,7,8,Chelsea,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10913240,7,8,Chelsea,Away,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,3.0,13.0,49.0,62.0,2.0,,12.0,,,,1.0,,,,4.0,2.0,,,0.0136924,0.3755,0.9362,1.0,,1.0,,,,3.0,1.0,,90.0,1.0,,,,,,13.0,,7.1,,,,2.0,1.0,,,9.0,,20.0,54.0,74.0,1,1.0,87.0,1.0,,1.0,1.0
2022-23,10913240,7,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,True,,,3.0,8.0,22.0,30.0,1.0,1.0,4.0,,,,,,,,1.0,3.0,,,0.0161917,0.0,0.0,,,,,,,2.0,,,34.0,,,,,,,6.0,,7.1,,,,1.0,,,,6.0,,12.0,24.0,36.0,0,2.0,43.0,,,,1.0
2022-23,10913240,7,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,1.0,22.0,20.0,42.0,,,3.0,1.0,,2.0,,,,2.0,4.0,3.0,,,0.268006,0.0856,0.0,2.0,,,,,,,2.0,,79.0,,,,,,,15.0,,6.7,,,1.0,,,,,3.0,,31.0,21.0,52.0,3,2.0,66.0,3.0,1.0,,2.0
2022-23,10913240,7,8,Chelsea,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,,3.0,1.0,20.0,21.0,,,8.0,,,,,,,,,,,,0.00021729,0.0,0.0,,,,-0.5405,1.0,,,,,90.0,,,,,,,2.0,,6.4,1.0,1.0,,,,,,5.0,,2.0,21.0,23.0,0,,35.0,,,,
2022-23,10913240,7,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,3.0,3.0,6.0,,,,,,,,,,,,,,,0.00474004,0.0,0.0,,,,,,,,,,10.0,,,,,,,2.0,,6.5,,,,,,1.0,,,,5.0,3.0,7.0,0,,9.0,,,,
2022-23,10913240,7,8,Chelsea,Away,257993,122074,Marcus Bettinelli,marcus-bettinelli,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10913240,7,8,Chelsea,Away,770677,212701,Denis Zakaria,denis-zakaria,M,False,,,,5.0,15.0,20.0,,,5.0,,,,,,,1.0,4.0,1.0,,,0.00122213,0.0,0.0,2.0,,,,,,1.0,,,56.0,,,,,,,5.0,,6.5,,,,2.0,1.0,,,1.0,,8.0,15.0,23.0,0,1.0,33.0,,,,
2022-23,10913240,7,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,True,,,,6.0,7.0,13.0,,,1.0,,,1.0,,,,,,,,,0.00492124,0.0504,0.0,,,,,,,,,,11.0,,,,,,,7.0,,6.5,,,,,,1.0,,1.0,,8.0,10.0,17.0,1,,24.0,1.0,,,
2022-23,10913240,7,8,Chelsea,Away,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,False,,,2.0,10.0,24.0,34.0,1.0,1.0,3.0,,,1.0,,,,1.0,5.0,2.0,,1.0,0.00478338,0.0689,0.0,3.0,,,,,,2.0,1.0,,79.0,,1.0,,,,,12.0,,6.3,,,,3.0,,,,3.0,,13.0,31.0,44.0,1,1.0,60.0,1.0,,,
2022-23,10913240,7,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,1.0,,,12.0,12.0,23.0,2.0,,5.0,,,,,,,,4.0,3.0,,,0.108719,0.0399,0.062,2.0,,,,,1.0,,3.0,,80.0,1.0,,,,,,16.0,,7.1,,,,1.0,1.0,9.0,,,,25.0,12.0,28.0,1,1.0,50.0,2.0,1.0,1.0,1.0
2022-23,10913240,7,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,16.0,11.0,27.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,4.0,4.0,,,0.147772,0.3242,0.1974,2.0,,,,,,1.0,4.0,,90.0,2.0,,,,,,10.0,,7.1,,,,3.0,,,,,1.0,19.0,13.0,32.0,3,2.0,54.0,5.0,1.0,,2.0
2022-23,10913240,7,8,Chelsea,Away,851671,428399,João Félix,joao-felix,F,False,,,1.0,9.0,7.0,16.0,1.0,,2.0,1.0,1.0,1.0,,,,,3.0,6.0,,,0.154395,0.8152,0.8954,1.0,,,,,,,1.0,,58.0,4.0,,,,,,11.0,,6.5,,,1.0,,3.0,1.0,,2.0,1.0,13.0,10.0,22.0,6,,40.0,2.0,4.0,2.0,
2022-23,10913240,7,8,Chelsea,Away,904827,242880,Benoît Badiashile,benoit-badiashile,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10913240,7,8,Chelsea,Away,904970,232787,Conor Gallagher,conor-gallagher,M,True,,,,2.0,4.0,6.0,,1.0,2.0,,,,,,,,,3.0,,,0.0002506,0.0,0.0,,,,,,,,,,11.0,,,,,,,2.0,,6.7,,,,,,,,1.0,,3.0,5.0,8.0,0,1.0,11.0,,1.0,,
2022-23,10913240,7,8,Chelsea,Away,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,,5.0,5.0,10.0,,,1.0,,,,,,,,2.0,1.0,,,0.0109948,0.0,0.0,1.0,,,,,,,1.0,,11.0,,,,,,,5.0,,6.7,,,,,1.0,,,,,8.0,6.0,14.0,0,1.0,17.0,,,,1.0
2022-23,10913240,7,8,Chelsea,Away,1090458,520295,David Datro Fofana,david-datro-fofana,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10913240,7,8,Chelsea,Away,1136730,487838,Lewis Hall,lewis-hall,D,False,,,3.0,8.0,22.0,30.0,,,14.0,,1.0,,1.0,,,2.0,6.0,6.0,,,0.00386696,0.2927,0.6077,1.0,,,,,,4.0,,,79.0,2.0,,,,,,12.0,,6.5,,,,1.0,2.0,1.0,,6.0,1.0,12.0,25.0,36.0,2,3.0,60.0,1.0,3.0,,1.0
2022-23,11077468,8,8,Chelsea,Home,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,2.0,11.0,54.0,65.0,1.0,2.0,12.0,,,,,1.0,,,1.0,5.0,,,0.0146777,0.0,0.0,,,,,,,2.0,,,90.0,,2.0,,,,,17.0,,8.1,,,,5.0,,,,9.0,,17.0,63.0,80.0,0,1.0,97.0,,2.0,,1.0
2022-23,11077468,8,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,1.0,22.0,29.0,51.0,,,3.0,,2.0,,3.0,,,2.0,5.0,4.0,,,0.0256233,0.8222,0.0,1.0,,,,,,1.0,1.0,,90.0,1.0,,,,,,15.0,,6.0,,,1.0,,2.0,1.0,,3.0,,30.0,31.0,60.0,2,1.0,77.0,3.0,1.0,2.0,1.0
2022-23,11077468,8,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,,,2.0,,,0.0008043,0.0,0.0,,,,,,,,,,11.0,,,,,,,,,6.7,,,,,1.0,,,,1.0,2.0,1.0,3.0,0,,5.0,,1.0,1.0,
2022-23,11077468,8,8,Chelsea,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,2.0,5.0,,20.0,20.0,,,8.0,,,,,,,,,,,1.0,9.812e-05,0.0,0.0,,,,0.4239,1.0,,,,,90.0,,,,,,,7.0,,7.3,,3.0,,1.0,,,2.0,11.0,,5.0,22.0,27.0,0,,40.0,,,,
2022-23,11077468,8,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,1.0,16.0,8.0,24.0,1.0,,8.0,2.0,,,,,,1.0,3.0,5.0,,,0.187813,0.0,0.0,1.0,,,,,,1.0,3.0,,70.0,,,,,,,8.0,,7.8,,,,1.0,1.0,1.0,,1.0,,18.0,9.0,26.0,0,3.0,42.0,4.0,1.0,1.0,3.0
2022-23,11077468,8,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077468,8,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,3.0,15.0,27.0,42.0,,,5.0,,,,5.0,,,,5.0,7.0,,,0.00996764,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,6.0,,6.9,,,,1.0,,,,5.0,,16.0,31.0,47.0,0,6.0,64.0,,1.0,,4.0
2022-23,11077468,8,8,Chelsea,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,1.0,,1.0,12.0,17.0,28.0,1.0,,2.0,1.0,,,1.0,,,,2.0,1.0,,,0.580187,0.0,0.0,,,,,,,2.0,3.0,,78.0,,,,,,,6.0,,7.2,,,,,,1.0,,2.0,,13.0,19.0,31.0,0,1.0,40.0,3.0,,,1.0
2022-23,11077468,8,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077468,8,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077468,8,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,1.0,16.0,4.0,20.0,2.0,1.0,5.0,,2.0,,1.0,,,1.0,5.0,3.0,,,0.0890089,1.0134,1.0272,2.0,,,,,,,2.0,,90.0,2.0,,,,,,14.0,,6.4,,,2.0,2.0,1.0,1.0,,1.0,2.0,21.0,6.0,26.0,4,1.0,48.0,4.0,1.0,,1.0
2022-23,11077468,8,8,Chelsea,Home,845074,228286,Edouard Mendy,edouard-mendy,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
